Product code,Product label,Germany's imports from Russian Federation-Value in 2012,Germany's imports from Russian Federation-Value in 2013,Germany's imports from Russian Federation-Value in 2014,Germany's imports from Russian Federation-Value in 2015,Germany's imports from Russian Federation-Value in 2016,Germany's imports from Russian Federation-Value in 2017,Germany's imports from Russian Federation-Value in 2018,Germany's imports from Russian Federation-Value in 2019,Germany's imports from Russian Federation-Value in 2020,Germany's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
680223,"Granite and articles thereof, simply cut or sawn, with a flat or even surface (excluding with ...",0,0,0,0,0,0,0,0,0,14,,303,1011,1070,832,154,319,253,805,374,683,,26958,26288,25326,22468,18679,20974,21544,18409,17924,18933
540742,"Woven fabrics of filament yarn containing >= 85% nylon or other polyamides by weight, incl. ...",0,0,0,0,0,0,0,0,0,14,,90,72,39,25,19,1692,2179,654,525,380,,20624,25971,28870,24932,23489,24259,24324,20634,19568,22285
610444,"Women's or girls' dresses of artificial fibres, knitted or crocheted (excluding petticoats)",2,67,128,15,0,0,3,5,3,14,,672,1858,3976,2322,1540,2292,2514,1828,1107,1365,,203956,221174,201828,157206,188631,206781,204430,227319,190067,212213
852560,"Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus",0,17,480,18,26,16,4,12,0,14,,14737,50458,27836,25554,16697,11846,14218,24900,15920,27665,,48200,44547,62158,57503,83830,113211,90111,114421,78310,60106
200811,"Groundnuts, prepared or preserved (excluding preserved with sugar)",16,18,29,37,19,7,4,5,0,14,,1960,2323,2152,3024,3816,5410,6004,9805,11151,15426,,75483,76389,75156,67701,81789,113568,111175,102504,125404,113241
871639,"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excluding ...",80,179,154,650,1095,871,132,190,24,14,,85567,70393,42860,48482,61152,27428,20253,25572,19744,32916,,296784,253582,302571,277243,333998,387265,417316,437201,424202,534966
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",0,0,0,0,6,0,6,0,0,14,,327,59,22,89,106,54,83,52,32,25,,32215,31455,22589,17840,19159,16602,13509,3495,2562,2621
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",374,129,0,0,0,13,0,0,5,14,,964,1000,1036,1264,1409,1536,2088,2987,3962,5417,,57081,53305,68483,66549,97840,90788,119308,167085,228621,185458
560490,"Textile yarn, strip and the like of heading 5404 and 5405, impregnated, coated, covered or ...",111,0,0,0,0,0,21,0,7,14,,747,1495,1022,613,281,397,460,442,421,604,,7206,9785,10305,7894,9772,10559,14057,13762,8859,8794
321310,"Sets of artist's, student's or signboard painter's colours, modifying tints, amusement colours ...",150,155,68,121,134,82,5,5,4,14,,6686,8182,6689,4767,5612,7443,8221,8679,9799,12012,,17455,18845,17774,17398,17779,18150,18789,18982,25341,35276
851150,Generators of a kind used for internal combustion engines (excluding magneto dynamos and dual ...,43,9,13,8,1,9,5,5,7,14,,7354,5855,6342,4413,4111,5616,6543,7277,6060,9888,,729074,715398,725693,671212,699280,698442,777672,787839,715798,764011
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",0,0,0,0,2,25,5,0,12,13,,17587,17465,17532,20231,16161,21782,16846,17946,21031,25038,,310166,242435,197587,127298,146716,173601,212313,160401,147246,122878
611090,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of textile materials, knitted ...",0,2,2,0,0,2,7,2,2,13,,330,1278,1967,876,1623,848,490,494,593,789,,70171,78204,108421,111043,111258,73663,45930,47577,49757,66689
100640,Broken rice,0,0,0,0,0,51,10,0,51,13,,3216,3256,1184,922,5282,12404,9551,7034,5029,7177,,31325,27287,23383,19697,22691,25187,26678,24124,24871,32230
610422,"Women's or girls' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",0,0,0,0,0,2,0,0,0,13,,154,309,292,174,226,209,154,244,278,527,,10146,6789,5002,3983,4956,5534,6529,8206,4684,10941
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",335,167,102,233,150,11,113,113,19,13,,3965,6794,11138,8948,8836,10949,12332,11084,11526,17250,,1884206,2081144,2011325,1803400,1750860,1700237,1838639,1666075,1566568,1783882
910129,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,13,,522,2668,1773,1838,1706,1097,693,1218,1624,1168,,99501,126131,137125,142962,102212,85501,76172,79662,57847,50406
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,0,0,0,0,20,0,35,1,13,,2310,1088,595,959,430,138,189,118,997,292,,7153,6150,6176,5698,4135,5864,9240,19748,68634,83463
720926,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,71,0,153,0,19,0,0,1,13,,78331,72990,63182,41918,35865,54114,56189,56595,39483,69245,,134995,133579,113653,66098,61937,69395,86297,61218,47036,103861
790120,Unwrought zinc alloys,30,1831,32,42,0,0,62,27,3,13,,175,415,722,480,697,1200,1386,1668,1209,1875,,147500,151160,183679,155785,157045,248778,310425,238172,200462,317597
10620,"Live reptiles """"e.g. snakes, turtles, alligators, caymans, iguanas, gavials and lizards""""""""",0,0,0,0,0,0,0,3,6,13,,0,0,0,65,3,1,3,42,15,38,,1869,1681,1547,1462,1376,1323,1529,1497,2221,2424
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",0,2,0,2,13,37,1,1,4,13,,5076,4810,7367,7865,10366,14428,16994,18240,17218,19966,,136788,153949,171710,149316,186261,194649,194777,219740,247709,254537
854071,Magnetrons,62,106,5,36,0,13,9,10,48,13,,2254,3086,1840,1389,3924,2766,1175,833,634,2707,,13167,12227,13460,13705,12351,13538,12136,14100,12151,17552
621112,Women's or girls' swimwear (excluding knitted or crocheted),0,1,0,0,0,0,0,0,4,13,,8,93,114,99,85,60,167,140,47,100,,7603,5722,9907,9390,10896,10613,15673,22691,16641,17707
846090,"Machines for deburring, grinding or polishing metals, metal carbides or cermets (excluding ...",26,2,179,19,15,14,6,388,0,13,,5862,1791,6592,776,1138,2118,592,971,494,445,,43828,28216,37815,42043,38748,48255,60805,54696,20684,30500
843680,"Agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",0,0,0,37,17,0,0,0,131,13,,604,790,1476,4494,1219,1139,2371,3405,4817,18457,,179277,152780,162093,156485,148332,183161,233477,271791,304928,318399
610130,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",0,0,1,0,1,0,1,16,4,13,,282,743,582,931,1358,1401,1765,2180,1801,2594,,70592,85884,101953,99086,105915,101169,103774,99888,103521,129242
71290,"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not ...",0,1,0,0,2,2,8,4,43,13,,657,943,764,733,1254,1581,1337,1565,2304,3025,,145040,149945,172198,165723,180587,193284,165495,143752,180463,186967
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",3571,1278,372,103,36,234,226,75,50,13,,18979,17523,17080,7943,15639,21748,14977,23793,16564,16752,,341172,319203,341992,283064,366070,491073,593999,578317,508647,532091
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",199,621,482,608,99,227,90,212,37,13,,18208,54524,21590,11610,13016,19368,17508,18509,19860,23285,,398320,343804,387766,339886,378037,402989,511036,572429,473485,510291
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",159,97,45,37,39,56,48,27,15,13,,1045,707,169,68,162,116,185,146,157,125,,9103,10919,9638,9719,12260,14514,11270,10926,3895,4950
401012,"Conveyor belts or belting, of vulcanised rubber, reinforced only with textile materials",0,24,25,1,0,0,208,0,0,13,,37491,37347,22264,20493,16423,24937,25723,20653,25068,27195,,92956,95927,89878,75083,71135,85599,94525,78432,69099,67947
670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile ...",0,0,0,0,1,0,5,21,6,12,,5,15,16,9,9,27,70,65,123,152,,2499,2785,3774,4264,5170,6026,6069,4051,4560,4140
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",5,40,0,0,0,0,0,0,0,12,,7434,28395,15877,12859,24734,19845,15064,12725,10304,16671,,218715,216292,240576,215743,227380,241587,249483,229459,196390,206236
853630,Apparatus for protecting electrical circuits for a voltage <= 1.000 V (excluding fuses and ...,28,40,30,303,7,19,36,30,34,12,,7449,7097,6822,6257,5427,6070,4802,5849,5371,6197,,277890,254348,296311,244941,261741,294318,344843,342023,357723,420739
851529,"Machines for resistance welding of metals, neither fully nor partly automatic",19,179,16,0,0,0,3,4,9,12,,539,433,238,735,162,1874,778,606,281,418,,7353,10636,4902,4752,4852,6058,7020,5912,12988,8198
854590,"Articles of graphite or other carbon, for electrical purposes (excluding electrodes and carbon ...",3,14,4,6,1,18,0,45,0,12,,5231,1602,333,1219,238,366,1026,739,396,535,,11366,11857,11659,12337,15876,11652,11072,12699,10039,11191
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)",3,0,20,0,82,162,95,4,6,12,,103,103,194,320,678,563,610,690,694,1030,,62336,64981,70772,64858,72136,68214,76209,72066,78118,103015
381400,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ...",0,0,3,0,0,0,2,0,0,12,,31273,42218,56807,36741,27647,40893,58864,61296,51630,108514,,87407,81084,67075,58909,70823,75160,83684,76231,80341,103355
200990,"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not ...",0,59,4,0,2,0,0,2,1,12,,11693,12719,13133,8490,7693,9733,10565,12007,12645,15248,,64186,71241,88333,84678,95478,178722,202508,182885,165254,111712
290911,Diethyl ether,0,0,0,0,0,0,0,0,0,12,,95,89,95,27,89,86,103,91,100,68,,3852,8681,8632,4789,3843,2445,1352,1483,944,1061
620463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres ...",139,4,186,372,345,337,373,110,160,12,,3022,3953,6913,4038,3419,4196,5170,5886,5065,5863,,394617,415271,469907,424604,431519,474530,578194,603080,524656,568224
853329,Fixed electrical resistors for a power handling capacity > 20 W (excluding heating resistors),3,10,22,1,0,28,19,8,0,12,,1985,3073,1844,962,1054,1603,1583,2271,1416,3012,,96784,70154,62714,70568,77801,87009,106320,121827,118530,149149
843930,Machinery for finishing paper or paperboard (excluding calenders),0,0,0,0,0,0,0,13,0,12,,420,342,905,245,657,350,59,703,493,251,,34243,19487,34653,28162,37278,70236,70800,76010,71761,72784
841919,"Instantaneous or storage water heaters, non-electric (excl. instantaneous gas water heaters, ...",45,38,1,67,0,0,0,2,5,12,,2214,4740,3101,3172,3355,2992,4360,4391,5690,8646,,353474,306179,281235,222780,204294,212868,235568,229391,262496,346246
382450,Non-refractory mortars and concretes,2,3,0,0,3,0,0,1,0,12,,620,1230,1300,1144,1237,1768,1712,2648,4240,5431,,27590,33303,30106,28533,22486,24887,29955,31085,41525,47537
670411,Complete wigs of synthetic textile materials,0,0,0,0,0,0,0,2,1,12,,1,5,1,12,2,4,7,5,26,5,,19821,16552,13100,19376,22855,25125,28891,27603,20928,23644
844240,"Parts of machinery, apparatus and equipment for preparing or making printing blocks, plates, ...",0,6,3,2,2,40,58,20,10,12,,1,8,234,184,36,32,36,66,51,30,,16314,15840,14491,12065,12703,11509,11765,12065,10139,17739
300341,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...",0,0,0,0,0,0,0,0,4191,12,,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,4191,12
210610,Protein concentrates and textured protein substances,0,0,0,0,0,0,100,0,2,12,,4801,5198,4028,4616,6633,4495,4969,6237,6447,8620,,25618,32123,36861,37469,40191,52935,50979,79624,92646,113612
282759,"Bromides and bromide oxides (excluding of sodium, potassium and mercury)",0,30,1,9,6,13,7,9,5,12,,18,105,22,89,118,67,336,169,537,3399,,13427,9556,14750,15412,13015,13070,15613,13027,13577,13168
902214,"Apparatus based on the use of X-rays, for medical, surgical or veterinary uses (excluding for ...",119,38,490,23,0,0,0,150,0,12,,4627,6006,4017,8459,2743,3813,4899,1895,5557,6810,,205023,173629,164300,149115,120534,128738,147170,182866,215704,244235
821210,Non-electric razors of base metal,0,0,0,0,0,0,0,0,0,12,,26275,26196,27241,20732,17529,42542,26502,22195,21464,23800,,94531,104439,118637,98981,91197,100183,99968,97956,98261,94938
71333,"Dried, shelled kidney beans """"Phaseolus vulgaris"""", whether or not skinned or split""""",0,4,16,0,4,0,3,8,37,12,,565,749,601,461,722,565,643,1724,1878,1568,,20307,28936,28191,17244,16110,15262,16867,15177,23482,19775
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",0,0,0,0,0,0,0,0,3,12,,390,1173,1416,2824,3100,5962,11563,21226,26915,44064,,346787,443581,540714,659577,737648,918250,1201674,1333105,1462276,1720221
722860,"Bars and rods of alloy steel other than stainless, cold-formed or cold-finished and further ...",1638,2283,2738,1534,1044,687,1920,536,138,12,,14695,11273,11695,9171,6188,7792,5841,3850,1614,4045,,7982,6516,9592,9860,12750,17057,32245,44429,40384,51226
20890,"Fresh, chilled or frozen meat and edible offal of pigeons, game, reindeer and other animals ...""",1181,397,1642,0,0,0,0,317,353,12,,3402,2536,4135,2320,3036,2603,3300,3138,2687,2172,,146406,137813,147780,129351,128558,131318,133272,114178,92928,79883
910521,"Wall clocks, electrically operated",1,0,1,0,11,6,0,17,1,12,,29,87,187,143,207,246,408,470,473,1390,,52989,49117,45983,45585,45716,40256,38477,40633,39610,49847
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",0,2,0,11,0,0,3,0,0,11,,684,677,557,341,1086,1346,857,956,1528,2144,,369155,394476,423054,401809,409344,452146,479362,424531,369905,499072
110313,"Groats and meal of maize """"corn""""""""",16,11,21,15,13,8,7,12,13,11,,630,580,489,501,678,842,1211,1968,1428,2410,,14793,14562,13102,10598,10991,9165,9026,6671,6455,6617
610449,"Women's or girls' dresses of textile materials, knitted or crocheted (excluding of wool, fine ...",0,0,0,0,0,1,1,1,1,11,,103,563,330,156,261,290,145,310,477,435,,12007,12016,11769,10167,10411,8501,8000,8552,7549,9372
540710,"Woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament ...",0,0,0,0,1,0,1,0,0,11,,197,2066,1093,664,9207,2138,5669,4109,4538,2621,,139523,140966,140886,109152,95506,90999,91403,74311,68676,64622
711419,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than ...",0,0,0,0,0,0,0,0,0,11,,56,3373,250,2767,63,261,13,53,63,200,,5474,1976,1403,1444,1092,2262,943,2748,4672,12182
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",108,0,7,0,1,284,0,3,10,11,,291,236,411,258,144,406,155,182,132,216,,2011,1981,2034,1663,1229,1512,2104,1920,1397,1428
732310,"Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron ...",0,0,0,0,0,0,0,0,0,11,,170,281,357,325,463,561,657,796,1027,1312,,9097,9817,9579,10941,9931,9476,9993,9784,9477,10636
510529,"Wool, combed (excluding that in fragments """"open tops"""")""""",6,38,293,183,125,85,86,92,44,11,,256,967,2430,2082,333,583,664,137,541,614,,215908,194186,178517,146076,149141,188599,182809,160053,111476,163652
330410,Lip make-up preparations,0,0,1,0,0,0,0,5,3,11,,17748,17394,16475,12671,21123,26175,25285,24284,23140,21760,,130184,159987,173802,181875,230961,256845,266549,255724,164974,176577
847431,Concrete or mortar mixers (excluding those mounted on railway wagons or lorry chassis),0,80,17,0,31,8,19,0,46,11,,8229,7862,6513,8547,5022,7688,9125,8185,7362,12526,,25340,23917,26901,26820,28351,25788,32392,30109,35631,40453
741129,"Tubes and pipes of copper alloys (excluding copper-zinc base alloys """"brass"""", copper-nickel ...""",0,0,0,0,0,0,0,1,0,11,,1829,1097,823,843,390,373,286,1010,257,380,,55254,74509,90134,43255,50271,62593,63234,67482,52725,102852
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...""",0,0,0,0,0,0,0,0,0,11,,13099,6341,6319,5455,4292,7594,6604,5735,4885,8050,,84343,92454,107489,107579,110024,101920,107499,105386,83322,96625
841932,"Dryers for wood, paper pulp, paper or paperboard",0,0,0,0,0,0,0,0,0,11,,18,223,37,371,145,361,277,269,256,339,,5619,8810,12070,7299,9409,17167,14820,33386,12403,17653
850140,"AC motors, single-phase, of an output > 37,5 W",43,12,13,22,7,3,0,9,29,11,,3267,3921,4313,2790,2710,3791,3390,3850,3811,5470,,259314,240865,243645,203399,209379,224653,252770,243355,255901,271847
910219,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",0,4,0,1,0,22,2,1,1,11,,14,15,57,142,217,2027,2429,1727,489,559,,52520,55146,60330,53574,58902,53787,56294,45735,38896,46286
330730,Perfumed bath salts and other bath and shower preparations,9,10,12,7,0,0,1,0,5,11,,4584,3730,3678,2576,2079,2381,2752,2835,3680,4652,,80625,80745,86944,67486,75659,74238,74971,75828,78950,80246
854420,"Coaxial cable and other coaxial electric conductors, insulated",66,33,34,13,15,6,23,14,19,11,,4328,5528,4094,3200,3168,3760,6239,3360,2734,3143,,215577,220945,252259,241237,225819,271219,295371,249953,225893,264979
681019,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone (excluding ...",348,0,0,10,10,0,0,0,0,11,,2197,2427,1173,2142,2583,2835,2027,2069,2123,3775,,62489,56236,55534,44213,47923,45699,56036,48908,49831,52088
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",3,0,0,0,0,0,0,0,0,11,,12914,22692,13038,5744,5960,5607,5713,6037,4675,4968,,90190,81571,70397,69626,76944,44600,50725,75820,73197,81498
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",34,0,0,1,0,0,44,20,0,11,,1899,2557,2562,2455,2883,3364,3629,3993,3926,5647,,133106,143252,155024,130839,126986,125968,135660,131190,106185,104738
392329,"Sacks and bags, incl. cones, of plastics (excluding those of polymers of ethylene)",563,308,1,5,5,1,2,17,8,11,,6213,9090,7625,9925,12736,14663,16416,18531,23125,30797,,240224,264754,278062,241719,233346,238113,260794,257867,269407,331661
903032,Multimeters with recording device,1,0,0,1,4,0,148,0,0,11,,1515,4120,4964,3302,973,1932,3440,4091,3129,2885,,20952,22121,25918,23603,24162,27150,31019,27943,38332,62158
30444,"Fresh or chilled fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, ...",0,0,0,0,20,43,30,28,123,10,,0,45,76,18,15,1,103,380,663,67,,44007,44127,41600,44731,48066,62635,60887,64059,62021,73181
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,3,3,10,,40,43,65,48,78,195,159,322,1025,629,,2506,2593,3129,2687,2724,3861,5285,5851,6013,8697
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",73,115,13,19,31,4,0,36,573,10,,1110,7484,4827,4855,5374,2571,2281,2376,5959,6679,,433783,402658,301124,282709,295379,278407,313218,203041,224294,36013
