Product code,Product label,Japan's imports from China-Value in 2012,Japan's imports from China-Value in 2013,Japan's imports from China-Value in 2014,Japan's imports from China-Value in 2015,Japan's imports from China-Value in 2016,Japan's imports from China-Value in 2017,Japan's imports from China-Value in 2018,Japan's imports from China-Value in 2019,Japan's imports from China-Value in 2020,Japan's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
845230,Sewing machine needles,141,167,137,124,97,98,110,75,167,119,,15818,15759,17871,16558,14898,16138,17745,17917,15393,18292,,14568,15154,14891,20385,19657,19743,13264,9382,7407,7147
440793,"Maple """"Acer spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",416,209,227,224,44,127,142,146,116,117,,677,685,1454,935,851,806,1140,1656,3919,6218,,13089,11022,15308,9297,7722,8631,7988,8361,6174,7103
30324,"Frozen catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,117,,6342,10311,12188,11002,7170,11432,16227,11360,13584,16047,,64,49,66,99,118,129,177,284,583,907
410712,"Grain splits leather """"incl. parchment-dressed leather"""", of the whole hides and skins of ...""",84,183,101,100,210,18,30,74,324,117,,57213,85440,77670,82064,88114,89370,79159,81547,89407,136205,,10316,10899,11885,10765,8257,9158,8881,5556,4574,4417
251690,"Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or ...",212,166,201,56,132,71,58,240,89,117,,5551,6850,26734,31681,21036,7811,6621,5122,4753,13537,,515,665,534,431,389,325,376,588,350,428
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",1732,1847,1820,1579,842,219,153,182,138,117,,34366,32348,35678,27643,25382,22743,25971,36772,24644,21687,,1732,1847,1820,1579,842,219,153,182,138,117
480441,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",139,68,542,338,62,54,72,61,57,116,,35434,27156,46486,44776,58892,10674,5764,7237,11401,13061,,12166,11601,12047,11406,9675,10559,10641,10847,8175,8361
390220,"Polyisobutylene, in primary forms",1323,1311,1011,806,812,812,376,126,154,116,,10419,14790,18553,30815,17993,16565,16572,19516,19869,19615,,19976,15308,16597,12438,15280,16383,11890,12024,11925,14054
780419,"Lead plates; lead sheets, strip and foil, of a thickness """"excluding any backing"""" of > 0,2 ...""",9702,7638,2560,2390,2396,444,40,97,0,115,,36357,74829,61185,44651,28711,41103,32987,8926,13023,10372,,13684,8610,6724,5525,5056,4534,3954,1704,888,897
401310,"Inner tubes, of rubber, of a kind used on motor cars, incl. station wagons and racing cars, ...",132,7,82,143,151,113,107,161,105,115,,210138,203066,182795,156095,136822,138882,141969,140700,128285,148828,,30569,25030,25465,21711,17592,15900,15444,17396,10108,14938
841960,Machinery for liquefying air or other gases,8,14,114,468,4,2,416,5255,886,115,,224779,234928,290690,629260,552919,324701,362314,226825,353777,874602,,13899,2967,9157,4417,3601,11842,5354,13502,6991,6588
30711,"Oysters, even in shell, live, fresh or chilled",152,178,222,220,232,177,201,263,198,114,,4402,3655,2036,2177,3022,2117,2393,2781,3220,4904,,8790,6314,5460,5641,3661,2381,2195,2964,2040,1039
252321,"White portland cement, whether or not artificially coloured",26,19,37,21,28,239,281,261,222,113,,9324,11136,10138,14340,14395,9282,6944,4247,4233,2935,,781,919,968,1025,1091,4504,4966,5234,5149,4586
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",637,472,463,289,169,253,79,463,88,113,,14025,36330,48227,45215,70227,65512,73165,53593,36652,35172,,73332,49743,57850,43289,46552,45332,30581,25890,22656,20399
530620,"Multiple """"folded"""" or cabled flax yarn""""",179,138,251,101,475,343,338,75,95,113,,16635,18250,18422,17383,12168,7988,10277,12523,4060,5519,,632,517,400,292,589,545,497,241,225,177
550911,Single yarn containing >= 85% nylon or other polyamide staple fibres by weight (excluding sewing ...,188,303,226,108,194,69,97,96,163,113,,9178,12407,20432,19455,16818,16553,21568,19277,15287,30209,,455,669,584,157,540,377,863,803,589,275
300650,First-aid boxes and kits,106,143,156,265,149,114,153,91,70,112,,102582,111441,126551,139680,150734,149277,176801,175779,198058,195917,,226,298,285,411,244,177,243,175,225,205
551622,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",27,88,181,133,145,161,107,123,127,112,,59688,77701,520914,867370,786096,752390,328075,376094,447363,402734,,3144,3402,2503,2175,3136,2030,1334,1854,1626,1508
960711,Slide fasteners fitted with chain scoops of base metal,350,393,554,507,191,201,268,269,264,110,,143370,222451,228177,223008,246997,239124,223672,221668,193626,233682,,2055,2028,2167,1839,1538,1318,1304,1366,1336,1093
630510,"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303",422,223,176,174,160,125,223,172,212,109,,6075,4227,7003,6796,5446,4329,5940,5006,5961,8347,,2176,1498,1496,1223,1429,1313,1330,1042,1077,1048
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",148,199,155,141,175,132,163,64,75,108,,4102,8005,5395,5809,6825,5204,3673,3712,2886,4813,,6242,5725,6600,4354,4310,4512,4216,5102,3433,3379
480700,"Composite paper and paperboard made by sticking flat layers of paper or paperboard together ...""",246,302,464,299,402,627,600,248,187,108,,58992,55440,23927,26848,28510,23647,17638,15628,11546,16590,,2614,2631,2587,2179,2268,2683,2646,2138,1677,2402
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",121,119,94,101,77,48,102,129,182,108,,2489,2348,2954,2512,1751,3187,2867,3130,3621,6348,,146,142,147,104,99,54,106,145,218,128
722591,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",478,483,83,114,154,22,30,152,88,108,,185,945,11518,14282,11193,12190,4618,8177,3501,25566,,1274,783,1233,803,649,1196,1324,859,157,140
251511,"Marble and travertine, crude or roughly trimmed",50,62,68,22,282,20,24,289,132,108,,3949,6821,6531,4812,5429,6644,3839,4564,4114,4512,,1653,2364,2006,871,2757,2816,3186,1709,1581,1456
481031,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",57,124,30,10,10,21,391,302,251,107,,2734,8184,21504,13010,15900,13887,13782,26290,13294,19495,,78,144,30,145,12,31,391,536,378,188
200820,"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening ...",292,99,0,0,0,97,0,4,70,107,,22727,21173,13030,19976,26946,21737,11128,7736,9122,6769,,47752,39893,39631,39683,43605,45533,36233,35628,39384,49315
845390,"Parts of machinery for preparing, tanning or working hides, skins or leather or for making ...",56,69,20,24,42,78,156,168,54,107,,7152,13936,17946,11998,34808,85567,40204,36371,37606,36904,,773,985,1097,1559,1157,1229,1560,1127,1407,1892
382569,"Wastes from chemical or allied industries (excluding wastes of metal pickling liquors, of hydraulic ...",0,105,129,0,0,0,340,462,931,107,,1144,1465,629,1242,9283,13927,10744,6849,655,1635,,3305,8494,4623,6177,4259,4212,2913,3720,4426,3771
510320,"Waste of wool or of fine animal hair, incl. yarn waste (excluding noils and garnetted stock)",838,577,554,559,410,113,115,96,97,105,,487,484,518,95,409,217,0,0,37,26,,1114,960,1148,1321,1009,334,288,336,115,108
551341,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",1196,1387,954,651,443,364,518,413,393,105,,333311,412601,1064484,1098407,773129,526092,569723,464003,329291,229385,,2319,2735,2241,1445,1309,1132,1179,917,643,303
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,869,725,677,512,104,,0,0,0,0,0,9709,9752,8741,8270,5843,,0,0,0,0,0,1131,1462,1483,1091,670
401212,"Retreaded pneumatic tyres, of rubber, of a kind used on buses or lorries",15,5,11,31,3,3,10,14,3,104,,5587,7297,8207,5455,3143,3333,4601,2239,3084,2811,,794,501,457,229,97,34,128,160,170,436
440794,"Cherry """"Prunus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",150,259,102,143,0,60,107,26,31,103,,1,8,182,64,17,18,25,103,17,32,,5106,6558,7075,3580,2881,3863,3439,3197,2427,3478
480262,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",1998,2281,6094,2784,1777,1311,1195,1112,789,103,,38035,31748,20886,25623,28103,30553,29812,44295,41308,40867,,11392,9516,12876,8842,7963,7738,7802,7036,2606,2249
560500,"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading ...",211,327,216,349,135,249,276,215,161,102,,70290,82421,95648,100801,95476,96079,98499,110522,86346,84925,,619,687,604,826,525,909,1017,873,838,710
551691,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",708,314,158,173,396,236,601,278,197,101,,19967,19222,23616,18512,15761,17298,23589,26878,15511,22269,,4484,4900,4744,3210,3793,3559,2596,2435,1638,3732
480840,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",147,146,94,129,98,83,26,0,12,100,,6631,4517,2721,539,740,1427,444,773,669,1046,,807,821,506,394,397,323,417,373,385,361
500710,Woven fabrics of noil silk,27,86,105,122,145,114,27,88,37,100,,5874,8119,8271,3175,2856,1915,1729,1765,1049,2199,,125,209,187,367,324,217,79,164,58,146
910519,Alarm clocks (excluding electrically operated),33,162,37,45,5,13,25,123,70,100,,5377,5725,10497,10080,5171,2367,1946,5268,1637,1522,,193,193,61,93,7,13,52,127,229,627
521132,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",441,751,460,491,372,273,196,179,123,100,,27887,50216,54228,54793,69484,110426,151640,147400,107545,137877,,1560,2298,1895,1480,1696,1841,953,1175,561,605
721911,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",49,205,1324,90,0,83,45,39,33,99,,62849,71164,85511,53607,54966,51144,81453,70904,42601,52159,,496,613,1478,112,76,166,63,175,40,250
551012,"Multiple """"folded"""" or cabled yarn containing >= 85% artificial staple fibres by weight (excluding ...""",212,321,365,311,144,148,168,62,26,99,,66588,83272,75678,76042,87382,88906,100321,86339,57784,55639,,1326,1473,1112,1180,939,1016,1083,1240,851,889
610290,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",796,246,167,97,338,164,67,114,149,99,,4427,2906,5876,5222,5248,6665,5508,8413,8632,7037,,992,329,275,245,680,332,170,244,197,352
844090,"Parts of bookbinding machinery, n.e.s.",307,123,192,266,409,486,151,149,142,98,,1276,1450,1497,983,2013,7356,1987,3939,3228,1590,,6225,9202,5270,5429,5078,5994,4910,4048,3496,3503
600320,"Knitted or crocheted fabrics of cotton, of a width of <= 30 cm (excluding those containing ...""",235,152,160,219,27,22,52,67,47,98,,1940,1719,3696,2291,10318,17126,7355,21240,75831,53857,,315,293,190,276,912,2817,976,67,56,116
441860,"Posts and beams, of wood",3232,4597,1677,665,268,324,111,687,41,98,,20290,16060,10614,9751,12958,12891,14959,22091,23837,52204,,37639,27701,6559,1408,707,807,517,1690,1686,2267
520515,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,82,38,236,38,24,18,140,248,97,,127,352,77,3398,520,151,304,18,126,52,,21,345,40,312,133,117,18,225,248,212
580123,"Cut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",494,211,132,99,72,282,320,193,237,97,,101088,48289,21525,16635,18609,17205,27082,198969,49661,25685,,513,355,289,117,105,509,409,239,302,189
843621,Poultry incubators and brooders,30,190,25,18,17,38,6,39,119,97,,8802,20960,20345,21557,22141,25113,33452,34943,62920,50719,,254,1402,2768,1536,3934,1252,1022,1402,1469,400
280450,Boron; tellurium,304,291,2098,1194,455,13,18,106,450,97,,41498,10573,16787,14461,50932,51285,65763,104751,147959,128696,,2888,3648,6345,5182,2910,2872,4713,2883,3274,3049
190532,Waffles and wafers,59,88,21,0,0,0,0,0,114,97,,15650,19566,15380,14957,19640,21603,12988,34278,36931,32479,,12292,12598,12924,11061,12443,11639,13776,14136,16631,20303
845110,Dry-cleaning machines for made-up textile articles,70,183,176,69,160,153,208,344,228,97,,7259,8309,9817,8315,7580,7226,6925,5123,3470,2979,,590,737,900,335,487,795,916,592,922,155
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",214,125,117,85,101,11,10,587,44,96,,15369,6565,289394,210412,44239,41981,58471,152072,69191,13590,,28829,26075,39910,43147,32163,66005,64571,53751,38402,51154
844400,"Machines for extruding, drawing, texturing or cutting man-made textile materials",0,10,0,32,445,376,677,151,99,95,,279982,194673,173370,170479,162996,193533,261810,316554,236801,173200,,573,5121,219,71,1232,1878,3634,1383,5541,1252
722810,"Bars and rods of high-speed steel (excluding semi-finished products, flat-rolled products and ...",730,352,453,423,415,269,615,411,139,95,,106670,104552,113842,91030,94197,87787,97206,95426,69364,81864,,20634,8750,15009,11551,9755,11383,16829,14639,9801,9388
160553,"Mussels, prepared or preserved (excluding smoked)",5,52,27,0,13,88,10,14,22,95,,17146,21144,23051,24373,16132,20621,20526,24497,17219,20170,,10605,12615,12942,12829,12713,11540,10819,11923,9697,8432
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",990,1242,1315,200,150,143,29,63,6,95,,4995,5155,4734,4544,5768,6378,10072,9784,5769,5191,,2110,2229,2609,2581,3085,2311,2261,1869,1374,1024
844610,Weaving machines for weaving fabrics of a width <= 30 cm,740,517,343,125,488,388,412,221,731,94,,19043,29733,25998,26179,25928,26433,35543,41163,41474,49524,,1518,1520,1922,1039,1164,2699,1705,1024,1642,886
520521,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,12,0,6,94,26,34,17,35,94,,5412,14143,4386,5736,3027,3301,3339,4335,2851,4448,,163,138,120,130,230,108,166,122,132,180
853080,"Electrical signalling, safety or traffic control equipment (excluding that for railways or ...",247,478,235,121,196,260,174,186,121,93,,72622,75068,114196,87534,128948,120118,130854,115289,140859,150424,,1822,971,963,2324,1885,2769,4248,2784,4643,2973
551621,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",182,398,228,680,220,156,482,369,116,92,,7186,6286,11615,5034,4731,6699,13024,12479,11767,16285,,4492,5111,5036,5878,4878,4986,6520,6138,4994,5183
490599,"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps and topographical ...",60,29,39,70,14,10,46,88,81,92,,4530,3086,3397,4310,5158,5542,3672,1914,931,488,,6364,6343,5263,4662,3508,3087,3376,2921,1654,460
551442,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,12,13,8,13,9,0,0,12,91,,12061,12155,11430,15148,8199,10226,14475,9726,7458,12649,,0,12,20,14,31,9,0,0,12,91
790120,Unwrought zinc alloys,8,0,3,0,25,8,3,5,5,90,,3232,4340,3156,1856,3005,5829,7730,6889,6513,4329,,1048,826,1467,899,1363,1329,1287,1805,1676,1429
480920,"Self-copy paper, whether or not printed, in rolls of a width > 36 cm or in square or rectangular ...",3437,1313,1062,421,322,272,156,163,144,89,,174908,180587,166298,142319,143248,143986,135079,115294,90792,95951,,3545,2599,1556,438,383,290,159,165,158,89
520613,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",164,143,100,73,19,208,100,144,101,89,,10396,7530,13926,10511,9105,12818,14211,9216,5325,6835,,466,493,136,76,70,244,114,401,297,269
291615,"Oleic, linoleic or linolenic acids, their salts and esters (excluding inorganic or organic ...",107,95,39,77,18,39,43,72,68,89,,31034,17505,11905,12807,13262,34587,17107,9655,7469,38827,,3282,3696,2736,1932,2274,4028,3847,4363,3860,6328
300213,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,32,0,827,134,89,,0,0,0,0,0,1867,2146,416,7721,15633,,0,0,0,0,0,13544,8218,16307,62277,123498
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",489,340,690,125,57,486,267,255,413,88,,777102,873109,1084043,824577,784505,892466,1014663,969424,884134,1407562,,26411,23967,22385,15544,16953,18546,18506,17640,15664,12947
600641,"Unbleached or bleached fabrics, knitted or crocheted, of artificial fibres, of a width of ...""",54,8,40,43,14,0,7,2,0,87,,22624,25463,27314,18548,15022,10612,12395,14227,10471,12694,,225,234,169,183,141,79,53,28,21,91
540831,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",497,156,161,532,262,81,106,81,75,87,,13512,18436,28762,29262,29030,22859,24886,28844,13703,20687,,964,472,1794,3416,1703,1639,592,266,168,203
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",72,148,115,248,140,224,495,350,98,86,,214098,247373,266895,170105,159723,159720,164253,154520,151323,164133,,76,161,158,267,154,232,519,361,132,138
551130,"Yarn of artificial staple fibres, put up for retail sale (excluding sewing thread)",27,62,32,0,87,38,37,9,92,86,,1409,985,1336,1407,1139,1614,4270,4187,3458,5005,,136,253,97,55,128,72,42,30,114,107
480261,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",14955,9469,11242,5884,4999,1665,147,231,249,86,,32208,10958,9075,7131,4303,20926,15115,13460,5517,7243,,134685,88290,86012,63744,75841,71127,27739,27259,16055,13260
847029,"Electronic calculating machines not incorporating a printing device, with mains connection ...",316,761,163,972,1108,824,776,102,152,85,,66499,35951,26555,26012,15390,16935,32937,20703,24237,29055,,330,769,173,1004,1120,824,781,110,152,85
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,0,0,0,0,0,0,69,62,85,,1224,366,179,874,168,581,1006,1387,1673,2430,,1680,1380,1003,802,513,289,325,250,177,111
