Product code,Product label,"Japan's imports from Korea, Republic of-Value in 2012","Japan's imports from Korea, Republic of-Value in 2013","Japan's imports from Korea, Republic of-Value in 2014","Japan's imports from Korea, Republic of-Value in 2015","Japan's imports from Korea, Republic of-Value in 2016","Japan's imports from Korea, Republic of-Value in 2017","Japan's imports from Korea, Republic of-Value in 2018","Japan's imports from Korea, Republic of-Value in 2019","Japan's imports from Korea, Republic of-Value in 2020","Japan's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
701110,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",152,72,86,95,6,2,39,0,22,0,,2743,1523,675,612,558,419,463,528,283,194,,12579,9402,7692,5465,4437,3241,3434,2941,4065,3302
701322,"Drinking glasses, stemware, of lead crystal",0,0,0,0,0,0,0,0,0,0,,95,154,180,106,77,45,40,11,0,1,,12956,8766,7988,5902,4856,4244,4003,4143,3435,4732
701610,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar ...",5,0,9,16,0,0,0,0,0,0,,30,12,6,0,18,77,20,50,3,0,,3271,3050,5339,4645,4421,4372,4163,3548,2968,3125
721669,"Angles, shapes and sections, of iron or non-alloy steel, not further worked than cold-formed ...",599,337,321,120,37,0,14,11,17,0,,4748,6055,2976,2923,1511,3319,4409,2472,2030,2820,,680,364,406,654,288,926,838,58,128,304
721510,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col ...",0,49,6,0,0,0,0,0,0,0,,1623,2396,689,532,577,1604,3814,4394,5105,7714,,442,449,153,98,81,160,298,422,261,364
721113,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed ...""",0,0,4,0,0,0,0,0,0,0,,52,281,839,681,23,49,87,318,366,209,,455,147,45,116,146,138,136,109,8,34
721210,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,8,0,0,0,0,17,2,0,0,,1083,3159,3868,3990,4279,4080,4642,4261,3668,4323,,142,111,160,38,61,31,17,35,78,17
720810,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",633,11,0,7,28,0,0,0,0,0,,28783,46862,51041,29491,20777,22149,27110,29815,7704,1584,,721,27,16,44,69,5,0,14,0,7
720925,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",4,77,83,9,13,0,3,0,0,0,,2539,1413,2822,168,3388,3962,803,470,942,607,,155,207,140,60,76,44,190,118,169,83
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",80,0,0,0,0,0,0,0,0,0,,383,816,1518,1507,589,915,526,841,886,291,,86,10,3,15,147,1589,1894,219,28,41
720120,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,7
720249,"Ferro-chromium, containing by weight <= 4% of carbon",0,48,69,0,0,134,0,0,0,0,,335,480,1382,863,686,399,1094,430,297,3533,,139528,127983,165609,139441,105530,149611,170447,113059,74717,105887
720390,"Spongy ferrous products, obtained from molten pig iron by atomisation, iron of a purity of ...",25408,18428,21416,5817,2179,0,0,0,0,0,,19,499,40,36,25,118,73,53,52,8,,25419,18434,21438,5820,2193,2,0,11,17,16
610349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",6,0,15,4,6,3,3,2,50,0,,154,573,2200,28736,28915,34008,35835,64690,79118,72457,,622,682,856,1478,2371,4005,3735,5478,4697,5535
610331,"Men's or boys' jackets and blazers of wool or fine animal hair, knitted or crocheted (excluding ...",16,16,0,0,0,10,9,0,0,0,,170,137,271,139,186,142,104,65,202,199,,10462,8295,7291,9769,7651,5925,6389,5948,3918,3661
600523,"Cotton warp knit fabrics of yarns of different colours """"incl. those made on galloon knitting ...""",29,37,47,3,15,0,3,0,0,0,,154,69,84,34,376,62,14,29,27,18,,92,111,107,38,92,79,95,39,126,41
600535,"Warp knit fabrics of synthetic fibres, antimalarial, of a width of > 30 cm",0,0,0,0,0,2,0,3,10,0,,0,0,0,0,0,69002,63160,53125,40076,41594,,0,0,0,0,0,7,0,3,10,0
590110,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers ...",0,0,0,0,0,0,0,0,0,0,,2591,3179,2461,4440,3203,4225,1534,1478,1513,1647,,30,872,589,165,512,621,523,811,349,55
590699,"Rubberised textile fabrics (excluding knitted or crocheted textile fabrics, adhesive tape of ...",7,2,7,2,18,0,0,3,5,0,,6347,6174,5988,5146,10012,8067,8257,8127,6926,9097,,5642,6402,6392,8491,9397,7666,6970,7195,6181,6532
600199,"Pile fabrics, knitted or crocheted (excluding cotton or man-made fibres and """"long pile"""" ...""",11,0,0,0,0,0,0,0,0,0,,961,798,738,545,459,856,1575,2279,1321,3050,,558,231,487,438,277,67,189,40,34,39
600390,"Knitted or crocheted fabrics of a width of <= 30 cm (excluding of cotton, man-made fibres, ...""",0,0,0,0,0,0,0,0,0,0,,57,189,172,216,110,134,34,20,40,60,,11,5,6,4,10,0,4,8,25,40
550120,"Filament tow as specified in Note 1 to chapter 55, of polyesters",0,0,16,0,0,3,0,0,0,0,,6297,8078,10073,14558,12290,11548,12598,14113,8808,8949,,10045,7043,5081,7632,1655,8567,5087,6969,3982,775
550630,"Acrylic or modacrylic staple fibres, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,715,215,384,205,1,22,155,134,109,,312,258,459,202,217,80,85,70,58,0
551319,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,3,29,0,0,0,0,0,,806,94,37,93,127,86,41,1,3,66,,114,49,44,37,75,47,25,70,33,69
551331,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",24,7,0,2,0,0,0,0,10,0,,552,247,17,82,22,27,101,58,0,5,,454,638,746,449,466,336,344,2214,309,193
551430,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",7,4,2,34,0,0,2,4,0,0,,364,178,56,25,199,127,1068,994,787,2627,,1646,2129,2722,1397,1154,869,919,1338,525,496
560729,"Twine, cordage, ropes and cables, of sisal or other textile fibres of the genus Agave, whether ...",7,3,0,2,0,0,0,9,0,0,,175,346,189,263,324,344,243,93,1546,1901,,422,435,447,561,780,580,549,731,461,571
570220,"Floor coverings of coconut fibres """"coir"""", woven, whether or not made up""""",0,0,0,0,0,0,0,0,0,0,,3,0,2,15,1,0,1,109,3,18,,1014,610,847,707,541,507,360,316,204,259
570249,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",14,2,2,2,0,5,0,0,0,0,,23,7,13,17,153,247,215,62,14,1,,14645,13907,13671,12338,12526,13284,12239,13359,8943,11516
570291,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",0,0,0,0,0,0,9,0,0,0,,0,0,60,51,0,0,3,2,0,0,,1650,1791,1339,1101,1060,958,1193,1343,613,817
580122,"Cut corduroy, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",8,36,0,0,0,0,0,0,0,0,,215,125,147,447,134,95,197,151,389,285,,4817,7255,4868,3503,2925,3537,4562,4921,3056,4340
580190,"Woven pile fabrics and chenille fabrics (excluding those of man-made fibres, wool or fine animal ...",5,0,0,6,0,0,0,0,0,0,,6186,9848,16206,21389,906,819,745,399,134,145,,92,87,69,50,222,380,70,203,271,30
580220,"Terry towelling and similar woven terry fabrics (excluding those of cotton, narrow woven fabrics ...",12,36,0,0,0,0,7,0,0,0,,482,380,467,573,254,426,467,275,607,541,,23,54,5,43,3,8,36,48,39,50
520929,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, bleached ...",0,3,19,14,13,0,10,0,0,0,,844,617,865,803,289,159,275,504,282,214,,592,1006,873,766,1066,791,651,576,344,260
550991,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,231,232,242,203,248,369,815,21,15,443,,76,24,63,76,49,22,74,12,16,47
551020,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,1510,541,627,377,437,89,109,42,54,37,,1821,2131,1583,887,961,562,521,287,145,217
551120,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, put up for retail ...",0,0,0,0,0,0,47,22,14,0,,28,44,36,33,7,3,101,76,99,94,,4983,3724,2481,2207,2131,1687,1784,1925,1255,1931
521111,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,9,0,,809,1439,215,145,285,145,276,295,55,53,,265,179,176,291,198,181,299,233,76,208
521152,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,27,73,71,428,17,258,14,34,44,6,,7,141,39,6,12,2,14,5,2,6
521211,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",13,0,0,0,0,0,4,0,0,0,,515,1872,1496,1559,412,759,278,556,212,112,,1893,1502,822,738,736,668,1101,568,891,630
521221,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,33,202,32,38,37,35,101,8,84,47,,2839,1933,1957,2309,1954,2191,1961,1640,1755,1547
521222,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",7,4,0,0,0,0,0,10,0,0,,9539,9970,7577,7136,7299,9887,8761,8705,4188,3117,,27,23,62,3,74,52,51,122,25,8
540310,High-tenacity yarn of viscose rayon filament (excluding sewing thread and yarn put up for retail ...,16,3,3,0,0,0,0,0,0,0,,128,202,140,73,58,55,25,21,8,6,,14606,13348,19413,19898,17500,17292,14187,9948,5564,7316
540332,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,1985,1923,1286,1139,1534,1295,227,29,7,45,,4216,3440,2733,1322,879,132,172,584,22,35
481031,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",0,0,0,0,0,0,0,0,0,0,,24,5,12,23,17,162,565,729,89,330,,78,144,30,145,12,31,391,536,378,188
470100,"Mechanical wood pulp, not chemically treated",0,0,0,0,0,0,0,0,0,0,,9,31,3,0,14,77,56,17,36,0,,79510,65663,51495,42173,38592,32726,33804,27735,20402,18790
470500,Wood pulp obtained by a combination of mechanical and chemical pulping processes,0,0,0,0,0,0,0,0,0,0,,323,569,364,261,113,28,3,38,0,7,,17979,15222,16391,13527,9382,11179,9803,10015,4938,8872
510220,"Coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used in the ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,77,45,52,263,156,137,363,264,169,63
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,14,116,0,0,0,2,0,4,0,,2489,3623,5013,5794,9323,7454,7570,8265,5366,4460,,1261,1662,926,1494,598,581,521,1617,954,441
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",207,137,0,0,0,0,0,0,2,0,,185,91,146,148,74,44,48,33,41,25,,6261,2760,1666,773,465,507,1234,1094,802,308
520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",35,109,0,0,0,2,0,0,0,0,,511,398,1031,1861,1210,2396,823,525,512,386,,1796,1186,1406,675,1509,5355,2629,1713,2796,3265
520633,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,5,4,5,1,4,5,0,0,0,0,,92,2,65,2,46,5,12,40,5,0
520635,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,1,10,0,0,0,0,0,0,0,0,,386,361,17,4,3,0,9,2,4,19
520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,33,0,0,0,26,0,0,0,1,,55,74,38,28,56,35,84,44,25,59
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,38,49,67,33,16,55,16,0,0,0,,339,373,314,280,129,269,58,43,83,76
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",0,0,0,0,0,0,0,0,0,0,,165,368,203,391,260,407,523,250,177,99,,514,893,509,368,370,500,377,476,516,626
520819,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, unbleached ...",6,0,0,0,0,0,2,0,0,0,,360,800,706,1458,1993,1624,1168,569,288,512,,24319,22257,23611,17501,17116,18742,18636,16030,15329,11269
845949,"Boring machines for metals, not numerically controlled (excl. way-type unit head machines and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1815,3130,2055,1909,408,,0,0,0,0,0,171,201,194,70,120
846019,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",0,52,521,161,111,16,606,855,297,0,,8759,7241,11321,2675,2822,5112,9303,4273,4765,3555,,11439,10208,12811,14400,13795,14245,14744,12210,6802,7316
846022,"Centreless grinding machines for finishing metal, numerically controlled (other than gear finishing ...",0,0,0,0,0,205,0,0,0,0,,0,0,0,0,0,840,717,2780,1656,2759,,0,0,0,0,0,2994,1512,1384,5551,978
846721,"Drills of all kinds for working in the hand, with self-contained electric motor",96,5,48,0,4,0,14,46,9,0,,9199,13583,5095,4011,3722,2932,4039,2202,1655,8320,,50139,53009,55342,55074,54342,54206,48870,57586,55550,66327
847431,Concrete or mortar mixers (excluding those mounted on railway wagons or lorry chassis),0,0,10,17,20,0,0,3,3,0,,6389,8026,11596,8495,4630,7458,1662,4529,2144,1214,,1631,2216,1706,2272,1839,1751,1614,2038,2143,2268
843352,Threshing machinery (excluding combine harvester-threshers),0,0,0,0,0,0,0,0,17,0,,338,522,204,44,268,674,861,1256,1039,778,,17,141,39,11,6,324,65,10,111,36
842919,"Self-propelled bulldozers and angledozers, on wheels",0,0,0,0,0,0,0,0,0,0,,666,1225,25,68,90,43,45,702,2,55,,103,42,291,0,40,676,300,0,0,8
843031,Self-propelled coal or rock cutters and tunnelling machinery (excluding hydraulically operated ...,487,547,0,0,0,0,0,0,0,0,,2027,443,499,901,534,2,1870,6042,1009,1,,2495,4017,5618,8165,2033,8758,10563,12185,9414,6880
843069,"Earth moving machinery, not self-propelled, n.e.s.",79,44,31,30,12,54,0,8,0,0,,9407,13121,16389,3840,4120,40242,98958,107402,128497,185904,,435,1362,817,919,1083,1213,430,1290,1251,1044
842620,Tower cranes,0,0,0,127,0,0,0,0,0,0,,15856,16220,10794,17982,9272,9677,12714,15351,16188,10600,,0,937,5877,670,2403,294,406,1504,179,1050
843840,"Brewery machinery (excluding centrifuges and filtering, heating or refrigerating equipment)",0,0,0,0,42,0,3,0,0,0,,399,149,9,15,106,43,944,205,5,197,,15,1303,722,1645,3954,3058,4925,5500,5780,4267
843910,"Machinery for making pulp of fibrous cellulosic material (excluding autoclaves, boilers and ...",0,27,0,8,0,31,0,11,0,0,,2913,1147,1104,1180,722,669,5027,1818,19797,8461,,11170,1256,10588,4255,2376,1392,700,2730,1209,2492
844311,"Offset printing machinery, reel fed",8,0,51,0,115,27,7,0,14,0,,2147,2267,1903,3086,1298,1305,883,419,358,221,,890,1605,2929,5383,3156,2445,2665,327,43,0
844530,Textile doubling or twisting machines,0,0,0,0,110,135,0,0,0,0,,5047,8930,16263,8460,11096,10627,9882,6483,9621,6400,,728,1463,1145,1478,2148,2582,903,3132,1164,1089
844590,Machines for producing textile yarns and machines for preparing textile yarns for use on machines ...,1331,157,2,0,115,318,32,44,26,0,,21018,15621,12471,9964,7919,9639,13168,5758,3420,6260,,1908,1016,362,619,600,1603,787,1530,940,794
845510,Mills for rolling metal tubes,72,2788,457,0,0,0,24,56,0,0,,10435,33516,44527,11730,18604,8323,18129,21094,5051,20584,,2426,5363,720,447,6265,704,399,428,133,275
732421,"Baths of cast iron, whether or not enamelled",0,0,0,0,0,0,0,0,0,0,,0,122,104,9,1,31,0,1,5,1,,1081,181,58,277,75,135,253,687,277,212
731441,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, plated or ...",380,374,220,194,137,57,51,38,0,0,,284,456,596,429,253,263,71,97,80,107,,9176,8605,7205,7552,7089,7528,7405,8740,8340,9173
731450,"Expanded metal, of iron or steel",122,70,59,0,0,0,15,2,0,0,,6218,6035,5644,5013,3237,4534,5264,4022,3798,5174,,414,471,275,345,255,316,625,497,644,1429
722620,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,32,78,147,100,447,278,20,80,6,7,,1595,1579,1197,906,588,756,867,1046,698,855
722710,"Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,10,0,0,5,5,33,10,533,1161,1323,,0,197,391,44,66,0,0,0,11,0
841280,"Engines and motors (excluding steam turbines, internal combustion piston engine, hydraulic ...",33,115,111,20,3,12,26,0,0,0,,8405,4676,3347,4519,5769,5723,10219,8926,5498,4394,,5767,5288,9225,4704,10491,20220,19740,19194,16127,24297
840140,"Parts of nuclear reactors, n.e.s. [Euratom]",0,0,46,0,0,0,0,0,0,0,,59079,25094,63823,56099,46911,27932,4368,22911,12334,24782,,4691,2725,9501,754,1226,2013,401,940,758,295
841013,"Hydraulic turbines and water wheels, of a power > 10.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,253,8,0,55,1,0,0,,0,0,0,0,0,0,0,0,289,0
841121,Turbopropellers of a power <= 1.100 kW,0,0,0,0,0,0,0,0,0,0,,2542,1148,1200,385,2729,14867,2409,1158,2121,2974,,9923,7308,19370,9529,12705,15727,12342,12073,12551,19356
841182,Gas turbines of a power > 5.000 kW (excluding turbojets and turbopropellers),0,0,0,0,0,0,0,0,0,0,,33118,9405,7600,77185,12676,775,2280,3940,619,1808,,256503,138139,232896,240617,443623,258477,102623,139097,84422,127071
790500,"Zinc plates, sheets, strip and foil",0,4,4,0,0,0,6,13,2,0,,1379,3206,5395,4058,4434,5749,5081,4800,2951,5357,,2342,2537,3795,4361,2225,2969,4115,3431,1455,4164
810110,Tungsten powders,528,50,0,0,0,2,7,0,0,0,,24890,28096,24020,12248,8874,14885,14748,10193,11951,13209,,16572,10556,11943,9394,8542,10652,31856,15754,6344,11234
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",0,40,0,6180,3591,14442,340,129,618,0,,715586,670287,602608,708825,765916,925159,1061079,881017,912974,773047,,28829,26075,39910,43147,32163,66005,64571,53751,38402,51154
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,94,190,88,378,668,597,797,315,166,303,,75070,60820,67668,55420,51625,60634,50517,52940,43498,114074
820140,"Axes, billhooks and similar hewing tools, with working parts of base metal (excluding ice axes)",3,0,0,0,0,0,0,3,0,0,,5,6,5,6,15,19,63,59,51,29,,1694,1268,1470,1624,1507,1559,1952,3331,3646,4995
960400,Hand sieves and hand riddles (excluding colanders),0,0,0,0,0,0,0,0,0,0,,52,55,120,59,88,68,113,73,118,113,,1219,1264,1067,1001,901,1062,827,840,1207,1804
960500,"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)",87,6,17,0,0,0,0,16,18,0,,61,213,371,493,196,193,601,57,133,67,,3332,2942,2832,3217,2247,2436,2322,2068,1642,1448
911430,Dials for clocks or watches,0,0,0,3,4,0,0,0,0,0,,245,179,120,68,129,109,50,78,200,173,,17068,13123,19102,21057,22550,22262,23125,25617,14812,13621
920120,Grand pianos,0,0,0,0,0,55,73,73,0,0,,685,392,532,247,297,114,196,80,349,405,,15343,15379,14933,13062,11892,13398,12615,17870,11430,13713
920510,Brass-wind instruments,5,0,215,248,229,170,142,135,27,0,,26,38,99,29,97,61,229,33,49,50,,23029,23372,23234,17737,19520,19741,21300,20285,14319,14372
910599,"Clocks (excluding electrically operated, wrist-watches, pocket-watches and other watches of ...",0,0,0,0,0,0,0,0,0,0,,284,109,302,98,351,220,349,212,375,2664,,2213,2141,1859,4525,7023,6882,6337,10599,1804,5053
910910,"Clock movements, complete and assembled, electrically operated (excluding watch movements)",0,0,5,5,5,0,0,0,0,0,,10,37,0,0,705,662,845,641,542,387,,1975,1149,1574,1474,1307,1417,1404,1477,1291,1448
911290,"Parts of clock and watch cases, n.e.s. (excluding for wrist-watches, pocket-watches and other ...",0,0,0,0,0,0,0,0,0,0,,3,0,2,12,3,1,81,77,53,32,,478,174,85,178,455,475,414,378,351,311
930110,"Artillery weapons """"e.g. guns, howitzers and mortars""""""""",0,0,0,0,0,0,0,0,0,0,,0,19308,22968,11112,71458,6561,15533,24975,194831,43963,,1171,17807,1028,1759,1009,0,5853,1150,6297,16133
940381,"Furniture of bamboo or rattan (excluding seats and medical, surgical, dental or veterinary ...",0,0,0,0,0,0,0,0,0,0,,11,11,2,28,78,0,0,0,0,0,,6206,6149,5000,3923,3869,0,0,0,0,0
940383,"Furniture of rattan (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,9,2,0,,0,0,0,0,0,1840,1481,1367,1196,1441
950612,Ski bindings,0,0,0,0,0,4,0,0,0,0,,213,167,319,77,50,14,26,36,35,5,,18913,15959,16033,13397,11636,10051,12503,10938,7577,5987
950661,Tennis balls (excluding table tennis balls),0,0,0,0,0,0,0,0,0,0,,3,1,31,8,15,2,1,9,9,1,,24829,26941,22088,22624,20447,20781,20859,22346,16542,21038
900659,Cameras for roll film of a width other than 35 mm or for film in the flat (excl. instant print ...,24,0,0,8,0,44,2,14,19,0,,1880,4065,2667,1884,856,776,1977,877,744,343,,808,703,1961,418,539,1013,2708,1699,1111,1542
901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",80,22,0,82,0,0,0,0,0,0,,9349,14843,25835,27827,59831,43084,45493,58783,31899,36740,,4527,6664,3317,1448,3425,2743,7098,13842,11910,18757
902830,"Electricity supply or production meters, incl. calibrating meters therefor",23,84,0,39,9,0,27,11,0,0,,5764,11711,16999,19012,15568,13379,13081,3736,2800,441,,1411,2691,3229,2654,16702,77846,42891,28604,19649,22920
870520,Mobile drilling derricks,0,0,0,0,0,0,0,0,0,0,,11,351,0,3,0,0,98,0,0,431,,0,0,0,0,0,0,0,0,0,0
870120,Road tractors for semi-trailers,0,0,0,0,0,0,0,0,0,0,,56382,82695,118365,225871,28871,43956,50324,61953,54675,79148,,24118,26431,29254,29276,44100,45912,55937,81115,54116,64303
870230,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both spark-ignition internal ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,213,14,0,0,0,,0,0,0,0,0,0,5,0,0,0
871130,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,5,0,0,0,0,0,,28,1,3,7,19,10,5,2,32,53,,14787,17268,12660,15596,17928,20576,34829,35453,28751,39478
890510,Dredgers,0,2255,0,0,0,3032,0,0,0,0,,94782,18823,28164,8542,3271,9778,62392,0,0,1259,,1970,2255,0,740,0,3032,12923,8390,9450,0
871493,Hubs and free-wheel sprocket-wheels for cycles (excluding for motorcycles and coaster braking ...,3,3,0,0,0,0,3,0,0,0,,6,14,36,51,50,124,154,219,27,209,,15198,18186,17551,18805,17587,18750,19001,12318,14595,14883
871610,"Trailers and semi-trailers of the caravan type, for housing or camping",0,0,0,19,0,0,0,0,0,0,,5,230,173,143,69,245,132,87,146,189,,10487,7656,6812,5063,7686,9811,11391,14315,13949,18121
880220,"Aeroplanes and other powered aircraft of an unladen weight <= 2.000 kg (excl. helicopters, ...",0,9,15,0,0,0,0,0,0,0,,1560,296,1266,42,963,2342,477,838,4179,28218,,11883,13771,10238,7958,13118,12701,20178,16566,8894,13764
880260,"Spacecraft, incl. satellites, and suborbital and spacecraft launch vehicles",152317,0,0,0,0,0,0,0,0,0,,149658,146440,101016,21042,1032,0,185008,0,145646,35541,,200160,449448,35,143643,14,5,105678,2986,157270,378100
880310,"Propellers and rotors and parts thereof, for aircraft, n.e.s.",0,0,0,0,4,2,0,0,2,0,,2664,2160,3437,2822,4498,7721,1601,2608,4503,3107,,104637,86976,96769,95015,84593,76823,77046,101462,99201,123038
880510,"Aircraft launching gear and parts thereof, n.e.s. (excluding motor winches for launching gliders); ...",0,0,0,0,0,0,0,0,0,0,,423,361,442,201,177,328,335,102,373,56,,2481,3420,3244,9218,6435,2460,4035,8298,16132,15243
851650,Microwave ovens,321,0,34,0,0,0,0,0,0,0,,83286,62269,59163,61457,59113,66560,30674,2806,2271,227,,450479,408776,412672,380544,377091,397764,399785,391994,406278,448958
852851,Monitors of a kind solely or principally used in an automatic data-processing machine of heading ...,17150,12704,16019,10563,12599,0,0,0,0,0,,1231685,794868,889647,655510,653350,0,0,0,0,0,,664343,729806,678919,503612,533550,0,0,0,0,0
853310,"Fixed carbon resistors, composition or film types (excluding heating resistors)",116,131,5,20,14,0,5,10,0,0,,1486,1251,1375,1145,714,630,981,2694,4385,4440,,4588,3788,4426,2794,3134,2419,4034,2818,2474,3219
860721,"Air brakes and parts thereof for railway or tramway locomotives or rolling stock, n.e.s.",113,0,0,4,5,8,46,52,36,0,,2612,2851,1062,1795,2761,4239,4951,4839,2779,2360,,13960,23337,22954,22039,24612,24293,23905,23141,23374,22082
150190,"Poultry fat, rendered or otherwise extracted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,278,70,427,795,1394,1287,894,1599,1674,1680
150430,"Fats and oils and their fractions of marine mammals, whether or not refined (excluding chemically ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,96,0,0,,2704,907,6763,9292,864,5409,3214,2912,386,32
150810,Crude groundnut oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,210,387,158,12,243,225,193,232,135,148
151229,"Cotton-seed oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,249,0,1,1,0,0,11,6,2,0,,3451,4935,6255,5045,2969,2109,3509,2834,1570,2554
151491,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,3,0,,6030,5756,3142,3618,2652,3654,2775,3795,3588,4963
151511,Crude linseed oil,0,0,0,76,76,15,0,12,0,0,,0,0,0,0,0,0,0,0,0,0,,1719,2269,3377,7585,5289,3927,6348,8860,7249,12509
