Product code,Product label,Singapore's imports from Japan-Value in 2012,Singapore's imports from Japan-Value in 2013,Singapore's imports from Japan-Value in 2014,Singapore's imports from Japan-Value in 2015,Singapore's imports from Japan-Value in 2016,Singapore's imports from Japan-Value in 2017,Singapore's imports from Japan-Value in 2018,Singapore's imports from Japan-Value in 2019,Singapore's imports from Japan-Value in 2020,Singapore's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",49,0,15,0,16,5,16,65,56,10,,18,99,46,62,125,124,67,70,44,84,,1375,689,293,151,134,122,411,611,261,378
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",0,0,0,1,0,6,103,24,16,10,,174,205,295,250,216,265,276,736,544,388,,655,660,362,366,223,321,464,483,499,173
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",1,0,0,0,18,22,9,11,7,10,,117,128,182,225,206,180,172,209,329,58,,169,131,115,129,191,102,3448,4357,83,123
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",1035,0,3,67,86,1818,587,40,744,10,,164,444,30,98,224,815,590,369,218,332,,243572,343201,339043,173755,143651,191380,191182,189013,173871,209844
290499,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...""",0,0,0,0,0,0,7,30,9,10,,0,0,0,0,0,3310,1964,2804,3026,1924,,0,0,0,0,0,0,28646,606,1074,850
700800,Multiple-walled insulating units of glass,27,8,0,0,0,4,0,3,39,10,,160,299,478,1250,2364,3572,2221,1780,834,539,,11021,27283,16824,10995,10611,3164,4187,15933,2577,9155
843360,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excluding ...",0,0,30,0,0,0,0,16,0,10,,5651,9153,7367,13193,10709,9636,13430,12682,14814,12027,,290,33,176,1918,69,152,178,290,717,982
901710,"Drafting tables and machines, whether or not automatic (excluding units for automatic data-processing ...",136,90,75,88,5,21,7,0,14,10,,124,117,322,81,82,437,106,272,98,21,,385,628,545,580,236,209,150,168,272,191
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",1,0,0,2,7,8,13,3,11,10,,135187,93635,65130,62304,37252,41943,40747,40505,30457,68666,,547,1511,1312,2131,2100,2095,2443,2406,1789,2539
621020,"Garments of the type described in heading 6201, rubberised or impregnated, coated, covered ...",4,45,19,1,6,1,20,29,16,10,,75,8,28,77,217,10,25,43,11,20,,788,668,3128,3399,1621,967,3890,9267,6719,7141
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal ...",290,924,142,234,189,43,20,37,32,10,,4182,1459,3056,3102,1538,1498,1325,1562,1633,2150,,24071,32046,31727,28249,16627,11762,8833,10938,7219,24838
580631,"Narrow woven fabrics of cotton, with a width of <= 30 cm, n.e.s.",267,204,51,92,102,26,11,209,19,10,,3065,2570,2114,1968,2517,2335,2905,2848,2018,3247,,2236,2329,2585,1541,1389,1806,767,1159,751,1777
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",44,1,7,0,0,0,8,1,14,10,,3858,3295,3106,3521,3584,3471,3698,4656,6685,8739,,1562,1254,2222,1374,1578,3143,2540,2649,2697,4888
871495,Saddles for cycles (excluding for motorcycles),1,14,0,3,0,1,38,0,7,10,,100,34,33,83,54,62,65,47,45,50,,1091,2009,2273,1066,593,459,706,606,733,1518
291550,"Propionic acid, its salts and esters",228,238,180,34,213,68,32,11,19,10,,1333,1882,2731,2311,614,346,856,1438,696,797,,8907,11007,10144,10784,10652,10042,13805,13390,10657,14879
830130,"Locks used for furniture, of base metal",153,105,85,25,8,6,9,3,0,10,,1263,1170,1227,510,306,251,297,250,336,309,,4022,5280,16666,12618,12973,15183,13230,16811,18844,24489
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",1504,962,831,990,477,797,95,19,2,10,,1116,1152,1069,726,840,679,1840,1604,476,503,,3084,2376,2557,4407,12245,8035,3562,3290,1948,2963
300630,Opacifying preparations for x-ray examinations; diagnostic reagents for administration to patients,0,2,1,9,24,4,16,5,12,10,,4960,4151,2249,4046,4567,5292,4661,7648,5563,5077,,9865,6260,4340,3426,3747,4958,7598,9245,14119,19934
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",1201,1051,647,339,13,75,21,14,35,10,,20306,15316,12534,9811,7099,7749,10239,10276,8051,8525,,9663,9389,8338,7849,6092,10473,13235,8620,8891,8795
282612,Fluoride of aluminium,5,0,0,0,24,16,1,42,0,10,,43,443,292,452,377,327,250,101,45,96,,103,74,49,76,58,134,33,59,9,57
611019,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of fine animal hair, knitted ...""",5,1,1,0,3,12,7,4,10,10,,276,253,437,246,279,257,291,494,382,577,,1006,1036,1361,1051,1275,1244,1793,1855,1197,1261
520852,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",45,56,24,55,80,60,68,176,54,10,,59343,53289,56925,58746,47994,45898,39460,40378,36341,42560,,1080,1734,531,796,967,1167,894,731,474,1238
282990,Perchlorates; bromates and perbromates; iodates and periodates (excluding inorganic or organic ...,0,0,8,0,0,2,0,1,1,10,,853,793,503,461,575,561,451,476,487,695,,766,967,952,818,643,658,1312,880,882,956
210210,Active yeasts,49,15,41,17,8,11,12,12,12,10,,1203,645,896,722,683,384,463,728,3218,2104,,3535,3564,3833,3601,3239,2891,2852,3544,3365,4953
151229,"Cotton-seed oil and its fractions, whether or not refined, but not chemically modified (excluding ...",11,24,24,9,16,22,19,19,12,10,,247,231,317,75,110,63,63,75,64,336,,2185,1260,1911,485,148,276,628,646,371,298
30351,"Frozen herrings """"Clupea harengus, Clupea pallasii""""""""",25,9,14,22,16,74,7,23,2,10,,321,282,246,138,66,333,68,266,156,643,,80,44,77,81,109,113,66,103,37,122
290629,"Aromatic cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives ...",748,87,91,12,6,24,17,21,40,10,,8313,4604,4058,5959,9923,11913,15506,19112,17736,18192,,6764,7265,9133,7379,9206,8771,7599,9884,11080,13116
630291,"Toilet linen and kitchen linen of cotton (excluding of terry fabrics, floorcloths, polishing ...",52,34,110,103,94,38,27,25,26,9,,1176,1458,1396,1706,1580,2058,1781,2000,1215,1706,,7492,6053,4889,4502,4543,5015,4073,3247,1785,1878
620930,Babies' garments and clothing accessories of synthetic fibres (excluding knitted or crocheted ...,34,15,12,3,23,11,274,42,22,9,,54,10,81,50,79,78,330,93,87,25,,7756,10093,9928,13534,9596,8309,9058,2484,1832,2388
520819,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, unbleached ...",60,0,0,4,18,0,0,0,3,9,,158,81,323,341,240,306,48,242,92,65,,423,407,3744,794,934,858,4021,3706,1667,674
580810,Braids in the piece,1,28,12,5,9,16,8,16,12,9,,8507,9226,6924,5636,7000,7005,6691,6604,4588,5509,,247,263,595,592,564,476,458,357,125,2127
830610,"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments)",76,17,16,75,47,8,10,12,8,9,,2347,1935,1931,1877,2021,1627,1478,1720,2559,2818,,845,738,965,981,901,947,1311,1543,700,1103
500710,Woven fabrics of noil silk,26,0,7,0,3,3,9,0,7,9,,63,92,47,106,122,444,22,44,163,243,,2021,1204,1547,1833,2699,1809,1350,1079,1381,1158
520932,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",6,6,12,3,0,6,0,0,0,9,,56667,51671,52143,50873,55104,62355,40468,36955,33623,29908,,1222,713,1359,775,897,784,2225,1446,1455,274
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",0,0,0,107,1,61,111,45,36,9,,52296,48475,37133,27767,19962,20750,22650,18540,14880,20509,,522,454,104,155,67,673,810,696,242,1045
271220,"Paraffin wax containing < 0,75% by weight of oil",17,10,64,6,14,1,16,6,4,9,,60745,65524,56906,56227,53749,65851,53513,51336,49461,60319,,1427,1506,2595,2963,4764,3057,1986,1906,1381,2519
110710,Malt (excluding roasted),0,0,0,0,0,0,3,5,11,9,,0,16,0,0,3,0,0,0,0,2,,43302,42765,42856,41528,38011,35654,34543,36954,33744,35766
630259,"Table linen of textile materials (excluding of cotton or man-made fibres, knitted or crocheted)",0,0,8,9,10,15,7,11,14,9,,70,72,23,20,24,9,35,2,4,57,,1300,1026,1158,911,887,1079,1148,817,533,728
611610,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, ...",33,5,19,5,19,13,12,10,17,9,,1984,2381,2470,1631,1383,1486,1428,1217,732,590,,2853,3656,3775,5420,5299,4812,7231,8715,8187,10552
441820,"Doors and their frames and thresholds, of wood",223,37,30,11,276,444,24,13,19,9,,842,808,3095,927,1135,1930,1415,2192,2426,1277,,27359,45662,42019,33711,37413,29379,21483,17974,10563,14724
130120,Natural gum Arabic,3,15,12,12,9,16,13,23,9,9,,518,336,336,375,196,218,277,131,91,94,,1844,2435,2917,2510,2912,3413,4345,3607,4740,4074
890310,Inflatable vessels for pleasure or sports,53,12,9,6,21,36,0,8,0,9,,1465,1967,1805,1188,1396,1374,1213,1061,944,2484,,2184,4757,4365,2149,2378,1169,1718,1420,1050,1387
852210,Pick-up cartridges,223,143,150,27,18,14,12,301,17,9,,5654,6849,5428,6056,7253,8432,7387,8611,10877,15762,,6843,12966,5540,5711,4548,5017,3903,2680,317,270
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",97,0,45,3,132,218,230,31,13,9,,360,48,0,0,0,0,0,0,0,0,,423,755,61,70,149,229,240,33,25,31
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",0,0,0,0,0,0,11,0,0,9,,471137,330603,125232,102498,155400,343017,441853,410295,656246,965608,,43,55,0,0,44,0,960,1383,656,2087
580632,"Narrow woven fabrics of man-made fibres, with a width of <= 30 cm, n.e.s.",666,619,322,129,119,60,11,8,10,9,,78878,66433,53981,48602,60565,65940,61593,69965,53139,60540,,4604,5309,4793,4306,5633,3527,3408,3747,3304,4511
620199,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles ...",0,1,0,1,2,11,8,12,7,9,,100,58,82,177,150,119,94,241,67,106,,2114,1676,3485,2766,3231,2202,2830,2802,2374,2584
521213,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",8,9,17,22,11,17,45,0,1,9,,2491,2236,2052,1692,1883,1670,1527,1858,1215,1079,,189,96,248,145,350,590,398,95,47,459
800110,"Unwrought tin, not alloyed",0,3,0,24,20,73,2,1,0,9,,12942,15925,6907,8544,11033,11686,15724,12548,10268,15578,,520137,628908,807963,632109,423056,378644,327943,391537,192499,553994
293020,Thiocarbamates and dithiocarbamates (excluding inorganic or organic compounds of mercury),3,6,7,7,82,5,16,5,15,9,,55726,50640,44447,42813,48525,45682,48174,48013,49553,51940,,8419,7566,10990,5866,8665,4704,5011,2517,2861,3761
180500,"Cocoa powder, not containing added sugar or other sweetening matter",8,2,62,53,1,18,4,4,10,9,,1424,1290,903,803,684,1011,1265,573,1061,561,,36221,23966,18379,17775,25722,21781,20044,20035,18104,32470
80242,"Fresh or dried chestnuts """"Castanea spp."""", shelled""""",2,0,5,6,10,5,6,10,4,9,,0,64,3,0,0,0,0,0,3,4,,1717,1217,1113,984,633,719,659,919,911,1053
30273,"Fresh or chilled carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",1,0,0,0,0,1,0,1,3,9,,,,,,,,,,,,,128,272,375,317,162,191,281,409,271,555
846593,"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics ...",1180,36,612,250,31,7199,0,65,1,9,,30681,25457,19090,14467,14331,18222,21651,18751,13684,17770,,2380,1241,2157,1503,1078,8708,1486,942,694,1098
750210,"Nickel, not alloyed, unwrought",0,0,10689,10702,896,534,891,37157,77316,9,,215218,168470,276222,357974,268845,236405,212468,263743,384065,281035,,671320,1008605,1724489,951205,297461,167481,63691,393568,304057,56740
570292,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",4,4,4,8,12,8,7,6,9,9,,59,30,479,555,610,819,815,363,98,169,,193,213,201,219,222,363,388,560,394,495
282759,"Bromides and bromide oxides (excluding of sodium, potassium and mercury)",4,66,94,17,11,39,68,59,16,9,,892,1064,480,1398,2277,2301,1835,2121,1805,2232,,10001,8523,8096,3148,6534,3197,1095,964,10970,2940
360500,Matches (excluding pyrotechnic articles of heading 3604),47,50,24,25,32,40,14,10,2,9,,2364,1961,1521,1353,1453,1256,1167,901,320,390,,205,126,114,120,101,112,104,68,156,138
480591,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",494,186,138,7,0,0,3,8,0,9,,62076,68662,70183,60620,62204,62348,78557,88069,76925,89374,,18642,12366,8212,7727,5870,6398,5481,9632,4590,6377
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",1105,41,4,0,1,25,0,1006,783,9,,6359,4703,5647,4220,2749,4684,4024,2691,2576,2834,,4115,529,1296,417,986,349,461,1454,1070,1646
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",14,6,5,2,9,6,9,6,3,9,,1025,777,782,466,608,544,355,349,327,433,,213,230,263,1781,895,897,1049,662,902,1607
450410,"Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated ...",75,59,123,83,77,74,40,0,0,9,,1648,1424,1333,1087,1177,1331,1190,1109,1294,1345,,389,347,628,466,554,661,665,675,504,308
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",2029,1108,1208,2604,2915,2953,910,54,8,8,,43662,39982,36931,36044,42793,42948,49366,48554,70347,42305,,18400,16742,12244,13293,12176,13643,11392,8812,7156,8666
280440,Oxygen,48,123,38,37,27,47,1,2,3,8,,1009,1094,657,539,634,1038,1520,1148,581,1225,,1735,2882,1987,1759,3022,2272,2290,1129,1197,1936
481810,Toilet paper in rolls of a width of <= 36 cm,4,16,13,2,157,95,44,14,16,8,,273,393,546,341,437,689,1537,2740,2875,2884,,15737,15913,16942,18274,22124,24555,25922,27871,45481,29218
570390,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted """"needle punched"""", ...""",9,0,3,0,4,29,1,32,2,8,,5,17,7,59,53,44,13,15,22,112,,3134,3809,5313,3627,3023,3106,3798,3356,2380,3412
911410,"Springs for clocks or watches, incl. hairsprings",0,0,0,1,0,0,0,0,0,8,,3259,3872,3972,4090,4127,4597,5424,5950,7167,4580,,29,116,29,51,41,38,47,5,13,37
220291,Non-alcoholic beer <= 0.5% vol alc,0,0,0,0,0,0,40,37,14,8,,0,0,0,0,0,260,492,604,1249,1564,,0,0,0,0,0,0,436,491,779,1014
640340,"Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather ...",48,47,158,106,46,49,21,34,89,8,,428,339,211,288,209,210,673,178,418,154,,60116,67847,59482,59301,56880,49613,49220,43421,34812,26750
940159,"Seats of cane, osier or similar materials (excluding of bamboo or rattan)",2,0,1,0,0,10,0,0,12,8,,0,0,3,10,3,12,0,0,13,4,,1560,1507,1476,1490,1402,1027,1676,2426,1260,1856
961390,"Parts of lighters, n.e.s.",0,6,46,11,0,6,3,18,8,8,,5760,5758,4433,3024,2022,2460,2141,2619,1901,2188,,972,888,975,1537,1334,1746,1174,1131,619,640
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",230,780,169,65,446,67,21,5,4,8,,136674,139471,139366,114148,116300,62361,86768,77593,57113,10842,,67394,47078,67096,41341,42240,24540,20279,15802,10961,9011
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",38,13,23,99,0,4,0,5,6,8,,7444,5228,4957,5325,7093,9040,8241,9577,9823,8309,,12048,17142,27960,24293,21715,91674,51103,66357,45977,89765
30254,"Fresh or chilled hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,5,8,,,,,,,,,,,,,6,4,4,9,5,7,14,15,11,22
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",16,13,13,9,3,6,29,17,19,8,,222,53,1298,1133,787,885,664,1566,1539,4079,,632300,544077,428877,408504,309516,260636,398516,488835,506686,703623
310290,Mineral or chemical nitrogen fertilisers (excluding urea; ammonium sulphate; ammonium nitrate; ...,0,0,0,5,6,2,0,0,0,8,,2073,2066,1611,3713,8952,14472,12842,13605,5636,5199,,328,338,616,648,603,280,240,648,520,334
720110,"Non-alloy pig iron in pigs, blocks or other primary forms, containing, by weight, <= 0,5% of ...",0,0,39,0,3,0,0,0,0,8,,147530,98871,19797,16600,7203,11584,13649,18879,166189,22754,,43,294,398,418,65,0,282,129,211,110
620211,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",0,0,4,4,1,5,14,2,7,8,,5364,5438,5457,6173,4766,4916,5901,4620,3373,4925,,756,1321,1526,2326,2687,3519,8286,10988,9906,11277
650700,"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear ...",66,37,42,0,1,1,8,23,4,8,,1429,922,996,737,1187,1534,1436,1745,1724,2332,,1555,1285,1234,1167,922,1012,1408,1469,2117,1797
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",178,189,108,75,86,98,5,8,8,8,,8861,6778,6240,5114,6840,8144,7209,6976,5470,6250,,261,314,233,575,236,403,74,289,38,67
490400,"Music, printed or in manuscript, whether or not bound or illustrated",211,8,2,33,36,14,5,9,7,8,,2515,2090,2439,1491,2626,9371,3462,1718,1170,1950,,1790,1353,1839,1523,1501,1264,1614,1303,1298,1188
30232,"Fresh or chilled yellowfin tunas """"Thunnus albacares""""""""",74,11,6,2,40,10,20,6,14,8,,4024,2595,1847,2903,3072,1697,1288,1875,703,22,,97,87,188,53,49,181,266,141,201,335
30119,Live ornamental fish (excluding freshwater),117,178,569,34,39,35,19,12,4,8,,330,490,956,441,759,330,302,218,503,473,,5528,3528,2085,1304,1134,1514,1446,1418,695,833
481092,"Multi-ply paper and paperboard, coated on one or both sides with kaolin or other inorganic ...",128,55,76,104,30,3,6,28,82,8,,12832,12410,9682,8870,9351,13361,21563,22974,17236,34983,,11142,11877,16767,18689,24790,77441,98065,99821,72960,107331
481160,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or ...",40,126,433,408,267,150,432,343,103,8,,2877,1638,1634,1696,2083,2220,2439,3161,3280,4792,,4225,2347,2620,2047,1457,2832,2434,3766,3993,4672
854511,"Electrodes of graphite or other carbon, for electric furnaces",5,30,108,0,7,3,279,5,10,8,,679850,528322,438836,369285,240588,243771,763857,725826,285388,206961,,654,457,1012,388,296,1151,1547,1397,1041,543
902820,"Liquid meters, incl. calibrating meters therefor",142,110,33,25,66,61,54,18,4,8,,10623,13356,11090,5979,9516,5166,6679,5183,6575,5646,,11570,9725,10053,9995,6167,9358,11276,9865,11082,12501
30612,"Frozen lobsters """"Homarus spp."""", even smoked, whether in shell or not, incl. lobsters in ...""",32,122,65,0,8,2,1,0,2,8,,3,0,0,3,0,33,31,65,15,19,,2327,3894,5618,8334,10646,7095,6077,4200,3974,3674
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",0,0,0,0,0,0,0,4,3,8,,187,195,227,223,181,115,216,142,122,143,,598,623,539,1138,1294,1243,1129,958,633,666
621410,"Shawls, scarves, mufflers, mantillas, veils and similar articles of silk or silk waste (excluding ...",10,10,20,2,47,8,13,6,23,8,,2104,2572,1516,1497,1996,1777,1787,925,597,406,,12416,12499,14366,15479,18655,17212,28282,25447,15310,13932
810194,"Unwrought tungsten, incl. bars and rods of tungsten obtained simply by sintering",12,7,0,0,0,3,6,0,0,8,,1442,399,1259,616,565,980,1173,1368,1976,2332,,527,930,4284,956,395,266,587,94,37,107
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",92,12,60,14,35,38,51,46,9,8,,1627,1710,993,480,415,106,160,112,145,366,,2343,6504,6459,6186,5421,5057,4731,4321,4932,7676
151519,"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,6,10,2,9,11,10,6,8,,526,386,222,72,40,56,56,33,39,52,,273,265,164,163,204,145,160,145,189,230
