Product code,Product label,"Russian Federation's imports from Taipei, Chinese-Value in 2012","Russian Federation's imports from Taipei, Chinese-Value in 2013","Russian Federation's imports from Taipei, Chinese-Value in 2014","Russian Federation's imports from Taipei, Chinese-Value in 2015","Russian Federation's imports from Taipei, Chinese-Value in 2016","Russian Federation's imports from Taipei, Chinese-Value in 2017","Russian Federation's imports from Taipei, Chinese-Value in 2018","Russian Federation's imports from Taipei, Chinese-Value in 2019","Russian Federation's imports from Taipei, Chinese-Value in 2020","Russian Federation's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
902610,Instruments and apparatus for measuring or checking the flow or level of liquids (excluding ...,91,711,105,146,148,220,289,154,180,480,,11538,14757,17845,13263,15243,18292,22312,20025,19383,32729,,114642,115562,99517,72419,74906,84906,93084,93268,92617,92209
680790,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch (excluding ...",0,5,4,0,0,3,86,383,389,478,,8,35,38,69,22,14,40,0,1,0,,58913,58107,45002,19384,13637,16515,15942,14008,11592,19392
843920,"Machinery for making paper or paperboard (excluding dryers and other heating appliances, calenders ...",2185,3089,0,90,0,345,509,0,2250,470,,34288,28758,43595,45794,29320,31459,26411,35549,10530,9881,,26403,61999,111311,77126,41782,119089,96388,162125,32470,165899
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",290,386,1181,241,116,82,76,279,382,467,,64926,63072,67120,67160,64729,59677,73772,69410,81236,133485,,14504,14961,13775,9130,8824,9476,10004,12609,7885,18646
845290,"Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines",589,458,394,196,520,521,625,451,410,467,,144958,157423,163275,144094,127662,144258,151744,126583,134153,174204,,3710,3799,2959,1754,3294,5065,5255,5398,7131,8848
850590,"Electromagnets and electromagnetic lifting heads, and their parts (excluding magnets for medical ...",161,166,179,217,336,460,394,468,380,464,,81331,79172,80301,62484,64165,78152,77968,59048,53114,70467,,26468,23881,18149,11883,16870,16934,20239,24472,40614,32440
845221,"Automatic sewing machines, industrial type",494,1222,665,6220,712,993,516,134,532,460,,16645,21529,19620,20438,24245,27536,34933,40622,34282,51538,,14884,23854,61308,27979,15309,14260,12706,13623,17028,15869
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",2829,1207,778,679,318,118,312,202,234,459,,603399,637229,574401,463335,444379,432868,461299,499600,510224,557526,,501166,511469,491675,393317,414689,477718,519196,494061,464094,563871
940190,"Parts of seats, n.e.s.",3584,2282,1607,338,633,533,475,480,343,455,,173243,171857,187818,173949,176120,179876,190653,166161,129775,173528,,357135,350344,303210,180006,213929,292213,364280,355491,298270,392665
820560,Blowlamps and the like (excluding gas-powered blowlamps),144,10,296,213,287,427,447,313,382,455,,10687,12576,18595,25969,21677,25141,23221,25116,25439,34917,,3284,3247,2091,1789,1827,2635,2671,2555,3700,5234
392610,"Office or school supplies, of plastics, n.e.s.",1093,1079,657,344,210,577,522,562,288,450,,59753,52001,56126,55996,55939,55054,54853,55591,61099,73230,,31603,30949,27617,13050,12681,15288,18267,16721,12593,19217
950510,"Christmas articles (excluding candles and electric lighting sets, natural Christmas trees and ...",1545,2753,2701,3211,762,1107,1266,836,710,446,,35214,31941,31142,29333,26132,24579,22359,20843,16021,18036,,127081,101055,101220,65989,50106,72820,84492,89377,86403,119300
901780,"Instruments for measuring length, for use in the hand, n.e.s.",1388,1362,1416,327,327,605,719,463,453,446,,19830,19588,23283,22769,19548,20478,21099,18666,21268,25742,,33631,30775,30966,17811,20414,26440,29233,30147,27036,36045
820239,"Circular saw blades, incl. slitting or slotting saw blades, and parts thereof, of base metal, ...",28,51,31,62,32,1,1,16,160,443,,5089,5315,4825,4885,4031,5627,4978,5300,5692,7561,,15718,14586,15474,12680,12167,17224,19374,18923,19645,25732
630259,"Table linen of textile materials (excluding of cotton or man-made fibres, knitted or crocheted)",0,3,0,0,0,0,53,142,451,442,,108,86,59,167,261,673,588,234,150,239,,2319,12235,703,415,799,836,865,821,1128,1174
400922,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",792,223,25,14,54,30,366,221,273,441,,1148,633,914,367,288,260,286,461,363,629,,50904,57575,46359,30083,33000,40039,48971,49715,47643,61859
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",729,958,1276,547,449,474,316,406,336,439,,27328,27931,33969,26708,24542,32972,38537,46384,44781,53128,,96325,111498,116439,86286,95170,122601,134377,135963,149874,179760
442199,"Articles of wood, n.e.s.",0,0,0,0,0,881,1038,596,260,436,,0,0,0,0,0,25086,28675,26436,19778,23134,,0,0,0,0,261,31241,32903,36217,33321,41909
392113,"Plates, sheets, film, foil and strip, of cellular polyurethanes, unworked or merely surface-worked ...",106,57,305,82,63,52,53,303,593,434,,14478,15733,15527,22966,20725,23245,23635,25454,22988,44562,,41963,39632,44941,34463,38033,49301,60369,56159,49909,62022
820190,"Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, ...",273,192,228,207,178,227,216,374,332,431,,70212,66990,66361,60999,54963,54802,47371,42852,43791,58005,,5518,5388,5668,3345,2868,4094,5235,4091,3958,5786
854320,"Signal generators, electrical",259,113,7210,129,104,202,112,162,142,430,,10148,8426,7654,8714,7189,8902,9540,10930,10759,12858,,29287,58461,42564,18585,22486,28629,36177,26442,26399,29528
590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings ...",129,214,140,186,497,498,690,805,560,428,,450314,464473,453690,431220,394332,390050,373407,376313,291552,359753,,70258,48871,48638,28405,30111,45339,54282,55433,67655,86237
291550,"Propionic acid, its salts and esters",171,428,213,267,255,218,614,213,292,428,,4333,4568,4528,3754,6546,4302,4509,3640,3000,3739,,1855,2119,2257,2532,2318,3156,5366,7095,7147,7093
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",43,84,114,171,228,330,253,241,260,422,,36752,29651,28715,30278,29581,34903,40783,42330,45686,52503,,92642,105685,98905,80253,84089,105935,117477,136609,143611,154845
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",513,709,277,267,214,249,351,459,324,422,,270387,297629,321517,317520,308049,333120,352081,359514,376787,403017,,66807,90652,133063,80350,76778,85723,88689,98859,83855,112144
845970,Threading or tapping machines for metals (excluding way-type unit head machines),336,608,654,122,87,366,340,376,81,421,,29200,21470,21764,9813,10105,9386,11797,9847,6114,6976,,10431,30077,10984,4258,3887,9949,17424,6922,10621,4761
901530,Levels,6,5,8,1,3,4,992,1266,50,420,,3482,5136,9959,11457,12012,11143,8098,7333,4667,4630,,35172,24077,20437,10155,13213,15514,18695,20224,19909,35544
846410,"Sawing machines for working stone, ceramics, concrete, asbestos-cement or like mineral materials ...",534,488,322,241,241,180,167,181,167,414,,813,3627,2506,2330,1956,2965,2250,10042,17752,10670,,50672,30935,29287,13019,16673,24889,23682,21772,22545,27459
940310,Metal furniture for offices (excluding seats),1892,1552,1919,418,380,606,541,480,458,413,,65225,58091,62110,72780,79892,108688,107490,120758,145669,163726,,36589,41822,36750,24079,17387,24874,28623,23820,25556,31119
845929,"Drilling machines for working metal, not numerically controlled (excluding way-type unit head ...",886,758,897,364,323,862,587,279,507,412,,28328,23216,23075,21592,19779,21716,23116,22034,16801,16686,,21049,25716,14524,9039,9456,12572,13256,11042,12915,13744
220830,Whiskies,0,0,0,0,100,262,416,352,290,409,,3766,19337,28941,16102,28121,35064,44199,37632,42558,102826,,525148,537782,471376,265368,227939,306559,324799,394882,370172,440807
845611,"Machine tools for working any material by removal of material, operated by laser (excl. soldering ...",0,0,0,0,0,1198,800,1275,504,409,,0,0,0,0,0,68067,65008,138925,96003,68758,,0,0,0,0,91,73801,87364,78005,106179,139597
846241,"Punching or notching machines, incl. presses, and combined punching and shearing machines, ...",407,152,213,639,39,10,64,12,51,409,,6371,8166,5228,8518,4688,3925,4379,1348,1225,2061,,48561,84129,36847,21041,23146,28575,37402,20804,27354,39337
821192,"Knives with fixed blades of base metal (excluding straw knives, machetes, knives and cutting ...",751,709,293,308,355,389,540,527,266,406,,20648,20972,17704,18400,16482,16191,16753,19930,17797,29573,,31766,25046,23867,17357,23678,55053,26577,43378,32176,80638
841320,Hand pumps for liquids (excluding those of subheading 8413.11 and 8413.19),638,512,378,350,494,1105,780,620,615,405,,5666,6184,6900,6589,7210,8882,11965,18738,21044,21858,,15491,17594,18008,12340,14246,19076,23326,27060,35737,38280
960810,Ball-point pens,851,401,577,531,384,492,545,386,375,404,,23155,20238,20157,20086,21530,21252,19385,16835,9593,10082,,53816,51466,46428,34739,43290,52568,63741,60798,55875,75803
854519,"Electrodes of graphite or other carbon, for electrical purposes (excluding those used for furnaces)",73,56,79,96,121,212,373,432,418,403,,1780,1276,1114,946,1442,1112,1503,1483,2583,2872,,139099,110868,78889,98685,83541,108158,124427,97371,109974,162645
852862,Projectors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,146,201,80,83,402,,0,0,0,0,0,10458,22493,16516,48381,65037,,0,0,0,0,0,55870,62919,70167,43307,45520
321000,"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ...",0,17,0,5,133,114,1,0,103,402,,71440,69678,65358,54154,44834,47373,59211,45911,45587,50805,,29177,60236,35156,32401,31250,28753,30216,30237,30909,38165
848610,Machines and apparatus for the manufacture of boules or wafers,0,340,39,0,0,0,1150,92,145,402,,17524,27805,43862,16805,24906,82467,60891,40039,22079,36898,,12100,11633,50838,8051,11641,7912,20068,8453,4365,4482
600192,"Pile fabrics of man-made fibres, knitted or crocheted (excluding """"long pile"""" fabrics)""""",143,20,20,51,43,51,42,13,145,401,,148405,153868,151707,145132,128139,125566,80047,74319,58090,73673,,42957,34349,35072,25857,33192,52104,69726,88114,93463,130726
851821,"Single loudspeakers, mounted in their enclosures",268,353,376,720,612,415,534,374,293,397,,3461,3432,4128,3690,3918,4387,4569,3824,5781,17773,,56891,58613,42344,24767,24012,44365,46598,77397,74434,68645
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",5295,4469,1214,542,615,446,692,536,409,395,,363379,372406,385517,338105,314332,376583,429460,387231,359416,458530,,116728,106307,114541,132734,104809,110778,122671,121156,117918,128043
901812,Ultrasonic scanning apparatus,540,320,384,315,299,193,472,2627,873,394,,2716,2931,4183,3663,1000,3093,3485,5617,6092,5629,,476607,278342,275019,208814,133270,141668,169422,222638,230611,280800
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,149,687,720,1214,393,,0,0,0,0,0,17348,22885,24881,17777,25795,,0,0,0,0,304,12907,21785,17643,23618,14834
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",530,413,44,89,14,183,541,485,20,391,,98694,138558,119169,81039,95896,131369,130523,79285,45645,100986,,5636,7470,3188,4109,4203,4649,2966,6615,8182,13929
732399,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",1066,1033,801,761,802,854,400,435,333,390,,149303,140279,124338,147142,152880,147078,158319,158129,154691,184863,,116611,118014,107392,54508,52726,60163,68105,66211,65375,82363
283699,"Carbonates and peroxocarbonates """"percarbonates""""; commercial ammonium carbonate containing ...""",57,0,29,220,79,175,255,258,103,388,,10212,12384,13731,14001,14258,16843,21061,17895,20143,27200,,10893,14785,13503,6858,3052,4526,5458,4582,5070,6448
600240,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",0,1,2,1,5,7,13,161,262,388,,32728,33758,27432,26729,24748,20441,13871,7467,5339,6221,,1906,1924,4082,885,1285,1521,2337,2182,1928,2564
843139,"Parts of machinery of heading 8428, n.e.s.",317,101,313,785,143,1355,340,418,419,387,,70300,78793,89709,81725,86934,98539,117728,175676,150911,211635,,128062,138522,85049,105559,100946,95639,115036,114538,133914,154846
491199,"Printed matter, n.e.s.",477,362,901,303,241,334,279,302,235,384,,15300,14518,19428,20921,20700,19513,21863,21935,19561,23532,,75209,87277,91691,43719,44665,47160,49463,56371,65522,84012
851140,Starter motors and dual purpose starter-generators of a kind used for spark-ignition or compression-ignition ...,899,820,847,600,848,1043,1037,528,339,383,,11609,18635,20721,19809,24084,32508,29363,19792,14142,20158,,154841,147293,124335,74137,82025,104243,107180,103905,90319,125085
850151,"AC motors, multi-phase, of an output > 37,5 W but <= 750 W",66,24,51,418,302,558,367,279,323,380,,26954,33098,61485,60450,64144,71426,74556,65229,67041,113939,,53305,57194,60701,40580,47259,56527,57394,55520,57491,66531
650610,"Safety headgear, whether or not lined or trimmed",551,552,467,246,285,157,120,146,218,379,,57849,48059,49473,40333,42181,39175,39479,38563,37744,53822,,28143,35470,33221,19731,19387,26245,29929,29172,30321,38633
950790,"Line fishing tackle n.e.s; fish landing nets, butterfly nets and similar nets; decoys and similar ...",221,220,393,497,203,115,213,474,177,374,,31808,30910,30030,28359,27761,29414,27368,26571,25481,36438,,39517,40214,33665,19564,16091,14552,20999,21100,20480,30133
902920,"Speed indicators and tachometers, stroboscopes",364,299,264,137,115,151,177,212,155,373,,24399,26217,30296,30000,33076,34382,34783,40260,54396,57189,,31966,35003,34161,15631,22301,43371,40220,32822,36418,52105
320419,Synthetic organic colouring matter and preparations of the kind used for colouring any materials ...,0,0,0,107,404,381,487,294,170,373,,17407,17099,17387,16352,22532,32988,38136,33191,31853,35163,,28320,36516,17158,15868,21450,24556,26490,26383,27669,30373
854121,Transistors with a dissipation rate < 1 W (excluding photosensitive transistors),347,291,240,233,300,249,183,217,211,370,,34587,32815,42798,63351,80354,83486,88367,82990,87940,107160,,5896,6581,40100,83241,7476,6448,8642,7024,6480,10890
293090,"Organo-sulphur compounds (excl. thiocarbamates and dithiocarbamates, thiuram mono-, di- or ...",174,76,103,432,675,398,862,764,113,368,,2924,3358,3803,2490,3358,3094,3034,6622,8373,10312,,38492,37923,45147,36953,38569,43963,51247,48642,56255,79553
291539,"Esters of acetic acid (excluding ethyl, vinyl, n-butyl and dinoseb [ISO] acetates)",0,0,0,17,0,0,0,1,106,361,,110913,98274,99891,85588,78504,93040,117767,91798,91081,143325,,18655,22134,22296,19618,21722,22516,27643,22901,21861,40818
820551,"Household hand tools, non-mechanical, with working parts of base metal, n.e.s.",243,275,205,180,314,249,467,315,289,360,,37453,38012,35492,31251,31070,29613,29081,27332,23916,26484,,30616,64675,29479,20994,18641,20927,25968,26797,26538,34207
731700,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ...",101,167,151,86,154,149,214,256,276,359,,142522,123686,133243,132745,118760,124047,118974,100393,85398,106712,,57731,59930,53427,34052,20928,23859,31030,28949,31621,42733
853180,Electric sound or visual signalling apparatus (excluding indicator panels with liquid crystal ...,79,112,187,523,710,960,863,788,479,358,,19406,18756,21220,17011,15578,13682,21402,29420,21642,21912,,27101,26247,21582,14542,14779,19760,20077,20264,19207,25589
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.",40,164,426,151,54,99,355,406,269,354,,13060,16712,16637,17004,13863,17653,20805,25761,21743,24589,,30169,13412,11581,11345,7201,10127,17602,20836,16129,22469
902519,"Thermometers and pyrometers, not combined with other instruments (excluding liquid-filled thermometers ...",1169,584,539,269,253,274,323,307,226,352,,14123,12854,12761,12637,14666,15588,17835,17859,68006,37107,,62084,61088,58742,41748,46149,55163,58320,55570,127472,85637
847981,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, ...",1822,492,1030,702,438,589,300,314,303,352,,63330,83268,75591,82765,64633,106297,96682,84317,82299,109036,,131865,131768,85312,105120,90904,75330,74629,69309,59875,92189
844540,"Textile winding, incl. weft-winding, or reeling machines",33,11,171,21,20,28,33,86,17,350,,7408,8568,8225,8450,7727,7501,7634,8270,4211,8680,,2089,9505,4892,2554,2754,3806,1862,8732,2028,5034
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",81,53,39,33,38,7,69,54,122,349,,28592,35511,38509,36929,35637,35876,41087,41020,41776,47268,,231036,238007,199474,125290,136552,177822,174558,182749,167147,207397
830260,Automatic door closers of base metal,144,457,262,86,310,385,452,562,246,348,,60992,66040,72546,73511,74471,75698,76879,73682,62998,83058,,26253,26900,24240,14379,16291,22601,26383,31164,27373,32897
