Product code,Product label,Australia's imports from Russian Federation-Value in 2012,Australia's imports from Russian Federation-Value in 2013,Australia's imports from Russian Federation-Value in 2014,Australia's imports from Russian Federation-Value in 2015,Australia's imports from Russian Federation-Value in 2016,Australia's imports from Russian Federation-Value in 2017,Australia's imports from Russian Federation-Value in 2018,Australia's imports from Russian Federation-Value in 2019,Australia's imports from Russian Federation-Value in 2020,Australia's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
90821,"Mace, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,68,52,11,22,28,12,49,47,69,176
90931,"Cumin seeds, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,39,41,32,39,61,67,58,62,122,83,,1261,813,878,1093,1247,1736,1636,1403,1724,1722
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",0,0,0,0,0,0,0,0,0,0,,6,8,20,26,39,33,34,26,16,33,,232,197,191,163,182,250,321,329,306,632
100119,Durum wheat (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,37054,7416,24455,23135,33383,52140,87806,58350,38816,61759,,0,10,0,4,12,21,4,22,14,9
100390,Barley (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,896693,553010,783410,888293,423284,730654,1022157,760432,897110,964468,,53,103,310,129,134,184,159,103,156,122
100590,Maize (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,572959,589537,699509,584171,854201,883268,849216,611443,390394,688083,,851,565,583,670,623,1010,1178,2160,2233,979
100640,Broken rice,0,0,0,0,0,0,0,0,0,0,,3216,3256,1184,922,5282,12404,9551,7034,5029,7177,,7959,8875,6944,5597,6403,4902,5928,8843,8769,6566
911011,"Complete watch movements, unassembled or partly assembled movement sets",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,72,142,374,258,202,173,265,160,117,135
920290,"Guitars, harps and other string musical instruments (excluding with keyboard and those played ...",0,4,0,0,0,0,0,0,0,0,,12,39,143,116,306,326,726,1355,2171,2868,,24833,21256,22691,19393,18220,16225,17140,17325,26954,27121
930520,"Parts and accessories of shotguns or rifles of heading 9303, n.e.s.",0,0,0,0,0,0,0,0,0,0,,591,825,4132,0,0,0,0,0,0,0,,4961,5168,6638,6755,10451,8034,8939,7486,7076,9845
940151,Seats of bamboo or rattan,0,0,0,0,0,0,0,0,0,0,,1,13,23,11,14,0,0,0,0,0,,3838,3920,3314,3464,3344,0,0,0,0,0
940179,"Seats, with metal frames (excluding upholstered, swivel seats with variable height adjustments ...",0,0,0,0,0,0,0,0,0,0,,1940,1911,1821,1373,2503,2535,2932,4443,4750,5492,,121224,123715,134908,148280,128899,128463,140568,143274,156014,202537
940421,"Mattresses of cellular rubber or plastics, whether or not covered",0,0,0,0,0,0,0,0,0,0,,136,422,634,350,492,448,665,1125,748,1559,,37592,35386,36300,37853,48320,49609,52688,45660,57865,71294
940530,Electric lighting sets of a kind used for Christmas trees,0,0,0,0,0,0,0,0,0,0,,643,458,976,863,658,762,1056,1954,2003,3516,,6204,8686,6264,7190,3711,9462,8270,6123,5695,9454
940592,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of plastics, ...",0,0,0,0,0,0,0,0,0,0,,480,1705,833,278,315,1513,532,588,843,873,,4680,5124,6054,7620,7611,7064,5778,4892,5505,6564
903084,"Instruments and apparatus for measuring or checking electrical quantities, with recording device ...",0,0,0,0,0,0,0,0,0,0,,2387,21002,6913,23886,5915,10073,13348,10238,4162,12712,,7118,4780,5748,4289,4420,5589,7284,6455,6496,6422
903110,Machines for balancing mechanical parts,0,0,0,0,0,0,0,0,0,0,,1871,1944,1520,1466,2348,2037,3022,2640,1920,2813,,4501,6909,5903,4825,4335,4621,4160,5979,4557,6528
903120,"Test benches for motors, generators, pumps, etc.",0,0,0,0,0,2,0,0,0,0,,96477,34677,59650,36306,56798,51913,77457,77742,45594,23575,,5556,5098,5708,7188,4552,6044,4709,6330,10129,7463
910129,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,522,2668,1773,1838,1706,1097,693,1218,1624,1168,,51278,70303,74431,79572,87434,98877,107787,126660,126612,193470
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",0,0,0,0,0,0,0,0,10,0,,3231,3487,3393,4465,4333,4382,4786,10236,36983,23431,,117215,125639,173475,180741,172151,188162,191730,185979,332251,268072
902219,"Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary ...",0,0,0,0,0,0,0,0,0,0,,12777,6212,12589,13864,15876,9220,9314,11532,11566,11366,,37027,21271,26443,23970,27943,29622,35825,48170,35644,47861
902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",0,0,0,0,0,0,0,0,5,0,,81300,124003,46504,37065,99807,104902,72969,46078,37606,35514,,82250,81987,110341,45454,42453,40176,58369,51248,47148,67283
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),0,0,0,1,0,0,0,0,0,0,,12373,14958,13035,8717,9640,13078,14786,17931,19239,26985,,123574,128705,122838,133229,127141,141864,166839,158854,161688,193323
853931,"Discharge lamps, fluorescent, hot cathode",0,0,0,0,0,0,0,0,0,0,,17461,16576,21034,13628,13972,11230,15936,18778,15175,16535,,63906,50480,36137,27431,24712,18906,16035,12306,12960,11579
900150,Spectacle lenses of materials other than glass,0,0,0,0,0,0,0,0,0,0,,163,236,343,599,705,742,911,1376,1721,2080,,75611,83028,88926,76980,65095,66804,75802,59992,62979,63438
854121,Transistors with a dissipation rate < 1 W (excluding photosensitive transistors),0,0,0,0,0,0,0,0,0,0,,529,570,403,239,330,266,267,442,282,432,,1345,465,800,1015,1062,987,1765,1406,2635,5206
854233,Electronic integrated circuits as amplifiers,0,0,0,0,0,0,0,0,0,0,,2044,1528,1669,1424,1077,5069,1019,605,951,1532,,3980,6069,7286,12929,11178,11046,11445,8191,16047,16712
900640,Instant print cameras (excluding special cameras of subheading 9006.10 or 9006.30),0,0,0,0,0,0,0,0,0,0,,5,0,4,6,29,50,94,430,254,489,,2884,5370,9810,11196,4498,3346,3182,3473,8363,12310
900890,"Parts and accessories for image projectors, photographic enlargers and reducers, n.e.s.",0,0,0,0,0,0,0,0,0,0,,20,0,47,42,35,0,0,0,0,0,,541,502,355,275,405,191,163,388,248,181
901180,"Optical microscopes (excluding for photomicrography, cinephotomicrography or microprojection, ...",50,0,0,0,0,0,0,0,0,0,,875,453,1172,572,684,586,935,1825,1750,2609,,29392,25812,24207,18930,19186,24898,23951,28280,16868,25673
901290,"Parts and accessories for electron microscopes, proton microscopes and diffraction apparatus, ...",108,20,23,24,14,90,39,33,0,0,,261,4,30,24,80,232,259,309,467,249,,8314,5742,4424,3515,4060,4119,6247,5047,5191,5372
901510,Rangefinders,0,0,0,0,0,0,0,0,0,0,,7258,4293,3260,7278,8875,8969,5629,11956,5634,8212,,13979,13463,16950,17213,18553,28358,28786,34372,17301,20905
901520,"Theodolites and tachymeters """"tacheometers""""""""",0,0,0,0,0,0,1,0,0,0,,577,565,1015,506,557,921,820,700,546,840,,5409,3889,5484,3912,4917,8871,12780,15089,15182,24843
901812,Ultrasonic scanning apparatus,0,0,0,0,3,0,16,3,0,0,,2220,3783,1965,1513,2630,2266,1902,2500,3124,4582,,87011,95190,90744,78529,68902,69074,77575,83740,77304,79721
960860,"Refills for ball-point pens, comprising the ball-point and ink-reservoir",0,0,0,0,0,0,0,0,0,0,,184,143,197,161,269,294,319,263,242,272,,621,494,466,531,435,908,753,1099,649,889
961310,"Pocket lighters, gas fuelled, non-refillable",0,0,0,0,0,0,0,0,0,0,,459,320,337,742,1396,1773,2750,3184,3777,3776,,18450,21475,18609,16016,17230,17309,18958,16443,17894,16059
950720,"Fish-hooks, whether or not snelled",0,0,0,0,0,0,0,0,0,0,,23,33,46,30,57,63,114,103,124,144,,5589,5323,4483,3859,4572,4163,4427,3694,4310,5271
950790,"Line fishing tackle n.e.s; fish landing nets, butterfly nets and similar nets; decoys and similar ...",0,0,0,0,0,0,0,0,0,0,,4534,5568,5281,4525,4033,3607,5725,5143,5405,8651,,32136,33522,29421,28407,25665,28504,29756,24732,26319,38520
950619,Ski equipment for winter sports (other than skis and ski-fastenings [ski-bindings]),0,0,0,0,0,0,0,0,0,0,,625,554,348,248,236,401,509,609,319,1026,,1246,1260,1272,1702,1556,1726,1810,1927,844,1348
950639,Golf equipment (excluding balls and complete clubs),0,0,0,0,0,0,0,0,0,0,,0,8,0,0,0,9,0,1,13,10,,16094,14383,16095,16798,16146,17699,19027,20871,23720,36572
846291,"Hydraulic presses for working metal (excluding forging, bending, folding, straightening and ...",0,0,0,0,0,0,0,0,0,0,,2893,1567,2692,2378,850,3909,3026,2523,2393,2723,,7986,6459,5007,4183,10369,7980,8912,12159,9216,12383
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",0,6,0,0,0,0,0,0,0,0,,56528,83426,67924,58273,68084,86020,69290,103694,69431,194984,,810844,660883,727490,1046636,879162,1100551,1598805,1518830,1443748,1788608
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",7,1,0,3,1,7,0,3,5,0,,4103,17478,10982,15792,11664,8721,8234,10208,6060,17210,,325876,263294,216044,188798,173019,205465,224950,194373,188144,179669
847979,Passenger boarding bridges (excluding of a kind used in airports),0,0,0,0,0,0,0,0,0,0,,0,63,0,5,2128,2249,53,2307,1,0,,698,13,12,636,12,134,1784,3037,4279,755
847350,"Parts and accessories equally suitable for use with two or more typewriters, word-processing ...",0,0,0,0,0,0,0,0,0,0,,45,46,12,13,14,46,233,67,240,883,,2188,1168,1265,697,677,1997,1633,1581,1519,1539
846694,"Parts and accessories for machine tools for working metal without removing material, n.e.s.",0,0,0,0,0,0,0,1,0,0,,11745,19306,11934,2515,2529,5562,2029,6252,2254,4366,,53990,25982,37469,17435,18417,21763,22385,23523,18987,24822
846880,"Machinery and apparatus for welding, not gas-operated (excluding electric machines and apparatus ...",0,0,0,0,0,0,0,0,0,0,,123,115,227,311,190,385,1569,177,544,245,,2960,2452,939,778,262,878,1326,873,1410,1134
847021,"Electronic calculating machines incorporating a printing device, with mains connection (excluding ...",0,0,0,0,0,0,0,0,0,0,,2580,3463,4811,332,272,246,77,16,19,71,,447,433,874,301,391,200,183,221,269,956
845630,"Machine tools for working any material by removal of material, operated by electro-discharge ...",0,0,0,0,0,0,0,0,0,0,,428,488,607,1227,529,989,849,793,591,398,,1095,2478,1736,1758,866,1104,2055,1651,1514,2425
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,310,267,235,1129,1135,,0,0,0,0,0,3218,6325,9145,8312,13987
845811,"Horizontal lathes, incl. turning centres, for removing metal, numerically controlled",0,0,0,0,0,0,0,0,277,0,,7402,3404,5332,2910,2752,5175,8475,5021,6216,8532,,39258,23810,20032,24185,20529,24214,21369,27136,21981,34868
845939,"Boring-milling machines for metals, not numerically controlled (excluding way-type unit head ...",0,0,0,0,0,0,0,0,0,0,,751,1076,1084,399,111,381,275,614,561,648,,1604,570,547,247,243,847,979,561,419,1222
845959,"Milling machines for metals, knee-type, not numerically controlled",0,0,0,0,0,0,0,0,0,0,,3473,472,351,278,181,217,1104,772,562,856,,1284,1455,700,685,851,1303,1350,1064,1403,2327
846012,"Flat-surface grinding machines for finishing metal, numerically controlled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,224,153,1,50,,0,0,0,0,0,184,368,1637,661,1140
830510,"Fittings for loose-leaf binders or files, of base metal (excluding drawing pins and clasps ...",0,0,0,0,0,0,0,0,0,0,,83,106,141,118,110,201,250,198,172,235,,4290,3030,3273,2929,2201,1884,1566,1061,563,385
830590,"Office articles such as letter clips, letter corners, paper clips and indexing tags, of base ...",0,0,0,0,0,0,0,0,0,0,,237,418,347,308,532,785,670,728,821,1041,,3973,3426,3637,3449,2375,3130,3359,2470,1964,1971
830890,"Clasps, frames with clasps without locks, buckles and buckle-clasps, of base metal, for clothing, ...",0,0,0,0,0,0,1,0,0,0,,1526,2345,2033,988,1128,1229,1291,1305,1110,1571,,4572,4536,5196,5260,5231,4400,4862,5231,3800,5815
840212,Watertube boilers with a steam production <= 45 t/hour (excluding central heating hot water ...,0,0,0,0,0,0,0,0,0,0,,4494,5408,2688,1879,2379,4718,1763,3037,1690,5849,,3229,3434,2577,2899,1906,1091,726,1111,1339,1825
840290,"Parts of vapour generating boilers and superheated water boilers, n.e.s.",0,0,0,0,0,0,0,0,0,0,,120312,118166,47058,47003,22670,73143,20612,26736,13702,23698,,5663,4296,9803,2767,5067,11188,6265,7535,32041,9871
840590,Parts of producer gas or water gas generators and acetylene gas generators or similar water ...,0,0,0,0,0,0,0,0,0,0,,1155,39,33,24,45,74,38,276,39,584,,238,3031,529,393,687,372,292,437,859,1573
840721,Spark-ignition outboard motors for marine propulsion,0,0,0,0,0,0,0,0,0,0,,887,1113,1420,1400,738,941,1398,1280,1404,1468,,131416,131663,128126,101386,96200,101996,112574,99039,85060,114222
840734,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",0,0,0,0,0,0,0,0,0,0,,33146,35593,10461,7134,6077,15043,92940,97709,140013,162146,,259868,140763,131530,105251,102933,69088,20939,18784,20908,24534
840790,Spark-ignition reciprocating or rotary internal combustion piston engine (excluding those for ...,0,0,5,0,0,0,0,0,0,0,,1130,1191,871,970,1351,1263,1174,1430,1624,4595,,54579,50692,49358,50299,36726,40550,37186,34853,30452,52307
840910,"Parts suitable for use solely or principally with internal combustion piston engine for aircraft, ...",0,0,0,0,0,0,0,1,1,0,,805,355,445,348,90,62,69,45,142,1075,,16726,13066,11666,8749,7647,6684,9542,9848,10022,8496
841090,Parts of hydraulic turbines and water wheels incl. regulators,0,0,0,0,0,0,0,0,0,0,,10358,9772,21249,13016,37953,18173,10350,6839,5467,21962,,6109,16394,14919,6767,9416,8940,5277,4674,3582,956
841510,"Window or wall air conditioning machines, self-contained or """"split-system""""""""",0,0,0,0,0,0,0,0,0,0,,3699,3132,3895,2337,5832,8027,9430,14625,10749,17564,,304780,314778,352447,345195,316795,414145,325552,278939,258670,215487
841582,"Air conditioning machines incorporating a refrigerating unit but without a valve for reversal ...""",0,0,0,0,0,0,0,0,0,0,,7394,6125,2830,2787,4897,3993,4652,4402,3381,2601,,50926,62827,72527,77934,56825,81697,53498,60151,52414,56053
841620,"Furnace burners for pulverised solid fuel or gas, incl. combination burners",0,0,0,0,0,0,0,0,0,0,,10253,4079,7673,4710,4769,9874,4960,3512,6883,4834,,8031,9980,7935,4816,4448,6131,7831,4896,4826,5484
841630,"Mechanical stokers, incl. their mechanical grates, mechanical ash dischargers and similar appliances ...",0,0,0,0,0,0,0,0,0,0,,3649,914,1450,667,589,398,666,234,695,1233,,10,1,20,15,228,39,1280,253,4400,234
841840,"Freezers of the upright type, of a capacity <= 900 l",0,0,0,0,0,0,0,0,0,0,,26260,35247,16247,7586,9563,13387,14571,14061,19401,19975,,28549,28586,23319,29337,26617,22093,29870,27028,32624,37132
821410,"Paperknives, letter openers, erasing knives, pencil sharpeners and blades therefor, of base ...",0,0,0,0,0,0,0,0,0,0,,136,217,311,290,327,466,578,605,602,804,,1904,2665,2407,2034,2071,2090,2005,1877,1739,2026
830140,Locks of base metal (excluding padlocks and locks for motor vehicles or furniture),0,0,0,0,0,0,0,0,0,0,,16754,18568,16107,11339,11636,17544,13846,15787,13455,16073,,56820,66680,73380,71854,71444,76782,79333,78299,77399,96828
842099,"Parts for calendering or rolling machines, n.e.s. (other than for metals or glass and excluding ...",0,0,0,0,0,0,0,0,0,0,,12,276,187,625,11,26,153,57,84,27,,1603,13719,2019,1219,775,781,1114,1020,803,872
842112,Centrifugal clothes-dryers,0,0,0,0,0,0,0,0,0,0,,463,434,311,163,234,259,255,307,273,306,,190,287,293,202,133,139,47,568,607,51
848630,Machines and apparatus for the manufacture of flat panel displays,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,,8,52,53,4,6,156,66,19,42,50
848640,Machines and apparatus specified in Note?9 C to chapter 84,0,0,0,0,0,0,0,0,0,0,,370,1167,482,984,300,829,49,511,208,43,,858,818,283,657,630,1767,5289,992,527,1693
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),0,0,0,0,0,0,0,0,0,0,,47953,31194,21281,12654,22661,48026,54769,39293,12573,44995,,18590,12361,9949,5040,4889,5780,9332,6369,7107,6297
850161,"AC generators """"alternators"""", of an output <= 75 kVA (excl. photovoltaic generators)""""",0,0,0,0,0,0,0,0,0,0,,17137,31299,15308,9307,10946,4249,6249,5780,8378,9078,,15978,12138,13197,8951,13725,25217,28731,16693,12318,15293
850163,"AC generators """"alternators"""", of an output > 375 kVA but <= 750 kVA (excl. photovoltaic  ...""",0,0,0,0,0,0,0,0,0,0,,1,467,0,101,266,25,181,118,377,1779,,1605,2072,1219,676,249,268,266,390,336,1053
850211,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,0,0,0,0,57,0,0,0,,3013,3553,10136,3275,3116,3646,3049,3779,3801,4409,,89660,52371,46305,37554,34620,47257,60351,54939,60272,91474
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",0,0,0,0,0,0,0,0,0,0,,24003,19127,27782,30386,35517,29668,52057,27386,18955,66568,,79901,58674,38886,22718,15830,20196,33989,36251,33925,37894
850511,Permanent magnets of metal and articles intended to become permanent magnets after magnetization ...,0,0,0,0,0,0,0,0,0,0,,1008,1456,1390,908,637,1602,2414,1601,1048,1485,,11196,9631,9548,8173,9043,10840,12621,13253,11913,15920
850740,Nickel-iron accumulators (excluding spent),0,0,0,0,0,0,0,0,0,0,,4982,2950,4590,1353,1981,2753,1865,2934,2098,1174,,51,113,97,217,256,420,373,500,172,150
851120,"Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition ...",0,0,0,0,0,0,0,0,0,0,,180,200,141,63,75,69,157,85,112,154,,1166,1103,967,666,1002,1223,1205,1831,1872,1622
851190,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s.",0,0,0,0,0,0,0,0,0,0,,7850,10074,7691,5460,6610,7538,7106,7735,6318,7180,,11138,10126,8553,7789,6026,5612,5571,5661,6139,5560
851519,Brazing or soldering machines (excluding soldering irons and guns),0,0,0,0,0,0,0,0,0,0,,413,689,378,1431,592,345,924,428,345,654,,3284,1291,1047,1281,1478,2411,2359,1068,1772,1607
851531,"Fully or partly automatic machines for arc welding of metals, incl. plasma arc welding",0,0,0,0,0,0,0,0,0,0,,2202,2371,4650,1764,1958,3563,2879,8799,7724,11598,,44906,40745,40012,35352,27424,31323,35763,29800,36268,49353
851632,Electro-thermic hairdressing apparatus (excluding hairdryers),0,0,0,0,0,0,0,0,0,0,,3416,4087,3641,3173,3078,4034,5008,5576,5883,7934,,35317,34291,35974,27677,30405,28688,30088,38967,53241,71340
851672,"Electric toasters, for domestic use",0,0,0,0,0,0,0,0,0,0,,423,550,790,557,568,705,824,1074,1424,2044,,32958,29869,31877,33918,30410,31807,34685,30999,32642,37865
851711,Line telephone sets with cordless handsets,0,0,0,0,0,0,0,0,0,0,,6771,13151,12355,7182,5418,5856,5120,3960,3436,3484,,58989,47739,41260,41472,36896,27297,18559,19898,14815,12833
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",0,0,0,0,0,1,0,0,0,0,,5027,6437,4784,7042,4800,3394,4337,5106,4427,9924,,89047,83132,88065,91042,69888,88080,91923,74444,67063,93191
853224,"Fixed electrical capacitors, ceramic dielectric, multilayer (excluding power capacitors)",0,0,0,0,0,0,0,0,0,0,,275,534,227,151,134,289,1010,767,450,907,,3135,2714,2917,2549,2996,2476,8099,6152,4908,6379
853340,"Electrical variable resistors, incl. rheostats and potentiometers (excluding wirewound variable ...",0,0,0,0,0,0,0,0,0,0,,2560,1319,2094,1257,868,1183,1219,2076,2619,2241,,9711,11012,11712,8783,6921,6968,7938,8214,7015,8796
853510,Fuses for a voltage > 1.000 V,0,0,0,0,0,0,0,0,0,0,,1089,1312,853,495,390,468,617,595,617,794,,6108,4244,3121,4207,3631,6354,7347,4847,4115,4602
851930,"Turntables """"record-decks""""""""",0,0,0,0,0,0,0,0,0,0,,2,11,4,1,2,4,18,4,1,0,,3989,4613,6044,7568,8048,5820,5321,6425,5795,11322
852210,Pick-up cartridges,0,0,0,0,0,0,0,0,0,0,,5,1,1,6,4,2,13,2,5,8,,419,368,397,507,405,449,431,377,507,464
852290,Parts and accessories suitable for use solely or principally with sound reproducing and recording ...,0,6,5,0,0,0,0,0,0,0,,272,573,208,230,2123,1197,827,624,224,329,,8561,7385,4406,5488,5855,8259,8385,11434,16012,15300
852341,"Optical media for the recording of sound or of other phenomena, unrecorded (excluding goods ...",0,1,6,0,0,0,0,0,0,0,,568,520,365,251,302,203,144,160,122,117,,31276,20377,11764,7307,6487,4386,3919,2518,2233,1388
853080,"Electrical signalling, safety or traffic control equipment (excluding that for railways or ...",0,0,0,0,0,0,0,0,0,0,,27199,15647,13415,14737,3922,3783,3764,4627,6454,7151,,12674,13220,11920,11589,13168,17684,19640,19220,19856,20308
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",0,0,0,0,0,0,0,0,0,0,,2698,1187,2029,575,1209,1371,14141,3076,4907,2932,,3492,7857,5198,4171,4094,4749,6463,3778,13350,13708
860799,"Parts of rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.",0,0,0,0,0,0,0,0,0,0,,41181,40778,30364,15677,16367,22737,15089,15739,13663,57071,,87526,38024,30336,37938,35184,38466,49290,55513,56971,64660
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,69,50,118,5,,0,0,0,0,0,1069,3371,681,0,108
870710,Bodies for motor cars and other motor vehicles principally designed for the transport of persons,0,0,0,0,0,0,0,0,0,0,,1124,741,1191,15452,15114,86729,151830,180385,163804,205163,,3215,4443,6821,1993,1850,3411,3938,3159,2622,3222
870891,"Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",0,0,0,0,0,0,0,0,0,0,,48027,43517,33597,20291,24336,27283,27518,28160,25590,34032,,62098,57965,52078,51375,47385,52472,56389,51499,49617,60014
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles ...",0,0,0,0,0,0,0,0,0,0,,40,16,51,41,300,333,74,722,95,182,,5610,9004,9448,16649,19066,1177,1714,6838,2011,6999
871420,"Parts and accessories for carriages for disabled persons, n.e.s.",0,0,0,0,0,0,0,0,0,0,,17,12,14,42,63,56,6,9,4,16,,12603,13409,16031,16776,17336,19242,22969,28792,35937,29941
871495,Saddles for cycles (excluding for motorcycles),0,0,0,0,0,0,0,0,0,0,,14,17,10,12,12,22,18,32,28,28,,2423,2575,2426,2344,1543,1903,1910,1562,2623,3048
871639,"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excluding ...",0,0,0,0,0,0,0,0,0,0,,85567,70393,42860,48482,61152,27428,20253,25572,19744,32916,,69021,84711,66345,47276,44932,58915,88290,76465,67731,102086
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",0,0,0,0,0,0,0,0,0,0,,0,4,68,0,0,0,0,0,0,0,,4918,3734,5999,4328,3398,5092,3483,2322,2309,1876
880240,"Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters, ...",0,0,0,0,0,0,0,0,0,0,,719664,1118730,792283,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,0,0,0,0,0,0,0,0,0,0,,23869,14537,8455,11894,50130,4524,5484,22610,7353,26757,,2778,4253,1502,8264,14050,6008,15605,5723,51120,4810
620112,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",0,0,0,0,0,0,2,0,0,0,,176,285,594,137,105,210,200,239,182,159,,5434,4059,3722,3879,4756,3928,5617,4419,2711,4186
