Product code,Product label,Germany's imports from Viet Nam-Value in 2012,Germany's imports from Viet Nam-Value in 2013,Germany's imports from Viet Nam-Value in 2014,Germany's imports from Viet Nam-Value in 2015,Germany's imports from Viet Nam-Value in 2016,Germany's imports from Viet Nam-Value in 2017,Germany's imports from Viet Nam-Value in 2018,Germany's imports from Viet Nam-Value in 2019,Germany's imports from Viet Nam-Value in 2020,Germany's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
640220,"Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled ...",1966,2124,3000,3047,3017,2689,3212,2768,3635,2632,,10868,10048,11100,9549,12730,13511,14556,21387,14864,37033,,24496,27868,28954,31056,28824,30495,32418,38466,31147,27018
848420,Mechanical seals,1191,1020,850,981,1213,2005,2278,1211,2282,2630,,99,247,1484,516,817,792,785,1045,2035,6178,,250026,281633,321851,267989,283553,323698,331152,286348,242163,294930
732510,"Articles of non-malleable cast iron, n.e.s.",2403,3067,3247,2205,1537,2260,2259,2856,2691,2629,,9948,11463,13640,17167,24610,22361,31088,30333,31412,19830,,441108,514523,472931,287143,261269,289037,319301,273144,231493,305795
630493,"Articles for interior furnishing, of synthetic fibres (excluding knitted or crocheted, blankets ...",4741,4516,4662,2993,2126,1401,2588,3900,5077,2626,,4752,8350,8702,6745,5517,7158,8286,14494,17371,21774,,72700,64929,77081,70149,66732,71441,68560,58960,55727,65925
90620,Crushed or ground cinnamon and cinnamon-tree flowers,94,174,280,52,342,511,1166,1047,1960,2603,,5721,7099,11259,11934,12357,18900,24232,27525,44178,67516,,2594,3534,5693,4810,6518,8153,10357,10521,11494,13424
210111,"Extracts, essences and concentrates, of coffee",61,125,374,1046,4624,5473,1749,1561,1638,2599,,128997,264770,203658,221767,289451,310165,353773,374156,388194,349829,,412298,336876,353433,342300,330635,379564,369606,338683,295336,289170
420231,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",539,1285,2079,2145,2629,3167,3313,2807,3087,2569,,37173,40785,43292,59261,85078,87942,81038,89414,54843,129659,,218688,259378,243515,211366,229797,239624,238006,209640,172791,193500
848330,"Bearing housings for machinery, not incorporating ball or roller bearings; plain shaft bearings ...",264,980,1517,1962,1053,403,105,293,819,2518,,296,173,572,1399,614,1238,2156,2596,10082,25301,,521085,548400,619232,516131,529531,587855,647265,615004,516360,616393
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",4280,4835,4173,3363,2886,2916,2603,2583,2243,2511,,13747,183189,148468,116775,95217,111228,61617,74012,53454,23005,,63358,68850,76135,68392,77343,79876,80962,67757,62849,57526
960390,Mops and leather dusters; prepared knots and tufts for broom or brush making; squeegees of ...,1230,1497,3456,3359,3772,3473,3485,2575,2695,2498,,3048,4164,6139,6838,9414,10243,14753,10109,8442,43711,,178368,200695,207430,182977,211694,224487,257755,246263,267463,319974
902910,"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ...",1,0,2,2,59,0,9,0,2648,2479,,70,824,347,139,228,157,201,376,2317,6143,,186428,220918,239648,217361,213572,157909,131367,138279,111524,116469
950510,"Christmas articles (excluding candles and electric lighting sets, natural Christmas trees and ...",175,266,112,331,946,2787,3307,3327,3296,2458,,5846,6239,6779,7708,9006,10356,16268,19299,22306,45072,,153054,146797,158816,142789,139414,148847,165141,157640,168075,202119
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...",1042,1201,1412,1195,1390,1482,1424,1285,1258,2455,,1916,1618,1828,1574,3035,5610,12133,15318,19343,47906,,61858,64440,70743,66898,75142,105325,111207,109833,99149,109625
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",820,676,831,670,925,724,1032,1031,1247,2453,,165533,160933,170467,159396,145934,163976,155927,154880,157088,244044,,1354654,1446842,1544451,1322903,1369014,1515990,1631178,1507320,1370634,1668306
848299,"Parts of ball or roller bearings (excluding balls, needles and rollers), n.e.s.",1112,1256,673,456,373,2407,3209,2353,1844,2433,,2684,5271,13888,13469,14477,23885,25107,18432,24698,59743,,686214,706832,792074,645781,603921,694741,866604,752729,616474,745595
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,422,488,868,970,1353,939,943,1120,1534,2395,,38848,37375,35404,51541,65457,64423,68886,74745,86139,85476,,381212,395748,399573,356135,374150,395486,436213,441327,510544,587313
901850,"Ophthalmic instruments and appliances, n.e.s.",0,4,135,253,538,970,1683,2955,2034,2386,,2727,3666,7259,9427,8222,8855,9767,10600,11486,29817,,297285,316978,306791,296464,279589,262312,279272,279155,249307,295825
847170,Storage units for automatic data-processing machines,342,161,194,1167,616,179,76,602,3741,2376,,41599,77867,134179,138774,166691,149977,87648,149150,200271,253548,,4536304,4169253,4361677,4147970,3981074,4288232,4473312,4456792,4499308,4855114
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",2147,1801,1478,1424,1583,2595,1654,2294,1868,2325,,13965,14123,20312,21780,21819,25761,34041,38392,78000,69987,,649427,657123,674069,626808,657923,718821,732367,705683,724256,890101
902920,"Speed indicators and tachometers, stroboscopes",5,8,0,13,1085,1714,1531,1876,1848,2284,,1839,14612,22384,24201,26017,33698,40603,46105,53487,106386,,500840,591999,637166,623739,872067,1074617,1263570,1075808,979056,962902
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",6,13,10,6163,9509,6164,6492,3909,2802,2280,,14880,13245,15024,21447,17869,14684,23955,24555,22577,60178,,3406438,3870610,4050300,3407804,3359389,3712709,3780225,3477427,3046349,3584395
611420,"Special garments for professional, sporting or other purposes, n.e.s., of cotton, knitted or ...",840,170,534,444,563,946,946,3105,2067,2249,,116830,137029,148598,174674,147730,135985,125009,103500,93072,176664,,125538,137477,179203,202814,222880,344826,465232,429675,351342,394851
848280,"Roller bearings, incl. combined ball-roller bearings (excluding ball bearings, tapered roller ...",2971,2288,1621,1483,963,211,910,2452,2088,2234,,19527,17629,26449,30837,30799,38053,51875,79704,75204,5203,,124947,128041,140984,120656,105189,113804,127186,125142,105269,130329
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,60,0,0,2192,,185,5,48,2033,5229,1958,2521,6907,29820,4891,,415657,383163,520084,501855,561157,674512,761343,650237,643116,639962
853921,Tungsten halogen filament lamps (excluding sealed beam lamp units),200,33,19,587,1,393,1987,3430,3630,2175,,739,1014,2011,2241,2637,2867,3745,3251,2698,6325,,216105,248025,233737,203203,187919,168637,166861,121853,114409,123127
701342,"Glassware for table or kitchen purposes of glass having a linear coefficient of expansion ...""",0,96,3712,3495,1841,2333,1058,1316,1357,2175,,5,15,2200,2418,10755,13196,14375,16815,10271,7309,,18037,20796,26098,29000,26739,31889,36070,49735,46850,56111
391890,"Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles, ...",178,210,1048,205,596,581,518,164,2497,2156,,1628,1451,2661,1379,1875,4216,8458,13818,19975,72207,,61877,78064,86011,76960,74019,84211,86078,84661,96730,137048
90619,"Cinnamon and cinnamon-tree flowers (excluding cinnamon """"Cinnamomum zeylanicum Blume"""" and ...""",101,258,200,332,740,1379,1577,1013,1310,2125,,7691,17773,28429,27834,30653,33567,52187,72021,96200,132581,,3021,3519,3986,4482,5711,8363,8700,9440,6464,9328
732119,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",4735,4100,6602,4658,3382,3438,2646,4997,3141,2118,,6257,5764,8977,9281,8432,8145,6187,7342,4937,62006,,87602,95834,126699,98836,104082,102109,104629,107988,101598,129067
330620,"Yarn used to clean between the teeth """"dental floss"""", in individual retail packages""""",263,367,701,380,335,828,1044,1461,1535,2112,,686,1479,2816,3679,2549,2144,3414,4121,5028,7117,,24292,27271,29516,30369,31236,34565,38111,39010,36061,36784
420330,"Belts and bandoliers, of leather or composition leather",538,113,627,417,158,360,430,1114,1600,2095,,1761,3100,4378,4577,5529,6671,10163,18111,23281,31805,,171505,180248,190049,164878,159989,157459,175518,176833,142351,147384
30471,"Frozen fillets of cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",12552,9386,7761,6131,8829,3329,2434,2997,1209,2067,,12149,11138,11616,14432,18248,26330,30672,35463,40237,21733,,134705,142700,167974,164408,203234,171709,172872,197975,158637,133924
30743,"Cuttle fish and squid, frozen, with or without shell",0,0,0,0,0,4795,3498,2397,1858,2056,,0,0,0,0,0,0,177553,156191,149351,143429,,0,0,0,0,0,58630,54429,56513,52474,45095
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...",83,86,46,64,71,226,526,680,768,2052,,18553,15195,22451,22343,21871,25834,24816,27971,31136,37078,,73883,70973,76661,69970,78385,88115,95866,99310,98680,125484
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",2385,2096,2870,2970,2030,1387,1811,2135,756,2029,,1231,1442,2436,2812,3715,4299,4417,5709,7502,19179,,60018,51623,65934,78376,70979,74476,66857,61419,63943,77458
620459,"Women's or girls' skirts and divided skirts of textile materials (excluding of wool, fine animal ...",506,377,791,947,1341,961,1445,2127,1592,2023,,42331,36355,68354,64510,85392,62590,35200,34402,38120,21730,,44354,34487,47849,42354,42955,42640,49569,77882,74944,75787
961380,"Lighters (excluding gas fuelled pocket lighters, and fuses and primers for propellent powders ...",5,2,2,0,0,43,151,360,210,2014,,936,0,0,0,215,741,1218,1602,1866,2820,,45120,45563,54557,48372,56556,52424,58919,53076,51346,64127
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",2034,2118,1431,1555,1170,2050,3528,4055,2013,2011,,7900,8823,7422,9153,10833,7217,12990,16506,15537,26378,,154209,166288,171044,137393,126011,125138,129245,123687,109461,119129
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",205,280,784,751,2941,4879,4003,2709,2991,2003,,26723,24157,20753,23882,21425,36229,28743,23001,21038,24935,,19566,24372,23477,21569,29600,31853,33933,34270,37677,38422
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",173,167,163,106,123,223,226,1367,798,1994,,28403,36106,37903,36592,34858,32966,32305,24181,24674,134631,,582844,667697,726264,621787,637155,672573,742027,777877,710057,839515
691200,"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ...",3971,4594,2949,4758,4436,2110,2364,2793,2550,1983,,7275,8288,7310,10102,10056,7669,4967,5657,5038,18308,,164887,150106,169612,172461,165182,192982,218479,213201,240122,301740
610444,"Women's or girls' dresses of artificial fibres, knitted or crocheted (excluding petticoats)",76,1538,1208,1291,2116,1030,1917,2049,1649,1982,,35050,36245,63162,47457,54591,48590,70582,76523,58933,90058,,203956,221174,201828,157206,188631,206781,204430,227319,190067,212213
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",700,144,60,32,46,121,5609,6790,850,1971,,1192,1471,856,1504,2968,3143,3267,133218,21978,119468,,1996911,2030978,2446208,2497669,2583147,3272641,3756810,4084370,3950155,3915795
940599,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.",156,17,665,842,1825,433,1009,1099,2425,1945,,4722,4415,4972,8130,11450,12375,17109,36267,55645,47350,,195933,197672,231731,216525,216347,212165,226392,205038,170134,217416
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",159,218,595,1026,1430,1955,1772,2109,1448,1915,,214839,293188,371350,447719,571373,756802,848735,454469,382545,428138,,2235940,2093923,2002732,1779140,1690704,1979126,2353869,2164726,1990512,3132034
620452,Women's or girls' skirts and divided skirts of cotton (excluding knitted or crocheted and  ...,4354,3966,4263,3796,3235,3125,3071,3483,2297,1909,,40390,38992,30285,29534,28630,30481,31818,33957,25457,29935,,183974,156819,159976,103801,87216,90482,116376,139433,108085,91699
870810,"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, ...",303,372,441,417,591,551,595,627,599,1907,,3364,2406,1890,2607,3704,4836,6326,4609,10177,26953,,462157,495443,524330,490378,566902,662982,721075,717525,696929,798873
871410,"Parts and accessories of motorcycles, incl. mopeds, n.e.s.",491,578,704,889,848,1001,1039,1023,1257,1907,,165776,136350,179683,191029,192523,230513,270288,312022,303615,468151,,465458,503486,646554,610873,581491,640031,609581,624140,650522,765250
610821,"Women's or girls' briefs and panties of cotton, knitted or crocheted",67,173,363,191,167,674,1505,1223,1914,1901,,89689,85911,99252,98450,97799,87769,73219,80356,79736,145142,,202006,226842,246405,221972,220467,231196,253803,235972,243141,321635
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",0,93,0,0,0,0,0,67,2143,1897,,317,274,9363,373,516,1422,1316,10603,21288,46396,,411817,361751,326488,304617,321628,374881,449034,471320,404170,446134
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",718,959,1473,1102,1122,1460,1498,1740,1523,1883,,14410,18101,20705,18169,20216,25191,27966,26607,27048,31793,,19914,19536,21796,19566,16411,18277,15252,16533,16983,21626
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",208,227,564,312,846,840,2439,1661,2581,1876,,1018,1340,1392,3807,4791,4350,6704,7370,10413,19293,,919612,1421382,1427375,1267944,1278240,1630023,2001056,2011546,2876911,4412991
610333,"Men's or boys' jackets and blazers of synthetic fibres, knitted or crocheted (excluding wind-jackets ...",139,212,430,569,2210,1540,1668,1247,1936,1860,,14329,20596,16049,36434,74248,66890,54681,79728,64986,21923,,20547,19895,25938,25970,31065,37089,42001,44988,48479,56477
400121,Smoked sheets of natural rubber,385,100,340,741,911,376,769,1604,1689,1855,,209105,144833,121363,103212,111724,128969,132839,136503,104719,140412,,90323,115402,76805,43215,36554,64673,42370,41881,36147,55020
830130,"Locks used for furniture, of base metal",0,0,21,1139,1167,1512,1814,2086,3036,1849,,526,210,904,1899,791,289,561,716,549,2444,,10324,11892,11627,13509,14064,14310,16867,17633,16666,18094
610469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",30,325,1299,1955,1076,973,1002,1186,1071,1837,,102305,110859,137064,154432,155797,105932,149894,162263,129709,134536,,59474,74750,98668,95276,105361,112716,155569,150715,147167,198044
540219,"High-tenacity filament yarn of nylon or other polyamides (excluding sewing thread, yarn put ...",2190,4510,2885,1729,1565,1156,1463,1882,1363,1790,,12403,9791,10812,12168,14251,20361,35405,49167,41183,62819,,68459,62999,62013,46550,39400,41539,47485,40896,30711,35855
390761,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of >= 78 ml/g""""",0,0,0,0,0,0,342,2165,168,1780,,0,0,0,0,0,0,124946,376670,331449,477018,,0,0,0,0,0,313993,402918,319853,246141,280918
620590,"Men's or boys' shirts of textile materials (excluding of cotton or man-made fibres, knitted ...",704,712,605,933,1267,1490,1836,2642,1584,1779,,177279,112119,89969,94053,91255,99181,88994,110225,69845,28888,,21844,21738,23668,39844,37688,37504,43655,50131,50251,56713
401140,"New pneumatic tyres, of rubber, of a kind used for motorcycles",2916,2530,3726,2580,2772,2542,1364,1776,1389,1778,,66255,66096,76443,71844,70640,75072,76573,71771,69774,49836,,124947,142279,144077,122662,133047,129150,137786,125082,117429,141283
611012,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of hair of Kashmir """"cashmere"""" ...""",1,3,6,5,2,484,559,936,518,1775,,568,20984,811,1129,851,14698,64763,65405,43643,29107,,179456,175523,197985,158809,142169,160722,170498,173610,171787,201974
190220,"Pasta, stuffed with meat or other substances, whether or not cooked or otherwise prepared",106,110,40,124,578,943,1230,1548,2616,1762,,6734,13503,20992,24016,34969,50278,66096,83254,94096,69580,,188797,177355,191366,163297,164372,166395,196135,179091,195560,207397
852692,Radio remote control apparatus,53,16,3,11,61,1046,1488,600,938,1759,,281,101,378,191,401,1652,13481,14705,15713,142801,,192331,214831,230596,196806,227219,257496,280480,291906,262258,290375
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",28,6,41,0,4,6,12,233,2267,1744,,31708,20881,22548,19052,19474,22197,29193,47380,59526,74148,,2180632,2152492,2437505,2237633,2293669,2453285,2441451,2147311,1803399,2173576
