Product code,Product label,"Taipei, Chinese's imports from Singapore-Value in 2012","Taipei, Chinese's imports from Singapore-Value in 2013","Taipei, Chinese's imports from Singapore-Value in 2014","Taipei, Chinese's imports from Singapore-Value in 2015","Taipei, Chinese's imports from Singapore-Value in 2016","Taipei, Chinese's imports from Singapore-Value in 2017","Taipei, Chinese's imports from Singapore-Value in 2018","Taipei, Chinese's imports from Singapore-Value in 2019","Taipei, Chinese's imports from Singapore-Value in 2020","Taipei, Chinese's imports from Singapore-Value in 2021",Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
520611,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,172,0,0,0,35,,104,3,51,6,89,20,14,54,154,354
520613,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,29,,0,210,2,5,693,1917,2257,1917,1840,3499
520634,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,806,1020,713,0,0,0,0,583,0,4
520642,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,385,118,8,205,879,79,83,71,86,39
520831,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,907,597,757,211,553,9,38,81,63,33,,135,139,148,158,140,110,92,69,46,54
521059,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,44,102,105,215,121,185,33,15,51,0,,197,94,60,66,59,40,53,38,69,79
521149,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,261,339,358,320,163,99,71,11,93,28,,106,109,169,148,127,87,154,130,133,205
521151,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,12,10,15,19,4,1,14,11,3,0,,49,76,32,52,39,45,8,15,26,36
521223,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,119,19,192,27,105,116,220,12,1,33,,436,332,426,123,154,96,99,56,80,30
530129,"Flax, hackled or otherwise processed, but not spun (excluding broken, scutched and retted flax)",0,0,0,0,0,0,0,0,0,0,,0,12,0,0,0,0,0,0,0,0,,410,147,342,621,354,372,422,411,201,253
530500,"Coconut, abaca Manila hemp or Musa textilis Nee"""", ramie, agave and other vegetable textile ...""",0,0,0,0,0,0,0,0,0,0,,99,181,280,283,207,271,403,347,194,139,,724,712,700,622,562,508,601,355,545,708
540110,"Sewing thread of synthetic filaments, whether or not put up for retail sale",11,0,0,0,0,0,0,0,0,0,,2417,2046,1889,1647,2437,1317,1703,1005,806,759,,2309,2568,2072,2031,1759,1847,1937,1726,1739,1966
540120,"Sewing thread of artificial filaments, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,544,701,380,129,311,170,102,32,92,134,,1193,1264,1193,923,713,578,758,420,401,210
540219,"High-tenacity filament yarn of nylon or other polyamides (excluding sewing thread, yarn put ...",0,0,0,0,0,9,0,0,0,0,,251,138,129,33,188,41,19,52,76,35,,72870,72525,66946,63890,55022,67087,62332,63730,53093,68752
540245,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, untwisted ...",0,0,0,0,0,0,0,0,0,0,,200,237,191,270,205,184,92,95,107,125,,17737,15093,9753,8498,7280,5971,5159,5804,7311,15921
540247,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",0,0,0,0,0,0,0,0,0,0,,958,5516,10024,10195,15553,13577,11967,6001,1360,3056,,8504,9251,8821,8962,7443,7553,7234,8328,5073,10098
540259,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, with a twist ...",0,0,0,0,0,0,0,0,0,0,,74,20,22,0,35,52,53,1,0,0,,3675,3535,1214,1999,1625,2025,1317,429,650,2848
540262,"Multiple """"folded"""" or cabled filament yarn of polyester, incl. monofilament of < 67 decitex ...""",8,2,0,0,0,0,0,0,0,0,,380,44,107,280,996,1507,100,258,54,362,,3030,4354,3130,3496,2270,1743,1283,1042,1003,878
540342,"Multiple """"folded"""" or cabled filament yarn of cellulose acetate, incl. monofilament of < ...""",0,0,0,0,0,0,0,0,0,0,,9,16,0,27,9,3,0,0,0,0,,6,15,4,1050,1276,917,21,1,38,31
540419,Synthetic monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm (excluding ...,0,0,0,0,0,3,0,0,0,0,,2837,3039,4197,3333,3428,3095,7782,3589,3197,3974,,5522,6351,5768,5001,4340,4333,5190,5907,5587,7364
540600,"Man-made filament yarn, put up for retail sale (excluding sewing thread)",0,0,0,0,0,2,0,0,0,0,,173,8528,18518,76,56,33,13,4,6,3,,222,306,354,327,367,331,150,118,190,105
540769,Woven fabrics of yarn containing >= 85% by weight of mixtures of textured and non-textured ...,0,0,0,0,0,0,0,0,0,0,,3287,1640,5986,2295,788,1185,874,1124,1115,848,,6332,5861,12674,8871,4782,7951,8214,11124,6451,6971
540794,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,144,72,2973,100,306,526,165,759,292,88,,753,513,622,263,159,153,125,127,69,86
550311,"Staple fibres of aramids, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,45,2911,993,16,8,2,47,2,17,2,,14994,13883,26282,13817,12918,12850,14849,17137,10419,15186
550610,"Staple fibres of nylon or other polyamides, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,2,2,0,3,2,2,,1742,1421,1832,1419,931,125,200,153,123,253
550912,"Multiple """"folded"""" or cabled yarn containing >= 85% nylon or other polyamide staple fibres ...""",0,0,0,0,0,0,0,0,0,0,,6,29,0,0,0,0,0,0,0,1,,23,4,57,33,68,91,64,16,62,92
550941,"Single yarn containing >= 85% synthetic staple fibres by weight (excluding sewing thread, yarn ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,77,2,147,404,189,353,508,90,282,402
550992,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,40,0,0,0,0,0,0,0,0,,526,687,327,63,50,97,2,0,54,0
551011,"Single yarn, containing >= 85% artificial staple fibres by weight (excluding sewing thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5551,17651,,2214,2279,2885,2359,5616,7272,5042,4409,5038,3116
551221,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, unbleached or ...",0,0,0,0,0,0,0,0,0,0,,257,12,80,8,34,4,5,4,23,7,,9,4,3,0,0,1,0,79,68,0
551291,"Woven fabrics containing >= 85% synthetic staple fibres by weight, unbleached or bleached (excluding ...",0,0,0,0,0,0,0,0,0,0,,182,357,16,0,5,25,4,13,0,81,,7,0,7,7,72,85,28,8,5,8
551313,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1036,1273,969,358,534,732,910,955,296,466,,347,239,285,205,161,161,309,1331,2655,4887
551323,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,194,70,27,180,119,476,191,286,127,219,,64,26,8,13,12,14,7,8,0,11
551519,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,3721,2189,853,1209,936,347,965,381,928,1403,,1601,1567,1271,1609,1158,1208,661,717,555,741
551599,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, other than those ...",0,0,0,0,0,0,0,0,0,0,,996,410,240,156,357,35,133,60,234,140,,258,190,175,208,163,151,167,96,113,140
551624,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,763,809,766,766,740,498,371,335,185,173,,22,33,41,15,17,35,40,403,1686,2549
560229,"Felt, not impregnated, coated, covered or laminated (excluding that of wool or fine animal ...",0,0,0,0,0,0,0,0,0,0,,659,718,807,215,863,239,243,104,211,172,,1256,1483,1403,1526,850,746,612,823,691,645
560811,Made-up knotted fishing nets of man-made textile materials (excluding landing nets),0,0,0,0,0,0,0,0,0,0,,9953,7640,6804,8563,7423,5566,5672,4496,5449,7716,,12248,11718,9285,7341,5767,5397,6679,5951,6004,6130
570190,"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ...",0,0,0,0,7,0,0,0,0,0,,3472,2260,1543,2135,1438,602,1087,1107,662,806,,470,315,688,995,1125,1196,1598,1611,1311,1871
570231,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",0,0,0,0,0,0,0,0,0,0,,654,224,142,395,269,586,302,158,167,129,,180,71,224,165,75,231,86,16,87,28
570292,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",0,0,0,0,0,0,0,0,0,0,,24,7,91,60,8,3,6,2,7,14,,590,571,742,583,626,645,724,897,1079,1409
570310,"Carpets and other floor coverings, of wool or fine animal hair, tufted """"needle punched"""", ...""",0,0,0,0,0,0,0,0,0,0,,970,2694,946,575,296,359,329,195,95,201,,1645,1266,1333,1146,1832,1706,1781,1678,969,1422
570330,"Carpets and other floor coverings, of man-made textile materials, tufted """"needle punched"""", ...""",0,0,0,0,0,0,0,0,0,0,,3021,1985,1033,1596,1467,1446,1492,1456,1031,921,,7715,7348,8502,8221,6772,7197,8441,9646,8464,9739
580121,"Uncut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,18,35,4,0,2,0,0,0,0,0,,7,0,24,64,43,85,28,19,10,4
580123,"Cut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,24,190,0,0,0,25,0,3,18,47,,16,74,45,1559,1786,2143,2731,1574,2379,2452
392520,"Doors, windows and their frames and thresholds for doors, of plastics",0,3,1,0,1,0,0,0,0,0,,1277,3164,3219,2104,1269,967,821,713,615,836,,1130,1103,901,1009,883,1109,1334,1174,3080,1573
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",0,0,0,0,0,0,0,0,0,0,,48,508,15,64,6,106,11,625,63,110,,282986,201690,151144,102302,93418,133444,99029,94000,86515,108403
392091,"Plates, sheets, film, foil and strip, of non-cellular poly""""vinyl butyral"""", not reinforced, ...""",0,0,0,0,0,0,0,0,0,0,,28388,20565,23157,16561,14832,13439,12509,11127,7581,6492,,14304,15133,17847,13909,12103,11083,11674,10320,9403,11094
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,427,578,775,389,613,451,1128,607,614,545,,444,484,341,285,171,605,919,1601,3770,2880
392043,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",0,0,0,0,0,0,0,0,0,0,,6317,5883,4708,5238,5214,6815,7372,6256,7760,8918,,1248,3451,3930,2944,2809,3473,3271,3293,3801,2807
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",0,2,0,0,0,0,0,0,0,0,,2144,2993,3880,4160,3573,3192,4243,2876,3900,4168,,2022,1880,1899,1966,1663,1594,2081,2015,1889,2405
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,84,149,16,5,,0,0,0,0,0,683,265,212,77,67
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,116,0,0,0,,0,0,0,0,0,8951,8708,8913,9127,10574
440392,"Beech """"Fagus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,68,77,56,67,69,0,0,0,0,0
440394,"Beech """"Fagus spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,31,0,0,0,,0,0,0,0,0,44,31,15,10,6
440500,"Wood wool; wood flour wood powder able to pass through a fine"""", 0,63 mm mesh, sieve with ...""",0,0,0,0,0,0,0,0,0,0,,147,460,271,311,261,317,79,131,800,46,,4509,3772,3736,2773,2943,3131,2799,2943,3090,4141
440690,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,140,0,0,0,0,,1712,677,854,623,1229,0,0,0,0,0
440710,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",0,11,0,0,0,0,0,0,0,0,,336,107,229,677,1414,464,0,0,0,0,,186932,225762,240153,220372,183770,2175,0,0,0,0
440722,"Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > ...",0,0,0,0,0,0,0,0,0,0,,0,24,0,0,0,0,0,0,0,0,,79,48,18,25,25,22,29,15,0,59
440794,"Cherry """"Prunus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,10,0,27,2,94,172,89,1,354,,452,152,283,345,91,43,81,73,106,84
440796,"Birch """"Betula spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,0,,0,0,0,0,0,351,565,709,694,566
441112,"Medium density fibreboard """"MDF"""" of wood, of a thickness <=?5?mm""""",0,0,0,0,0,0,0,0,0,0,,613,906,543,750,239,272,82,53,30,14,,9974,11362,11423,11109,10077,9967,10555,8407,9551,11478
441234,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,89,120,13,81,,0,0,0,0,0,11717,17837,9219,7301,6557
441400,"Wooden frames for paintings, photographs, mirrors or similar objects",0,3,2,0,5,14,0,4,0,0,,158,126,246,186,283,620,689,722,139,367,,2765,2981,3014,3177,3320,2441,2357,2958,2284,3146
441860,"Posts and beams, of wood",0,0,0,0,0,0,0,0,0,0,,60,225,442,1224,55,59,74,0,25,33,,219,573,331,315,723,366,1395,835,1328,633
460122,"Mats, matting and screens, of rattan plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,54,36,94,76,72,68,133,91,388,529,,303,359,302,187,85,81,44,76,44,60
460290,"Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting ...",0,0,0,0,0,0,0,0,0,0,,490,425,282,78,208,936,286,174,227,49,,1009,1134,1175,1440,1513,1156,1283,1103,1062,1479
470421,"Semi-bleached or bleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1245,1501,1642,2232,2079,2957,3391,2625,1259,971
470693,"Semi-chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,0,0,8,0,12,1,0,0,1,4,,12,6,0,2,3,5,7,10,11,23
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",0,0,0,0,0,0,0,0,0,0,,81,130,145,142,176,175,254,120,91,98,,302,268,265,210,348,272,328,293,281,305
110811,Wheat starch,0,0,0,0,0,0,0,0,0,0,,9368,5917,5898,5988,2634,4689,15566,11964,11108,8934,,1574,1025,2185,2181,2858,5655,2518,2264,3083,7273
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,0,0,,8,22,25,49,45,59,76,76,25,49
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,0,,0,36,0,0,0,0,0,18,1,0,,0,0,26,0,0,0,0,0,0,0
120799,"Oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, soya ...",0,0,0,0,0,0,0,0,0,0,,1264,497,394,441,528,642,387,574,554,362,,4800,9581,16724,11651,10617,14699,21958,21714,22061,22448
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",0,0,0,0,0,0,0,0,0,0,,1309,564,153,69,121,33,223,487,63,65,,439,232,395,386,375,252,400,226,382,228
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",0,0,0,0,0,0,0,0,0,0,,929,1048,660,401,329,267,383,412,244,53,,1839,1565,1522,1480,1675,1508,1978,2122,1827,1963
121010,"Hop cones, fresh or dried (excluding ground, powdered or in the form of pellets)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,8,7,,6,0,1,0,3,0,18,6,6,0
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",16,0,13,0,0,0,0,0,0,0,,10150,11460,5747,2912,1544,722,543,561,391,559,,4314,4260,3701,2846,3104,3488,5351,5803,5740,10187
140190,"Reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, lime bark and other vegetable ...",0,0,0,0,0,0,0,0,0,0,,35,87,24,42,566,27,33,11,13,7,,704,1145,1100,1049,1002,1046,1117,1557,1403,1979
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,0,0,0,0,0,0,0,0,0,0,,273,6,778,23,17,16,3,8,71,73,,67,72,15,3,2,1,11,2,10,1
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",0,0,0,0,0,0,0,0,0,0,,3717,3168,2719,2010,2092,1655,874,1089,862,745,,175,228,344,508,711,694,869,1068,1197,1425
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,12226,10217,8782,7249,8676,7628,2465,5893,6639,8833,,597,486,779,979,732,1292,1123,1165,1344,1142
160430,Caviar and caviar substitutes prepared from fish eggs,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,411,2168,0,0,0,0,0,0,0,0
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,930,2,5,2,5,1,0,1,,0,2,102,101,81,100,83,305,458,561
170111,Raw cane sugar (excluding added flavouring or colouring),3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,244423,160244,0,0,0,0,0,0,0,0
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",0,0,0,0,0,0,0,0,0,0,,224,371,11,15,19,19,22,49,27,35,,0,79,1334,329,381,435,801,472,728,473
170250,Chemically pure fructose in solid form,0,0,0,0,0,0,0,0,0,0,,245,345,253,866,589,188,530,216,219,200,,847,972,955,907,905,1052,1059,1174,1189,1672
180100,"Cocoa beans, whole or broken, raw or roasted",0,0,0,0,0,0,0,0,0,0,,3681,2289,733,267,13585,628,125,374,84,306,,13,43,57,53,72,95,236,105,113,162
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,0,0,6,4,35,12,5,0,3,77,,95,105,105,145,171,237,245,226,213,243
60410,"Mosses and lichens for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4996,5098,39,0,0,0,0,0,0,0
70110,Seed potatoes,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,16,0,0,40,0,15,39,19,21,0
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",0,0,0,0,0,0,0,0,0,0,,169,171,215,375,468,342,355,331,508,487,,7415,8444,7787,10323,14311,13135,12225,12556,10717,12033
70920,Fresh or chilled asparagus,0,0,0,0,0,0,0,0,0,0,,155,168,307,583,251,225,262,257,164,155,,7051,5545,8299,7680,6792,7171,7430,8628,5801,4778
70991,Fresh or chilled globe artichokes,0,0,0,0,0,0,0,0,0,0,,11,29,93,287,196,213,192,196,140,204,,0,1,13,11,9,5,8,19,8,3
71339,"Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""",0,0,0,0,0,0,0,0,0,0,,686,515,548,862,653,509,103,150,590,453,,1729,1851,2359,2368,1836,860,2441,2965,1880,2798
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",0,0,0,0,0,0,0,0,0,0,,407,429,545,753,453,446,621,745,901,913,,477,639,1069,1279,2018,1639,1424,1553,1561,1783
80122,"Fresh or dried brazil nuts, shelled",0,0,0,0,0,0,0,0,0,0,,17,39,85,40,106,376,121,82,81,171,,1,6,61,0,97,164,269,204,215,606
80232,"Fresh or dried walnuts, shelled",0,0,0,0,0,0,0,0,0,0,,1107,1248,1256,1205,780,1506,1726,1747,993,815,,25104,26480,28043,34384,24797,25485,23032,23460,23818,26266
80261,"Fresh or dried macadamia nuts, in shell",0,0,0,0,0,0,0,0,0,0,,74,1,3,14,20,24,24,46,77,19,,0,0,0,0,0,2,8,9,26,142
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,600,1815,1607,2911,,0,0,0,0,0,3515,2180,2778,3452,7957
80540,Fresh or dried grapefruit,0,0,0,0,0,0,0,0,0,0,,334,607,557,366,238,227,223,243,308,298,,3307,4241,3190,2275,2064,3239,2578,1764,2293,3094
80719,Fresh melons (excluding watermelons),0,0,0,0,0,0,0,0,0,0,,346,507,412,1601,2283,455,269,422,508,588,,1435,774,946,2189,3003,3307,3743,3719,3087,1867
80830,Fresh pears,0,0,0,0,0,0,0,0,0,0,,3980,4542,4043,4969,4769,2973,2736,2350,1775,2040,,0,208,3505,3770,22856,24181,24228,23376,23761,26035
81070,Fresh persimmons,0,0,0,0,0,0,0,0,0,0,,348,497,631,714,403,554,553,348,491,690,,0,3,147,134,173,206,124,170,194,347
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",2,0,0,0,0,0,0,0,0,0,,89,134,138,3913,300,199,390,348,309,355,,4406,4766,4798,5374,6646,9180,7836,9765,9142,10059
90210,Green tea in immediate packings of <= 3 kg,0,0,232,10,0,0,0,0,0,0,,4903,4015,5085,6627,7290,7330,8580,10917,6743,6061,,995,1230,1750,1781,2200,2308,2355,3070,3364,4309
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",0,0,0,0,0,0,0,0,0,0,,445,599,504,1210,733,703,731,726,864,785,,0,285,3274,3617,4214,4616,5400,5080,6211,7404
90500,Vanilla,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,197,295,0,0,0,0,0,0,0,0
90510,"Vanilla, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,56,513,2204,189,1721,450,217,159,96,298,,0,14,357,528,849,608,897,806,392,502
90932,"Cumin seeds, crushed or ground",0,0,0,0,0,0,0,0,0,0,,284,141,133,294,614,83,155,90,101,45,,0,5,33,24,21,68,43,66,30,38
91010,Ginger,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,503,597,0,0,0,0,0,0,0,0
91012,"Ginger, crushed or ground",0,0,0,0,1,0,0,0,0,0,,107,141,192,260,245,263,323,93,234,255,,0,5,84,503,60,88,148,188,97,153
100610,"Rice in the husk, """"paddy"""" or rough""""",0,0,0,0,0,0,0,0,0,0,,0,59,2,10,0,0,0,0,3,31,,3,4,2,0,3,2,11,4,6,4
100630,"Semi-milled or wholly milled rice, whether or not polished or glazed",0,0,0,0,0,0,0,0,0,0,,56090,68351,82443,62094,24808,35158,23629,35526,46105,65922,,42922,39456,49969,57700,52031,51311,46920,48366,51013,52026
