Product code,Product label,United States of America's imports from Russian Federation-Value in 2012,United States of America's imports from Russian Federation-Value in 2013,United States of America's imports from Russian Federation-Value in 2014,United States of America's imports from Russian Federation-Value in 2015,United States of America's imports from Russian Federation-Value in 2016,United States of America's imports from Russian Federation-Value in 2017,United States of America's imports from Russian Federation-Value in 2018,United States of America's imports from Russian Federation-Value in 2019,United States of America's imports from Russian Federation-Value in 2020,United States of America's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
540220,High-tenacity filament yarn of polyesters (excluding that put up for retail sale),31,633,57,0,0,0,45,9,0,13,,172,30,36,24,104,920,127,1031,589,574,,204311,211703,249931,261045,241711,287207,386646,279314,200445,288365
491000,"Calendars of any kinds, printed, incl. calendars blocks",27,20,19,5,9,12,17,12,11,13,,883,978,594,921,716,732,691,842,684,946,,147327,150751,148697,151870,148214,146893,156689,171720,157558,167608
350699,"Glues, prepared, and other prepared adhesives, n.e.s.",4,0,0,0,46,16,27,18,0,13,,1894,2044,2566,1936,2394,2288,2118,2683,2489,2731,,34478,36401,33411,34180,42189,48293,58679,57832,48314,67790
731100,"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ...",155,11,24,16,80,2,0,7,4,13,,15688,27815,15706,16727,13303,16117,14195,23459,31251,24021,,263883,260985,237305,229279,258796,282387,331823,301658,319179,463152
71239,"Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared ...""",61,69,20,20,28,29,83,25,23,13,,1117,1988,1635,1205,3396,3683,2548,836,2322,7593,,18378,17867,24099,22758,19400,20689,26998,16663,19166,25067
151790,Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...,5,7,13,16,15,39,8,5,0,12,,145784,151881,143601,111160,116806,148208,113777,127331,143828,308730,,176471,207396,166613,144302,160917,172003,156224,145660,175611,222359
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",56,37,12,0,22,18,19,19,3,12,,62,47,3,6,25,32,9,2,2,2,,479,859,209,320,1000,497,232,207,150,162
340219,"Organic surface-active agents, whether or not put up for retail sale (excluding anionic, cationic ...",0,0,35,0,0,0,0,2,10,12,,1652,2965,2796,2288,2288,2657,3363,4975,5030,3980,,38731,30110,29223,29573,24490,24237,30094,25689,40710,53022
320650,"Inorganic products of a kind used as luminophores, whether or not chemically defined",9,3,0,7,50,7,0,11,0,12,,136,33,179,24,125,86,71,72,98,114,,25704,59684,43702,43477,28187,22321,22660,15023,10955,15025
620211,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",0,6,37,33,1,18,38,1,0,12,,18878,7379,5063,3575,2181,1469,2976,9620,25870,22740,,214320,215344,253939,248634,198575,179100,190578,192870,122692,139193
731829,"Non-threaded articles, of iron or steel",38,39,45,25,8,12,6,22,37,12,,2271,3394,3171,3212,3976,4251,5163,6898,6576,8300,,318070,326144,351885,345785,322561,326932,360648,372077,301755,393849
720890,"Flat-rolled products of iron or steel, of a width >= 600 mm, hot-rolled and further worked, ...",0,0,153,782,0,0,0,0,0,12,,30969,19378,24642,9101,8754,15249,12183,16119,13300,24723,,5403,5072,5045,22594,3729,2494,1126,680,663,1446
852610,Radar apparatus,5,1628,7,0,58,0,0,11,0,12,,357342,295156,144026,274794,691119,388498,204903,913785,127184,590992,,504645,512874,730420,699343,704607,924848,1222851,1268023,1037398,1059063
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal ...",0,0,0,0,0,6,0,0,0,12,,10438,10708,8313,5501,5936,6098,6036,6150,6345,9892,,30623,36489,57852,102299,84632,114573,131215,141797,97298,117576
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",108,66,45,0,0,0,0,10,51,12,,5027,6437,4784,7042,4800,3394,4337,5106,4427,9924,,1035154,1047508,1282855,1266310,1290416,1376778,1417985,1192784,1018536,1302830
630532,"Flexible intermediate bulk containers, for the packing of goods, of synthetic or man-made textile ...",3,0,0,0,0,0,0,0,0,12,,6685,11138,13230,11867,12041,18619,21402,31376,33867,40845,,292637,323871,363514,371485,320229,373002,448730,423617,389670,518717
620111,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",0,3,1,2,1,12,0,1,2,12,,282,267,492,353,387,374,713,4365,13314,11356,,128027,114009,131992,135268,105134,93455,90646,101781,58801,61691
902519,"Thermometers and pyrometers, not combined with other instruments (excluding liquid-filled thermometers ...",0,0,12,22,15,6,7,14,10,12,,8832,10926,9037,8607,7956,9295,9074,11528,10500,11558,,432589,492473,544755,550524,556062,623654,669825,608990,1335798,789725
392630,"Fittings for furniture, coachwork and the like, of plastics (excluding building components ...",1,2,2,1,1,10,34,6,15,12,,3072,4987,4246,2993,3309,4509,4456,6586,8087,9432,,325744,383202,476999,550889,619977,657292,726509,778332,649312,786879
320419,Synthetic organic colouring matter and preparations of the kind used for colouring any materials ...,0,0,0,0,0,0,3,3,3,12,,468,575,918,776,1163,2031,2433,2181,2241,2889,,103902,101480,106545,103692,98700,99441,151825,123528,98063,101052
611120,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excluding hats)",3,0,0,49,3,9,7,8,9,12,,1629,2381,3031,2753,2809,3777,4408,7314,9434,13014,,1570925,1648041,1633628,1719822,1576404,1605457,1656389,1582551,1340095,1853278
853649,Relays for a voltage > 60 V but <= 1.000 V,0,0,0,6,0,4,0,22,0,12,,15825,19233,14545,8358,9642,11712,12938,17308,15510,19365,,581911,540051,508844,528061,474231,516364,519759,455730,401482,523348
961800,"Tailors' dummies and other lay figures, automata and other animated displays used for shop ...",0,0,0,0,4,4,0,4,0,12,,361,441,500,347,380,714,942,1139,665,760,,112573,121257,125482,116925,105424,87007,89338,86420,43436,74874
640690,"Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings ...",4,0,0,0,3,0,0,5,1,12,,2160,2440,3081,2749,3141,2324,3053,3407,2739,4134,,202713,212944,226441,215166,222239,196282,208944,206667,143752,207686
630491,"Articles for interior furnishing, knitted or crocheted (excluding blankets and travelling rugs, ...",11,11,4,16,13,13,30,7,2,12,,1,41,58,157,51,95,50,25,185,247,,198442,195979,222714,215620,191208,235068,258227,284210,239123,291992
851690,"Parts of electric water heaters, immersion heaters, space-heating apparatus and soil-heating ...",0,0,0,0,90,40,0,10,0,12,,368,1046,498,381,361,667,976,998,919,1878,,457147,432340,552350,603209,504876,502137,518574,472885,505654,621188
850120,"Universal AC-DC motors of an output > 37,5 W",0,0,9,0,0,0,0,135,0,12,,1770,2778,1566,1555,898,1760,1077,1203,1399,20489,,141689,140737,151400,203733,154596,149050,154085,135875,101507,140433
841790,"Parts of industrial or laboratory furnaces, non-electric, incl. incinerators, n.e.s.",0,0,13,0,0,0,0,0,0,11,,19003,25975,9199,2899,2260,1700,2625,7314,4821,8357,,166753,145086,185721,197836,194469,143429,161718,203844,162648,186515
283329,"Sulphates (excluding of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",0,0,0,108,75,3,3,37,0,11,,19244,24965,21971,12906,10828,12822,17560,8552,9659,16003,,134452,140276,142531,158522,136124,168724,205032,141503,158677,227881
310510,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, ...",0,0,0,0,0,0,0,0,0,11,,3482,2341,754,480,630,1072,1149,1528,4692,16489,,17204,24415,29958,35345,30309,31924,27422,32849,47865,55034
200310,"Mushrooms of the genus """"Agaricus"""", prepared or preserved otherwise than by vinegar or acetic ...""",0,0,0,0,0,0,0,0,0,11,,151,168,149,248,418,562,570,634,761,868,,125017,101008,111894,109097,107830,105609,106404,110378,112812,142637
290819,"Derivatives containing only halogen substituents and their salts, of phenols or phenol-alcohols ...",62,3,79,6,9,3,12,6,24,11,,561,1334,3574,5465,8676,2917,49,24,30,84,,22849,27073,23708,20979,22578,23043,20297,14132,19223,17295
842381,Weighing machinery having a maximum weighing capacity <= 30 kg (excluding balances of a sensitivity ...,0,0,0,0,0,0,0,0,15,11,,1606,2668,2893,2528,2615,3222,3913,4141,4715,5263,,103016,120370,127623,138497,145242,132886,135223,98799,105082,146738
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",0,0,16,5,14,10,34,18,4,11,,15614,19155,13418,11092,12437,13999,14774,17596,17261,22423,,3456726,3775945,4251778,4645943,4561752,4457651,4614722,4493339,3748773,4233676
680422,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",4,7,19,73,12,0,0,43,38,11,,36400,34021,28416,18911,20289,24744,27176,25682,24347,26403,,199571,193425,206022,213971,202356,219895,240096,216081,200059,252236
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",6,0,0,0,0,0,0,0,0,11,,5588,2264,235,1792,228,260,137,208,94,636,,340168,538866,580790,614618,1150916,458659,473437,339150,4681281,2756099
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,11,6,7,0,19,23,20,30,2,11,,27690,36616,27687,21655,19375,31865,51214,55823,36148,34471,,2204690,2584285,3062399,3281136,3482281,3615125,4074984,4063774,3737736,4472072
848210,Ball bearings,1197,870,630,3,18,20,0,11,2,11,,52030,52306,52832,36648,32590,50900,46690,51479,46806,49150,,1193676,1166030,1240650,1192716,1093244,1211313,1285471,1251731,1026457,1341433
741810,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",12,29,0,3,24,0,7,0,0,11,,38,100,82,128,185,470,255,250,288,444,,38332,38237,42446,56682,55156,55679,42502,34450,30003,40990
60490,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,0,0,0,0,0,0,0,0,11,,159,120,152,161,122,110,218,272,303,772,,61717,56953,51624,56476,57925,55271,66722,65343,62086,83830
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",0,0,0,5,1,3,3,7,0,11,,856,1620,2466,2676,2334,3226,2855,2300,1530,1632,,971753,985646,992307,933129,868623,797815,799756,729141,471287,580717
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)",0,0,72,22,8,3,29,17,22,11,,103,103,194,320,678,563,610,690,694,1030,,230293,261524,255528,268866,256495,253222,281576,260778,247761,328749
821420,"Manicure or pedicure sets and instruments, incl. nail files, of base metal (excluding ordinary ...",0,0,0,0,0,5,15,29,4,11,,459,448,453,448,548,559,701,1013,1117,1484,,85725,87932,101648,122069,90611,94092,106372,112626,145385,156429
871639,"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excluding ...",0,0,0,0,0,0,40,0,23,11,,85567,70393,42860,48482,61152,27428,20253,25572,19744,32916,,787315,863645,1146781,1573025,1496725,1813545,2284063,2153629,1577952,2235849
100390,Barley (excluding seed for sowing),10,22,10,35,34,17,5,11,18,11,,896693,553010,783410,888293,423284,730654,1022157,760432,897110,964468,,160511,126689,152517,133853,77232,51780,37185,33875,37063,59640
722860,"Bars and rods of alloy steel other than stainless, cold-formed or cold-finished and further ...",0,0,0,0,0,89,0,0,0,11,,14695,11273,11695,9171,6188,7792,5841,3850,1614,4045,,35736,16467,31808,35236,19350,22156,15756,7144,4994,15611
620469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials ...",0,8,12,14,0,4,2,15,21,11,,393,1290,2405,2022,2961,4965,4410,2291,1894,2735,,574182,509663,585672,662103,644747,617839,678345,677867,489045,495349
620630,"Women's or girls' blouses, shirts and shirt-blouses of cotton (excluding knitted or crocheted ...",0,6,27,18,31,27,15,14,15,11,,936,2022,3656,2887,2380,3607,4289,3917,2671,3661,,1036540,1200629,1070419,1077025,1032038,966824,919010,825301,588786,725452
871499,"Parts and accessories, for bicycles, n.e.s.",0,0,0,6,3,3,11,10,0,11,,807,1024,1016,316,300,1593,335,465,677,1520,,202824,181430,189080,192046,175256,193973,207719,224803,230638,360278
731822,Washers of iron or steel (excl. spring washers and other lock washers),13,57,12,13,54,57,144,54,108,11,,5302,6662,5883,4292,4277,5680,5506,5043,4854,7078,,263098,269728,285287,276073,247852,265301,315798,288083,232183,325603
950710,Fishing rods,0,0,0,0,0,0,0,0,0,11,,43,241,282,241,273,402,504,630,766,870,,146018,165278,176328,162982,169307,186303,205286,204971,225416,324277
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,0,0,0,0,0,0,0,0,17,11,,61,6,19,37,23,53,67,38,294,316,,236522,195119,199602,197891,162039,174852,127139,142650,172352,205072
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",13,0,0,0,0,0,0,0,0,11,,210,213,103,101,2398,4537,1535,2573,2056,3759,,34459,33291,36326,39901,34362,33520,40156,38270,30278,40806
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",3,0,0,0,0,0,0,0,11,11,,27,11,12,17,3,15,4,3,16,5,,14054,14664,18676,13923,11196,11179,10608,12405,14353,14128
850519,"Permanent magnets and articles intended to become permanent magnets after magnetization, of ...",0,18,9,9,10,3,3,15,0,11,,641,399,816,510,585,1160,1137,1454,1958,3039,,103830,98270,117961,115398,114177,115548,124264,85652,68824,85792
940370,"Furniture of plastics (excluding medical, dental, surgical or veterinary, and seats)",4,15,1,3,24,25,1,4,4,10,,2066,2570,1794,1708,3395,4323,5088,12169,9162,13598,,447311,502586,569943,745622,1045936,1181568,1123150,949215,864996,992793
611020,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted ...",56,69,86,116,55,17,24,19,4,10,,8944,13609,18766,11879,12106,14624,14630,17648,18911,27437,,8327039,8652973,8432287,8115475,7097366,7088824,7638966,7895411,6332274,8705141
620219,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",0,6,5,3,1,5,1,0,0,10,,1118,2024,2757,1743,2103,1853,1304,1581,1068,909,,9319,9756,10729,11884,11886,10797,12272,13357,9129,11358
481310,Cigarette paper in the form of booklets or tubes,0,0,0,0,0,45,0,0,0,10,,1,29,11,120,2,59,43,91,386,52,,92190,85041,87330,80720,80517,86775,101383,122629,120887,171891
611011,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of wool, knitted or crocheted ...",0,1,5,6,23,3,9,2,0,10,,994,758,1097,970,1205,1923,3528,11535,28843,27528,,424412,424986,506112,451652,415225,370203,380338,369923,250938,364765
30552,"Dried tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,10,,0,0,0,0,0,270,156,275,390,318,,0,0,0,0,0,2663,4950,5475,5365,4265
961700,"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)",3,0,0,0,0,0,0,3,0,10,,1670,1486,1228,548,728,1486,1623,2598,2076,3072,,124945,151662,194652,374227,579076,407309,494459,580463,518532,817240
846310,"Draw-benches for metal bars, tubes, profiles, wire or the like",0,0,0,0,0,0,18,0,0,10,,359,184,449,748,26,230,916,1,106,370,,18681,27138,17040,33143,32055,19579,35276,27216,16977,12298
110320,Cereal pellets,0,0,0,9,5,8,12,37,0,10,,49,2,1,1,2,267,9,88,115,145,,2980,2919,5361,5674,4739,6599,3969,5150,5285,5181
40140,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing ...",0,6,0,0,0,0,0,0,0,10,,3048,1477,1506,1354,1488,2603,2894,3176,3158,3605,,1248,1560,1320,2238,2219,2115,1677,2399,4286,3463
611790,"Parts of garments or clothing accessories, knitted or crocheted, n.e.s.",0,0,0,1,0,3,0,1,2,9,,1352,6936,8196,5248,6904,9270,8042,1322,2251,2449,,9418,9574,10320,9596,8204,7360,6061,5492,5355,6871
841891,Furniture designed to receive refrigerating or freezing equipment,22,94,86,0,0,17,0,0,0,9,,2867,3681,3152,2585,1989,2599,2639,2757,3446,4863,,4422,3955,3692,4524,5777,11067,10944,12678,15114,25764
701610,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar ...",0,4,0,0,0,0,0,0,105,9,,28,146,473,535,694,799,899,674,519,462,,186262,221738,238738,249382,229229,220372,215668,159217,148456,200859
620461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",3,0,11,19,8,5,6,0,28,9,,2316,3264,2160,177,169,175,263,191,137,158,,67640,63549,62720,57970,64791,50693,54952,47723,29933,26119
950612,Ski bindings,0,0,16,0,0,0,0,0,0,9,,130,279,239,111,80,117,157,320,170,535,,61295,55574,61906,66290,53084,56998,66065,70931,64333,84325
940190,"Parts of seats, n.e.s.",2,0,126,8,20,177,33,26,24,9,,9363,12511,10023,8147,6415,15502,10702,10789,8011,13217,,8535193,8930647,9886493,10591022,10700043,10027317,10346533,9981184,8022816,9332611
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...",0,0,3,0,17111,0,37818,43,0,9,,252619,267897,125647,78259,110966,195831,286629,322756,158767,83653,,104080,158527,225778,248002,393764,500862,506406,277634,222226,107498
440420,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,9,,5,0,177,82,56,159,199,217,716,343,,1492,680,1324,1023,1019,1444,2104,2303,2326,2512
440131,Wood pellets,0,0,0,0,0,0,0,0,0,9,,109024,124459,126659,99368,107949,142579,186434,266590,289030,289351,,18438,31401,47029,45782,34745,41130,44890,45636,46011,46823
820770,Interchangeable tools for milling,16,4,0,13,21,4,0,12,2,9,,92312,5241,3581,2380,1864,3100,3819,3609,4223,4528,,242254,258730,283647,275859,278853,316329,368246,295104,251149,292932
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",0,0,0,0,0,1,1,28,3,9,,2627,7840,6013,6101,7909,6337,4391,4819,6202,8940,,212783,200462,217083,292904,314889,425870,520927,695354,582576,894689
30569,"Fish, salted or in brine only (excluding fillets, offal, herring, cod, anchovies, tilapia, ...",0,0,8,57,240,264,230,206,99,9,,995,1614,1740,1369,1414,922,592,1297,912,699,,21650,23284,20516,17871,20913,24364,25289,25418,25916,25479
621600,"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ...",2,0,2,4,1,1,2,4,0,9,,2241,3048,3257,1941,1680,2070,2197,2513,2475,3204,,344341,320239,379420,381571,307412,317077,359933,365824,320977,343267
732181,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",0,0,0,0,0,0,0,0,0,9,,206,413,130,224,157,555,529,707,1101,2024,,157414,172388,201763,233946,252750,236907,260530,301864,318309,592711
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",8,4,0,39,6,17,5,40,0,9,,20117,32037,13900,7859,23196,10245,9513,13427,11486,16731,,2464074,1645212,1985326,1991890,1580405,1583599,1583052,2024588,1866041,2334796
