Product code,Product label,"China's imports from Taipei, Chinese-Value in 2012","China's imports from Taipei, Chinese-Value in 2013","China's imports from Taipei, Chinese-Value in 2014","China's imports from Taipei, Chinese-Value in 2015","China's imports from Taipei, Chinese-Value in 2016","China's imports from Taipei, Chinese-Value in 2017","China's imports from Taipei, Chinese-Value in 2018","China's imports from Taipei, Chinese-Value in 2019","China's imports from Taipei, Chinese-Value in 2020","China's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
843139,"Parts of machinery of heading 8428, n.e.s.",4682,8012,16646,10848,8332,7654,11891,7831,7406,6508,,70300,78793,89709,81725,86934,98539,117728,175676,150911,211635,,236344,314004,305864,293219,299546,352377,394139,351219,309248,383264
731511,Roller chain of iron or steel,2735,3299,3890,4472,5049,4635,5379,4841,5158,6444,,57981,59971,67502,63147,59351,66261,70453,67493,74726,96592,,62349,69793,72322,71552,57352,58431,65923,64629,64111,71024
690911,"Ceramic wares for laboratory, chemical or other technical uses, of porcelain or china (excluding ...",2470,4484,4300,4744,4273,5398,4308,4761,5564,6366,,1451,1783,1834,3825,12065,14774,21167,24829,30361,38496,,30552,39384,42141,36317,38449,52500,70126,66326,73803,110977
390920,"Melamine resins, in primary forms",7203,8591,9649,8047,8501,7994,6552,5891,4854,6339,,18970,25497,26151,24006,24460,24069,25930,24951,21384,27983,,53686,54565,60026,51043,51632,51969,46127,37509,33987,34985
700910,"Rear-view mirrors, whether or not framed, for vehicles",2139,3849,6420,5320,6443,7244,7108,4882,4563,6336,,163423,179717,197996,184715,178139,189120,185969,183627,172530,218133,,134457,158954,220079,210024,225543,254976,294939,279833,350052,400055
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.",7722,7267,7116,6577,5591,5214,5589,4614,4580,6321,,13060,16712,16637,17004,13863,17653,20805,25761,21743,24589,,44295,43162,46091,40473,32998,46508,76613,39116,42814,43809
292519,"Imides and their derivatives; salts thereof (excluding saccharin and its salts, glutethimide ...",484,374,811,716,786,1217,1652,1629,3954,6315,,180,166,1112,843,930,1245,1691,2229,5301,9096,,6824,6510,6207,5167,5166,7714,6986,12121,17417,26727
591190,"Textile products and articles, for technical purposes, specified in Note 7 to chapter 59, n.e.s.",14078,9814,7711,5574,4765,5646,6957,5777,5618,6302,,63250,58210,45233,37165,40271,34011,34105,28660,23313,26377,,211305,244582,253088,225959,221785,233074,245530,273107,248335,252668
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof ...""",144,471,1183,0,512,1452,7830,9071,9445,6289,,3847,4181,4908,5012,4951,5904,4218,7032,10557,9670,,190291,268396,295099,285835,259157,305439,296991,275841,251688,348633
482390,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a ...",16295,13351,11380,7595,7443,7668,6693,7165,7802,6282,,216257,207714,221400,196421,180398,186682,178475,163500,133349,94903,,147277,133309,136112,133704,143430,154486,160672,137134,166062,177904
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",2668,8410,8747,7999,5145,5435,5478,6694,10694,6261,,3244,5007,5958,8344,11651,8259,11545,12989,21006,11564,,51172,74925,102621,123947,124524,131654,145949,184950,333076,225251
902519,"Thermometers and pyrometers, not combined with other instruments (excluding liquid-filled thermometers ...",2295,3098,2081,2634,3635,3204,3218,3901,8719,6249,,14123,12854,12761,12637,14666,15588,17835,17859,68006,37107,,135712,177434,209698,228181,256031,287238,356190,399771,608865,597313
820540,Hand-operated screwdrivers,6235,5472,4471,3707,4101,3661,4449,4688,5667,6245,,54250,50554,52754,54848,57604,65212,73017,76252,78703,101979,,15617,11706,11255,15463,18404,16373,18634,17710,16955,18049
850519,"Permanent magnets and articles intended to become permanent magnets after magnetization, of ...",4575,4836,4557,4015,5501,4845,5109,4299,5455,6202,,8861,7656,7542,7517,8515,8839,8253,10704,10741,10348,,185631,168825,167111,157274,154482,149504,151231,120106,106062,117359
820412,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, adjustable ...",4447,4807,4262,4372,4282,5547,6361,5322,5525,6202,,110088,102249,98069,90857,72583,83345,93852,100205,101997,125612,,17909,15311,14479,14789,13990,15364,17068,14312,12164,13258
851830,"Headphones and earphones, whether or not combined with microphone, and sets consisting of a ...",2542,7112,4555,3950,6670,4569,3391,5040,6474,6198,,76093,65014,56962,59049,59944,65275,69332,67987,83918,90511,,1395963,1571255,1352705,1424893,1581970,2065799,2043631,2115028,1401396,389080
740311,"Copper, refined, in the form of cathodes and sections of cathodes",102,32,26,16,31,10071,14467,4638,14392,6183,,4398,1128,942,1342,122896,493172,695073,612357,348823,176185,,27304515,23583058,25183254,20737772,17811085,20243992,24874257,21259050,28175550,28316717
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",447,626,2213,439,1068,2271,7026,9917,9233,6137,,19014,18564,21515,20365,24479,25958,27208,32354,24517,29677,,60832,67406,88415,99528,105487,119952,159916,195339,146198,212779
392112,"Plates, sheets, film, foil and strip, of cellular polymers of vinyl chloride, unworked or merely ...",9195,9230,9042,9307,7503,6684,5786,4804,4566,6121,,31542,41882,39420,38255,38035,40696,41538,39501,40738,59318,,127341,149169,166727,177376,178377,153423,151133,158307,164060,151512
722860,"Bars and rods of alloy steel other than stainless, cold-formed or cold-finished and further ...",4225,5703,3255,3224,3696,3788,5129,4141,6433,6087,,19852,17706,18776,19072,15176,17158,15581,13585,15953,21362,,30682,27230,23591,25541,27720,34425,34749,26340,26954,28326
220210,"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption ...",632,762,970,989,605,2204,2782,3410,4083,6080,,11647,10731,11066,17138,15481,16484,16302,17208,12676,16578,,7879,10928,18319,32081,40790,114407,111273,107091,197885,236494
392330,"Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of ...",10280,10529,11500,13401,11039,8078,9340,8213,6109,6070,,129512,125376,129200,123038,130819,130598,145869,142001,142548,153011,,70326,78765,79391,77607,80429,88693,103471,96753,81386,75870
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,459,0,0,146,0,5,4645,0,18,6037,,5135,3743,4082,2793,4635,8056,3152,4861,13511,7976,,487217,622248,627428,890261,956099,2170018,3695586,1992464,2430149,4149926
292212,Diethanolamine and its salts,1964,2593,1496,3015,797,1542,1817,2161,8056,6034,,4042,6343,5087,10434,5679,3745,3301,4633,8242,7506,,58511,48658,61549,49318,58111,75639,92573,76590,104194,82761
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",3786,4621,6900,8298,7406,9772,11894,9608,8346,6031,,159598,165428,178351,162831,151872,144201,134349,127443,145800,140761,,79443,81419,93281,106324,115463,127885,136712,140401,129704,120720
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",10171,8885,9859,9404,7193,6998,8230,6606,5037,6024,,57724,59181,64272,63457,57429,57801,72138,70231,57221,69396,,182064,184619,188190,165619,156825,158952,146068,122754,121428,142988
401140,"New pneumatic tyres, of rubber, of a kind used for motorcycles",120,157,478,542,627,923,1158,1862,4593,6024,,147416,139220,140397,128733,116519,123396,119526,115809,124050,149570,,4048,2198,5048,1242,2019,5000,5883,10077,16065,20416
848041,Injection or compression-type moulds for metal or metal carbides (excluding moulds of graphite ...,15147,13537,17934,10686,9524,10682,10329,9825,7359,5966,,78351,74505,76160,66566,68749,63518,70056,66657,47789,49218,,202005,211153,207944,189315,176132,135864,157880,134677,93770,83773
560393,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 70 ...",4924,4404,3392,3605,3586,3638,3092,3566,5113,5961,,10930,13356,14365,12925,10604,12805,12732,14066,14942,20521,,112519,105636,74542,42341,48234,55288,64462,65629,82124,99533
540411,Elastomeric monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm,2937,4475,3642,2414,3795,4243,4173,3642,4503,5951,,819,744,692,465,350,315,583,445,261,164,,30521,26251,20000,20468,21668,19078,19248,22402,20725,18202
710610,"Powder of silver, incl. silver plated with gold or platinum",37783,15759,16047,71019,85920,33969,38200,13423,5364,5944,,30994,13628,10405,65118,85285,128816,139543,16090,18989,19285,,288742,204715,204294,246031,383665,850748,871134,890076,1229278,1382483
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ...",4745,4825,6161,5992,5236,5460,5544,6614,9821,5908,,3509,5909,8828,9603,7413,7941,8608,10954,12578,10334,,29184,26215,30858,31189,26892,30698,37247,31874,32757,29282
846692,"Parts and accessories for machine tools for working wood, cork, bone, hard rubber, hard plastics ...",2406,2421,3061,2855,3486,3283,6847,7404,4893,5905,,104382,99883,101106,88745,88600,97367,100246,91854,98117,126963,,27599,28603,45055,30553,40358,47050,49891,43208,34369,36705
790700,"Articles of zinc, n.e.s.",4686,4488,4589,4274,4217,6797,6074,4310,4919,5905,,81341,81285,89581,88951,93301,105318,114100,97494,88210,105494,,22838,29449,33522,26685,28379,33829,41044,40745,38332,49105
901180,"Optical microscopes (excluding for photomicrography, cinephotomicrography or microprojection, ...",1814,2288,2267,2999,3739,3224,4726,2167,2906,5902,,14472,12051,12295,12818,13334,15700,15705,12554,11362,12844,,119822,125734,116451,122718,128806,127050,133386,130472,118959,105300
732190,"Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.",4820,6813,5821,8299,8076,14296,10841,8520,9203,5892,,66375,63472,58055,57348,57313,55528,50791,52653,57956,79650,,15827,19430,19078,19962,19409,26008,20978,16458,16970,16642
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",20250,17106,16415,15534,11306,12128,10814,8894,5159,5877,,87694,75775,57515,53750,49468,49965,58903,48832,32047,39958,,94308,87517,84053,71289,55049,57002,57476,49424,37568,42911
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),13135,4659,3947,3702,5617,5539,3563,4323,8187,5844,,44375,46969,52963,50500,52176,55035,53545,60322,46884,45988,,715303,811183,821741,771293,615714,699665,910994,807907,832421,898990
920999,"Parts and accessories for musical instruments """"e.g. mechanisms for musical boxes, cards, ...""",11025,9162,10122,10694,8623,7920,9403,9631,5695,5843,,86212,79895,74664,68794,62334,64012,69566,65224,53274,61599,,49604,45022,34604,33736,34642,35625,40128,37598,25373,26294
410631,"Hides and skins of swine, in the wet state (incl. wet-blue), tanned, without wool on, whether ...",7914,5034,1461,5181,6560,4021,3345,5542,6749,5828,,13385,12130,10989,22832,26747,17124,14127,10063,9618,11637,,15012,16581,15324,22374,26305,24376,23846,38724,49482,52652
480258,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",8380,8764,9353,8409,10852,9581,11178,11189,6562,5816,,12104,13378,13317,11538,13063,13564,13766,14930,8647,10523,,41181,40059,44470,51175,50173,58162,68148,64088,54646,67032
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,3875,3494,4325,3173,3791,4205,3307,2655,2553,5809,,7228,7345,8411,6326,6167,7301,6566,4075,4230,4765,,58309,68933,82446,67168,73673,76374,82236,80536,94092,111332
761610,"Nails, tacks, staples, screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers ...",6974,4987,3821,3110,2504,2746,3485,3169,3851,5790,,15621,13596,13488,12697,13540,15004,18429,19069,16182,24391,,106576,98350,94425,96114,103534,98931,97840,104630,88780,99583
871420,"Parts and accessories for carriages for disabled persons, n.e.s.",6925,5823,6842,6677,4626,4934,5186,6077,5023,5758,,54819,58282,67378,72048,70444,79767,83818,87212,76044,96194,,18275,13083,16236,14318,12539,14324,14143,14243,12839,12371
722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or ...",19583,13935,13220,7276,5294,6901,7733,6656,6693,5750,,26907,31618,29739,26428,21021,23173,30411,23222,15075,16585,,41458,30607,33254,33972,21516,33609,73502,62471,77718,53168
843930,Machinery for finishing paper or paperboard (excluding calenders),18415,15954,8267,11363,6908,14686,9631,4109,4304,5726,,65161,55723,53347,57595,53752,62872,49860,44922,26089,35575,,135446,111627,55773,39952,57336,44252,68057,45119,32907,39603
290519,"Saturated monohydric acyclic alcohols (excluding methanol """"methyl alcohol"""", propan-1-ol ...""",61,141,36,173,1040,2613,6189,9463,5525,5676,,2931,2049,4631,5297,5475,7585,22076,33738,18570,38807,,477473,457653,497000,292634,258366,305832,287253,257256,219844,365099
843860,"Machinery for the industrial preparation of fruits, nuts or vegetables (excluding cooking and ...",731,451,1965,3270,3427,3203,4005,6116,5290,5674,,2316,1628,3379,4841,5674,5494,6882,9118,8388,9541,,19215,14926,15064,16172,20986,18329,31815,22592,29064,21085
830249,"Base metal mountings, fittings and similar articles (excluding locks with keys, clasps and ...",3984,4723,5783,6959,6954,5169,5545,5082,5085,5674,,200372,154088,157783,148447,137893,144830,98976,94158,95737,128503,,40183,48810,55518,49124,48151,59081,69063,68913,57151,63407
844130,"Machines for making cartons, boxes, cases, tubes, drums or similar containers (other than by ...",8390,8501,16850,2612,3139,4575,16644,14837,3135,5674,,48413,70441,80267,69738,76816,88046,96117,78679,46348,57076,,25966,30588,50718,24404,26869,27713,39495,31538,35049,27686
850980,"Electromechanical domestic appliances, with self-contained electric motor (excluding vacuum ...",572,2934,2540,2778,3616,8766,9444,5978,7905,5669,,12880,14665,23804,33796,33765,45618,44640,44607,62535,41191,,23835,36178,55480,60738,76505,87934,158205,184337,137970,125693
190531,Sweet biscuits,4349,7198,7343,7610,7141,10207,10476,9738,6874,5641,,24434,29875,30328,27096,24516,30006,33144,34166,30445,22866,,144524,211720,240778,304874,325473,287593,286192,290719,270649,247077
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",4782,3818,9716,10658,10981,11638,11290,4094,4858,5611,,572,4509,21474,29616,9925,6534,14880,11127,5190,3027,,184830,200333,284517,263753,317323,394440,362845,262475,254152,329580
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",4209,4508,4271,3968,3347,3336,4137,4657,4959,5606,,18206,16095,15145,14127,12057,12352,13399,14214,13841,15956,,280177,312721,330632,328570,375592,335237,400701,422739,440008,493919
391290,"Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excluding cellulose acetates, ...",1960,4110,5046,6045,6648,7656,8925,7038,6722,5582,,52737,57351,55092,57219,53988,54442,60048,56212,62024,70784,,120087,127916,132291,128400,128570,146103,156151,127347,122085,148978
283699,"Carbonates and peroxocarbonates """"percarbonates""""; commercial ammonium carbonate containing ...""",2282,1904,2305,2230,1516,2061,1501,1766,3555,5578,,10212,12384,13731,14001,14258,16843,21061,17895,20143,27200,,17954,12656,12035,11965,12191,18366,17823,14923,16291,20969
902920,"Speed indicators and tachometers, stroboscopes",1752,2230,2107,2196,2729,5135,11687,9366,5753,5571,,24399,26217,30296,30000,33076,34382,34783,40260,54396,57189,,288328,357762,412807,201655,125323,129052,144556,198801,240679,239686
902480,Machines and appliances for testing the mechanical properties of materials (excluding metals),6440,7641,6275,8582,7090,8045,8577,10993,4343,5558,,42495,30718,34692,42809,40363,42437,39779,43101,26249,32973,,178309,185009,234025,169517,178860,206402,231150,204517,202144,183225
871492,"Wheel rims and spokes, for cycles (excluding for motorcycles)",5122,4695,6632,7467,4963,5882,5285,4672,4771,5546,,59914,63424,63710,67639,66527,73519,77189,82773,95433,144717,,10002,8720,12495,11501,9563,9241,7212,6189,6571,8595
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",17386,13555,10853,7029,5257,6251,8808,7379,5380,5520,,18322,25232,20803,15714,19197,19458,18748,17422,8919,7458,,233098,215333,219414,214530,202562,219657,240619,204553,202209,212522
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of yarn of different ...",5003,5420,6931,5638,13997,18054,15940,7859,2399,5481,,92051,82322,68118,55967,52744,55844,59664,54265,36885,56316,,223854,234581,169282,144155,140293,156881,150743,138077,74135,97433
800120,Unwrought tin alloys,6205,9366,8052,6879,4993,4701,7011,3143,5216,5465,,6577,6213,5829,2897,2002,1150,3228,4254,11105,8165,,25976,25002,22156,16667,13021,12528,14298,11634,15289,20480
722090,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",18636,15742,10410,6904,8814,6018,5824,3455,3491,5458,,96587,92136,89843,72246,76082,16990,15152,14340,13548,14171,,71535,59972,45133,36487,39942,69732,53303,54327,47962,55107
560750,"Twine, cordage, ropes and cables, of synthetic fibres, whether or not plaited or braided and ...",4142,7027,5211,5246,5030,4951,4976,5585,5046,5458,,26698,28942,29150,28541,27205,25121,23083,21666,21376,23337,,39209,43295,44501,43588,57044,64005,61094,66619,54208,67505
