Product code,Product label,"India's imports from Taipei, Chinese-Value in 2012","India's imports from Taipei, Chinese-Value in 2013","India's imports from Taipei, Chinese-Value in 2014","India's imports from Taipei, Chinese-Value in 2015","India's imports from Taipei, Chinese-Value in 2016","India's imports from Taipei, Chinese-Value in 2017","India's imports from Taipei, Chinese-Value in 2018","India's imports from Taipei, Chinese-Value in 2019","India's imports from Taipei, Chinese-Value in 2020","India's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
853190,"Parts of electric sound or visual signalling apparatus, n.e.s.",6965,3592,2617,2458,2547,2467,3151,1397,71,197,,97016,119256,133588,112475,92243,106694,104446,119009,87286,140242,,88562,81675,94586,75870,75400,82350,79608,69246,44150,62399
741510,"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ...",323,320,239,269,271,286,207,87,158,197,,6279,4939,6019,6103,3983,4288,4402,3594,3494,5460,,6545,5866,4030,4138,3412,3885,1546,670,1378,2340
831130,"Coated rods and cored wire, of base metal, for soldering, brazing or welding by flame (excluding ...",771,829,434,434,479,273,269,285,179,196,,22229,15722,10005,8391,5095,5140,4302,4840,5369,8646,,24257,21005,21195,17927,14543,12729,14015,14860,10952,13202
282570,Molybdenum oxides and hydroxides,0,0,0,0,0,0,0,0,0,196,,7160,4987,6913,3212,4812,2228,4489,5219,8670,10530,,4075,2014,6205,4024,3264,4354,7590,12285,9273,18943
850870,"Parts of vacuum cleaners, dry cleaners and wet vacuum cleaners, n.e.s.",999,1037,1983,1620,570,125,234,208,163,195,,1630,1987,1812,2102,1762,3157,2612,2279,3693,4796,,3931,3711,4184,3540,2493,3179,2206,2755,1889,4985
271220,"Paraffin wax containing < 0,75% by weight of oil",414,77,138,39,60,71,1,0,0,194,,18241,47981,40898,16180,2519,2706,27455,84914,46175,38273,,96123,50514,26360,23468,14249,15459,18512,14898,10624,28491
293319,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyrazole ring, ...""",355,48,0,0,0,0,21,38,62,193,,1714,0,104,1112,73,34,275,104,301,236,,66233,75744,93818,86276,77198,78026,105753,120990,264878,172289
820330,"Metal-cutting shears and similar hand tools, of base metal",25,42,42,51,52,111,125,103,104,193,,15517,17184,24642,21188,18714,19610,20041,16163,15790,21105,,462,456,553,557,361,573,650,614,558,1171
950430,"Games with screens, flipper and other games, operated by coins, banknotes, bank cards, tokens ...",57,141,53,20,25,8,162,106,0,192,,156250,130727,132569,125911,149472,126215,104389,111192,71913,97627,,7170,6668,2681,3786,2739,4226,8636,10138,4372,7185
291570,"Palmitic acid, stearic acid, their salts and esters",641,58,83,91,59,134,228,298,297,192,,18657,19120,17348,16060,13497,13843,14405,15713,14494,16659,,84390,52482,64133,32223,26324,31158,35188,38698,31484,43437
640399,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather ...",244,39,15,3,0,1,371,360,48,192,,17641,14220,16249,14406,10179,12389,12345,9381,8454,8603,,41541,45279,32145,43054,53396,34689,47200,40419,22163,35743
294130,Tetracyclines and their derivatives; salts thereof,173,2,0,0,0,11,0,0,0,192,,569,685,535,328,494,529,367,557,526,321,,33198,36353,47828,37626,47576,52332,67354,51870,65344,69329
560750,"Twine, cordage, ropes and cables, of synthetic fibres, whether or not plaited or braided and ...",109,286,177,83,37,80,205,256,132,192,,26698,28942,29150,28541,27205,25121,23083,21666,21376,23337,,4049,4698,6652,7122,6468,8023,11498,14436,10370,15466
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,76,100,5,52,190,,0,0,0,0,0,849,699,626,159,141,,0,0,0,0,0,6035,9768,5911,8762,6007
851230,Electrical sound signalling equipment for cycles or motor vehicles,15,8,5,527,8,1086,1288,5943,14,189,,53829,54128,48341,32015,24351,25980,26427,28797,29555,33549,,9527,13344,12222,8401,14285,21827,24593,27291,15274,24073
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",624,7,0,0,0,2,30,105,0,188,,8501,7540,8477,6201,5077,5717,5109,4153,3471,4641,,45324,49289,60698,58502,48355,50246,75678,61714,64539,98882
701810,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ...",551,216,134,105,0,60,49,58,6,188,,2235,2694,3311,2336,2013,2013,4144,2538,1121,1020,,86971,80074,62994,63422,89199,139691,147267,128251,68581,87113
846595,"Drilling or mortising machines for working wood, cork, bone, hard rubber, hard plastics or ...",69,367,528,254,438,157,449,123,21,188,,50362,40996,66797,37224,34928,36758,26623,18839,35351,48027,,7445,5146,4641,2753,7353,3418,6843,5144,3203,6675
841239,Pneumatic power engines and motors (excluding linear acting),62,83,96,98,59,88,131,134,121,186,,1242,1446,1996,1585,1572,1840,2033,2094,2449,3437,,26121,40264,42750,33370,23271,24788,34856,51821,32076,28098
940210,"Dentists', barbers' or similar chairs having rotating as well as both reclining and elevating ...",935,1400,1145,1178,618,480,245,37,150,186,,19612,21530,23165,19739,18215,18490,22019,20442,15941,21147,,8695,10240,9782,8630,9022,13580,8857,8965,5921,8379
848280,"Roller bearings, incl. combined ball-roller bearings (excluding ball bearings, tapered roller ...",1253,1107,1066,2121,2406,1794,2064,1453,570,185,,26756,27184,25924,22064,23170,24913,24727,19437,19942,27583,,121651,89008,96388,91141,89351,89421,101704,94118,81749,119542
540251,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, with ...",71,351,315,282,234,346,395,506,219,185,,6710,5986,5287,6537,3582,5378,4078,4337,3741,5537,,799,2322,2426,3477,3964,5500,5183,5670,2537,5741
903141,Optical instruments and appliances for inspecting semiconductor wafers or devices or for inspecting ...,0,4,2,2,10,0,0,123,8,185,,32861,54591,43287,42671,85813,128242,118484,133175,146970,166780,,1385,1873,1143,518,2406,7509,3653,2918,2559,3335
520931,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",60,3,836,0,0,32,1,369,186,185,,15561,13660,15307,12872,9503,6316,4175,3427,2747,2509,,9343,8217,7584,5496,4039,6315,16608,12964,6250,9438
852692,Radio remote control apparatus,0,0,0,0,1,1,98,14,6,184,,33607,35703,38666,33121,31259,39728,72074,107826,88435,108650,,968,878,913,1356,3232,6200,7450,10600,10524,18556
844313,"Offset printing machinery (excluding sheet fed offset printing machinery, sheet size <= 22 ...",419,0,49,989,178,84,498,354,245,183,,6491,6752,6482,3853,4223,6257,5004,5021,4028,3106,,92745,82061,80655,91833,106590,116137,122186,92943,70110,63876
291712,"Adipic acid, its salts and esters",107,7,0,0,0,154,128,1898,458,182,,7457,9148,11084,9096,7416,10293,11588,8279,9348,11832,,30164,35204,37674,28486,26910,41811,51054,40110,41049,79698
851829,"Loudspeakers, without enclosure",732,372,318,435,363,240,1662,340,1389,182,,38360,38736,36014,28429,22002,22428,22939,20658,22105,31609,,206374,193615,151142,179823,187640,206911,267223,307928,268535,361973
847490,"Parts of machinery for working mineral substances of heading 8474, n.e.s.",510,321,1092,202,143,473,202,249,359,181,,24595,24232,26134,22323,23624,28064,32086,32676,25823,31965,,217844,176395,95204,99103,100154,88217,110491,120261,109326,150034
550120,"Filament tow as specified in Note 1 to chapter 55, of polyesters",0,0,0,0,0,5,34,84,64,181,,493,972,2917,1934,2439,1704,1675,1146,1130,1445,,2714,3029,2911,3119,1596,2574,2518,3330,1892,1545
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,1,7,67,134,181,,0,0,0,0,0,6997,6706,5341,6522,8743,,0,0,0,0,0,10300,24960,35392,36489,28551
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",208,132,43,83,126,169,113,37,29,181,,18322,25232,20803,15714,19197,19458,18748,17422,8919,7458,,22527,22471,31000,36408,45975,49235,60022,54019,42592,53448
580890,"Ornamental trimmings of textile materials, in the piece, not embroidered, other than knitted ...",353,412,178,99,220,298,247,75,103,180,,6015,6019,6819,7533,7343,7464,8178,7928,4715,5180,,11334,10611,13737,15344,15405,16916,16404,21046,13187,21410
600240,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",17,0,112,63,0,0,22,0,0,180,,32728,33758,27432,26729,24748,20441,13871,7467,5339,6221,,322,875,610,354,50,114,451,708,678,2102
843049,"Boring or sinking machinery for boring earth or extracting minerals or ores, not self-propelled ...",106,25,0,0,0,201,0,2,0,179,,1512,1032,3549,4656,1609,807,1019,759,1294,614,,127547,139528,161947,74091,133861,102633,104103,97724,96898,80222
845190,"Parts of machines for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, ...",145,555,355,321,223,152,162,290,102,175,,9610,11814,14876,18847,17668,21842,18718,19404,17519,23110,,12586,13897,13187,16545,16518,20027,22408,23794,15632,24643
392030,"Plates, sheets, foil, film and strip, of non-cellular polymers of styrene, not reinforced, ...",117,119,154,352,677,640,347,117,240,175,,87954,107099,111432,80423,68924,79888,81397,72763,68359,40483,,3639,3683,4431,6772,6917,10615,16234,17872,17113,29393
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",1541,807,221,859,437,652,389,526,298,174,,102648,93607,89462,79807,74193,70621,73778,59420,49554,57740,,299743,334456,344667,316726,278493,307447,382784,394901,275691,380792
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,83,582,173,,632,722,824,1249,2212,3138,2874,3461,3386,2889,,15008,13118,8065,5545,4410,3374,5376,5145,9337,7101
950632,Golf balls,152,70,70,59,173,152,78,129,86,173,,112657,105575,107118,104851,99549,106908,125480,137485,138953,224600,,896,798,869,836,946,1004,1490,1810,1075,1493
950669,"Balls (excluding inflatable, tennis balls, golf balls, and table-tennis balls)",60,145,197,104,170,160,196,119,116,172,,15557,14774,16946,13565,13161,13279,12126,11813,10329,12959,,2515,2452,2565,2496,2126,4592,6332,4978,2217,3546
640610,Uppers and parts thereof (excluding stiffeners and general parts made of asbestos),609,480,316,174,409,253,213,374,130,172,,47700,51131,37700,31013,31135,25819,25112,27874,20978,21278,,30459,25301,25337,27800,26250,20554,21882,23744,15044,24099
851519,Brazing or soldering machines (excluding soldering irons and guns),137,38,27,170,86,85,83,98,166,172,,26183,21449,21815,11414,8175,10988,25909,19148,16899,18452,,6780,6413,13092,6607,8841,8384,10353,14853,7584,12976
841221,"Hydraulic power engines and motors, linear acting """"cylinders""""""""",48,65,5,8,21,14,47,74,54,172,,23497,27321,30999,28589,27309,34965,39732,35467,37880,50815,,14300,16491,12877,10427,16029,26211,36188,52398,46119,73353
730431,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy ...""",42,7,5,0,0,5,25,37,1,171,,11852,9529,8020,4803,2880,3194,3880,4302,5748,10604,,36437,33487,20500,9283,12867,15983,25705,32065,13359,18720
790700,"Articles of zinc, n.e.s.",325,288,290,156,296,210,77,53,42,170,,81341,81285,89581,88951,93301,105318,114100,97494,88210,105494,,10903,11390,9134,9860,8680,9328,11094,11736,7262,10453
841932,"Dryers for wood, paper pulp, paper or paperboard",0,0,10,0,333,2461,166,0,0,170,,6986,3282,3102,3502,7642,4516,6083,6087,3532,5903,,7543,1756,1534,5316,3483,5295,11347,4179,2664,4299
400599,"Compounded, unvulcanised rubber in primary forms (excluding solutions and dispersions, those ...",181,122,136,43,37,79,231,101,165,169,,13928,11283,11481,6778,3548,6623,7639,8615,7301,9859,,16707,18154,19504,15893,18324,16151,19853,17374,13135,19382
852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers ...",585,165,250,150,139,207,137,0,5,167,,918200,700974,904230,768124,229702,264392,102438,14468,50918,39043,,410527,600457,338131,495124,504034,404262,415089,465291,220606,269382
846130,"Broaching machines, for working metals, metal carbides or cermets",397,708,1167,789,342,392,269,470,409,167,,4861,4553,5407,3467,3265,5117,3838,3795,2509,3061,,10359,8175,8357,11825,8911,3498,7339,10731,6381,4033
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",17,1,0,0,0,3,22,0,0,166,,5121,4763,7920,6695,7048,9676,7580,6528,4276,5754,,26968,17122,15240,11586,9695,11037,23304,34571,12707,17502
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances ...",38,19,30,5,145,155,82,224,73,164,,26032,35383,30607,17795,20573,24527,32872,21361,16073,23966,,13589,12075,9849,8450,7266,11028,17976,25889,15637,19634
846190,"Planing machines and other machine tools for working metals, metal carbides or cermets by removing ...",3548,1761,1178,1108,753,835,550,321,208,164,,14360,12763,17093,10352,7201,7354,8519,4702,4282,4797,,55020,38071,25081,19560,18279,15212,16464,14010,8014,11360
401039,"Transmission belts or belting, of vulcanised rubber (excluding endless transmission belts ...""",180,159,90,132,234,188,262,177,80,164,,16044,17032,20754,18176,18360,14924,9721,8689,10648,10542,,48121,46368,46529,43894,39341,40462,46033,41436,32692,51269
850780,"Electric accumulators (excl. spent, and lead-acid, nickel-cadmium, nickel-metal hydride and ...",1258,536,846,870,102,118,727,185,88,162,,222670,206982,132885,72831,68640,68952,53865,38855,30851,31923,,245101,233346,181927,212789,221261,168036,102793,23095,10276,11904
852842,"Cathode-ray tube monitors """"CRT"""" capable of directly connecting to and designed for use with ...""",0,0,0,0,0,10,114,29,23,162,,0,0,0,0,0,469,954,995,209,11,,0,0,0,0,0,925,3481,4580,2852,5891
850410,Ballasts for discharge lamps or tubes,190,378,17,13,22,52,113,209,171,162,,10429,10004,8344,5514,4078,2401,1787,1707,1765,2248,,22329,21371,16896,14643,14219,13538,10862,15166,11382,14100
550110,"Filament tow as specified in Note 1 to chapter 55, of nylon or other polyamides",31,0,77,0,0,0,11,205,189,162,,7248,7646,3968,3552,3369,3438,2510,2997,2635,2202,,5410,6642,7554,8580,5263,3807,1836,3113,5640,3131
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",2583,1987,1101,1114,682,546,590,590,245,161,,22464,16163,13825,11020,10206,10773,11971,11501,10331,16054,,177773,143793,164621,139951,145641,175423,204867,180838,201965,306306
902139,Artificial parts of the body (excluding artificial teeth and dental fittings and artificial ...,1487,53,35,64,67,167,264,91,328,161,,12298,12765,15115,12576,15419,18825,13784,15266,14847,17995,,123938,111851,111407,123192,115993,108469,140546,152504,65277,140226
600622,"Dyed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",107,44,6,55,85,9,115,364,2,161,,51763,51213,56171,43303,37933,42762,70902,45372,22607,24896,,9885,8714,6549,5044,4377,10453,31477,41493,20623,32631
902590,"Parts and accessories for hydrometers, areometers and similar floating instruments, thermometers, ...",40,47,63,98,218,164,140,69,262,160,,12802,13318,14688,13485,10916,12711,12052,8368,21066,11733,,14951,12071,13714,11655,11284,15951,22613,20445,28853,23510
701959,"Woven fabrics, incl. narrow fabrics, of glass fibres, of a width of > 30 cm (excluding plain ...",74,118,93,108,65,37,94,165,69,160,,122743,103263,81995,76510,89575,96255,105827,100708,112885,133890,,10316,9738,12734,12988,12392,20285,23051,24625,18289,25751
731450,"Expanded metal, of iron or steel",0,0,0,0,0,72,120,150,97,159,,5769,4737,3559,3107,1922,1279,1270,1149,1199,1444,,303,878,469,253,211,274,700,614,451,711
853949,Ultraviolet or infra-red lamps,185,114,109,140,178,118,105,74,80,159,,12245,33164,18944,14928,20711,16913,17129,15938,18462,17145,,22185,19630,18731,21651,22271,23147,17576,18353,17623,20707
691490,"Ceramic articles, n.e.s. (excluding of porcelain or china)",149,44,56,70,113,105,182,63,92,159,,11030,10085,10904,11299,10836,12514,10562,9028,8741,10367,,36497,38713,52098,43668,42090,44992,41119,48308,72965,92726
741999,"Articles of copper, n.e.s.",155,458,307,204,158,301,309,584,106,158,,228888,216464,203010,182595,162940,175665,182806,163356,160087,204411,,52278,42416,39177,40873,37496,48068,66177,66404,46883,67206
400829,"Rods, tubes and profile shapes, of non-cellular rubber",194,143,209,440,217,244,220,381,337,157,,4977,3790,1792,2471,2841,3122,3394,2941,5049,4890,,12132,8573,9667,7774,5814,6884,8451,8909,5734,9866
401695,"Inflatable mattresses and cushions and other inflatable articles, of vulcanised rubber (excluding ...",109,35,264,35,149,201,257,287,116,156,,840,890,920,1086,1082,867,819,670,1176,1142,,5655,4577,3865,5652,5763,5968,9007,9164,8864,12191
391610,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",75,34,29,24,12,26,18,131,158,156,,360,623,667,571,645,686,763,550,385,459,,2408,1702,1821,1855,1415,2412,5840,4918,4061,7857
844849,"Parts and accessories of weaving machines """"looms"""" and their auxiliary machinery, n.e.s.""""",396,120,87,232,167,213,160,129,161,155,,22926,21796,30559,23177,24004,24399,24856,19186,18101,18468,,56944,38980,37540,37115,52338,65884,58690,69206,29300,53533
940389,"Furniture of other mareials, including cane, osier or similar materials (excluding of bamboo, ...",514,566,353,320,202,156,221,71,105,154,,81096,75606,61784,54033,50423,52090,48999,55174,64103,76883,,89599,72885,86071,94433,101832,125286,100536,103394,56929,68169
852290,Parts and accessories suitable for use solely or principally with sound reproducing and recording ...,494,172,128,64,315,45,17,24,53,154,,39952,42034,30496,29488,26515,24038,30939,22474,25794,27293,,55326,44323,46574,44697,47127,51050,48819,62497,44448,66149
731029,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",207,512,81,345,452,857,3542,1653,446,154,,58588,59664,56475,49806,27935,29185,30564,28623,31780,35571,,37902,42596,43317,45487,58456,74967,91813,79758,57071,73963
600633,"Fabrics, knitted or crocheted, of synthetic fibres, of yarns of different colours, of a width ...""",56,106,287,226,135,236,150,2045,151,153,,49972,46145,51893,47419,45471,54606,46940,34299,33842,46537,,4541,4345,5470,4622,977,2418,5033,6772,3664,3952
