Product code,Product label,"India's imports from Korea, Republic of-Value in 2012","India's imports from Korea, Republic of-Value in 2013","India's imports from Korea, Republic of-Value in 2014","India's imports from Korea, Republic of-Value in 2015","India's imports from Korea, Republic of-Value in 2016","India's imports from Korea, Republic of-Value in 2017","India's imports from Korea, Republic of-Value in 2018","India's imports from Korea, Republic of-Value in 2019","India's imports from Korea, Republic of-Value in 2020","India's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,600,2753,1891,1399,420,386,774,2437,5534,4502,,38339,32542,35292,45094,52819,46798,75094,87441,78762,106266,,47216,45639,42495,47437,43673,46518,63557,67845,71113,96119
390940,"Phenolic resins, in primary forms",2805,1490,742,752,663,1375,3648,4675,2614,4475,,76117,79416,86849,78131,83025,92536,100529,100345,99786,122283,,51566,52444,57728,50531,52865,57061,71090,67566,54937,81531
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",1621,5201,5544,9365,5436,1828,709,1408,2980,4406,,35812,39230,35588,42850,73815,152764,173641,250158,232869,274696,,38992,47537,53754,55851,64100,82500,114843,118763,111432,138248
731029,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",1578,2772,2466,2580,4377,4655,4898,4505,4288,4396,,86616,75125,94519,85747,88869,92208,102829,96485,90077,92065,,37902,42596,43317,45487,58456,74967,91813,79758,57071,73963
841430,Compressors for refrigerating equipment,10532,11899,12565,14537,17604,14684,12318,14270,14886,4393,,988492,1043712,1036772,843958,876076,921686,1015525,1090974,998231,1014219,,148573,133347,128329,116912,174089,217055,241994,295257,244185,295224
871499,"Parts and accessories, for bicycles, n.e.s.",1621,1,0,9,7,5,0,322,1547,4385,,7918,7753,6558,2630,2581,2926,3660,6474,6358,11055,,150623,93026,29479,35379,68516,57124,52354,33625,34916,52857
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",1822,3031,1697,1789,1872,2441,2827,3674,3614,4369,,11010,14663,15494,17070,23090,22409,24055,23004,22310,27437,,9688,10699,11566,12359,15868,18675,26629,24567,28730,48771
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",3289,2266,2084,1597,2253,1257,2056,3559,3278,4361,,75699,71195,46379,80959,62270,53819,49620,50441,38076,48946,,166180,149058,122246,121512,143153,168215,177921,137816,94482,131842
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a ...",20619,6954,8180,2764,1324,918,5270,6252,3056,4338,,1558203,924736,514962,207999,121441,148559,165630,180709,143069,163340,,2022981,2475144,2268960,2602466,2268892,2800492,3211014,3588708,4523829,7353545
321210,Stamping foils of a kind used in the printing of book bindings or hatband leather,3748,4530,3624,5658,5468,5128,6453,4993,2985,4305,,65710,63302,59283,72285,107234,100858,83279,60777,55111,63168,,23153,23453,20017,23197,24440,26321,34676,30947,26037,31574
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),3328,2336,1839,1523,1112,1610,1928,2243,1084,4284,,214599,182464,171932,176213,194768,193153,210853,198050,196669,225735,,147582,128779,115185,133720,137911,141043,159756,166601,109535,158910
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",391,576,411,182,611,522,1054,2381,1878,4272,,27402,37550,40609,43429,43083,71173,65752,72220,72040,71639,,70098,79402,71680,79301,97861,111669,135960,166090,150869,218469
730590,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled ...",5274,171,289,215,9,136,506,69,2,4216,,11139,47039,44289,56793,6402,16114,6281,1758,682,1212,,19118,12897,9954,7153,6674,5098,2525,1313,785,5031
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",507,5027,8926,5153,7333,16178,1853,3906,2682,4210,,203347,115953,100638,77453,164101,221682,192305,139272,133467,285006,,23064,25683,31123,19382,19886,137951,144376,66153,148511,624946
722591,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,4269,5348,5805,7476,8327,3225,4525,2258,4172,,328,40588,80874,58909,65565,73898,85325,84881,104578,126577,,6798,10528,9637,13409,13739,15918,12223,13030,7161,13759
410792,"Grain splits leather """"incl. parchment-dressed leather"""", of the portions, strips or sheets ...""",0,47,67,135,728,3733,4220,3854,1736,4168,,497788,533440,561356,561803,430403,401766,387352,354496,183318,236255,,406,1123,1797,1703,1979,11613,13781,37182,25839,33346
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",3586,1708,1394,5740,5975,5894,6340,4683,3580,4164,,366676,394729,439075,435289,502871,511729,514556,529897,674356,597346,,475297,489393,566247,517828,583499,707572,744419,955151,732440,1363334
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",278,425,1549,158,1854,2868,953,2675,6519,4135,,13602,19447,27428,24335,19550,23013,28150,27011,32983,43102,,319311,389779,310285,317445,296887,256339,338661,320447,207250,183151
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",10954,10013,8166,3963,7410,4219,2460,1852,1113,4135,,31362,18803,21180,35679,39759,30260,20796,16677,10411,13719,,22793,21467,21013,15700,16196,12440,14800,8213,9203,12945
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",3085,2043,4350,1583,1786,3106,1776,2546,3008,4119,,197218,266785,215433,257858,280076,384151,394599,382111,380949,266295,,244978,264349,286033,299149,328338,370233,374600,402585,289508,411496
902680,"Instruments or apparatus for measuring or checking variables of liquids or gases, n.e.s.",913,5823,3198,2988,3098,3344,3748,2879,1885,4114,,6251,3144,8469,15188,11488,12006,12766,7959,15012,28307,,32902,33406,23609,24769,25693,34431,53672,88020,86094,111642
810720,Unwrought cadmium; cadmium powders,496,327,1349,1265,1950,1638,2147,3217,1649,4111,,63,73,58,233,5986,7887,13520,9694,8963,9959,,1050,1859,3877,4083,5132,8323,15610,21323,18041,19993
841290,"Parts of non-electrical engines and motors, n.e.s.",1512,5819,2431,1961,2534,4626,7142,1873,2805,4053,,49055,84041,78532,91592,82356,96366,146842,150527,140258,127239,,71073,75500,81589,100660,75169,78167,103288,99633,101667,130421
850431,Transformers having a power handling capacity <= 1 kVA (excluding liquid dielectric transformers),1264,1449,2242,4396,3496,2287,4175,3940,3434,4041,,54971,59897,55803,54756,46075,45811,42052,44402,40519,51382,,52682,49491,42067,42306,50381,56065,75571,119394,103106,136391
854420,"Coaxial cable and other coaxial electric conductors, insulated",1696,1794,2244,6309,6189,5138,3138,2489,3679,4036,,192612,199471,201481,202304,221748,191722,195662,148927,127349,169482,,93652,99401,107728,109367,92467,87132,111329,85248,66148,73675
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",4772,6537,7098,5381,7250,7700,6206,5462,2748,4020,,354769,468123,483129,432033,470475,485004,495087,459558,421780,612784,,56027,72316,72603,56448,63029,78078,109213,84494,55086,92381
851521,Fully or partly automatic machines for resistance welding of metals,1321,5204,16175,14165,6548,6076,15602,8463,3679,3999,,48330,82370,126384,153073,147883,78084,72899,73785,70510,66730,,41178,50021,44294,45840,47150,25791,44020,83927,46917,75188
291819,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",6824,12764,13310,8739,4795,11365,7881,2774,5533,3980,,29820,37598,32944,38162,41045,46695,35076,44062,41663,52578,,27774,49268,51482,52402,44756,47392,37541,40893,90890,87013
392119,"Plates, sheets, film, foil and strip, of cellular plastic, unworked or merely surface-worked ...",344,320,212,576,762,721,609,3592,3400,3960,,422292,479744,518449,513671,516727,655632,866257,1171436,1440177,1511673,,16484,16561,18510,22794,27129,36287,45827,50467,52419,86906
847790,Parts of machinery for working rubber or plastics or for the manufacture of products from these ...,3534,7919,3865,3583,3657,4467,5691,8763,3218,3945,,128575,128653,128244,119559,127409,145877,142658,135009,130022,141666,,164467,142194,157056,109337,121153,159796,209847,186723,148330,215588
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",0,0,0,0,0,0,0,0,0,3927,,8067,32765,30281,24113,22880,33468,42859,48625,65608,36238,,3880,1295,11,4660,653,7323,9122,3500,64782,33850
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",1579,1726,1868,2237,2359,2794,1219,3572,4242,3922,,733134,871884,785926,826434,821217,966088,1112527,1234654,1292991,1526255,,17402,39676,49409,62418,51331,50788,60324,83958,87276,112565
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",9290,9333,7742,2758,4412,5107,6643,5199,3957,3910,,12135,14925,22936,10707,15806,14606,22503,19231,20208,22063,,116442,108786,112517,101197,104164,121556,138518,127393,95230,140731
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",2301,886,1478,1858,1412,1367,1874,1908,3569,3898,,34231,39680,49570,44260,44335,44621,44241,44125,40137,42141,,47453,34880,46247,51172,52266,67301,77104,65499,54877,107966
392640,"Statuettes and other ornamental articles, of plastics",226,203,444,148,123,134,3737,2292,1735,3883,,12874,10928,8789,6464,5850,5242,8079,9973,7255,10743,,24073,36951,38639,36468,32376,46432,59512,56163,28506,44361
290129,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene """"propylene"""", butene """"butylene"""" ...""",8027,7148,9033,7934,4400,4501,5551,7860,2732,3878,,1304,1142,3122,2229,3472,5562,4237,6213,7431,9078,,156605,155794,152467,145358,109324,127816,169048,169844,146863,158966
293623,"Vitamin B2 and its derivatives, used primarily as vitamins",3713,3206,3729,4244,2891,3186,1396,890,3932,3846,,41373,34927,40242,40259,35508,35053,44033,39802,38049,48559,,9822,8416,8907,10472,13533,11495,12427,11954,9641,13583
600490,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",37,56,99,187,261,167,696,1335,979,3823,,2264,2730,2426,2039,2340,3000,4034,4434,5104,5833,,11139,17818,11319,3784,4182,10021,28885,12354,7718,16889
830210,"Hinges of all kinds, of base metal",1022,1519,4412,4656,4223,5509,6234,5467,3471,3786,,87949,117374,110262,99920,108941,115776,121484,115692,98964,95844,,55163,65842,71886,82081,84581,84589,87559,90582,62643,96954
830810,"Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...",1261,819,1205,2778,3063,2676,3038,2793,2031,3772,,47236,47737,52869,56383,61734,58728,52242,53702,43862,63955,,18254,17512,22947,25670,25189,29551,32664,36627,22220,32266
290270,Cumene,1629,0,0,0,0,0,0,0,0,3757,,0,0,0,0,759,7258,11168,8565,19617,31382,,3171,1442,1787,1752,30,1469,29194,1,7964,14231
842489,"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying ...",10411,3448,3271,8286,10411,7321,52473,10219,9738,3742,,77510,108579,164910,171626,216339,190023,300579,263051,262521,210080,,87103,116120,57254,85191,76555,77055,154678,136970,149709,98310
847780,"Machinery for working rubber or plastics or for the manufacture of products from these materials, ...",10195,7835,3813,10264,8319,3296,12831,11533,3761,3696,,100268,112435,111584,118175,124588,153187,216225,153985,72964,101187,,319922,269993,208166,238480,399724,393094,360176,605188,304235,544939
391739,"Flexible tubes, pipes and hoses, of plastics, reinforced or otherwise combined with other materials ...",1916,1615,1183,1316,815,1336,1420,3418,3705,3695,,53526,56677,54736,51949,51356,48153,41692,45327,47497,54544,,29117,28288,29616,29289,26360,33231,37757,42219,37427,53975
732090,"Springs and leaves for springs, of iron or steel, incl. flat spiral springs (excluding helical ...",4083,2967,3061,3567,3808,4010,4173,3480,2735,3685,,21647,22800,34015,34455,33786,31937,35461,39103,32815,38293,,80417,73521,75747,70928,70515,77310,91239,81581,64564,84800
848130,"Check """"non-return"""" valves for pipes, boiler shells, tanks, vats or the like""""",256,133,164,752,1349,1723,2028,2320,2822,3685,,80864,87114,92373,95078,99081,75901,85172,84704,72743,75359,,12806,19828,22064,21133,13340,15920,24850,30279,25716,30881
580632,"Narrow woven fabrics of man-made fibres, with a width of <= 30 cm, n.e.s.",1320,1327,1674,2815,3820,4569,2525,3715,3572,3676,,58947,60396,55884,50604,50749,53635,56308,55425,49395,66990,,12274,14306,19007,19760,21017,26947,24676,29292,27416,35751
848790,"Parts of machinery of chapter 84, not intended for a specific purpose, n.e.s.",933,1491,1275,1103,1418,1900,2509,10438,1273,3672,,141039,145073,156716,158132,190234,182772,156540,156196,145619,204799,,83076,44451,33434,41498,76612,55204,64433,66519,36066,51384
903033,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",1608,501,1254,268,394,310,833,3017,5292,3667,,29865,29974,34757,37031,76754,50384,51811,64749,58554,64837,,46140,41521,42127,32769,37209,44658,57517,68281,56037,65482
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",1086,1757,2700,2541,1630,1587,2373,3716,2426,3667,,30714,34709,42917,41880,39547,44380,76273,69451,74429,118205,,23599,24094,31966,31557,34091,32483,52860,54769,50813,74173
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",339,872,1039,1024,707,860,422,3216,4735,3645,,55648,51898,51941,36392,44516,63907,50488,56316,55352,48150,,82091,78766,110160,93257,84668,78938,116774,116463,115376,126327
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",2777,5957,6956,7547,11086,8057,10176,8856,4547,3626,,430667,431541,371787,306319,295156,339902,345212,355355,333945,433740,,103204,83098,116620,97570,120228,115116,122740,130790,74544,70219
846029,"Grinding machines, for working metals, metal carbides or cermets, in which the positioning ...",1778,3457,1143,294,1199,1661,1742,1718,1908,3605,,24965,18955,17851,11194,15785,37620,34683,16277,13138,13845,,106270,96312,101798,48594,71262,61132,78441,83532,58570,41601
851680,Electric heating resistors (excluding those of agglomerated coal and graphite),574,517,1248,1759,2240,3157,2340,3331,2220,3604,,39693,39039,44019,52527,65184,67486,85143,91878,89312,126231,,10523,11119,11890,11938,13542,16706,18282,21828,17022,26845
842810,Lifts and skip hoists,5301,2565,2341,1064,1730,4487,4387,3472,1991,3581,,168485,159288,152836,150589,142620,168216,141361,124046,86661,91195,,107653,99554,106027,97071,131849,135139,135753,137940,77802,77657
852359,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excluding ...",64,478,65,48,14,2027,5375,3664,2551,3573,,21233,37431,38552,39160,42709,69859,73525,46324,43620,71236,,7451,8536,13267,14583,22141,24338,36551,33951,39104,49041
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",5660,2855,1945,2113,922,770,1311,2549,3125,3573,,59614,67347,61240,60166,68973,61857,35534,27771,25842,25848,,47313,30692,42843,32975,32214,36026,48259,42539,39789,35942
830250,"Hat-racks, hat-pegs, brackets and similar fixtures of base metal",2401,1821,1816,4717,2025,2246,4216,4641,3243,3565,,16385,16311,8174,9937,9664,11278,16107,22922,24521,22957,,14443,15240,11491,12761,9320,11427,17568,19274,14393,16827
902000,Breathing appliances and gas masks (excluding protective masks having neither mechanical parts ...,294,202,451,388,474,435,487,691,372,3565,,24492,23766,19974,24405,22808,26521,22119,20303,27678,33078,,14570,7847,8668,9469,8397,10616,17904,18472,19092,19928
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",8919,6473,5877,4593,5377,5318,5457,7044,7113,3557,,459989,452922,532346,572947,553269,546328,510486,502789,338893,355300,,116256,114235,134650,150509,147843,177202,190891,152872,88787,90989
870810,"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, ...",5595,5182,4465,4693,6397,4380,3953,5643,5970,3548,,70963,75527,72311,57528,53241,55992,61256,58541,54110,63709,,40780,48491,46463,54637,44048,59584,100271,53594,38519,52708
540742,"Woven fabrics of filament yarn containing >= 85% nylon or other polyamides by weight, incl. ...",1109,1520,2853,2142,1748,2289,2846,2546,2140,3523,,167777,216916,203961,157252,143446,140350,148789,134856,107929,161830,,8060,7752,11079,9825,6581,9514,11254,12338,14767,20054
842121,Machinery and apparatus for filtering or purifying water,5145,1282,2412,6258,1704,2312,4946,6699,4991,3515,,257816,328355,378393,456196,495316,436373,561752,699968,696223,823151,,75438,71891,82615,156538,88439,76452,103539,120444,137420,160615
