Product code,Product label,Singapore's imports from United States of America-Value in 2012,Singapore's imports from United States of America-Value in 2013,Singapore's imports from United States of America-Value in 2014,Singapore's imports from United States of America-Value in 2015,Singapore's imports from United States of America-Value in 2016,Singapore's imports from United States of America-Value in 2017,Singapore's imports from United States of America-Value in 2018,Singapore's imports from United States of America-Value in 2019,Singapore's imports from United States of America-Value in 2020,Singapore's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,0,,500,905,1042,1377,3615,1232,369,343,243,287,,0,0,12,10,12,7,6,13,4,7
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",131,4,0,114,0,0,0,0,0,0,,12762,20129,28575,21954,15104,0,0,0,0,0,,134,5,18,118,1,18,0,0,0,0
30631,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,506,98,78,0,,0,0,0,0,0,4763,3964,1098,3083,4254,,0,0,0,0,0,0,2360,1885,1354,3526
30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,217,75,7436,6330,3636,,0,0,0,0,0,0,0,1,76,192
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",2,0,0,0,0,0,1,2,0,0,,1194,1092,1389,1240,1010,2360,1541,1024,555,650,,53,35,47,35,16,15,42,45,26,45
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,11,0,,77,8,32,0,23,21,91,18,390,374,,1,92,0,0,0,0,0,0,11,0
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,3,0,,1419,1385,3324,3362,4031,1628,2105,4491,3835,2741,,253,67,41,90,173,157,937,88,36,115
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,8210,861,28,711,171,323,67,32,262,297,,61,22,6,4,3,265,545,341,274,248
30499,Frozen fish meat n.e.s. (excluding fillets),0,0,0,1,106,65,1,0,16,0,,472190,432607,459076,474787,504554,504690,554441,537457,454276,519760,,254,320,684,1463,869,3566,4417,7989,8366,6312
30289,"Fresh or chilled fish, n.e.s.",20,8,19,8,1,2,0,1,1,0,,49906,44398,38462,31676,27212,27950,27756,23014,22612,24131,,47149,47243,46159,41552,37748,35387,42341,49825,51765,53658
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",1,0,0,0,0,1,161,0,0,0,,1508,749,972,1192,5350,5827,4658,4936,3103,4055,,3561,7363,7514,4380,6625,6519,5310,5917,4130,4870
30319,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",0,0,4,17,151,6,4,5,0,0,,3096,3013,4523,3204,4585,8460,9174,7405,5943,11257,,1114,941,765,468,2460,847,1021,1219,1078,1168
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0,0,0,0,1,0,0,0,0,0,,1091,1535,1798,1611,893,704,766,797,401,984,,106,33,19,34,12,60,102,38,239,73
30346,"Frozen Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,14,0,74,22,48,8,0,0,24,42,,0,0,0,0,0,53,16,35,79,514
20755,Frozen cuts and edible offal of domestic geese,19,44,60,0,0,51,0,0,0,0,,353,206,102,557,87,27,65,139,247,230,,278,223,430,239,256,113,97,91,0,0
20760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",19,8,7,0,0,5,0,0,1,0,,276,372,411,699,445,668,787,1158,2191,2677,,40,21,10,26,26,26,0,0,52,50
20724,"Fresh or chilled turkeys of the species domesticus, not cut in pieces",0,0,31,0,0,0,0,0,2,0,,20759,15618,12268,18806,28241,22594,18312,16647,13919,17589,,0,0,31,0,0,0,0,0,2,0
10229,Live cattle (excluding pure-bred for breeding),0,0,10,0,0,0,1,0,0,0,,39994,15305,34557,30136,32833,146192,176666,208047,223120,443167,,0,0,10,1,0,0,1,0,0,0
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",113,106,94,43,28,2,5,25,17,0,,3623,3649,3822,2269,1416,1416,1105,1229,1646,1759,,5239,5251,5660,5827,5879,5774,6322,6689,7367,9682
20443,Frozen boneless cuts of sheep,8,53,1,1,7,8,9,9,8,0,,2969,1737,2764,2347,3253,4347,3692,4293,1640,1779,,15400,18389,25300,17930,17925,21346,22964,20459,24592,22928
30211,"Fresh or chilled trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",1,1,1,0,0,1,0,0,3,0,,2825,2546,2579,1895,1935,2890,4835,4782,4020,3406,,1374,1519,3251,3365,5998,5413,6813,6776,8382,8292
30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,4,0,0,6,3,0,0,1,0,,30322,30177,26398,23413,34662,40839,18169,29833,31179,40712,,2223,2488,1879,2021,2305,2681,2997,3328,3912,3986
30222,"Fresh or chilled plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,100,59,157,177,72,66,73,23,139,145,,1,3,1,1,4,11,6,6,1,1
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,90,116,159,177,94,315,286,3,55,0,,121,189,149,123,202,223,250,306,366,372
30247,"Fresh or chilled swordfish """"Xiphias gladius""""""""",0,2,1,1,0,0,0,1,2,0,,1231,1369,969,829,691,639,741,831,476,738,,37,24,40,46,57,26,39,56,36,42
30249,"Fresh or chilled Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus spp."""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2745,2612,2278,1964,2020,,0,0,0,0,0,0,951,1546,1432,692
30272,"Fresh or chilled catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,11,0,0,0,0,0,,140,128,107,227,201,540,459,516,300,491,,55,77,157,1159,3220,2043,1003,1145,940,534
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9448,9213,12524,16865,23895,,0,0,0,0,0,0,15,18,31,28
80840,Fresh quinces,0,0,0,0,0,0,0,0,0,0,,357,477,363,938,412,339,362,384,367,375,,3,2,2,3,3,2,2,3,6,5
70320,"Garlic, fresh or chilled",23,31,35,38,34,107,23,11,4,0,,11955,15366,18800,16798,19460,20361,15491,15714,17853,18366,,15321,16734,13537,18106,29205,24522,15260,22656,26148,22974
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",8,6,2,1,2,1,329,610,219,0,,22490,28790,25005,18798,15654,18552,25580,26144,28016,24802,,2600,2920,10527,12513,10849,10219,9775,10485,11959,9785
50710,"Ivory, unworked or simply prepared, its powder and waste (excluding cut to shape)",0,0,0,0,0,0,0,0,0,0,,95,30,75,54,90,153,126,84,29,3,,0,0,0,0,0,0,0,0,0,0
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",0,1,0,0,0,1,0,0,0,0,,513,1295,1276,775,807,811,886,736,235,473,,404,388,0,0,0,358,371,403,250,177
121140,"Poppy straw, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,177,43,0,15,0,42,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
130214,Extracts of pyrethrum and of roots containing rotenone,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6313,1648,693,409,677,,0,0,0,0,0,0,68,31,0,0
120300,Copra,0,0,0,0,0,0,0,0,0,0,,576,10,0,0,77,27,0,104,0,0,,0,0,0,0,0,0,34,110,105,110
100821,Millet seed for sowing (excluding grain sorghum),0,0,0,0,0,4,0,20,11,0,,7911,4399,12714,12348,6755,11210,15561,16711,12962,7271,,19,59,92,85,63,75,127,147,184,215
100860,Triticale,0,0,0,0,0,0,0,0,0,0,,6,65,111,55,164,17,12,81,294,210,,0,0,0,0,0,2,0,0,0,0
270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ...",16,16,0,0,14,14,19,4,24,0,,15608,27412,32636,42102,44942,50191,54486,59516,47019,54805,,118,105,126,92,47,67,107,980,79,140
270720,"Toluol """"toluene"""" containing > 50% of toluene (excluding chemically defined)""""",0,0,0,0,0,0,0,4,0,0,,5412,4912,10898,3707,2774,1973,3866,2833,3263,3777,,0,0,0,0,0,0,0,5,0,0
281210,Chlorides and chloride oxides,397,831,781,463,385,454,0,0,0,0,,12720,13337,17652,17045,22807,0,0,0,0,0,,3375,4104,5253,4823,5942,6205,0,0,0,0
251511,"Marble and travertine, crude or roughly trimmed",0,0,0,1,0,5,0,0,0,0,,920,909,6942,13177,11167,14996,17979,13832,7500,5823,,655,953,153,9,350,159,106,175,13,951
251730,Tarred macadam,0,0,0,0,0,0,0,0,0,0,,929,631,600,344,370,499,1129,377,282,481,,0,0,0,0,0,0,0,0,21,8
261610,Silver ores and concentrates,1,4,0,0,0,0,0,0,0,0,,48199,35119,20464,9450,29675,37924,22572,75803,11211,5628,,170,4,0,0,0,48,127,0,0,1
261790,"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ...",0,22,0,0,0,0,0,0,0,0,,2971,2924,6554,23081,12213,4815,10757,2779,303,1622,,300,32,0,0,0,0,0,0,0,0
290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",0,0,0,0,0,0,0,0,0,0,,0,4,81,0,67,29,15,81,60,37,,0,0,0,0,0,1,0,0,0,0
283691,Lithium carbonates,9,80,95,27,76,56,56,25,8,0,,12862,12005,10744,10627,14048,23121,22984,13974,13370,18354,,146,231,257,246,364,246,415,907,124,92
290270,Cumene,0,0,0,0,0,2,0,0,0,0,,54164,12809,34092,81126,90031,85338,106938,77778,35812,122015,,0,0,0,0,8,18,6,5,16,1
160431,Caviar,72,18,74,24,49,56,56,0,2,0,,6149,5364,7594,11682,17580,16523,7765,5349,3295,3466,,1329,1641,2182,2051,1969,1938,2424,2691,2271,3593
160561,"Sea cucumbers, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,8281,7503,5150,1732,1482,1718,467,42,31,620,,100,89,591,19,57,99,787,520,192,277
160563,"Jellyfish, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,31,4,6482,1399,112,84,57,60,5,0,,909,798,753,884,743,604,658,652,524,725
170112,Raw beet sugar (excluding added flavouring or colouring),1,0,0,3,0,0,0,0,1,0,,56059,26780,1913,982,702,526,808,697,2005,1444,,136,118,107,15,5,1,19,74,64,86
160412,"Prepared or preserved herrings, whole or in pieces (excluding minced)",3,2,7,1,0,1,3,0,1,0,,1174,316,241,227,409,306,582,225,351,1197,,186,184,159,152,127,91,121,82,117,150
140110,Bamboos,0,0,0,0,0,0,0,0,0,0,,406,523,413,351,518,520,459,468,599,1039,,508,836,663,487,408,383,326,266,220,314
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,4,0,0,0,,15591,18514,16677,13813,28726,22721,34996,49989,76442,23270,,0,0,46,33,131,138,86,111,20,0
151211,Crude sunflower-seed or safflower oil,30,0,0,0,0,1,0,2,0,0,,25065,33776,43240,28387,25754,23982,26335,43489,17794,12066,,7042,2298,2835,4690,1080,3800,7129,5125,6868,8093
151610,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",0,0,0,0,0,0,0,0,0,0,,5096,3828,4606,3508,2371,3327,3754,4050,10644,12411,,0,0,0,0,0,3,0,16,0,753
160210,"Homogenised prepared meat, offal, blood or insects, put up for retail sale as infant food or ...",791,1567,2198,2320,2441,2008,185,1,2,0,,2317,1458,868,3370,4038,2169,1707,1736,1618,694,,791,1567,2199,2423,2526,2056,233,43,53,57
200840,"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter ...",3,3,55,9,3,0,2,0,3,0,,10699,7448,7011,4860,6587,7392,6301,4973,4394,2938,,1001,1143,1045,986,656,697,616,607,525,369
230310,Residues of starch manufacture and similar residues,15,0,0,0,0,0,0,0,2,0,,789938,957200,924398,711227,627892,660236,690138,598398,578542,727781,,226,88,67,43,21,13,11,4,25,16
230650,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,1,1,0,0,0,,44,76,291,55,158,86,63,144,51,118,,6,152,145,169,121,133,282,23,65,390
230700,Wine lees; argol,0,0,0,20,5,0,0,16,0,0,,6369,3785,3980,4045,2560,3568,6269,6656,4215,4359,,0,0,1,1030,1485,1483,1962,1691,24,1
250860,Mullite,0,0,0,0,0,0,0,0,0,0,,9888,10040,8678,11096,11692,13439,11309,12584,7576,11517,,0,0,0,3,0,0,0,0,0,0
292424,"Ethinamate """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,65,94,896,5,35,5,123,0,0,9,,0,0,0,0,0,0,0,0,0,0
293949,"Alkaloids of ephedra and their derivatives; salts thereof (excl. ephedrine, pseudoephedrine ...""",0,0,0,0,0,0,0,1,0,0,,0,6,3,14,35,0,0,256,8,45,,0,0,0,0,0,0,18,25,0,0
293959,"Theophylline and aminophylline """"theophylline-ethylenediamine"""" and their derivatives, and ...""",1,0,0,3,3,0,2,0,3,0,,480,412,277,235,313,339,239,191,418,183,,28,50,33,50,81,25,39,9,29,31
293999,"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",46,78,592,2,3,59,0,0,0,0,,9120,5729,8448,141758,7011,0,0,0,0,0,,2485,1946,3589,2456,1513,1163,0,0,0,0
294120,Streptomycins and their derivatives; salts thereof,2,48,48,35,14,35,14,5,3,0,,2222,2308,1752,1342,2515,4652,3201,3317,4091,5241,,128,161,149,113,154,441,92,137,116,69
293295,"Tetrahydrocannabinols """"all isomers""""""""",0,0,0,0,0,0,0,0,1,0,,348,67,15,5,427,781,64,125,126,2160,,0,0,0,0,0,0,0,0,1,0
293540,N-(2-Hydroxyethyl)-N-methylperfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,104,5,0,0,0,,0,0,0,0,0,0,0,3,0,0
290373,Dichlorofluoroethanes,0,0,0,0,0,0,0,0,0,0,,2762,5933,6305,5608,4068,2407,2922,722,7,4,,0,103,0,0,0,0,386,260,437,446
290377,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,209,115,2,0,0,1,0,0,0,,1854,1705,2291,1273,3222,2949,3014,7914,12002,7478,,0,214,327,4,3,1,8,0,0,0
291532,Vinyl acetate,0,1085,0,1,0,0,0,5,7,0,,446461,470082,449638,478822,401627,419611,478587,398478,441260,688207,,74563,53148,44314,22904,34140,31323,45046,40919,18005,38424
300310,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...",8,7,0,0,32,0,2,0,0,0,,14005,8969,6784,3843,6464,14047,14414,8518,5614,6412,,159,29,158,0,236,2,38,432,0,1
300340,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...",0,0,0,0,0,0,0,0,0,0,,10543,9619,15633,16180,11459,0,0,0,0,0,,2,95,0,0,0,0,0,0,0,0
300342,"Medicaments containing pseudoephedrine """"INN"""" or its salts, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,15,0,4,,0,0,0,0,0,0,76,859,772,66
310430,"Potassium sulphate (excluding that in tablets or similar forms, or in packages with a gross ...",1,0,3,1,7,9,1,2,15,0,,38820,19919,16720,20286,21984,32760,22194,26459,31173,25308,,272,236,115,647,177,150,154,117,108,125
310530,"Diammonium hydrogenorthophosphate """"diammonium phosphate"""" (excluding that in tablets or similar ...""",0,7,0,0,0,0,0,0,0,0,,1747239,1396363,1095291,943378,586195,536000,396504,414834,260687,241203,,155,40,52,107,96,149,131,114,103,78
440325,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is =>15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,240563,584534,538723,671542,,0,0,0,0,0,0,0,226,0,0
440397,"Poplar and aspen """"Populus spp."""" in the rough, whether or not stripped of bark or sapwood, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4799,18958,17767,23821,,0,0,0,0,0,0,0,421,0,0
440399,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excluding ...""",0,8,0,21,0,0,0,0,0,0,,351341,369989,427317,466724,469141,488171,540026,418228,384224,482941,,12,2713,12345,22,325,1365,35,3,0,0
440797,"Poplar and aspen """"Populus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,58458,222943,216939,237319,,0,0,0,0,0,0,262,0,3,5
441113,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?5?mm but <=?9?mm""""",0,0,0,12,2,1,0,0,0,0,,42008,41499,27936,24804,24434,23936,21026,21244,17245,15379,,1076,1427,1303,1682,1445,1214,912,399,125,348
411310,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,1,0,0,0,0,0,0,0,0,,1202,965,945,665,702,277,296,419,131,80,,661,506,549,388,237,100,22,2,0,0
410449,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the dry state """"crust"""", ...""",12,4,50,1,7,36,25,2,6,0,,4859,4832,7039,7150,6123,2832,4044,2176,1169,857,,3207,3960,2609,2605,281,187,130,72,196,52
401192,"Pneumatic tyres, of rubber, new, of a kind used on agricultural or forestry vehicles and machines ...""",17,4,0,3,47,1,0,0,0,0,,43942,43167,35154,28280,23414,0,0,0,0,0,,349,76,178,160,253,161,0,0,0,0
382473,"Mixtures containing hydrobromofluorocarbons """"HBFCs""""""""",0,0,12,0,0,0,0,0,0,0,,44,57,16,51,27,46,132,15,85,0,,2,0,13,0,0,0,1,0,0,0
382482,"Mixtures and preparations containing polychlorinated biphenyls """"PCBs"""", polychlorinated terphenyls ...""",0,0,0,0,0,0,0,0,0,0,,147,373,741,805,375,9451,5509,450,611,356,,0,0,0,0,0,0,0,0,0,0
382510,Municipal waste,0,0,0,0,0,0,0,0,0,0,,367,317,859,1615,3500,1980,1607,4407,3205,638,,0,0,0,64,0,0,0,0,0,0
530130,"Flax tow and waste, incl. yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,62,182,11,10,9,3,1143,3,80,528,,0,0,0,0,0,0,0,0,0,6
530210,"True hemp """"Cannabis sativa L."""", raw or retted""""",0,0,0,0,0,0,0,0,0,0,,44,27,155,75,278,2818,913,213,4039,2587,,0,0,0,0,0,0,0,13,0,0
530720,"Multiple """"folded"""" or cabled yarn of jute or of other textile bast fibres of heading 5303""""",0,0,2,0,0,0,0,0,1,0,,167,166,160,52,56,171,114,62,112,162,,0,0,92,14,13,10,22,2,75,4
530810,"Coconut """"coir"""" yarn""""",0,0,0,0,0,0,0,0,0,0,,20,6,19,17,59,62,41,65,48,3,,81,0,15,3,3,0,0,22,0,0
540233,Textured filament yarn of polyester (excluding that put up for retail sale),1,4,2,1,2,0,0,0,0,0,,115707,127035,139400,138252,119081,143498,124387,117433,92449,129854,,1265,2763,2163,1741,2857,1379,943,318,186,97
540248,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,3,0,0,0,0,0,0,0,0,,10918,5442,4956,5361,5031,5094,6503,8747,9075,10165,,1,3,49,8,102,0,0,0,0,0
520931,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",12,150,147,1,25,1,2,0,0,0,,7082,10192,14182,9313,5427,8335,11693,15376,7843,9053,,2546,2291,2069,1868,1517,1552,1890,1397,835,1437
511111,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,18,3,4,5,1,0,1,0,0,0,,5579,4152,6006,4673,3282,4104,3624,5294,6364,6759,,110,159,191,190,201,98,118,58,31,415
520210,"Cotton yarn waste, incl. thread waste",0,0,0,0,0,0,0,0,0,0,,7922,8117,5844,4386,4043,3711,3483,2959,2701,5755,,187,270,257,330,165,84,110,112,161,154
520419,"Sewing thread, containing predominantly, but < 85% cotton by weight (excluding that put up ...",0,5,1,0,4,0,0,0,0,0,,803,1720,1622,3442,337,369,125,295,889,524,,408,259,364,171,307,194,137,138,95,23
520532,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,201,0,0,0,0,0,0,0,0,,255,328,113,139,222,108,151,277,178,279,,0,202,7,12,3,0,0,0,0,0
520541,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,373,164,393,693,115,155,221,2122,785,2357,,0,0,14,48,269,0,0,0,0,0
520548,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,3,0,0,0,0,0,0,,133,113,98,58,155,279,124,95,205,115,,0,0,3,21,129,0,277,857,4,2
520614,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,119,47,0,0,3,16,54,99,0,0,,0,0,0,0,142,3,0,0,0,5
520625,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,146,3,188,36,80,41,16,0,0,0,,37,0,0,0,0,0,0,0,0,0
520842,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",2,5,3,59,12,2,3,3,0,0,,2107,2207,3220,2628,1630,1281,882,811,569,821,,1331,1171,1022,2115,1058,929,273,334,173,86
520849,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, made ...",2,1,1,10,9,10,3,14,0,0,,827,514,638,1345,673,561,172,743,441,93,,3323,3254,1919,2706,959,957,1004,491,235,123
441873,"Flooring panels, assembled, of bamboo or with at least the top wear layer of bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,413,815,1319,460,275,,0,0,0,0,0,0,76,166,16,38
442190,"Other articles of wood, n.e.s.",423,481,453,341,416,595,0,0,0,0,,214780,213094,218265,198675,187147,0,0,0,0,0,,20942,17813,18088,24323,23309,23249,0,0,0,0
470692,"Chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,132,0,0,0,0,0,,9515,4516,1465,3237,876,886,834,897,772,907,,68,72,93,2,157,0,10,8,2,16
480442,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,2,0,0,0,0,49,0,0,0,,81943,48971,51002,55523,60409,94945,117219,107432,96179,120391,,9,49,86,6,36,14,69,37,100,27
480459,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",136,36,118,67,34,123,24,8,2,0,,24244,23166,25722,24776,33250,36319,28414,28040,24987,29723,,700,913,1253,1597,1575,1711,1415,1124,597,307
81400,"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ...",1,0,0,0,0,0,2,0,0,0,,4459,3889,2967,2687,3176,3181,3077,2356,2495,2618,,64,53,63,52,56,69,66,91,76,104
80262,"Fresh or dried macadamia nuts, shelled",171,188,198,0,327,415,4,1,142,0,,2829,3426,5433,6554,8858,7084,9018,10779,8221,5072,,3593,2633,3660,4517,4540,2676,2680,2153,1937,2462
