Product code,Product label,Russian Federation's imports from Australia-Value in 2012,Russian Federation's imports from Australia-Value in 2013,Russian Federation's imports from Australia-Value in 2014,Russian Federation's imports from Australia-Value in 2015,Russian Federation's imports from Australia-Value in 2016,Russian Federation's imports from Australia-Value in 2017,Russian Federation's imports from Australia-Value in 2018,Russian Federation's imports from Australia-Value in 2019,Russian Federation's imports from Australia-Value in 2020,Russian Federation's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
30622,"Lobsters """"Homarus spp."""", even smoked, whether in shell or not, live, fresh, chilled, dried, ...""",0,2,0,0,0,0,0,0,0,0,,24168,15743,16250,11653,30839,0,0,0,0,0,,2342,2936,1802,227,169,0,0,0,0,0
30624,"Crabs, even smoked, whether in shell or not, live, fresh, chilled, dried, salted or in brine, ...",0,0,0,0,0,0,0,0,0,0,,6626,3644,2547,2381,2885,0,0,0,0,0,,929,1419,810,12,17,0,0,0,0,0
30634,"Norway lobsters """"Nephrops norvegicus"""", whether in shell or not, live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,524,629,462,219,469
30693,"Crabs, whether in shell or not, dried, salted, smoked or in brine, incl. crabs in shell, cooked ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,3,7,0,,0,0,0,0,0,1,2,3,3,3
30695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,191,541,555,45,19,,0,0,0,0,0,33,541,157,0,0
30712,"Oysters, even in shell, frozen",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,101,106,181,56,158,,0,0,0,0,0,38,0,11,2,23
30722,"Scallops and other molluscs of the family Pectinidae, frozen, even in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9500,4935,6869,3899,2363,,0,0,0,0,0,2974,4383,5414,3727,5401
30749,"Cuttle fish """"Sepia officinalis, Rossia macrosoma, Sepiola spp."""" and squid """"Ommastrephes ...""",0,0,0,0,0,0,0,0,0,0,,1239,1109,203,582,544,79,215,2,53,0,,18752,25413,42650,24398,28617,24755,38436,22651,20712,26140
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, ...""",0,0,0,0,0,0,0,0,0,0,,1894,631,654,455,293,2,4,0,0,0,,74,127,155,1,0,0,0,1,0,0
30819,"Smoked, frozen, dried, salted or in brine, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,3734,3683,9423,12600,13005,12365,11271,14503,13931,12080,,0,0,0,0,0,0,0,0,0,0
30822,"Frozen sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30829,"Smoked, frozen, dried, salted or in brine, sea urchins """"Strongylocentrotus spp., Paracentrotus ...""",0,0,0,0,0,0,0,0,0,0,,3,39,5,6,0,2,0,0,0,0,,0,0,1,1,0,0,0,0,114,369
40140,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing ...",0,0,0,0,0,0,0,0,0,0,,1337,1941,1962,1088,1063,1122,1991,1011,4208,869,,4163,5765,5311,4981,1305,2425,1746,2530,4998,5775
40291,"Milk and cream, concentrated but unsweetened (excluding in solid forms)",0,0,0,0,0,0,0,0,0,0,,9945,12498,17299,24790,38378,45799,46051,64319,73508,78103,,52560,66721,36485,21096,19497,29484,7751,5682,8122,3538
40610,"Fresh cheese """"unripened or uncured cheese"""", incl. whey cheese, and curd""""",0,609,4011,193,0,0,0,0,0,0,,312046,274646,274728,276877,243993,314637,343796,327227,343306,398003,,273938,347028,272996,122537,131586,185172,200517,234092,263307,292089
40620,"Grated or powdered cheese, of all kinds",0,0,0,0,0,0,0,0,0,0,,25819,29528,35494,28907,29191,33425,38069,32905,33456,47262,,11784,19148,10259,2361,2376,2656,3713,3067,1155,4374
40711,"Fertilised eggs for incubation, of domestic fowls",0,0,0,0,0,0,0,0,0,0,,1933,1531,756,159,747,5244,8798,1104,65,9,,150390,176407,240805,208579,157355,143006,178477,216078,208574,214655
40790,"Birds' eggs, in shell, preserved or cooked",0,0,0,0,0,0,0,0,0,0,,90,0,0,8,0,25,185,60,19,0,,4444,5585,5372,3675,1399,384,321,624,266,373
50210,"Pigs', hogs' or boars' bristles and waste of such bristles",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,24,0,3,0,0,0,,0,0,0,0,0,0,22,0,0,0
50290,Badger and other brush making hair and waste thereof,0,0,0,0,0,0,0,0,0,0,,17,2,108,6,124,0,21,0,0,19,,5,0,0,0,0,0,0,0,0,0
51191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead fish, crustaceans, ...",0,0,0,0,0,0,0,0,0,0,,1192,760,1424,1084,917,158,772,334,409,448,,1164,1296,1373,1989,2219,2893,3080,3291,4683,5116
60311,"Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,8,0,0,3,0,4,4,4,0,15,,390115,350004,317240,255423,180682,179833,192312,161670,133568,253082
60313,"Fresh cut orchids and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,4,0,3,2,3,10,1,3,0,0,,14763,13843,11670,8021,5842,4818,4242,3397,2690,4741
70519,Fresh or chilled lettuce (excluding cabbage lettuce),0,0,0,0,0,0,0,0,0,0,,3206,3565,3739,3427,5014,7251,7487,8069,5831,6172,,7158,8190,6320,2211,4065,5407,6804,7961,3470,3962
70820,"Fresh or chilled beans """"Vigna spp., Phaseolus spp."""", shelled or unshelled""""",0,0,0,0,0,0,0,0,0,0,,4270,4194,5011,4544,4859,6101,6405,6968,5022,6490,,578,581,715,310,655,762,947,2035,1208,2158
70993,"Fresh or chilled pumpkins, squash and gourds """"Cucurbita spp.""""""""",3,1,0,0,0,0,0,0,0,0,,2004,2084,1663,2318,2135,2463,2432,3541,4344,3592,,27262,36822,36996,23006,23779,13620,31369,38105,33270,47735
71159,"Mushrooms and truffles, provisionally preserved, e.g., by sulphur dioxide gas, in brine, in ...""",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,,177,500,784,563,34,58,142,156,70,2199
621440,"Shawls, scarves, mufflers, mantillas, veils and similar articles of artificial fibres (excluding ...",0,0,0,0,0,0,0,0,0,0,,53,140,141,14,19,26,18,46,75,173,,10840,10299,7924,4706,4368,4517,5607,5201,2921,2894
621520,"Ties, bow ties and cravats of man-made fibres (excluding knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,118,118,78,21,110,31,38,17,17,72,,3466,2543,2491,1444,1616,1593,1469,1722,1414,22453
621710,"Made-up clothing accessories, of all types of textile materials, n.e.s. (excluding knitted ...",0,0,0,1,0,1,0,0,0,0,,3207,1980,2245,4529,4265,2308,2599,2373,1813,1699,,12306,11850,11938,6073,6663,6828,7383,8908,22118,9115
630231,"Bedlinen of cotton (excluding printed, knitted or crocheted)",0,0,0,0,0,0,1,0,0,0,,1606,1556,1756,1211,1313,1649,1897,2308,2122,2758,,42594,34247,29845,18619,19869,27155,32378,33980,31361,27918
630293,"Toilet linen and kitchen linen of man-made fibres (excluding floorcloths, polishing cloths, ...",0,0,0,0,0,0,0,0,0,0,,117,62,117,393,77,112,80,76,241,134,,7803,4617,4592,3338,3092,5180,5303,5404,4378,4397
630419,"Bedspreads of all types of textile materials (excluding knitted or crocheted, bedlinen, quilts ...",0,0,0,0,0,0,0,0,0,0,,114,88,116,32,49,22,65,211,93,172,,60061,17524,10535,7176,5530,7028,6967,7747,6749,10665
630420,"Bed nets, warp knit, antimalarial",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,8,4,3,,0,0,0,0,0,0,1,16,5,3
630491,"Articles for interior furnishing, knitted or crocheted (excluding blankets and travelling rugs, ...",0,0,0,0,0,0,0,0,0,0,,43,56,110,105,106,141,212,224,349,525,,2634,2813,2016,9468,1348,2168,2872,3620,2339,1692
630493,"Articles for interior furnishing, of synthetic fibres (excluding knitted or crocheted, blankets ...",0,0,0,0,0,0,0,0,0,0,,355,278,346,258,383,263,582,617,410,639,,13614,15743,11777,11333,9789,13046,13573,12501,9120,9833
630619,"Tarpaulins, awnings and sunblinds of textile materials (excluding of synthetic fibres and flat ...",0,0,0,0,0,0,0,0,0,0,,785,554,207,255,447,778,712,997,498,851,,1174,1516,1288,344,601,381,424,313,228,249
640320,"Footwear with outer soles of leather, and uppers which consist of leather straps across the ...",0,0,0,0,0,0,0,0,0,0,,1310,1338,2769,3114,2801,1161,2422,1409,1054,2151,,110,110,83,94,19,57,109,166,136,31
640690,"Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings ...",19,0,0,0,0,0,0,0,0,0,,1655,1049,1094,690,747,1047,1153,883,1056,1469,,111171,133036,111660,48511,56320,70066,78117,65330,64915,80202
650200,"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ...",0,0,0,0,0,0,0,0,0,0,,22,11,34,16,14,3,30,55,8,47,,119,29,36,37,0,1,0,0,0,0
670100,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ...",0,0,0,0,0,0,0,0,0,0,,59,3,16,53,252,10,224,68,19,22,,328,368,494,286,230,605,932,838,992,1154
670420,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles ...",0,0,0,0,0,1,0,0,0,0,,108,22,293,60,78,301,410,88,92,271,,440,703,513,352,211,185,170,190,249,380
680291,"Marble, travertine and alabaster, in any form (excluding tiles, cubes and similar articles ...",0,0,0,0,0,0,0,0,0,0,,106,77,1606,1760,593,176,394,127,269,48,,60943,69568,57502,40263,25353,29721,31571,31514,26567,35276
680422,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",0,0,0,18,2,1,0,0,0,0,,7969,8456,5285,5822,4710,4549,4247,1026,1893,872,,63233,83118,56070,38480,36365,47784,53251,53791,53919,64387
680919,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster ...",0,0,0,0,0,0,0,0,0,0,,2169,2462,2610,2341,980,891,1230,356,812,4766,,6886,8301,7713,3510,4022,6822,8176,8650,8237,9686
10221,Pure-bred cattle for breeding,92486,78796,0,5527,0,0,0,0,0,0,,247835,238688,213492,151646,116293,122957,148692,204286,202818,220242,,487317,292652,140528,96052,66484,144524,163573,180058,85309,123763
10391,"Live swine, weighing < 50 kg (excluding pure-bred for breeding)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,11499,386,0,67,0,0,0,0,0,0
401034,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",0,0,0,0,0,0,0,0,1,0,,122,213,240,97,100,171,112,63,35,39,,5068,4653,4388,3548,3900,4115,4467,3800,3417,4347
401036,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 150 cm but <= ...",0,0,0,1,0,0,1,0,0,0,,41,17,1299,954,1247,1149,1013,1131,652,1101,,5135,4573,3383,3256,4927,7168,7215,5573,5436,9243
401180,"New pneumatic tyres, of rubber, of a kind used on construction, mining or industrial handling ...",0,0,0,0,0,0,7,0,0,0,,0,0,0,0,0,12301,16359,19628,10709,17636,,0,0,0,0,1333,434101,539990,575481,446983,612909
401192,"Pneumatic tyres, of rubber, new, of a kind used on agricultural or forestry vehicles and machines ...""",0,0,0,0,0,0,0,0,0,0,,671,1264,193,243,658,0,0,0,0,0,,12223,6403,6621,4531,5834,1,0,0,0,0
401519,"Gloves, mittens and mitts, of vulcanised rubber (excl. of a kind used for medical, surgical, ...",0,0,0,0,0,0,0,0,0,0,,4456,5308,4700,3905,3290,1817,1977,2176,3153,10448,,128186,114986,120207,82505,110077,126695,147288,169679,264269,440941
620451,Women's or girls' skirts and divided skirts of wool or fine animal hair (excluding knitted ...,0,0,0,0,0,0,0,0,0,0,,37,42,17,35,187,212,208,266,323,494,,5908,5778,5902,3929,4387,4362,5180,4997,4030,4105
620463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres ...",0,0,0,2,1,3,6,0,0,0,,1159,912,1619,917,1060,1158,2869,1640,959,1441,,103184,116281,114011,71345,71078,96695,120911,131152,101092,112828
620590,"Men's or boys' shirts of textile materials (excluding of cotton or man-made fibres, knitted ...",0,0,0,0,0,0,0,0,0,0,,313,538,703,734,396,699,823,1375,1523,1343,,6259,7374,8275,5514,6213,6505,8014,9210,8806,12442
620690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials (excluding of silk, ...",0,0,0,0,0,1,0,0,0,0,,4103,1946,2541,2883,3520,5035,3705,2349,1788,3136,,75221,4793,6041,4659,5126,6299,8383,11764,9471,15432
621132,"Men's or boys' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",0,1,0,0,0,0,0,0,0,0,,1905,755,728,1158,857,454,908,635,211,427,,3811,5251,4628,3016,3393,4421,4031,3732,3213,3968
620311,"Men's or boys' suits of wool or fine animal hair (excluding knitted or crocheted, tracksuits, ...",0,0,0,0,0,0,0,0,0,0,,938,534,608,493,528,385,426,344,528,532,,41341,37722,35987,20433,26970,33596,39936,29110,20681,18128
620322,"Men's or boys' ensembles of cotton (excluding knitted or crocheted, ski ensembles and swimwear)",0,0,0,0,0,0,0,0,0,0,,185,149,4,10,44,35,32,33,122,192,,9003,9508,9103,6178,11158,16725,13426,13799,11415,7389
620339,"Men's or boys' jackets and blazers of textile materials (excluding of wool, fine animal hair, ...",0,0,0,0,0,0,0,0,0,0,,488,521,489,756,613,610,257,591,702,462,,7341,8108,7232,4535,5584,6475,7072,6412,4407,5179
620411,"Women's or girls' suits of wool or fine animal hair (excluding knitted or crocheted, ski overalls ...",0,0,0,0,0,0,0,0,0,0,,7,94,98,0,5,23,103,455,615,512,,252,304,251,45,507,114,261,269,193,139
410449,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the dry state """"crust"""", ...""",0,0,0,0,0,0,0,0,0,0,,209,277,288,255,288,330,673,535,510,367,,60,181,67,25,51,504,749,704,391,569
410719,"Leather """"incl. parchment-dressed leather"""" of the whole hides and skins of bovine """"incl. ...""",0,0,0,0,0,0,0,0,0,0,,75,129,1027,726,33,41,127,11,17,299,,5480,4953,2642,1910,3206,3996,3028,3958,5125,4531
411310,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,0,3,5,21,6,4,0,4,0,0,,804,613,718,1140,708,681,880,595,483,570
430219,"Tanned or dressed furskins, whole, with or without heads, tails or paws, not assembled (excluding ...",0,0,0,0,0,0,0,0,0,0,,106,561,563,17,18,8,2,121,2,28,,29164,24583,16216,8318,9081,13679,11902,9985,8085,9120
430390,"Articles of furskin (excluding articles of apparel, clothing accessories and goods of chapter ...",0,13,0,0,0,0,0,0,0,0,,274,212,80,188,173,474,509,436,153,634,,81708,5363,6124,2621,1712,2179,2084,2369,1859,3316
440139,"Sawdust and wood waste and scrap, agglomerated in logs or similar forms (excl. pellets and ...",0,0,0,0,1,0,0,0,0,0,,915,309,1612,520,729,384,253,113,218,88,,354,453,584,313,269,135,175,163,236,183
440325,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is =>15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,29503,35894,31008,24278,3670,,0,0,0,0,0,0,0,0,2,0
440397,"Poplar and aspen """"Populus spp."""" in the rough, whether or not stripped of bark or sapwood, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,130,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
440399,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excluding ...""",0,0,0,12,2,0,0,0,0,0,,19732,28873,23980,44144,58521,16484,35140,25998,19517,8575,,420,671,83,46,19,66,76,33,3,59
440797,"Poplar and aspen """"Populus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,2,2,18,8,17
441113,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?5?mm but <=?9?mm""""",0,5,0,0,0,0,0,0,0,0,,440,2077,3220,3536,2273,2413,1137,2668,2558,1173,,176734,167489,144101,80275,44898,51261,52565,39343,36280,47134
441299,"Laminated wood with both outer plies of coniferous wood (excl. of bamboo, with an outer ply ...",0,0,0,0,0,0,0,0,0,0,,1224,2738,1855,1759,2406,3889,3200,4265,5538,4278,,10839,11688,10879,6487,7216,13744,16804,15953,22192,20607
441600,"Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves",0,0,0,0,0,0,0,0,0,0,,3174,2159,2879,3592,3431,3504,3362,4132,4737,3682,,1198,2029,2497,2254,2028,3496,3464,2463,3410,5272
441873,"Flooring panels, assembled, of bamboo or with at least the top wear layer of bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,65,16,30,2,,0,0,0,0,0,117,57,46,36,36
442190,"Other articles of wood, n.e.s.",0,0,11,0,0,0,0,0,0,0,,6628,3231,2949,2047,2486,0,0,0,0,0,,57554,72231,67335,34789,33432,55,0,0,0,0
450200,"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ...",0,0,0,0,0,0,0,0,0,0,,10,67,16,16,80,27,2,17,18,60,,56,15,5,19,12,54,21,1,6,9
470692,"Chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,103,278,91,191,184,251,222,82,37,38,,4432,4923,5991,2734,1961,1614,1387,811,426,449
480411,"Unbleached kraftliner, uncoated, in rolls of a width > 36 cm",0,0,0,0,0,0,0,0,0,0,,51184,57616,61575,45093,33412,43102,12744,11143,16754,18017,,2413,2155,272,1333,1380,388,1055,6260,2370,863
480442,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,33,0,0,0,2,0,20,,0,7,12,0,30,151,343,567,826,1012
480459,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,3,18,0,126,2,4,23,110,23,22,,2042,242,645,367,272,32,1,353,323,299
480540,"Filter paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,0,0,0,0,0,0,,175,53,37,136,89,262,198,298,211,98,,4067,3927,4342,2703,3491,4840,5275,5820,5185,5108
480640,"Glassine and other glazed transparent or translucent papers, in rolls of a width > 36 cm or ...",0,0,0,0,0,0,0,0,0,0,,1913,2120,753,407,194,187,188,138,359,1093,,1948,2105,1695,902,1568,1762,1634,1520,2182,2795
481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment ...",0,0,0,0,0,0,0,0,0,0,,1226,547,836,788,344,731,354,405,322,305,,54,14,20,36,8,11,7,1,20,54
481910,"Cartons, boxes and cases, of corrugated paper or paperboard",0,1,0,1,0,0,0,0,0,0,,2452,2546,2398,1517,2812,2404,3692,3067,5218,3357,,70212,65612,45411,29759,31077,38986,43927,41357,32389,35884
482090,"Blotting pads and similar articles of stationery, of paper and paperboard, and book covers ...",0,0,0,0,1,1,0,0,0,0,,5996,5524,3519,1964,1833,1593,2300,1776,2530,1642,,5442,6272,5117,6935,5216,5183,5759,4523,4519,4932
482290,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",0,0,0,0,0,0,0,0,0,0,,56,37,213,59,46,460,14,61,169,54,,591,684,790,501,490,654,559,828,957,1545
482390,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a ...",10,13,1,3,0,0,9,0,0,0,,12220,10013,9664,7606,5274,4895,4115,4050,2587,10500,,38330,35103,30742,21236,21794,23843,25340,29323,28287,65772
370120,"Instant print film in the flat, sensitised, unexposed, whether or not in packs",0,0,0,0,0,0,0,0,0,0,,242,472,338,21,318,405,257,736,162,67,,358,566,903,714,1264,2276,2577,3774,1786,4748
370241,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,8,0,,0,0,55,7,0,0,0,0,0,0
370298,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,33,18,31,10,22,103,26,71,32,38,,422,465,328,26,40,32,43,157,209,316
370320,"Photographic paper, paperboard and textiles, sensitised, unexposed, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,119,75,92,87,89,44,17,29,52,11,,11624,11623,9250,8907,10517,8242,6890,7148,4992,5825
370710,"Sensitising emulsions """"for photographic uses""""""""",0,0,0,0,0,0,0,0,0,0,,100,197,438,487,362,436,302,91,619,40,,1040,1122,1216,873,880,1318,2589,1917,1574,1555
380110,"Artificial graphite (excluding retort graphite, retort carbon and goods of artificial graphite, ...",0,0,0,0,0,0,0,0,0,0,,203,72,27,434,126,200,264,258,157,127,,24910,29782,9472,5346,9283,5344,6292,7918,4576,7302
380510,"Gum, wood or sulphate turpentine oils",0,0,0,0,0,0,0,0,0,0,,467,454,1017,694,563,1213,1662,1828,965,1218,,282,52,22,68,157,447,508,620,555,1225
380610,Rosin and resin acids,0,0,0,0,2,0,0,0,0,0,,329,584,296,129,51,449,97,67,129,168,,2992,3240,1825,3633,2549,4383,5488,6017,12676,10282
380891,"Insecticides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,0,0,0,76,95,86,210,0,0,,18613,22934,35185,27901,42165,49800,65136,48765,49567,59209,,101212,129492,126811,98294,137831,156287,174655,203992,215502,200851
380992,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",9,0,0,0,0,0,0,0,0,0,,848,695,603,822,330,804,454,389,1006,1077,,19487,16986,19294,16159,17832,18637,19889,21305,20738,26733
381700,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene ...,0,0,0,0,0,0,0,0,0,0,,1475,66,40,2,0,530,14,8,0,91,,3425,981,8799,1795,2243,781,1252,1056,2261,1883
382311,"Stearic acid, industrial",0,0,0,0,0,0,0,0,0,0,,25632,930,0,0,7,24,2,6,13,9,,12943,12885,13469,11943,17306,17224,19372,17313,17170,34371
382478,"Mixtures containing perfluorocarbons """"PFCs"""" or hydrofluorocarbons """"HFCs"""", but not containing ...""",0,0,0,0,0,0,0,0,0,0,,11,5,267,417,758,374,160,15,11,8,,16953,17761,20132,20786,23077,29038,42986,28390,21863,36714
382482,"Mixtures and preparations containing polychlorinated biphenyls """"PCBs"""", polychlorinated terphenyls ...""",0,0,0,0,0,0,0,0,0,0,,19,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,1,0
382510,Municipal waste,0,0,0,0,0,0,0,0,0,0,,153,464,1236,1122,1565,1645,160,269,162,94,,0,0,0,0,31,42,0,0,0,0
390461,"Polytetrafluoroethylene, in primary forms",0,0,0,0,0,0,0,0,0,0,,2290,665,1036,960,1065,1398,1773,1045,1102,1031,,1347,1930,2189,2027,3767,6135,5190,5285,5201,5393
390769,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of < 78 ml/g""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,741,521,1194,1878,5340,,0,0,0,0,789,36956,46261,42248,32295,64489
390770,"Poly""""lactic acid"""", in primary forms""""",0,0,0,0,0,0,0,0,0,0,,3,0,3,3,1,0,48,214,43,37,,592,2302,680,1038,2692,6191,6892,3216,10380,2244
390890,"Polyamides, in primary forms (excluding polyamides-6, -11, -12, -6,6, -6,9, -6,10 and -6,12)",0,0,0,0,0,0,0,0,0,0,,971,860,810,136,292,521,410,360,1284,1956,,38649,40563,35950,23260,25853,30289,32729,32838,34238,46642
390931,"Poly""""methylene phenyl isocyanate"""" """"crude MDI, polymeric MDI"""", in primary forms""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,17,187,132,854,,0,0,0,0,7,257990,310713,225433,212695,450243
391610,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",0,773,0,0,0,0,0,0,0,0,,2108,1451,51,36,156,221,1446,405,801,1034,,3274,4540,4363,3127,4144,5313,8385,7415,7303,11462
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",0,0,0,0,0,0,0,0,0,0,,2063,2498,2112,2248,2784,2505,2328,2466,3959,2416,,55066,67051,71900,52353,53033,63806,83487,97463,75822,85548
