Product code,Product label,United States of America's imports from China-Value in 2012,United States of America's imports from China-Value in 2013,United States of America's imports from China-Value in 2014,United States of America's imports from China-Value in 2015,United States of America's imports from China-Value in 2016,United States of America's imports from China-Value in 2017,United States of America's imports from China-Value in 2018,United States of America's imports from China-Value in 2019,United States of America's imports from China-Value in 2020,United States of America's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
761010,"Doors, windows and their frames and thresholds for door, of aluminium (excluding door furniture)",53754,57603,79450,98931,123733,130911,115798,149104,179265,199996,,687157,844359,944442,1048705,870544,933207,1033730,1101972,1080891,1162525,,237617,291220,393459,486593,570038,623623,686353,821090,871337,1019454
293627,"Vitamin C and its derivatives, used primarily as vitamins",110162,110763,118581,112123,104211,191946,223927,114587,234860,199759,,407650,376265,461359,434221,431084,879849,835394,565060,754567,834055,,159913,148435,153211,157298,148602,228467,272586,153788,274131,251826
230910,"Dog or cat food, put up for retail sale",338251,173114,125332,126483,137982,157909,149431,165980,198690,198924,,834932,733268,707556,675197,667414,779451,874356,855261,983809,1102788,,735663,663765,689918,765332,779633,842945,985190,1027878,1231728,1534992
732190,"Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.",154225,168983,182495,178306,155685,159333,175182,128368,126949,198203,,416376,486238,536061,632100,559560,611242,624036,608381,791219,1014499,,282504,316267,336323,330521,280627,286701,315272,260267,257828,375800
871420,"Parts and accessories for carriages for disabled persons, n.e.s.",106361,95355,105160,131233,113914,123818,135319,154355,153819,197560,,185540,192857,224974,233092,221653,241936,251752,278554,253769,289159,,208920,190435,211988,250083,229017,243449,262970,292267,276622,347100
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",59596,84952,107006,158687,151058,345136,338960,126003,111384,197271,,373048,368242,395465,483992,471355,706659,668287,485724,561343,636700,,346682,344364,367074,404934,385795,601086,631487,384665,339006,436326
854110,Diodes (excluding photosensitive or light emitting diodes),210887,233480,257702,261722,260433,284928,302309,157628,138195,194845,,1908403,2508753,2826450,2554477,2055089,2139155,2334318,2377114,2587145,3022485,,516823,563121,590324,581048,564134,636252,684743,510647,424728,552602
701349,"Glassware for table or kitchen purposes (excluding glass having a linear coefficient of expansion ...""",98230,108844,131378,133523,143185,133735,147046,152526,137020,194423,,1041065,1138558,1053185,1026384,983251,998591,1016659,1129644,1132160,1405012,,200743,191098,207406,210801,217825,207062,228246,229929,217735,295846
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",102571,104865,136302,145907,169818,187015,153766,105115,122204,193992,,583789,804419,782903,767967,754545,859144,1034644,1229647,1179322,1387985,,1781921,1964198,2374003,2447458,2494610,2696378,2947165,2999059,2910813,3666490
852713,"Radio-broadcast receivers capable of operating without an external source of power, combined ...",500826,370362,259798,206371,162655,145273,112691,108032,126249,193670,,571118,297704,322584,453622,474057,430211,376803,305794,399659,341589,,526666,382271,267314,209572,167245,150278,117663,113394,134900,207273
841840,"Freezers of the upright type, of a capacity <= 900 l",21622,19527,22066,17763,21567,32830,58600,67299,192792,193584,,182797,224372,245959,233013,241590,295180,347685,340520,513875,588533,,63847,63918,69529,73999,82951,106795,145579,149082,317779,490780
330420,Eye make-up preparations,172583,165875,168345,192639,235539,296404,303680,256594,164722,192364,,221176,237795,272771,314447,331344,435032,519558,542743,403099,471012,,578536,647838,699114,788278,854978,892377,979795,915726,711907,862136
850431,Transformers having a power handling capacity <= 1 kVA (excluding liquid dielectric transformers),225507,253696,242310,258468,235164,241655,241453,184763,155430,191843,,1463935,1555204,1769579,1584955,1596643,1557872,1653917,1601181,1539461,1825195,,476689,484464,464487,491471,454061,451427,472705,421801,374876,461850
820730,"Interchangeable tools for pressing, stamping or punching",104500,167087,156027,195005,178247,228583,300545,173199,220682,191662,,370480,597752,697064,814630,740623,1050079,1212780,1096666,1245975,1322074,,936427,1121339,989224,1060654,1058765,1237000,1474286,1136697,1149821,1239366
293590,Sulphonamides (excl. perfluorooctane sulphonamides),0,0,0,0,0,249154,238255,189231,141619,191458,,0,0,0,0,0,677144,734435,711994,804692,832814,,0,0,0,0,0,2584228,3940249,4245735,3747479,3033381
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",398107,457391,481118,462224,448187,468202,529637,552530,238137,190582,,1014272,1113147,1257197,1305354,1198858,1322822,1635280,1833293,1171919,1036525,,12106270,13234073,15261785,14589061,14602368,14495816,17058732,18234050,12262392,10308209
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",138987,158331,172400,190301,157863,168825,186548,148021,91805,190335,,1814201,2095280,1965107,1882627,1579173,1379133,1383494,1388795,1264226,1686957,,799462,843106,920678,1080171,1031207,1093594,1211136,1230676,1024543,1552914
940310,Metal furniture for offices (excluding seats),90767,96684,114709,154432,162165,193108,223945,177413,180654,190308,,453336,496737,545116,592135,529548,579048,685189,662461,668766,679569,,408560,402239,435475,506311,559476,630164,620972,851041,748595,778243
640219,Sports footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear ...,232256,233406,223256,259118,226087,180510,161111,146010,137731,189011,,907649,912320,915025,900294,623846,549377,474625,452859,395958,503727,,405320,414701,454824,534758,487955,471761,443402,453139,372467,400047
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers",197426,210117,236492,217870,231943,251349,259861,213546,146003,188869,,1444082,1153416,1049431,797080,742343,653732,566612,566166,454150,536519,,1186696,1124082,1111751,965833,986105,1056603,1109122,1010224,769993,1144758
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",515868,461904,580969,314633,183742,240723,225072,282725,210182,188597,,463379,442799,559287,433270,442176,497854,552226,547457,586215,707853,,1681093,1590101,1940629,1525589,1314766,1593162,1686794,1638206,1396272,1572080
851610,Electric instantaneous or storage water heaters and immersion heaters,66730,88477,105305,126155,150959,176594,189528,146806,160936,188262,,301667,398956,441558,317909,350135,345951,395492,404134,409696,466047,,313250,334694,421332,512973,504620,548294,618875,612110,627465,702952
960820,Felt-tipped and other porous-tipped pens and markers,109700,115483,126457,135110,155872,150221,163146,177908,166672,187999,,396753,427136,433162,452969,512933,481441,492451,546339,568339,673117,,218047,218070,242166,257506,309887,292947,303965,317029,329880,366994
340700,"Modelling pastes, incl. those put up for children's amusement; preparations known as dental ...""",73907,81372,123972,151066,166935,133451,156078,162282,143880,186964,,81877,88166,103834,145333,142282,186002,274409,330664,289074,368650,,138712,140548,210305,243301,267051,245183,281100,295649,264336,333791
392520,"Doors, windows and their frames and thresholds for doors, of plastics",56919,66319,76447,84769,80287,78105,96518,127070,134875,185567,,251923,258886,241455,243246,213473,234385,256762,273864,309571,358804,,160792,171522,199538,216910,233057,246713,296291,329883,384355,510312
630491,"Articles for interior furnishing, knitted or crocheted (excluding blankets and travelling rugs, ...",139560,135643,142142,151913,163076,192392,193217,186405,143799,185461,,710659,870493,768440,646448,539033,505334,473457,491150,486215,500366,,198442,195979,222714,215620,191208,235068,258227,284210,239123,291992
560312,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",68292,76653,77827,92392,90180,85380,93188,69065,144252,183676,,253416,308281,447880,418494,436938,418511,449519,458931,1023030,656478,,297524,337309,350653,428627,394605,372041,428692,400813,589399,678456
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",189965,249395,353817,421630,421844,456205,469722,351776,170094,182827,,611867,737641,862731,919809,995085,1162734,1303744,1234361,1138498,1377054,,924121,1097484,1397764,1616927,1713296,1664812,1941513,1833918,1477332,1754591
940550,"Non-electrical lamps and lighting fittings, n.e.s.",284979,268698,238255,245872,242778,235368,239556,172592,130839,182238,,968281,886232,808865,868626,674215,655185,672376,686859,540801,752883,,384984,362704,345355,357446,350505,342531,362474,276303,211980,332113
691110,"Tableware and kitchenware, of porcelain or china (excluding ornamental articles, pots, jars, ...",202702,220012,213244,260815,245289,261887,262329,231804,137371,181961,,2472778,2396890,4349509,6441258,5143912,5345158,5645568,6288118,5466714,6372951,,393025,416458,408655,461381,428369,432006,427012,384970,239380,329946
851690,"Parts of electric water heaters, immersion heaters, space-heating apparatus and soil-heating ...",152575,188342,189254,211711,178443,197809,181462,142376,143461,181477,,1227339,1435544,1395526,1538420,1630212,1912516,1678685,1621289,1672306,1984873,,457147,432340,552350,603209,504876,502137,518574,472885,505654,621188
961000,"Slates and boards, with writing or drawing surfaces, whether or not framed",94071,104139,112994,131030,120921,123696,141978,144592,153749,181310,,329325,345879,349118,373684,336512,344813,389589,456073,460170,486696,,108641,120962,133267,155084,142013,145412,161656,161354,164613,195572
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",281301,334329,385934,427078,410193,497690,394909,126367,115970,180967,,3650036,4074218,4330884,4287186,3954193,4416388,4790558,4610404,4238638,5225896,,1835061,1901314,2071137,1976924,1710318,1959227,2024794,1813816,1818761,2742792
630210,"Bedlinen, knitted or crocheted",78198,105945,115251,144208,137527,156484,168797,191571,175335,180377,,85976,130104,169182,154014,152263,181393,229380,294953,334506,454398,,182187,205664,217233,253142,250295,276687,333311,359489,337619,393550
611011,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of wool, knitted or crocheted ...",331876,330254,397833,352749,306968,267085,261487,231843,122106,180162,,850395,959295,1203474,1286852,1205361,1044309,1022690,935211,761147,901987,,424412,424986,506112,451652,415225,370203,380338,369923,250938,364765
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",173768,153529,156549,155115,140875,140137,160187,159373,181085,180066,,549273,576342,613940,643673,657080,654917,804312,803486,881775,959599,,1548567,1503998,1506735,1519830,1450661,1516399,1620129,1653735,1562762,1773930
392210,"Baths, shower-baths, sinks and washbasins, of plastics",19596,22574,32346,33806,48996,67864,81893,107963,128401,179682,,433217,380139,326112,339044,308894,360453,406110,462967,589425,775075,,91177,104299,118090,121366,150947,173023,192295,214183,246368,331553
850720,Lead acid accumulators (excluding spent and starter batteries),360963,317451,354370,320152,303132,322618,381926,214298,160007,179276,,1732542,1750649,2193697,2507625,2222164,2120352,2435602,2323816,2335227,2409546,,884420,889709,928337,853593,835779,900171,1093392,1017665,954626,1159569
830160,"Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, ...",102674,124457,142879,170820,148291,160028,200156,203718,160926,179111,,651995,789582,933084,790485,760854,803626,905284,854390,862996,1025319,,269908,331096,356428,396429,395725,420490,441075,449101,393520,423758
852862,Projectors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,46584,88131,111667,162365,178968,,0,0,0,0,0,12919,31995,88856,86010,112679,,0,0,0,0,0,94925,170473,248748,292712,298229
960329,"Shaving brushes, hair brushes, nail brushes, eyelash brushes and other brushes for use on the ...",120271,122526,119024,134472,135590,132473,156250,178432,145571,178289,,310852,366160,422827,538997,690216,695301,774558,782687,818543,1084152,,143573,153861,157291,165086,166074,158210,182073,208937,169938,213914
392329,"Sacks and bags, incl. cones, of plastics (excluding those of polymers of ethylene)",214613,215173,226789,224567,232029,265837,312137,220260,166467,177607,,814640,936936,1039422,1111341,1055826,1116069,1232634,1458325,1831384,2112791,,412887,397130,419503,428075,446579,492253,554276,493913,489445,568361
841221,"Hydraulic power engines and motors, linear acting """"cylinders""""""""",71198,88295,120744,138680,136151,168729,206716,197397,136759,177465,,320639,361501,433681,456338,457705,525217,673240,691435,616139,855453,,1022493,1076206,1159647,1190252,1155188,1257723,1489178,1514696,1164039,1383164
854420,"Coaxial cable and other coaxial electric conductors, insulated",330958,332220,323435,324948,336138,289185,304056,221402,150777,177317,,1445458,1488308,1389456,1295545,1203632,1149421,1184508,1080226,1055025,1188807,,606483,587334,589238,556384,570903,537279,602499,551332,542010,647707
291462,"Coenzyme Q10 """"ubidecarenone """"INN""""""""""""",0,0,0,0,0,3960,34184,71260,119750,177308,,0,0,0,0,0,153737,149946,140527,236132,327687,,0,0,0,0,0,8266,39032,71648,123721,182523
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",221037,237476,231147,200499,170535,215101,245488,213830,160244,176953,,1024138,1057326,1224320,1055310,982684,1152331,1293865,1155547,1088660,1334863,,1080076,1096873,1163559,1115514,1040236,1150423,1310418,1283541,1119284,1440389
620442,Women's or girls' dresses of cotton (excluding knitted or crocheted and petticoats),262706,244419,198442,224784,225427,208133,209004,192605,124873,176379,,604000,662133,877979,885062,948102,917542,879500,1038299,1044836,1447605,,607887,544762,509765,578370,562694,542309,552859,564967,479078,703264
732410,"Sinks and washbasins, of stainless steel",134148,103707,108613,110858,126632,145764,172605,129139,123639,176128,,521461,584881,560594,677801,627418,663276,724121,798916,951380,1148910,,178607,192503,228048,254190,278107,292539,344195,284094,322958,435330
