Product code,Product label,Japan's imports from Viet Nam-Value in 2012,Japan's imports from Viet Nam-Value in 2013,Japan's imports from Viet Nam-Value in 2014,Japan's imports from Viet Nam-Value in 2015,Japan's imports from Viet Nam-Value in 2016,Japan's imports from Viet Nam-Value in 2017,Japan's imports from Viet Nam-Value in 2018,Japan's imports from Viet Nam-Value in 2019,Japan's imports from Viet Nam-Value in 2020,Japan's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
830120,"Locks used for motor vehicles, of base metal",0,5,190,458,1188,3313,3251,3718,3634,3203,,3047,3960,9890,15643,19108,21595,25630,22383,44842,36617,,181567,185362,217521,207587,187873,184722,181579,182284,151315,159415
190230,"Pasta, cooked or otherwise prepared (excluding stuffed)",124,71,216,665,623,953,817,1135,2419,3193,,133079,135445,126698,126975,115822,124366,140244,161116,210806,148574,,46594,31273,26308,21332,23651,29664,39762,47150,69535,83337
681599,"Articles of stone or of other mineral substances, n.e.s.",59,0,8,0,40,1063,3871,3844,3740,3183,,6893,6053,7613,7232,6269,6440,7662,8330,12630,16532,,170785,162824,171890,160411,154175,202036,298859,273580,192703,224614
853630,Apparatus for protecting electrical circuits for a voltage <= 1.000 V (excluding fuses and ...,147,2724,3885,848,2915,737,1573,2258,5482,3178,,16902,17962,24691,34891,55405,69206,52781,32959,23538,264550,,72102,84750,97340,92226,91240,118654,108411,67692,71848,55829
640212,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...",914,771,1363,2231,1291,2394,2545,1931,1836,3158,,9300,8908,8346,9966,6659,9569,9937,10467,8317,23828,,42755,43520,40673,35702,27174,25143,29576,31350,20260,19505
60210,Unrooted cuttings and slips,2330,2422,2794,2892,2933,2965,2952,2765,3170,3121,,7233,5985,6123,6427,6656,6999,7144,7452,8686,8384,,15615,13946,14409,13334,14803,14947,14712,14024,14587,14965
71290,"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not ...",1063,2084,4878,7218,6626,3399,3041,4345,3662,3121,,5195,6727,14744,12799,10757,12482,15011,18835,20758,8182,,224857,207462,200155,209237,226626,246635,226747,219015,219407,220955
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",75,41,25,2289,2555,3145,2873,2461,2412,3119,,19129,18707,17463,14247,10328,10079,8421,5810,7802,21731,,592417,615662,710454,650575,621325,624334,659953,637978,600065,722733
442090,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ...",2041,2681,3224,2905,3137,3407,3514,3155,3876,3117,,13059,13817,22042,21610,27432,22562,25591,25428,35771,40344,,54103,52938,61316,52149,56489,56597,57173,54906,55742,67548
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",0,0,14,8,20,8,0,3,2305,3115,,1998,891,459,221,22814,80781,69191,73273,78917,105633,,810617,773100,752214,641428,587193,622637,622972,753202,859270,908532
821300,"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excluding ...",410,411,499,651,568,1235,2538,3375,3457,3095,,1934,4480,4753,4884,5550,6770,8017,9431,9886,14634,,35951,38098,35333,35684,36005,36892,38558,39165,42871,43362
902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",63,141,5103,1332,1841,1474,1769,3693,4696,3080,,117,331,30193,12822,2159,11975,25922,42004,48565,24152,,215394,191781,168048,142026,140208,137570,131521,143350,101749,117103
640690,"Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings ...",913,819,823,950,1114,1633,2429,2911,2224,3066,,33523,54820,57250,92296,102202,140338,229278,295138,246127,234339,,91920,91452,83029,75246,73956,71868,80970,71887,58088,63560
580137,"Warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",3558,3201,2844,2343,2537,2533,3249,2184,3012,3059,,0,22,233,550,304,190,80,26,16,3063,,8071,7901,7051,6677,6879,7322,7863,6973,7156,6647
848350,"Flywheels and pulleys, incl. pulley blocks",434,454,484,480,949,1417,2226,1920,2495,3056,,2240,2662,4273,4247,5719,8802,7684,6467,7696,5434,,243679,282506,333927,309961,305378,328959,329097,299103,226615,263107
950632,Golf balls,276,224,282,466,787,1145,2189,3175,2515,3055,,9995,10052,10058,8899,5684,791,2658,6439,6471,17802,,91277,83548,83703,71723,78767,78903,75166,89125,76712,91363
30559,"Dried fish, even salted but not smoked (excluding fillets, offal and cod)",1616,362,207,670,1142,1146,1373,1725,1896,3049,,55986,54013,54426,23330,56700,100869,105867,115186,161466,105132,,9394,4916,6025,5529,5378,4414,4098,5179,6380,5652
160432,Caviar substitutes prepared from fish eggs,16,3,39,1859,5864,6440,5992,5456,4651,3049,,3,227,2838,81,1854,2,245,391,253,4152,,120582,92903,53706,58494,54879,73678,58096,36975,33498,25830
940171,"Upholstered seats, with metal frames (excluding seats for aircraft or motor vehicles, swivel ...",1847,2272,2986,3456,3582,2845,3925,3868,3796,3045,,1453,2257,9095,18627,38199,49909,65300,143094,297745,288101,,255534,233675,225530,221663,230232,244800,261334,274805,280901,321764
854720,"Insulating fittings for electrical purposes, of plastics",13,8,4,33,28,1076,1500,1812,1965,3034,,85,86,107,460,1401,9557,14353,23889,29816,72090,,59059,58960,66571,62343,75806,66948,68918,67737,62183,82377
151590,"Fixed vegetable fats and oils and their fractions, whether or not refined, but not chemically ...",7921,12593,12577,11583,5741,3011,1832,2192,3244,3012,,9225,15195,14836,12846,6931,3731,3045,9188,12407,8812,,70659,65828,75161,113489,103452,92672,101359,95220,105358,108695
740821,"Wire of copper-zinc base alloys """"brass""""""""",1373,1674,2130,1679,1524,1798,2007,2693,2212,2988,,13095,15826,16652,12784,11416,14164,14670,34270,46101,113657,,25630,27213,28197,21728,16800,21024,23023,24084,21451,33953
721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excluding bars and rods)",0,57,0,22,133,1425,4090,4076,3254,2981,,7224,14134,7485,5427,8725,13019,28403,39778,40515,24034,,82788,73096,69306,58457,57133,60518,68674,88787,75982,85676
741999,"Articles of copper, n.e.s.",763,431,425,318,464,999,957,1888,2024,2967,,2525,6352,5819,6166,8521,20965,30757,41021,24818,17022,,115748,96256,110206,81639,65214,67064,78207,76088,71079,93361
680422,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",437,1475,1407,1447,1625,2615,2605,2183,2067,2954,,1734,2617,2433,2495,2793,3905,4950,5927,5942,10217,,57208,56152,56002,48583,53241,56052,60070,58596,50555,61384
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",505,746,1075,1448,1709,3180,2230,2462,2432,2945,,18854,52548,93885,121237,231733,466951,427495,191501,103744,96661,,74117,59902,53471,46064,43326,53673,61016,71315,61463,74322
721499,"Bars and rods, of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded ...",0,0,0,2,0,7,746,839,1134,2932,,1629,1068,1094,252,530,114,166,31,13,3200,,46356,46515,38651,32472,24017,25748,31253,59507,29688,29164
670419,"False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials ...",8657,6974,6939,4513,2926,2882,3115,3483,2159,2927,,4189,3937,5724,9440,16065,23595,23658,22324,26058,35245,,69092,76220,51419,38495,33185,34112,40290,39713,31525,45414
961700,"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)",0,0,0,0,0,2065,5951,4700,3304,2895,,664,802,1011,1045,1194,3600,8644,11047,7968,12865,,225660,259912,248904,288973,277625,300410,323355,296522,240687,260380
848049,"Moulds for metal or metal carbides (excluding moulds of graphite or other carbons, ceramic ...",412,487,1488,1993,1742,2658,3123,3840,3007,2871,,3578,7162,8620,4879,2985,4474,3938,3941,2295,4939,,40766,33855,41403,51168,49175,57012,73275,74313,54605,87693
392043,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",1643,2101,3677,3013,3080,3308,3691,3246,2416,2857,,16695,20507,26533,17135,18278,19687,32520,41695,40314,32549,,28700,29014,27833,25777,24603,24097,26606,28360,26821,30107
961210,"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ...",3081,3619,3724,3761,3350,3952,3930,3714,3468,2854,,4195,5550,5143,5303,5776,5871,6485,6615,5468,9785,,53146,46252,43932,39334,40519,37394,35843,41422,33699,33327
846799,"Parts of pneumatic tools for working in the hand, hydraulic or with self-contained electric ...",144,143,75,337,954,1216,2209,3927,1826,2837,,616,148,484,244,190,135,217,1433,13235,59716,,71409,81156,100670,91287,84444,87251,90734,111335,89489,127984
121490,"Swedes, mangolds, fodder roots, hay, lucerne """"alfalfa"""", clover, sainfoin, forage kale, lupines, ...""",1145,1652,901,1713,1880,2095,2805,3410,2986,2835,,0,19,25,31,63,10,0,60,130,2960,,1001457,927631,785797,731586,644146,713194,754325,808134,783043,811736
251810,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, ...""",0,0,0,0,0,0,0,293,1776,2831,,35,311,502,776,148,222,249,3709,3645,8980,,108554,101024,99597,83599,73773,79086,76708,80884,67866,89227
540419,Synthetic monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm (excluding ...,1454,1713,1984,1221,1552,1770,1312,1770,1463,2806,,17,13,16,37,51,24,242,907,4974,11603,,48975,44790,43770,28171,23527,26141,22740,22647,20494,24105
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",0,77,25,509,378,97,296,531,867,2779,,71,757,137,446,95,96,345,248,546,3687,,149541,141648,156353,133527,149726,166111,180118,202125,194561,215283
730791,Flanges of iron or steel (excluding cast or stainless products),3063,166,621,533,759,1324,1645,1447,1753,2773,,240,370,312,821,819,1667,3268,3670,5580,9732,,124047,92088,103991,89392,84690,93833,116489,104252,83938,107538
220870,Liqueurs and cordials,9198,9229,7082,6319,6409,6208,5605,4930,3477,2768,,67,177,480,3072,1327,4488,2688,4492,3177,4546,,119223,134523,164351,132184,132558,126226,122368,116022,82018,81629
842230,"Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; ...",1782,1993,2255,2453,2644,2591,2398,2559,2314,2741,,1696,855,438,1290,1577,3698,9526,11382,12470,4396,,94137,95701,102779,88588,92253,95991,107506,111921,127899,125435
847329,"Parts and accessories of non-electronic calculators for accounting machines, cash registers ...",5731,2486,2829,3817,4648,4069,2493,5286,4339,2735,,0,6,4,65,115,271,921,832,544,44142,,85927,83486,79962,117270,98384,80554,96649,92528,71778,85418
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",45,83,115,742,778,1049,929,1147,2032,2734,,14558,9882,11232,9979,9623,15901,21374,18937,15046,30446,,234661,262294,282078,273712,253116,332955,405914,376076,303010,546840
960899,"Parts of ball-point pens, felt-tipped and other porous-tipped pens and markers, fountain pens ...",340,436,649,1672,4054,2766,3325,2960,2994,2734,,986,590,883,1854,3228,2683,3374,3013,2896,3776,,48833,49960,45663,49971,52177,49539,50562,43453,32226,34655
420100,"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ...",1120,1462,1444,1975,2091,2859,3086,2602,2038,2708,,19753,20712,23962,26823,26640,28557,31624,34889,50891,124698,,53059,50402,50732,44509,46882,50702,59970,56309,53644,68673
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",1150,1433,1828,1695,1886,1997,1992,2252,2218,2691,,31748,44592,65361,69544,81349,84213,90074,65492,23275,17692,,17503,16210,14920,12506,14505,13753,12399,13577,13670,15931
853610,Fuses for a voltage <= 1.000 V,3010,3689,3869,3114,3405,2616,3771,2979,3011,2685,,7275,7827,10049,9796,11970,10694,11209,9731,10611,22102,,60053,68629,73272,68979,78763,96122,98442,93721,76193,89731
620413,"Women's or girls' suits of synthetic fibres (excluding knitted or crocheted, ski overalls and ...",1603,1816,2650,2348,2558,2431,3356,3505,1422,2678,,13626,11737,28259,4919,26508,62097,37961,32945,19821,4738,,51775,43551,38430,28431,26241,23816,22905,19821,12653,15846
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",7190,7825,4478,3455,2845,3827,2864,2427,2264,2676,,26634,8073,2129,1279,713,1059,744,420,2136,103572,,39827,46417,33369,28086,26185,35174,33491,23216,18155,23665
620690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials (excluding of silk, ...",757,1666,2677,3411,3106,2784,4336,4838,4354,2664,,68206,83750,82387,122154,75560,85678,113812,114975,91336,40799,,40514,49418,70807,77108,77388,52511,71000,70497,60545,46579
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",0,2,3,0,0,0,0,0,214,2640,,1224,1763,1701,2695,2217,1899,2657,2330,2178,3387,,4879,6934,6419,6384,7637,8907,5957,9301,5934,6841
560392,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 25 ...",428,516,442,302,147,1126,1461,2219,2826,2638,,384,636,1222,989,1953,5756,8123,12709,32209,30041,,114713,117521,127098,143011,154769,186940,207091,220444,251089,235397
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",2662,3722,4051,3835,3412,2682,2952,3460,3148,2631,,2246,3175,2979,2916,2775,2561,2707,2664,2213,2649,,123937,108111,91833,92111,53504,55316,67412,69202,64910,67004
392049,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",2505,1740,1855,1593,2189,2142,2227,2225,2287,2610,,15015,13843,15021,13382,15683,17317,17625,17653,14853,18034,,29972,30984,34288,33574,38844,33670,32401,24078,18976,21223
30695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones ...",0,0,0,0,0,1292,3118,3347,3528,2580,,0,0,0,0,0,0,15612,10790,20598,21285,,0,0,0,0,0,13160,28459,22476,24682,22289
902110,Orthopaedic or fracture appliances,2178,1667,2034,2329,2229,2503,2532,2450,2828,2561,,6012,6725,5739,6297,9455,15991,16501,20769,18371,70060,,603101,558612,568980,499767,541766,559563,671826,641313,571206,594486
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",2651,5624,4172,4021,3101,2066,1804,1906,3140,2556,,0,11500,10940,9157,8007,4615,8392,8862,6422,2556,,105054,88548,68152,61732,47448,47130,40358,39428,29496,28096
846620,Work holders for machine tools,420,360,309,338,754,645,1595,2960,2283,2538,,2590,1899,2346,3173,4883,2315,2607,2717,2028,5986,,35700,27684,37636,36276,34945,40871,46192,47901,31437,43249
950691,"Articles and equipment for general physical exercise, gymnastics or athletics",886,1048,951,1084,900,819,789,1673,3018,2532,,7324,4612,9962,12317,14358,14863,25494,27200,103322,188777,,248889,233586,245497,261745,275542,304192,349259,384581,431841,379892
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,313,1103,4687,1593,2521,,0,0,0,0,0,0,1654,6871,11823,14135,,0,0,0,0,0,21679,28590,37291,27567,26488
81060,Fresh durians,0,0,0,0,0,16,31,493,1662,2504,,553,608,2010,24681,104084,306205,269394,271222,71397,97004,,708,521,471,289,728,877,1762,2725,3721,5425
844851,"Sinkers, needles and other articles used in forming stitches, for machines of heading 8447",2085,2187,2476,2421,3177,3946,3762,3374,1678,2471,,13921,19733,24367,21480,22211,21234,24773,28303,24488,59092,,34771,32756,33279,28152,32548,37304,39935,25688,21943,17214
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",20,22,118,304,2167,416,1004,2241,2231,2448,,2310,3023,2594,3107,3509,13082,25165,25380,20775,17378,,535411,464119,433314,374864,407195,451016,501221,493313,465859,537206
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",3787,3733,3233,3162,4930,3517,4648,5172,4278,2447,,282177,254420,230731,221667,198550,148148,109465,114640,78559,37484,,67012,56629,46343,34301,31083,26122,27407,28258,28999,21888
680421,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",0,134,243,306,292,310,550,428,1717,2443,,158,248,294,293,340,338,527,475,701,16898,,32249,27540,25996,24359,27670,27223,27342,27689,25971,28618
610423,"Women's or girls' ensembles of synthetic fibres, knitted or crocheted (excluding ski ensembles ...",16,21,284,374,113,86,917,4451,610,2435,,3940,4141,3782,5054,12257,15537,25864,31683,29508,4019,,27055,27726,21979,13817,19531,14229,38026,16885,13741,20641
940540,"Electric lamps and lighting fittings, n.e.s.",181,136,297,1094,1082,2513,2853,3845,3833,2430,,11894,24197,68479,74258,62634,79079,103987,92389,210063,266017,,331083,346062,366353,339444,377540,380166,388355,412516,373018,436103
731829,"Non-threaded articles, of iron or steel",112,155,207,431,632,1014,1628,1970,1488,2424,,13800,16374,19280,21064,25650,31627,30043,27490,26724,21955,,47881,51424,49229,41869,42763,45196,51791,56464,44231,50502
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",2934,3851,4098,4128,6548,11664,10382,9851,8959,2415,,85,191,524,1631,705,1787,4720,4273,6045,16360,,328018,206018,154257,163846,118492,166306,156376,152549,205217,231080
540245,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, untwisted ...",5,0,68,145,430,991,787,768,1833,2408,,57277,81412,66548,54821,62400,116828,128735,106566,70086,95963,,59506,55306,53453,46366,44746,48882,51149,46870,34488,43290
