Product code,Product label,"Taipei, Chinese's imports from Japan-Value in 2012","Taipei, Chinese's imports from Japan-Value in 2013","Taipei, Chinese's imports from Japan-Value in 2014","Taipei, Chinese's imports from Japan-Value in 2015","Taipei, Chinese's imports from Japan-Value in 2016","Taipei, Chinese's imports from Japan-Value in 2017","Taipei, Chinese's imports from Japan-Value in 2018","Taipei, Chinese's imports from Japan-Value in 2019","Taipei, Chinese's imports from Japan-Value in 2020","Taipei, Chinese's imports from Japan-Value in 2021",Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
391239,"Cellulose ethers, in primary forms (excluding carboxymethylcellulose and its salts)",4293,2416,2445,2142,3040,2805,2770,3184,4479,5933,,164819,161529,148233,152025,162428,159376,186326,190127,217841,236614,,30305,32523,35514,34532,35379,32133,33208,30910,33941,39668
190219,"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs",1234,1393,1923,2165,2904,3194,3863,3980,4323,5921,,42786,39127,40542,44277,51645,50355,52627,56089,59428,55383,,7233,8973,11685,13051,13167,13259,13977,14317,16436,17950
960820,Felt-tipped and other porous-tipped pens and markers,5136,4866,4772,4429,6565,5843,5803,4887,4933,5920,,160965,142819,146003,144238,171507,177278,179527,181048,160649,187456,,9285,8999,9130,9368,11475,10862,11323,10556,10966,12138
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",6185,5190,4674,4234,3674,3958,3996,3550,5895,5901,,438512,419622,433981,381665,547421,724460,773739,685946,639773,686810,,22665,23234,24465,23679,23190,23294,28442,38327,44704,54408
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",2491,5416,2847,705,1731,1478,1390,1894,2974,5896,,4519,2838,2069,1510,7843,6452,6347,3980,4686,3546,,3998,6294,3265,1508,3482,3168,2959,3443,4247,6865
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",1769,3612,3164,1723,1296,1364,2450,1411,1956,5887,,489565,225432,143394,49177,32261,23391,32451,34804,15379,19262,,3029,3883,3405,7367,1713,3162,5616,4784,4565,7583
853630,Apparatus for protecting electrical circuits for a voltage <= 1.000 V (excluding fuses and ...,2718,1557,1608,1649,8308,9694,8395,5543,5725,5872,,87117,74590,67585,59547,57897,65197,64104,63431,47796,55406,,16315,17905,22758,21876,27801,31348,30397,27598,36220,47031
330410,Lip make-up preparations,11107,9385,8186,8754,10806,11925,12765,10744,7849,5868,,54174,42029,45754,49518,75722,88921,141637,128085,98733,95245,,26705,29461,32072,35273,56787,69076,68820,61292,47885,41006
901850,"Ophthalmic instruments and appliances, n.e.s.",3463,4383,3732,4154,5118,4315,5191,4327,4682,5857,,316839,307174,297016,259534,267043,285392,315025,306893,256263,315193,,20809,26660,31724,34412,27537,25701,31677,35987,44022,55862
321511,"Black printing ink, whether or not concentrated or solid",9713,6762,6724,6733,6523,6840,7895,7399,6823,5847,,174967,168954,173630,153945,142432,155803,162320,156264,143856,187535,,17535,14760,14596,14899,13756,14999,15632,16228,15743,16349
392410,"Tableware and kitchenware, of plastics",4055,4136,4731,3922,4848,4060,4069,4040,4557,5810,,37797,35656,39551,46185,55261,48251,51122,48844,52873,55928,,24225,24569,27959,27486,34300,34771,41916,36211,37669,39856
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",6749,4784,4483,4470,4080,4293,4856,5062,5545,5803,,1319418,1226278,1181614,1027344,1136723,1170870,1150130,1045668,851262,1076245,,33380,35111,38758,35096,34183,39333,43488,48768,59858,75580
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",11,31,4,602,0,0,1,9,2445,5751,,8012,3508,6216,1821,2299,2520,2167,3090,2441,2204,,21,96,216,6348,88,260,829,803,5419,9506
722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or ...",10217,11322,12179,9589,7225,6284,5019,2936,5151,5744,,13348,14638,16745,9597,7231,14205,13694,8289,7906,10028,,28621,28947,30200,23511,18624,22615,24558,20924,21260,24509
810820,Unwrought titanium; titanium powders,4525,2917,2996,3082,1895,3203,3696,5722,4217,5714,,378119,225251,185711,214110,176121,225024,250368,311873,186061,273795,,26203,22256,19416,21706,11784,12063,13567,12616,8679,13921
790120,Unwrought zinc alloys,2641,6327,3450,4969,6405,9126,13493,6758,4277,5653,,39668,48122,47869,54013,59796,91724,93958,63834,45882,76489,,57716,72079,67412,54669,67300,90023,98855,83613,69232,90619
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",16424,8100,13261,17924,13478,1901,26201,7082,7929,5628,,534531,440221,428587,323674,359091,352055,403246,496066,422350,481383,,29107,72941,51242,37310,65678,38417,81453,63801,98354,127157
721050,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",2731,4580,2988,2680,2803,4165,4835,3974,4596,5625,,225240,195621,229068,204557,194096,224203,257088,246032,246234,270779,,2975,5208,3368,3264,3634,5821,6618,5243,5988,7636
180631,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled",3138,2492,4176,3102,3267,3997,3962,3646,5076,5603,,18146,15255,23638,25007,25589,21453,22617,22706,19517,24225,,44362,42391,53894,46513,54590,52025,56065,53337,37998,45850
292119,"Acyclic monoamines and their derivatives; salts thereof (excluding methylamine, dimethylamine, ...",4211,3765,3230,2350,2368,2583,3568,4583,4292,5595,,33967,29370,32465,25506,22680,27120,31309,34428,34733,36772,,21120,21301,23758,21691,22017,26764,29748,21591,25492,31211
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",0,0,15,15439,17,18,7,18532,20634,5584,,877350,1400513,1943895,1483907,1071297,1699836,1633144,1527156,872097,1610589,,0,69,665,15993,1063,1872,4281,40113,58118,36131
390530,"Poly""""vinyl alcohol"""", in primary forms, whether or not containing unhydrolyzed acetate groups""""",3816,4185,4259,3627,3667,4041,4250,3856,4507,5581,,253359,287610,257152,241195,227012,219889,220618,204533,195833,237783,,10318,12543,11329,12367,13211,12488,13689,10864,13116,15158
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,5111,4870,4535,3944,3967,4368,4427,5011,5447,5570,,78961,58893,67648,68334,64009,59898,62645,61822,73008,76004,,112423,101946,101181,101660,113159,126039,147063,141899,144629,163567
846023,"Cylindrical grinding machines for finishing metal, numerically controlled (excl. gear finishing ...",0,0,0,0,0,2193,4455,6193,4912,5569,,0,0,0,0,0,131312,165632,178549,117827,91789,,0,0,0,0,0,2604,9460,16761,5630,6496
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships",11561,7578,5616,3303,3097,3821,4382,4794,4833,5562,,238282,275364,219061,199531,220973,232970,238274,255695,299018,251779,,105138,100950,116897,105363,93908,105240,103135,112041,120562,157913
40630,"Processed cheese, not grated or powdered",1439,2031,2042,2111,2838,2864,3164,2242,3498,5554,,2754,3752,4175,4500,5475,5867,6910,6496,8476,12159,,39237,42291,47487,50961,56796,64135,62838,61528,61139,68894
940540,"Electric lamps and lighting fittings, n.e.s.",3753,2961,3015,2695,3502,5493,7263,4490,4562,5547,,79775,66321,62811,59117,58895,68939,74788,68930,69628,73280,,38411,43991,43100,45400,41948,44263,53794,54163,58708,77042
721631,"U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",3609,4578,5297,4016,3415,2613,1910,1901,5633,5539,,66721,68352,70609,52485,44024,54366,53862,50111,51211,67033,,6466,6453,8325,4880,4204,3824,2530,4113,9743,10385
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",6239,7316,11376,6480,4835,4035,4734,4524,4742,5533,,25960,26075,33389,37979,44751,40362,44437,42357,41863,59418,,26731,27277,30810,24514,22031,21887,23001,24420,23420,30123
480411,"Unbleached kraftliner, uncoated, in rolls of a width > 36 cm",228,433,562,209,407,326,1003,3166,4039,5522,,3967,4409,4899,4050,5491,14959,11345,15394,25646,38575,,4927,3156,3510,3118,3281,3067,5465,7266,9068,11035
851679,"Electro-thermic appliances, for domestic use (excluding hairdressing appliances and hand dryers, ...",13037,13659,13673,11756,11768,10090,8176,8174,9475,5503,,81302,87864,96537,109368,119741,115365,111100,102358,109056,130630,,32404,34148,37600,36338,35513,40869,45240,44393,54888,65014
854620,Electrical insulators of ceramics (excluding insulating fittings),2006,822,1861,1391,1255,1641,1899,2155,3861,5489,,79905,92194,96220,72228,71453,64349,66782,56101,55211,38513,,5274,4776,5532,4481,3712,4947,5026,6296,8151,9628
970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",895,407,368,1220,1542,2441,5527,2057,4111,5477,,105719,184148,134564,239446,263484,212200,293874,257067,88897,154033,,15039,32353,25461,39616,30551,19203,50584,60918,36867,66022
701911,"Glass fibre threads """"chopped strands"""", cut into lengths <= 50 mm""""",6245,5896,5250,3721,4207,4522,3058,3843,4609,5460,,81760,74316,81512,88464,76760,85166,78358,63556,58803,72111,,14886,15367,14843,13052,16319,21090,18694,15971,18663,22172
490290,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",13497,11048,9069,7594,8048,7797,6991,6141,5331,5446,,45056,33826,27295,21786,23438,22815,19691,17084,13403,13858,,20436,16673,14215,11913,12197,10773,9439,8595,6972,7111
720219,"Ferro-manganese, containing by weight <= 2% carbon",746,519,2742,1758,3706,1969,412,649,6032,5444,,3179,2551,4852,3706,5819,8029,9926,7993,14736,25616,,17672,14735,17065,14544,9212,15311,16087,14243,10514,22183
847720,Extruders for working rubber or plastics,18847,8016,4160,8079,5504,7728,14434,3689,712,5441,,414242,228399,264405,186044,221863,281888,288705,313847,342549,352351,,74394,24588,24442,26594,28940,28897,47604,30200,22639,37673
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,0,11866,5315,8318,0,1779,3711,0,15145,5435,,18304814,13017453,9998143,9208922,8237301,7591131,6354957,7474948,7305832,6858034,,68301,13727,6382,9519,40919,2905,24198,10006,54056,33334
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",8242,6690,6342,5878,5331,5257,4425,5127,4736,5430,,147537,131543,146984,147463,183912,186536,190792,187105,123382,118120,,17656,16119,14393,12899,11735,12530,12120,12540,12795,14488
691110,"Tableware and kitchenware, of porcelain or china (excluding ornamental articles, pots, jars, ...",3439,3171,4015,4604,6141,5403,5316,5372,5742,5402,,48719,40676,45779,51327,59188,60262,66827,65165,69928,95980,,28383,46310,57021,43343,49847,38910,40564,39140,34356,32585
310510,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, ...",3624,3290,3333,1564,4502,4568,5536,4918,5149,5395,,2001,1542,972,1511,917,2214,2580,3041,2821,3236,,18969,15450,14337,12748,16454,14991,14717,13561,14714,14051
293299,"Heterocyclic compounds with oxygen hetero-atom[s] only (excl. compounds containing unfused ...""",1562,1596,2902,3386,2731,3269,2891,2362,4420,5366,,113898,84174,104952,71837,70085,73248,72466,73831,80970,97785,,25092,41402,47195,45148,35181,35344,35338,35506,44289,53352
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,1861,6888,6529,8032,6704,6288,6444,6046,4445,5362,,205074,241157,253288,269440,278462,293023,316347,328905,311705,440619,,9057,14228,15233,15775,12688,14130,14605,12271,9873,13369
900220,"Filters, optical, being parts of or fittings for instruments, apparatus and appliances, framed ...",2455,2876,3443,3021,1975,2256,2332,4687,4054,5355,,72924,66306,54585,50175,50947,46150,41780,39125,31261,44282,,12731,11781,12077,15406,15337,13581,16755,22342,27763,38170
851150,Generators of a kind used for internal combustion engines (excluding magneto dynamos and dual ...,2086,3660,4200,3368,3397,3677,4687,4147,4383,5353,,826905,728517,737042,707297,685352,564799,534467,455147,328033,427042,,7926,10248,12105,11655,14500,15626,15119,12680,14012,17513
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),2491,4574,3179,895,820,524,1211,6598,7388,5342,,10484,16926,15820,8853,8118,14617,14081,18444,16796,32711,,11561,13762,11403,1197,1104,2071,2897,11502,9579,5755
740729,"Bars, rods and profiles of copper alloys, n.e.s. (excluding such articles of copper-zinc base ...""",5455,3892,3826,2916,2777,4060,4614,3533,3265,5331,,35290,23535,24009,22973,22369,28718,32657,38716,28065,45753,,12912,9969,13528,7916,9544,11044,12991,13048,9244,14791
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",8727,8830,10679,15504,11741,16873,3319,7248,4155,5303,,242494,142018,139368,93409,105320,108556,136630,162167,87244,114938,,27046,29250,44518,34920,40327,43113,27648,25412,25899,30099
844130,"Machines for making cartons, boxes, cases, tubes, drums or similar containers (other than by ...",2417,3497,861,3809,4508,4180,453,3072,7616,5299,,42745,40402,69233,73332,79331,101461,76080,106780,67192,104401,,10915,14463,11694,19128,10267,9684,7082,9840,15292,18897
722860,"Bars and rods of alloy steel other than stainless, cold-formed or cold-finished and further ...",16091,18634,10128,10197,5825,5486,7387,5288,4679,5289,,4141,3744,4934,5449,7619,9362,11274,8159,5952,10130,,30864,28217,19988,27137,16751,12192,15143,9889,9392,11727
854710,"Insulating fittings for electrical purposes, of ceramics",3069,1915,2213,2212,6837,7263,11973,3752,3460,5254,,91290,67907,56993,58506,60659,88174,84057,80991,85305,104939,,5128,3716,4569,4722,10847,14584,17558,10730,13798,15580
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",2953,2964,2910,2219,4940,8606,5388,4265,4758,5251,,65474,63607,70778,58381,49667,62520,56262,49848,56818,117445,,95424,96571,89178,98615,105483,95036,96520,101976,106919,126320
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",20460,34285,30935,14992,13600,16747,13447,6778,4840,5250,,439774,330605,347436,239774,216998,187866,201696,112024,85753,106941,,715191,888340,894209,670537,686750,726068,775735,648799,673887,1203443
560392,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 25 ...",1029,635,1388,1483,1826,2848,4201,5169,7565,5250,,101122,100817,95499,89623,95482,93617,105300,105525,107697,134010,,16792,9737,11915,16255,16551,21812,26022,25284,33591,27916
851590,"Parts of machines and apparatus for soldering or welding or for hot spraying of metals, metal ...",4959,4688,5552,5147,4359,4960,6552,5000,4623,5240,,305956,251997,263882,262612,274936,328739,350968,299853,371174,315908,,18060,17476,16193,15515,14698,16328,19417,17905,18291,20432
391530,"Waste, parings and scrap, of polymers of vinyl chloride",6899,8549,6976,5187,4194,4324,6897,9257,10803,5237,,34043,29746,25450,20973,22694,21010,19473,20334,23171,19395,,7676,9548,8106,6318,5223,4990,7676,10578,12605,6974
291613,Methacrylic acid and its salts,4600,3986,3637,3635,4074,5539,7153,5003,4031,5210,,24572,25537,20252,15024,15128,24783,26514,15365,11776,12971,,6241,9074,8392,9784,11918,14144,18493,14262,12571,19755
902230,X-ray tubes,3108,2440,2592,2252,2180,2485,2697,2623,3693,5181,,70991,66364,72481,69668,73089,80430,88379,91195,95047,108855,,15923,15987,16441,18407,16842,20681,25978,20515,21765,23391
846610,"Tool holders, incl. tool holders for any type of tool for working in the hand, and self-opening ...",1612,1260,3122,4276,5392,4347,5065,3780,3765,5181,,281941,212396,243870,224616,194795,213346,241445,201784,168053,214898,,13019,11187,15416,15465,14988,15365,17689,14635,14090,17144
390599,"Polymers of vinyl esters and other vinyl polymers, in primary forms (excluding those of vinyl ...""",4553,4861,3721,3359,3663,3931,4777,2786,4824,5175,,25637,22781,21251,22274,27122,30847,31627,28333,28651,31746,,8154,9476,7638,7231,7419,7172,8953,6504,8009,9905
290722,"Hydroquinone """"quinol"""" and its salts""""",4861,7613,6212,617,2007,3564,4333,3977,3773,5171,,0,0,0,0,0,0,48925,284,602,10276,,9315,10789,8184,6289,5177,4815,5266,4741,4847,6809
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",6493,5655,6334,5175,3915,4919,5067,4576,3475,5114,,335607,273482,266862,220708,207548,230672,231297,181328,155841,206574,,37349,27297,31685,28220,15913,21898,22607,19253,18276,24474
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",3133,2994,4253,1989,2856,2336,3416,2227,3175,5096,,151310,69585,82646,60139,69343,82929,87798,76288,79479,79244,,16814,11449,12334,8763,9661,12483,18216,13416,13402,15339
851130,Distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal ...,6457,5773,4928,3854,3718,4627,4415,4589,4703,5093,,285729,256744,240821,208870,204830,208130,183661,167336,188618,343123,,11413,11275,13215,10431,10695,11587,10985,10392,10427,11309
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excluding doobies and ...",1975,1083,1291,1666,302,2753,454,936,1263,5090,,3896,3319,6859,6183,6049,4306,10460,6838,2901,3280,,6856,4389,5304,5963,7057,6619,6408,12673,3965,8198
721090,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",14788,25333,43424,8359,10618,12785,15311,9484,3295,5085,,194639,153460,177857,119937,124774,125431,143875,199476,138325,188928,,18340,27122,45728,10926,12877,16376,16913,11293,5640,7064
730640,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of stainless steel (excluding ...",3953,3130,2118,2254,2850,2805,2275,5018,4771,5067,,73847,61119,61008,50455,46636,51497,50241,47723,47187,56836,,6871,12007,17189,23352,19941,18831,26591,24800,24184,32041
