Product code,Product label,Australia's imports from Germany-Value in 2012,Australia's imports from Germany-Value in 2013,Australia's imports from Germany-Value in 2014,Australia's imports from Germany-Value in 2015,Australia's imports from Germany-Value in 2016,Australia's imports from Germany-Value in 2017,Australia's imports from Germany-Value in 2018,Australia's imports from Germany-Value in 2019,Australia's imports from Germany-Value in 2020,Australia's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
846221,"Bending, folding, straightening or flattening machines, incl. presses, numerically controlled, ...",3510,1866,983,591,4285,3684,3694,3517,2665,5616,,578523,506797,511541,512641,368728,378423,400003,372345,298436,326063,,28859,23365,25286,19033,21480,25151,29315,30532,29900,44546
340290,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and ...",4989,5684,4652,5253,6254,5915,6657,5240,5528,5476,,820216,889801,979520,889213,964495,1033713,1087586,1030468,1005853,1152384,,45738,44382,47383,50275,52341,54289,51553,47661,49664,47162
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",5739,4038,4570,3743,4172,3942,8391,4946,5302,5457,,894504,1001130,1054048,1148847,1417063,1579449,1746085,1648152,1599512,1821305,,63509,68477,61876,57280,63474,71205,76564,92383,83210,99447
841410,Vacuum pumps,6359,5866,4186,4120,4402,4518,5704,5090,4879,5436,,952360,1014656,1030320,936812,913116,1011061,1150993,1043140,959652,1098934,,23732,24913,21722,24317,22451,21361,24496,24488,24086,28048
640299,Footwear with outer soles and uppers of rubber or plastics (excluding covering the ankle or ...,337,493,399,220,725,457,234,989,1251,5371,,600412,654515,781750,733749,904965,1046318,1225092,1331457,1229018,1648414,,235338,231203,232055,256456,249809,236112,256483,236638,183915,255541
820320,"Pliers, incl. cutting pliers, pincers and tweezers for non-medical use and similar hand tools, ...",2908,2763,2736,2431,3841,3980,4362,4191,4403,5352,,209515,228357,247370,219923,238667,263354,291899,286155,282446,356539,,24301,22891,24093,21632,22528,23208,25468,25624,25796,33601
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with ...",3766,2263,1633,1240,1067,1631,1777,2133,3379,5344,,6072160,6621859,7491329,5751793,6542986,7683547,8041121,7290779,6588338,8114264,,249672,213338,212724,188075,193998,179618,173574,172257,186561,202983
350610,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, ...",4020,4307,3649,3855,4879,4511,4636,5305,4538,5338,,330240,355557,427963,366593,377749,499115,547955,498546,474690,579504,,27262,30224,29541,31439,30788,33622,46147,39305,34683,39782
842191,"Parts of centrifuges, incl. centrifugal dryers, n.e.s.",3247,4328,2726,2734,2452,2398,2912,3126,3446,5315,,217668,236375,245655,223041,223428,241782,259108,267506,263646,295265,,12918,16661,12526,11410,9654,12272,16153,16156,19436,22269
730729,"Tube or pipe fittings of stainless steel (excluding cast products, flanges, threaded elbows, ...",4314,3235,3956,3106,1957,2727,3342,3728,3799,5306,,283546,298702,328507,274980,268183,303728,330194,359856,348210,407760,,42970,43447,46254,45539,36731,39762,46177,40566,44346,49197
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",13699,8540,6251,5374,5746,6433,5280,5264,9208,5292,,201170,247096,274381,194931,230908,288825,357332,384175,360602,282751,,110890,103772,102459,87058,78442,79597,92204,82161,78125,85559
481151,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",6787,8400,5050,1699,2289,2023,2852,6274,4968,5271,,623433,665717,579044,425824,433566,421086,462828,383504,287560,359903,,29326,39516,36435,36303,34122,35627,36404,39663,50759,58087
690220,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",4764,3855,4186,3213,4553,3992,5904,3252,2287,5255,,284834,256012,233058,224716,226638,238881,279578,273985,276731,295960,,16364,16004,18463,16041,15064,21534,23024,22660,19180,38118
320417,Synthetic organic pigments; preparations based on synthetic organic pigments of a kind used ...,7787,5686,4425,4004,5079,6448,6998,4328,6021,5216,,809091,840609,898354,732296,724614,724592,731897,709072,722893,792151,,36254,33837,33014,30022,35003,35880,36220,32107,26935,29249
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",9020,35599,13653,11984,6004,5910,22232,19714,5774,5193,,2347244,1848906,1858782,1577639,1586084,1587691,1559354,1524910,1801841,2141291,,118487,185514,123169,80980,44428,52547,88348,158209,98420,85467
843820,"Machinery for the industrial preparation or manufacture of confectionery, cocoa or chocolate ...",1528,2873,2769,2065,1501,820,2638,489,1885,5167,,391395,393339,361084,336446,268533,307696,402330,359898,290422,324117,,6428,9968,7647,9573,9282,9752,13688,6603,13924,11830
680422,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",6066,4801,4085,3795,3484,3978,4234,4608,4276,5151,,482198,500165,503814,437403,442538,479066,520223,479954,435665,507179,,31301,25523,27343,25401,24742,28494,30045,30673,28992,29320
440711,"Pine """"Pinus spp."""" sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,4927,21146,3235,1301,5127,,0,0,0,0,0,401757,468658,357848,297920,528511,,0,0,0,0,0,186437,258091,154751,121670,201002
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",6508,7748,8522,4275,4991,4962,4799,5025,5601,5094,,2099212,2185635,2280497,2067879,2137193,2428064,2628525,2534310,2192679,2587597,,222836,190443,152177,148741,158264,158244,152103,149215,157898,197153
960910,"Pencils and crayons, with leads encased in a rigid sheath",3537,4536,4654,4648,5193,3837,3671,3816,4020,5051,,115986,126768,136880,125512,145712,136507,154902,144640,143596,164370,,20110,23317,23537,28270,31036,20775,20380,20477,22312,25169
842833,"Continuous-action elevators and conveyors for goods or materials, belt type (excluding those ...",4565,5463,9528,4197,3270,3767,2672,5320,5169,5037,,552414,517175,535892,471806,457373,591461,638679,631048,688068,676525,,67676,43765,74028,61995,57944,46987,40573,58637,50745,82302
842951,Self-propelled front-end shovel loaders,9399,7722,4643,3083,1987,7611,7233,5890,4003,4990,,776953,669666,776340,705717,677091,831382,980570,1024373,866826,1163417,,804816,390739,322915,278919,288083,468809,565864,471690,511144,775655
846692,"Parts and accessories for machine tools for working wood, cork, bone, hard rubber, hard plastics ...",4053,2854,1735,2063,2661,2928,3523,2073,4101,4937,,280272,295169,308745,245242,255956,293647,325624,301583,280250,324675,,14280,11264,11998,11936,13453,14015,17798,14411,27048,21773
870210,"Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition ...""",4680,1262,131,2147,0,1891,0,0,18564,4928,,1272979,1395950,1580945,1380355,1322418,1433745,1385287,1324230,710386,512616,,293581,200600,215662,182938,165917,181019,187970,149607,107844,106577
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,3805,15693,3339,1822,3628,5545,8825,5043,3930,4926,,314563,285358,288918,229964,213663,272300,258941,229630,233518,270761,,330851,254925,115153,135311,110925,171018,218901,255399,195554,254440
850153,"AC motors, multi-phase, of an output > 75 kW",12396,9046,12026,6071,2528,12180,6305,5446,18978,4903,,992784,1094907,1034846,780608,681573,711396,821658,842829,909648,884918,,175635,132975,104497,69409,53477,78535,123079,121161,190804,135702
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",2394,2180,2862,4486,4140,4599,5015,3459,4596,4883,,556964,607227,747763,702317,718224,768283,860499,860201,1987282,1450775,,183327,196891,218735,232560,239476,256294,278734,282997,1563043,506463
330210,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of ...",3812,4870,3653,2276,2562,2887,3503,3041,3580,4881,,840632,928327,941743,818730,859749,965725,1072221,1097154,1120546,1289617,,85137,85810,95941,83929,94198,93230,110327,114923,120215,140018
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",6018,8104,11884,9053,11985,11396,10663,8201,6875,4865,,398454,413660,403674,335691,336339,351414,392347,346090,372547,428068,,281632,285576,303212,330747,368862,427005,425215,417346,462925,480234
860800,"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ...",2433,1214,1756,440,678,2470,3162,2116,1489,4860,,116698,123191,169361,130224,110201,91674,101375,128640,86712,99333,,12073,9115,8698,7164,7620,13211,14571,12513,12604,19363
853649,Relays for a voltage > 60 V but <= 1.000 V,6899,5359,6104,4634,4054,4516,4748,4589,4820,4853,,777980,835740,889691,799289,786870,806908,856097,771145,783297,880243,,79867,63990,57541,50445,44133,55882,58735,57874,52841,56669
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",6999,5675,7655,5562,5147,5214,9553,5236,3871,4836,,395229,376043,428464,421178,425913,461513,571403,602412,688799,646300,,146329,157087,112938,72471,33251,21330,29020,23690,20883,33706
841920,"Medical, surgical or laboratory sterilizers",3988,4335,4116,3970,4219,3298,3672,3802,2997,4828,,113414,112080,117825,98969,93455,105210,112454,104020,100985,114480,,21904,16826,19221,20091,18439,14651,16059,17300,18599,19396
850220,Generating sets with spark-ignition internal combustion piston engine,5646,2476,1648,3523,761,1304,2708,1341,2059,4796,,547177,623189,468992,369692,475756,516565,619888,507513,509477,475808,,80579,73197,73188,61322,60178,68732,77248,50407,61397,129725
851610,Electric instantaneous or storage water heaters and immersion heaters,3136,4025,3643,4250,5444,4647,4046,3765,3973,4765,,185813,206051,196352,176891,167675,188193,227736,227176,237460,305281,,28980,31343,34708,35247,32217,35030,32830,28558,25909,29602
731816,Nuts of iron or steel,3668,3025,4204,3043,2965,3439,4318,4514,3802,4764,,688620,741739,810717,704191,734391,826097,917996,908181,820872,985740,,63520,58286,66449,58235,52282,58866,68263,63483,56766,75192
843360,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excluding ...",112,749,585,0,1680,47,375,3,62,4739,,81076,62156,66443,50185,59072,84109,77415,65665,56709,62960,,21691,19780,17538,18098,26128,25086,37402,29282,38929,52814
380891,"Insecticides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",4190,4553,5282,1528,7566,3872,2285,4107,2790,4726,,613925,640802,644346,641566,610428,596049,802179,762102,721811,629019,,100604,110543,113444,99586,135364,143879,102231,98983,115476,150569
903010,Instruments and apparatus for measuring or detecting ionising radiations,2102,2980,4147,4640,3669,3780,3033,3903,5161,4719,,286133,269200,280802,242709,253628,270385,297016,369419,294000,283874,,17665,18911,21051,14990,13553,14547,16254,18092,22719,20478
860721,"Air brakes and parts thereof for railway or tramway locomotives or rolling stock, n.e.s.",8552,5541,6848,8062,4946,3484,4446,4832,4195,4657,,390374,426464,593351,517817,461281,551573,589445,606655,542475,439812,,26818,16334,29234,34766,12896,14067,19901,14371,14693,20414
843050,"Self-propelled earth-moving machinery, n.e.s.",6256,4211,1341,0,0,0,0,216,5535,4618,,174150,114373,152792,97665,95052,167708,145960,120118,99390,106343,,40443,28560,20216,20020,15403,22189,41197,23210,17085,16395
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),2160,3637,2214,2154,2380,5095,3736,4637,3763,4582,,470932,504258,604048,510681,521844,584382,663285,655067,605853,712632,,215603,233869,252440,422374,477852,237255,245937,233808,219914,294024
841181,Gas turbines of a power <= 5.000 kW (excluding turbojets and turbopropellers),1419,641,1186,1205,254,6194,1851,1252,0,4577,,95872,161692,90320,59045,77187,29190,69837,117849,99133,70806,,90164,70413,75440,82068,65285,47778,64795,80250,77344,99328
730459,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",8478,11709,3439,1073,3643,3652,5795,5259,3893,4567,,640250,639508,606201,454393,459121,631578,535411,427214,302209,308515,,71589,51935,46390,33167,33961,39509,56822,51516,46968,45062
901510,Rangefinders,849,1250,1048,1015,1302,611,780,468,3281,4549,,102067,108728,122876,121707,124163,129623,140937,132752,134430,166198,,13979,13463,16950,17213,18553,28358,28786,34372,17301,20905
681099,"Articles of cement, concrete or artificial stone, whether or not reinforced (excluding prefabricated ...",628,1082,1243,1139,5349,4474,5036,4612,4930,4542,,304248,328231,347221,300629,321034,354279,383734,372868,360657,466946,,142547,155715,190106,215154,248895,261689,284370,242108,214612,242190
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",3058,2662,3196,3328,3458,2730,3153,2905,3132,4531,,406734,418798,465230,420670,458199,459276,473478,480441,458383,505921,,69508,69860,73989,76311,82613,81673,89312,88379,81990,104914
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances ...",6329,5810,4391,4631,2929,6110,3142,4837,2099,4483,,831877,897396,857037,675406,697306,711287,806162,713611,709236,832592,,64547,63419,58057,58833,45250,53760,52633,54852,55527,88460
950691,"Articles and equipment for general physical exercise, gymnastics or athletics",1832,1703,3042,2718,4637,3308,3739,4476,3250,4481,,248534,294534,334939,309996,324762,361854,424385,395530,399610,479127,,257015,261013,259747,211722,212434,224750,235399,234819,353549,452404
851810,Microphones and stands therefor (excluding cordless microphones with built-in transmitter),1866,2395,2872,2449,2156,2960,3106,2871,3792,4432,,202601,249630,256299,227276,239414,268391,274493,258670,264902,347072,,26348,28959,33612,33858,31759,39373,47013,49751,55818,66669
844391,"Parts and accessories of printing machinery used for printing by means of plates, cylinders ...",13312,26733,9217,4752,4310,7335,11669,16587,9116,4424,,537177,564643,572166,481864,497562,554180,587362,577563,453912,534267,,36066,48514,25132,32042,45918,24211,28677,35586,21667,17612
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",2065,2189,2044,1350,2560,4067,4274,3553,3207,4390,,531007,564025,553293,496594,492303,539534,602656,578094,631500,740692,,50527,57179,53032,50889,57567,63448,77051,78736,79271,87463
852692,Radio remote control apparatus,4968,2772,2815,2297,2161,2185,2739,3600,3156,4381,,421179,489377,514526,413622,445482,495408,578405,567530,514458,587871,,75396,48079,41890,49567,45858,39774,39377,35659,55974,75600
851140,Starter motors and dual purpose starter-generators of a kind used for spark-ignition or compression-ignition ...,3265,2302,2158,1392,1679,2843,3077,5099,4316,4313,,385639,404128,371640,312106,359310,432397,448449,517088,362218,324243,,69402,60910,58215,58318,54911,51270,52306,49194,44333,48579
901320,Lasers (excluding laser diodes),3053,3225,2152,2359,4562,4243,3712,4026,3164,4294,,1207681,1283615,1452131,1301345,1443149,1942945,2152770,1795256,1741124,2155868,,21947,21820,24435,23669,21294,29532,35310,28027,22638,25693
732111,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",5781,4382,5380,3270,5498,6673,8212,6780,5171,4293,,94362,101384,125616,116777,118337,123991,127329,106625,117106,149409,,216017,184117,187404,169577,158699,173398,179309,147843,160428,222150
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",1264,2207,2538,4605,4280,5814,5912,5094,5580,4279,,690657,679152,685760,610283,633343,755923,783152,751794,787987,863748,,10454,14517,15609,23736,17753,20493,20982,18807,15478,19439
851679,"Electro-thermic appliances, for domestic use (excluding hairdressing appliances and hand dryers, ...",4888,5060,5491,5652,7260,8836,8738,6575,4015,4259,,165584,192588,264395,305362,345958,323419,361200,422266,395819,566926,,207669,204697,204108,197810,201027,191312,194633,204317,270793,268424
848280,"Roller bearings, incl. combined ball-roller bearings (excluding ball bearings, tapered roller ...",4483,3592,4757,4228,2930,3427,4305,2697,3767,4236,,253568,163476,171559,137253,141827,165614,179625,163847,127552,172218,,36548,28888,36399,32249,28404,34038,46055,35715,23316,22901
