Product code,Product label,United States of America's imports from Germany-Value in 2012,United States of America's imports from Germany-Value in 2013,United States of America's imports from Germany-Value in 2014,United States of America's imports from Germany-Value in 2015,United States of America's imports from Germany-Value in 2016,United States of America's imports from Germany-Value in 2017,United States of America's imports from Germany-Value in 2018,United States of America's imports from Germany-Value in 2019,United States of America's imports from Germany-Value in 2020,United States of America's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
854460,"Electric conductors, for a voltage > 1.000 V, insulated, n.e.s.",15939,11868,17001,12363,10858,18614,21642,23957,23549,20908,,631551,613795,606774,575389,460069,424036,707082,530048,474177,575102,,394701,339998,463413,521278,420385,494834,569690,699942,740725,853237
960350,"Brushes constituting parts of machines, appliances or vehicles",10058,10703,10836,10965,10588,11687,13803,16803,15637,20908,,167116,177554,188423,171046,172950,200348,226037,219275,199709,239491,,70101,73982,83854,82529,74707,88297,88296,103077,105373,124163
390750,"Alkyd resins, in primary forms",1585,1447,2148,3758,3862,8858,13404,12974,11979,20877,,123976,127880,131825,103933,116192,120556,128473,112214,111502,139862,,17586,17111,19901,17319,17844,25747,35931,31552,30586,56508
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",10493,10631,14074,19359,14054,16434,18696,17583,17102,20870,,449161,474954,465702,371250,357683,365808,380357,359033,333769,381007,,318628,310683,285744,331280,376685,386884,403919,414613,377492,410345
940330,Wooden furniture for offices (excluding seats),13679,11012,16577,25581,21707,23658,30704,29615,21177,20866,,283624,270336,309342,265167,272813,253525,283123,258079,229074,249988,,898493,864287,902126,963703,1036529,1146907,1037903,941068,882397,954488
853400,Printed circuits,44697,24168,22424,24591,29156,29982,30665,23908,17498,20823,,1178124,1059721,1099854,961053,1046471,1167960,1255627,1138631,1088100,1262201,,1969838,1992807,2046227,2121113,2148839,2078076,2204573,1923032,1807094,2435269
950430,"Games with screens, flipper and other games, operated by coins, banknotes, bank cards, tokens ...",879,1466,1167,3027,2209,2794,1754,8468,7170,20768,,119284,86594,76260,81829,137742,146819,170206,138189,65845,61926,,607052,599725,657008,646068,734232,766986,864983,764858,368309,536925
110813,Potato starch,27319,22065,25316,27531,25267,23578,21089,18282,18454,20640,,288378,231828,248200,225672,187288,203997,205728,198477,212403,232252,,80249,71079,72947,80517,76981,82570,96052,107066,113389,122944
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",15662,16377,17390,12264,14700,19813,18162,17726,14072,20561,,168270,172963,160931,133978,150271,162283,174830,171831,162268,191627,,100810,102999,110063,107284,82522,83296,84652,77788,72036,87053
842511,"Pulley tackle and hoists, powered by electric motor (other than skip hoists or hoists of a ...",18694,23551,31747,22587,23166,26802,30852,20936,21420,20536,,245759,246343,250242,200546,201919,214957,234085,228993,196398,215620,,138404,134276,149585,133924,114584,136452,139523,210146,112292,110757
550390,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",3288,32188,48913,52370,12661,9823,4518,8009,16756,20532,,31026,64246,86454,77163,35232,46025,26827,50388,75116,67564,,30100,62522,82124,84447,35331,39192,39478,37608,55843,97695
680530,"Natural or artificial abrasive powder or grain, on a base of materials other than woven textile ...",16743,15928,17382,17893,16940,17054,18704,17944,15781,20503,,226702,242194,263929,229018,257284,276297,283322,253982,313729,342227,,217956,241690,264448,272238,293087,299692,307437,298967,303070,345059
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",9100,10710,14762,13223,13393,8802,10987,8572,13883,20457,,361230,376916,405173,337673,318161,375030,443935,389469,360093,625304,,125508,128709,143062,127420,105319,103364,124434,109294,117718,157803
846420,"Grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like ...",9068,10769,5865,5334,5618,7831,10105,13026,8266,20425,,138372,101683,123103,89466,83956,92568,108261,150618,137626,168790,,59076,68407,64348,77620,93443,88384,94343,112947,83042,110234
691110,"Tableware and kitchenware, of porcelain or china (excluding ornamental articles, pots, jars, ...",19068,22034,21640,23508,20054,21460,25589,17580,12585,20377,,387882,399005,405218,337433,332085,328187,340350,342100,276048,346615,,393025,416458,408655,461381,428369,432006,427012,384970,239380,329946
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",5931,7427,7239,7918,9146,9218,11461,13980,10207,20325,,374539,400977,427280,338077,339819,347606,367819,353746,360376,414314,,120581,146654,148299,152593,169635,164563,172492,170092,193149,250161
391729,"Rigid tubes, pipes and hoses, of plastics (excluding those of polymers of ethylene, propylene ...",13175,14299,11579,9762,19045,23815,21867,24828,18670,20325,,267599,263007,263235,221097,202635,236782,258110,253302,226216,267572,,89741,76311,91331,104589,92344,124620,163419,188280,172546,167143
740313,"Copper, refined, in the form of billets",18982,13127,18149,12756,7393,14669,8236,13818,13262,20320,,125091,130600,118143,81261,66906,86388,136682,178775,172228,320488,,56260,44255,46231,37441,28319,39785,33630,33776,27630,32220
360200,Prepared explosives (excluding propellent powders),14060,16423,14191,11986,13375,15931,26815,19622,14371,20265,,54576,52381,47304,0,0,0,0,0,0,0,,61876,66708,71790,65313,84218,111878,165431,169744,131809,135112
730451,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",26990,23350,23172,19856,17054,28991,20056,15542,12967,20260,,115769,108693,106018,97072,85567,95880,105293,87642,64772,92256,,80886,75595,104540,81997,66436,67472,55437,52405,39146,57608
901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus,12560,11813,16406,18475,16670,20529,16280,16829,15364,20120,,203851,199332,200870,200497,216113,234646,256079,219893,232180,338111,,684614,775355,852151,960749,1033410,1196397,1350901,1657550,2038145,2884771
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",12578,12562,13301,16174,16653,16323,16833,20191,17130,20096,,218155,234964,217423,190565,200634,212565,217739,219567,222491,225245,,52763,57403,64803,73490,64665,69909,87622,79923,57218,86843
731029,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",76453,95436,120592,119484,142969,164565,203268,175359,10845,20002,,232828,258636,294649,249908,259652,264813,290609,237112,217430,253997,,267691,311431,340257,350066,354799,402886,435001,348028,153427,221679
844839,"Parts and accessories of machines of heading 8445, n.e.s.",22290,50800,21280,23791,23664,19587,20701,20950,16033,19950,,188457,217699,221150,217427,220455,200121,226913,200038,178946,178009,,46137,123304,53587,50613,51722,49805,49012,44483,34649,46614
840690,"Parts of steam and other vapour turbines, n.e.s.",53963,62062,81978,37076,63878,72619,104929,23647,28423,19901,,833819,664058,544458,544787,571293,499895,415162,320164,296662,257333,,306913,296036,352001,292760,332022,295238,264562,178887,203725,134772
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ...",17303,16182,20304,20684,17934,19624,18205,20427,18059,19772,,94161,101827,102174,94338,101585,108633,122713,109664,114379,128865,,55733,58990,63951,63045,70199,68988,78992,75486,62877,79108
847420,Crushing or grinding machines for solid mineral substances,22845,23479,30262,47217,40719,41956,58222,52483,19194,19682,,707587,625032,557245,465252,386530,393264,519328,518652,381861,455425,,206869,199624,212829,237626,254549,254066,277774,286541,217896,293454
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",22375,22520,14735,11323,12237,13373,13199,15887,16331,19669,,426155,285894,278900,241665,283571,309627,321139,324630,318621,407711,,201710,201299,230198,257193,231379,285343,318123,309377,321529,372796
721320,"Bars and rods, hot-rolled, in irregularly wound coils, of non-alloy free-cutting steel (excluding ...",13558,18057,21888,17930,23921,37715,28480,15199,8787,19626,,149716,138132,140622,128134,135566,167383,164459,98328,73004,202608,,73174,79272,86804,109472,76203,103778,100925,63098,43009,95498
390710,"Polyacetals, in primary forms",11750,14950,14045,9415,15323,21236,21420,16705,12519,19555,,0,0,0,0,365626,417817,452359,391259,303930,442551,,64877,60409,77667,63834,71735,85637,94173,95460,83018,126262
392329,"Sacks and bags, incl. cones, of plastics (excluding those of polymers of ethylene)",4398,3983,6837,5604,9540,11622,15716,12832,14621,19514,,306832,323645,299057,242299,249825,265839,276229,251182,266975,315715,,412887,397130,419503,428075,446579,492253,554276,493913,489445,568361
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",16105,16305,15468,16163,17544,13729,15173,17296,18857,19473,,293522,327491,373524,339697,335010,352824,392345,379401,441940,471781,,2098258,2172832,2269089,2426758,2432749,2461012,2638955,2886520,3025021,3805588
291560,"Butanoic acids, pentanoic acids, their salts and esters",9494,11025,15576,19838,13359,13920,11591,12119,10394,19417,,55700,60703,60152,54677,50998,52222,55935,57049,55849,68201,,29000,31968,40073,46444,42066,45488,54947,54493,56361,82391
842820,Pneumatic elevators and conveyors,16652,19990,16416,25357,21206,28658,47173,28419,43087,19398,,316475,316518,342362,286585,248531,322759,312953,266991,227049,215723,,120281,143238,95590,101015,107918,143571,161143,154512,154388,156193
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",6489,6824,6065,5623,5865,5819,5987,9143,13154,19315,,138023,142056,148723,117259,123040,153855,191096,199107,201338,229841,,118551,181511,192335,176351,159048,153256,190249,188642,218307,266413
30541,"Smoked Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...""",16,511,1312,1816,3133,7067,6466,11542,16246,19208,,127585,169772,219546,206235,237070,267417,251266,246844,238037,223463,,88812,106083,107575,114051,109635,120009,117313,131245,160679,188757
71290,"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not ...",10131,12392,12748,12036,12764,16400,15435,14739,19767,19196,,121841,136980,139471,111391,136007,154971,139564,132383,152670,149212,,187555,209010,209665,215840,249767,246515,229813,184816,200800,238898
901490,"Parts and accessories for compasses and other navigational instruments and appliances, n.e.s.",17758,13263,16310,11530,14499,12371,13607,12291,20624,19097,,259929,292454,231069,181461,195334,176774,174490,239635,258590,167874,,337434,365126,390811,368847,354105,316679,316018,305199,250312,315310
220600,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ...",371,1378,1345,1401,5486,5240,5412,10218,15315,19084,,72258,72137,82459,77537,86396,85126,96864,91909,82631,102158,,119514,137463,141599,193385,210093,221030,237320,288824,511811,523870
680690,"Mixtures and articles of heat-insulating, sound-insulating or sound absorbing mineral materials ...",10672,11749,15511,12172,11399,14636,13630,14980,15553,19075,,411672,415435,400153,333415,350864,416865,427857,397509,341989,396770,,130277,153461,180550,166446,153233,170777,196504,217859,182499,258921
854420,"Coaxial cable and other coaxial electric conductors, insulated",14230,10779,12920,17974,13208,10824,13932,12918,11310,19057,,313864,287539,316584,256243,266509,299746,378762,350088,294220,338094,,606483,587334,589238,556384,570903,537279,602499,551332,542010,647707
842612,Mobile lifting frames on tyres and straddle carriers,12758,14947,15836,23430,5785,4841,41213,1594,7809,18994,,84173,98570,70459,85803,78866,89951,100627,78848,80900,96509,,18408,26609,37908,63407,28256,80835,131362,113872,126913,145551
846721,"Drills of all kinds for working in the hand, with self-contained electric motor",5627,6304,6121,8066,6278,8404,7918,9375,11100,18983,,663929,665474,678425,621101,656530,684184,712371,707145,722085,694987,,694154,706799,638070,701549,668673,677924,706875,702597,726179,852825
930591,"Parts and accessories of military weapons of heading 9301, n.e.s.",27203,32941,24762,18975,12472,15383,9638,26997,17937,18942,,,,,,,,,,,,,295747,268162,153223,226889,138548,156543,199917,260269,253259,264553
761290,"Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, ...",21586,15233,17007,15916,18601,18215,18884,18057,18458,18934,,715956,709433,714753,637612,534087,511098,520760,510218,576158,592975,,192921,171382,172843,158096,192029,167573,249467,272380,713827,1223655
491191,"Pictures, prints and photographs, n.e.s.",34163,53552,36835,27264,34669,49739,34561,22653,9460,18933,,156107,188072,181547,146076,162353,174782,179590,137479,124077,159934,,478015,491047,448828,472451,469657,525900,530808,555279,439242,616729
852560,"Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus",32650,37053,27114,16841,25153,15161,17113,16194,11602,18927,,26995,23493,35183,37650,77391,118005,120652,136445,75004,31140,,1608263,1403192,1363514,1835588,2087590,2091629,1166630,801396,670565,679322
300620,Reagents for determining blood groups or blood factors,6018,13337,12356,11418,12525,13653,18268,18865,18231,18897,,46497,56569,62340,62596,64235,65576,70458,61683,58001,69499,,19370,28671,26213,24369,26702,48049,44865,44491,49217,50218
850720,Lead acid accumulators (excluding spent and starter batteries),9512,13346,13346,14133,15779,21831,20648,21481,19803,18885,,510194,535853,565144,517254,540702,605849,650202,646234,578013,646256,,884420,889709,928337,853593,835779,900171,1093392,1017665,954626,1159569
690320,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",17361,17822,20707,20548,21577,23789,23744,21715,15366,18842,,164018,162342,146783,124376,117629,129731,113122,88398,77845,115342,,217248,195558,210508,179409,151212,158463,175111,149332,119090,147264
711029,Palladium in semi-manufactured forms,12124,43842,14147,947,23502,5553,6607,11095,4980,18816,,290059,235648,220341,191052,204618,207095,220292,225967,220013,275606,,275555,349613,361804,229558,279245,322715,409388,578208,1074254,1232595
842099,"Parts for calendering or rolling machines, n.e.s. (other than for metals or glass and excluding ...",4819,2436,5461,4713,4240,6965,7587,13629,10021,18815,,17511,16589,21998,13443,14516,16978,17000,31678,48481,82787,,38752,32828,36100,47859,40731,52346,47208,48391,60854,61118
290542,Pentaerythritol,15430,16690,17622,15662,17565,21037,20010,28061,21293,18796,,55406,49471,62727,49172,54754,62269,60169,61852,56020,62262,,66315,65114,71549,76484,67513,72143,75895,67754,50052,77445
871410,"Parts and accessories of motorcycles, incl. mopeds, n.e.s.",16300,15852,16321,16584,14732,15818,14717,13091,13634,18752,,187006,220055,244344,238822,252291,299901,302400,346867,337743,439108,,674254,697961,723942,691191,654327,664339,677444,667709,568675,924483
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",171,66,40,192,942,7,2679,2004,1140,18744,,19772,20693,22420,21448,21502,22949,16449,15648,34582,42185,,19603,15705,28336,30264,41397,51961,87650,58710,54113,65052
851140,Starter motors and dual purpose starter-generators of a kind used for spark-ignition or compression-ignition ...,31358,25558,21660,13608,18571,26597,78258,82831,21857,18682,,385639,404128,371640,312106,359310,432397,448449,517088,362218,324243,,1175785,1023762,1114657,1148118,1162321,1257660,1422435,1412495,1188409,1456159
