Product code,Product label,China's imports from Saudi Arabia-Value in 2012,China's imports from Saudi Arabia-Value in 2013,China's imports from Saudi Arabia-Value in 2014,China's imports from Saudi Arabia-Value in 2015,China's imports from Saudi Arabia-Value in 2016,China's imports from Saudi Arabia-Value in 2017,China's imports from Saudi Arabia-Value in 2018,China's imports from Saudi Arabia-Value in 2019,China's imports from Saudi Arabia-Value in 2020,China's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
360610,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,,3651,4241,4391,6419,5461,5588,6306,5646,4907,4686
370110,"Photographic plates and film in the flat, sensitised, unexposed, for X-ray (excluding of paper, ...",0,0,0,0,0,0,0,0,0,0,,0,113,56,226,122,0,35,0,0,0,,16991,10226,9546,10866,8145,16135,25453,24744,17922,23585
370253,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,255,65,44,55,70,27,70,100,129,94
370297,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,62,,109,90,61,11,3,22,1,147,179,93
380300,"Tall oil, whether or not refined",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,12718,16888,21394,9998,8154,12785,12980,12847,11356,16238
380861,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,69,,0,0,0,0,0,0,0,0,2,1
381119,Anti-knock preparations for motor fuels (excluding those based on lead compounds),0,0,0,0,0,0,0,0,0,0,,74,0,0,0,7,0,0,0,0,15,,33458,34663,19292,12374,3848,2900,1795,2293,914,438
381210,Prepared rubber accelerators,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,21,399,2227,1487,816,581,,72948,73930,75045,61699,71470,81379,78609,74295,72851,71452
381300,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ...,0,0,0,0,0,0,0,0,0,0,,3322,2738,1920,5340,2981,5824,948,692,522,392,,5362,5595,6372,5659,5181,6652,8369,8061,7808,7176
382410,Prepared binders for foundry moulds or cores,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,2134,1676,2295,751,0,,6324,6850,6641,4024,5262,5778,7069,4691,8509,8496
382475,Mixtures containing carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4,0,2,0,0,2,6,0,0,0
382476,"Mixtures containing 1,1,1-trichloroethane """"methyl chloroform""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8,22,38,40,45,108,91,27,9,0
382569,"Wastes from chemical or allied industries (excluding wastes of metal pickling liquors, of hydraulic ...",0,0,0,0,0,0,0,0,0,0,,0,506,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
290312,"Dichloromethane """"methylene chloride""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,46,0,4,0,0,4000,2,,2900,773,638,1672,147,217,363,250,169,345
290374,Chlorodifluoroethanes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
290542,Pentaerythritol,0,0,0,0,0,0,0,9,0,0,,24525,26059,25003,22297,20890,24523,28900,19261,10890,29660,,4057,3827,4410,3244,3692,6197,6370,6729,5704,8640
290543,Mannitol,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1475,0,0,0,,1721,1880,1514,1891,2659,2422,4176,2775,4764,7792
290619,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or ...",0,0,0,0,0,0,0,0,0,0,,1836,1762,1369,208,3,0,0,0,0,0,,12014,28198,20811,26145,19424,17853,17983,20905,22154,25610
290719,"Monophenols (excluding phenol """"hydroxybenzene"""" and its salts, cresols and their salts, octylphenol, ...""",0,0,0,0,0,0,0,0,0,0,,97,0,0,0,322,45,245,545,0,0,,62285,78013,89565,79397,63453,82371,110855,88772,110887,83496
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",0,0,0,0,0,0,0,0,0,0,,677,3955,238,562,88,75,87,63,0,0,,14828,17004,17440,17914,23674,31672,34517,32537,39629,26528
291211,"Methanal """"formaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,13881,27500,27871,23880,21516,7674,6278,2814,1843,1972,,96,86,66,32,28,53,85,112,115,190
291462,"Coenzyme Q10 """"ubidecarenone """"INN""""""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2289,4228,4121,3304,3393
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excluding ...",0,0,0,0,0,0,0,0,0,0,,213,77,213,100,0,0,0,0,0,0,,2075,3456,3045,2968,3250,0,0,0,0,0
291513,Esters of formic acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,46,129,,1009,1426,1280,1337,1275,2286,1007,933,642,895
291539,"Esters of acetic acid (excluding ethyl, vinyl, n-butyl and dinoseb [ISO] acetates)",0,0,0,0,0,0,0,0,0,0,,21830,67634,46057,36584,6,0,4,10,0,0,,40928,40462,39407,37962,36788,40106,48157,43100,46339,48905
291615,"Oleic, linoleic or linolenic acids, their salts and esters (excluding inorganic or organic ...",0,0,0,0,0,52,51,0,0,0,,0,0,0,0,4,4,0,0,0,0,,6288,5751,6647,7867,7203,10855,10485,7940,7174,11136
291720,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, ...",0,0,0,0,0,0,0,0,0,0,,0,37,35,141,0,189,3,0,41,0,,30246,44953,46198,34952,35731,37238,38964,39391,34331,47545
291813,Salts and esters of tartaric acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3944,4752,4934,2743,2551,2147,1556,1030,1286,1541
291814,Citric acid,0,0,0,0,0,0,0,0,0,0,,32,189,0,21,51,60,73,10,3,7,,2416,3159,4040,4883,6546,7933,6061,4540,5496,7492
292011,"Parathion """"ISO"""" and parathion-methyl """"ISO"""" """"methyl-parathion""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,16,0
292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function (excluding ...",0,0,0,0,0,0,0,0,0,0,,320,0,0,0,0,0,184,979,14,0,,87390,72399,88751,54058,42907,50553,64518,64291,82579,88785
292412,"Fluoroacetamide """"ISO"""", monocrotophos """"ISO"""" and phosphamidon """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,108,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
292429,"Cyclic amides, incl. cyclic carbamates, and their derivatives; salts thereof (excluding ureines ...""",0,0,0,0,0,0,0,0,0,0,,0,1222,0,0,8,1,113,0,0,150,,369291,501894,551517,622120,697554,640560,746343,945634,783682,983101
292640,alpha-Phenylacetoacetonitrile,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,6,8,7
292700,"Diazo-, azo- or azoxy-compounds",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,121,,13373,15102,16810,15469,17675,21960,26074,29327,27987,28843
293020,Thiocarbamates and dithiocarbamates (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,13597,970,0,0,0,0,0,0,0,0,,1544,1786,2434,2439,2301,2707,2622,2395,2353,2253
293070,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0
293135,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,56
293190,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,0,0,0,0,0,0,0,0,0,0,,279,1057,3303,8672,3551,818,477,313,0,49,,204416,215162,204621,189689,172608,165219,181188,206608,239108,317669
293219,"Heterocyclic compounds with oxygen hetero-atom[s] only, containing an unfused furan ring, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,101,14,58,53,14,27,1,,18255,23442,18623,23849,19785,13071,13037,11207,11140,12131
293331,Pyridine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,30,,66726,72244,58727,17419,4497,10644,7363,5089,4979,4296
293332,Piperidine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13154,9254,11118,14077,10502,10637,8960,12282,9190,1804
293341,"Levorphanol """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,56,0,0,0,,0,0,0,1,0,1,3,7,0,0
293355,"Loprazolam """"INN"""", mecloqualone """"INN"""", methaqualone """"INN"""" and zipeprol """"INN"""", and salts ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,4,0,8,12,1,0
293420,"Heterocyclic compounds containing in the structure a benzothiazole ring-system, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,30,0,1,5,4,3,2,,2957,2931,3192,3148,3529,3664,4716,5197,4994,5986
293491,"Aminorex """"INN"""", brotizolam """"INN"""", clotiazepam """"INN"""", cloxazolam """"INN"""", dextromoramide ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,37,0,0,0,247,,0,2,0,0,3,5,3,4,5,2
293627,"Vitamin C and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,18,36,0,0,0,,5508,5366,4802,5100,5368,4470,7193,7193,5463,7265
293790,"Hormones, natural or reproduced by synthesis; derivatives and structural analogues thereof, ...",0,0,0,0,0,0,0,0,0,0,,36,0,0,0,0,0,0,0,0,0,,921,448,532,671,154,223,409,964,628,167
293971,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,10,46,79,2,58
294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,265,0,,37838,5107,705,283,1403,4638,7700,8809,4416,3851
294190,"Antibiotics (excluding penicillins and their derivatives with a penicillanic acid structure, ...",0,0,0,0,0,0,0,0,0,0,,0,1077,0,0,0,67,134,0,1407,0,,327153,553783,497814,324913,425430,441576,455777,671256,376141,245415
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",0,0,0,0,0,0,0,0,0,0,,0,0,49,316,0,812,0,0,0,0,,1239,3150,1937,14263,26369,26082,55636,84363,108870,205980
300210,"Antisera and other blood fractions and immunological products, whether or not modified or obtained ...",0,0,0,0,0,0,0,0,0,0,,1025,82,796,1101,661,2597,551,266,34,10,,1932790,2765587,3441089,4499775,4892358,0,0,0,0,0
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,0,0,0,0,0,0,0,0,0,0,,2437,6829,14366,39954,44753,14760,10047,17173,4616,265,,174699,218094,196992,220254,200905,215044,253552,282015,275700,333281
300440,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,107,645,49,0,704,378,1773,350,0,0,,205812,144922,191873,185156,223409,0,0,0,0,0
300610,"Sterile surgical catgut, similar sterile suture materials, incl. sterile absorbable surgical ...",0,0,0,0,0,0,0,0,0,0,,4737,6183,9596,6368,999,979,1358,655,428,783,,129588,175360,211350,247011,179719,177414,195011,235036,212226,239581
300692,Waste pharmaceuticals,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,14,0,0,10,1353,,157,307,439,378,388,355,456,226,250,230
310290,Mineral or chemical nitrogen fertilisers (excluding urea; ammonium sulphate; ammonium nitrate; ...,0,0,0,0,0,0,0,0,0,0,,137,0,32,33,0,0,0,43,21,0,,620,3194,3443,3459,2080,3106,5834,11847,8142,9385
310540,"Ammonium dihydrogenorthophosphate """"monoammonium phosphate"""", whether or not mixed with diammonium ...""",0,0,0,0,31,0,0,0,0,0,,245,0,0,39,0,19,0,0,0,618424,,41,89,23,22,2916,10119,1119,5140,2930,19
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium ...,0,0,0,0,0,0,0,0,0,0,,31,92,246,8,299,122,655,283,71,143,,927,1269,1134,1343,1970,2595,4189,4517,3897,3916
320412,"Synthetic organic acid dyes, whether or not metallised, and synthetic organic mordant dyes; ...",0,0,0,0,0,0,0,0,0,0,,0,0,106,137,0,1,18,25,435,29,,98672,100673,113002,110291,105999,119750,130271,113767,96482,121305
320415,"Synthetic organic vat dyes, incl. those usable in that state as pigments; preparations based ...",0,0,0,0,0,0,0,0,0,0,,5101,147,121,0,0,43,0,7,0,0,,11291,9357,12053,7497,6216,7096,19509,26353,27648,26963
320650,"Inorganic products of a kind used as luminophores, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,121195,113690,101688,80613,82913,75384,55662,53635,53639,59440
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",0,0,0,0,0,0,0,0,0,0,,28641,36066,12021,13320,24848,23977,19682,15356,10684,10829,,154349,153391,156267,130222,146809,151933,150433,136857,112336,120768
321310,"Sets of artist's, student's or signboard painter's colours, modifying tints, amusement colours ...",0,0,0,0,0,0,0,0,0,0,,61,367,0,354,615,2230,4694,3721,1929,1241,,1343,1966,3340,3757,5033,6292,6929,6474,6989,6963
321390,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ...",0,0,0,0,0,0,0,0,0,0,,1404,1310,2443,2234,1073,660,966,614,529,442,,2627,3649,4717,5183,4954,6512,8919,10889,10368,11422
610442,"Women's or girls' dresses of cotton, knitted or crocheted (excluding petticoats)",0,0,1,0,0,0,0,0,0,0,,0,0,71,61,522,275,327,0,0,0,,18420,21679,30418,33477,39171,39012,62964,61149,57753,65829
610444,"Women's or girls' dresses of artificial fibres, knitted or crocheted (excluding petticoats)",0,3,0,0,0,1,0,0,0,0,,1759,0,0,5,634,34,6,0,0,0,,22496,26036,31382,28667,31962,33527,31611,33383,26388,38305
610451,"Women's or girls' skirts and divided skirts of wool or fine animal hair, knitted or crocheted ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,767,993,1392,1660,1990,1966,2751,2593,4409,5048
610462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton, knitted ...",0,0,1192,0,0,0,0,0,1,0,,0,0,0,28,223,466,290,0,0,3,,24120,41942,59276,57362,55811,68258,81752,84301,64819,87763
610469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",0,0,0,0,0,0,0,0,0,0,,1489,58,57,12,128,85,59,0,0,0,,5214,7362,10772,10266,11390,11087,17338,12381,9948,15523
610690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials, knitted or crocheted ...",0,0,0,0,0,0,0,0,0,0,,1147,831,2746,817,4685,1307,197,0,0,0,,1691,1825,2065,1099,1047,522,944,1408,2042,3760
610711,"Men's or boys' underpants and briefs of cotton, knitted or crocheted",0,0,455,0,0,0,0,0,0,0,,212,164,141,259,50,173,182,0,288,0,,18730,16690,19727,29761,20017,19491,19905,25529,22740,28786
610811,"Women's or girls' slips and petticoats of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,590,0,0,0,6,548,0,0,0,0,,355,196,137,81,115,111,425,115,99,149
610822,"Women's or girls' briefs and panties of man-made fibres, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,0,0,0,45,44,32,26,0,0,0,,7345,9736,13571,13981,16698,22398,29372,21900,16391,25960
610829,"Women's or girls' briefs and panties of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,107,106,0,0,436,13,0,0,0,0,,42,92,135,28,97,53,78,171,65,44
390920,"Melamine resins, in primary forms",163,199,226,273,304,438,251,212,0,0,,0,217,73,145,485,1933,2032,1209,1373,806,,53686,54565,60026,51043,51632,51969,46127,37509,33987,34985
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",9,0,0,0,0,0,0,2,0,0,,10909,2353,116,72,45,25,33,0,0,0,,412631,447816,603339,617386,541801,689370,708423,657798,685992,729970
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",0,0,1,1,0,0,0,0,0,0,,181,443,733,793,1147,705,489,88,17,210,,35089,36165,38398,41670,35419,37963,42229,51114,52375,46279
391740,"Fittings, e.g. joints, elbows, flanges, of plastics, for tubes, pipes and hoses",1,0,0,6,0,236,716,3,0,0,,3022,3778,3556,3052,4011,6999,8672,11294,13517,14187,,162870,213815,232234,211583,237514,273883,340915,296763,326763,394705
392043,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",0,0,1,0,0,1,0,0,0,0,,381,629,275,567,861,518,157,17,590,792,,99602,100897,100733,85065,88561,85302,86917,73786,66409,70234
321210,Stamping foils of a kind used in the printing of book bindings or hatband leather,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,11,0,0,0,0,,47037,42091,60147,74829,58718,50324,51848,55523,54483,66674
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,86796,125855,79656,60225,38234,28450,39729,34335,56941,54041
330510,Shampoos,0,0,0,0,0,0,0,0,0,0,,188310,232770,189603,188793,124670,105268,54221,58207,52504,59079,,45363,45385,61919,128234,154880,183202,265333,337094,394855,471794
330590,"Preparations for use on the hair (excluding shampoos, preparations for permanent waving or ...",0,0,0,0,0,0,0,0,0,0,,5645,13179,27741,37156,40682,11447,11576,7520,3771,4179,,49192,47174,58348,97703,106991,156685,253977,345503,450089,487369
340219,"Organic surface-active agents, whether or not put up for retail sale (excluding anionic, cationic ...",0,0,0,0,0,0,0,0,0,0,,47032,36701,26435,20828,14414,10153,2166,1799,2073,3456,,21543,17085,18234,13313,12428,15653,15441,18826,20167,19135
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",0,0,0,0,0,0,0,0,0,0,,3347,2347,2368,3350,3126,805,911,1074,1082,674,,205088,173065,196602,173024,208395,218718,248756,266970,355687,444598
350211,"Egg albumin, dried """"e.g. in sheets, scales, flakes, powder""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,181,378,306,358,226,191,255,245,199,462
350290,"Albumins, albuminates and other albumin derivatives (excluding egg albumin and milk albumin ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,4393,5841,5767,5971,2373,2563,6625,4771,3550,3176
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",0,0,0,0,0,0,0,0,0,0,,0,169,48,9,138,303,364,345,780,6161,,280177,312721,330632,328570,375592,335237,400701,422739,440008,493919
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,42,20,20,24,42,98,57,16,1,0,,9830,11673,7671,7530,6893,9833,14120,14589,13972,12738,,1533795,1514348,1550464,1489957,1529704,1761496,1803045,1780427,1779865,1825074
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,0,0,0,0,0,0,0,0,,0,0,0,33,20,0,0,0,0,0,,10,20,5,4,6,7,43,35,7,0
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,1,0,0,0,0,,99687,135525,90303,75862,58489,62857,69648,56309,51671,58795
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,417599,473530,514963,554952,483634,459775,520591,451655,456402,485466
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,38762,41670,31300,28660,27061,31610,49019,56031,60108,74885
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",0,0,0,0,0,0,0,0,0,0,,27,112,0,13,14,2,3,0,0,0,,44,39,49,44,54,52,41,79,70,125
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",0,0,0,0,0,0,0,0,0,0,,0,134,0,0,0,118,0,0,0,0,,127,289,207,133,68,102,53,37,26,24
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,215,65,132,35,99,0,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,0,60,0,3,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1083,633,0,0,0,72,,867,823,724,543,510,1319,2620,1545,1655,634
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,0,0,0,0,0,0,0,0,0,,418,0,298,83,1168,932,828,813,500,949,,262555,290347,312351,278216,252544,274610,272537,287646,267561,296879
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,0,0,0,0,0,0,0,0,0,,169,415,302,1004,1684,1225,766,1539,953,1180,,51172,74925,102621,123947,124524,131654,145949,184950,333076,225251
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",0,0,0,0,0,0,0,0,0,0,,3227,8473,14677,27717,28218,41055,60119,72155,51138,44050,,228343,239881,233559,219999,216348,232785,238621,218535,208224,229245
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,1,1,0,0,0,0,0,0,0,0,,21702,21272,24839,27644,19405,3393,3800,4286,8345,2490,,346606,362226,369889,307951,304521,0,0,0,0,0
381900,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ...,0,669,0,0,0,133,2005,1909,1105,0,,472,257,70,18,0,119,0,0,0,873,,66001,76196,73049,69623,75691,76613,77818,64767,60674,60307
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,7,0
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4614,3038,2049,1773,1432
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",0,0,0,0,0,0,0,0,0,0,,209,155,0,0,2,374,792,0,0,0,,1119,1590,1649,1979,2403,2086,1683,2145,1451,2530
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,26068,130597,784442,20800,5960,13371,535737,556350,79940,186383
392091,"Plates, sheets, film, foil and strip, of non-cellular poly""""vinyl butyral"""", not reinforced, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,97,17,59,18,28,0,0,,132325,134718,170811,137866,152727,165207,168740,133802,129766,146548
