Product code,Product label,Saudi Arabia's imports from Viet Nam-Value in 2012,Saudi Arabia's imports from Viet Nam-Value in 2013,Saudi Arabia's imports from Viet Nam-Value in 2014,Saudi Arabia's imports from Viet Nam-Value in 2015,Saudi Arabia's imports from Viet Nam-Value in 2016,Saudi Arabia's imports from Viet Nam-Value in 2017,Saudi Arabia's imports from Viet Nam-Value in 2018,Saudi Arabia's imports from Viet Nam-Value in 2019,Saudi Arabia's imports from Viet Nam-Value in 2020,Saudi Arabia's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
480441,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,75,6,0,3,5,7459,19510,27647,25144,15135,,3301,4088,161,129,79,620,345,968,1566,2307
480519,"Fluting paper, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,0,0,,156,111,67,27,507,37469,85534,89358,161840,145101,,6833,25768,29162,14073,7779,11903,14793,31202,37606,80271
480525,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,0,0,0,0,0,0,33,0,,2085,1651,386,141,1282,22846,63200,26990,51609,83437,,10779,10274,9321,6547,5510,3990,4318,7596,5227,8119
480620,"Greaseproof papers, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,0,0,0,0,0,0,0,0,0,,17,5,6,12,6,15,15,20,10,8,,2261,2494,2562,2330,1895,1848,2430,2166,3474,3571
480830,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,31
220291,Non-alcoholic beer <= 0.5% vol alc,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,104,765,1000,1208,,0,0,0,0,0,0,0,0,0,3295
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,897,1475,0,0,0,,19992,26272,44766,44787,44012,40419,36976,30631,39617,118811,,175431,348373,310578,276478,163641,263894,344860,351797,284862,327868
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,5859,157,8474,22318,19064,6113,35292,21232,21922,94
210330,"Mustard flour and meal, whether or not prepared, and mustard",0,0,0,0,0,0,0,0,0,0,,9,6,24,39,22,4,6,7,4,,,1096,1458,1860,2175,2218,2544,2543,2923,3782,2576
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...",0,0,0,0,0,0,0,0,0,0,,414,193,258,253,82,212,229,166,113,145,,1676,1159,1824,2286,3227,4433,14732,25337,34064,55657
210500,"Ice cream and other edible ice, whether or not containing cocoa",0,0,0,0,0,0,0,0,0,0,,174,128,328,686,629,308,322,309,634,229,,63814,66258,79084,92466,97576,88748,89002,83390,82860,92233
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,3,39,,715,127,77,158,449,476,298,75,31,121
200210,"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid",0,0,0,0,0,0,0,0,0,0,,573,583,1675,1015,188,651,422,438,402,723,,10799,13447,15067,14120,11399,12098,14490,15796,18126,16620
200320,"Truffles, prepared or preserved otherwise than by vinegar or acetic acid",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,666
200540,"Peas """"Pisum Sativum"""", prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,0,0,0,0,0,0,,376,374,741,583,670,805,1077,640,673,626,,430,226,135,993,1351,857,1007,1479,2548,1287
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,0,0,0,0,0,0,0,,59,62,58,241,614,2200,296,299,375,2848,,1718,1113,1868,1991,2376,2203,1867,1130,990,570
251512,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square ...",0,0,271,0,38,0,0,8,0,0,,3646,436,139,0,29,19,74,963,934,32206,,1235,921,904,1554,1051,2227,3966,26458,4094,1072
251690,"Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or ...",0,0,0,0,0,0,0,0,0,0,,3,4,11,73,123,0,12,3,0,520,,0,154,71,1253,316,413,70,354,748,687
252321,"White portland cement, whether or not artificially coloured",0,0,0,0,0,0,0,0,0,0,,72,650,1064,2057,1046,17309,15088,679,878,2585,,73796,78743,69901,69510,42154,39598,22976,15793,11223,12434
252510,Crude mica and mica rifted into sheets or splittings,0,0,0,0,0,0,0,0,0,0,,7,0,2,0,2,1,41,1,5,,,418,1391,975,1415,740,1332,1167,1145,678,406
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,0,607,23,0,0,0,0,0,0,,,1436972,1206607,1177689,705487,557394,845929,914622,23125,11,611
261310,Roasted molybdenum ores and concentrates,0,0,0,0,0,0,0,0,0,0,,10084,11378,14530,11711,8632,11802,17354,9945,3412,56427,,0,0,0,0,1,0,0,0,23,0
261400,Titanium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,117187,79025,13805,6850,10239,7938,15466,13409,20824,180610,,147116,83212,156016,88031,94070,109416,120082,113441,83123,128613
240110,"Tobacco, unstemmed or unstripped",0,0,0,0,0,0,0,0,0,0,,83,124,159,1429,13,165,0,0,0,2056,,2634,4244,4853,5164,6234,3188,376,435,73,166
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",0,0,0,0,0,0,0,0,0,0,,13244,23154,24756,23511,18372,36900,26499,28635,10656,1910,,174,427,312,1454,2941,3336,3930,4474,844,4358
240130,Tobacco refuse,0,0,0,0,0,0,0,0,0,0,,1410,1764,2187,988,1047,1266,1218,1180,2993,629,,2199,3470,2893,1618,1797,807,513,32,777,0
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",0,0,0,0,0,0,0,0,0,0,,517,0,0,0,0,0,0,0,0,,,0,0,0,18,1,560,733,793,0,0
240319,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion (excluding ...",0,0,0,0,0,0,0,0,0,0,,7265,4808,5057,15817,31260,15181,31425,58256,36694,12789,,4290,6668,16687,10462,4660,3824,102,49,29,224
250610,Quartz (excluding quartz sands),0,0,0,0,0,0,0,0,0,0,,754,6172,8447,10939,8022,14093,15890,13369,3621,3010,,90,324,291,272,206,72,981,990,1009,1106
250850,"Andalusite, kyanite and sillimanite",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,59,0,160,77,87,98,42,0,5,16
350211,"Egg albumin, dried """"e.g. in sheets, scales, flakes, powder""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,104,0,0,62,0,0,,,1534,1771,933,1440,1774,690,1276,934,777,1008
350290,"Albumins, albuminates and other albumin derivatives (excluding egg albumin and milk albumin ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,1,0,0,1,,235,451,356,91,58,108,95,55,51,281
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",2679,0,0,0,0,0,0,0,0,0,,46123,43754,46327,36584,45294,51026,66267,81610,83776,101441,,12032,12053,17464,17178,22795,27570,23093,35749,22875,28180
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,0,0,0,0,0,0,0,0,0,0,,23038,25480,33560,35239,32859,34980,42998,53598,48006,48802,,27946,26547,31436,35646,52034,31116,41075,41177,40539,43604
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,0,0,0,0,0,0,0,0,,217,206,227,13,0,0,0,0,0,7,,511,878,300,339,675,160,354,314,271,346
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1042,1107,621,388,83,1411,624,483,205,663
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,27,,0,43,0,1,0,0,0,0,0,0
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",0,0,0,0,0,0,0,0,0,0,,32,0,0,24,18,0,0,5,11,7,,266,229,175,94,40,43,43,24,14,18
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",0,0,0,0,0,0,0,0,0,0,,25,0,3,3,3,0,41,0,2,17,,149,137,239,220,246,45,27,88,76,27
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",0,66,114,0,0,0,11,0,0,0,,11,18,5,2,0,0,37,0,0,117,,0,98,114,39,173,67,62,60,32,97
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,3,0,0,0,,,0,27,0,10,55,0,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,1,0,0,0,0
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,0,0,0,0,0,0,0,0,0,0,,5556,5838,1467,3066,2161,2968,3184,2001,282,102,,1017,557,664,904,448,674,1123,810,1294,1676
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,0,0,0,0,0,0,0,0,0,,8367,11303,15504,17036,22304,43508,39864,29450,45504,29736,,6977,6727,7090,10001,15073,10714,6695,11336,10631,8907
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,0,0,0,0,0,0,0,0,0,,1184,1866,2929,2544,2778,2632,2744,2745,28722,17811,,7593,13593,20397,60878,28044,12650,20213,16806,33949,32611
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",0,0,0,0,0,0,0,3,0,0,,85967,98981,144414,154835,105809,91909,114661,137918,138191,231387,,14297,10908,7643,8698,8834,14674,14277,13579,14078,16257
381900,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ...,0,0,0,0,0,0,0,0,0,0,,2,11,1,2,44,12,23,6,25,129,,951,4234,2112,2036,1806,4758,6194,6123,6942,5899
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,15
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2,0,429,,0,0,0,0,0,0,0,0,0,8
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",0,0,0,0,0,0,21,0,0,0,,240,26,72,251,115,275,62,0,2,2548,,3690,3703,3156,4275,2402,10421,1881,366,0,1
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,4,9,0,4,4,23,113
390130,"Ethylene-vinyl acetate copolymers, in primary forms",0,0,0,0,0,0,0,12,0,0,,11513,10661,11220,18275,23803,29715,21981,25791,29837,44388,,42721,26152,33532,51423,44747,45183,40368,40080,43912,65643
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",0,0,0,0,0,0,0,0,0,0,,2579,365,1300,3456,1945,9576,28491,31798,23636,42875,,8818,9424,5367,5238,2843,1884,2286,2139,2136,1410
390390,"Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile copolymers ...""",0,0,0,0,0,0,0,0,0,0,,523,1833,7761,5869,5970,6746,6189,2846,5655,13258,,23406,23778,28889,18317,12606,12361,21157,32743,24083,23186
390920,"Melamine resins, in primary forms",0,0,0,0,0,0,0,0,0,0,,1048,1643,1777,1128,720,750,585,520,526,1856,,5535,4997,4932,4530,3250,2821,2265,1488,1174,1209
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",0,0,0,0,0,0,0,0,0,0,,3481,3773,4092,4245,4255,4711,5581,5942,5454,12220,,14396,20306,24392,19831,12184,8953,15689,49604,11764,32720
392061,"Plates, sheets, film, foil and strip, of non-cellular polycarbonates, not reinforced, laminated, ...""",0,0,0,0,0,0,0,0,0,0,,27,10,81,382,772,664,1173,2293,4362,7065,,2888,2794,3921,2065,2162,1774,1800,1954,691,1302
392091,"Plates, sheets, film, foil and strip, of non-cellular poly""""vinyl butyral"""", not reinforced, ...""",0,0,0,0,0,0,0,0,0,0,,66,279,185,335,235,259,226,182,19,1422,,10543,11400,10733,10294,6339,4660,6963,7502,5371,5841
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,0,11,99,2,53,,0,0,0,214,1,261,236,184,12,2
392119,"Plates, sheets, film, foil and strip, of cellular plastic, unworked or merely surface-worked ...",0,0,74,297,142,977,840,484,144,0,,24588,31444,33087,31222,25910,32735,52455,75448,38707,35350,,19805,23323,37339,44724,42609,61879,56873,66684,35993,19706
392520,"Doors, windows and their frames and thresholds for doors, of plastics",0,0,0,0,0,0,0,33,0,0,,8166,10909,10919,10231,10340,11490,11738,9809,9631,18812,,2677,3808,4491,8982,7890,7931,9410,10684,20672,24134
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",0,0,0,0,0,0,0,0,0,0,,9367,7909,8842,9582,17806,20188,50686,102988,151586,174016,,4136,3847,3806,4761,4200,3287,5556,4900,2384,2458
330590,"Preparations for use on the hair (excluding shampoos, preparations for permanent waving or ...",43,224,197,62,54,29,127,0,0,0,,15391,27471,25899,21335,27588,26411,27050,29867,29450,17167,,164165,148128,175363,215085,192677,168488,155093,170399,142611,164412
340219,"Organic surface-active agents, whether or not put up for retail sale (excluding anionic, cationic ...",0,0,0,0,0,0,0,12,0,0,,703,196,81,57,58,20,163,225,111,789,,65102,61186,59018,31054,17614,46213,44292,42381,36309,24526
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,37,0,39,1,104,80,40,,884,454,0,16,131,56,498,224,755,817
200979,"Apple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar or ...",0,0,0,0,0,0,0,0,0,0,,556,374,129,1185,113,90,26,29,135,456,,35244,29354,30953,25610,24650,20195,17452,12705,19412,14695
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,0,0,0,0,0,0,0,0,0,0,,310,592,69,135,3,0,0,0,6,,,3727,3470,3089,2,0,3,18,61,391,521
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",0,0,0,0,0,0,0,0,0,0,,10309,9418,16318,13928,17383,16153,11681,15120,25933,27109,,5967,5560,5157,6294,5491,4119,3963,3815,3421,3250
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,13381,18055,18265,16845,28832,33708,41904,79847,70225,70435,,10458,12101,8658,10582,6779,8019,4211,1317,751,73
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,28,0,0,0,0,0,21,0,359,,0,0,0,0,0,0,0,0,0,1
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,44,1,55,354,489,249,184,,33463,57238,117451,18964,2824,286974,348034,331114,388724,462716
170250,Chemically pure fructose in solid form,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,35,0,0,0,36,,694,351,519,917,570,575,557,452,1019,971
180100,"Cocoa beans, whole or broken, raw or roasted",0,0,0,0,0,0,0,0,0,0,,6549,7158,6216,8334,9147,4224,4193,5271,4220,3840,,0,0,98,7,58,1,0,0,138,136
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",0,0,0,0,0,0,0,0,0,0,,2346,3382,4230,3886,5519,6715,7232,7105,3868,4615,,63702,48752,49823,59145,49927,40935,16389,39170,43574,45954
100710,"Grain sorghum, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,30,0,0,,,0,75,0,158,63,0,0,0,0,26
100790,Grain sorghum (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,0,,,0,365,0,387,106,64,33,72,59,4
100850,"Quinoa """"Chenopodium quinoa""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,161,351,725,738,902,1238,969,612
110220,"Maize """"corn"""" flour""""",0,0,0,0,0,0,0,0,0,0,,147,95,32,44,50,61,73,45,38,300,,157,0,125,298,316,394,670,410,328,442
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",0,0,0,0,0,0,0,0,0,0,,0,12,5,28,26,9,22,9,0,15,,3853,8059,5532,5254,8783,8341,4022,4434,5408,3620
110811,Wheat starch,0,0,0,0,0,0,0,0,0,0,,3766,2494,300,2586,1118,306,702,770,757,29,,625,685,778,1432,860,721,1298,991,1043,899
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",53,0,0,0,0,0,0,0,0,0,,0,0,1741,391,201,166,321,0,0,,,267,232,205,503,360,178,748,110,103,226
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,0,,662,126,11,117,1,15,13,0,13,14,,1066,0,0,0,13,9,11,224,35,446
120799,"Oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, soya ...",0,0,0,0,0,0,0,0,0,0,,1009,630,345,544,7922,14814,17948,15211,17497,2141,,0,472,2033,641,16479,21870,438,1755,1816,2419
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",0,0,0,0,0,0,0,0,0,0,,0,537,2,8,1,4,3,18,161,338,,2546,6177,3417,6611,4879,2148,4135,3998,2608,887
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,100,15,42,202,324,281,,829,1575,2254,379,281,724,1380,1626,1687,1720
121010,"Hop cones, fresh or dried (excluding ground, powdered or in the form of pellets)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",0,0,0,0,0,0,0,0,0,0,,3,7,1,32,25,44,54,88,160,13,,5278,3595,2603,4534,19744,6222,10299,10841,3421,1868
140190,"Reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, lime bark and other vegetable ...",0,0,0,0,0,36,0,0,0,0,,2169,1839,661,890,1753,2336,2070,1751,1046,1155,,0,0,0,63,63,201,111,114,123,41
80261,"Fresh or dried macadamia nuts, in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,852,860,282,165,485,654,,719,999,1507,15,326,429,24,167,752,833
70920,Fresh or chilled asparagus,0,0,0,0,0,0,0,0,0,0,,20,84,3,46,34,13,2,39,15,7,,99,211,190,1182,1060,1314,1397,1772,1526,2235
70991,Fresh or chilled globe artichokes,0,0,0,0,0,0,0,0,0,0,,9,0,4,1,1,2,0,4,8,,,28,0,0,25,174,53,75,180,177,219
71339,"Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""",0,0,0,0,0,0,0,0,0,0,,0,5,0,0,16,614,1064,101,543,730,,139,712,433,995,852,537,258,428,2337,1229
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",0,0,0,0,0,0,0,0,0,0,,12732,16307,19051,24374,61708,85699,62370,42039,61586,37465,,2364,2602,3601,4409,4927,4688,4266,5085,11594,12847
80121,"Fresh or dried brazil nuts, in shell",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,,0,0,101,27,10,70,10,3,147,322
80122,"Fresh or dried brazil nuts, shelled",0,0,0,0,0,0,0,0,0,0,,138,9,0,0,0,0,9,1,1,168,,174,121,118,14,30,66,4,22,134,136
81070,Fresh persimmons,0,0,0,0,0,0,0,0,0,0,,168,61,19,69,0,0,0,14,79,90,,105,155,940,2691,4249,4904,3860,4537,5719,6377
80719,Fresh melons (excluding watermelons),0,0,0,0,0,0,0,0,0,0,,70,5,4,18,301,205,355,270,494,528,,3912,3263,3709,6447,4228,4937,5269,5823,11762,15466
90510,"Vanilla, neither crushed nor ground",0,34,0,0,0,0,0,0,0,0,,0,6,7,17,276,1194,766,336,0,,,0,34,46,37,79,155,189,160,158,246
90932,"Cumin seeds, crushed or ground",0,0,0,0,0,0,0,0,0,0,,1,275,247,313,737,2209,2939,3211,3304,2544,,868,2310,1925,2397,2583,2700,4525,5630,4482,2702
91012,"Ginger, crushed or ground",0,0,0,0,0,0,22,0,0,0,,2724,3321,4478,4746,3970,3841,4692,3986,5404,3937,,416,455,494,1079,972,1042,847,856,1598,6512
30432,"Fresh or chilled fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",891,751,1337,3725,5974,10653,3948,0,0,0,,40557,27615,4492,8371,4343,3689,3869,7555,6509,10803,,891,751,1337,4478,6205,11026,7316,3445,369,173
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",97,105,111,0,0,0,0,0,0,0,,1815,1665,792,5418,256,64,2710,60,186,17639,,933,482,931,852,829,541,43,36,117,19
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,297,587,964,343,0,0,0,,7232,19630,23533,24921,29582,29963,66251,72241,70427,11539,,259,297,1485,2046,3012,3997,4267,6540,10737,11804
30483,"Frozen fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,0,0,0,0,0,0,0,,3733,3453,2797,3588,2508,3736,3593,4499,2114,3708,,0,0,45,130,90,2,47,10,27,0
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",0,0,0,0,0,0,0,0,0,0,,1411,27,982,274,942,1212,1032,1134,1178,2560,,147,86,146,50,215,51,71,50,27,94
30544,"Smoked tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,248,0,92,0,26,10,249,,0,0,0,8,5,16,7,0,0,3
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,,20,30,0,0,133,0,0,11,0,4,,0,0,0,9,0,3,0,5,0,3
30563,"Anchovies """"Engraulis spp."""", salted or in brine only (excluding fillets and offal)""""",0,0,0,0,0,0,0,0,0,0,,1233,922,0,14203,4,2865,6274,8784,10011,6508,,0,0,0,0,18,32,0,0,21,7
30629,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",408,0,0,0,0,0,0,0,0,0,,376,72,109,288,1121,905,0,0,0,,,408,0,0,250,36,303,580,8646,400,0
