Product code,Product label,Japan's imports from Saudi Arabia-Value in 2012,Japan's imports from Saudi Arabia-Value in 2013,Japan's imports from Saudi Arabia-Value in 2014,Japan's imports from Saudi Arabia-Value in 2015,Japan's imports from Saudi Arabia-Value in 2016,Japan's imports from Saudi Arabia-Value in 2017,Japan's imports from Saudi Arabia-Value in 2018,Japan's imports from Saudi Arabia-Value in 2019,Japan's imports from Saudi Arabia-Value in 2020,Japan's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
30488,"Frozen fillets of dogfish, other sharks, rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,67,0,0,0,19
30493,"Frozen meat, whether or not minced, of tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., ...""",0,0,0,0,0,0,0,0,0,0,,0,0,31,804,0,0,0,0,0,0,,73,150,79,15,2,0,0,14,18,140
30531,"Fillets, dried, salted or in brine, but not smoked, of tilapia """"Oreochromis spp."""", catfish ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,93
30552,"Dried tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5
30553,"Dried fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,948,1336,1030,2021,2373
30569,"Fish, salted or in brine only (excluding fillets, offal, herring, cod, anchovies, tilapia, ...",0,0,0,0,0,0,0,0,0,0,,825,233,28,0,0,0,0,0,0,0,,1784,1059,1182,93,296,154,558,450,158,81
30612,"Frozen lobsters """"Homarus spp."""", even smoked, whether in shell or not, incl. lobsters in ...""",0,0,0,0,0,0,0,0,0,0,,60,0,38,175,203,558,1162,104,0,0,,20831,22548,27739,26401,33551,28818,21021,31238,15726,15346
30615,"Frozen Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, incl. ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3,148,573,469,890,1197,320,511,171,312
30621,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", even ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,224,0,0,,16887,11319,6670,4500,4181,0,0,0,0,0
30632,"Lobsters """"Homarus spp."""", whether in shell or not, live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,21764,22422,21638,14068,16377
30639,"Crustaceans, fit for human consumption, whether in shell or not, live, fresh or chilled (excl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,26,,0,0,0,0,0,56,22,19,5,16
30691,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30741,"Live, fresh or chilled, not smoked, cuttle fish """"Sepia officinalis, Rossia macrosoma, Sepiola ...""",0,0,0,0,0,0,0,0,0,0,,2299,993,1090,461,115,0,89,312,0,0,,0,0,3,0,0,0,0,0,0,0
30742,"Cuttle fish and squid, live, fresh or chilled, with or without shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30799,"Molluscs, even in shell, smoked, dried, salted or in brine (excl. oysters, scallops of the ...""",0,0,0,0,29,0,0,0,0,0,,0,0,0,0,0,0,0,0,83,0,,430348,389933,346991,323124,385413,142,80,531,605,759
40229,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, sweetened",0,0,0,0,0,0,0,0,0,0,,24799,24022,16694,21579,5420,8963,24621,9414,327,829,,93,333,3,19,3,6,44,0,0,0
40640,"Blue-veined cheese and other cheese containing veins produced by """"Penicillium roqueforti""""""""",0,0,0,0,0,0,0,0,0,0,,0,116,0,2,0,3,0,0,0,0,,11773,12251,13510,13048,12160,11931,13909,13956,11812,12427
40899,"Birds' eggs, not in shell, fresh, cooked by steaming or boiling in water, moulded, frozen or ...",0,0,0,0,0,0,0,0,0,0,,2902,661,2723,5488,138,0,0,0,0,0,,12950,14906,15286,15294,15002,14494,17299,15653,13357,15883
50100,"Human hair, unworked, whether or not washed or scoured; waste of human hair",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,60,51,27,48,45,93,115,34,46,48
50690,"Bones and horn-cores and their powder and waste, unworked, defatted, degelatinised or simply ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,3,,49816,47204,50253,47387,45433,44011,38147,41173,32468,26751
60220,"Edible fruit or nut trees, shrubs and bushes, whether or not grafted",0,0,0,0,0,0,0,0,0,0,,1937,1613,1713,1325,1238,1283,1592,9854,7162,10619,,210,242,363,115,141,236,343,389,299,246
60240,"Roses, whether or not grafted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1238,1163,966,835,831,649,610,476,461,564
70310,Fresh or chilled onions and shallots,0,0,0,0,0,0,0,0,0,0,,3568,174,93,42,35,130,4,0,0,6,,183328,171785,164976,139798,141809,135448,126825,131341,99561,130190
70490,"Fresh or chilled cabbages, kohlrabi, kale and similar edible brassicas (excl. cauliflowers, ...",0,0,0,0,0,0,0,0,0,0,,2318,1917,1771,3383,1255,3541,2704,3500,2321,2452,,110077,87113,74592,51399,65068,44761,85913,34008,30183,18779
70700,"Cucumbers and gherkins, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,2057,2085,2183,2823,4017,2797,1018,1154,591,238,,322,3,56,53,63,24,75,138,133,102
70890,"Fresh or chilled leguminous vegetables, shelled or unshelled (excluding peas """"Pisum sativum"""" ...""",0,0,0,0,0,0,0,0,0,0,,18692,13844,10736,12164,6714,3562,3505,1496,600,1194,,2915,2068,1535,1658,1361,1775,1302,1195,1037,815
70959,"Fresh or chilled edible mushrooms and truffles (excl. Agaricus, Boletus, Cantharellus, shiitake, ...",0,0,0,0,0,0,0,0,0,0,,57,7405,6494,5058,1946,1210,917,602,628,888,,99528,84789,71464,59120,61027,64535,59705,59010,56102,58763
71010,"Potatoes, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,38365,1057,60,634,786,1119,209,92,0,0,,35426,31155,26891,30071,30241,40264,31275,28450,28595,30260
71331,"Dried, shelled beans of species """"Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,27,11,4,0,0,102,288,,98473,81989,99583,114509,109459,121795,107597,81215,78894,75502
71410,"Fresh, chilled, frozen or dried roots and tubers of manioc """"cassava"""", whether or not sliced ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8377,7355,3980,1654,2888,2798,2467,2474,1608,2916
80241,"Fresh or dried chestnuts """"Castanea spp."""", in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,71,138,73,31,60,0,0,0,,21592,15611,12618,10377,11477,10814,9913,8983,6244,6826
80430,Fresh or dried pineapples,0,0,0,0,0,0,0,0,0,0,,105,494,733,2210,1015,1974,874,16,5,0,,142525,118009,117387,109382,127273,125520,130371,125904,126030,152118
80510,Fresh or dried oranges,0,0,0,0,0,0,0,0,0,0,,3713,4678,4257,7173,6534,6903,5720,0,0,0,,158524,127831,112247,104471,129554,122786,123656,120037,132618,121911
80610,Fresh grapes,0,0,0,0,0,0,0,0,0,0,,1714,2285,2180,3335,4526,4528,4310,0,145,122,,62974,61660,52207,57611,98705,89134,106360,131012,132210,116283
80910,Fresh apricots,0,0,0,0,0,0,0,0,0,0,,190,700,274,890,921,1000,636,162,157,53,,0,0,0,0,0,0,0,0,0,0
80940,Fresh plums and sloes,0,0,0,0,0,0,0,0,0,0,,35,235,606,1100,772,388,246,65,67,68,,0,0,0,0,0,0,0,0,0,1082
81040,"Fresh cranberries, bilberries and other fruits of the genus Vaccinium",0,0,0,0,0,0,0,0,0,0,,28,0,168,324,197,127,98,4,0,0,,28864,24957,23108,22204,24453,22572,22961,23451,23171,26628
100199,"Wheat and meslin (excluding seed for sowing, and durum wheat)",0,0,0,0,0,0,0,0,0,0,,1379,1637,0,7,23,160,0,0,0,0,,2060448,2191747,1873327,1548205,1305915,1461400,1574950,1416818,1452764,1702937
100410,Oats seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,52,0,3,0,0,0,0,0,0,,5262,5198,4526,6176,5461,5636,5599,5601,4968,6851
100829,"Millet (excluding grain sorghum, and seed for sowing)",0,0,0,0,0,0,0,0,0,0,,0,0,0,18,27,0,0,0,0,0,,4921,5033,4386,5707,3879,3889,3564,4688,5361,5892
100830,Canary seed,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,813,844,764,745,662,521,537,641,681,978
100840,"Fonio """"Digitaria spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,12,0,26,13,29
110290,"Cereal flours (excluding wheat, meslin and maize)",0,0,0,0,0,0,0,0,0,0,,1397,30,216,158,67,125,10,56,5,148,,1085,948,1471,1230,1362,1250,1219,1076,1100,1561
110630,"Flour, meal and powder of produce of chapter 8 """"Edible fruit and nuts; peel of citrus fruits ...""",0,0,0,0,0,0,0,0,0,0,,0,199,166,176,259,916,2045,808,281,436,,7440,10009,13303,15378,13265,11876,12256,11218,15132,13206
120110,"Soya bean seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6263,447,885,155,92,73,81,49,44,60
120241,"Groundnuts, in shell (excluding seed for sowing, roasted or otherwise cooked)",0,0,0,0,0,0,0,0,0,0,,36,132,115,114,53,59,101,0,0,0,,0,3,0,0,0,0,0,0,0,0
120729,Cotton seeds (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,5,2,0,3,0,0,0,,39288,38870,45437,39286,35089,32590,29581,26779,27863,33691
120791,"Poppy seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,932,1100,1072,680,523,651,509,536,731,1070
120910,"Sugar beet seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8556,5772,6876,5135,3133,8741,5641,5150,5374,5315
120924,"Kentucky blue grass """"Poa pratensis L."""" seed for sowing""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,1180,1065,1285,1194,1393,1082,1406,1239,1563,1101
121221,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6,,211401,178544,178714,164469,209133,220647,206140,214644,202518,179282
130120,Natural gum Arabic,0,0,0,0,0,0,0,0,0,0,,0,0,0,89,71,19,0,0,0,0,,10597,9062,10828,7842,8544,7900,6973,9151,7428,5749
130239,"Mucilages and thickeners derived from vegetable products, whether or not modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,66,1,37,90,0,42,70,,32531,27537,31195,30444,29501,28544,31988,32771,32591,29920
150210,"Tallow of bovine animals, sheep or goats (excluding oil and oleostearin)",0,0,0,0,0,0,0,0,0,0,,0,0,47,267,325,377,230,528,139,112,,57251,42555,38268,26177,19576,16568,15607,14646,7857,8550
151190,"Palm oil and its fractions, whether or not refined (excluding chemically modified and crude)",0,0,0,0,0,0,0,0,0,0,,42684,36715,39001,28537,28028,28539,18979,19983,28798,78285,,636040,529343,520227,442375,451666,528828,536389,497677,545977,674774
151329,"Palm kernel and babassu oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,2944,42,0,93,13,0,0,35,11,1422,,119616,89406,124682,85420,97080,101187,93289,62216,63570,109868
151710,Margarine (excluding liquid),0,0,0,0,0,0,0,0,0,0,,1398,966,199,504,417,740,2068,2220,1722,3095,,1643,1420,1387,1203,687,770,559,440,522,636
160290,"Prepared or preserved meat, offal, blood or insects (excl. meat or offal of poultry, swine ...",0,0,0,0,0,0,0,0,0,0,,19341,19642,11897,6979,30489,38385,52235,45952,33224,43026,,1177,702,1161,667,422,770,905,866,1007,1133
160553,"Mussels, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,10605,12615,12942,12829,12713,11540,10819,11923,9697,8432
160556,"Clams, cockles and arkshells, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,96134,91749,92011,85477,92823,93487,92954,91204,82682,89196
160569,"Aquatic invertebrates, prepared or preserved (excluding smoked, crustaceans, molluscs, sea ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,10,2,12,0,0,18,0,,96,267,645,613,219,143,619,101,603,15
170191,"Refined cane or beet sugar, containing added flavouring or colouring, in solid form",0,0,0,0,0,0,0,0,0,0,,43,650,572,627,186,372,156,262,720,729,,3556,3901,4415,4859,3536,3723,3186,4787,2767,3405
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,50,89,544,186,,439,639,989,1209,1399,2237,4623,3863,3090,4099
170310,Cane molasses resulting from the extraction or refining of sugar,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,445,617,0,14,954,1580,,20957,28354,24444,29104,25814,26329,25812,26338,33606,36069
180310,Cocoa paste (excluding defatted),0,0,0,0,0,0,0,0,0,0,,160,0,0,0,0,0,0,0,0,0,,39625,32478,43437,55254,54926,52200,55906,57372,48440,58544
190240,"Couscous, whether or not prepared",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,,247,371,356,469,272,425,268,229,385,291
190420,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes ...,0,0,0,0,0,0,0,0,0,0,,37,167,82,517,63,367,89,54,38,8,,1305,1832,2447,3006,3781,3417,4230,5776,7636,8958
200110,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",0,0,0,0,0,0,0,0,0,0,,0,0,0,56,14,27,19,291,0,1,,8361,8484,7654,7286,6713,6721,6853,6622,6634,7722
200520,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,12437,116,62,3418,637,2286,33,0,0,0,,31004,30163,23419,19893,21492,31690,27508,29846,29304,42613
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",0,0,0,0,0,0,0,0,0,0,,413,1380,948,2600,2766,3637,3522,1500,1991,1646,,181253,171006,167330,150207,154328,162620,172782,181795,200559,242070
200911,"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,239,0,0,57,46,18,121,5552,1944,320,,138660,119054,94445,96451,90107,84144,103760,91002,81525,52048
200929,"Grapefruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,5616,4819,1562,298,443,201,198,53,0,8,,62962,53870,52230,49065,38465,37420,58086,49749,44196,38867
200941,"Pineapple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,778,45,288,457,301,1215,1311,,757,602,765,608,1253,1319,1515,1453,1279,1215
200971,"Apple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar or ...",0,0,0,0,0,0,0,0,0,0,,1358,39,0,721,1008,288,172,241,914,575,,2254,2239,2027,1899,3219,3376,3194,3965,3618,4216
200990,"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not ...",0,0,0,0,0,0,0,0,0,0,,249923,301228,320077,351112,281793,250963,249974,96208,119237,136012,,54370,43835,24522,18866,19239,14987,23231,36275,36989,36316
392073,"Plates, sheets, film, foil and strip, of non-cellular cellulose acetates, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,31,,11997,7689,19238,9865,12231,11903,22158,28470,33518,31955
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",0,0,0,0,0,0,0,0,2,0,,1430,1559,1439,3533,8284,5698,6335,2114,976,2402,,141670,109057,121721,152916,134129,186160,215344,220196,206245,224612
392390,"Articles for the conveyance or packaging of goods, of plastics (excluding boxes, cases, crates ...",0,0,0,0,0,0,0,0,0,0,,140165,135141,111799,79542,7993,10460,20537,43866,46607,34521,,193168,172495,169078,152295,165478,177809,228980,223612,189667,206129
392510,"Reservoirs, tanks, vats and similar containers, of plastics, with a capacity of > 300 l",0,0,0,0,0,0,0,0,0,0,,1337,893,2092,877,2374,2940,5051,3943,2628,3851,,3736,3486,27460,60915,10106,15247,15698,23991,26519,5310
400211,"Styrene-butadiene rubber latex """"SBR""""; carboxylated styrene-butadiene rubber latex """"XSBR""""""""",0,0,0,0,0,0,0,0,0,0,,2532,4262,4731,3180,2341,8034,7188,6147,5452,17045,,3874,3334,1660,1287,1345,556,1069,1089,699,959
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,0,0,0,0,0,0,0,0,,82,0,59,89,111,80,180,85,13,263,,13153,15056,16235,17887,14210,14665,18236,16811,14826,14357
401019,"Conveyor belts or belting, of vulcanised rubber (excluding reinforced only with metal or only ...",0,0,0,0,0,0,0,0,0,0,,0,0,40,24,30,262,32,0,0,0,,1936,1706,2508,2132,1518,1905,1721,1761,3872,5776
401032,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,18,0,4,0,0,,16978,13762,12244,9765,10002,10045,9099,9376,8394,9259
401130,"New pneumatic tyres, of rubber, of a kind used for aircraft",0,0,0,0,0,0,0,0,0,0,,263,397,423,503,448,585,2295,0,0,261,,7844,7328,6536,7295,7573,6704,6870,6954,5495,6227
401161,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,0,0,0,0,0,0,0,0,0,,170,147,27,1,24,0,0,0,0,0,,32205,27325,29231,25814,26029,0,0,0,0,0
401219,"Retreaded pneumatic tyres, of rubber (excluding of a kind used on motor cars, station wagons, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,41,29,71,34,10,9,21,14,24,30
401310,"Inner tubes, of rubber, of a kind used on motor cars, incl. station wagons and racing cars, ...",0,0,0,0,0,0,0,0,0,0,,323,397,48,72,187,197,95,0,0,0,,30569,25030,25465,21711,17592,15900,15444,17396,10108,14938
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",0,0,0,0,0,9,14,0,0,0,,276,611,370,509,621,685,2326,392,510,922,,471677,439674,462008,433974,462635,470919,489348,467697,424852,495559
410320,"Raw hides and skins of reptiles, fresh or salted, dried, limed, pickled or otherwise preserved ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11066,12815,14647,18482,10641,7104,6721,6198,3857,4635
410530,"Skins of sheep or lambs, in the dry state """"crust"""", without wool on, whether or not split ...""",0,0,0,0,0,0,0,0,0,0,,432,42,3479,2153,1210,1936,1205,144,36,0,,4153,4411,4099,3079,4348,3017,2322,1493,835,646
410622,"Hides and skins of goats or kids, in the dry state """"crust"""", without wool on, whether or ...""",0,0,0,0,0,0,0,0,0,0,,230,0,0,0,0,40,0,0,0,0,,4807,3982,3843,3294,3145,3220,2693,1941,1053,1036
420292,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",0,0,0,0,0,0,0,0,0,0,,0,40,0,172,694,678,180,0,454,1304,,2556361,2397053,2321639,2192741,2274906,2311414,2431693,2558207,2238627,2209764
430130,"Raw furskins of the following types of lamb: Astrakhan, Caracul, Persian, Broadtail and similar, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,8,0,0,0,0,0,0,0
430310,Articles of apparel and clothing accessories of furskin (excluding gloves made of leather and ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,2,0,0,0,0,0,,176829,159937,121090,88183,68276,69642,74271,50884,28940,28656
440110,"Fuel wood, in logs, billets, twigs, faggots or similar forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,12,0,2,0,0,0,0,,326,337,258,327,508,0,0,0,0,0
440210,"Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding used as ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,0,,4884,5734,5953,6217,6750,7225,7785,8673,7025,6610
440290,"Wood charcoal, whether or not agglomerated (excl. of bamboo or shell or nut, charcoal used ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,0,0,0,0,,125786,123835,127240,127652,120853,120167,124286,120042,102167,105159
440610,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,26,0,0,0,0,0,,10853,8716,7929,8573,8132,0,0,0,0,0
440612,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,7003,10379,8013,5233,5137
441194,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,0,0,0,0,0,0,0,,124,0,0,2,0,60,41,0,13,899,,611,631,1109,471,423,460,395,509,645,892
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",0,0,0,0,0,0,0,0,0,0,,0,140,0,1,58,31,60,162,13,107,,3523,3395,3638,3994,4712,4916,4361,4071,3993,5563
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",0,0,0,0,0,0,0,0,0,0,,0,0,28,41,118,117,333,131,109,120,,1032538,1153118,1135406,908594,781085,998652,1246854,994968,779558,995013
441520,"Pallets, box pallets and other load boards, of wood; pallet collars of wood (excluding containers ...",0,0,0,0,0,0,0,0,0,0,,6478,4894,1215,5306,2819,3939,4773,2533,1747,3737,,11707,8916,12412,10226,9307,6981,9006,11101,8268,8853
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",0,0,0,0,0,0,0,0,0,0,,0,0,88,200,442,172,127,48,28,5,,14714,15304,15769,15469,14710,14933,15790,14946,11974,13308
441820,"Doors and their frames and thresholds, of wood",0,0,0,0,0,0,0,0,0,0,,1019,1271,550,1394,977,912,1032,624,217,292,,195485,205560,185993,157490,164505,152270,156335,162667,136103,144655
441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),0,0,0,0,0,0,0,0,0,0,,273,58,89,81,438,866,216,0,0,0,,4226,3303,3734,3752,1828,1876,2729,2848,1667,1963
441875,"Flooring panels, multilayer, assembled, of wood other than bamboo (excl. for mosaic floors)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,18562,19509,18685,15242,18819
442110,Clothes hangers of wood,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,23,39,151,4,0,0,,13707,14354,15371,14114,14407,12266,13643,13058,10165,11310
450190,"Cork waste; crushed, powdered or ground cork",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,10,0,0,0,0,,2219,2586,3083,1876,2285,2209,2962,3717,2652,2544
470411,"Unbleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,119,125,0,0,0,0
470429,"Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,725,602,633,461,622,572,997,1260,901,945
470630,Pulps of fibrous cellulosic bamboo material,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,121,149,106,162,161,139,310,575,472,1040
470691,"Mechanical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,0,0,31,0,2,0,0,0,0,0,,145,70,37,71,79,11,9,10,7,8
480100,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,1693,390,1249,1191,1162,109,59,245,358,27,,42665,34663,32365,25489,13541,6084,2975,1095,1548,1217
480255,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,399,0,0,159,382,253,0,19,5,0,,33722,17549,14147,10971,9023,6632,6883,8729,10135,9696
480269,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,4204,2050,5555,4593,2460,18571,5684,4425,3630,7684,,1913,1542,1309,819,964,901,779,914,603,731
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",0,0,0,0,0,0,0,0,0,0,,21136,10172,6298,8165,11880,4459,7185,5940,2702,6200,,19073,24265,24215,25576,28991,38644,40211,49719,44182,47801
480421,"Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding goods of heading ...",0,0,0,0,0,0,0,0,0,0,,163,70,0,2,1,22,24,3098,2677,1201,,3271,2422,1583,1347,1513,1331,1190,948,1074,764
480550,"Felt paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,0,0,,0,273,420,27,609,30,208,26,1212,20223,,117,35,5,0,35,2,12,21,40,122
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,273,1851,684,211,891,,2219,1431,815,415,395,474,357,356,415,606
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,0,0,0,0,0,0,0,,6075,6767,5447,9546,559,196,164,4811,1661,61,,361388,218954,147937,82562,69693,37737,15151,105073,37663,31376
