Product code,Product label,"Singapore's imports from Taipei, Chinese-Value in 2012","Singapore's imports from Taipei, Chinese-Value in 2013","Singapore's imports from Taipei, Chinese-Value in 2014","Singapore's imports from Taipei, Chinese-Value in 2015","Singapore's imports from Taipei, Chinese-Value in 2016","Singapore's imports from Taipei, Chinese-Value in 2017","Singapore's imports from Taipei, Chinese-Value in 2018","Singapore's imports from Taipei, Chinese-Value in 2019","Singapore's imports from Taipei, Chinese-Value in 2020","Singapore's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
441233,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,2,0,59,65,,0,0,0,0,0,337,376,287,2396,915,,0,0,0,0,0,0,1149,2216,1001,3182
680291,"Marble, travertine and alabaster, in any form (excluding tiles, cubes and similar articles ...",92,446,46,81,44,59,149,116,29,65,,5534,5938,6506,7162,8336,8082,8366,7669,7450,8806,,15868,30607,31317,23508,24497,11602,24701,15955,8056,14610
950662,Inflatable balls,15,24,16,48,6,6,15,9,5,65,,1833,4335,4464,2785,1697,2964,1305,1659,1239,945,,5273,5763,6845,5957,6287,3860,3183,2519,1304,3626
90121,Roasted coffee (excluding decaffeinated),139,142,157,109,86,102,49,55,91,65,,2437,3157,2724,1509,1701,17627,6319,4208,7822,8997,,31197,32798,23637,22421,27071,30261,30530,31061,34689,37898
740819,"Wire of refined copper, with a maximum cross-sectional dimension of <= 6 mm",1273,468,229,139,632,82,79,13,54,65,,233308,213968,339466,271728,210818,239027,210278,130772,129966,201697,,77078,73368,65226,64846,59604,49436,54278,72485,54667,95619
820810,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for m ...",32,67,133,70,38,90,89,115,56,64,,12316,12283,16832,11467,11290,12005,14220,10892,11479,13052,,6738,8559,3851,2250,3004,4896,7412,6263,4629,9038
551521,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,52,5,0,0,0,64,,287,228,226,490,379,312,272,257,136,102,,114,381,199,125,114,34,485,598,414,284
400690,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...",35,32,18,0,6,559,712,366,52,64,,3075,2230,1566,1832,1714,1510,1818,2176,1979,1394,,3997,2605,1708,2041,2558,2486,3955,5788,4326,5126
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",123,168,163,192,460,208,124,151,165,64,,184,109,143,443,299,211,180,229,164,257,,16058,15245,14978,18466,17160,22869,25985,20400,34338,42207
411330,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,200,0,0,0,0,0,0,64,,8,0,198,111,15,53,40,13,11,28,,33739,16077,12370,8034,44874,9647,6334,4304,19604,28837
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",0,0,9,19,16,24,59,88,41,64,,3894,6943,8534,4091,3078,5986,11730,12075,13173,11626,,47648,75409,244831,374116,225092,236403,300458,214737,227165,185926
846022,"Centreless grinding machines for finishing metal, numerically controlled (other than gear finishing ...",0,0,0,0,0,0,103,0,160,64,,0,0,0,0,0,7574,15141,10947,6955,6269,,0,0,0,0,0,0,110,8,348,106
840690,"Parts of steam and other vapour turbines, n.e.s.",87,1,3,2,0,0,6,13,1,64,,2481,429,384,233,337,335,434,729,205,280,,138741,94204,120420,42044,30716,31645,35763,18532,23041,19461
960321,"Tooth brushes, incl. dental-plate brushes",76,270,288,210,197,245,176,296,120,64,,4619,7438,7629,8975,9627,10024,8557,8041,7869,8816,,10806,10751,11528,12852,14311,11760,13120,26065,11358,13979
160521,"Shrimps and prawns, prepared or preserved, not in airtight containers (excluding smoked)",57,63,37,73,101,121,83,55,134,64,,0,33,2199,3966,5843,7308,6508,4646,3430,4247,,33392,50617,49442,43721,45992,39732,35364,32527,24284,26222
590310,"Textile fabrics impregnated, coated, covered or laminated with poly""""vinyl chloride"""" (excluding ...""",154,44,69,55,75,42,37,32,37,63,,202537,183629,177954,169003,155870,156638,153627,129454,105505,131447,,5647,5106,5071,4586,4499,4115,4524,4528,3781,3513
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...""",2333,904,8,784,351,65,348,169,1,63,,18200,12843,15514,14282,11942,20164,21485,19074,19018,20528,,23563,6919,2336,1915,4403,3451,2749,2146,3588,2360
282735,Nickel chloride,126,273,111,84,88,88,151,145,70,63,,3227,3274,2861,3183,2800,5048,6771,6984,4577,6253,,262,390,330,200,238,277,388,342,287,401
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",29,36,33,29,34,35,40,43,30,63,,0,0,114,90,94,205,303,324,274,454,,4931,5442,6116,5910,6194,5803,5927,6101,7071,7009
701590,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, ...",32,10,35,11,44,3,11,14,13,63,,5865,4447,4351,3636,2713,3080,2109,1816,2039,2151,,1439,988,1598,1362,932,2429,1504,1329,514,584
903020,Oscilloscopes and oscillographs,215,134,161,58,19,53,107,6,49,63,,13695,12993,12479,10406,8832,9847,9431,8911,7834,8162,,14200,16575,15155,13192,15178,19535,21693,22174,18238,38321
392071,"Plates, sheets, film, foil and strip, of non-cellular regenerated cellulose, not reinforced, ...",100,43,123,250,70,255,55,65,54,63,,641,576,380,462,381,349,524,566,494,419,,4511,3584,1423,927,802,1450,4133,2283,832,1841
760820,Tubes and pipes of aluminium alloys (excluding hollow profiles),6,28,520,1171,2219,1526,878,486,302,63,,18681,26083,23500,22673,23296,29031,33135,30073,23866,31925,,6864,8476,9391,6394,6012,7833,15109,18551,12142,17350
390710,"Polyacetals, in primary forms",1886,11,14,9,1,160,4,58,27,63,,120131,133557,113410,101480,102731,115042,131022,117249,107429,143691,,60381,64200,25566,22686,17487,21651,25067,30681,22712,32273
320412,"Synthetic organic acid dyes, whether or not metallised, and synthetic organic mordant dyes; ...",4,40,13,52,115,35,120,276,23,62,,28840,35479,44359,55306,32915,39494,41492,40097,31006,41928,,22701,25343,30164,24395,24741,23736,25023,18042,18067,33962
30119,Live ornamental fish (excluding freshwater),393,232,7,4,10,28,43,35,43,62,,0,97,1230,1740,2561,2393,2525,2625,2133,2300,,5528,3528,2085,1304,1134,1514,1446,1418,695,833
810890,"Articles of titanium, n.e.s.",2261,3082,17598,40602,12522,11589,11089,39,86,62,,32805,31511,31300,27802,26296,28018,26933,35274,38035,47056,,17994,20033,42000,64417,40334,48703,83300,41182,32861,29896
680221,"Marble, travertine and alabaster articles thereof, simply cut or sawn, with a flat or even ...",196,549,89,33,17,62,27,38,162,62,,1412,1195,1286,1758,2879,2809,1164,1141,354,439,,19114,21459,25229,25465,17888,9529,10337,11471,6869,10127
850433,Transformers having a power handling capacity > 16 kVA but <= 500 kVA (excluding liquid dielectric ...,111,68,168,40,347,635,536,1175,28,62,,4747,3872,6587,5465,5035,5743,7423,6361,6052,7865,,16189,29623,17767,12621,13279,13573,9272,12044,11399,14219
711719,"Imitation jewellery, of base metal, whether or not plated with precious metal (excluding cuff ...",380,380,240,101,200,114,57,79,59,62,,6629,6941,6879,7783,13729,22566,20124,18357,9782,5315,,90020,169043,166677,136918,145250,129776,179396,188400,89527,101239
960110,"Worked ivory and articles of ivory, n.e.s.",0,0,0,0,0,0,0,0,0,62,,0,0,0,0,0,0,0,0,0,0,,260,1286,2838,1674,7107,723,239,217,72,272
900659,Cameras for roll film of a width other than 35 mm or for film in the flat (excl. instant print ...,1339,1318,646,243,508,975,78,35,136,62,,1923,2329,2592,1664,1206,1912,2754,5242,2638,2396,,14972,25999,19002,12660,7430,8563,5764,6092,4692,5772
902910,"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ...",133,305,29,34,64,60,41,32,18,62,,8653,8217,15100,7808,5437,4521,5784,4312,4360,3884,,4991,5835,7076,11153,14111,6068,7729,7526,2893,3837
843860,"Machinery for the industrial preparation of fruits, nuts or vegetables (excluding cooking and ...",160,162,28,137,134,159,86,86,98,61,,2316,1628,3379,4841,5674,5494,6882,9118,8388,9541,,1846,1123,2709,2605,2804,4585,2075,2983,1544,1667
842091,Cylinders for calendering or other rolling machines (other than for metals or glass),881,358,343,545,1659,3142,103,132,67,61,,5970,5497,5138,9810,8303,7713,7086,6808,4382,6698,,13322,15075,12914,14592,15187,13802,7540,4855,5722,2090
420330,"Belts and bandoliers, of leather or composition leather",1056,1262,666,686,809,477,210,285,54,61,,16594,16757,18001,18146,16169,16871,17681,41905,36509,61720,,34549,31370,43969,44443,44135,69368,64973,65845,40865,41732
320649,"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring ...",129,370,325,130,41,50,86,57,66,61,,39371,38038,33451,35394,41061,43288,46129,42493,37589,51593,,17835,17845,18546,20053,18466,16370,16624,11874,11800,19617
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",77,0,0,0,22,0,0,0,0,61,,2181,1874,2494,2540,3693,4602,4336,3768,5044,3645,,6647,9300,10556,9705,10569,11110,12511,12653,14721,13809
730240,"Fish-plates and sole plates of iron or steel, for railways or tramways",401,324,83,0,0,1,0,0,24,61,,6,187,21,53,12,6,7,3,88,1,,1303,7364,1685,5622,2688,2618,2984,1301,1574,1981
621600,"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ...",132,116,190,89,59,68,43,59,51,60,,3388,2902,3568,3218,7830,6371,5641,6062,4121,3961,,7788,8411,5897,5883,6834,5381,6104,4843,3176,3982
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",83,19,25,15,29,0,1054,8,28,60,,5015,6690,5505,5865,5652,5339,8086,3233,2954,3402,,1715,3188,9484,3806,1645,788,1793,3270,822,468
80810,Fresh apples,40,17,51,5,34,0,27,111,187,60,,0,0,0,60,1,57,86,50,429,188,,66180,74083,77876,73293,68537,61415,61014,65151,65577,58040
846620,Work holders for machine tools,93,92,153,84,112,165,158,243,187,60,,60440,52910,61906,60569,62002,89172,90967,68515,71589,96255,,39739,12961,9455,9934,10158,12449,18770,13461,14796,18240
950730,Fishing reels,124,91,181,239,241,156,61,89,32,60,,3634,3431,3371,3909,4030,3723,4225,4187,2630,3673,,72280,60809,67437,46781,45121,62479,52033,55363,52624,64231
820110,"Spades and shovels, with working parts of base metal",0,2,0,1,1,1,2,0,3,60,,3632,4424,4642,3901,3752,4373,4122,4956,4501,6447,,658,373,353,493,305,256,323,371,229,362
851981,"Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media ...",615,283,208,181,45,24,41,64,139,60,,1677,801,684,1597,2281,2014,2501,2418,1533,3033,,31814,31615,30355,17970,33065,34826,22039,22407,20483,28386
846820,"Gas-operated machinery and apparatus for soldering, brazing, welding or surface tempering (excluding ...",258,262,172,244,208,158,49,150,101,59,,641,790,452,489,430,480,339,1147,519,690,,3284,3150,2841,1694,3340,2573,1277,2071,1969,1448
871500,"Baby carriages and parts thereof, n.e.s.",180,158,165,330,203,388,135,129,98,59,,27877,31454,33795,31793,27914,26595,21456,17200,15875,15226,,9997,13768,13428,10638,9348,9865,10145,8925,5107,6052
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",0,0,45,35,33,50,27,34,49,59,,2021,2234,3330,3296,3287,4479,3745,3915,3623,3990,,151,108,186,305,92,186,85,215,807,529
721640,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",98,184,264,346,94,100,816,46,45,59,,65,437,3,25,30,41,193,2,2,13,,51481,50290,16785,5955,4107,6715,7159,4571,8631,4385
845611,"Machine tools for working any material by removal of material, operated by laser (excl. soldering ...",0,0,0,0,0,0,368,391,190,59,,0,0,0,0,0,68067,65008,138925,96003,68758,,0,0,0,0,0,0,12630,28830,25082,26604
960990,"Pencils, pastels, drawing charcoals, writing or drawing chalks and tailors' chalks",106,78,45,78,12,72,53,48,24,59,,3379,3554,3493,3577,3657,3439,3072,3342,2709,3169,,2181,2853,2332,3790,2614,5768,2910,2057,1268,1685
961000,"Slates and boards, with writing or drawing surfaces, whether or not framed",4,3,21,23,24,11,5,22,45,58,,1777,2044,2312,3664,4553,4794,4934,4566,3342,5402,,1191,1254,1912,1682,1662,1754,1745,1859,1321,1909
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",32,50,42,18,14,36,9,14,46,58,,847,660,836,945,626,1140,983,2172,1760,1346,,31499,39751,35553,37117,30010,34207,43620,40935,28255,41827
721669,"Angles, shapes and sections, of iron or non-alloy steel, not further worked than cold-formed ...",0,0,0,0,0,55,155,13,97,58,,478,545,630,852,500,845,681,603,294,674,,4451,3126,3355,2793,2111,1687,1167,789,675,594
691310,"Statuettes and other ornamental articles of porcelain or china, n.e.s.",47,57,107,56,153,92,93,133,118,58,,643,802,1203,1938,972,460,387,1516,413,500,,4483,4551,3732,3548,3467,2627,4870,3471,2329,4545
841690,"Parts of furnace burners such as mechanical stokers, incl. their mechanical grates, mechanical ...",427,234,16,44,22,27,13,8,3,58,,5002,5386,5486,4881,4648,4274,3766,3187,3173,5164,,14662,32743,24734,15991,18382,19882,14061,10905,8486,14394
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,128,188,96,34,75,3,13,0,0,57,,14588,14326,16366,17790,20885,23060,23707,21957,20256,27017,,15175,10361,11865,6101,7289,4254,3857,2177,3084,5251
382440,"Prepared additives for cements, mortars or concretes",59,424,824,935,718,165,1,22,39,57,,7655,7322,7004,6139,4766,5003,5179,5358,3694,3763,,49802,50681,50356,38678,27915,26641,25951,28819,17697,25846
121221,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human ...",155,188,161,253,332,51,88,30,40,57,,0,309,5155,4334,5132,2941,3768,1957,1135,823,,4901,4247,4478,5614,6920,5796,7208,7292,7341,5151
420310,"Articles of apparel, of leather or composition leather (excluding clothing accessories, footware ...",12,1,3,1,3,6,16,14,36,57,,1645,1833,1574,999,1752,3313,1425,1269,1685,835,,12438,8641,12089,16784,12734,12154,12586,16138,10723,15184
901410,Direction finding compasses,100,108,32,113,241,124,27,27,76,57,,1841,2180,2216,3697,2953,1826,1380,1553,1418,2195,,6577,7717,7560,7031,4667,9482,5231,4513,7793,8587
901720,"Drawing, marking-out and mathematical calculating instruments (excluding drafting tables and ...",36,43,110,73,544,312,658,29,31,57,,3507,2145,2705,2752,2654,2586,2981,2843,2051,2880,,2353,2937,2109,3247,4472,2271,2463,1135,987,1548
853540,"Lightning arresters, voltage limiters and surge suppressors, for a voltage > 1.000 V",21,0,14,4,54,3,72,88,55,56,,1746,1059,1762,1599,2013,990,1495,2097,3145,2672,,2144,1443,4475,13054,12731,10032,14236,10250,11980,7788
851631,Electric hairdryers,24,15,15,18,7,5,8,11,4,56,,167,134,106,112,179,317,100,482,76,81,,6264,6542,6391,5565,8070,20097,17815,13101,13236,45937
481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment ...",55,47,47,39,134,374,369,361,87,56,,7348,5443,4964,5128,3566,4007,4764,4528,3200,3038,,11930,10153,14268,15266,9882,7999,10792,12710,6653,7076
400912,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",86,39,18,21,9,212,24,36,45,56,,574,563,634,704,742,601,916,1737,2101,2742,,4919,4474,5927,7351,2501,2813,2444,3422,2491,2005
370130,"Photographic plates and film in the flat, sensitised, unexposed, with any side > 255 mm",341,520,335,201,364,216,259,263,38,56,,11256,8760,11416,22650,24279,26085,25105,24770,18542,24626,,28503,25405,20298,18586,19311,18002,14609,11480,10780,12970
291734,"Esters of orthophthalic acid (excluding dioctyl, dinonyl or didecyl orthophthalates)",2401,842,528,371,588,239,21,70,21,56,,11955,13753,14569,8722,5476,8601,9801,9026,8619,10560,,5797,3869,4205,3755,3737,2290,2140,2707,2930,3494
730630,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel ...",245,2,12,562,222,46,2,60,7,56,,44423,35523,44173,36998,38909,51895,69559,46005,34653,56177,,45145,61406,44540,41729,34976,32812,36279,36680,22710,41977
392630,"Fittings for furniture, coachwork and the like, of plastics (excluding building components ...",267,182,145,129,103,145,44,21,15,56,,38186,37693,31703,26405,24234,25307,23324,22616,24081,29237,,16809,10257,7612,6763,5672,6599,6217,6020,9159,10717
848049,"Moulds for metal or metal carbides (excluding moulds of graphite or other carbons, ceramic ...",492,302,285,199,121,44,218,54,69,55,,98514,84443,87090,72420,76075,82217,88616,87099,74169,73155,,18698,48265,26731,8795,8128,9139,10164,8014,6618,8976
851580,"Electric machines and apparatus for laser or other light or photon beam, ultrasonic, electron ...",52,260,762,109,25,97,14,8,1,55,,39520,37462,33971,26606,23247,27163,26706,28670,36646,29207,,12094,13922,15356,15025,18993,14503,17254,18244,10672,15739
392220,"Lavatory seats and covers, of plastics",92,79,56,67,42,52,50,50,52,55,,3826,3894,4981,6364,3300,1130,1425,1516,2185,2382,,1484,1748,2179,1715,1336,2296,2888,2145,1317,1910
843031,Self-propelled coal or rock cutters and tunnelling machinery (excluding hydraulically operated ...,2,0,0,0,9,60,0,55,49,55,,2,1327,0,73,1271,46,0,0,0,1038,,47328,82402,49435,53644,16507,6319,4902,3845,319,3835
292990,Compounds with nitrogen function (excluding amine-function compounds; oxygen-function amino-compounds; ...,0,81,292,171,81,142,79,34,53,55,,638,651,1312,4950,9920,12808,8328,12289,12641,18623,,176,680,466,236,242,1075,693,701,817,3106
901180,"Optical microscopes (excluding for photomicrography, cinephotomicrography or microprojection, ...",721,158,213,239,473,1523,22,154,28,55,,14472,12051,12295,12818,13334,15700,15705,12554,11362,12844,,21394,15386,15567,15590,17791,21345,17362,15598,15233,19997
853090,"Parts of electrical signalling, safety or traffic control equipment, n.e.s.",69,41,74,141,284,554,236,111,172,55,,18573,13163,8796,7491,6475,4604,5918,7120,8530,13312,,12896,17678,19190,16879,18703,17631,9775,18480,9436,11190
843699,"Parts of agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",69,141,204,7,77,12,16,71,43,55,,30524,31161,31598,28007,28863,35272,37853,37691,34118,40959,,10299,8663,7613,7294,5879,7087,6907,6992,5122,6268
721310,"Bars and rods, hot-rolled, in irregularly wound coils of iron or non-alloy steel, with indentations, ...",0,0,0,0,0,11,20,0,0,55,,159,139,312,10463,19131,4308,9076,275,240,103003,,303108,239970,147000,143963,41283,46560,57099,76860,53332,456113
690990,"Ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, ...",149,564,403,52,46,83,427,80,206,54,,1143,564,484,1132,1420,1871,1560,1553,1488,1654,,1814,1615,1905,2020,1532,1201,1994,2132,3450,2760
846120,"Shaping or slotting machines, for working metals, metal carbides or cermets",313,1,11,707,29,9,33,21,29,54,,1741,1368,1834,1650,1302,1868,1290,1401,1149,1433,,535,210,203,1458,76,233,217,355,753,237
