Product code,Product label,"Taipei, Chinese's imports from Russian Federation-Value in 2012","Taipei, Chinese's imports from Russian Federation-Value in 2013","Taipei, Chinese's imports from Russian Federation-Value in 2014","Taipei, Chinese's imports from Russian Federation-Value in 2015","Taipei, Chinese's imports from Russian Federation-Value in 2016","Taipei, Chinese's imports from Russian Federation-Value in 2017","Taipei, Chinese's imports from Russian Federation-Value in 2018","Taipei, Chinese's imports from Russian Federation-Value in 2019","Taipei, Chinese's imports from Russian Federation-Value in 2020","Taipei, Chinese's imports from Russian Federation-Value in 2021",Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
290347,Perhalogenated derivatives of acyclic hydrocarbons with two or more different halogens (excluding ...,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0
290369,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene ...""",1,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6122,5536,0,0,0,0,0,0,0,0
290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,,0,0,1,1,2,2,1,3,2,2
290511,"Methanol """"methyl alcohol""""""""",0,0,0,0,0,0,0,0,0,0,,421586,495075,563861,330499,251213,454549,601813,517511,378517,633207,,430983,509025,549434,378228,291656,448499,581389,357457,296713,591825
290517,"Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,2,3,3,7,0,8,72,,23751,15450,18487,16164,13797,16517,17946,12389,11559,20670
290529,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),0,0,0,0,0,0,0,0,0,0,,1,2,0,0,1,0,0,0,4,0,,23400,91784,92409,28773,35326,55225,85255,37839,44734,81087
290532,"Propylene glycol """"propane-1,2-diol""""""""",0,0,0,0,0,0,0,0,0,0,,610,1073,1211,671,547,1260,1549,796,1196,3374,,27834,27614,34064,29164,24862,32265,35183,27878,22940,38789
290611,Menthol,0,0,0,0,0,0,0,0,0,0,,30,63,30,7,5,14,28,13,46,160,,12478,10376,7369,4467,5776,7715,9662,11878,9094,6993
290621,Benzyl alcohol,0,0,0,0,0,0,0,0,0,0,,39,28,43,33,36,51,49,41,59,89,,5480,5089,5813,4855,3923,4312,6394,3482,4117,4510
290711,"Phenol """"hydroxybenzene"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,14035,30713,13190,1867,5475,8299,14511,16759,24644,49919,,14336,36334,95461,76660,98518,169511,264305,162914,70235,235993
290721,Resorcinol and its salts,0,0,0,0,0,0,0,0,0,0,,2,86,13,5,13,188,205,13,35,69,,1598,2115,1673,1618,1364,1913,2393,2333,1882,1885
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",0,0,0,0,0,0,0,0,0,0,,27,22,19,32,40,33,35,17,38,45,,13225,17030,12828,12958,13389,12755,12699,9491,10875,8727
290819,"Derivatives containing only halogen substituents and their salts, of phenols or phenol-alcohols ...",0,0,0,0,0,0,0,0,0,0,,561,1334,3574,5465,8676,2917,49,24,30,84,,92364,78144,86848,86513,104754,108305,106617,92629,84598,130446
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or ...",0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,3,0,1,3,,230,99,1212,1294,1027,620,505,342,532,906
291020,"Methyloxirane """"propylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,145,0,0,0,0,0,0,0,0,33,,155738,142586,148418,116363,96442,119948,123467,109627,107696,234331
291040,"Dieldrin """"ISO"""" """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
291229,"Cyclic aldehydes, without other oxygen function (excluding benzaldehyde)",0,0,0,0,0,0,0,0,0,0,,2,2,6,2,1,6,4,13,4,2,,545,3053,2220,1126,615,1042,2200,1168,235,117
291250,Cyclic polymers of aldehydes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,3,1,1,2,,1,11,14,15,37,156,68,23,19,18
291450,Ketone-phenols and ketones with other oxygen function,0,0,0,0,0,0,0,0,0,0,,14,23,22,6,17,36,31,65,23,36,,14507,13020,11010,7258,7375,5752,5694,5952,6331,7018
291469,Quinones (excluding anthraquinone),0,0,0,0,0,0,0,0,0,0,,2,2,4,2,22,775,874,1685,988,154,,5248,1668,3684,2061,3390,3420,2663,2307,6436,3602
110430,"Germ of cereals, whole, rolled, flaked or ground",0,0,0,0,0,0,0,9,0,0,,10344,9127,8606,9095,9286,10116,5931,11244,11447,19970,,24,18,36,25,14,11,14,31,33,17
120300,Copra,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,96,83,88,161,201,158,204,148,247,268
10129,Live horses (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,166,203,154,357,331,268,375,860,1338,2588,,0,53,670,583,455,378,435,268,221,225
10229,Live cattle (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,1507,2590,5563,3672,2042,2971,5206,10163,6328,5848,,0,0,0,0,0,0,4,0,0,0
10513,"Live domestic ducks, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,3,0,10,0,1,0,7,2,3,11,,0,0,36,74,21,0,105,93,45,0
280620,Chlorosulphuric acid,0,0,0,0,0,0,0,0,0,0,,0,15,0,0,0,0,0,0,0,0,,0,1,1,0,0,1,0,13,260,367
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",0,0,0,0,0,0,0,0,0,0,,70,620,614,329,211,192,110,137,163,135,,67606,66175,68528,60673,56795,77755,95913,88262,79714,109129
281210,Chlorides and chloride oxides,0,0,0,0,0,0,0,0,0,0,,2700,2619,3670,6999,4205,0,0,0,0,0,,30641,30446,34162,34267,31843,637,0,0,0,0
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5614,3997,3709,4157,3154,,0,0,0,0,0,12656,17516,16755,22282,24828
281420,Ammonia in aqueous solution,0,0,0,0,0,0,0,0,0,0,,1256,1040,647,415,367,399,713,879,1078,1489,,2236,1652,385,288,179,309,701,309,331,419
281990,Chromium oxides and hydroxides (excluding chromium trioxide),114,0,0,0,0,145,263,0,0,0,,11798,9534,9052,12794,13443,18391,14502,21686,14003,23405,,5729,5772,4353,4214,3754,3661,3734,3230,2314,3637
200290,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding whole or ...",0,0,0,0,0,0,0,0,0,0,,1203,1351,2451,3446,4489,5004,7503,8356,10789,10334,,5528,7373,6544,6271,8507,7057,7329,7181,6359,7428
200310,"Mushrooms of the genus """"Agaricus"""", prepared or preserved otherwise than by vinegar or acetic ...""",0,0,0,0,0,0,0,0,0,0,,151,168,149,248,418,562,570,634,761,868,,982,1003,1261,1382,1587,1840,2565,2575,2064,2418
200510,"Homogenised vegetables put up for retail sale as infant food or for dietetic purposes, in containers ...",0,0,0,0,0,0,0,0,0,0,,846,1556,2302,1970,2258,1974,2042,2591,2912,2414,,107,120,81,112,109,60,56,31,21,26
200570,"Olives, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,324,563,1075,981,1085,1578,1642,2735,3650,4500,,623,694,770,742,969,1109,894,993,916,922
200599,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...""",0,0,0,0,0,0,0,0,0,0,,1273,1651,1158,1197,2415,3679,3444,4488,6009,7197,,7518,8341,11021,10907,12958,14862,15754,15108,16070,18028
200840,"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter ...",0,0,0,0,0,0,0,0,0,0,,29,30,42,15,20,37,23,36,53,54,,178,265,147,194,138,114,186,181,98,171
200931,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,2,17,15,3,1,11,29,34,48,113,,610,510,784,674,798,1427,753,1223,928,971
210112,"Preparations with a basis of extracts, essences or concentrates of coffee or with a basis of ...",0,0,0,0,0,0,0,0,0,0,,18508,11961,18784,12224,16405,16805,20122,19274,26484,28602,,25539,25870,21727,21135,24121,44843,20731,20134,23582,25153
220190,"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice ...",0,0,5,0,0,0,0,4,0,0,,2552,4066,5055,5197,4940,8389,9635,10102,11360,10781,,836,1160,918,1714,985,654,1150,6930,6842,8312
20130,"Fresh or chilled bovine meat, boneless",0,0,0,0,0,0,0,0,0,0,,0,486,347,149,1393,1538,1559,2599,11246,20789,,111964,169739,205758,238943,259616,310304,386120,372248,423205,533228
20322,"Frozen hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,105,85,470,342,2631,5489,1546,2304,11457,15096,,491,382,387,505,1166,1259,738,1152,647,1754
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,9,14,0,0,0,0,9,1,1,2,,1457,1727,2007,2073,2125,2786,2917,2930,3340,4742
20443,Frozen boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,37,127,231,66,255,150,162,185,134,17,,28368,19783,33795,32964,28807,27871,46355,36193,41663,41412
20649,"Edible offal of swine, frozen (excluding livers)",0,0,0,0,0,0,0,0,0,0,,3357,10029,17062,16103,39067,61816,58616,34151,59578,56428,,40806,29795,43465,34671,18717,32512,32427,29578,13764,25528
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,101,825,497,3696,16373,29960,27141,22038,18409,16894,,0,0,0,5,0,0,0,0,0,0
20745,Frozen cuts and edible offal of domestic ducks,0,0,0,0,0,0,0,0,0,0,,1,23,330,293,835,901,974,162,107,943,,0,124,1463,1145,1315,1023,1324,1266,1058,1672
20755,Frozen cuts and edible offal of domestic geese,0,0,0,0,0,0,0,0,0,0,,18,3,1,0,1,0,4,0,0,0,,0,7,126,268,95,0,121,254,73,0
20760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,40,37,4,5,0,,0,0,1,3,0,0,0,0,0,0
20850,"Fresh, chilled or frozen meat and edible offal of reptiles """"e.g. snakes, turtles, crocodiles""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3,30,32,40,14,5,22,26,45,43
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,20425,213,51,74,129,345,314,41,326,397,,386,346,565,569,388,279,455,329,204,537
30211,"Fresh or chilled trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,28,45,8,0,3,88,124,69,1340,2840,,951,1629,1170,3354,6534,1933,3455,4412,2714,4065
30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,149,222,78,106,809,445,565,539,180,101,,0,3,274,458,334,575,600,691,798,869
30222,"Fresh or chilled plaice """"Pleuronectes platessa""""""""",3,6,1,0,0,0,0,0,0,0,,22,22,9,9,284,60,12,13,28,75,,106,100,121,156,258,291,262,231,155,159
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,1,21,24,7,2,1,1,1,1,2,,0,1,44,33,33,37,69,78,58,77
30247,"Fresh or chilled swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0
30249,"Fresh or chilled Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus spp."""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,8,0,19,25,20,,0,0,0,0,0,3848,8488,8047,6147,6110
30261,"Fresh or chilled sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,2,0,0,0,0,0,0,0,0
30270,Fresh or chilled fish livers and roes,2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2418,1090,54,0,0,0,0,0,0,0
30272,"Fresh or chilled catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,4,0,0,1,,0,0,0,0,0,0,0,0,0,0
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,68,79,28,139,105,105,98,164,292,,0,0,12,9,5,33,34,35,7,3
30289,"Fresh or chilled fish, n.e.s.",0,0,1,0,0,0,0,0,0,0,,406,430,675,561,445,495,449,359,527,643,,0,3163,29852,29316,28952,33551,30329,28991,27537,27482
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,133,134,1792,1575,3804,1619,5100,6940,1951,3266,,0,2149,34895,30419,17221,27781,32352,26149,39885,33582
30319,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",0,30,0,0,0,0,0,0,0,0,,2102,2673,2592,1912,1990,892,688,780,1203,1050,,1957,6339,496,55,58,5,23,1,19,1
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0,0,0,0,0,0,0,0,0,0,,2462,6924,3950,4002,1986,1727,1277,1318,855,911,,861,67,55,135,56,92,42,211,160,108
30346,"Frozen Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30361,Frozen swordfish (Xiphias gladius),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,53,35,0,0,0,0,0,0,0,0
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,80,0,0,0,0,0,0,,135791,171888,203068,192022,284137,389248,432457,426278,415010,500767,,0,247,220,145,211,2,239,2,2,0
30375,Frozen dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1429,1531,6,0,0,0,0,0,0,0
30419,"Fresh or chilled fillets and other fish meat whether or not minced"""" (excluding swordfish ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1903,2337,4,0,0,0,0,0,0,0
30421,Frozen fillets of swordfish (Xiphias gladius),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,113,6,5,1,21,71,1,57,41,71,,0,115,0,7,0,36,0,150,220,11
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,6,3,128,253,120,1457,228,299,1360,1646,,0,0,79,188,0,0,26,1,0,0
30499,Frozen fish meat n.e.s. (excluding fillets),0,0,51,59,31,40,15,36,9,0,,2011,1034,117,113,345,249,598,425,568,632,,65765,55766,57591,60872,56848,54744,70228,68882,70134,81234
30543,"Smoked trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,2,8,22,27,61,127,296,272,185,383,,0,1,2,17,14,10,13,9,12,13
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,0,,6283,4077,6014,4003,5098,4031,292,0,221,7437,,0,0,7,1,3,0,0,2,0,0
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",0,0,0,0,0,0,0,0,0,0,,0,0,336,2741,526,0,0,0,0,0,,0,0,0,6,17,0,0,0,0,0
30631,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,10810,13131,13219,14799,23171
30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,18,0,0,0,,0,0,0,0,0,187,207,236,204,230
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",0,0,0,0,0,0,0,0,0,0,,0,4,1,1,8,75,130,63,42,65,,26,18,58,117,68,27,34,41,19,22
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",147,59,0,0,0,0,0,0,0,0,,1165,1221,1251,1398,1304,1285,3124,2026,1679,2742,,13243,15787,1161,2106,2164,2646,2485,2737,2354,1803
40510,Butter (excluding dehydrated butter and ghee),0,0,0,0,0,0,0,0,0,0,,12007,8807,10619,8518,9314,8880,8356,6262,12482,12911,,51308,56524,70347,67284,66058,95843,102829,95743,79851,95452
40811,"Dried egg yolks, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,41,288,524,711,829,1414,2403,2577,1767,2737,,1474,1100,1425,1435,1350,1456,1540,1831,1396,1853
50710,"Ivory, unworked or simply prepared, its powder and waste (excluding cut to shape)",0,0,0,0,0,12,0,0,0,0,,0,0,14,0,0,0,0,0,176,0,,3,0,29,16,27,12,13,0,0,0
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",0,0,0,0,0,0,0,0,0,0,,0,20,43,20,5,3,1,0,0,1,,0,0,0,0,0,0,1,6,70,0
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...",0,0,0,0,0,0,0,0,0,0,,0,1,8,1,0,8,2,1,28,59,,117,114,109,176,413,430,516,536,596,605
70320,"Garlic, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,59,115,175,446,490,1016,557,420,901,658,,2648,4834,5541,3190,34942,39841,11068,25917,29514,40971
70940,Fresh or chilled celery (excluding celeriac),0,0,0,0,0,0,0,0,0,0,,1,3,2,5,8,20,21,46,51,46,,2950,2603,2637,2453,4634,3643,3739,3400,4091,4906
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",0,0,0,3,1,0,1,0,1,0,,7,6,4,49,32,318,120,788,3219,5793,,88,118,367,546,861,607,37,123,187,95
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,0,0,0,0,0,0,0,0,0,0,,22,36,24,982,898,1427,1364,1622,2060,1812,,2317,1536,1073,1854,2304,1630,1517,1805,868,1273
70990,"Fresh or chilled vegetables (excluding potatoes, tomatoes, vegetables of the Allium spp., cabbages ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3906,4267,116,0,0,0,0,0,0,0
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,16,28,38,44,70,76,61,142,103,226,,1375,1254,1132,2494,5177,4436,3767,2824,4006,3763
71350,"Dried, shelled broad beans """"Vicia faba var. major"""" and horse beans """"Vicia faba var. equina ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,917,715,189,0,108,0,479,,1296,1664,1705,1639,3113,2463,1863,1898,2210,1585
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",0,0,0,0,0,0,0,0,0,0,,7,861,0,32,11,163,274,1649,1494,315,,576,513,373,277,301,293,268,577,242,459
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...""",0,0,0,0,0,0,0,0,0,0,,216,198,53,62,1,5,12,27,72,56,,12819,14619,2928,2631,2653,2179,3445,1899,2360,3167
80260,"Macadamia nuts, fresh or dried, whether or not shelled or peeled",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8351,5182,0,0,0,0,0,0,0,0
80300,"Bananas, incl. plantains, fresh or dried",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5,26,0,0,0,0,0,0,0,0
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,478,1021,851,397,325,,0,0,0,0,0,0,3,0,0,104
81010,Fresh strawberries,0,0,0,0,0,0,0,0,0,0,,40,16,6,30,25,96,175,277,443,626,,2203,3028,3040,3774,5731,8169,7645,6553,6444,10487
81050,Fresh kiwifruit,0,0,0,0,0,0,0,0,0,0,,128,215,177,226,266,503,387,469,565,676,,71661,61854,86407,119803,133130,123828,117778,110529,103407,116224
90520,"Vanilla, crushed or ground",0,0,0,0,0,0,0,0,0,0,,6,9,16,34,62,21,31,49,36,17,,0,14,222,47,125,80,13,105,150,147
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,128,160,208,175,162,235,176,217,406,355,,0,13,535,452,537,397,582,585,568,588
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",0,0,0,0,0,0,0,0,0,0,,30,42,20,22,27,32,45,34,28,20,,0,2,34,24,15,15,18,17,5,12
90940,Caraway seeds,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8,12,0,0,0,0,0,0,0,0
90950,Seeds of fennel; juniper berries,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,182,315,0,0,0,0,0,0,0,0
91011,"Ginger, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,6,8,12,35,66,116,106,111,512,159,,0,30,753,498,866,1189,1629,1403,985,1326
91030,"Turmeric """"curcuma""""""""",0,0,0,0,0,0,0,0,0,0,,65,89,94,83,112,166,191,275,370,326,,719,683,681,797,1192,857,895,823,949,769
100110,Durum wheat,0,187,0,0,0,0,0,0,0,0,,,,,,,,,,,,,450303,405625,0,0,0,0,0,0,0,0
100300,Barley,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,18122,14903,0,0,0,0,0,0,0,0
100821,Millet seed for sowing (excluding grain sorghum),0,0,0,0,0,0,0,0,0,0,,0,0,25,0,1,1,27,11,40,3,,0,0,28,222,656,173,296,385,633,454
100860,Triticale,0,0,0,0,0,0,0,0,0,0,,162,3,531,17,6,608,1354,593,120,513,,0,0,98,133,0,0,0,0,0,0
100890,"Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",0,0,0,0,0,0,0,0,0,0,,11,216,360,376,111,372,199,89,202,142,,1554,2050,631,708,903,400,295,358,481,946
854460,"Electric conductors, for a voltage > 1.000 V, insulated, n.e.s.",0,0,0,0,0,0,0,0,0,0,,139933,158073,149709,137888,91852,104547,125464,138572,112221,158170,,16075,57491,32426,54454,35540,6974,12846,20868,79416,221923
860721,"Air brakes and parts thereof for railway or tramway locomotives or rolling stock, n.e.s.",0,0,0,0,0,0,0,0,0,0,,89677,48337,19590,5469,7692,15620,20814,26590,12484,11841,,1482,7910,8561,415,2705,701,861,9073,4367,4031
860900,"Containers, incl. containers for the transport of fluids, specially designed and equipped for ...",0,0,0,0,0,0,0,0,0,0,,14400,13556,9383,10782,63650,5313,8342,7453,6777,19316,,8766,12044,6388,10106,20047,13193,11359,16829,14685,35349
870120,Road tractors for semi-trailers,0,0,0,0,0,0,0,0,0,0,,64034,54380,53399,101792,27383,40536,26041,46161,42653,64298,,4071,4934,4489,3228,3545,3027,25349,38665,30036,51437
870230,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both spark-ignition internal ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,90,731,574,279,486,,0,0,0,0,0,0,0,0,0,0
870390,"Motor cars and other vehicles principally designed for the transport of persons, incl. station ...""",0,0,0,0,0,0,0,0,0,0,,773,10508,28795,26402,7994,2424,5903,5016,6760,4475,,6732,6352,8523,6562,2463,4884,1773,3246,9131,3891
870520,Mobile drilling derricks,0,0,0,0,0,0,0,0,0,0,,13325,14231,9524,5350,3771,2652,6611,11350,5720,14869,,0,0,0,0,0,0,0,0,0,0
870821,Safety seat belts for motor vehicles,0,0,0,0,0,0,0,0,0,0,,264,598,683,315,270,218,328,294,396,562,,4125,5686,7591,7771,7539,7371,8005,10823,11515,12865
870850,"Drive-axles with differential, whether or not provided with other transmission components, ...",0,0,0,0,0,0,0,0,0,0,,41587,48041,36644,23140,22430,31473,31206,35038,34928,45955,,153958,133086,129242,120287,110568,105934,135250,145705,135282,152879
871130,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,0,0,0,,9,25,60,80,76,56,164,371,652,553,,1777,3925,8262,13364,15622,23449,23840,22471,30057,49808
871310,"Carriages for disabled persons, not mechanically propelled",0,0,0,0,0,0,0,0,0,0,,72,118,96,614,820,2235,2402,2323,2574,1938,,7326,8067,8229,9100,8701,12864,10209,10141,10413,10642
871491,"Frames and forks, and parts thereof, for cycles, n.e.s. (excluding for motorcycles)",0,7,0,0,0,1,0,0,0,0,,248,284,375,456,274,81,277,68,111,152,,404090,400094,392409,433375,335189,334287,368237,370572,326606,464267
