Product code,Product label,Viet Nam's imports from Singapore-Value in 2012,Viet Nam's imports from Singapore-Value in 2013,Viet Nam's imports from Singapore-Value in 2014,Viet Nam's imports from Singapore-Value in 2015,Viet Nam's imports from Singapore-Value in 2016,Viet Nam's imports from Singapore-Value in 2017,Viet Nam's imports from Singapore-Value in 2018,Viet Nam's imports from Singapore-Value in 2019,Viet Nam's imports from Singapore-Value in 2020,Viet Nam's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
841829,"Household refrigerators, absorption-type",30,30,36,7,7,0,0,0,0,,,19458,463975,211358,18103,29876,20886,9543,10426,5681,1491,,1119,1051,2050,1252,916,710,581,312,290,2444
841830,"Freezers of the chest type, of a capacity <= 800 l",13,28,16,0,4,0,0,0,0,,,3157,2906,2916,2578,2206,2934,2127,2033,2094,1938,,16220,18475,15075,16601,13597,14510,10994,11333,7605,9520
841850,"Furniture """"chests, cabinets, display counters, show-cases and the like"""" for storage and ...""",549,226,150,92,98,15,8,0,4,,,8741,6003,6291,6156,8456,8681,4813,4683,5176,4213,,25591,41498,41509,48578,61195,56665,56111,62007,43230,55046
841911,Instantaneous gas water heaters (excluding boilers or water heaters for central heating),4,0,0,0,0,0,0,0,0,,,906,1214,1032,622,623,965,644,2382,1481,259,,239,216,464,114,768,2068,374,337,281,1910
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",2031,278,1714,1994,2458,690,1158,2958,2176,,,144408,173325,212011,180407,162409,154701,159258,127749,120774,176186,,93894,53666,64771,119131,142431,85056,98584,133927,152553,147876
842122,Machinery and apparatus for filtering or purifying beverages (excludingwater),0,1,63,12,60,304,0,0,0,,,2610,8235,3833,5611,2167,17623,3520,6700,1525,2073,,3124,3342,8737,3286,3259,2410,4324,10970,10446,2021
842481,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting, ...",958,10,20,12,5,24,0,0,0,,,5819,5022,6207,5324,3305,3080,0,0,0,0,,21594,15478,18821,32905,29682,26921,0,0,0,
842810,Lifts and skip hoists,1701,264,71,782,93,21,0,128,0,,,58171,46113,55179,35643,17741,11144,10122,8434,4707,4256,,94606,89704,90037,125108,162443,187866,189110,190958,152262,119115
842860,"Teleferics, chairlifts, ski-draglines; traction mechanisms for funiculars",0,0,0,0,0,0,0,0,0,,,878,1751,1769,1771,613,136,174,171,181,129,,9207,6332,7926,24982,37551,55299,16757,34346,14297,6657
842940,Self-propelled tamping machines and roadrollers,0,0,75,11,13,0,0,0,0,,,19865,21999,13181,11418,10371,10271,14246,6647,4726,5799,,10864,29503,62927,60475,36647,27094,29819,24437,32305,49476
842951,Self-propelled front-end shovel loaders,0,1,3,6,0,0,43,0,0,,,34005,10597,11768,7677,6583,4246,19745,31101,30811,26034,,25150,33003,39078,53745,57043,56239,47719,49617,61415,64373
843049,"Boring or sinking machinery for boring earth or extracting minerals or ores, not self-propelled ...",562,2642,101,22,0,1,0,0,0,,,106321,87694,181528,63674,1364137,81169,1007392,95710,70191,144245,,13325,24375,22475,21213,21859,9005,5742,5008,4103,3811
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",951,210,258,227,311,251,200,145,32,,,1091877,1093579,988081,886754,939856,998068,827033,830258,586853,702985,,31943,32724,54611,62885,56808,52324,53461,47689,45335,164243
843230,"Seeders, planters and transplanters for use in agriculture, horticulture and forestry",0,0,0,0,0,0,0,0,0,,,18,32,37,0,108,44,0,0,0,0,,818,1238,1828,1350,1357,1711,0,0,0,
843240,"Manure spreaders and fertiliser distributors for use in agriculture, horticulture and forestry",5,0,0,39,2,0,0,0,0,,,218,181,311,183,262,111,0,0,0,0,,60,264,223,311,265,494,0,0,0,
843353,Root or tuber harvesting machines,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,22,52,137,140,197,658,79,391,179,62
843359,"Harvesting machinery for agricultural produce (excluding mowers, haymaking machinery, straw ...",0,0,0,0,0,0,0,0,0,,,40,307,441,150,1,25,463,367,116,1426,,643,2592,4168,2318,5245,4365,2403,3116,1602,1701
843360,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excluding ...",0,0,0,0,0,0,0,0,0,,,16,28,168,227,348,75,88,48,160,77,,6777,4736,7509,4455,3395,3866,1830,1736,2452,1766
843699,"Parts of agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",166,88,67,66,60,190,144,57,128,,,8203,16900,5932,3417,4817,2011,1527,2664,2776,3438,,6415,7096,7390,7040,9156,10899,8445,8885,9613,33627
843710,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",0,0,0,165,0,0,0,0,0,,,2072,1512,875,878,2298,1130,836,527,230,817,,7057,9821,12810,20199,23216,22552,19183,21017,16646,18495
843780,Machinery used in the milling industry or for the working of cereals or dried leguminous vegetables ...,0,0,0,11,4,5,289,5,0,,,1462,1029,900,1024,3804,1938,363,486,572,1596,,10365,9145,17802,8742,6635,17296,12127,20567,8147,17066
843810,"Bakery machinery and machinery for the industrial preparation or manufacture of macaroni, spaghetti ...",32,38,270,0,1,4,503,21,0,,,2366,1592,7232,1949,6028,1203,2158,3611,1385,870,,13240,8099,6925,14166,14817,23619,29118,21314,17846,29193
844120,"Machines for making bags, sacks or envelopes out of paper pulp, paper or paperboard (excluding ...",0,0,0,0,0,0,0,0,0,,,1152,526,204,468,212,283,209,452,173,472,,3910,2306,4827,3793,4160,3289,6684,10356,11513,14333
844240,"Parts of machinery, apparatus and equipment for preparing or making printing blocks, plates, ...",8,49,4,18,30,10,8,6,2,,,3433,1717,4635,8787,4924,5969,2625,3538,10178,4296,,1062,1016,979,1175,1099,1498,860,1057,540,954
844712,"Circular knitting machines, with cylinder diameter > 165 mm",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,16244,12280,18359,20789,29107,69457,47245,77488,30120,52659
844790,"Machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines ...",186,82,0,3,241,401,0,0,0,,,3486,4476,10583,6309,3398,4099,4183,4232,1494,4310,,42045,51561,70809,63134,102016,116476,96640,93666,62763,38966
844833,"Spindles, spindle flyers, spinning rings and ring travellers, for machines of heading 8445",0,0,0,0,0,18,4,8,13,,,1471,1748,2566,4901,3237,1738,1531,799,782,1452,,4403,6021,7000,5770,9299,8045,10623,9051,5736,5164
844859,"Parts and accessories of machines of heading 8447, n.e.s.",90,47,2,1,30,0,0,0,0,,,6324,4346,3913,3687,3722,4628,3504,4858,2417,2677,,6292,8051,5359,7698,7236,8900,12837,13060,9889,17536
845011,"Fully-automatic household or laundry-type washing machines, of a dry linen capacity <= 6 kg",71,22,54,55,289,0,0,0,0,,,8270,6621,6241,5064,4877,3879,4293,3312,3098,1943,,95331,86245,100818,131629,168148,158133,168978,144414,125439,106658
845190,"Parts of machines for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, ...",8,8,0,5,5,60,1,2,0,,,21118,30630,22611,24885,22166,27808,24153,9792,4619,3085,,3855,4374,6736,7946,8983,9799,11722,7791,5501,23804
845320,"Machinery for making or repairing footwear of hides, skins or leather (excluding sewing machines)",2,0,0,2,48,0,5,0,38,,,757,61,166,435,725,860,140,100,78,370,,42578,61447,89747,124878,129386,115064,110722,126281,69926,195250
845490,"Parts of converters, ladles, ingot moulds and casting machines of a kind used in metallurgy ...",3,0,0,36,4,4,0,1,0,,,2913,4145,2730,3512,2629,4801,2985,3789,3566,2660,,17578,6125,7031,26241,12245,13492,48136,39949,14083,38420
845521,Hot or combination hot and cold metal-rolling mills (excluding tubes mills),0,0,16,0,0,0,0,0,0,,,1358,967,1362,839,1371,281,84,26,60,5,,11190,2160,165832,164429,20299,64528,4504,18379,15102,3101
845891,"Lathes, incl. turning centres, for removing metal, numerically controlled (excluding horizontal ...",2623,2767,540,3217,17,696,36,90,593,,,10639,10181,5540,3918,2913,1693,1583,3137,3901,773,,22612,26488,38049,24689,28325,38939,39818,63580,31627,15345
845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal",187,0,0,179,0,166,0,0,118,,,508,731,1603,287,170,1237,561,1390,825,398,,1968,3260,1868,2514,8929,7624,8672,6391,5052,59
845929,"Drilling machines for working metal, not numerically controlled (excluding way-type unit head ...",28,10,5,4,1,5,0,2889,2145,,,7425,8704,10244,6361,5465,6969,4456,2131,1403,1773,,28650,37541,35664,31487,12439,12097,20449,20811,11237,7067
845931,"Boring-milling machines for metals, numerically controlled (excluding way-type unit head machines)",94,0,0,0,130,272,344,0,0,,,7476,3714,2766,1575,830,1743,1046,1307,215,1431,,3220,2716,1869,1926,2757,5295,17618,8569,3314,5682
846021,"Grinding machines, for working metal, in which the positioning in any one axis can be set up ...",0,0,0,0,0,0,0,0,0,,,2868,3157,5237,2997,2998,2217,0,0,0,0,,6173,3767,5759,5289,4882,6372,0,0,0,
846039,"Sharpening """"tool or cutter grinding"""" machines, not numerically controlled""""",0,0,0,4,0,0,75,0,0,,,103,195,79,105,431,427,104,769,340,136,,1942,2941,2932,5186,4370,4485,3416,5842,4660,5379
846510,"Machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials, ...",0,0,9,0,6,2,0,0,0,,,4041,2390,4023,2590,3215,1187,678,828,1276,1439,,2850,3157,9909,10020,12745,14152,17774,13171,7594,5252
846719,"Pneumatic tools for working in the hand, non-rotary type",473,17,60,120,71,83,37,8,4,,,10656,7902,11199,7952,8218,6643,6478,7612,4680,10474,,7121,7534,8704,7853,9758,8999,8871,11440,10181,11324
846799,"Parts of pneumatic tools for working in the hand, hydraulic or with self-contained electric ...",13,9,11,12,7,1,8,42,3,,,72286,76778,71668,78773,25568,15993,17746,22057,14170,11552,,1799,2599,3206,4764,5667,3455,4098,5976,16770,444856
847029,"Electronic calculating machines not incorporating a printing device, with mains connection ...",11,0,0,0,0,0,0,0,0,,,2315,920,2626,9413,3244,976,2158,1347,443,110,,909,816,811,577,463,481,883,1351,986,394
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...",849,689,863,906,935,369,319,2796,5748,,,297584,296633,283890,275904,303253,318690,453953,308629,323635,293760,,34552,41676,62375,58744,66882,77313,69470,82261,77834,58466
847321,"Parts and accessories of electronic calculating machines of subheading 8470.10, 8470.21 or ...",0,0,0,2,0,0,0,22,0,,,6894,9185,8344,4687,6393,4606,6589,3830,1012,30229,,35,53,30,306,132,47,34,37,9,163
847521,Machines for making optical fibres and preforms thereof,0,0,0,0,0,0,0,0,0,,,174,14,628,958,252,250,5,2,41,6,,0,0,0,50,61,5,5,1,26,
847689,"Automatic goods-vending machines, without heating or refrigerating devices; money changing ...",0,0,0,0,2,0,1,0,0,,,1879,1518,326,425,498,286,1030,3133,566,6378,,108,394,110,60,12629,4374,3836,1346,4933,2652
847920,Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats ...,63,25,5,105,124,1365,0,223,0,,,50577,47148,20783,27979,17656,25372,24923,19243,27042,6905,,2247,2224,1120,1928,4538,11344,1774,3148,4280,3376
847940,Rope or cable-making machines (excluding twisting machines of the type used in spinning mills),0,0,0,100,0,0,13,0,0,,,10231,5429,5269,2857,4568,2571,1790,759,562,1137,,10225,17867,21357,16320,16038,22852,19389,26604,18054,23988
847981,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, ...",49,1923,1589,206,0,0,88,1,0,,,14895,14760,12985,10241,9323,11498,20491,18947,13276,16300,,247641,68811,41130,50193,52361,73584,121321,73573,38376,99014
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",665,2356,1461,4519,1259,539,556,608,449,,,110828,130455,162060,101251,87431,83111,103963,97487,82398,98585,,114020,139286,126636,151144,180924,120503,126274,141191,134124,238050
848490,"Sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, ...",1996,479,636,380,191,492,407,496,223,,,36453,35300,54219,38604,38595,29744,33660,43675,38989,44341,,24516,26390,23447,25039,23021,20239,18572,19884,21255,9542
850431,Transformers having a power handling capacity <= 1 kVA (excluding liquid dielectric transformers),369,172,207,203,240,117,149,192,108,,,58019,51286,50708,39992,33799,33612,37125,37355,34536,40106,,73954,91196,75314,99247,73499,75172,88822,110164,134673,164544
850433,Transformers having a power handling capacity > 16 kVA but <= 500 kVA (excluding liquid dielectric ...,34,25,53,460,996,46,31,0,0,,,4960,3637,6920,5388,10053,12704,11816,16057,14689,8212,,13168,5473,8746,7025,9112,7648,6865,10092,6931,6041
850450,Inductors (excluding inductors for discharge lamps or tubes),19846,20336,6924,4853,4108,6173,7191,6283,10910,,,325281,368186,339778,263901,215578,251460,345436,341506,368150,547607,,196400,205241,209098,254832,285452,331791,347497,434247,587731,489266
850630,Mercuric oxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,8,3,0,0,,0,1,2,2,24,28,10,5,0,
850710,"Lead-acid accumulators of a kind used for starting piston engine """"starter batteries"""" (excluding ...""",50,37,18,176,99,9,4,4,16,,,13076,13594,12777,13272,13673,15448,21551,15203,20155,26237,,14888,12426,10167,13020,13752,19982,26154,27274,23027,52822
850720,Lead acid accumulators (excluding spent and starter batteries),2254,1234,1375,2060,520,349,177,574,534,,,53161,53295,57135,59141,58746,60988,51445,41980,40091,45983,,14376,24588,26442,34289,54006,31682,28681,34904,40112,93839
850870,"Parts of vacuum cleaners, dry cleaners and wet vacuum cleaners, n.e.s.",18,59,1,96,0,0,7,8,12,,,15405,15842,23343,24185,49266,73342,83789,69225,60355,73203,,2190,6996,19968,10353,8303,6967,7004,12230,24634,90819
851180,"Electrical ignition or starting equipment, incl. cut-outs, of a kind used for spark-ignition ...",13,5,41,6,168,200,2,4,3,,,5879,2228,4025,2387,3294,2052,2500,5532,1759,2668,,7537,18814,19945,19417,30372,27506,26983,21615,17776,13914
851230,Electrical sound signalling equipment for cycles or motor vehicles,1,2,4,7,4,2,1,3,2,,,3957,2862,7355,10370,3787,2514,1604,2389,1165,1907,,6738,7255,8153,9412,10330,9800,13235,13933,11548,22441
851420,Furnaces and ovens functioning by induction or dielectric loss,0,25,11,0,0,0,0,0,0,,,1750,2224,2326,2502,1613,1409,2742,1883,2220,3273,,11710,37358,10119,19429,12602,18239,32275,20813,10699,11331
851511,"Soldering irons and guns, electric",24,8,16,16,21,16,2,3,1,,,822,364,324,347,247,503,682,447,783,609,,1881,2456,2575,3377,4770,5170,3890,4665,3087,4090
851680,Electric heating resistors (excluding those of agglomerated coal and graphite),178,105,98,199,244,141,36,51,544,,,7227,7897,10697,8370,13834,17505,23034,19669,23417,25536,,16252,19540,26985,27648,36001,57551,56803,60607,57175,66003
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",3774,5976,4747,4360,5129,9169,6974,5733,5910,,,2731163,3067437,2833309,3046223,3312670,3716429,3883879,3614973,4557588,5152324,,250520,269118,495103,607330,598812,630979,643396,679811,786606,1176187
851770,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",70071,2529,7787,11368,4602,6645,4429,5698,4830,,,753114,642548,706084,839918,935758,1162994,2068109,2794303,2798570,2848315,,4269337,7124265,7378361,9533723,9517484,15204516,14802280,13267263,16072143,20573443
851822,"Multiple loudspeakers, mounted in the same enclosure",25,4,8,9,288,587,0,2,26,,,22616,32509,36339,28448,23144,26233,36676,25925,24537,36149,,22821,23034,27310,34694,42861,51354,46847,50089,44869,114959
852190,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ...",46,12,35,134,585,75,13,12,15,,,110470,81311,63387,45313,66352,55164,31861,24141,34456,26341,,22397,19273,21631,26524,38441,43079,56274,60516,46546,57136
852560,"Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus",1285,46,229,2349,1691,0,630,403,244,,,63127,72313,94356,98776,92033,105778,80395,118234,89794,144356,,16600,15044,13808,17616,17899,10705,10213,9855,11074,3939
852692,Radio remote control apparatus,14,50,3,1,0,2,1,1,0,,,12840,30142,30473,19022,7551,10799,10881,16615,14189,13821,,1997,4757,5780,7108,2997,5607,8669,7807,18289,93343
852713,"Radio-broadcast receivers capable of operating without an external source of power, combined ...",0,12,0,0,0,0,0,0,0,,,23812,11219,37859,7965,4428,3535,11698,4824,3433,1918,,1354,1432,1119,982,877,1345,1470,2231,1254,1746
852729,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",1,208,126,0,0,0,0,0,0,,,11172,9612,6012,2718,3309,1705,1144,1139,251,3580,,1349,3932,5597,7928,8326,7021,6532,6662,6704,7458
852799,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",0,0,0,0,59,0,414,0,0,,,13897,12068,10092,5711,4629,4900,4489,1279,946,1152,,2114,1799,9894,2704,721,1230,2409,771,430,1864
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,0,555,359,115,,,0,0,0,0,0,0,173649,178010,129977,98156,,0,0,0,0,0,0,126776,143092,118089,105864
852861,Projectors of a kind solely or principally used in an automatic data-processing machine of ...,30,24,7,23,9,423,0,0,0,,,30522,33079,77016,76790,62200,15243,0,0,0,0,,856,938,1686,1533,1310,1087,0,0,0,
853090,"Parts of electrical signalling, safety or traffic control equipment, n.e.s.",9,45,5,0,0,11,0,10,4,,,3258,2479,3485,2442,2355,2988,6002,2328,4185,3648,,2552,1452,289,563,399,676,363,304,221,3929
853190,"Parts of electric sound or visual signalling apparatus, n.e.s.",155,218,115,184,202,411,250,333,109,,,264109,272592,240135,239216,225987,212930,252245,145462,126366,154355,,4441,6111,5386,6614,15020,31523,44819,54186,69872,94116
853321,Fixed electrical resistors for a power handling capacity <= 20 W (excluding heating resistors),20,17,68,2271,1471,2369,1171,130,50,,,146111,132655,155456,149225,173373,216126,302306,243295,228108,361382,,9653,9267,11887,22260,27120,32172,82921,77617,97766,172908
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",10363,13692,22296,6395,16313,6478,7707,10176,8858,,,814902,890079,1013168,972547,1107486,1177684,1412015,1196896,1061668,1172628,,243081,353328,391351,454331,525567,492488,490743,628668,754139,611066
853922,Filament lamps of a power <= 200 W and for a voltage > 100 V (excluding tungsten halogen filament ...,33,38,7,1,0,0,0,0,0,,,2251,3545,2617,642,786,1362,1864,776,616,682,,1571,655,702,797,930,247,837,506,2904,7598
854011,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, colour",0,0,0,0,0,0,0,0,0,,,1080,2233,305,1404,242,690,720,239,299,1876,,41169,17538,8396,1838,229,2,0,0,0,
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",143,103,104,38,10,25,79,72,71,,,31488,32205,34266,32302,29229,38278,50580,49732,42796,83726,,7004,6522,4667,4631,5880,6505,7121,6788,9815,16728
854149,Photosensitive semiconductor devices (excl. photovoltaic generators and cells),0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
854160,Mounted piezoelectric crystals,66,25,4527,965,8,72,44,107,1287,,,500721,607006,596061,638122,789491,711747,621421,637231,608228,944816,,7969,12243,54238,53398,54776,56689,54048,64934,107663,333642
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with ...",2834,5493,96391,87796,45673,53699,49007,50957,58601,,,30265681,30754038,32528513,31067810,30028051,30717816,25520497,21203799,26221004,39605010,,1620554,1757711,1668350,3168807,4906415,6622602,7209790,11047942,14383418,22155543
854610,Electrical insulators of glass (excluding insulating fittings),0,39,3,7,0,0,0,0,0,,,438,1564,147,851,341,404,250,699,371,1726,,2986,9731,4765,4888,4088,7586,5669,9462,25228,7704
854710,"Insulating fittings for electrical purposes, of ceramics",0,0,0,0,0,0,0,0,1,,,4341,5159,5132,4220,3730,5915,6765,6511,2265,2685,,701,2281,2171,4707,4128,5866,4616,4760,4852,6557
854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ...",0,0,0,0,0,0,0,0,0,,,22857,17782,18466,18971,14253,18946,21858,16419,12295,19895,,29,10,18,39,19,10,2,3,1,
