Product code,Product label,Germany's imports from India-Value in 2012,Germany's imports from India-Value in 2013,Germany's imports from India-Value in 2014,Germany's imports from India-Value in 2015,Germany's imports from India-Value in 2016,Germany's imports from India-Value in 2017,Germany's imports from India-Value in 2018,Germany's imports from India-Value in 2019,Germany's imports from India-Value in 2020,Germany's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
271220,"Paraffin wax containing < 0,75% by weight of oil",14,0,0,0,0,0,123,0,161,640,,15639,2761,853,432,722,3017,11518,5985,3332,18842,,190307,163528,171809,156281,165067,188929,179999,148952,140384,197522
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",51,131,367,430,399,469,314,93,54,639,,21253,29090,30559,27026,23390,24631,18653,14187,11718,21915,,46490,37649,43255,36406,32030,40306,51695,39701,29294,61120
741121,"Tubes and pipes of copper-zinc base alloys """"brass""""""""",1129,1065,467,674,512,404,576,434,475,637,,8316,10370,6856,7270,7233,7778,9055,10078,7892,16598,,49537,46526,43604,38571,38044,44180,42479,39741,36694,58700
291816,"Gluconic acid, its salts and esters",792,284,325,398,393,423,369,653,538,635,,11459,12383,10958,51480,11637,13149,12472,11879,16451,21082,,8929,10994,10994,9673,11017,10673,11668,11058,11334,13507
283329,"Sulphates (excluding of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",1096,1325,636,1282,338,724,404,154,403,633,,36947,33013,30984,33875,34446,55487,60119,37401,35706,74764,,46421,44592,48463,46926,41377,48350,53968,52975,50852,65353
841430,Compressors for refrigerating equipment,177,317,474,1171,5643,4850,6120,5646,1075,632,,25439,28566,32893,30057,28476,24614,25332,26196,37082,67963,,1063211,1153591,948699,954077,916220,913306,983025,956937,932025,1130466
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",0,0,0,0,3,0,0,0,27,632,,2158,2804,2720,1881,2465,3403,2466,2690,1745,2767,,74113,75577,73647,58059,53439,49300,51128,51493,51489,55751
530810,"Coconut """"coir"""" yarn""""",484,581,549,393,359,545,526,734,491,626,,9202,8460,6159,5312,5205,4263,4885,4404,3821,5349,,668,1146,2464,2680,988,598,640,818,549,722
846721,"Drills of all kinds for working in the hand, with self-contained electric motor",20,4,44,16,24,35,212,390,498,625,,608,683,384,295,1890,3394,6900,9208,22866,67346,,476011,509314,522485,543022,538287,564260,628326,675000,744303,570125
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),163,102,148,207,476,570,425,419,301,623,,3425,3575,3819,3313,3496,3565,5891,6686,5628,9618,,747196,920962,1156538,1175446,1374262,1664628,2000708,1903830,1592902,2005412
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",439,273,644,1046,765,425,33,124,193,623,,15470,18480,18921,18958,23874,26523,31462,31784,27847,35332,,309923,314153,342012,298054,315923,333592,380951,353616,348274,396395
630690,"Camping goods of textile materials (excluding tents, awnings and sunblinds, sails, pneumatic ...",572,471,660,763,1123,411,623,970,463,621,,0,1804,1912,1734,1706,1667,1700,2799,1239,1816,,52170,53601,57564,63002,75015,74871,77419,83318,71679,79941
950662,Inflatable balls,1301,782,1413,644,1386,1275,1648,1168,478,620,,25019,30064,35443,25214,16036,15634,21538,18713,12574,19791,,91159,82182,105069,95861,108084,88736,89604,87290,81053,84854
580137,"Warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",518,570,901,1040,934,517,660,663,459,619,,0,6027,12362,11087,8830,9270,12067,11467,7832,12246,,20422,18876,19419,16843,16892,17767,20244,16972,15717,19008
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",560,696,782,625,999,611,349,365,438,616,,44564,41492,36907,32960,38062,46525,53715,44782,43316,61576,,740954,734220,761612,672801,670577,690191,797711,765340,781806,929511
841790,"Parts of industrial or laboratory furnaces, non-electric, incl. incinerators, n.e.s.",235,223,989,558,42,121,599,346,267,616,,15589,17173,19752,20301,36054,24007,19824,30219,21495,28312,,145543,124182,120689,144902,112540,104570,123213,130076,132537,157442
845180,"Machinery for dressing, finishing, coating or impregnating textile yarns, fabrics or other ...",0,3,0,0,0,2,4,0,1,616,,11226,15290,10206,10946,13717,18910,23582,11268,13497,20436,,23335,20909,23653,28830,19620,27769,27560,24519,32824,42617
291411,Acetone,115,0,0,0,4,36,38,30,135,615,,3586,1191,3097,9882,3807,4085,6002,11350,15186,27592,,179882,223521,247025,146949,133520,186742,205729,108569,92712,195726
381210,Prepared rubber accelerators,812,1430,569,958,696,681,503,453,251,614,,20912,22818,22611,22105,22565,26591,26260,28421,26965,35716,,67555,71214,74661,55897,49058,53262,60280,49091,35537,46212
250810,Bentonite,29,426,128,57,0,38,151,538,479,613,,53525,72996,65403,68299,75810,71298,83391,82580,70928,74284,,92201,103906,100527,84512,83588,93614,93757,89027,95113,106825
283410,Nitrites,134,228,2024,703,461,480,1156,887,930,613,,4720,6658,6771,7022,6596,8449,11838,10960,10536,12500,,3322,3752,3487,2567,2623,2745,3848,3328,3067,2794
700232,Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature ...,4,5,1,4,3,5,31,2,5,612,,11204,10590,10529,14105,5636,5973,2899,7642,19075,38264,,1997,1697,2140,1803,2788,3459,3969,4750,2486,7237
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",5,492,1272,177,267,1053,0,0,0,609,,25907,100114,39654,25962,14309,26856,12506,17550,17023,71058,,571795,602707,556329,467934,447655,555884,563685,470818,288022,583751
850790,"Plates, separators and other parts of electric accumulators, n.e.s.",1354,362,314,306,224,386,35,17,50,608,,11482,11759,10634,9254,10283,20630,20155,18935,15577,20302,,149244,155761,184421,162341,183095,253393,318786,488508,441083,798273
845510,Mills for rolling metal tubes,1,0,0,9,0,0,0,0,0,604,,2843,4166,6291,10554,29508,10704,6170,9436,7942,9629,,1901,35,129,663,1166,1898,60,330,251,892
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excluding ...""",246,191,142,60,66,126,150,360,181,599,,5319,6713,5560,3978,6192,5613,4091,4569,3702,5973,,47943,44392,41309,33730,34276,33018,43400,37114,33669,39036
621050,"Women's or girls' garments of textile fabrics, rubberised or impregnated, coated, covered or ...",249,249,312,832,717,245,566,1208,1274,599,,8029,7285,1284,204,670,910,265,1901,927,3858,,297878,334138,400174,327279,280134,296118,339406,359785,368620,388754
110630,"Flour, meal and powder of produce of chapter 8 """"Edible fruit and nuts; peel of citrus fruits ...""",7,43,18,14,29,36,79,16,112,596,,20924,21626,21364,22913,14472,13981,14813,6878,7635,7791,,26302,29427,26145,31561,28878,30035,31802,34571,37524,46158
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",516,613,470,508,460,523,456,469,542,595,,7999,7705,9883,9115,9199,15578,15348,10425,8921,11670,,26657,28073,22632,20265,22257,22195,21194,17701,16507,14216
293920,Alkaloids of cinchona and their derivatives; salts thereof,30,416,258,214,100,224,298,127,204,595,,17860,32528,21328,19128,16306,16261,14121,16685,36210,22722,,2040,2975,2178,2369,1835,1853,2252,1163,1485,3351
210220,Inactive yeasts; other dead single-cell micro-organisms (excluding packaged as medicaments),366,864,248,287,486,261,409,619,622,595,,346,833,696,531,177,329,470,543,1259,1219,,29868,30431,39668,34483,39726,42743,50162,53772,58173,64541
392330,"Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of ...",295,177,285,268,622,901,637,599,419,591,,18821,19140,23283,25193,28728,35697,46453,47288,46084,44036,,611989,650625,651947,596923,598357,646495,745228,693598,667795,721511
391620,"Monofilament with any cross-sectional dimension of > 1 mm, rods, sticks and profile shapes, ...",107,82,38,11,290,142,281,377,371,589,,391,950,1043,1297,1604,1443,2106,2031,1853,2460,,148018,153441,160081,143844,162407,170543,192170,179311,188349,258737
844820,"Parts and accessories of machines for extruding, drawing, texturing or cutting man-made textile ...",212,313,87,143,177,229,320,307,494,589,,18737,38420,52433,28141,25601,32792,45777,48630,37029,14075,,69435,52141,40570,30251,27634,47783,49996,44121,41545,59403
670290,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",102,45,106,105,49,255,258,359,318,588,,267,595,743,685,1014,2918,2484,3218,2300,2180,,49121,49142,55502,47662,44523,51177,57472,60274,55632,57374
680422,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",440,530,629,803,563,646,563,548,410,587,,23973,25396,24676,23984,25110,27753,24601,38393,26500,26353,,199978,203710,221693,201222,200233,218423,237859,226768,201848,229686
720837,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",3947,1850,753,12,54,747,647,305,804,585,,95694,93595,112511,76639,103383,337313,193463,287475,249757,541766,,171249,147891,146175,126054,94012,101392,126775,82208,63439,144560
293430,"Heterocyclic compounds containing in the structure a phenothiazine ring-system, whether or ...",1055,252,207,729,371,442,519,809,431,583,,1252,3456,2347,4496,2910,4117,6181,8317,6455,8275,,5972,7552,6139,4777,3863,5104,6075,5209,3438,4005
330610,"Dentifrices, incl. those used by dental practitioners",393,259,225,271,470,419,474,474,537,583,,40908,43870,43702,43864,58272,71643,74709,73219,62710,71710,,145184,183036,221222,162229,162986,195167,200336,187891,187139,229156
851679,"Electro-thermic appliances, for domestic use (excluding hairdressing appliances and hand dryers, ...",1,6,10,11,12,23,12,249,220,582,,5038,6053,6457,6772,5935,8699,9055,8518,14182,20238,,295544,344716,371970,413928,453226,443293,437381,517301,567423,778032
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",472,518,698,631,498,469,614,543,562,580,,547371,575998,585162,450282,379114,443063,440409,423948,449353,460480,,16911,14378,20359,15571,15977,22973,17499,14970,10609,11602
400829,"Rods, tubes and profile shapes, of non-cellular rubber",584,572,314,376,190,307,278,298,253,579,,17676,17983,13257,9851,10735,11140,24361,24727,8203,10848,,92685,83132,81057,68829,73029,82299,89849,85405,77760,92012
290721,Resorcinol and its salts,659,565,511,536,218,94,606,1134,1587,579,,3031,3551,4758,14205,15823,21521,22171,20025,26520,14634,,24259,18089,18992,12684,15188,17778,33907,28433,25952,23793
284920,"Carbides of silicon, whether or not chemically defined",6232,1461,611,1604,2437,776,1028,906,379,578,,14184,8533,10306,9166,10559,10793,10979,7790,7642,7885,,140376,135986,132236,103608,88130,94341,121699,98540,74327,121073
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",858,3415,2497,2462,2413,1434,3789,2806,1617,577,,25369,33807,37948,33596,34376,36308,35193,39027,23515,31257,,364017,387069,383228,307483,302178,324946,345520,351187,330950,372115
151550,"Sesame oil and its fractions, whether or not refined, but not chemically modified",520,541,829,277,274,49,89,186,652,577,,8748,14453,16117,17948,16652,19689,27717,27133,34832,30074,,8427,7980,9188,10060,9909,9375,9708,10422,12131,12836
520100,"Cotton, neither carded nor combed",5888,9825,7844,4894,4044,5620,4254,930,2477,575,,3647065,4513411,2821651,1860425,1345732,1673933,2203316,1075032,1448516,2682048,,101607,101916,92548,77386,60385,62021,56494,38865,34325,38111
721932,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",956,2081,1229,2452,327,954,887,4520,3895,569,,16515,24331,15852,18063,17719,26321,26466,24138,24067,37307,,281936,282465,350521,294356,270411,317505,383239,371280,315295,502323
600631,"Unbleached or bleached fabrics, knitted or crocheted, of synthetic fibres, of a width of > ...""",9,0,1,0,19,234,493,547,576,568,,807,1944,3744,3178,1276,7276,9550,1012,2676,2603,,32981,31048,31158,30099,29001,24800,22425,20405,24500,29622
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres ...",389,267,279,530,85,227,136,162,181,568,,2680,3651,3501,3843,5027,6023,8960,14487,21845,62455,,203977,210413,237796,226301,254595,306015,341428,324317,332012,367187
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",384,593,946,436,459,516,656,772,1004,568,,31339,32424,29393,25638,26149,30621,35074,39261,58816,83336,,335882,365143,349046,349614,359270,380102,426371,447629,754148,1530840
820720,Interchangeable dies for drawing or extruding metal,454,391,730,777,1025,1190,1195,545,328,563,,6099,9090,8974,9609,9469,11318,12845,11779,12399,15990,,47084,38419,44368,37985,40708,45843,52759,44283,39170,50411
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...",758,741,973,482,321,305,221,191,331,561,,26711,36537,38433,25259,17771,13270,9111,8602,6509,11887,,10079,10163,10894,10745,7891,12268,14427,13655,21452,27446
681381,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined ...",2627,2782,2293,1329,1377,661,735,909,420,561,,43339,51457,46611,40019,43055,48429,48674,53947,47144,63951,,46830,60884,59158,45633,50975,48635,53037,41166,39857,45327
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",97,186,98,129,407,474,256,347,323,560,,2286,3897,2729,1917,2051,2056,2688,3239,1472,2042,,9103,10919,9638,9719,12260,14514,11270,10926,3895,4950
581091,"Embroidery of cotton on a textile fabric ground, in the piece, in strips or in motifs (excluding ...",933,814,584,429,741,504,359,522,408,560,,47186,51941,50302,47186,40020,41107,55448,58622,51553,74641,,3694,3460,3077,2429,2584,2629,2411,2356,2028,2688
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",124,240,231,132,196,366,425,307,716,560,,16286,13884,9473,10683,12961,15902,19695,72802,59665,87000,,1203,1633,2094,2539,3689,4835,5620,4812,10530,30106
820820,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for w ...",5,46,410,382,337,82,100,330,359,559,,260,344,372,719,498,1026,941,940,539,1024,,30463,26615,29560,24014,25725,25021,28148,26116,25571,28937
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",461,394,520,551,363,274,294,354,622,555,,49835,63001,45629,33246,34772,46042,52917,52049,47172,73726,,33105,27948,30718,26587,25705,27857,30355,41465,31355,36929
848079,Moulds for rubber or plastics (other than injection or compression types),265,186,663,58,37,226,3901,2362,99,555,,34879,35827,39406,39993,39287,55880,54589,53172,48815,63409,,118115,117462,115318,118527,118002,115716,113548,101047,90143,77697
320290,"Inorganic tanning substances; tanning preparations, whether or not containing natural tanning ...",111,74,30,0,5,1,0,16,8,555,,5780,5287,6505,6392,5469,25673,39928,38101,25595,11270,,1533,2352,3109,3126,3049,4253,3464,2939,3055,4189
560819,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up nets, of ...",151,268,238,200,170,283,429,376,818,548,,3542,3088,4124,4850,4250,6549,9792,10673,6211,9428,,33392,42578,52167,48606,46510,53602,66867,68045,68400,87694
90811,"Nutmeg, neither crushed nor ground",2034,2792,1146,452,455,271,375,469,469,547,,0,30731,24920,25205,29649,22774,15743,9863,16202,17950,,26680,25416,15979,11754,11527,12181,10774,10232,7945,8564
520949,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of ...",128,138,94,127,53,63,59,68,301,545,,1184,832,604,660,596,723,1218,2563,1724,1135,,3692,3939,5075,5898,5246,5537,5284,3800,4445,3057
540752,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",2261,1711,1498,1149,1116,878,625,493,503,545,,110935,156725,154135,146708,166578,151618,125183,124770,75017,112317,,62260,63145,68781,57772,57345,56562,65900,71991,61025,70444
391239,"Cellulose ethers, in primary forms (excluding carboxymethylcellulose and its salts)",109,156,496,651,494,192,479,779,487,544,,6635,6515,7936,7900,5834,5261,7258,8433,11105,13540,,126293,142724,143688,136477,141170,132641,138646,145683,152835,163039
820140,"Axes, billhooks and similar hewing tools, with working parts of base metal (excluding ice axes)",28,60,87,61,94,103,112,244,366,543,,8214,9057,8322,6438,4016,5779,5524,6192,7673,10860,,15567,16945,15923,15973,11261,13040,13463,14179,15569,20852
520821,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, ...",271,310,282,208,224,607,614,492,648,543,,70011,51908,45983,44631,34374,38386,33316,37617,30076,40077,,3543,6542,6524,5175,5074,5089,5322,3653,3340,4756
