Product code,Product label,Australia's imports from Japan-Value in 2012,Australia's imports from Japan-Value in 2013,Australia's imports from Japan-Value in 2014,Australia's imports from Japan-Value in 2015,Australia's imports from Japan-Value in 2016,Australia's imports from Japan-Value in 2017,Australia's imports from Japan-Value in 2018,Australia's imports from Japan-Value in 2019,Australia's imports from Japan-Value in 2020,Australia's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
620719,Men's or boys' underpants and briefs of textile materials (excluding cotton and knitted or ...,0,0,0,0,0,0,0,0,0,1,,34,17,19,0,8,11,17,51,23,79,,3370,2110,1983,2314,2257,2233,2962,2168,1643,2260
620319,"Men's or boys' suits of textile materials (excluding of wool, fine animal hair or synthetic ...",0,1,0,28,27,2,4,2,5,1,,74,91,112,67,129,84,81,145,78,76,,2305,2594,3110,2850,2604,1666,1371,1068,690,1311
620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",0,0,0,0,6,0,3,0,1,1,,0,14,20,7,25,3,9,6,10,11,,2104,2172,1945,1896,1623,1522,1562,1160,741,1518
610831,"Women's or girls' nightdresses and pyjamas of cotton, knitted or crocheted (excluding T-shirts, ...",0,0,0,0,0,0,0,0,0,1,,211,162,209,162,159,97,281,197,126,251,,24638,28420,25987,30276,28156,31007,28224,28137,29732,41500
611211,"Track-suits of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,1,,17,50,3,96,0,0,0,34,0,0,,1185,1145,2249,3329,2478,2097,921,847,1718,3300
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,3,8,3,0,1,1,0,1,1,,1411,959,1287,1484,1482,1578,1408,1659,951,1093,,8,23,25,9,20,14,13,6,18,32
490191,"Dictionaries and encyclopaedias, and serial instalments thereof",13,6,0,0,5,3,10,1,6,1,,356,645,144,107,119,704,256,397,395,270,,1796,1120,1176,716,997,831,728,693,507,954
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",5,3,0,0,0,0,0,2,0,1,,1759,3770,2101,1196,1146,1242,1381,1289,565,717,,51,204,474,195,268,117,41,74,109,255
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",277,1120,255,3,26,0,0,420,0,1,,1501716,1241465,536411,440963,519856,438629,435406,379594,226972,211597,,110300,88581,83230,69674,76308,87158,142578,135825,195541,125767
901820,"Ultraviolet or infra-red ray apparatus used in medical, surgical, dental or veterinary sciences",11,8,116,28,10,9,68,33,9,1,,5567,3758,2466,6064,10837,7111,7133,9196,5279,7724,,3916,3946,4028,3476,3953,2915,4213,4926,5017,8981
930510,"Parts and accessories for revolvers or pistols, n.e.s.",0,0,0,0,0,0,0,0,0,1,,16,0,12,6,0,474,2,0,0,0,,678,938,1873,1221,1715,1610,1765,1853,1109,1311
853990,"Parts of electric filament or discharge lamps, sealed beam lamp units, ultraviolet or infra-red ...",0,4,3,1,2,0,2,5,1,1,,47776,31967,33795,23036,21879,24523,22214,24922,14904,20713,,506,634,559,674,280,304,474,435,205,436
850940,"Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained ...",24,8,14,0,5,1,4,29,65,1,,12456,8507,8209,7577,6531,7507,9495,4296,3518,5253,,99459,108879,105822,65488,55119,65347,64326,63768,83114,99551
853661,Lamp holders for a voltage <= 1.000 V,121,87,73,54,64,74,33,3,0,1,,2923,3509,4652,3694,6707,7941,11351,12465,12461,13680,,3384,3675,3810,3206,2685,2718,2530,2193,2031,2431
852792,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",3,0,0,0,1112,763,0,1,0,1,,65,145,96,18,16,475,662,249,242,257,,9287,7064,9261,10228,6221,9212,4365,5563,4601,3153
853210,"Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power-handling ...""",216,82,163,88,73,8,51,59,16,1,,32736,34670,38997,21914,25168,32901,33007,38857,30943,24821,,6736,3995,3380,2974,4726,2745,5873,7851,9535,6054
821510,"Sets of spoons, forks or other articles of heading 8215, which may also contain up to an equivalent ...",5,0,2,0,0,0,1,0,0,1,,11,91,48,10,64,15,21,56,74,75,,357,448,321,358,317,421,234,378,314,354
821195,"Handles of base metal for table knives, pocket knives and other knives of heading 8211",0,1,4,0,0,0,1,32,11,1,,87,138,127,73,122,85,68,139,121,297,,40,46,14,68,78,22,19,53,49,48
841311,"Pumps fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, ...",0,0,0,5,0,0,1,0,0,1,,39819,39168,23924,21833,26170,28994,31007,30764,26158,28861,,22207,29388,36069,38702,35008,34270,35170,31492,28227,35315
690310,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",5,1,2,1,3,0,1,1,0,1,,16446,11340,11877,11364,10804,9923,13460,12459,11307,9590,,722,302,370,456,366,461,517,513,591,651
640320,"Footwear with outer soles of leather, and uppers which consist of leather straps across the ...",0,0,10,0,0,0,0,2,2,1,,26,15,5,4,0,7,0,3,9,32,,509,522,496,549,526,390,696,417,803,1189
621430,"Shawls, scarves, mufflers, mantillas, veils and similar articles of synthetic fibres (excluding ...",5,1,1,2,2,8,1,0,6,1,,3399,2781,2763,2664,2190,2165,1633,1671,1655,2844,,13643,14438,15186,16801,15058,13036,14745,9522,6565,6461
610799,"Men's or boys' bathrobes, dressing gowns and similar articles of textile materials, knitted ...",0,0,0,2,1,1,2,0,0,1,,10,54,8,7,16,3,35,4,8,2,,4419,4665,5126,4405,5117,5783,6691,6964,6222,7359
611212,"Track-suits of synthetic fibres, knitted or crocheted",0,0,0,0,0,0,0,0,0,1,,12,73,19,25,17,189,17,25,6,37,,1325,1768,2440,1675,2250,2388,1501,1990,2839,3756
580639,"Narrow woven fabrics of textile materials other than cotton or man-made fibres, with a width ...",24,0,0,0,6,4,10,8,5,1,,1172,891,621,442,671,534,769,779,514,712,,528,640,817,765,772,801,898,505,595,943
551642,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",3,0,0,13,0,0,0,8,1,1,,10533,3124,2536,1429,1731,1624,1123,834,4212,1208,,75,157,60,90,55,67,117,187,96,92
120810,Soya bean flour and meal,0,1,0,1,0,0,10,0,0,1,,249,136,206,83,79,125,238,407,286,326,,1421,1569,2851,1760,1454,1937,2235,4261,3871,2623
30497,"Frozen meat, whether or not minced, of rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,1
30695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones ...",0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,80,209,540,390,421,,0,0,0,0,0,1288,1368,1127,1009,1446
291439,"Ketones, aromatic, without other oxygen function (excluding phenylacetone [phenylpropan-2-one])",3,0,3,1,1,3,0,0,0,1,,830,990,1276,648,3069,986,1103,437,484,723,,972,1064,1136,1178,920,1327,1438,1546,1563,2209
441299,"Laminated wood with both outer plies of coniferous wood (excl. of bamboo, with an outer ply ...",110,14,0,0,0,11,1,3,4,1,,4541,6542,8455,7167,3264,3476,3419,2273,1920,2575,,42920,49803,65971,52203,71422,108267,132667,120332,116222,178789
481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment ...",0,0,0,0,0,1,0,1,0,1,,210,124,80,125,87,43,103,320,400,440,,1823,1429,1722,1357,1358,1009,861,902,714,1023
960110,"Worked ivory and articles of ivory, n.e.s.",0,0,0,0,0,0,0,0,0,1,,156,186,67,0,122,0,3,0,0,7,,82,23,17,34,9,3,17,9,24,5
610892,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,0,2,0,0,0,0,2,1,,1624,1444,1098,808,558,777,1512,2942,1289,701,,22202,23780,24055,25808,25903,31844,34954,34972,34049,41544
611249,"Women's or girls' swimwear of textile materials, knitted or crocheted (excluding synthetic ...",0,0,0,0,0,0,0,0,0,1,,4,0,20,7,20,6,4,3,0,52,,2731,3674,4313,5248,4911,3509,3333,3360,2252,996
520819,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, unbleached ...",0,0,4,8,0,0,2,0,0,1,,158,81,323,341,240,306,48,242,92,65,,225,300,53,45,239,181,215,138,94,159
550911,Single yarn containing >= 85% nylon or other polyamide staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,1,,815,945,957,1078,1149,2213,2424,1933,2575,2951,,180,7,11,72,12,2,22,16,0,12
710812,"Gold, incl. gold plated with platinum, unwrought, for non-monetary purposes (excluding gold ...",211598,219487,53575,1809,299139,202074,157385,542125,173240,1,,4344248,3349094,3182441,3943818,6386629,7368144,5225523,5353684,6976956,6011577,,4251694,3359788,2659438,2576592,2838938,2943383,2909468,4676917,5937464,4609671
732219,"Radiators for central heating, non-electrically heated, and parts thereof, of iron other than ...",1,1,2,1,513,1038,1038,1,0,1,,1134,1792,1327,1638,1067,20,97,157,19,28,,4825,3702,3549,3450,3637,4133,4597,3335,3144,3026
690911,"Ceramic wares for laboratory, chemical or other technical uses, of porcelain or china (excluding ...",0,0,14,46,21,1,0,1,0,1,,160861,159996,175215,179720,157742,76890,59184,22125,39588,46127,,211,241,297,421,496,348,1887,2690,594,349
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,1,,48,59,87,77,120,306,115,26,12,12,,21761,14869,13160,2690,2916,3435,5833,4595,2622,6699
761010,"Doors, windows and their frames and thresholds for door, of aluminium (excluding door furniture)",12,22,11,46,24,0,0,22,44,1,,20419,12089,7527,8050,14775,7613,4958,5200,3900,4485,,63555,69438,76328,96381,103087,170080,243783,255377,203891,232337
843340,"Straw or fodder balers, incl. pick-up balers",0,0,0,0,10,0,0,0,0,1,,6719,5823,6351,7968,12131,17694,13398,16109,16364,20495,,14029,24909,43604,42206,45373,57082,36795,55565,89231,91505
842091,Cylinders for calendering or other rolling machines (other than for metals or glass),6,0,3,0,0,0,0,2,2,1,,6377,9870,8364,8253,7216,7958,14814,17115,12966,11447,,378,646,565,1709,4369,1015,1163,1187,677,638
851521,Fully or partly automatic machines for resistance welding of metals,158,88,65,84,117,0,35,0,0,1,,300194,306924,241235,218070,236196,233411,338416,325035,354602,234624,,14533,4932,8607,2600,5432,14097,17356,22754,8646,12632
843840,"Brewery machinery (excluding centrifuges and filtering, heating or refrigerating equipment)",0,0,0,2,60,0,0,1,3,1,,15804,18182,18024,12071,1788,5443,0,4013,5521,16182,,8952,4906,10179,8830,7505,11316,27429,13404,11380,18404
844311,"Offset printing machinery, reel fed",158,0,0,4,0,0,0,0,19,1,,64338,25627,29376,41371,42004,39608,37034,36726,31824,22989,,25974,19541,23,7478,846,20985,4051,961,1792,574
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,4,1,,19,152,29,42,64,83,32,205,229,308,,15230,13479,13264,11433,9690,10796,7914,7759,8841,9740
340520,"Polishes, creams and similar preparations, for the maintenance of wooden furniture, floors ...",0,3,1,3,5,14,11,20,2,1,,546,458,241,237,358,415,420,454,528,514,,1557,1046,716,1066,1066,1217,1112,1640,1961,2365
310510,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, ...",0,0,28,0,0,0,2,6,5,1,,2001,1542,972,1511,917,2214,2580,3041,2821,3236,,1654,2210,2149,1402,1272,1540,1597,2991,4437,6024
292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",0,0,0,0,0,0,0,0,0,1,,2160,845,899,709,826,418,533,529,377,423,,175,373,155,206,257,313,210,237,552,212
293220,Lactones,45,41,23,10,10,19,21,20,10,1,,74994,70507,66672,59160,49825,47396,59743,65660,54553,52226,,15205,11260,7487,7499,10055,8675,8852,9672,10980,11353
441294,"Laminated wood as blockboard, laminboard or battenboard (excluding of bamboo, plywood consisting ...",0,0,0,0,0,0,0,0,0,1,,34,103,7,21,16,48,222,59,26,7,,3426,7117,12025,15444,13975,14807,18771,17529,17552,18586
441300,"Metallised wood and other densified wood in blocks, plates, strips or profile shapes",0,0,24,0,0,0,0,0,0,1,,496,226,485,503,97,362,143,262,355,118,,24187,25581,23001,19513,9672,5381,2780,2024,1590,1185
392059,"Plates, sheets, film, foil and strip, of non-cellular acrylic polymers, not reinforced, laminated, ...""",42,11,8,5,3,2,2,0,1,1,,54777,46725,46538,48749,45443,51192,54616,52582,67170,111811,,5532,5930,6757,7010,7157,6240,5019,4609,3576,5108
392092,"Plates, sheets, film, foil and strip, of non-cellular polyamides, not reinforced, laminated, ...",492,134,128,378,65,158,187,86,0,1,,50708,54662,55368,40260,43968,53708,54285,49183,50186,72629,,6154,5461,6319,5808,6268,5476,5172,4013,5222,5665
911320,"Watch straps, watch bands and watch bracelets, and parts thereof, of base metal, whether or ...",29,23,34,14,33,30,20,17,3,1,,9650,5109,2588,1339,1714,1275,1307,1655,1211,2057,,1361,1752,1127,1600,1547,1867,1530,2020,2422,2883
910599,"Clocks (excluding electrically operated, wrist-watches, pocket-watches and other watches of ...",0,4,30,1,3,2,6,2,2,1,,156,90,28,44,18,25,46,20,43,58,,2163,2094,2050,1912,1452,1086,1319,1256,2390,2780
901811,Electro-cardiographs,73,52,175,31,40,5,11,59,8,1,,27536,23502,21024,19429,14991,16198,14758,12920,13271,12529,,14889,14407,15664,14177,14871,15028,15154,12454,14028,20442
860791,"Parts of railway or tramway locomotives, n.e.s.",0,0,4,0,15,4,93,0,2,1,,1432,4011,918,4543,4401,5984,4050,4063,5672,8396,,74352,22509,38281,21570,22223,35178,28257,27975,24195,18495
830621,"Statuettes and other ornaments, of base metal, plated with precious metal (excluding works ...",1,0,1,0,0,0,0,0,0,1,,118,178,302,536,488,431,457,399,326,372,,673,382,508,586,430,473,448,260,283,287
711510,"Catalysts in the form of wire cloth or grill, of platinum",0,0,0,0,0,0,0,0,0,1,,127,341,7,89,115,35,69,209,169,15,,41319,48733,45873,25191,22439,21095,31231,24223,47000,59246
722850,"Bars and rods of alloy steel other than stainless, not further worked than cold-formed or cold-finished ...",5,0,0,0,0,0,0,1,1,1,,117315,100413,103111,87347,103099,124450,126548,106450,71952,126223,,1525,5151,1275,1638,1025,1127,1848,2394,1870,1624
610190,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",0,4,4,8,2,6,19,2,16,1,,213,172,148,381,175,224,250,323,204,280,,759,1459,1339,1332,1120,1326,1459,693,911,926
610839,"Women's or girls' nightdresses and pyjamas of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,1,,21,0,21,0,0,0,0,0,0,4,,1031,571,518,472,1053,524,331,1960,2395,2423
610891,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,10,3,0,7,0,0,3,0,1,,114,114,250,79,127,155,99,223,49,103,,8643,15382,19664,16713,16223,16978,17660,14958,10895,17119
620799,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...",0,4,4,2,14,0,0,0,2,1,,36,22,4,23,22,54,42,14,5,34,,4366,5406,5833,5132,3926,3278,2662,2083,1982,2981
660191,Umbrellas having a telescopic shaft (excluding toy umbrellas),2,0,4,0,0,3,1,4,0,1,,368,132,217,512,567,846,2162,1253,1167,603,,7651,5805,5500,4498,4224,5442,5068,5433,4231,5252
670419,"False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials ...",12,16,28,36,14,11,18,27,63,1,,2573,1602,1543,1215,941,820,846,964,641,1278,,4701,5077,4717,4534,5360,5288,8092,7832,7325,9545
701400,"Signalling glassware and optical elements of glass, not optically worked (excluding clock or ...",90,64,49,36,30,22,13,3,3,1,,492096,542831,130361,101709,169746,154968,148445,104654,81169,103189,,741,710,738,525,302,252,243,383,212,275
540834,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,3,0,4,19,4,3,1,0,1,,2219,2265,2476,1814,2709,1986,2949,2197,1296,1076,,351,329,939,321,399,227,480,446,327,415
540773,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",10,0,4,0,11,0,0,1,1,1,,3848,3665,2571,2092,2252,2519,2734,2441,1564,610,,1585,1254,2506,2219,3780,3601,3321,3432,4127,5217
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",0,0,0,0,0,0,0,0,0,1,,4962,5767,3515,3093,3906,4152,5680,7790,7708,11292,,1085,1418,938,1338,1348,1497,1032,684,672,2203
520949,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of ...",7,2,46,0,5,1,3,0,2,1,,3760,3211,4522,2975,2936,2122,2264,1707,1351,1929,,335,320,278,193,201,198,133,358,266,105
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",66,33,33,10,54,0,14,4,0,1,,1485,1348,1301,1314,984,1533,1280,1419,1241,1482,,4487,1830,2260,4072,2457,2394,1757,1695,1352,1605
284170,Molybdates,0,0,0,0,44,0,0,1,1,1,,5795,4747,9708,7191,8236,10054,8762,8444,5982,10144,,2134,1481,2123,1622,1312,1758,2049,1925,2478,3514
911090,"Complete, unassembled or partly assembled clock movements """"movement sets""""; incomplete clock ...""",0,0,0,0,0,1,0,0,0,1,,185,625,317,450,111,288,110,52,172,52,,802,599,527,139,113,105,84,120,106,136
940382,"Furniture of bamboo (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,3,6,0,0,1,,0,0,0,0,0,14,112,46,10,13,,0,0,0,0,0,1925,3469,5023,6081,13318
911190,"Parts of cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ...",1,2,1,3,0,0,0,0,0,1,,3992,5607,5351,2331,2940,3342,2973,3191,2172,2370,,344,250,154,311,198,162,247,272,92,224
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",4,7,2,2,4,8,13,15,8,1,,15335,13114,5486,5909,19279,26325,13553,5611,5826,6374,,2656,2649,3268,2423,2613,2253,1075,1013,814,949
854610,Electrical insulators of glass (excluding insulating fittings),0,0,0,0,0,0,0,3,0,1,,426,708,132,761,36,22,11,3,14,134,,432,497,1116,818,925,1051,1981,1766,1593,1404
900120,Sheets and plates of polarising material,1,3,74,1,0,2,2,0,0,1,,4273668,3769793,3411108,2747743,2573066,2853707,2816712,2638148,2403683,2447408,,92,62,212,87,102,75,106,63,48,108
551323,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,39,3,0,6,1,,39701,26453,27166,25159,24442,26993,31859,31480,17104,18512,,716,806,100,181,215,148,86,88,73,62
551519,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other ...",32,261,516,23,0,5,0,0,2,1,,2560,2142,2513,2547,2825,2124,2094,1921,1417,1186,,2055,1501,1702,1660,1294,905,1111,899,912,1406
570310,"Carpets and other floor coverings, of wool or fine animal hair, tufted """"needle punched"""", ...""",59,41,28,50,55,85,68,46,0,1,,494,509,744,848,1209,979,1004,1345,761,792,,86736,95580,95769,85885,84313,81232,71514,57991,50286,46363
610711,"Men's or boys' underpants and briefs of cotton, knitted or crocheted",0,0,0,0,0,0,1,0,1,1,,554,392,421,453,398,316,269,295,408,460,,55024,64049,64398,77820,65524,71761,71847,70826,67837,78805
580790,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",0,0,7,7,1,0,1,1,1,1,,2885,2186,2185,2747,2350,2122,2046,2000,1753,1776,,359,481,387,357,479,508,279,468,309,330
621220,"Girdles and panty girdles of all types of textile materials, whether or not elasticated, incl. ...",0,0,0,0,0,0,0,0,3,1,,12728,8102,7290,6086,5508,7598,6885,5783,2297,2090,,1016,3188,1726,771,422,518,885,892,729,1787
690990,"Ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, ...",10,0,2,2,3,1,0,0,22,1,,3726,1625,1097,1398,1072,1275,1528,1456,1683,1998,,746,440,902,540,1027,740,709,1428,2990,1657
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",2,0,8,12,5,27,15,19,7,1,,101055,95634,75864,60485,68590,107307,104405,76045,95604,53558,,5537,8335,8055,9583,10216,11145,12956,13180,14435,18638
291531,Ethyl acetate,0,0,0,0,3,0,0,22,22,1,,2280,166,155,180,226,279,290,204,201,217,,3733,3000,3223,1970,1803,2026,2520,2020,1802,2615
392520,"Doors, windows and their frames and thresholds for doors, of plastics",0,0,0,0,1,0,7,1,2,1,,3832,3190,3164,2419,2236,2568,1480,2283,1749,2879,,8880,9190,10132,10929,12653,16803,19658,15244,12201,20929
910521,"Wall clocks, electrically operated",1,0,4,1,3,73,2,4,1,1,,1035,637,974,1093,1026,735,914,921,928,1028,,5963,6832,7437,6710,5974,6067,6731,5770,5666,7446
293790,"Hormones, natural or reproduced by synthesis; derivatives and structural analogues thereof, ...",0,0,2,0,0,2,1,3,3,1,,2625,1881,1798,1580,1517,1122,1154,1184,1367,1545,,875,873,714,443,378,515,522,1011,803,939
