Product code,Product label,"Taipei, Chinese's imports from Korea, Republic of-Value in 2012","Taipei, Chinese's imports from Korea, Republic of-Value in 2013","Taipei, Chinese's imports from Korea, Republic of-Value in 2014","Taipei, Chinese's imports from Korea, Republic of-Value in 2015","Taipei, Chinese's imports from Korea, Republic of-Value in 2016","Taipei, Chinese's imports from Korea, Republic of-Value in 2017","Taipei, Chinese's imports from Korea, Republic of-Value in 2018","Taipei, Chinese's imports from Korea, Republic of-Value in 2019","Taipei, Chinese's imports from Korea, Republic of-Value in 2020","Taipei, Chinese's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021","Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
846410,"Sawing machines for working stone, ceramics, concrete, asbestos-cement or like mineral materials ...",319,0,0,0,0,156,0,0,0,191,,2038,4289,1125,1018,475,1408,2270,1679,581,774,,1875,1970,6430,4815,3394,1623,1798,2813,2837,1396
262040,"Slag, as and residues containing mainly aluminium",143,134,317,284,775,751,369,621,398,190,,1898,2417,2369,1218,537,141,383,825,813,4683,,684,473,563,861,1083,826,417,628,398,212
730419,"Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel (excluding products ...",0,0,0,1977,96,0,32,183,2251,190,,171129,88703,117452,68461,46529,52707,65373,74243,49406,48097,,5235,2935,9874,4584,1619,2470,4685,4728,5359,4084
282200,Cobalt oxides and hydroxides; commercial cobalt oxides,0,3,0,0,4,362,1254,52,110,189,,6750,207,348,1543,556,7191,7883,10423,33422,9317,,2384,1217,1724,1373,2387,3788,7089,1939,2102,7869
902590,"Parts and accessories for hydrometers, areometers and similar floating instruments, thermometers, ...",384,235,56,14,17,154,112,117,864,189,,41194,98382,64811,57922,39438,25050,27242,22912,24587,21209,,11396,11743,11885,11946,9693,11263,11136,9853,15498,16654
852869,"Projectors, not incorporating television reception apparatus (excluding of a kind solely or ...",0,2,13,139,1071,962,4,0,183,188,,21765,30093,37997,50414,69011,61186,44183,26514,23304,21552,,70079,50711,57764,54650,73591,19338,7169,9822,4858,3496
281121,Carbon dioxide,0,101,547,283,86,68,75,82,88,188,,10231,5343,9410,11254,14204,12282,9911,7359,14019,9267,,1130,1960,4046,2226,1682,1745,1815,2514,8787,9492
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",236,401,253,290,233,242,437,190,109,188,,19181,19396,17934,12995,12591,25404,19644,17036,17719,18892,,83103,86013,84709,89462,81675,77754,83130,79426,72998,78308
843810,"Bakery machinery and machinery for the industrial preparation or manufacture of macaroni, spaghetti ...",277,222,273,324,164,305,154,130,257,188,,19066,30625,15655,13751,21984,18476,32281,15393,11565,32773,,21616,13733,13556,20428,11638,10153,12439,12430,12234,16459
960330,"Artists' brushes, writing brushes and similar brushes for the application of cosmetics",260,81,197,152,217,307,487,384,318,188,,9127,8490,10806,10025,10585,9392,11238,9907,8378,7287,,4283,4217,4606,5018,5214,5784,5703,5822,5517,5476
330290,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ...",16,24,11,21,4,10,37,40,97,188,,5372,9339,11182,11795,15881,18253,14407,16048,17799,18962,,35742,34047,38403,35276,38927,36318,42009,40092,43355,42758
611596,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",287,601,686,416,400,271,231,152,66,188,,46584,48405,51521,47133,44094,37981,32553,30515,27352,30759,,8856,8746,12191,14650,16550,17246,20730,17168,13844,11621
820590,Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; sets of articles ...,7,59,3,25,148,166,109,37,72,187,,13671,22153,18197,19083,16244,16104,20448,20933,8682,14496,,3787,2130,10560,1338,12996,4567,799,5047,4980,6248
151590,"Fixed vegetable fats and oils and their fractions, whether or not refined, but not chemically ...",0,9,0,9,27,39,138,177,180,186,,3683,3710,4448,16484,9027,5728,5872,7212,5940,5311,,11352,12053,14284,12994,14307,17238,18607,19612,23323,24762
570330,"Carpets and other floor coverings, of man-made textile materials, tufted """"needle punched"""", ...""",0,0,0,0,0,4,0,5,0,185,,2450,3500,3955,4124,8353,7971,4947,3827,2898,3166,,7715,7348,8502,8221,6772,7197,8441,9646,8464,9739
851310,Portable electrical lamps designed to function by their own source of energy,27,9,22,23,101,97,364,139,151,185,,8477,9675,8958,9745,9619,10275,8125,6083,9408,8159,,6119,7136,5579,6580,7679,8984,9005,8062,7471,11506
720441,"Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings of iron ...",0,0,0,0,0,0,0,0,10,184,,2981,3464,4790,1564,2102,702,917,672,608,2060,,516,2257,1602,304,179,172,110,82,92,227
853180,Electric sound or visual signalling apparatus (excluding indicator panels with liquid crystal ...,86,154,325,467,577,275,219,84,185,183,,100375,14198,15294,54190,60633,17589,28312,47669,41497,46127,,20394,16908,17451,18553,18592,18974,25568,28913,21596,25710
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",146,70,80,25,7,123,49,78,94,182,,22090,41646,12286,13444,10072,9411,15781,11451,9534,13167,,16814,11449,12334,8763,9661,12483,18216,13416,13402,15339
381900,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ...,969,624,488,255,111,119,128,218,196,182,,6102,6190,6840,6624,6224,6976,6404,7018,6955,7803,,17239,17154,16206,15302,13078,15542,15807,16748,18619,19071
401031,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",405,283,243,220,353,173,188,162,90,180,,4348,7242,9059,8927,10191,13602,13976,12718,12935,13067,,5941,6800,7394,6289,6753,6434,6151,5203,5333,6007
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",298,193,97,171,69,80,158,98,235,179,,38315,36787,36833,40009,38295,49268,54964,59335,52570,64266,,3467,2732,2987,3177,2549,3022,3060,2463,2339,2603
540769,Woven fabrics of yarn containing >= 85% by weight of mixtures of textured and non-textured ...,1241,1258,1451,959,473,352,240,125,141,179,,216832,212446,221297,205559,192335,163429,157408,150117,87638,97894,,6332,5861,12674,8871,4782,7951,8214,11124,6451,6971
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",84,42,183,43,115,281,267,99,28,178,,24455,20771,20299,22187,25718,31531,38737,45589,29529,20566,,95424,96571,89178,98615,105483,95036,96520,101976,106919,126320
732620,"Articles of iron or steel wire, n.e.s.",1,21,46,4,2,1,9,4,8,178,,20307,17759,22182,15617,17983,21407,41152,40552,30560,99305,,15730,13718,16450,13655,12598,14948,18395,19964,21559,26244
80610,Fresh grapes,9,5,16,21,152,138,84,57,39,177,,1385,1700,2253,3284,5123,8490,13884,22812,30744,37269,,37886,49474,57975,55651,72656,70768,71309,68960,79898,83587
760310,"Powders of aluminium, of non-lamellar structure (excluding pellets of aluminium)",740,810,753,1434,1301,849,961,738,372,177,,1081,1494,2476,1878,2651,1957,2449,1213,813,1139,,14322,16222,21185,18227,12862,10282,9340,7321,4778,5596
845929,"Drilling machines for working metal, not numerically controlled (excluding way-type unit head ...",9,2,0,0,0,0,0,18,103,176,,10802,7778,12168,8447,9391,6507,6893,6030,6765,6107,,869,1247,1051,954,447,958,954,1177,1405,1111
902720,Chromatographs and electrophoresis instruments,151,32,88,45,201,116,106,83,74,176,,7900,6495,7445,7992,4663,8590,7688,6532,6197,8987,,31892,32382,31953,35350,36418,31367,35030,29690,25880,34607
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,11,11,18,376,231,241,212,28,42,175,,19595,24620,23355,25179,28647,36986,34034,33081,31982,54548,,19289,24085,27695,25358,26968,25787,26223,25900,30388,38916
401011,"Conveyor belts or belting, of vulcanised rubber, reinforced only with metal",4,27,6,0,163,39,166,90,74,174,,1805,3011,697,5031,2567,2926,2469,1012,928,1333,,4113,1533,2098,1902,2045,573,701,675,503,561
860719,"Axles, for electrical purposes, and wheels and parts thereof for railway or tramway locomotives ...",186,31,49,0,0,214,0,0,19,173,,23601,18558,24632,36812,32983,24955,32335,37394,13914,15817,,3300,20269,19653,4819,10876,3249,4351,9106,7578,10110
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,210,79,98,34,173,,0,0,0,0,0,4527,50906,71824,69899,84187,,0,0,0,0,0,6529,5060,6432,3948,7867
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",2098,3061,1802,1581,409,281,244,245,202,173,,1572176,1416517,1278119,975662,1003078,985315,975361,869635,807392,815802,,112921,103321,115617,109806,98529,113338,111408,110114,120743,154632
940179,"Seats, with metal frames (excluding upholstered, swivel seats with variable height adjustments ...",462,858,214,111,117,501,44,5,236,173,,4557,7641,8519,10753,7934,7061,6081,6906,4733,5842,,13173,12665,15708,14413,15208,18499,19506,18150,19772,23479
640399,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather ...",1210,153,289,354,230,212,108,168,138,173,,63870,70052,64882,64024,61344,60279,74222,83552,59495,51447,,168463,165137,189848,202774,185498,165538,159917,180017,183310,195096
481031,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",21,0,0,0,0,0,130,130,106,173,,24,5,12,23,17,162,565,729,89,330,,164,314,1524,4033,4221,3694,3846,4078,2879,1206
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",0,91,387,573,352,302,133,105,270,172,,28486,32992,30939,33851,34257,36975,37116,38141,37696,36747,,8860,10168,12468,13476,12360,13458,16413,19334,20100,33161
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",293,246,152,112,216,152,343,127,382,172,,77315,74492,78638,108492,143926,145158,97449,93848,75120,96641,,46484,45769,46895,41281,47553,56208,64659,55625,53127,64990
821599,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ...",58,84,83,66,187,73,65,88,111,170,,5043,5776,5433,5880,4593,5064,5749,4568,3964,5414,,6434,8463,8539,7397,12136,12117,8758,7454,7331,9216
842790,"Works trucks fitted with lifting or handling equipment, not self-propelled",0,1,0,46,97,59,156,0,7,170,,1325,1676,6053,1024,6665,6969,1355,2863,4654,2394,,1804,3101,3512,2876,3017,4090,3143,2961,2680,4116
620211,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",16,6,45,31,30,133,141,117,45,170,,9770,10770,9696,12182,12309,9884,11459,9446,6433,7373,,12220,9988,11730,14752,14568,12732,14176,12954,11119,13220
853929,"Filament lamps, electric (excluding tungsten halogen lamps, lamps of a power <= 200 W and for ...",206,173,179,150,138,251,183,168,110,170,,26458,21238,25995,23438,26684,25263,28873,19755,16841,23331,,14753,14245,13669,10972,10241,11010,11046,9904,8848,11638
720291,Ferro-titanium and ferro-silico-titanium,486,282,169,22,403,91,71,76,48,170,,579,185,51,954,969,121,263,431,513,479,,1151,1368,1620,691,1210,820,1422,936,956,1823
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",211,267,228,341,92,132,359,271,76,170,,6185,5258,6815,8174,6404,6587,7262,9817,11328,22483,,15605,12790,12843,11728,13011,11229,13137,10771,9435,11657
521215,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",30,73,558,229,159,108,156,111,94,169,,5259,5735,6795,2950,1236,1535,2085,1975,671,891,,2234,2065,1920,1499,1233,1148,1187,1076,825,493
491110,"Trade advertising material, commercial catalogues and the like",363,279,212,175,154,171,162,145,178,169,,19359,17683,18526,17084,14426,15747,11142,13467,10610,15812,,39429,31873,34694,28137,23595,23301,20890,23500,19042,16799
750522,Wire of nickel alloys (excluding electrically insulated products),101,2,20,141,18,0,104,206,227,168,,5318,5954,8137,5781,5597,5347,9031,10999,9017,8646,,10189,4725,7660,5016,3473,3529,8328,12925,9210,7747
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",27,199,205,250,359,147,337,209,72,168,,225,124,399,74,98,50,56,533,79,136,,3181,3617,3788,3991,3604,3026,4530,5022,10678,12369
732399,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",237,482,517,408,312,325,331,215,106,168,,13390,15654,21182,18004,17976,15996,16989,14378,12245,14998,,7895,9299,14623,13152,13454,12456,15244,15549,18328,21378
392220,"Lavatory seats and covers, of plastics",510,105,263,60,81,3,8,19,107,167,,2147,1710,1978,1983,3739,2017,1284,1256,984,1461,,3911,3152,4414,4334,3573,3156,3519,3380,3465,3083
291735,Phthalic anhydride,0,0,0,0,0,0,0,0,0,167,,266429,249894,210331,142579,144469,165485,185564,161906,126703,155486,,514,4,5,3,4,3,378,2,73,2005
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",58,22,104,0,0,0,0,0,0,166,,264,960,1592,1299,874,743,1195,2008,1844,1719,,18228,18751,20297,17521,17127,18217,16227,11942,13394,17477
590310,"Textile fabrics impregnated, coated, covered or laminated with poly""""vinyl chloride"""" (excluding ...""",197,272,142,171,77,140,117,69,187,166,,77202,86908,93469,91443,90583,89819,90157,78752,60109,74816,,13470,15342,17759,14502,12818,13073,12312,13028,13345,14516
600410,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",769,588,585,533,514,303,369,305,269,165,,1505497,1556792,1525350,1339073,1232335,1128271,1069875,949917,632886,731369,,5135,5451,5138,5184,5139,4903,6908,9346,7126,8964
851981,"Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media ...",7,520,310,166,56,0,4,20,109,163,,18480,19772,35631,36684,32374,36476,32089,28272,27399,24262,,10055,10226,9188,6663,7219,7274,8660,8119,7188,6870
830210,"Hinges of all kinds, of base metal",447,303,506,482,296,360,512,292,169,163,,87949,117374,110262,99920,108941,115776,121484,115692,98964,95844,,35845,35364,23924,20968,22216,22126,22721,27021,28435,36727
701939,"Webs, mattresses, boards and similar nonwoven products, of glass fibres (excluding mats and ...""",108,88,107,190,200,95,71,181,217,162,,10594,14032,14835,13551,12918,8077,7262,8603,7036,9434,,5962,14172,13407,5589,5453,9557,9703,6236,8467,8764
140490,Vegetable products n.e.s,11,1,1,1,1,8,1,21,4,162,,187,137,188,393,410,589,121,185,221,363,,2102,7897,12134,10435,15305,16752,20157,20907,17388,19470
70993,"Fresh or chilled pumpkins, squash and gourds """"Cucurbita spp.""""""""",0,0,0,77,119,78,62,62,72,162,,1397,1205,1817,2117,2271,1801,2790,1983,3348,1941,,0,10,594,1516,2069,1497,1620,2000,1456,1365
681011,"Building blocks and bricks of cement, concrete or artificial stone, whether or not reinforced",0,4,9,0,0,0,0,0,0,161,,3719,3195,3502,2443,2999,1143,1563,832,1342,444,,4734,4832,4840,5325,4235,4386,3446,4952,5182,4361
701020,"Stoppers, lids and other closures, of glass",0,5,3,10,15,8,66,47,91,160,,74,46,62,142,210,337,340,169,275,487,,443,270,254,201,299,499,450,803,1185,1618
848291,"Balls, needles and rollers for bearings (excluding steel balls of heading 7326)",1,3,52,33,174,67,26,22,22,159,,4147,5158,10161,10509,11184,12401,15304,13851,15969,15927,,19454,16680,18772,16921,14960,20703,27518,19129,19116,32319
731829,"Non-threaded articles, of iron or steel",19,14,87,41,65,80,152,85,180,159,,22497,25804,37349,41920,53549,51894,56823,54663,55608,57117,,3030,5407,5216,4557,4324,4529,7402,7516,5372,8955
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",498,131,78,85,174,176,186,142,178,159,,729660,688373,604948,510396,466910,487078,550968,404777,459548,756471,,18445,18188,19281,15666,24522,23410,22232,14449,19860,27715
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",0,0,0,0,1,25,0,79,338,159,,61,98,47,51,152,213,78,92,110,97,,174,166,319,287,241,243,331,760,875,533
902230,X-ray tubes,3,4,3,2,135,204,549,270,149,158,,2772,4067,7381,14478,12799,12688,14365,16403,14430,14059,,15923,15987,16441,18407,16842,20681,25978,20515,21765,23391
840490,Parts of auxiliary plant of heading 8402 or 8403 and condensers for steam or other vapour power ...,493,927,4022,5894,16308,3541,22,64,69,157,,30327,27579,39203,45894,43844,35716,25193,16142,7455,4915,,8537,34451,97877,47071,48436,39552,10807,10443,18760,27081
620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",3,17,18,10,42,7,10,30,67,156,,2058,1968,1810,2069,4091,2166,1880,1711,2127,2950,,1870,2323,3334,4044,4663,3787,3852,3642,3601,3468
680410,"Millstones and grindstones, without frameworks, for milling, grinding or pulping",20,5,0,0,3,214,156,126,146,156,,5948,5731,6417,6378,6107,5408,4974,5585,5415,6473,,2832,2092,1843,1614,1535,7287,5117,3393,2579,2451
852190,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ...",307,776,1118,951,465,71,72,295,149,156,,280617,251557,194528,192152,171790,173752,158234,135464,105651,134784,,35706,24232,22696,18512,11813,10305,15973,22000,17360,12853
900220,"Filters, optical, being parts of or fittings for instruments, apparatus and appliances, framed ...",27,76,70,714,251,0,2,17,1,156,,43108,35750,19815,22464,16971,45608,37469,32018,21458,15388,,12731,11781,12077,15406,15337,13581,16755,22342,27763,38170
200971,"Apple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar or ...",1,0,0,0,0,0,5,4,3,155,,52,7,1,4,27,36,18,160,179,381,,699,789,1005,873,1039,1293,1388,1512,1713,2649
291531,Ethyl acetate,66,87,90,73,84,124,101,143,140,155,,10684,4232,793,1518,1921,438,700,753,6466,4205,,65480,62369,68249,56398,45721,53038,66519,52291,55064,85700
841320,Hand pumps for liquids (excluding those of subheading 8413.11 and 8413.19),292,307,274,366,681,2087,1157,1069,382,154,,6737,6378,12255,12148,12288,10432,10982,9174,9110,37637,,4682,5620,6545,6090,6904,9294,9596,10597,13430,13030
722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...",895,632,0,408,677,628,372,502,663,154,,665,534,1486,2791,5202,2689,2182,3364,954,1011,,4200,4499,7091,2054,3274,5965,5606,3178,1623,1253
30199,"Live fish (excluding ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",45,50,68,95,70,97,138,137,227,154,,76640,74690,66683,61844,69252,69314,65074,56938,48618,58570,,1659,1438,1504,1528,1799,1969,2186,2083,2282,2007
