Product code,Product label,Australia's imports from India-Value in 2012,Australia's imports from India-Value in 2013,Australia's imports from India-Value in 2014,Australia's imports from India-Value in 2015,Australia's imports from India-Value in 2016,Australia's imports from India-Value in 2017,Australia's imports from India-Value in 2018,Australia's imports from India-Value in 2019,Australia's imports from India-Value in 2020,Australia's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
630720,"Life jackets and life belts, of all types of textile materials",0,0,5,0,656,334,5,139,166,468,,16046,10131,10829,12715,11007,13289,14782,16563,10758,14083,,13996,12282,15139,15888,16291,14248,15368,15471,12660,23435
610452,"Women's or girls' skirts and divided skirts of cotton, knitted or crocheted (excluding petticoats)",173,173,104,148,177,139,163,327,879,466,,16215,16717,17118,14217,11403,9619,8126,8435,5168,7098,,8868,8680,8025,7494,6669,6075,5049,4293,5167,6077
842489,"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying ...",166,218,249,105,160,142,345,431,354,462,,11366,10227,8805,11879,13019,11416,14064,13041,14769,18517,,91694,86436,90356,89140,84571,93031,105093,110257,134522,122312
170290,"Sugars in solid form, incl. invert sugar and chemically pure maltose, and sugar and sugar syrup ...",163,271,338,482,602,414,389,474,413,461,,2923,4554,4932,5473,5317,6116,9089,10654,11675,15578,,11982,13511,14506,16317,19939,19000,25068,24423,22927,27773
620892,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",220,119,295,637,306,794,837,1449,301,460,,11728,15426,20444,25652,33074,28763,22320,25542,22471,27179,,19486,22114,29552,33331,32273,25542,24033,21135,14292,14573
690410,"Building bricks (excluding those of siliceous fossil meals or similar siliceous earths, and ...",0,0,0,0,1,0,2,105,296,457,,52,164,18,29,1037,1881,2503,4189,4172,5819,,132,251,958,1449,3013,6507,8136,7796,8558,10908
590190,Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a ...,362,259,291,333,316,450,369,419,434,455,,166,1389,2202,989,2599,3915,2246,1764,2334,1672,,7757,7280,6949,7273,6652,6340,6911,6910,9348,10918
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,0,21,25,51,259,77,82,261,369,454,,26063,40461,34090,33086,43164,48599,44053,68123,126187,81699,,158071,162634,156265,140433,132935,142238,143418,144578,146809,137725
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances ...",0,40,0,3,0,0,3,121,13,453,,4798,4146,4743,4457,4731,3739,2963,4052,2709,2447,,64547,63419,58057,58833,45250,53760,52633,54852,55527,88460
680421,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",452,682,568,681,735,747,454,347,274,450,,4040,13061,14405,16571,17864,18881,23984,18845,18386,25450,,20825,20185,20637,20679,19709,20075,20041,18751,17698,21066
551513,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",272,169,118,157,449,374,388,289,153,449,,55473,52468,56015,53014,48959,43847,42150,35730,19521,24895,,1428,1341,1154,1142,1331,1506,1391,1301,1304,1672
820740,"Tools for tapping or threading, interchangeable",701,326,509,375,410,401,423,393,360,447,,24288,24554,26026,24322,26548,28137,26895,29825,22284,32127,,8618,6565,5516,5764,5046,5043,5519,5785,5521,7136
820140,"Axes, billhooks and similar hewing tools, with working parts of base metal (excluding ice axes)",45,66,54,49,100,166,119,88,106,447,,8214,9057,8322,6438,4016,5779,5524,6192,7673,10860,,2449,2724,3072,2865,3051,3605,2936,2798,3683,5094
200490,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ...",332,222,125,138,203,124,93,366,514,446,,17171,22076,22157,25972,24030,23474,25849,29396,35523,44500,,12926,10892,14547,16056,22559,30305,35935,36326,34411,42188
401519,"Gloves, mittens and mitts, of vulcanised rubber (excl. of a kind used for medical, surgical, ...",175,205,233,311,272,225,386,287,146,445,,4093,6635,6636,6248,6550,8473,6685,8711,16102,66647,,100403,89986,87888,83050,82248,93849,103277,104444,228608,344922
680422,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",136,135,269,168,181,170,425,436,374,439,,23973,25396,24676,23984,25110,27753,24601,38393,26500,26353,,31301,25523,27343,25401,24742,28494,30045,30673,28992,29320
630539,"Sacks and bags, for the packing of goods, of man-made textile materials (excluding of polyethylene ...",0,0,129,175,59,26,34,41,101,439,,1910,5221,4463,4350,3327,3257,4464,4272,3454,4542,,21399,15709,16864,16629,14274,15512,16108,13244,14767,13123
842131,Intake air filters for internal combustion engines,96,91,112,131,211,221,239,308,358,436,,7622,12538,9554,9417,13558,11891,20989,23326,21396,30355,,70839,72200,73736,69564,65770,71591,83817,85668,89179,96670
282090,Manganese oxides (excluding manganese dioxide),475,706,499,371,493,556,715,570,562,434,,6912,10518,9663,10525,8886,11292,11721,12278,13146,12610,,1424,2111,1517,1623,1312,1468,1970,865,897,816
291734,"Esters of orthophthalic acid (excluding dioctyl, dinonyl or didecyl orthophthalates)",0,0,0,0,0,0,0,0,0,433,,8482,8812,8321,8327,8308,13023,15237,12585,11346,26712,,0,0,0,0,0,0,0,0,0,1178
741529,"Rivets, cotters, cotter pins and the like, not threaded, of copper (excluding spring washers ...",179,68,30,15,18,30,121,323,186,432,,1190,2125,2559,4140,3211,4701,4129,3117,4781,11028,,773,550,1115,395,464,629,722,1035,602,874
620433,"Women's or girls' jackets and blazers of synthetic fibres (excluding knitted or crocheted, ...",360,272,250,311,275,761,547,404,277,430,,19792,26449,31007,31619,36359,31357,32130,29131,21625,22442,,61701,68996,66299,68478,55170,57605,63761,62890,46471,55350
730300,"Tubes, pipes and hollow profiles, of cast iron",0,0,0,3,27,14,0,283,715,429,,225239,190060,150981,125173,96481,110760,161914,183852,133412,157415,,0,0,1776,9671,10616,16758,15973,18189,8604,15360
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",141,148,195,187,180,345,317,507,456,428,,18227,18251,19750,22554,31255,40592,51334,52359,45620,55801,,12855,12329,12151,13249,12056,10356,12138,11216,13106,13940
731822,Washers of iron or steel (excl. spring washers and other lock washers),384,493,546,520,418,689,594,647,238,428,,34247,44548,42493,34478,30533,32490,40976,46147,33695,50809,,31689,28979,32724,29591,25472,31503,41184,39127,34912,45332
420232,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",267,429,345,367,395,847,1073,559,425,428,,3685,5723,7471,8746,10999,15587,18038,21948,19698,26330,,75149,95476,101137,100045,101916,109918,118411,110772,99393,107404
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",85,60,171,115,289,560,338,548,723,427,,13507,24308,16378,20066,35869,29276,28037,29198,24260,34842,,189057,206072,205000,180775,144935,147345,159292,142213,139532,183501
610520,"Men's or boys' shirts of man-made fibres, knitted or crocheted (excluding nightshirts, T-shirts, ...",307,164,47,137,180,580,211,297,243,426,,199828,240262,242809,284986,251407,271930,152299,150702,96281,99850,,41719,48363,54568,55151,57918,60939,66331,65171,56322,76774
190120,"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...",162,116,331,395,361,493,344,367,377,425,,3747,2103,1851,1498,2373,2933,4479,5876,7278,8979,,28001,28527,28131,26597,26331,30545,32356,33417,41339,46877
560229,"Felt, not impregnated, coated, covered or laminated (excluding that of wool or fine animal ...",64,14,9,0,0,11,135,151,303,424,,978,660,489,337,426,652,1395,1315,2346,2271,,2807,2226,2565,2157,3156,2352,1893,2652,2682,2320
853180,Electric sound or visual signalling apparatus (excluding indicator panels with liquid crystal ...,256,291,307,213,212,185,257,53,208,424,,2026,2718,5825,6975,4868,13396,8583,11070,12356,9843,,40774,35702,45836,43233,44171,48006,42975,45844,44791,56963
830610,"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments)",174,178,248,177,174,192,193,236,115,424,,4134,4304,1988,3251,4830,5699,5241,5544,6082,9848,,1085,1229,1261,1066,1028,1196,983,1212,1184,1645
844316,Flexographic printing machinery,0,9,144,0,0,8,12,0,0,422,,3092,5024,4958,6319,6504,10681,9452,16991,10027,15286,,12122,17827,11237,8610,8205,17729,23449,8748,10530,13083
820130,"Mattocks, picks, hoes and rakes, with working parts of base metal (excluding ice axes)",296,184,123,175,158,255,176,271,217,421,,16090,16380,16267,15191,9231,11060,10120,10134,10029,19971,,3744,5066,5333,4695,4273,4920,4490,4229,5529,6402
732510,"Articles of non-malleable cast iron, n.e.s.",539,1124,1066,704,226,467,380,321,253,421,,101092,111073,109013,101044,85093,121575,149472,159615,126656,192563,,4064,3958,4232,3202,5746,7501,9490,9262,8983,14562
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",19,61,54,192,43,94,128,171,236,421,,7999,7705,9883,9115,9199,15578,15348,10425,8921,11670,,2459,1472,1116,988,652,777,918,1101,988,1505
961620,Powder puffs and pads for the application of cosmetics or toilet preparations,530,735,819,653,118,71,181,61,309,420,,90,291,1031,1425,1393,2281,2405,1644,2562,2831,,2011,2290,3053,3536,5857,7367,6593,6632,6235,7198
80450,"Fresh or dried guavas, mangoes and mangosteens",46,36,37,13,34,306,319,374,156,419,,166858,203419,196136,183567,202540,182216,160065,151406,137459,185236,,3916,3923,4687,4515,4037,3694,2931,3173,3974,4447
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",28,28,14,29,22,45,36,71,189,417,,5520,4844,4737,4903,3870,4029,5259,6090,7546,8424,,4954,5276,5425,4848,3200,4438,3145,3281,3017,4415
940179,"Seats, with metal frames (excluding upholstered, swivel seats with variable height adjustments ...",779,1191,1475,1925,1352,1215,814,753,445,415,,2474,4157,5799,12027,17099,20832,21742,23916,22305,31557,,121224,123715,134908,148280,128899,128463,140568,143274,156014,202537
691390,"Statuettes and other ornamental ceramic articles, n.e.s. (excluding of porcelain or china)",67,72,90,71,156,192,192,202,307,414,,637,418,417,645,473,393,340,669,821,1510,,14708,14265,15557,14620,13249,14380,16178,18276,19637,26122
551219,"Woven fabrics containing >= 85% polyester staple fibres by weight, dyed, made of yarn of different ...",292,726,908,974,258,87,117,69,83,414,,55581,49817,34937,33507,36189,17575,13019,13773,12857,24675,,14904,13614,13863,11883,9234,7921,7255,7420,7129,7018
640690,"Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings ...",1042,1033,965,1036,1050,749,547,317,267,408,,0,5403,8737,9570,14467,28436,19401,15569,13414,13967,,12664,13453,14181,15180,16251,16480,15303,20023,17314,22356
902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",224,348,132,167,252,185,201,298,231,404,,34161,49145,54828,45732,56231,47439,46895,37868,35183,33981,,82250,81987,110341,45454,42453,40176,58369,51248,47148,67283
151319,"Coconut oil and its fractions, whether or not refined, but not chemically modified (excluding ...",74,105,233,589,386,719,622,281,335,403,,19142,14745,22175,23153,28521,25206,20839,19330,29277,43713,,19342,18931,20590,25562,24009,31038,30792,19261,17980,28649
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",450,360,422,990,302,154,451,277,370,403,,14052,32316,66080,21343,21166,30220,26525,53398,91842,60577,,58244,48183,51182,44803,36833,42932,44227,52196,59239,93924
690310,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",276,52,270,341,222,174,83,204,355,402,,9225,5331,3213,2196,2394,2402,4931,5434,4724,7075,,722,302,370,456,366,461,517,513,591,651
281122,Silicon dioxide,32,28,113,170,206,83,176,511,373,402,,8906,9813,12696,10511,9472,9450,10056,9031,36779,72429,,18548,19218,20113,15839,15618,16330,18760,17460,15597,18130
901812,Ultrasonic scanning apparatus,215,66,49,166,73,269,58,169,204,402,,27095,32144,88783,54103,34618,25099,22353,39454,32523,49099,,87011,95190,90744,78529,68902,69074,77575,83740,77304,79721
290611,Menthol,782,41,55,38,29,280,470,541,332,401,,374960,322597,212642,138633,179493,239264,362064,397410,311296,317297,,1611,702,585,563,560,852,1071,1254,956,1006
300460,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,0,0,549,400,,0,0,0,0,0,2,1703,86133,177419,223684,,0,0,0,0,0,427,39,369,6207,1891
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),527,430,127,185,163,135,131,134,192,400,,38167,36427,35739,31912,35352,45245,41046,43231,33379,39721,,215603,233869,252440,422374,477852,237255,245937,233808,219914,294024
760410,"Bars, rods and profiles, of non-alloy aluminium, n.e.s.",0,4,69,0,1,170,189,580,360,400,,10806,12433,5505,10009,8129,10846,9713,9701,7798,10416,,34235,36961,30508,20530,19723,23672,31946,24835,18023,19550
840820,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",76,52,50,60,104,61,309,30,51,400,,72208,61814,134921,93535,82052,148187,236231,311679,255005,448520,,302709,309622,286283,193415,182999,201158,228644,213112,169151,239296
500720,Woven fabrics containing >= 85% silk or schappe by weight,2249,1584,1108,826,611,391,389,421,209,399,,125153,122400,104514,71135,51532,42691,39904,47215,45977,64265,,10546,8982,6805,5447,5020,4131,4314,3823,2681,3792
320500,Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ...,17,30,44,0,23,1,175,77,53,398,,19201,26593,31521,34518,42352,46643,48424,55719,48791,54281,,540,313,351,361,449,2676,2715,2009,1745,1702
960330,"Artists' brushes, writing brushes and similar brushes for the application of cosmetics",147,203,122,114,390,357,325,240,315,395,,12556,11026,9494,8190,9634,9233,9184,8851,8790,10817,,12042,12815,14991,18193,21308,23522,21882,24485,20388,21035
482370,"Moulded or pressed articles of paper pulp, n.e.s.",72,95,61,161,73,50,120,91,127,393,,3752,2920,1966,2415,3034,4731,6409,6515,8344,13443,,7218,11441,16299,19899,20049,25039,24523,26803,28287,36009
691200,"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ...",258,235,211,434,255,177,245,346,217,392,,4489,5233,8177,7387,9205,11420,35656,17386,16744,25973,,56315,60058,61470,56062,54909,55853,61810,57610,55529,80711
842230,"Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; ...",411,444,200,191,144,244,203,576,753,391,,84595,110589,96501,90116,96058,100657,106247,112127,99009,112078,,102547,130100,106080,117990,121583,136176,159815,121214,114793,152108
720219,"Ferro-manganese, containing by weight <= 2% carbon",0,0,0,0,0,76,763,911,142,391,,28249,7466,32524,19901,4839,63536,84661,68089,68979,190898,,9215,4475,5026,2589,2639,5552,7028,4013,5493,25620
731700,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ...",259,175,219,14,21,243,784,1113,208,391,,4186,12606,20607,25487,26952,35514,51178,45366,35034,68017,,38376,38274,42470,38798,35228,37263,45840,34996,35393,44095
701990,"Glass fibres and articles thereof, n.e.s.",131,263,298,393,303,392,322,659,317,391,,20981,15630,19650,19631,15810,19892,25488,32650,50113,85758,,22347,27727,23284,22124,19765,26492,30734,32130,30974,30498
190190,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...",265,295,508,359,402,366,543,328,302,389,,81844,94924,82717,81093,60792,62094,70175,65724,69710,88747,,32503,33408,44179,40688,45838,59186,65877,66601,71126,88639
760421,"Hollow profiles of aluminium alloys, n.e.s.",38,0,9,17,110,7,33,56,134,388,,2201,3045,4986,5868,6895,10643,17273,16103,19661,51676,,40885,38073,26606,18082,24896,28516,45811,68126,68180,102949
620930,Babies' garments and clothing accessories of synthetic fibres (excluding knitted or crocheted ...,12,36,55,83,243,166,281,126,251,387,,12056,51073,56008,28370,54126,57489,48720,24716,23914,19926,,6056,5624,5695,5251,5019,4823,5166,4337,3746,3769
842959,"Self-propelled mechanical shovels, excavators and shovel loaders (excluding self-propelled ...",0,0,0,0,0,0,162,0,45,387,,58399,99331,109796,104674,127547,195757,227512,190080,154314,297498,,54171,35777,34625,23322,17771,23128,32343,22383,17756,22407
520523,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",548,183,216,251,188,214,140,149,245,382,,847839,1078205,862607,675959,672507,787557,920568,792327,814370,1374932,,696,289,286,378,501,418,260,417,371,511
283321,Sulphate of magnesium,372,492,267,245,326,368,237,329,240,382,,9957,11565,11015,10451,11386,12514,13880,13139,11408,17487,,2450,3033,3079,2983,2837,3121,3783,3763,4167,6087
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",6,49,13,7,13,2,110,286,198,382,,886,663,1019,2800,1188,1185,1532,880,784,2055,,119,272,62,41,525,812,2751,3323,2106,2406
870891,"Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",1632,1420,1230,650,531,611,437,277,346,381,,38060,45623,37450,39279,36801,46147,49516,51065,47545,70922,,62098,57965,52078,51375,47385,52472,56389,51499,49617,60014
