Product code,Product label,Saudi Arabia's imports from India-Value in 2012,Saudi Arabia's imports from India-Value in 2013,Saudi Arabia's imports from India-Value in 2014,Saudi Arabia's imports from India-Value in 2015,Saudi Arabia's imports from India-Value in 2016,Saudi Arabia's imports from India-Value in 2017,Saudi Arabia's imports from India-Value in 2018,Saudi Arabia's imports from India-Value in 2019,Saudi Arabia's imports from India-Value in 2020,Saudi Arabia's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
150990,Olive oil and fractions obtained from the fruit of the olive tree solely by mechanical or other ...,0,0,0,0,0,0,9,3,6,0,,2376,102,133,82,48,55,111,310,241,169,,23333,19573,26339,29966,35516,26963,29609,11284,8451,8006
151211,Crude sunflower-seed or safflower oil,0,0,0,0,0,0,0,0,0,0,,73,329,88,1219,26,76,15,1589,687,13,,92141,110540,90974,73926,30507,34634,84288,70208,53985,136750
151610,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",470,218,55,190,123,106,0,0,0,0,,3,19,0,0,3,344,22,0,34,3,,19175,11879,11523,4902,4329,15436,13783,11003,15105,15633
160210,"Homogenised prepared meat, offal, blood or insects, put up for retail sale as infant food or ...",0,0,0,0,0,0,224,0,0,0,,38,0,0,0,0,0,1,0,0,1,,698,138,0,463,1875,2176,1656,40810,35082,1182
160300,"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates",0,0,0,0,0,0,0,0,0,0,,738,373,89,629,1034,768,163,386,936,749,,33,0,0,66,75,19,12,90,286,29
160412,"Prepared or preserved herrings, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,283,366,336,88,88,574,681,137,156,141,,157,151,832,1137,1236,1019,176,654,778,181
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,5,0,0,0,,48,440,323,234,158,1175,364,174,19,1,,10915,13787,18008,16738,15273,10703,11470,9368,11008,17010
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",0,0,0,0,0,0,11,4,0,0,,355,2173,154,6,72,39,45,148,414,706,,1159,1687,1863,4934,4813,5221,6323,8151,8532,10192
71350,"Dried, shelled broad beans """"Vicia faba var. major"""" and horse beans """"Vicia faba var. equina ...""",0,0,0,92,0,0,0,0,3,0,,91,7,0,7,0,119,610,757,1039,1532,,22347,22933,29298,20570,17675,16258,14235,32282,21538,18378
81010,Fresh strawberries,0,0,0,0,0,0,27,0,35,0,,33,80,23,55,141,7,14,7,40,41,,27590,24534,28066,42100,50116,50354,49804,55595,56782,53335
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5467
50710,"Ivory, unworked or simply prepared, its powder and waste (excluding cut to shape)",0,0,0,0,0,0,0,0,0,0,,0,30,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",0,0,0,0,0,0,0,0,0,0,,0,61,36,17,4,33,5,16,3,14,,0,0,0,0,2,0,0,0,53,36
30543,"Smoked trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,3,7,1,0,24,0,0
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,3,6,0,0,0,0,0,0,,0,0,0,28,0,2,0,9,0,0
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",0,762,1117,1289,0,0,0,7,0,0,,0,4193,5171,6409,4242,4076,0,0,0,0,,523,2127,4561,1508,17,0,0,369,704,303
30631,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,163,1,3,3,,0,0,0,0,0,0,0,0,0,65
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",0,0,0,0,0,0,8,3,0,0,,18,36,98,30,17,225,21,22,1,7,,0,0,0,40,42,56,25,116,220,135
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",0,0,0,0,0,0,0,0,0,0,,1297,465,591,167,1376,0,26,98,21,1,,0,41,0,0,1,0,7,17,0,0
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",133,0,0,30,30,53,0,0,0,0,,2391,4479,3707,1184,957,1606,3049,2717,6709,6955,,5969,3261,2439,421,2191,3725,3125,524,521,2970
30346,"Frozen Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,0,12,6,0
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,74,0,37,79,0,0,0,0,,0,6461,2974,368,997,264,306,87,7,1,,0,0,101,30,160,325,126,168,19,34
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,233,0,0,91,286,414,913,1844,1294,388
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,20,49,0,0,0,0,21
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,27,0,0,1,0,0,424,0
10129,Live horses (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,0,152,158,42,199,1,127,180,63,133,,5710,8266,11167,9806,5962,4628,832,610,355,578
10229,Live cattle (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,77,0,0,0,,3416,3592,1618,0,0,0,0,4429,75949,65348
10513,"Live domestic ducks, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,5,11,0,0,0,2
10515,"Live domestic guinea fowls, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,54,0,0,0,0,0,0,0,0
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,278,447,284,245,17,0,4,0,0,0,,329,2050,28,366,537,0,0,0,0,0
20724,"Fresh or chilled turkeys of the species domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,70,0,0,0,0,0,0,0,0,0,,136,54,0,82,85,0,229,0,0,0
20745,Frozen cuts and edible offal of domestic ducks,0,0,0,0,0,0,0,0,0,0,,0,55,0,202,0,36,21,1,1,0,,421,7278,3494,2017,175,18,68,184,121,26
20755,Frozen cuts and edible offal of domestic geese,0,0,0,0,0,0,0,0,0,0,,0,0,24,0,98,0,0,0,0,0,,41,0,0,50,0,0,0,0,0,0
20760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,0,0,0,28,0,0,0,0,0,0,,29,0,0,15,109,16,157,143,978,0
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,65,132,5,1,0,0,42,67,89,111,,203,486,0,0,59,64,0,161,128,121
30211,"Fresh or chilled trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,21,0,0,0,,129,454,0,1,8,91,186,2,28,15,,892,266,0,41,54,41,55,373,30735,37587
30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1419,3754,5109,7427,12710,13243,10563,8324,0,66
30222,"Fresh or chilled plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,11,43,75
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,30,0,0,0,0,34,126
30247,"Fresh or chilled swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,0,130,404,1587,1347,1076,1509,181,57,5,,0,0,0,2,1,0,0,0,0,0
30249,"Fresh or chilled Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus spp."""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,23,468,1181,863,672,,0,0,0,0,0,0,0,0,0,118
30272,"Fresh or chilled catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,116,15,0,0,,0,0,47,24,2,111,432,776,1144,3500,,0,0,0,2,35,104,174,32,0,0
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,8,2,6,7,2,4,8,,0,0,0,137,68,122,482,784,68,241
30289,"Fresh or chilled fish, n.e.s.",663,485,621,4762,9247,8012,5992,2432,0,0,,0,15283,17202,28337,37433,28324,33477,45512,28768,27582,,10369,12282,22802,35058,34671,38045,34746,20829,10035,15108
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,410,363,761,470,201,838,541,1747,1576,1634
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",808,250,163,0,55,0,0,3,0,0,,2728,3169,2767,2065,1678,1744,321,1600,926,565,,16328,15210,13089,5429,4679,5142,5687,4132,6289,10710
382471,"Mixtures containing chlorofluorocarbons """"CFCs"""", whether or not containing hydrochlorofluorocarbons ...""",0,0,0,29,618,874,2798,0,0,0,,0,74,0,0,0,4533,0,0,0,2,,683,551,1190,3573,4987,6868,7213,4,0,0
382530,Clinical waste,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,95,26
382561,"Wastes from chemical or allied industries, mainly containing organic constituents (excluding ...",0,0,113,0,0,0,0,0,0,0,,48,135,64,88,568,49,32,17,60,4,,0,0,113,0,2,0,51,0,4,0
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,7,17,10,3,0,2,14,5,1,32,,196,164,0,117,65,66,41,37,9,39
370610,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,15966,10521,11888,5001,4805,898,33,8,10,3,,0,0,0,9,11,41,0,0,17,0
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ...",0,0,0,0,0,0,0,0,0,0,,2760,350,851,449,230,221,3487,690,120,461,,49,90,243,339,57,131,144,206,184,358
340520,"Polishes, creams and similar preparations, for the maintenance of wooden furniture, floors ...",69,69,0,48,0,0,0,12,7,0,,375,181,91,30,77,170,733,1151,967,1451,,2909,2511,1818,2803,1371,1400,910,1121,1763,708
380850,Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl ...,75,77,361,50,0,0,137,52,11,0,,4531,1729,573,350,491,2,0,0,0,0,,534,420,1439,759,140,132,1227,612,733,524
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,330,4032,6181,8507,2812,,0,0,0,0,0,0,0,0,0,213
380869,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,235,1442,22899,124352,220545,,0,0,0,0,0,0,0,0,0,9
292243,Anthranilic acid and its salts,0,0,0,0,0,0,0,0,0,0,,4389,6899,4853,3197,2458,2966,2267,1950,1080,2486,,0,4540,170,0,0,0,0,0,0,0
292521,"Chlordimeform """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,591,23,270,1,0,0,0,5,3,0,,129,0,172,74,188,159,0,0,0,0
292145,"1-Naphthylamine """"alpha-naphthylamine"""", 2-naphthylamine """"beta-naphthylamine"""" and their ...""",0,0,180,203,0,41,0,0,31,0,,10084,17969,18996,14234,17019,22185,29582,30493,30895,44491,,1788,1341,2194,3332,1340,1160,1349,2457,3404,2230
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...",0,0,0,0,0,0,18,0,37,0,,54550,97807,95074,112355,106160,99225,125626,131323,22483,60944,,0,0,0,65,46,1332,2028,73,150,84
291612,Esters of acrylic acid,0,0,0,0,0,0,0,0,0,0,,22307,20389,10911,10848,16771,23707,17905,29053,20581,38968,,28398,26361,9471,4409,5845,5039,7162,5687,6227,10293
300331,"Medicaments containing insulin, not in measured doses or put up for retail sale",0,0,0,0,0,0,0,0,0,0,,6258,6842,1295,1329,211,358,231,65,63,10,,0,0,0,6,20,1,0,6171,474,10
300620,Reagents for determining blood groups or blood factors,686,451,84,0,0,0,0,0,0,0,,57,92,82,177,195,420,434,555,468,443,,80200,43749,76737,81157,56202,45956,29129,22916,36507,20812
300215,"Immunological products, put up in measured doses or in forms or packings for retail sale (excl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,28059,82148,113676,187844,214826,,0,0,0,0,0,0,0,0,0,306772
293352,"Malonylurea """"barbituric acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,162,132,251,226,700,2272,2193,1123,148,828,,0,0,0,35,19,16,37,11,0,3
310510,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, ...",0,0,0,0,0,0,0,0,0,0,,54,3,1,21,115,326,156,16,99,94,,65,51,129,282,100,1347,2606,1758,2072,2245
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2827,1887,131,0,0,0,2,,128,0,221,137,0,1325,0,0,27,1
310229,Double salts and mixtures of ammonium sulphate and ammonium nitrate (excluding goods of this ...,0,0,0,0,0,0,0,0,0,0,,387,121,152,12,14,294,146,51,15,634,,2567,2529,1321,262,79,23,33,212,336,0
310230,"Ammonium nitrate, whether or not in aqueous solution (excluding that in pellet or similar forms, ...",0,0,45,110,101,0,0,56,0,0,,11171,5914,3980,8395,10320,7311,13386,7828,6093,4873,,23328,21719,26114,28316,23739,18769,20620,23322,20841,24829
310310,"Superphosphates (excluding those in tablets or similar forms, or in packages with a gross weight ...",0,0,61,0,0,0,0,0,0,0,,327,176,422,1594,883,7,0,0,0,0,,1473,1609,647,537,346,0,90,18,0,76
440112,"Fuel wood, in logs, billets, twigs, faggots or similar forms, non-coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,2,,0,0,0,0,0,0,0,0,0,1886
440321,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is =>15 ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,21,28,1,14,2,,0,0,0,0,0,0,0,0,0,18
440349,"Tropical wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,0,0,0,0,0,0,0,0,0,,248,419,551,23,192,28,104,138,3,7,,27,0,0,52,110,58,85,48,300,0
440391,"Oak """"Quercus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,25,0,0,2,3,,87,77,0,156,158,3,73,5,17,127
440711,"Pine """"Pinus spp."""" sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36,152,88,14,708,,0,0,0,0,0,0,0,0,0,64106
440725,"Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or ...",46,84,159,206,246,350,0,0,0,0,,5145,3866,4410,5898,2516,509,0,0,0,1092,,72603,87979,81286,90035,45931,67180,58443,59691,51001,71330
440727,"Sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,87,574,0,0,0,0,21,0,0,0,,37,0,461,899,179,119,77,84,611,388
440793,"Maple """"Acer spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,5,25,0,4,13,10,66,78,262,122,,31,0,0,64,0,24,45,0,51,59
440795,"Ash """"Fraxinus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,55,0,0,,0,0,18,110,174,301,24,0,0,0,,32,314,0,78,75,65,259,414,95,371
470100,"Mechanical wood pulp, not chemically treated",0,0,0,0,0,0,0,0,0,0,,72,14,6,0,0,0,0,13,30,0,,7123,7306,5529,2651,2664,4569,2662,5546,7681,2815
470500,Wood pulp obtained by a combination of mechanical and chemical pulping processes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,446,0,0,2,0,0,,0,48,0,0,245,644,8201,11059,6777,5576
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",0,0,0,0,0,0,0,0,0,0,,50,59,84,96,98,49,118,71,143,160,,0,866,37,1117,125,398,129,259,114,49
520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",1934,1623,965,306,43,0,0,0,0,0,,1885,4073,3296,3384,3265,3154,6680,6053,7454,26878,,5886,3469,2631,1279,163,141,251,106,19,19
520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,66,0,0,0,0,0,0,0,0,,25,132,83,147,0,94,214,99,56,1,,0,66,0,16,6,2,0,0,0,0
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,270,404,218,663,342,529,262,515,770,547,,0,0,0,8,0,0,0,0,0,0
510220,"Coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used in the ...",0,0,0,0,0,0,0,0,0,0,,206,176,101,218,164,325,461,441,182,233,,0,0,0,0,0,1,0,181,49,120
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",236,437,0,0,0,0,9,35,0,0,,516,963,580,323,159,4,13,132,90,178,,918,898,1294,579,655,288,165,207,25,3
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",804,774,1126,1325,1233,645,499,573,0,0,,16637,16120,12023,655,1382,15065,0,0,0,0,,14211,25938,25173,55286,44872,3183,5054,6138,104,0
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",1097,2071,2766,1261,317,0,0,0,0,0,,5915,33563,71632,61681,72783,6326,0,0,0,0,,11661,14951,20953,15286,6997,31,21,0,0,0
410150,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired ...""",0,0,0,0,0,0,0,0,0,0,,90,2853,1778,109,0,0,52,14,321,223,,0,0,0,5,1,0,0,0,0,4
410510,"Skins of sheep or lambs, in the wet state """"incl. wet-blue"""", tanned, without wool on, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,9,78,315,8,313,125,0,40,,29,0,0,2,75,0,0,0,0,0
410692,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,0,,102,6,71,2,4,0,1,7,6,1,,0,0,0,0,0,0,0,0,0,0
410711,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the whole hides and skins ...""",0,0,0,0,0,0,0,0,0,0,,127183,167764,161802,115590,110018,146578,143273,112998,65638,68614,,0,0,0,2,0,10,84,105,120,19
410792,"Grain splits leather """"incl. parchment-dressed leather"""", of the portions, strips or sheets ...""",0,0,0,0,0,0,11,0,0,0,,119,578,1425,966,989,8295,25467,19004,17664,21127,,0,0,0,20,2,2,17,21,47,75
430110,"Raw furskins of mink, whole, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,,0,0,0,2,0,2,0,0,0,0
392092,"Plates, sheets, film, foil and strip, of non-cellular polyamides, not reinforced, laminated, ...",0,109,0,0,0,0,9,0,0,0,,1098,803,1093,1421,760,1874,859,392,617,610,,1125,1179,1926,684,678,684,1374,336,1237,577
400239,"Halo-isobutene-isoprene rubber """"CIIR"""" or """"BIIR"""", in primary forms or in plates, sheets ...""",0,0,0,55,0,28,53,0,0,0,,267,3537,3910,5041,3402,896,1433,1486,1360,7923,,3707,2475,2412,2125,1111,1383,73,1191,574,27
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,0,0,0,0,,0,0,6,0,0,0,18,0,77,88,,0,0,0,0,0,0,5,16,23,0
845949,"Boring machines for metals, not numerically controlled (excl. way-type unit head machines and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,509,1127,762,953,424,,0,0,0,0,0,0,0,0,0,114
846022,"Centreless grinding machines for finishing metal, numerically controlled (other than gear finishing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,369,453,736,177,227,,0,0,0,0,0,0,0,0,0,45
844711,"Circular knitting machines, with cylinder diameter <= 165 mm",0,0,0,0,0,0,0,0,0,0,,332,706,346,287,377,351,260,765,484,423,,43,0,0,1,486,41,42,9,198,0
844530,Textile doubling or twisting machines,0,0,0,0,0,0,0,44,0,0,,2269,4429,4990,8190,8012,13123,13239,8004,4554,9630,,691,2631,800,109,77,977,357,731,207,106
843352,Threshing machinery (excluding combine harvester-threshers),0,0,0,0,0,0,0,8,0,0,,890,2123,2982,2210,3261,3629,3801,5166,5452,7880,,0,0,103,6,54,51,3,237,0,377
843680,"Agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",0,43,0,0,0,0,227,300,0,0,,1573,1581,1717,1371,1249,1044,1496,1578,1400,2340,,12549,3317,5438,2496,2011,1775,1224,3139,1477,2786
843031,Self-propelled coal or rock cutters and tunnelling machinery (excluding hydraulically operated ...,5858,0,0,0,0,0,0,0,74,0,,274,7449,371,1932,4664,635,721,1838,6210,10269,,83325,70299,117527,149962,64867,23873,30797,29496,33787,10797
843069,"Earth moving machinery, not self-propelled, n.e.s.",0,0,0,0,29,43,32,23,0,0,,30413,16960,29727,12119,6124,20778,44887,13193,13785,10743,,7557,11060,36432,17036,8032,5454,7684,6028,3472,7754
843840,"Brewery machinery (excluding centrifuges and filtering, heating or refrigerating equipment)",0,0,0,0,0,0,0,0,0,0,,2328,2114,15000,6361,5319,3386,10915,5637,7170,7967,,0,116,32,88,23,0,3,39,8,2
850750,Nickel-metal hydride accumulators (excluding spent),0,0,0,0,0,0,0,0,8,0,,0,1,19,66,4,46,34,42,121,54,,0,0,431,624,333,239,695,989,921,1250
850819,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor ...",61,0,0,0,0,0,14,5,0,0,,591,393,133,219,139,204,150,235,410,170,,18366,15019,21717,21473,21537,16385,12408,15063,29622,36216
852849,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a ...",465,318,31,131,0,446,0,280,0,0,,221,610,1882,209,277,314,775,500,1015,599,,197463,227397,172502,174077,108624,123923,68744,28804,7630,5210
852851,Monitors of a kind solely or principally used in an automatic data-processing machine of heading ...,9666,3115,1804,1721,866,72,317,671,465,0,,4289,2959,1779,1089,2717,618,0,0,0,0,,79206,89378,100128,78203,61550,7942,34970,65832,17141,0
851650,Microwave ovens,0,0,0,0,0,0,0,0,0,0,,2621,236,426,3256,3336,3067,1844,1417,1555,2384,,25925,32579,26584,30860,23069,22911,21141,21177,30692,39194
851989,"Sound recording or sound reproducing apparatus (excluding using magnetic, optical or semiconductor ...",86,0,0,0,0,0,51,130,0,0,,1659,1641,587,426,525,1065,682,461,724,511,,9704,7293,4644,7225,5599,6027,3323,2294,208,423
846420,"Grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like ...",0,55,0,0,0,0,3,3,0,0,,684,984,1018,880,639,954,675,1350,706,956,,9101,5721,5624,2797,2443,1778,7739,8587,14437,19335
761100,"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ...",0,0,0,0,62,0,11,3,0,0,,123,118,43,117,129,39,45,224,58,636,,6576,8781,8794,5265,3705,3143,2656,2602,1779,2461
780419,"Lead plates; lead sheets, strip and foil, of a thickness """"excluding any backing"""" of > 0,2 ...""",0,113,0,79,0,0,11,32,0,0,,397,718,1182,746,162,2474,1679,3950,7105,2970,,3266,11180,2037,7872,873,508,1259,3133,4178,1359
810297,Molybdenum waste and scrap (excluding ash and residues containing molybdenum),0,0,0,0,0,0,0,0,0,0,,0,117,186,0,1,462,2562,188,348,1228,,0,0,0,0,0,0,0,6,0,0
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",0,0,0,1104,0,0,24,0,9,0,,8240,6013,9550,7673,5579,7339,10308,8945,7837,20024,,161,100,223,29099,18397,37850,110071,136415,167536,117781
790390,"Zinc powders and flakes (excluding grains of zinc, and spangles of heading 8308, and zinc dust)",0,0,0,0,0,0,0,0,0,0,,809,40,5,7,4,58,11,581,219,1289,,1065,1358,695,1221,552,215,690,2405,2622,2928
