Product code,Product label,Saudi Arabia's imports from Australia-Value in 2012,Saudi Arabia's imports from Australia-Value in 2013,Saudi Arabia's imports from Australia-Value in 2014,Saudi Arabia's imports from Australia-Value in 2015,Saudi Arabia's imports from Australia-Value in 2016,Saudi Arabia's imports from Australia-Value in 2017,Saudi Arabia's imports from Australia-Value in 2018,Saudi Arabia's imports from Australia-Value in 2019,Saudi Arabia's imports from Australia-Value in 2020,Saudi Arabia's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
700320,"Cast glass and rolled glass, in wired sheets, whether or not with absorbent, reflecting or ...",0,0,0,0,0,0,0,0,0,0,,22,5,3,22,23,9,0,6,0,0,,1462,1773,5516,16199,1596,645,540,264,937,808
640690,"Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings ...",0,0,0,0,0,0,0,0,0,0,,1655,1049,1094,690,747,1047,1153,883,1056,1469,,2771,1947,2405,3651,4867,4527,4766,3093,8548,4709
650200,"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ...",0,0,0,0,0,0,0,0,0,0,,22,11,34,16,14,3,30,55,8,47,,0,1838,2786,2753,1677,155,197,16,9,0
670100,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ...",0,0,0,0,0,0,0,0,0,0,,59,3,16,53,252,10,224,68,19,22,,30,0,0,80,51,53,100,92,256,579
670420,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles ...",0,0,0,0,0,0,0,0,0,0,,108,22,293,60,78,301,410,88,92,271,,0,33,0,42,116,512,259,105,241,382
680291,"Marble, travertine and alabaster, in any form (excluding tiles, cubes and similar articles ...",0,0,0,0,362,41,0,9,0,0,,106,77,1606,1760,593,176,394,127,269,48,,35756,18899,9185,9727,9058,15066,27142,22493,28961,9765
680422,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",0,69,0,81,34,0,0,0,0,0,,7969,8456,5285,5822,4710,4549,4247,1026,1893,872,,16876,17300,19972,18836,20811,16695,13146,13009,13904,19693
680919,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster ...",0,0,0,0,0,0,0,0,0,0,,2169,2462,2610,2341,980,891,1230,356,812,4766,,10734,8319,9706,11293,6460,5687,7087,5751,4913,2716
681099,"Articles of cement, concrete or artificial stone, whether or not reinforced (excluding prefabricated ...",0,0,0,0,0,0,0,60,0,0,,5790,2828,2385,4322,2931,3235,3219,4536,7693,7170,,2566,4005,2956,4442,2994,10866,6826,11371,14783,4811
701342,"Glassware for table or kitchen purposes of glass having a linear coefficient of expansion ...""",0,0,0,0,0,0,0,0,0,0,,9,28,247,481,363,294,2416,3707,480,65,,3752,2137,2473,2114,795,1762,3400,2437,4203,7082
701952,"Woven fabrics, incl. narrow fabrics, of glass filaments, of width of > 30 cm, plain weave, ...",0,0,0,0,0,0,0,0,0,0,,13,9,33,12,26,76,173,67,52,87,,1423,1374,1103,943,841,1028,741,1480,1473,719
701959,"Woven fabrics, incl. narrow fabrics, of glass fibres, of a width of > 30 cm (excluding plain ...",0,0,0,0,0,0,0,0,0,0,,337,345,376,185,2580,1781,1518,1218,363,525,,5974,9445,10819,7439,5316,5279,7506,8782,4123,3004
710210,"Diamonds, unsorted",0,0,0,0,0,0,0,0,0,0,,5917,164406,226001,270823,239779,193531,190629,162803,112062,260,,0,0,0,58,3,25,838,179,437,240
710221,"Industrial diamonds unworked or simply sawn, cleaved or bruted",0,0,0,0,0,0,0,0,0,0,,0,0,11,3,0,0,28,0,0,0,,0,0,0,159,0,0,0,0,5,0
710231,"Non-industrial diamonds unworked or simply sawn, cleaved or bruted (excluding industrial diamonds)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,213,61,259,0,0,0,0,55,154
710691,"Silver, incl. silver plated with gold or platinum, unwrought (excluding silver in powder form)",0,0,0,0,0,0,0,0,4,0,,10908,203290,120635,62054,2778,330,1288,17034,5890,11258,,2961,4176,13852,53952,86824,2636,3060,4971,15886,18585
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",0,0,0,0,0,0,13,0,0,0,,15141407,12938150,11889298,10709989,13390949,12999194,13986349,16124214,15983700,15003130,,1350,691,411,423,99,65,362,184,37,208
711021,"Palladium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,9,270,20,101,205,89,26,64,56,52,,76,0,0,1,12,47,0,291,53,215
711041,"Iridium, osmium and ruthenium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,2
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",0,0,0,0,0,0,0,0,0,0,,44329,32307,38610,24865,32982,45900,49717,77881,63421,67337,,96,122,126,3,0,47,10,21,0,2
711890,Coin of legal tender,0,0,0,0,0,0,0,0,3,0,,755562,1009486,640719,630877,735766,518517,609248,600536,1032862,1939936,,0,0,0,0,0,0,0,0,13759,154279
720150,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms",0,0,0,0,0,0,0,0,0,0,,0,4,0,0,3,92,54,4,0,0,,371,8419,62088,26918,19,33339,20538,155758,131407,482
720291,Ferro-titanium and ferro-silico-titanium,0,0,0,0,0,0,0,0,0,0,,75,47,0,141,0,0,0,4,1,0,,1882,26050,8933,698,122,5,569,3200,4056,3110
720293,Ferro-niobium,0,0,0,0,0,0,0,0,0,0,,73,191,155,0,0,0,10,6,1,63,,20306,7357,11297,2207,335,261,8820,22142,7128,446
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",0,0,0,0,0,0,0,0,0,0,,262116,286902,269989,181804,228518,408376,423564,441718,351753,605409,,28,235,1580,157,675,161,384,8467,10004,608
720529,"Powders, of pig iron, spiegeleisen, iron or non-alloy steel (excluding powders of ferro-alloys ...""",0,0,0,0,0,0,0,0,0,0,,1293,782,757,103,13,90,330,295,39,16,,1052,476,373,1123,1359,435,793,1820,1418,121
720840,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,182,60,71,5,4,173,573,166,0,8,,8450,4115,2831,2694,4035,2011,560,1115,174,301
730661,"Tubes and pipes and hollow profiles, welded, of square or rectangular cross-section, of iron ...",0,0,0,0,0,0,0,0,0,0,,27411,26601,22725,11048,9731,10811,13920,12782,10843,20074,,6264,12841,9669,9515,7681,9518,19258,16345,8636,8917
731029,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",0,97,0,0,0,0,0,14,3,0,,8092,7705,9597,12556,15306,17723,12529,10652,10739,10352,,25403,44384,28097,21059,23083,18763,14433,10704,3676,1657
730449,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",0,0,104,0,0,0,160,11,0,0,,2418,1481,958,1190,684,1721,1622,916,1181,1011,,52507,78517,79645,104602,29807,50192,53249,10683,16353,26253
730539,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",0,59,0,42,0,0,0,0,0,0,,210,1164,396,345,448,125,3,106,1,85,,21463,48002,14851,13813,1673,4773,5020,18767,2838,5690
730619,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of iron ...",0,0,0,0,0,0,0,0,0,0,,456,375,178,71,67,131,452,115,140,33,,123576,28704,33644,37753,41638,41166,23234,57191,50010,27033
701190,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,0,0,0,0,0,0,0,0,,136,218,38,81,86,18,53,53,50,19,,519,515,447,1029,761,309,243,639,279,152
722611,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,7,8,3,0,0,1,6,0,343,8,,26869,30662,15722,11024,19425,20148,12037,1428,1310,18302
720852,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,1131,875,131,608,298,172,302,333,299,246,,130944,56607,87843,76991,45204,54279,40244,105780,52455,68230
720854,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,13,6,9,1,1,1,5,0,16,12,,3406,7070,2229,4613,2516,1535,2997,426,2996,1096
721011,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,557,446,74,42,227,415,362,153,1730,262,,12747,16060,15242,19146,15013,23772,28104,37336,11246,23722
721090,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,830,872,796,1411,831,470,857,971,567,524,,90766,53223,44347,29913,31117,23866,15002,1860,982,3598
721250,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,14505,12322,3039,323,110,89,4313,6449,2995,3237,,3634,7518,9494,11210,3823,608,1407,465,232,355
721260,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,4434,5580,5460,319,1483,2270,1270,210,327,916,,2084,537,1223,733,751,853,6050,1645,124,61
721590,"Bars or rods, of iron or non-alloy steel, cold-formed or cold-finished and further worked or ...",0,0,0,0,0,0,0,0,0,0,,21065,10745,6271,4974,7711,15706,15253,3084,4164,6845,,760,4837,2579,459,9391,2227,9048,5902,8733,2878
721622,"T sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,15,82,0,0,0,21,0,3,41,33,,96,148,0,262,322,234,207,58,30,34
721631,"U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,0,0,0,,1590,404,344,64,87,283,396,698,121,208,,68937,43416,38827,31738,28968,22879,27408,20552,14662,35848
721650,"Sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded ...",0,0,0,0,0,0,0,0,0,0,,524,562,377,443,730,264,887,491,471,476,,139144,74828,41388,36860,18419,12564,16561,27171,14432,35748
721699,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished and further ...",0,0,0,0,105,0,0,0,0,0,,1588,1937,1140,435,498,1122,1259,460,293,1610,,16174,29497,122609,120099,98990,22513,9316,8945,6091,1618
721710,"Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excluding ...",0,0,0,0,0,0,0,0,14,0,,812,646,262,90,130,228,133,163,181,366,,9672,8280,6503,9456,8575,7043,8150,34344,23031,1929
721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excluding bars and rods)",0,0,0,0,0,0,0,0,8,0,,7401,9383,7154,1723,1934,625,763,332,679,290,,16132,17563,25537,28207,22572,17672,20374,28246,13770,8141
721899,Semi-finished products of stainless steel (excluding of rectangular [other than square] cr ...,0,0,0,0,0,0,0,0,0,0,,1363,702,1023,1027,176,478,384,479,134,452,,6297,7897,8344,3871,2850,3097,6958,2436,2919,1170
721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,74,16,3,225,253,536,158,235,122,165,,18254,15711,8669,11401,8013,8926,5374,3559,4087,8344
721924,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,1,25,38,41,41,107,96,22,8,109,,4197,4656,5468,6293,3734,3882,3820,3427,935,697
722300,"Wire of stainless steel, in coils (excluding bars and rods)",0,219,0,0,0,0,0,0,0,0,,1364,653,684,702,835,1287,540,1221,499,792,,6676,8642,11491,12813,6388,4421,4359,4705,3981,4642
722519,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",0,0,0,0,0,0,0,0,0,0,,2,47,0,0,0,0,74,5548,99,0,,43180,33523,21689,24071,26528,11355,12886,6648,17472,23274
722530,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",0,0,0,0,0,0,0,0,0,0,,440,1117,1494,3804,4397,3607,5508,2340,1896,6362,,2219,0,6041,7134,6276,5279,11349,26670,39490,19689
841420,Hand-operated or foot-operated air pumps,0,0,0,0,0,0,0,0,0,0,,198,383,335,144,190,342,108,200,250,345,,4906,2488,1798,3425,2536,2757,1711,2224,5807,7353
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",180,278,0,0,0,0,0,7,0,0,,13012,13098,15040,2189,1533,4367,3482,1494,973,1007,,76924,62652,93008,150933,96634,163186,56084,50514,35413,32496
841583,"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating ...""",71,0,0,0,0,0,0,0,47,0,,2541,2384,1840,828,1543,2102,1937,1947,1896,3167,,10312,16854,19882,26190,49769,82141,124380,75814,36781,39472
840729,"Spark-ignition reciprocating or rotary engines, for marine propulsion (excluding outboard motors)",0,0,0,0,0,0,0,0,0,0,,3671,3397,4150,3037,1876,1859,5867,3416,1488,1220,,3946,3860,15167,2852,1643,2093,654,800,1521,2793
841011,"Hydraulic turbines and water wheels, of a power <= 1.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,0,0,0,,298,237,1855,193,306,138,91,93,157,363,,10353,7484,10596,9438,13731,1976,7546,106,522,1040
841111,Turbojets of a thrust <= 25 kN,0,0,0,0,0,0,0,0,0,0,,1826,856,855,1706,2659,2830,2017,3962,1069,3857,,2055,0,806,10,9690,55,0,195,84,75
820560,Blowlamps and the like (excluding gas-powered blowlamps),0,0,0,0,0,0,0,0,0,0,,5,84,10,49,26,18,29,25,15,58,,288,129,243,395,139,31,165,70,228,601
821110,Sets of assorted articles of knives of heading 8211; sets in which there is a higher number ...,0,0,0,0,0,0,0,0,0,0,,1419,382,91,50,175,158,130,463,497,221,,359,337,428,806,346,580,726,1930,1797,2444
811212,Unwrought beryllium; beryllium powders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,14,1,0,0,0,6,0
811221,Unwrought chromium; chromium powders,0,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,2,4,0,0,0,,355,0,244,232,115,110,272,410,304,412
820231,"Circular saw blades, incl. slitting or slotting saw blades, of base metal, with working parts ...",0,0,0,0,0,0,0,3,0,0,,512,796,130,325,165,499,482,449,389,248,,1832,2598,3407,2730,5107,5153,5452,4227,4359,3555
740313,"Copper, refined, in the form of billets",0,0,0,0,0,0,0,0,0,0,,11,17,0,6,0,0,2,2,6,21,,381,0,0,0,2,0,0,0,0,3
740400,"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ...",0,0,0,0,0,0,0,0,0,0,,353695,400515,299278,235445,178289,247728,286184,252749,267791,494266,,1290,1240,1276,1047,974,580,268,1569,4459,1999
741021,"Refined copper foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,39,1,1,4,0,0,0,0,0,0,,3107,2538,2946,1775,3130,1721,4865,2272,4397,5765
741529,"Rivets, cotters, cotter pins and the like, not threaded, of copper (excluding spring washers ...",0,0,0,0,0,0,0,0,0,0,,81,71,80,144,344,186,229,164,49,73,,2023,2540,2863,3220,3412,2939,1798,2367,3610,4323
741533,"Screws, bolts, nuts and similar articles, threaded, of copper (other than screw hooks, ring- ...",0,0,287,0,0,0,0,0,0,0,,3907,2269,1446,1429,1273,1862,703,953,1110,3146,,6173,4298,3650,3016,2022,1462,2515,2047,3673,3755
741539,"Screw hooks, screw rings and the like, threaded, of copper (excluding standard screws and bolts ...",0,0,0,0,0,0,0,4,10,0,,284,215,117,63,186,136,118,254,93,33,,6446,8566,5213,6938,4425,5149,4494,6489,6695,11816
750300,"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ...",0,0,0,0,0,0,0,0,0,0,,1777,247,354,1207,2196,4323,13041,10005,9497,0,,0,0,0,30,16,0,0,0,0,0
750620,"Plates, sheets, strip and foil, of nickel alloys (excluding expanded plates, sheets or strip)",0,0,0,0,0,0,5,0,0,0,,270,139,21,52,63,177,160,251,459,110,,4269,2868,1767,5568,715,2513,3465,2877,10718,2671
750711,Tubes and pipes of non-alloy nickel,0,0,0,0,0,0,0,0,0,0,,0,0,17,17,2,0,6,0,3,0,,2121,36,733,212,1605,7,0,157,552,352
760421,"Hollow profiles of aluminium alloys, n.e.s.",0,0,0,0,0,0,6,0,0,0,,1226,1048,1087,770,1268,1665,5682,3114,2563,2438,,57909,57539,49945,43676,32445,74995,29747,17874,6764,4527
760900,"Aluminium tube or pipe fittings (e.g., couplings, elbows, sleeves)",0,0,0,0,68,0,0,0,13,0,,2162,2103,1174,1088,1088,1890,1377,1171,1567,3009,,5729,6980,6485,7568,4121,2758,2570,3884,2663,3298
761300,Aluminium containers for compressed or liquefied gas,0,0,0,0,0,0,0,0,0,0,,832,688,830,555,961,777,813,2510,760,873,,2286,2907,3054,2486,2150,3696,2996,2645,1707,3239
761410,"Stranded wire, cables, plaited bands and the like, of aluminium, with steel core (excluding ...",0,0,0,0,0,0,0,0,0,0,,54,49,29,54,82,61,60,1277,500,1035,,79855,138236,255010,124039,31819,12744,5228,4819,31108,10864
810199,"Articles of tungsten, n.e.s.",0,0,0,0,0,0,0,0,0,0,,132,37,71,59,120,16,426,445,65,629,,184,122,133,1119,1071,355,473,389,125,270
810299,"Articles of molybdenum, n.e.s.",0,0,0,0,0,0,0,0,0,0,,35,44,4,38,31,26,3,7,0,13,,0,0,0,10,34,30,59,18,10,87
810390,"Articles of tantalum, n.e.s.",0,0,0,0,0,0,0,0,0,0,,12,0,65,1,9,156,281,0,0,56,,0,32,38,42,48,196,21,84,14,5
160411,"Prepared or preserved salmon, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,145,937,1253,854,233,312,528,852,517,363,,33,103,232,840,560,394,634,1974,2544,2009
160416,"Prepared or preserved anchovies, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,202,73,121,118,64,233,79,82,36,80,,595,749,562,518,727,570,530,422,278,89
160432,Caviar substitutes prepared from fish eggs,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,42,0,0,0,,27,41,254,469,203,301,249,334,181,406
160529,"Shrimps and prawns, prepared or preserved, in airtight containers (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,908,764,905,633,124,3246,507,257,90,982,,3304,3161,3906,4142,1586,1389,1706,530,545,2493
160551,"Oysters, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,4,175,350,38,7,22,7,12,19,20,,0,0,0,10,3,0,0,22,175,19
160558,"Snails, prepared or preserved (excluding smoked and sea snails)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,12,8
170211,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,0,0,,21082,16300,11188,5449,3817,3739,4360,3221,8225,8880,,489,613,713,1321,772,2162,1537,1224,2539,2352
130220,"Pectic substances, pectinates and pectates",0,0,0,0,0,0,0,0,0,0,,191,131,36,128,312,274,205,196,230,34,,2801,2830,5175,6777,6695,5175,3698,5964,6269,5656
140490,Vegetable products n.e.s,0,0,0,0,0,0,0,0,0,0,,50,72,100,264,317,42,288,225,221,196,,6704,7730,5494,11601,10730,10848,11102,16556,17291,18865
150190,"Poultry fat, rendered or otherwise extracted",0,0,0,0,0,0,0,0,0,0,,477,26,124,94,156,127,354,536,253,255,,158,0,0,24,2,0,0,0,0,1
150200,"Fats of bovine animals, sheep or goats (excluding lard stearin, lard oil, oleostearin, oleooil ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,98
150430,"Fats and oils and their fractions of marine mammals, whether or not refined (excluding chemically ...",0,0,0,0,0,0,0,0,0,0,,469,95,689,1289,52,50,10,111,141,260,,0,0,0,6,0,306,0,0,107,0
150810,Crude groundnut oil,0,0,0,0,0,0,0,0,0,0,,668,1081,1234,1536,316,223,248,349,89,40,,0,29,38,33,0,7,36,0,3,47
151229,"Cotton-seed oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,50,488,,512,0,661,595,251,161,39,28,7,106
151321,Crude palm kernel and babassu oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,49,0,23,0,0,0,0,,1711,629,371,919,383,616,213,2261,4809,13732
151419,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""" and ...""",0,0,0,0,0,0,0,0,0,0,,36643,70428,75028,65669,75491,75370,99459,69618,80035,145899,,460,499,1093,506,957,1196,7572,679,571,1880
151491,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""" ...""",0,0,0,0,0,0,0,0,0,0,,727,1056,26,0,1360,3078,1356,643,1387,731,,0,0,110,951,1044,2863,3693,3270,3619,5060
151511,Crude linseed oil,0,0,0,0,0,0,0,0,0,0,,2,12,71,39,0,93,21,43,24,5,,2393,1063,343,187,142,91,38,61,213,905
151620,"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",0,0,0,0,0,0,0,0,0,0,,3096,3477,2567,4654,4848,11341,14200,12633,10808,8658,,56401,52157,54730,61394,48500,65913,46592,38425,41465,36617
152000,"Glycerol, crude; glycerol waters and glycerol lyes",0,0,0,0,0,0,0,0,0,0,,473,254,303,108,0,0,100,67,72,463,,0,71,0,28,33,2010,5454,5744,4092,2712
160231,"Meat or offal of turkeys """"Gallus domesticus"""", prepared or preserved (excluding sausages ...""",0,0,0,0,0,0,0,0,0,0,,931,80,0,14,4,10,17,4,0,296,,1967,32476,4051,1289,8778,16509,42600,39143,45346,8780
200919,"Orange juice, unfermented, whether or not containing added sugar or other sweetening matter ...",33,0,0,0,0,0,10,0,3,0,,2281,4433,5629,1591,2491,1947,2697,1286,824,2982,,36100,33723,40575,36258,9483,8032,8573,40270,26711,26080
200949,"Pineapple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,65,188,147,84,39,87,89,72,40,64,,11929,15209,18654,23822,21878,13023,8657,4321,4432,5283
200950,"Tomato juice, unfermented, whether or not containing added sugar or other sweetening matter ...",0,0,0,0,0,0,0,0,8,0,,292,218,182,108,60,39,93,74,36,37,,0,0,153,228,61,156,157,335,262,77
210210,Active yeasts,0,0,0,0,0,0,0,0,0,0,,4737,5140,5294,4589,3634,4983,4381,3619,4369,3696,,22375,24453,27643,24766,25666,29150,23859,19286,18571,19228
121292,"Locust beans """"carob"""", fresh, chilled, frozen or dried, whether or not ground""""",0,0,0,0,0,0,0,0,0,0,,0,2,13,9,45,73,115,135,304,90,,33,127,35,203,218,202,371,559,372,2
121299,"Fruit stones and kernels and other vegetable products, incl. unroasted chicory roots of the ...",0,0,0,0,0,0,0,0,0,0,,63,243,191,438,2233,2378,1206,1865,1256,1220,,26506,27137,39070,40393,22389,16659,22258,18959,22328,23775
200820,"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,392,233,256,172,301,186,172,324,194,247,,10717,7145,5522,7252,6590,6416,3822,3997,4011,6009
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,51,4,5,9,68,6,47,106,52,107,,4206,3152,3625,3129,2959,1943,1174,1571,1260,902
200897,"Mixtures of fruits, nuts and other edible parts of plants, prepared or preserved, whether or ...",0,0,0,0,0,0,0,0,0,0,,5714,5889,2749,2589,2338,1903,3877,5056,1536,2041,,1790,271,166,440,1159,799,638,1547,1369,501
284330,"Gold compounds, inorganic or organic, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,2109,110,19,273,2644,54,83198,134,23,966,,11442,25743,8093,3578,2275,1,39,0,8,121
284410,"Natural uranium and its compounds; alloys, dispersions, incl. cermets, ceramic products and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,21,2,0,0,0,0,,0,0,0,5,8,0,0,0,0,0
284420,"Uranium enriched in U 235 and its compounds: plutonium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,10,0,0
284590,"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not ...""",0,0,0,0,0,0,0,0,0,0,,77,143,343,131,22,141,41,75,514,240,,30,0,0,29,26,2,50,753,81,254
284920,"Carbides of silicon, whether or not chemically defined",31,0,0,0,0,0,0,0,0,0,,0,91,51,221,135,73,142,5,183,27,,1901,1018,624,410,625,357,609,671,1226,1188
290373,Dichlorofluoroethanes,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3605,2523,2721,2324,3555,7441,2396,54,0,0
290377,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,8,,8091,7874,1262,349,10,3,0,0,0,21
290379,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens (excluding ...,0,0,0,0,0,0,0,0,0,0,,7,0,2,0,0,152,0,5,33,15,,20913,14974,984,250,142,50,61,206,0,22
290549,"Tri- and other polyhydric acyclic alcohols (excluding 2-ethyl-2-""""hydroxymethyl"""" propane-1,3-diol ...""",0,0,0,0,0,0,0,0,0,0,,270,126,162,91,1,64,63,31,48,272,,1902,2079,12656,3835,2659,2019,2050,2728,2007,2220
290629,"Aromatic cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,0,0,0,0,,1,28,102,21,11,130,159,145,158,100,,0,4137,129,890,83,122,9,14,85,38
290713,"Octylphenol, nonylphenol and their isomers; salts thereof",0,0,0,0,0,0,0,0,0,0,,103,64,18,29,11,13,26,21,24,7,,1444,1861,2103,1994,1328,1446,1928,1356,1033,832
290715,Naphthols and their salts,0,0,0,0,0,0,0,0,0,0,,13,0,0,0,0,0,0,6,0,0,,0,0,0,23,26,13,49,27,19,19
290723,"4,4'-Isopropylidenediphenol """"bisphenol A, diphenylolpropane"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,339,10,4,54,0,0,0,0,1,0,,47044,50465,39414,855,16122,29214,39432,22224,21005,26323
290892,"4,6-Dinitro-o-cresol (DNOC (ISO)) and its salts",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,7,0,0,0,0,0
290911,Diethyl ether,0,0,0,0,0,0,0,0,0,0,,23,27,12,15,8,226,3,7,1,14,,0,0,0,14,48,258,164,27,0,33
291411,Acetone,0,0,0,0,0,0,0,0,0,0,,152,132,101,112,76,122,70,54,120,143,,2041,1121,2220,2395,914,1150,1106,1819,939,1222
