Product code,Product label,Singapore's imports from China-Value in 2012,Singapore's imports from China-Value in 2013,Singapore's imports from China-Value in 2014,Singapore's imports from China-Value in 2015,Singapore's imports from China-Value in 2016,Singapore's imports from China-Value in 2017,Singapore's imports from China-Value in 2018,Singapore's imports from China-Value in 2019,Singapore's imports from China-Value in 2020,Singapore's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
610423,"Women's or girls' ensembles of synthetic fibres, knitted or crocheted (excluding ski ensembles ...",21,39,218,210,78,13,7,49,17,8,,1022070,975592,670459,409155,222162,231241,247272,231778,319045,424557,,26,46,233,314,156,116,20,288,50,97
580190,"Woven pile fabrics and chenille fabrics (excluding those of man-made fibres, wool or fine animal ...",125,48,5,23,11,5,7,4,3,8,,15126,9701,8310,5691,4622,22946,5400,4319,5380,4072,,267,225,103,252,114,109,38,68,46,55
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",329,297,0,0,0,206,219,253,95,8,,16263,7771,16407,14905,22474,18255,10152,9726,12850,5381,,404,388,0,0,0,358,371,403,250,177
294120,Streptomycins and their derivatives; salts thereof,72,40,84,41,86,355,8,59,6,8,,47842,41418,39357,47385,43816,60539,40399,37806,34848,40165,,128,161,149,113,154,441,92,137,116,69
200820,"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening ...",20,3,0,3,22,0,13,0,0,8,,22727,21173,13030,19976,26946,21737,11128,7736,9122,6769,,9223,8316,10539,11114,12301,11335,7116,6632,9600,10134
843590,"Parts of presses, crushers and similar machinery used in the manufacture of wine, cider, fruit ...",6,111,24,205,127,24,73,23,26,8,,3685,4572,3887,4157,16594,33401,5487,5046,3062,5155,,531,452,527,481,354,167,1261,597,150,202
251820,"Calcined or sintered dolomite (excluding broken or crushed dolomite for concrete aggregates, ...",0,0,0,0,0,0,0,0,58,8,,9303,10918,26570,14091,12501,12349,14095,11690,5660,9448,,0,0,0,0,0,65,0,0,464,681
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations of a kind ...",1381,1536,415,306,225,1804,5215,2583,53,8,,102352,150885,205917,153895,109616,93417,85827,79156,97740,113435,,6278,5041,5408,4948,5121,6411,13235,10888,8447,13691
610413,"Women's or girls' suits of synthetic fibres, knitted or crocheted (excluding ski overalls and ...",9,20,11,40,55,26,39,41,14,8,,19310,20674,11629,2866,1051,6098,4470,4635,2413,14955,,89,352,250,500,374,667,565,345,91,421
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",3036,1100,0,639,164,0,636,947,6,8,,4626,5176,1719,1889,1459,8149,9075,32073,12507,10035,,13452,4221,357,929,521,0,1164,8906,7847,7893
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",27,22,51,15,20,25,19,0,7,8,,1656,2445,3686,1772,1626,1710,1556,1906,1413,1481,,119,101,122,120,116,135,44,0,31,9
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",1504,367,4,13,248,113,144,174,10,8,,203485,214533,254017,247259,253659,315514,267377,337063,336817,372025,,4441,1235,841,607,717,371,361,260,106,319
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",66,8,219,89,9,17,8,30,3,8,,4563,3263,3280,1796,1145,2865,1639,6207,14848,5604,,421,164,675,478,242,517,276,284,46,163
251741,"Marble granules, chippings and powder, whether or not heat-treated",30,27,15,25,22,3,10,14,9,8,,1230,2898,5794,10480,2890,15898,8421,5706,4221,2878,,453,386,327,291,281,152,121,272,95,204
710590,Dust and powder of natural or synthetic precious or semi-precious stones (excluding dust and ...,80,1,6,27,150,3,31,4,17,8,,6495,6851,9581,9188,7678,7824,9541,7397,5399,6508,,137,1010,121,375,504,43,80,152,88,40
150910,Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...,4,0,0,29,0,9,0,0,26,8,,547,949,1159,993,1145,764,507,731,382,447,,7600,9281,9569,8826,9919,10526,11676,10135,14654,12090
290220,Benzene,0,0,9,0,0,2,0,0,0,8,,51232,31014,80794,66798,29416,22036,31522,22196,1578,11432,,226282,640108,615123,394607,185506,172751,86905,161019,160917,250044
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",958,2068,4,10,0,4,5,37,35,8,,588772,423763,260268,255087,234591,300795,329590,305859,246804,431389,,14383,6950,362,271,222,405,429,321,328,629
281640,"Oxides, hydroxides and peroxides, of strontium or barium",27,23,34,103,57,27,23,22,0,8,,19103,17572,16524,16774,18625,19823,27790,30425,23052,28927,,97,40,60,122,113,47,24,29,7,11
411200,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"""", of sheep ...""",75,14,40,87,26,27,17,5,1,8,,13498,10883,22480,41546,30371,21496,10888,18219,17962,17284,,669,436,507,463,157,115,88,60,21,27
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",1413,1704,1753,1776,822,623,11,21,24,8,,9121,8412,11525,9706,8898,14517,14363,14722,13163,17362,,4932,4346,4288,3504,1774,1339,1284,505,477,709
540219,"High-tenacity filament yarn of nylon or other polyamides (excluding sewing thread, yarn put ...",48,7,0,10,57,13,42,33,62,8,,263504,315981,328394,302027,299068,344398,391929,356901,254632,369754,,134,121,121,50,267,133,174,159,108,147
580430,"Handmade lace in the piece, in strips or in motifs (excluding fabrics of heading 6002 to 6006)",208,394,65,9,47,60,50,16,1,8,,5959,8761,12580,21012,11491,4357,3827,1083,1039,1102,,342,854,152,64,172,182,125,92,69,95
70920,Fresh or chilled asparagus,1,1,14,19,54,15,16,22,5,8,,503,177,208,436,102,402,247,454,593,615,,7060,7253,7637,7660,8263,8262,9248,9559,7987,7937
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",87,42,29,2,1,112,18,45,176,8,,4995,5155,4734,4544,5768,6378,10072,9784,5769,5191,,2445,1608,1642,1355,2035,1145,534,1037,489,808
551419,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",1145,835,306,0,21,23,5,19,17,7,,6567,5107,3270,3684,5126,3525,4432,3583,2601,3288,,1310,6695,1509,1102,244,410,408,144,39,35
580219,"Terry towelling and similar woven terry fabrics, of cotton (excluding unbleached, narrow woven ...",83,44,9,4,43,17,23,6,25,7,,11120,10407,13768,14453,13066,9823,14448,7397,6514,9062,,121,47,12,27,72,38,75,27,90,14
720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",166,23,174,2,0,0,0,27,0,7,,6647,7140,6804,9175,3341,6325,6319,5630,7952,8685,,658,278,798,325,220,166,71,277,23,60
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,921,2315,36,404,58,59,15,5,4,7,,2551,3012,1297,641,655,486,501,1354,2243,936,,23554,23831,27535,16690,8509,5952,16124,11730,14916,17059
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,4,5,6,0,7,,2321,3662,5102,3613,3265,2470,3949,4061,3802,1146,,0,0,0,0,0,8,5,10,8,8
152190,"Beeswax, other insect waxes and spermaceti, whether or not refined or coloured",15,0,5,0,2,2,3,0,2,7,,40690,50494,60205,64391,58216,54819,54072,47106,42186,40000,,27,23,32,21,37,65,44,14,152,385
711230,Ash containing precious metal or precious-metal compounds,0,0,0,0,177,0,2,0,0,7,,862,771,13,289,10,13,4,6,2,2,,505,511,376,593,1048,212,5,2781,2883,1614
750220,Unwrought nickel alloys,193,336,377,235,183,19,7,160,1,7,,101410,104407,187756,246311,81522,10477,339,28915,17728,263,,41667,19794,3906,10309,1912,1946,3022,3564,104466,2514
840731,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",25,12,15,0,0,60,0,3,2,7,,27670,26362,29135,17372,19027,29028,40415,40806,41183,44417,,162,153,121,41,19,71,10,9,19,248
90812,"Nutmeg, crushed or ground",10,1,15,11,0,0,0,0,9,7,,10,0,0,0,0,0,0,1,0,0,,712,78,76,59,54,66,40,57,174,224
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",18,23,76,153,83,96,0,85,12,7,,18266,25942,21109,19649,19283,21962,27034,22217,22627,38247,,6296,7569,7317,6294,5323,5705,5078,3571,2706,5331
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",111,161,90,14,6,3,1302,1,1,7,,714,99,23,0,344,180,0,0,0,0,,1432,891,612,240,781,1340,3993,742,743,553
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",480,250,127,102,117,224,3,39,56,7,,10766,10387,9207,11478,12449,23402,29130,22441,14062,28392,,833,609,521,1155,398,486,566,1161,381,881
731412,"Endless bands of stainless steel wire, for machinery",35,124,172,53,10,203,37,41,17,7,,1301,1192,2211,1207,986,1199,1379,2491,1897,2892,,392,756,829,289,343,513,332,130,144,170
843239,"Seeders, planters and transplanters (excl. no-till machines)",0,0,0,0,0,0,1,57,36,7,,0,0,0,0,0,30749,35364,33670,44323,43022,,0,0,0,0,0,0,20,122,67,77
80221,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", in shell""""",0,0,0,1,8,6,0,15,17,7,,91,297,19,13,26,79,79,325,41,365,,79,64,124,26,34,30,54,55,48,14
390512,"Poly""""vinyl acetate"""", in aqueous dispersion""""",11,0,30,13,1,0,1,5,0,7,,1968,1865,3253,3041,3158,3481,4443,3639,4043,9621,,6223,5697,8054,6098,6860,6961,5702,5022,2481,2864
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the ...",54,1,49,33,301,3,261,0,200,7,,198363,190074,273136,262777,245833,356396,552673,383685,290444,400542,,91,49,122,597,1383,569,402,39,235,68
551341,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",142,279,232,53,53,95,130,36,47,7,,333311,412601,1064484,1098407,773129,526092,569723,464003,329291,229385,,401,539,431,405,533,354,236,75,81,79
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",68,31,34,156,207,151,16,4,0,7,,100439,107504,112512,96181,79517,73639,79208,78552,47207,46803,,138,212,129,234,617,187,95,102,80,403
521159,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",15,106,0,7,2,9,4,94,27,7,,23473,30549,36116,25974,22719,19641,20110,19612,18352,15988,,118,204,60,102,119,48,392,571,76,57
280511,Sodium,69,2,1746,82,26,66,70,0,0,7,,15619,15224,16826,15688,17816,32365,42105,43830,39134,30650,,96,77,2094,215,247,379,269,2559,269,101
271210,Petroleum jelly,77,35,47,21,27,10,22,9,26,7,,2353,1850,1476,1620,1230,1017,1037,1301,1327,1499,,988,1081,943,602,935,888,695,826,474,798
80262,"Fresh or dried macadamia nuts, shelled",111,103,42,20,10,240,15,10,5,7,,6272,14332,17411,11931,11352,12081,8861,26437,33575,26640,,3593,2633,3660,4517,4540,2676,2680,2153,1937,2462
90300,Mate,0,0,6,8,51,72,64,76,0,7,,11,21,5,5,6,2,0,1,0,20,,188,146,925,721,902,705,502,506,422,141
30334,"Frozen turbot """"Psetta maxima""""""""",0,0,4,0,0,0,0,0,8,7,,0,235,3765,60,816,485,1066,0,208,558,,109,6,45,14,43,0,5,14,71,19
100890,"Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",15,13,33,60,43,0,0,3,0,7,,17884,25280,17073,13310,10190,10702,11971,15131,13800,10944,,189,164,212,127,113,296,264,273,214,202
844311,"Offset printing machinery, reel fed",393,197,864,128,393,46,131,128,54,7,,26292,18924,27261,20400,14339,23422,27482,21642,10355,25699,,1388,8060,7692,5264,1407,567,918,721,366,378
845949,"Boring machines for metals, not numerically controlled (excl. way-type unit head machines and ...",0,0,0,0,0,0,124,51,8,6,,0,0,0,0,0,4412,4142,5798,4483,5132,,0,0,0,0,0,0,1937,317,1012,843
540833,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",49,0,0,56,16,0,0,0,0,6,,317,1440,2522,4736,56246,22121,9181,8924,4278,4476,,370,160,92,202,236,301,112,53,65,85
30325,"Frozen carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,18,0,5,6,0,2,21,6,,111,1098,377,822,553,1283,1783,732,846,271,,1615,350,291,170,127,90,606,985,1684,1963
845951,"Milling machines for metals, knee-type, numerically controlled",0,0,0,0,0,13,84,0,1,6,,906,1811,10563,12596,5876,5372,6630,5172,3313,4962,,218,119,53,54,315,46,96,106,121,18
810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...",0,580,1073,1658,757,633,5,1,1,6,,147601,165415,122227,60163,50903,54155,77661,56970,43162,49880,,78,588,1111,1671,801,682,13,33,61,10
840732,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,61,6,0,0,0,40,5,18,6,,335068,332682,369783,301827,275607,264995,258176,215811,242950,269945,,320,1165,395,291,204,466,324,315,280,247
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",0,0,2,0,166,1,0,2,0,6,,3449,5259,4262,4487,7165,8747,9348,13644,11716,16053,,3,4,47,170,180,1,11,8,1,6
291300,"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ...",6,44,16,36,57,72,5,13,4,6,,32140,26839,40440,36504,39884,39911,52848,52778,44064,37770,,245,738,570,223,639,991,647,180,76,68
110422,"Hulled, pearled, sliced, kibbled or otherwise worked oat grains (excluding rolled, flaked, ...",0,0,0,0,0,3,0,0,1,6,,273,50,660,193,70,50,32,34,85,68,,193,274,281,224,283,245,182,168,385,2658
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",0,6,76,194,123,0,1,1138,6,6,,6974,3893,2852,3841,5475,9434,11947,26231,89418,122336,,42,1515,1481,313,168,11,21,1153,36,1426
910990,"Clock movements, complete and assembled (excluding electrically operated and watch movements)",108,298,69,44,46,131,42,18,58,6,,1026,587,725,944,479,318,578,460,405,1093,,770,664,277,171,854,222,77,108,90,85
110412,Rolled or flaked grains of oats,33,14,68,5,1,7,1,2,3,6,,535,529,542,595,83,13,23,29,22,28,,3616,4122,4238,3905,3994,4289,4271,4001,3714,4032
70930,"Fresh or chilled aubergines """"eggplants""""""""",0,1,0,3,8,14,2,6,9,6,,3452,2905,3672,5337,7599,19148,24026,20723,20710,12720,,7281,7571,7449,6982,7871,8235,9163,9902,10222,10871
521041,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,3,0,0,0,0,10,11,6,,266929,270528,267242,282899,224795,197179,216477,192328,98182,100837,,2308,3826,2310,792,658,583,1323,710,170,287
740321,"Copper-zinc base alloys """"brass"""" unwrought""""",41,10,86,80,53,26,10,2,32,6,,20,250,161,117,169,196,97,72,42,129,,4561,2603,1666,893,1130,765,1234,473,245,182
841210,Reaction engines other than turbojets,0,4,18,1,5,1258,773,44,2,6,,5954,4,29,2195,164,147,1712,388,873,0,,629,284,2278,1836,554,6530,23545,16345,603,2151
580127,"Warp pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",22,0,4,75,2,14,3,75,53,6,,17962,15466,14272,12409,12611,15704,16805,14911,12671,12725,,377,168,172,205,88,87,124,145,179,155
510990,"Yarn containing predominantly, but < 85% wool or fine animal hair by weight, put up for retail ...",2,0,2,7,0,1,3,4,10,6,,20685,15445,17404,8906,11049,16245,15117,10306,11858,15096,,27,29,25,17,14,9,26,13,64,74
300692,Waste pharmaceuticals,0,0,0,3,1,0,2,2,3,6,,0,0,1,0,1,0,117,2,0,4,,23,176,3,102,346,78,394,15,20,54
441193,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,1,0,1,41,73,97,43,59,6,,3094,4893,2547,1112,13148,4583,2100,2109,1685,1461,,1154,856,504,895,516,598,428,222,162,234
110313,"Groats and meal of maize """"corn""""""""",112,1,0,3,5,2,7,4,12,6,,19,12,10,17,45,114,138,162,284,316,,301,266,174,143,175,147,182,183,181,133
151530,"Castor oil and fractions thereof, whether or not refined, but not chemically modified",0,3,5,0,0,0,0,1,2,6,,91,103,123,189,142,160,152,164,1095,1762,,3021,2242,3397,2277,1854,2834,2655,3716,3074,4076
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,0,0,72,2,6,,0,0,0,0,0,447,301,543,5296,1792,,0,0,0,0,0,0,75,78,2,7
940610,"Prefabricated buildings of wood, whether or not complete or already assembled",0,0,0,0,0,0,391,132,70,6,,0,0,0,0,0,78247,29728,62058,29266,58051,,0,0,0,0,0,0,675,1539,387,621
540600,"Man-made filament yarn, put up for retail sale (excluding sewing thread)",27,3999,10,17,116,25,22,21,3,6,,47419,45854,39526,42878,49393,62554,73511,77801,73215,87642,,101,4661,762,807,538,81,57,56,32,18
521059,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",126,14,38,173,130,180,0,1,0,6,,1455,15425,24467,16749,17651,15237,26156,18316,12548,13146,,307,220,269,574,314,381,79,85,85,65
520300,"Cotton, carded or combed",53,59,21,1,3,12,41,3,10,6,,134,671,3548,351,79,297,374,298,93,157,,144,121,71,157,104,423,349,785,1050,961
730230,"Switch blades, crossing frogs, point rods and other crossing pieces, for railway or tramway ...",15,132,180,14,49,143,152,447,116,6,,42086,36459,49672,52763,45330,39591,60374,77802,42752,57061,,461,553,2248,610,1557,1772,2976,1779,1186,701
845931,"Boring-milling machines for metals, numerically controlled (excluding way-type unit head machines)",503,624,1,573,0,2,0,0,9,6,,9313,3652,7194,8397,7155,3143,5080,6561,9169,7444,,9279,5130,2168,6162,1253,1477,1068,1216,1801,517
520411,"Sewing thread, containing >= 85% cotton by weight (excluding that put up for retail sale)",89,169,167,84,4,10,6,14,16,5,,11948,12767,15196,10532,8897,6993,9163,7986,11572,13786,,184,610,246,127,221,24,66,181,169,43
100790,Grain sorghum (excluding for sowing),0,4,19,23,18,18,19,2,4,5,,16456,9189,5807,4502,13012,19050,22437,15158,9435,2355,,2,9,26,27,20,22,21,4,16,8
151319,"Coconut oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,32,0,0,0,5,0,5,,20,14,13,116,297,312,176,50,215,331,,33245,30379,45746,38773,43930,40589,50514,38751,24642,44651
280490,Selenium,0,0,2,0,3,0,6,13,19,5,,19021,32800,11421,25231,28487,7065,18698,6662,5182,4897,,614,236,423,212,365,362,75,83,65,95
820160,"Hedge shears, two-handed pruning shears and similar two-handed shears, with working parts of ...",19,14,79,22,34,11,49,17,15,5,,66180,64047,70560,71311,66014,76005,79319,68900,66491,78294,,339,291,240,259,228,136,119,283,266,257
844610,Weaving machines for weaving fabrics of a width <= 30 cm,0,0,0,4,0,0,2,0,0,5,,19043,29733,25998,26179,25928,26433,35543,41163,41474,49524,,0,0,9,8,51,15,3,2,5,20
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",25,32,8,0,53,71,107,174,1,5,,119449,119129,122564,108590,109374,165538,206727,215344,186895,304948,,47,160,54,21,199,99,137,321,7,5
270120,"Briquettes, ovoids and similar solid fuels manufactured from coal",0,4,1,0,36,9,0,0,0,5,,42473,40812,34542,26705,22096,17619,19293,15233,11734,12970,,11,9,2,19,37,40,337,54,2,21
391310,"Alginic acid, its salts and esters, in primary forms",26,18,16,15,13,98,75,95,9,5,,303,479,239,613,179,424,542,420,480,400,,2601,262,179,128,129,308,198,152,45,72
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",14,21,26,24,35,26,21,8,5,5,,1021554,932127,892981,932821,835892,992068,1275967,1259428,1478452,1582830,,632300,544077,428877,408504,309516,260636,398516,488835,506686,703623
293332,Piperidine and its salts,0,3,0,0,5,2,0,12,0,5,,1548,3713,3656,804,1007,2297,3184,1374,2048,3703,,56,36,780,56,90,91,66,63,141,148
551529,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",1,6,6,56,28,5,279,0,0,5,,5338,3259,4467,4744,4878,2398,2099,2262,2821,3051,,1774,2887,5124,3204,2027,2925,1646,1368,792,582
