Product code,Product label,Singapore's imports from Viet Nam-Value in 2012,Singapore's imports from Viet Nam-Value in 2013,Singapore's imports from Viet Nam-Value in 2014,Singapore's imports from Viet Nam-Value in 2015,Singapore's imports from Viet Nam-Value in 2016,Singapore's imports from Viet Nam-Value in 2017,Singapore's imports from Viet Nam-Value in 2018,Singapore's imports from Viet Nam-Value in 2019,Singapore's imports from Viet Nam-Value in 2020,Singapore's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
852321,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,0,28,15,0,38,17,0,0,0,0,,324,693,2878,3582,6209,3635,3372,12084,1256,1350,,29599,95250,22269,16996,10170,8056,17254,6954,3109,8284
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,79,83,0,2,31,,54,250,232,157,57,38,1594,31,136,118
851621,"Electric storage heating radiators, for space-heating",0,0,0,10,0,0,0,0,0,0,,4737,1536,1522,1342,554,676,834,312,409,1887,,235,432,249,802,4300,2469,203,40,2346,21
851633,Electric hand-drying apparatus,0,0,0,0,0,0,0,0,15,0,,45,17,22,3,35,125,35,36,46,13,,1355,1928,1639,1529,1062,964,512,1034,483,520
851640,Electric smoothing irons,0,0,14,0,7,0,0,0,0,0,,141,168,109,87,94,90,117,100,65,50,,210934,31234,25441,20057,23077,18669,20923,16799,11794,12487
850520,"Electromagnetic couplings, clutches and brakes",0,0,0,4,0,0,2,0,0,0,,0,1,5,7,12,7,89,47,77,2701,,7448,7471,8974,6132,5601,7549,9849,10547,8634,10136
850240,Electric rotary converters,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,3,1,1,1091,1690,,2936,2738,4005,6432,5246,2270,2462,1561,1115,1120
854091,"Parts of cathode ray tubes, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,18,1007,1763,69,57,74,65,,,714,610,271,159,187,230,64,233,124,608
854020,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excluding ...,2,18,55,0,5,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,139,,2414,6378,7532,6021,6761,11647,13515,13693,24851,18499
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor ...",0,0,0,0,0,0,0,0,0,0,,7,5,0,0,0,48,10,0,0,514,,10878,10944,8993,8774,7934,9523,12946,14101,9892,6464
853331,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,169,10,103,804,167,1559,,4763,5493,3919,2774,2363,3184,1457,1240,2058,2641
853521,"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV",0,15,15,0,0,0,7,16,9,0,,211,280,669,566,214,589,173,393,235,2019,,7115,11859,6687,3367,7140,6000,2505,2663,5861,6710
853630,Apparatus for protecting electrical circuits for a voltage <= 1.000 V (excluding fuses and ...,54,54,50,27,13,3,10,42,19,0,,16902,17962,24691,34891,55405,69206,52781,32959,23538,264550,,39051,52055,57730,43343,51043,57057,72779,70998,75598,92758
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",0,0,1,1,0,0,15,59,0,0,,4791,5486,31767,62227,49473,30447,42002,38072,10102,21534,,235,482,529,1271,1829,3602,2580,1222,201,66
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,54,0,0,0,0,0,0,0,,0,22,0,11,11,31,14,59,367,457,,7857,10570,12668,19312,18630,15496,17906,10057,8333,7705
880521,Air combat simulators and parts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,8,,13992,13411,309,20575,11497,533,324,551,230,624
890120,Tankers,0,0,0,0,0,0,0,0,0,0,,50558,3110,43124,14553,0,0,37038,25747,2250,69612,,127359,0,10,264,70,0,311,449,6842,1
890130,Refrigerated vessels (excluding tankers),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,16371,0,0,0,10,55,0,0,11,0
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",56,6,0,2662,0,0,0,0,0,0,,69,0,0,4,0,0,0,14,461,167,,2638,3971,1402,5332,996,242,1034,1020,2900,6513
900580,"Monoculars, astronomical and other optical telescopes and other astronomical instruments (excluding ...",0,0,0,3,0,0,0,0,0,0,,1,3,0,0,2,6,3,21,3,1,,3906,2409,6526,3602,3155,1354,1901,3487,3335,2634
900669,Photographic flashlights and flashlight apparatus (excluding with electronic discharge lamps),0,0,0,0,0,0,0,0,0,0,,1,0,30,1,44,26,33,0,241,16,,17715,8376,2434,2397,746,1066,1524,1485,1076,1152
860210,Diesel-electric locomotives,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,8,4235,0,0
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,0,0,0,0,0,0,0,0,,0,37,0,0,0,0,0,0,0,,,0,0,127939,131818,85063,21,4,0,54,0
860699,Railway or tramway goods vans and wagons (excluding those specially designed for the transport ...,0,0,0,0,0,0,0,0,0,0,,0,0,35,0,0,40,0,0,0,,,0,0,1039,2566,6553,1966,2346,85,1091,2158
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,319,482,0,0,0,282,,37,78,64,2929,1641,4790,4082,1075,868,2325
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,18,,258,2938,320,1277,394,15,0,0,435,361
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,764,55,,,0,0,0,0,0,0,0,46,0,0
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,224,43,4,,,0,0,0,0,0,0,956,1987,5733,1336
870321,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,0,0,0,0,0,0,0,,95,0,24,31,25,132,3601,4416,85401,195009,,3151,1455,580,2047,14295,38385,33453,36036,17178,12849
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,104,45,142,19,66,19,82,,13765,21244,20790,13876,22681,9925,548,1390,5906,5829
870380,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4224,1436,,0,0,0,0,0,0,26205,74766,16698,79969
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,101,20,0,0,0,0,2,0,0,,,13452,4221,357,929,521,0,1164,8906,7847,7893
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,30,33,40,834,15,,1140,1550,14356,16801,22557,26574,24694,38996,22794,64736
870510,Crane lorries (excluding breakdown lorries),0,0,0,0,0,0,0,0,0,0,,449,53,266,643,55,98,885,90,353,612,,38685,32750,27690,3557,3320,1381,1329,839,4075,9397
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",0,0,0,0,0,0,0,0,0,0,,0,0,8,18,56,6,7,0,0,1,,89406,180618,174187,180262,187341,128249,200121,61649,54163,29980
870790,"Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles ...",0,0,0,0,0,0,9,0,0,0,,464,1718,692,1229,1162,1167,2422,991,2663,1228,,41282,19232,10035,21601,10377,12880,17080,8130,2723,5398
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,2,0,0,0,0,0,0,,1,6,27,61,54,438,0,0,0,,,0,0,257,140,51,4,0,0,0,0
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,99,20,8,77,3818,4736,610,442,4,,172,68,293,65,118,28,38,20,5,6
590700,"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ...",0,13,1,17,70,226,6,0,35,0,,990,1810,1251,1464,1479,1430,1861,3019,2436,5533,,4277,3118,5014,5338,3230,2862,3526,2871,1399,1522
591120,"Bolting cloth, whether or not made up",0,0,0,0,0,0,0,0,0,0,,0,1,1,17,0,0,0,10,14,,,5016,4651,3757,3362,3034,3731,3667,2840,3109,3028
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,51,,1704,7828,11453,5783,4926,8511,2995,5312,8253,8117
600192,"Pile fabrics of man-made fibres, knitted or crocheted (excluding """"long pile"""" fabrics)""""",39,0,0,107,108,266,288,1,17,0,,5336,5098,4480,5319,6818,14720,25360,28544,23275,19900,,603,571,1290,2087,897,1724,2383,362,463,250
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,,0,0,0,0,0,34,26,1,0,3
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",0,0,0,1,0,0,4,0,0,0,,799,360,3041,2284,4550,10476,11685,10903,13551,21154,,196,153,420,414,227,238,212,134,80,166
621510,"Ties, bow ties and cravats of silk or silk waste (excluding knitted or crocheted)",0,5,0,8,0,1,0,0,34,0,,4549,2197,744,612,752,781,725,814,858,650,,4293,4675,4701,4416,4964,5247,7173,7054,5895,5022
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,0,0,0,0,0,0,0,0,0,0,,2031,271,170,445,245,562,155,160,621,1375,,616,518,1023,612,473,339,736,334,291,446
611220,"Ski-suits, knitted or crocheted",0,0,0,0,0,7,0,4,0,0,,1049,99,215,115,45,157,386,446,48,56,,28,55,135,128,2,23,6,16,12,35
540771,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,7390,10397,11351,10279,12045,14110,15691,12308,13017,23524,,95,290,94,218,1002,410,294,237,108,135
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,1,0,0,0,0,,2986,657,154,833,1365,547,4157,4278,2512,4751,,4441,1235,841,607,717,371,361,260,106,319
540781,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,4,222,67,733,648,1149,695,297,2645,951,,87,30,75,7,3,3,68,27,9,78
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",45,0,0,25,88,0,0,0,0,0,,0,12,141,153,76,51,124,177,76,275,,4527,3099,2612,2266,2294,1823,2121,1515,766,929
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,4,97,15,0,34,5,32,,174,124,81,60,27,22,12,49,8,29
550200,Artificial filament tow as specified in Note 1 to chapter 55,1,576,0,0,0,0,0,0,0,0,,36,0,49,124,558,0,0,0,0,,,37205,47319,51863,43351,62716,78302,0,0,0,0
550330,"Acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,24,889,292,,20,4,0,0,0,0,8,20,8,17
550510,"Waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,1115,894,322,473,405,1055,2877,2321,1790,5228,,0,0,0,0,0,0,9,136,0,0
550820,"Sewing thread of artificial staple fibres, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,4521,4217,2526,1891,1516,956,1205,913,757,720,,112,275,231,241,275,130,1116,69,61,77
550952,"Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely ...",0,0,0,0,0,0,0,0,0,0,,89,51,0,23,8,6,309,755,1277,1024,,0,0,0,1,0,0,1,0,0,0
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,22,0,8,9,0,2,,0,0,0,0,0,0,0,0,35,37
551090,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,796,863,355,617,1013,6955,15222,12096,8579,1779,,29,1,8306,104,11,0,2,11,2,6
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,11,0,0,,42,0,59,71,497,498,2381,1823,298,226,,85,19,94,148,30,13,65,26,11,21
551421,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,6,130,266,90,119,180,75,108,148,186,,126,299,656,304,90,307,167,329,145,102
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,53,21,2,0,0,0,345,,63,93,11,2,1,0,25,7,4,4
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,2,4,5,169,274,145,671,1224,1183,1309,,2195,745,1327,255,3,21,16,18,12,3
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",21,0,0,0,0,0,0,0,0,0,,0,0,5,88,0,1,10,80,69,17,,748,887,796,262,428,325,59,72,14,71
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,360,10,9,629,242,30,425,199,95,47,,21,11,42,34,5,10,0,0,0,0
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",1,1,2,11,1,0,0,0,0,0,,482,507,1048,599,482,422,474,520,635,713,,1597,5673,1695,2144,1195,999,559,2730,3462,1377
560312,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",96,0,0,0,0,0,0,0,150,0,,428,347,3014,3254,2533,2233,1727,2262,11101,12284,,5965,5228,7125,5517,5265,3090,3321,2890,10348,6462
560741,"Binder or baler twine, of polyethylene or polypropylene",1,0,1,1,0,0,0,0,0,0,,2453,1956,2682,4336,4239,4332,4911,11342,17462,20257,,2341,1135,882,646,647,548,598,641,398,539
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",0,0,0,0,0,0,0,0,0,0,,179,25,0,0,0,1,0,0,0,19,,421,164,675,478,242,517,276,284,46,163
580132,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,7,11,5,,14,11,0,0,0,0,21,27,4,16
580640,"Narrow fabrics consisting of warp without weft assembled by means of an adhesive """"bolducs"""", ...""",0,3,1,0,0,0,0,0,1,0,,8,2,22,17,138,448,513,745,360,1446,,352,331,428,350,688,512,424,496,428,447
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",128,0,0,5,0,0,1,0,1,0,,1695,1761,1468,958,1027,1022,661,926,994,1415,,1409,1417,860,1237,1095,647,1043,679,467,326
500100,Silkworm cocoons suitable for reeling,0,0,0,0,0,0,0,0,0,0,,57,34,75,0,0,0,3,12,0,1,,16,70,4,4,0,0,0,0,0,0
500500,Yarn spun from silk waste (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,714,397,1879,190,355,95,319,170,0,606,,0,0,4,84,280,163,2,59,1,24
500710,Woven fabrics of noil silk,0,1,0,75,119,151,11,37,0,0,,11,3,14,1,2,11,29,299,2,5,,2021,1204,1547,1833,2699,1809,1350,1079,1381,1158
500720,Woven fabrics containing >= 85% silk or schappe by weight,0,0,0,0,0,0,0,64,0,0,,9010,11498,14257,13553,15455,15952,19742,16610,12621,12919,,9439,3736,5338,3624,2286,968,593,3450,854,1069
510130,"Carbonised wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,128,0,0,0,,,0,0,0,0,0,0,0,0,0,0
510521,"Wool, combed, in fragments """"open tops""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,0,0,0,0,0,0,0,0,0,0,,0,0,585,130,37,128,427,472,306,26,,698,350,438,216,175,220,271,468,370,163
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,7,30,4,32,,327,17,97,102,8,26,45,89,20,38
640212,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...",0,0,0,5,0,8,7,2,3,0,,9300,8908,8346,9966,6659,9569,9937,10467,8317,23828,,116,300,246,364,484,149,222,122,84,37
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",12,5,0,767,172,6,0,2,1,0,,0,0,137,21,966,2782,3056,3457,3377,72,,2758,3201,1952,3415,2289,1213,1185,654,400,705
640610,Uppers and parts thereof (excluding stiffeners and general parts made of asbestos),0,1,0,0,6,4,17,0,2,0,,116764,169226,212058,211042,244129,276876,281357,296704,220513,272526,,1568,951,422,900,10160,6474,6495,2247,958,107
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",0,0,0,0,0,3,3,0,0,0,,78,66,131,278,361,171,170,20,38,41,,119,61,72,167,119,190,144,189,254,284
630253,Table linen of man-made fibres (excluding knitted or crocheted),3,4,3,1,0,3,3,0,0,0,,324,289,72,39,39,47,9,63,176,229,,801,351,430,460,383,402,327,488,253,285
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",0,0,23,0,0,29,0,0,1,0,,1382,542,627,942,1481,5359,6337,9376,10351,21963,,1168,1644,1471,1054,917,630,1591,1211,828,1350
630110,Electric blankets of all types of textile materials,0,0,0,0,0,0,0,0,0,0,,0,110,224,129,1398,2477,4067,5542,7025,7459,,46,70,61,81,175,68,165,104,81,55
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",0,0,15,15,0,0,0,0,0,0,,61,19,119,231,586,388,564,436,631,593,,6082,5510,5846,4615,6797,8560,7690,6168,8118,10315
681140,"Articles of asbestos-cement, cellulose fibre-cement or the like, containing asbestos",0,0,0,0,0,0,0,0,0,0,,756,261,787,934,1246,1289,1386,1628,1156,669,,11,14,0,0,0,0,332,254,78,340
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",33,2,216,1617,1911,883,2330,739,608,0,,1220,1230,1251,1130,608,674,1271,1527,1011,1339,,3645,3314,3747,5498,5419,3094,4364,3822,3676,2730
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",0,0,0,0,0,0,0,0,0,0,,20,14,7,5,11,10,1,2,11,1255,,22,53,32,8,12,3,7,8,0,0
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",0,0,0,0,0,0,0,0,0,0,,0,0,22,5,49,29,17,19,0,,,1942,1375,381,552,582,712,1311,1519,1495,2268
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",0,0,0,0,0,0,0,0,0,0,,0,0,18,0,0,19,0,0,0,2,,42,1515,1481,313,168,11,21,1153,36,1426
711029,Palladium in semi-manufactured forms,0,0,0,0,0,0,0,0,3174,0,,0,428,111,233,71,20,262,175,76,103,,3781,2361,2638,1075,35317,674,1153,1262,4718,4230
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,14834,6611,5061,5557,5761,4122,20771,11053,22225,55937
731412,"Endless bands of stainless steel wire, for machinery",0,0,0,0,0,0,0,0,0,0,,12,0,98,0,2,1,8,0,17,3,,392,756,829,289,343,513,332,130,144,170
731811,Coach screws of iron or steel,0,0,0,6,0,5,42,15,0,0,,25,9,14,23,46,13,9,11,6,376,,10887,12922,12390,7459,5975,7107,13140,13585,12481,13868
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",0,1,0,0,0,0,42,0,0,0,,0,0,0,0,1,6,1,2,0,122,,4415,8557,5772,4387,4083,5470,4136,3921,3158,4722
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,96,0,27,25,0,0,0,0,,29,53,60,50,85,43,6,13,28,25,,4852,3433,2955,1648,631,594,420,282,100,228
741810,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",0,0,15,1,6,1,0,0,0,0,,78,25,91,60,41,21,45,101,144,172,,644,849,669,660,574,547,884,577,266,469
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",1,0,0,0,0,0,0,0,0,0,,703,517,0,3,0,874,1644,0,55,,,10340,8955,8653,5721,5336,6467,7649,4835,3959,170499
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",0,0,0,0,0,0,0,5,0,0,,886,363,402,349,319,0,0,0,0,,,11360,9668,11146,15554,2737,1684,588,1052,1020,719
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",89,0,1,0,0,0,0,2,0,0,,28,107,89,62,39,19,250,67,2299,2909,,8144,13859,6672,4778,6768,19967,19015,16892,12348,16717
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,6,,20517,37237,17925,19815,20027,15212,19561,12971,24870,21292
720299,"Ferro-alloys (excluding ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, ...",0,0,0,0,0,0,0,0,0,0,,9138,163,844,457,881,2573,10881,6163,5557,8815,,2683,396,249,604,345,713,365,769,2336,12222
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",0,0,0,0,0,12,0,0,0,0,,12884,977,5239,4365,5501,2648,930,87,161,774,,7555,4450,5681,5604,3361,3006,3099,3400,3011,4510
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,0,0,0,1,0,0,0,0,0,,1,14,60,87,12,56,131,208,100,,,1691,825,1110,2250,2530,2344,495,132,70,105
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",0,0,6,0,0,2,0,0,0,0,,205974,184998,158417,16117,18381,228690,184695,212104,549136,673371,,2210,5494,4411,3220,1006,1731,5875,8838,11755,5825
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",80,15,0,0,0,0,0,1,0,0,,54,14,12,30,9,7,732,14,16,,,22611,5430,4111,2357,1403,522,698,1919,1138,976
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,79,9,0,5,0,,468,4,74,60,193,937,11686,10586,28688,20249,,3216,2318,4576,508,276,630,1189,188,427,472
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,10,776,0,0,,1923,1825,1691,899,842,1111,611,888,1106,4975,,390,107,290,197,38,352,141,810,13,15
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not ...""",0,0,0,0,0,0,0,0,0,0,,5414,4429,9471,8962,2641,2382,4595,7603,9281,4686,,1174,1189,618,1309,939,2432,3628,3098,772,1776
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",0,21,0,0,0,0,0,0,0,0,,11102,9912,5184,711,458,128,381,554,222,117,,1681,983,1536,2132,3212,3941,3087,3173,2972,3599
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",0,0,0,0,0,0,0,0,0,0,,6750,1520,1346,256,369,187,378,197,97,23083,,6620,4397,3983,2669,1014,971,1474,10951,319,27252
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,1,1379,1016,1036,77,,63481,86651,93915,69597,79114,128479,69296,6240,2988,1938
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,537,1085,107,330,152,91,4016,5052,4635,1590,,15814,13775,11215,2860,3254,2551,3124,4293,7103,5006
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",0,0,0,0,0,0,0,0,0,0,,8,115,0,1,5,774,233,2366,12,1425,,833,609,521,1155,398,486,566,1161,381,881
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,8,0,0,0,0,0,0,,70,2742,277,3,89,47,85,96,14,107,,24104,10331,11105,10644,8341,7199,8425,6999,5469,6104
