Product code,Product label,Germany's imports from Singapore-Value in 2012,Germany's imports from Singapore-Value in 2013,Germany's imports from Singapore-Value in 2014,Germany's imports from Singapore-Value in 2015,Germany's imports from Singapore-Value in 2016,Germany's imports from Singapore-Value in 2017,Germany's imports from Singapore-Value in 2018,Germany's imports from Singapore-Value in 2019,Germany's imports from Singapore-Value in 2020,Germany's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
330430,Manicure or pedicure preparations,0,8,1,0,72,97,1,2,0,1,,8712,19362,12487,18050,21720,16529,12959,5725,3623,3814,,174777,190859,189751,159833,150153,155185,142578,125165,126227,132098
590210,"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, whether or not dipped ...",0,0,0,0,0,0,0,0,0,1,,138,1580,19,6,263,57,55,31,36,10,,71447,57320,53729,43005,31740,36976,32381,40500,39629,53148
190410,"Prepared foods obtained by swelling or roasting cereals or cereal products, e.g. corn flakes",0,0,0,0,0,0,0,1,0,1,,4444,4747,4041,3475,2273,2092,2828,3676,2715,3207,,177281,196473,186962,155029,162286,179506,218386,222430,259099,278237
151620,"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",2,3,0,0,2,0,0,0,43,1,,76429,72212,73299,55432,55549,54219,54649,40101,42801,57726,,214853,230273,229498,178609,187990,193332,192056,154508,143567,174744
700719,"Toughened """"tempered"""" safety glass (excluding glass of size and shape suitable for incorporation ...""",0,1,0,0,5,7,4,5,1,1,,3230,3475,2098,1789,1553,2616,1999,2595,2184,2467,,116025,118663,136218,125146,128585,138487,148273,143975,149117,185425
640690,"Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings ...",0,1,5,0,112,283,0,0,0,1,,6895,5839,7671,6501,4944,2949,2769,3911,3539,3570,,223424,232570,258963,232655,223577,202628,216493,228746,216182,257261
820231,"Circular saw blades, incl. slitting or slotting saw blades, of base metal, with working parts ...",0,0,6,0,0,0,0,0,0,1,,1898,778,586,545,528,432,329,262,229,182,,41403,42795,45281,38508,35704,39135,40309,35224,34017,41893
940560,"Illuminated signs, illuminated nameplates and the like, with a permanently fixed light source",8,10,3,4,3,1,1,17,2,1,,6579,2497,3081,3521,6541,5450,3872,3690,3586,2905,,55628,53797,48547,49291,67015,76053,73487,57086,51678,52608
853990,"Parts of electric filament or discharge lamps, sealed beam lamp units, ultraviolet or infra-red ...",25,23,27,3,0,0,21,17,1,1,,22526,15515,8987,6413,11380,6852,6887,6929,8640,5494,,122870,113310,122085,90800,87060,82222,75271,55713,48083,46922
854519,"Electrodes of graphite or other carbon, for electrical purposes (excluding those used for furnaces)",8,3,1,3,2,1,1,0,1,0,,2071,1987,1836,2062,1892,3357,2520,1709,1952,1640,,47996,45966,48468,28297,25872,27160,44599,40762,44028,44855
854520,Carbon brushes for electrical purposes,0,0,1,0,0,2,0,2,0,0,,2580,3147,2473,2047,2373,1414,1574,2889,5492,3364,,42964,43850,46882,43796,44840,55173,67903,59759,51731,50167
851210,Electric lighting or visual signalling equipment of a kind used for bicycles (other than lamps ...,1083,1110,2,7,0,0,8,0,0,0,,519,1210,399,340,345,275,413,391,684,850,,47171,42454,49108,46037,40673,39299,44345,51355,74841,102111
851631,Electric hairdryers,0,0,3,39,82,153,0,66,0,0,,4054,3883,3585,3563,3617,11395,7933,5309,4330,33183,,93118,104244,103731,97939,112708,125323,127824,124267,145519,152598
852712,"Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, ...",0,0,0,0,0,0,0,0,0,0,,1981,754,716,743,1106,1207,502,344,301,75,,109,174,86,32,75,12,3,30,76,62
852719,"Radio-broadcast receivers capable of operating without an external source of power, not combined ...",0,0,3,0,0,131,0,8,1,0,,8919,10905,15613,4041,2138,2297,2186,1529,1715,1929,,50552,49311,47098,51067,59497,62850,59204,81425,72231,62842
852792,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",5,0,0,0,1,4,0,0,0,0,,1567,3220,1078,927,656,1236,961,2073,126,2354,,45840,42846,38298,42555,36291,35807,31921,37688,25983,31196
852862,Projectors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,1,6,4,0,0,,0,0,0,0,0,0,8702,6880,2929,7451,,0,0,0,0,0,492745,538745,450024,385127,433038
846310,"Draw-benches for metal bars, tubes, profiles, wire or the like",0,0,0,0,0,0,0,0,0,0,,107,609,246,788,665,496,865,689,296,783,,10835,8412,4881,5180,6394,4483,6609,15675,11842,8714
846320,"Thread rolling machines, for working metal",0,0,0,0,0,0,0,0,0,0,,299,138,317,379,232,319,376,28,183,183,,3265,1956,2335,1223,1936,2530,1476,1016,1373,401
847960,"Evaporative air coolers, n.e.s.",0,45,87,3,0,0,5,0,11,0,,3554,7555,3793,3126,3196,3612,2972,3552,2947,1171,,1197,2406,3686,5659,7863,9206,9068,11881,23560,22170
850434,Transformers having a power handling capacity > 500 kVA (excluding liquid dielectric transformers),0,0,92,0,0,0,0,0,0,0,,19283,25476,11256,12319,16526,21011,17518,5435,6262,6364,,80850,77052,77923,60408,45436,39972,53946,62787,50592,53347
850133,DC motors and DC generators of an output > 75 kW but <= 375 kW (excl. photovoltaic generators),181,0,1,0,0,0,2,16,0,0,,6365,7398,6633,6807,3532,3068,4426,5203,2652,5600,,9714,8054,4985,46327,46395,45416,20655,42063,48397,38156
850162,"AC generators """"alternators"""", of an output > 75 kVA but <= 375 kVA (excl. photovoltaic g ...""",0,0,747,0,0,47,0,0,0,0,,12049,11078,7146,12510,46675,103112,155034,154476,128462,140193,,59612,49262,54483,50711,93134,123584,184164,210884,135734,74544
850213,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,0,0,0,0,0,0,0,0,,322596,219172,247420,231573,202410,196676,246412,117633,104098,107766,,76145,72236,91141,79714,62765,63964,65971,53288,79260,64907
850220,Generating sets with spark-ignition internal combustion piston engine,0,2,0,0,0,1,0,0,0,0,,54863,68912,68358,82536,79478,44391,63655,70536,64678,18537,,192903,160078,141958,66608,108749,127833,115339,95864,93521,124837
845012,"Household or laundry-type washing machines, with built-in centrifugal drier (excluding fully-automatic ...",0,0,0,0,0,0,0,0,0,0,,916,891,3367,5199,1261,377,211,31,62,14,,1440,1235,1612,6266,14815,10549,1869,1842,3169,10158
845230,Sewing machine needles,55,35,59,199,68,26,0,0,0,0,,23012,21451,22887,22877,27529,27584,28466,31587,27325,35074,,33286,30848,34619,27026,27793,30405,0,0,0,0
845650,Water-jet cutting machines,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,183,166,1042,933,,0,0,0,0,0,27218,25250,19775,12648,17259
845819,"Horizontal lathes, incl. turning centres, for removing metal, not numerically controlled",1,0,0,0,6,0,0,0,4,0,,2200,1351,1413,435,1248,945,540,4757,1196,1339,,33724,37604,33595,29522,23166,25478,30396,31109,22067,22032
845951,"Milling machines for metals, knee-type, numerically controlled",0,0,0,0,2,0,0,0,0,0,,354,17,131,235,136,55,98,363,133,100,,2717,2905,3004,1051,1974,12286,3175,1999,3604,5577
845969,"Milling machines for metals, not numerically controlled (excluding way-type unit head machines, ...",68,1,18,17,0,0,0,0,0,0,,5231,2214,2841,2006,2973,1474,1718,2121,1285,1062,,19951,18094,15463,13339,11942,11395,11379,11115,8901,9630
846810,"Hand-held blow pipes, gas-operated, for soldering, brazing or welding",1,0,0,0,1,0,0,0,1,0,,152,76,51,82,51,41,59,186,55,32,,12232,11326,13811,12498,10984,13744,13996,11994,12133,15481
846820,"Gas-operated machinery and apparatus for soldering, brazing, welding or surface tempering (excluding ...",20,0,0,0,0,6,0,0,0,0,,3304,1344,1531,1972,1544,1985,411,1185,1467,1557,,5481,6933,6117,4281,3742,3281,4860,5206,5428,6493
846900,Typewriters and word-processing machines (excluding automatic data-processing machines and ...,0,0,0,0,0,0,0,0,0,0,,1484,538,683,625,708,969,0,0,0,0,,1099,50,295,588,358,0,0,0,0,0
847210,"Duplicating machines """"hectograph or stencil"""" (excluding printing machines and photocopying ...""",0,0,0,0,0,0,0,0,0,0,,211,149,159,122,73,40,52,59,5,104,,1177,1163,1065,681,680,1302,0,19,8,121
847480,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened ...",0,0,0,0,0,3,0,24,0,0,,3822,7508,5508,3092,3313,3338,4321,4245,2927,410,,32345,53188,34568,31158,30202,39892,27332,30468,20524,24734
843930,Machinery for finishing paper or paperboard (excluding calenders),0,0,0,0,0,0,0,0,0,0,,3378,449,413,1618,215,105,272,312,76,665,,34243,19487,34653,28162,37278,70236,70800,76010,71761,72784
844621,"Power looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,0,0,0,0,0,0,0,0,,68,0,6,1092,228,0,21,23,0,0,,510,623,1000,438,340,1735,174,955,304,3113
843210,"Ploughs for use in agriculture, horticulture or forestry",0,0,0,0,0,0,0,0,0,0,,50,31,6,4,156,138,46,519,114,17,,22174,28820,20917,14568,12678,18875,21582,20538,17943,17006
843229,"Harrows, scarifiers, cultivators, weeders and hoes for use in agriculture, horticulture or ...",0,0,0,0,0,0,0,0,0,0,,50,114,82,48,76,8,505,56,156,39,,87509,86075,92058,72686,77970,89480,99960,82396,97444,125987
843231,"No-till direct seeders, planters and transplanters",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,17587,18577,21466,27287,28221
843241,Manure spreaders (excl. sprayers),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,29,82,3,132,,0,0,0,0,0,1164,5348,6813,7627,8230
843330,Haymaking machinery (excluding mowers),0,0,0,0,0,0,0,0,0,0,,0,0,117,16,34,25,203,53,61,15,,89937,84946,81852,66816,51280,65858,73152,79792,79852,91275
843590,"Parts of presses, crushers and similar machinery used in the manufacture of wine, cider, fruit ...",0,0,0,0,0,0,0,0,0,0,,410,1246,803,589,228,231,164,52,94,169,,14022,17045,16398,13358,11277,11774,12236,11331,9069,11548
960110,"Worked ivory and articles of ivory, n.e.s.",0,0,0,0,0,0,0,0,0,0,,352,15,140,104,6689,155,22,170,559,29,,29,72,58,57,36,107,78,81,60,69
950632,Golf balls,3,0,0,0,0,0,0,0,0,0,,2230,2420,2600,2184,2536,2292,1864,1904,1995,3042,,15254,14016,16371,15550,15660,18017,20841,25114,26503,46615
950659,"Badminton and similar rackets, whether or not strung (other than tennis rackets and table-tennis ...",0,0,0,0,0,0,0,0,0,0,,20655,21126,18071,19292,16534,19935,24941,23026,14210,26962,,18525,16578,18687,14807,18401,15884,15446,15071,16231,21575
950662,Inflatable balls,0,9,35,16,0,0,0,0,0,0,,8689,5859,7546,4126,5969,4272,3803,3619,1768,3057,,91159,82182,105069,95861,108084,88736,89604,87290,81053,84854
950669,"Balls (excluding inflatable, tennis balls, golf balls, and table-tennis balls)",7,0,5,0,1,0,0,0,0,0,,802,1077,1118,3070,915,728,731,681,484,580,,23343,21211,22794,20288,28428,28103,21812,21280,21103,20621
960711,Slide fasteners fitted with chain scoops of base metal,0,0,0,0,0,0,0,0,0,0,,516,704,1722,2358,2860,3362,1461,1344,1317,1444,,5916,7403,10675,8233,8308,9252,9315,9345,9192,11219
960899,"Parts of ball-point pens, felt-tipped and other porous-tipped pens and markers, fountain pens ...",1,2,0,6,0,0,0,1,5,0,,3365,3048,4069,3485,4026,2852,2000,1641,953,1571,,23326,21878,22213,19566,23386,22246,28606,26972,19437,25688
961000,"Slates and boards, with writing or drawing surfaces, whether or not framed",0,2,0,0,0,0,103,572,0,0,,3132,870,320,831,267,209,239,415,260,123,,31419,33673,40553,38020,45104,50176,55805,56430,51058,57614
961400,"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s.",0,0,0,0,0,0,0,0,0,0,,393,277,566,296,397,133,153,836,85,155,,19330,25557,31137,30996,38208,42618,49604,44826,55792,81953
860310,"Self-propelled railway or tramway coaches, vans and trucks, powered from an external source ...",0,0,0,0,0,0,0,0,0,0,,8,5631,0,0,0,0,0,0,0,0,,225423,512811,478546,474012,410790,600991,265755,644969,491825,445138
860630,Railway or tramway self-discharging goods vans and wagons (excluding tank wagons and the like ...,0,0,0,0,0,0,0,0,0,0,,0,0,28,31,0,3,0,0,0,0,,0,0,0,0,20719,606,592,111,0,0
860692,"Railway or tramway goods vans and wagons, open, with non-removable sides of a height > 60 cm ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,491,1249,4826,4236,58878,32269,1659,5082,5904,3945
870290,"Motor vehicles for the transport of >= 10 persons, incl. driver, not with compression-ignition ...""",0,0,0,0,0,0,0,0,0,0,,18105,18897,22011,17653,24600,9971,16712,4366,46,1421,,301,457,4741,1655,2419,145,290,2033,20299,1689
870332,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,6,0,0,0,0,,492,2114,2147,1481,1600,307,754,224,113,550,,15924786,15391094,16870714,16514710,18129770,19281934,18815793,20659114,16401272,12273049
870431,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,1513,3680,5746,2602,2702,835,1768,2349,4256,15788,,470451,141682,43755,45323,48882,82793,159148,212241,309399,208829
901010,Apparatus and equipment for automatically developing photographic or cinematographic film or ...,9,0,0,0,0,1,0,0,0,0,,8532,4947,3600,3352,1963,3992,701,531,484,244,,3146,3650,4038,5392,5008,4093,3367,2520,1448,2111
871000,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,2409,0,0,0,0,0,0,0,0
871500,"Baby carriages and parts thereof, n.e.s.",0,0,0,0,0,1,40,2,0,0,,4481,9348,5998,3089,3030,2339,3630,2079,883,1281,,123918,137556,147534,142115,161783,180540,182684,171901,186076,196410
871690,"Parts of trailers and semi-trailers and other vehicles not mechanically propelled, n.e.s.",4,220,0,37,1,0,0,4,7,0,,41023,40935,48316,28997,23666,26419,20319,18129,15173,17653,,1395707,1491088,1610073,1458477,1573137,1796642,2029816,1667621,1447085,1958360
902129,Dental fittings (excl. artificial teeth),29,5,34,138,5,6,33,3,4,0,,4013,3174,3048,5394,3742,4145,5272,4399,2406,3743,,221827,247164,250154,242882,263204,274164,288274,289284,279079,314766
911012,"Incomplete watch movements, assembled",0,0,0,0,0,0,0,0,0,0,,266,186,323,193,65,550,3220,18169,23109,27787,,472,522,248,206,146,163,190,148,116,242
910191,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",0,0,0,0,0,0,0,0,0,0,,3226,1660,6935,7469,2903,11358,2498,1912,2721,1088,,16,1,125,161,202,89,293,52,90,118
920930,Musical instrument strings,0,0,0,0,0,0,2,0,0,0,,1056,1536,1629,1366,1593,1914,1570,1604,1344,1533,,20631,22884,21993,21695,21999,23364,24042,26750,27377,27824
930630,"Cartridges for smooth-barrelled shotguns, revolvers and pistols and cartridges for riveting ...",155,0,0,0,0,0,0,0,0,0,,163,33,32,78,27,37,10,22,138,1435,,81754,93014,80818,72628,90393,102624,88509,93220,101746,89469
940340,Wooden furniture for kitchens (excluding seats),0,0,2,2,0,0,0,0,0,0,,916,389,443,382,112,639,713,377,7221,1017,,129691,144722,145263,115989,117777,120721,115465,109817,117785,180884
940350,Wooden furniture for bedrooms (excluding seats),2,0,0,1,3,3,0,0,0,0,,4454,4674,3853,1086,994,877,1314,1626,603,483,,519465,546149,651747,609152,680689,740012,762021,845446,937301,1029271
940429,"Mattresses, fitted with springs or stuffed or internally filled with any material (excluding ...",0,0,0,0,0,0,0,0,1,0,,3914,5166,4332,3132,2600,3584,2704,2159,1647,5741,,125458,164220,177586,159578,148052,177431,188510,202800,239852,264572
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,0,2,0,7,0,0,0,0,63,0,,10834,10290,8468,6717,10266,41561,22765,24406,16305,21849,,110997,96901,102996,103977,86785,165876,232253,114115,88842,118501
811212,Unwrought beryllium; beryllium powders,0,0,0,0,0,0,0,0,0,0,,5,16,26,0,0,0,0,0,0,0,,15,67,203,60,48,3,20,3,65,208
811221,Unwrought chromium; chromium powders,16,31,19,18,0,0,0,0,0,0,,9,43,646,562,684,999,1344,615,468,143,,55985,50259,52655,53488,48867,66871,73851,57414,38966,51484
811292,"Unwrought niobium """"columbium"""", gallium, indium, vanadium and germanium; powders and waste ...""",0,8,0,69,0,2,2,24,2,0,,245,381,2014,235,78,624,824,447,2914,2503,,90092,71207,62166,41801,42324,58852,45071,37546,37243,41982
840729,"Spark-ignition reciprocating or rotary engines, for marine propulsion (excluding outboard motors)",0,0,0,0,0,0,0,0,0,0,,40964,14516,6233,12768,8051,12372,18848,891,465,1221,,7956,6905,7156,6496,7524,5613,4319,4132,3928,5872
841011,"Hydraulic turbines and water wheels, of a power <= 1.000 kW (excluding hydraulic power engines ...",0,0,6,0,0,0,0,0,0,0,,491,315,198,214,682,152,450,489,6726,2698,,179,490,1360,1799,2121,98,191,2292,1169,685
841111,Turbojets of a thrust <= 25 kN,0,0,0,0,0,0,0,0,0,0,,6569,46482,7543,813,17748,14976,61954,56440,37935,26443,,110203,40633,52343,66909,130979,132966,102547,124053,69879,90238
841311,"Pumps fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, ...",2,0,0,0,0,0,0,0,2,0,,25136,20323,11082,8982,7526,5331,5768,4700,5155,2746,,26280,29838,33547,31123,27115,35179,45342,37138,27861,33011
841420,Hand-operated or foot-operated air pumps,0,1,3,0,0,0,1,2,0,0,,3123,3297,3138,2697,2165,2871,2809,4238,3042,2537,,29095,31514,31400,27140,25690,26216,28914,30338,38119,43532
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",228,1,0,0,0,6,0,68,0,0,,38786,43550,37541,17343,14444,11703,8785,9795,9625,5954,,82879,109958,109051,83480,108859,89573,90099,85473,98288,80690
841583,"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating ...""",6,0,15,0,115,3,19,0,8,0,,8780,14028,22937,28517,22746,11497,13964,13469,9090,9193,,126762,124547,131126,127502,145496,160767,182698,169234,201221,219995
841610,Furnace burners for liquid fuel,0,0,0,0,5,0,0,0,0,0,,933,1405,1751,238,793,718,469,777,416,375,,17570,19338,15204,13303,11927,9900,13236,16363,9938,11232
841710,"Industrial or laboratory furnaces and ovens, non-electric, for the roasting, melting or other ...",0,0,0,0,4,0,0,0,0,0,,588,572,1541,1403,684,1313,1858,1012,1959,1608,,27715,35353,25046,23424,9521,15318,25252,19551,22691,11954
841940,Distilling or rectifying plant,0,3,0,1,65,0,1,0,6,0,,22502,19950,7861,8235,5733,1664,2180,9290,6853,10010,,33705,41439,41261,29447,22707,21473,33147,21154,48151,24676
842649,"Mobile cranes and works trucks fitted with a crane, self-propelled (excluding those on tyres ...",0,0,0,0,0,0,0,0,0,0,,97854,109219,93513,97838,80307,54824,49186,33422,31325,36695,,26881,36316,31583,32720,43294,64075,44783,40880,48340,42404
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",0,0,0,0,1,70,0,0,0,0,,81966,29142,45803,22382,39096,11858,5108,25242,7368,8157,,17159,27175,13130,10370,12301,14807,10480,13168,25544,15139
842952,"Self-propelled mechanical shovels, excavators and shovel loaders, with a 360¡Æ revolving su ...",0,0,0,0,0,0,0,0,0,0,,76280,40670,19044,13751,26088,39439,43009,40089,38384,96609,,903894,791027,964588,885029,1047678,1153906,1263224,1457815,1241215,1591463
