Product code,Product label,Japan's imports from India-Value in 2012,Japan's imports from India-Value in 2013,Japan's imports from India-Value in 2014,Japan's imports from India-Value in 2015,Japan's imports from India-Value in 2016,Japan's imports from India-Value in 2017,Japan's imports from India-Value in 2018,Japan's imports from India-Value in 2019,Japan's imports from India-Value in 2020,Japan's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
481490,"Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excluding ...",5,0,0,0,0,0,0,8,0,0,,163,3362,101,243,15450,2000,18948,125458,3076,782,,1814,2714,3294,2082,1718,1694,1670,1870,1758,2199
401320,"Inner tubes, of rubber, of a kind used for bicycles",0,13,19,10,3,3,5,4,0,0,,45496,45628,39835,31609,27303,28236,25121,24444,21454,30969,,15294,14417,13446,12081,11855,11780,10255,10126,10148,11703
401695,"Inflatable mattresses and cushions and other inflatable articles, of vulcanised rubber (excluding ...",0,0,0,30,0,0,0,9,0,0,,2895,3729,3770,3587,3551,5167,5703,4722,4518,6887,,4850,8100,12017,10571,10797,9607,10186,10111,9019,9132
410631,"Hides and skins of swine, in the wet state (incl. wet-blue), tanned, without wool on, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,56,50,55,18,0,0,0,0,0,0
420600,"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ...",0,0,0,0,0,0,0,0,0,0,,59,1075,841,53,198,196,28,45,27,9,,1846,1174,1253,1065,1123,1015,1000,1157,530,875
430160,"Raw furskins of fox, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,0,0,0,0,0,,4246,5400,6063,3950,4072,2516,2215,1135,211,394
440121,Coniferous wood in chips or particles (excluding those of a kind used principally for dying ...,0,0,0,0,0,0,0,0,0,0,,0,138,130,42,0,0,0,1,0,0,,349370,280704,325027,337568,309787,292069,342696,307914,247380,293740
440131,Wood pellets,0,0,0,0,0,0,0,0,0,0,,0,1,3,48,32,0,3,0,0,15,,19358,20003,24459,45502,63142,87347,194520,283569,342112,562691
440323,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,0,0,0,,0,0,0,0,0,25973,32090,35699,23055,16971
440420,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,389,510,388,435,261,231,147,158,136,139,,1054,975,1094,799,710,982,1062,767,686,799
440910,"Coniferous wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,2,0,0,0,0,0,0,0,,1101,2043,1093,607,459,1296,1055,875,692,570,,91820,95371,89838,64235,65904,69115,71430,60286,49967,57201
440929,"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped """"tongued, ...""",0,0,27,0,0,0,0,0,4,0,,2429,4133,5102,1765,1478,1454,2465,1709,1179,4062,,232325,249191,231240,191656,199941,115646,103272,101750,82920,88043
441012,"Oriented strand board """"OSB"""", of wood""""",0,0,0,0,0,0,0,0,0,0,,11,7,80,1,0,40,30,8,9,35,,81770,96567,95260,80473,81602,84845,96682,82007,73774,82707
441871,"Flooring panels for mosaic floors, assembled, of wood",0,0,0,0,0,0,0,0,0,0,,7,5,22,0,28,0,0,0,0,0,,734,382,421,275,395,0,0,0,0,0
441874,"Flooring panels for mosaic floors, assembled, of wood other than bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,37,0,98,97,89,,0,0,0,0,0,527,413,664,945,691
441890,"Builders' joinery and carpentry, of wood, incl. cellular wood panels (excluding windows, French ...",26,3,0,0,0,0,0,0,0,0,,636,3074,1647,969,1831,249,0,0,0,0,,1041030,1196261,1164338,1006663,1224671,0,0,0,0,0
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",0,0,0,0,0,0,0,5,0,0,,0,0,0,0,0,916,4016,7926,4110,2182,,0,0,0,0,0,1280198,1358783,1396234,1233980,1534465
441919,"Tableware and kitchenware, of bamboo (excl. chopsticks, bread boards, chopping boards and similar ...",0,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,1615,4902,8172,9861,7028,,0,0,0,0,0,6468,5684,5633,5303,6829
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",0,4,0,0,0,0,0,0,0,0,,33,38,29,11,35,80,187,198,164,155,,2071,2124,2699,2235,2393,2607,2566,2593,1346,1438
293963,Lysergic acid and its salts,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,62,0,0,0,0,0,0,0,0,0
293991,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,0,,15,3,0,71,2,0,0,0,0,0,,0,0,0,47,0,0,0,0,0,0
320720,"Vitrifiable enamels and glazes, engobes """"slips"""" and similar preparations of the kind used ...""",0,0,0,0,0,5,0,0,0,0,,41,899,304,162,972,1616,2568,3562,4995,6258,,2310,2694,3544,3592,2956,2562,2595,2826,2663,3123
320730,"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass ...",0,0,0,0,0,0,0,0,0,0,,771,416,556,314,228,569,991,988,1353,1670,,120130,93380,80648,82435,66587,64274,49472,43044,57339,84719
330112,"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes ...",0,0,0,0,0,2,2,0,0,0,,108,96,139,435,242,266,572,294,2500,426,,73165,26431,18658,20108,23241,35865,44936,51654,32324,14210
330119,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excluding ...",3,0,18,2,0,0,9,0,8,0,,10911,7664,5830,7570,6098,8709,9991,11118,12798,9052,,25351,19625,22661,21779,25475,28719,34854,27770,25031,18668
300230,Vaccines for veterinary medicine,0,0,0,0,0,0,0,0,0,0,,5321,6619,4824,5025,8973,8724,9857,11333,9287,9983,,90919,97020,72930,64731,77166,105907,81465,118840,110196,128982
310319,"Superphosphates (excl. such products containing by weight => 35 % of diphosphorus pentaoxide, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,692,3422,2683,5465,2213,,0,0,0,0,0,3904,6885,5533,6693,4827
310490,"Carnallite, sylvite and other crude natural potassium salts, potassium magnesium sulphate and ...",0,0,0,0,0,0,0,0,0,0,,202,57,37,224,22,158,26,176,115,48,,12882,20505,13284,13820,12164,9267,8205,8591,18106,8688
320110,Quebracho extract,0,0,0,0,0,0,0,0,0,0,,631,782,688,938,707,724,1043,964,777,1001,,1193,1119,1012,1207,951,992,1011,1041,891,843
293371,"6-Hexanelactam """"epsilon-caprolactam""""""""",0,0,0,0,0,0,0,0,0,0,,21167,2231,0,13,1274,136,143,441,5809,1335,,63,37,76,15,11,40,20,18,17,15
293392,"Azinphos-methyl """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,177,144,217,419,3083,,0,0,0,0,0,0,0,0,3,0
293625,"Vitamin B6 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,130,123,77,137,369,246,403,490,291,353,,5998,5930,6848,6664,8909,11345,14884,7878,9740,8651
293690,"Provitamins and mixtures of vitamins, of provitamins or of concentrates, whether or not in ...",0,0,0,0,11,0,0,0,0,0,,20775,26550,27130,25102,15712,26395,50137,57131,54849,43724,,7503,7124,6441,6666,8390,10871,25378,22630,15777,14251
382312,"Oleic acid, industrial",0,0,26,0,0,0,0,7,0,0,,2712,6631,8452,2145,1369,1512,2277,2025,2583,5380,,25783,22172,30572,26933,26685,32823,35391,30011,30897,64452
382483,"Mixtures and preparations containing tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,22,0,0,0,0,7,,3,0,0,0,0,0,0,0,0,0
382550,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,0,4,0,0,15,,0,0,0,3,7,4,6,19,7,25
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",0,0,81,0,20,0,308,499,67,0,,46695,53701,53996,56848,73575,242645,794088,526141,291916,244813,,68547,75644,74099,41623,43540,62871,92571,71433,58090,65766
340119,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",3,3,5,5,2,0,0,0,0,0,,9541,7250,9740,8786,10049,9887,7872,10176,10020,8709,,63815,62478,60913,60136,64868,76729,86929,85655,99968,85958
340311,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,0,0,0,0,0,0,0,0,0,0,,2715,3277,3602,3425,1987,3064,2703,2366,1806,2188,,1036,871,806,664,667,611,720,538,388,413
340530,"Polishes and similar preparations for coachwork, whether or not in the form of paper, wadding, ...",0,0,0,0,0,0,0,0,0,0,,52,37,68,62,133,87,67,614,139,255,,9339,10290,8903,8413,9100,8963,7929,7432,7221,9220
340600,Candles and the like,149,63,34,39,14,7,20,0,0,0,,44282,41233,38005,46334,50525,60070,61538,66400,44981,83392,,44590,42922,40246,36132,36872,32833,30172,30891,30730,37900
350520,"Glues based on starches, dextrins or other modified starches (excluding those put up for retail ...",0,0,0,0,0,0,0,0,0,0,,889,892,1061,611,741,1170,883,830,855,1023,,487,577,581,616,579,494,429,410,330,399
360100,Propellent powders,0,0,0,0,0,0,0,0,0,0,,31,1,2,205,374,298,0,5,35,26,,11915,8776,10779,17821,28873,29271,22386,15448,12729,17685
360490,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks ...",0,0,0,0,0,0,0,0,0,0,,19,80,49,1,9,20,4,34,5,29,,4376,6895,6546,4733,3940,6427,6377,3712,4473,5939
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,27,40,343,0,0,4,0,2,0,0,,6057,1754,2034,1312,1030,892,669,627,378,435
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,6,8,15,9,6,,0,0,0,0,0,66041,85664,73773,94246,115893
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",0,0,0,0,0,0,0,0,0,0,,1105,1265,555,465,591,424,891,2393,1608,1133,,6254,6909,7403,5038,5825,6180,6100,5344,4492,5008
381010,"Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders ...",0,0,0,0,10,0,0,0,0,0,,10883,11144,11389,10125,11985,11715,13227,14500,10857,7671,,7417,6204,7687,8085,8665,9392,14841,14465,9185,10471
381220,"Compound plasticisers for rubber or plastics, n.e.s.",0,0,0,0,0,31,16,0,0,0,,9885,6993,4901,3992,5313,8348,11152,16872,20944,27744,,30123,32959,32307,29942,26924,32673,32513,29072,21607,28763
291422,Cyclohexanone and methylcyclohexanones,0,0,0,0,0,0,0,0,0,0,,18019,18828,14773,8828,9153,17810,14471,8749,8933,10352,,63588,40839,31901,19410,16590,19041,24108,23309,14446,30838
291822,"O-Acetylsalicylic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,613,890,1319,2814,4581,5454,3873,3002,1459,1448,,718,393,573,522,700,469,2821,2920,2750,3297
292114,"2-(N,N-Diisopropylamino)ethylchloride hydrochloride",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,61,7,57,0,0,,0,0,0,0,0,0,0,76,0,55
292146,"Amfetamine """"INN"""", benzfetamine """"INN"""", dexamfetamine """"INN"""", etilamfetamine """"INN"""", fencamfamine ...""",0,0,0,0,0,0,0,0,0,0,,176,376,189,126,397,77,722,756,3280,1921,,0,0,0,0,0,0,3,0,0,0
292215,Triethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,613,701,746,525,602,,0,0,0,0,0,6683,11129,8220,7315,8867
292231,"Amfepramone """"INN"""", methadone """"INN"""" and normethadone """"INN"""", and salts thereof""""",0,0,0,0,0,0,0,0,0,0,,0,116,3,188,91,250,24,352,364,592,,5,0,0,0,0,0,0,0,0,0
292330,Tetraethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,0,2,0,0,0
292425,"Alachlor """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,742,1020,889,894,1068
293110,Tetramethyl lead and tetraethyl lead,0,0,0,0,0,0,0,0,0,0,,0,278,251,197,173,52,111,9,2,96,,0,5,0,0,0,2,0,0,0,0
293214,Sucralose,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,158,179,653,438,296,,0,0,0,0,0,1393,1634,2861,1822,2255
291614,Esters of methacrylic acid,0,0,0,0,0,0,36,0,0,0,,1219,3077,2886,3423,2651,4994,12622,13236,5139,10918,,41774,71889,57122,50744,54027,47863,51844,42540,33450,37974
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excluding monobutyl ethers),0,20,19,15,6,0,0,0,0,0,,32783,35008,24873,18307,15382,16158,15000,13855,11303,24339,,19550,18294,19086,14784,13643,18943,19640,16903,17801,19362
290891,"Dinoseb """"ISO"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,0,,85,253,327,86,0,217,74,0,0,816
285290,"Compounds, inorganic or organic, of mercury, not chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,0,251,1058,252,762,825,1108,1569,1721,2391,,3,0,0,91,6,8,9,0,2,13
285300,"Inorganic and organic compounds, incl. distilled or conductivity water and water of similar ...",129,76,467,80,293,0,0,0,0,0,,5521,3504,3760,1814,1613,881,0,0,0,0,,30159,16064,12796,25008,102083,0,0,0,0,0
291010,"Oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,1530,1950,2726,1739,1466,1181,1629,1825,1214,1562,,1039,1016,917,963,1111,895,802,639,552,282
291030,"1-Chloro-2,3-epoxypropane """"epichlorohydrin""""""""",0,0,0,0,0,0,0,0,0,0,,25,16,11,70,84,51,176,279,226,456,,30169,15839,17541,15330,19058,11256,14555,13263,9944,20375
291050,"Endrin """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,16,,0,0,0,0,0,0,0,0,0,0
291212,"Ethanal """"acetaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,2077,288,166,121,65,5,977,1419,886,1092,,194,223,141,143,71,43,27,31,55,35
80211,Fresh or dried almonds in shell,0,0,0,0,0,0,0,0,0,0,,7,5755,116,406,1101,2559,2219,739,564,1900,,414,581,528,60,77,362,110,53,126,223
80221,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", in shell""""",0,0,0,0,0,0,0,0,0,0,,1,1,4,7,1,7,14,0,2,0,,91,0,0,0,0,0,2,0,0,0
80280,"Fresh or dried areca nuts, whether or not shelled or peeled",0,0,0,0,0,0,0,0,0,0,,0,5005,8090,11296,22410,10401,8848,9006,10310,18858,,42,38,37,114,74,45,50,39,43,51
80310,Fresh or dried plantains,0,0,0,0,0,0,0,0,0,0,,0,206,98,607,512,542,231,427,595,1233,,266,553,833,1666,1011,627,540,788,1028,1293
80520,"Fresh or dried mandarins incl. tangerines and satsumas, clementines, wilkings and similar citrus ...",0,0,0,0,0,0,0,0,0,0,,31,627,356,708,1375,306,0,0,0,0,,31523,27553,17540,19310,28131,0,0,0,0,0
80590,"Fresh or dried citrus fruit (excluding oranges, lemons """"Citrus limon, Citrus limonum"""", limes ...""",0,0,0,0,0,0,0,0,0,0,,1391,2417,2401,2255,3339,3303,1026,954,3768,5636,,101,448,100,83,317,291,239,275,183,457
80930,"Fresh peaches, incl. nectarines",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,560,832,1526,1091,1518,2082
81090,"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, ...""",0,0,0,0,0,0,0,0,0,0,,59534,66080,70280,74734,81263,109477,98482,114529,89878,95807,,8262,7089,6577,6601,5999,5706,6988,6874,11150,15772
81310,Dried apricots,0,0,0,0,0,0,0,0,0,0,,13,74,44,22,56,147,218,232,101,183,,5636,5027,5504,3506,4545,4837,4967,4068,3876,4282
90112,Decaffeinated coffee (excluding roasted),0,4,0,0,0,0,0,0,0,0,,28,13,0,17,207,394,424,249,246,951,,6894,5626,10561,10876,11356,11877,9661,9857,9838,14761
90122,"Roasted, decaffeinated coffee",0,0,0,0,0,0,2,0,0,0,,41,50,13,17,42,19,18,25,35,236,,3252,2589,3107,4252,4424,5647,5475,4727,5163,5617
90190,Coffee husks and skins; coffee substitutes containing coffee in any proportion,0,0,0,0,0,0,0,0,0,0,,1270,2397,1440,1858,1639,2146,1511,1376,1820,1249,,87,45,103,62,82,22,228,357,80,41
71029,"Leguminous vegetables, shelled or unshelled, uncooked or cooked by steaming or by boiling in ...",0,0,0,0,0,0,50,0,0,0,,1980,2838,2811,3639,2835,2992,3545,3955,4964,3695,,153721,154240,150650,157865,159298,161800,165088,168699,157456,146532
71030,"Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling ...",0,0,0,0,0,0,0,0,0,0,,163,167,213,206,226,225,280,302,364,298,,51514,54104,58422,60476,61321,65486,76720,71258,69811,73495
71120,"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or ...",0,0,0,0,0,0,0,0,0,0,,3,0,0,5,0,71,0,7,12,0,,71,45,2,4,0,0,0,7,0,20
71190,"Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, ...",0,0,0,0,0,0,0,0,0,0,,6229,5820,5069,5849,5279,6481,5561,8771,9292,10136,,71180,65499,60350,58486,55023,54437,56493,52545,46988,46215
71233,"Dried jelly fungi """"Tremella spp."""", whole, cut, sliced, broken or in powder, but not further ...""",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,1235,1081,1099,1162,739,946,828,907,777,771
110422,"Hulled, pearled, sliced, kibbled or otherwise worked oat grains (excluding rolled, flaked, ...",0,0,0,0,0,0,0,0,0,0,,15,32,11,45,39,44,25,26,25,41,,285,263,146,116,325,338,324,590,354,1638
120921,Alfalfa seed for sowing,0,0,0,0,0,0,0,0,0,0,,3408,8858,3556,1075,396,2108,2891,880,670,630,,357,297,213,235,631,434,853,569,339,204
120925,"Ryegrass """"Lolium multiflorum lam., Lolium perenne L."""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,3,87,0,49,0,25,1,19,0,3,,5314,5134,4425,5587,4862,5854,6812,7141,5297,7442
150290,"Fats of bovine animals, sheep or goats (excluding tallow, oleostearin and oleo-oil)",0,0,0,0,0,0,0,0,0,0,,0,18,31,0,629,95,304,53,0,436,,979,660,733,711,1252,1268,453,372,519,571
150300,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or ...",0,0,0,0,0,0,0,0,0,0,,70,0,0,1326,0,0,0,0,0,0,,258,310,177,127,148,154,140,133,56,110
150420,"Fats and oils of fish and their fractions, whether or not refined (excluding liver oils and ...",3129,470,0,1224,0,0,3,0,2,0,,32642,39581,35568,36157,11627,35157,14118,3221,1747,2032,,79508,38383,38687,42419,35794,35009,36918,51077,44368,47675
150500,"Wool grease and fatty substances derived therefrom, incl. lanolin",701,462,402,1031,46,156,0,0,0,0,,4297,3840,2499,3568,2698,2561,2306,1712,2481,6710,,34206,30238,27653,24532,16078,16406,20132,18314,16819,27704
151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ...",0,0,0,0,0,0,0,0,0,0,,73,19,11,394,0,10,30,64,15,3,,5597,7892,4993,6216,6715,6720,5614,4537,4364,4548
151221,Crude cotton-seed oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,694,126,132,172,395,265,82,315
100210,Rye seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,7,0,,346,545,479,685,488,477,622,636,401,784
110620,"Flour, meal and powder of sago or of roots or tubers of manioc, arrowroot, salep, sweet potatoes ...",0,0,0,0,0,0,3,0,0,0,,534,629,1046,813,1086,1210,1003,1537,2720,2002,,1626,698,643,379,470,486,552,758,713,596
110710,Malt (excluding roasted),0,0,0,0,0,0,0,0,0,0,,1182,4391,4688,4410,5596,5412,6566,7218,5673,8284,,339389,327650,322534,284310,286293,267101,268726,272776,237807,210545
110812,Maize starch,0,0,0,0,5,0,0,0,0,0,,60058,81840,79945,76527,47436,40753,95491,46973,89105,189793,,926,1193,761,1114,978,1304,1750,2789,2717,3294
110900,"Wheat gluten, whether or not dried",0,0,0,0,0,0,0,0,0,0,,242,158,80,177,23,111,74,187,260,395,,40582,42096,40920,36804,39541,43066,48465,40028,41127,46041
70410,Fresh or chilled cauliflowers and broccoli,0,0,0,0,0,0,0,0,0,0,,48,32,38,117,108,228,248,312,177,136,,237,161,538,283,58,9,10,2,0,0
70521,Fresh or chilled witloof chicory,0,0,0,0,0,0,0,0,0,0,,56,13,43,80,62,48,0,0,0,0,,2810,3061,2401,2752,2013,1740,1963,1650,1102,1904
70992,Fresh or chilled olives,0,0,0,0,0,0,0,0,0,0,,0,5,2,3,7,5,14,2,8,0,,0,0,0,0,0,0,0,13,14,16
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.",0,0,0,0,6,0,0,0,0,0,,3,69,6,77,523,6,1,2,8,347,,3599,4483,3499,3505,4931,4856,5835,5433,4670,3553
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",0,0,0,0,0,0,0,0,0,0,,19,11,30,92,1,2,38,75,2,0,,217961,266323,237211,145923,141154,149565,166202,170709,135767,134630
60210,Unrooted cuttings and slips,0,0,0,0,0,13,13,0,0,0,,132,52,15,18,11,22,18,24,8,129,,15615,13946,14409,13334,14803,14947,14712,14024,14587,14965
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",0,0,0,2,0,0,0,7,0,0,,448,528,932,1458,1685,3328,3320,3173,2793,3492,,48028,38676,33632,27879,29577,31721,36100,35675,29747,31275
30759,"Octopus """"Octopus spp."""", smoked, frozen, dried, salted or in brine""""",1134,1239,669,571,477,0,0,0,0,0,,21048,19183,21726,23846,25044,18473,16043,12938,2638,4272,,449173,360079,306822,332701,334801,84,0,68,42,41
30760,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without ...",0,0,0,0,0,0,0,0,0,0,,2786,3014,2916,2035,1618,2065,2081,2947,1776,1897,,24,57,67,68,42,2,4,16,45,156
30772,"Frozen, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, Cardiidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,26,0,0,0,0,,0,0,0,0,0,48575,51827,46570,39495,40900
30779,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells """"families ...""",96,96,0,69,53,50,0,0,0,0,,0,99,59,1,0,968,1329,457,0,108,,40917,33552,36341,32241,39478,50,0,0,0,0
