Product code,Product label,Japan's imports from Australia-Value in 2012,Japan's imports from Australia-Value in 2013,Japan's imports from Australia-Value in 2014,Japan's imports from Australia-Value in 2015,Japan's imports from Australia-Value in 2016,Japan's imports from Australia-Value in 2017,Japan's imports from Australia-Value in 2018,Japan's imports from Australia-Value in 2019,Japan's imports from Australia-Value in 2020,Japan's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,10,0,0,3,0,2,21,50,20,34,,57698,57235,54235,43359,38190,12310,14536,20300,18413,17113,,73414,58499,123459,93680,119803,100664,87929,115033,109404,82443
721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excluding bars and rods)",783,710,374,150,246,104,0,58,34,34,,7401,9383,7154,1723,1934,625,763,332,679,290,,82788,73096,69306,58457,57133,60518,68674,88787,75982,85676
853329,Fixed electrical resistors for a power handling capacity > 20 W (excluding heating resistors),0,0,0,0,0,0,0,0,0,34,,669,495,543,302,721,158,398,1836,667,1101,,18444,16598,20309,11668,11162,15493,18589,12464,10396,13714
30712,"Oysters, even in shell, frozen",0,0,0,0,0,83,101,112,74,34,,0,0,0,0,0,101,106,181,56,158,,0,0,0,0,0,18354,24353,28861,28102,25957
841583,"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating ...""",0,0,4,0,5,0,0,0,0,33,,2541,2384,1840,828,1543,2102,1937,1947,1896,3167,,20726,29900,40011,41116,42428,37962,8987,11271,11529,23354
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",4762,5868,5628,5865,5374,3385,2380,75,10,33,,41824,27221,35289,38210,35477,29982,9446,3418,911,3196,,282263,278773,282392,247719,258716,310511,358244,324663,317786,414575
750512,"Bars, rods, profiles and wire, of nickel alloys, n.e.s. (excluding electrically insulated products)",180,3,40,0,0,41,345,74,101,33,,403,511,9810,12518,27605,52560,90217,84943,78148,47013,,29508,29726,36456,40820,42642,41415,66599,56771,52277,30415
840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",162,0,0,0,47,0,20,0,0,33,,32479,22995,18854,26298,21356,22620,29358,28015,31250,26274,,290301,214085,319643,234095,261271,283332,350621,358252,191795,315428
510990,"Yarn containing predominantly, but < 85% wool or fine animal hair by weight, put up for retail ...",0,0,0,0,0,0,0,18,29,33,,236,166,127,400,48,0,16,0,25,57,,1428,1949,1656,1562,1797,1251,1552,1796,1878,2053
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships",14,9,36,3,0,0,8,2,21,32,,9157,7220,6490,6541,8433,9501,8552,9055,8551,10831,,4244949,4191800,4205777,4028494,4027210,4407284,4829752,4988948,4524737,5151759
950720,"Fish-hooks, whether or not snelled",0,0,0,0,0,2,4,0,7,32,,455,441,428,345,320,251,322,201,176,137,,26997,29181,30436,27490,28722,45521,70291,89414,92049,128852
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms",5,22,37,17,17,15,14,37,12,32,,2553,337,341,66,279,1544,4583,3334,4042,2728,,52949,56567,56083,48716,43283,46447,56956,59536,59890,68023
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,11,114,48,42,197,79,177,86,44,32,,8965,12309,8933,13342,7543,7500,10743,19153,12612,7564,,101670,98428,113540,132353,143929,181172,205372,178140,187067,235106
481910,"Cartons, boxes and cases, of corrugated paper or paperboard",27,58,50,75,51,45,59,33,3,32,,2452,2546,2398,1517,2812,2404,3692,3067,5218,3357,,30995,29387,27123,25191,29114,27847,30195,28068,32600,43727
870322,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",15,0,17,20,38,0,12,0,0,32,,1857,6225,11241,5377,9993,16553,29680,15017,8466,8640,,1989214,1700221,2018054,1857076,2077291,1981431,2050740,1880201,1183543,1082202
902519,"Thermometers and pyrometers, not combined with other instruments (excluding liquid-filled thermometers ...",18,32,2,2,0,12,13,3,162,32,,2453,2270,2007,1521,1746,1546,1258,2545,5176,5273,,82308,84304,84424,91319,93573,92516,92306,91711,263486,236352
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",13,7,76,36,26,36,37,19,7,32,,92,168,258,104,287,412,778,1030,1420,2432,,23024,20632,30737,21151,24783,24843,25190,24510,22388,20098
847910,"Machinery for public works, building or the like, n.e.s.",0,4,4,0,154,3,0,0,0,31,,6732,8167,6477,6348,6994,7999,5924,6954,8873,8573,,15024,14551,13393,10215,7848,12371,14550,22630,22077,14481
690919,"Ceramic wares for chemical or other technical uses (excluding of porcelain or china, articles ...",4,0,2,29,11,0,19,10,7,31,,5697,6113,10673,8326,6986,5758,5180,4974,4270,4203,,130420,187260,242826,186210,172441,244991,297320,252575,254541,321740
620333,"Men's or boys' jackets and blazers of synthetic fibres (excluding knitted or crocheted, and ...",0,6,0,6,0,0,0,6,2,31,,812,923,660,587,1041,1045,1117,3044,2661,2339,,84137,75524,98497,88894,95321,109962,127569,131403,123214,90481
30541,"Smoked Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...""",0,11,0,0,0,41,115,54,39,31,,694,281,218,141,239,730,985,909,1071,174,,8849,4570,9425,8997,5139,12909,10639,12069,9820,7693
760900,"Aluminium tube or pipe fittings (e.g., couplings, elbows, sleeves)",0,0,0,20,0,25,0,0,3,31,,2162,2103,1174,1088,1088,1890,1377,1171,1567,3009,,17775,20454,23981,26351,24334,27311,27806,30055,24528,21460
732599,"Cast articles of iron or steel, n.e.s. (excluding articles of non-malleable cast iron, and ...",0,0,0,0,0,0,0,0,0,31,,6281,5373,4080,4003,4551,7603,4054,5495,3971,4477,,100668,104051,112467,96710,78524,72527,74017,71900,58804,65504
30235,"Fresh or chilled Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",60,12,19,13,28,18,36,6,14,31,,12,1,91,9,1,71,4,4,11,663,,70980,77093,59790,71007,97980,67958,95544,83002,57127,59974
10649,Live insects (excluding bees),16,4,0,0,0,2,2,0,12,31,,27,14,0,0,18,12,5,3,42,476,,1076,1360,1094,985,1008,1064,1113,1046,665,1329
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,0,0,0,38,27,39,0,37,41,31,,3915,2924,2940,926,1569,1882,1376,1092,2143,3648,,25632,22026,25261,22169,23353,23712,22923,20397,15488,20509
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",27,28,19,18,6,4,17,7,2,31,,325,428,717,523,1005,2341,686,648,1264,823,,20358,20771,21456,22490,22759,22114,23406,24254,24007,24954
630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton (excluding ...",0,0,0,0,6,0,4,7,23,30,,735,1554,1641,15551,1410,1261,1142,1800,909,1371,,712038,674409,645243,548062,543337,538443,543177,550122,458835,500722
853939,"Discharge lamps (excluding flourescent, hot cathode lamps, mercury or sodium vapour lamps, ...",86,74,60,64,7,2,4,2,0,30,,5361,5332,5671,5890,3078,982,470,759,371,677,,45706,18272,15008,12457,16173,14692,12014,12964,13650,12918
310290,Mineral or chemical nitrogen fertilisers (excluding urea; ammonium sulphate; ammonium nitrate; ...,31,11,32,5,5,8,16,21,5,30,,1543,2912,1449,4597,6765,6067,5069,9465,11809,13965,,12999,10052,10239,8173,9130,9491,9668,10514,10421,24436
30711,"Oysters, even in shell, live, fresh or chilled",341,378,287,255,214,126,73,80,50,30,,5203,5435,4166,3238,3531,1396,934,1111,677,788,,8790,6314,5460,5641,3661,2381,2195,2964,2040,1039
750300,"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ...",3532,1623,52,20,0,164,78,21,105,30,,1777,247,354,1207,2196,4323,13041,10005,9497,0,,73376,85172,122861,77936,62357,74345,98100,125161,74764,121232
340119,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",24,9,0,15,0,0,0,0,0,30,,3033,4141,4697,6295,11870,14393,12713,9409,11749,12865,,63815,62478,60913,60136,64868,76729,86929,85655,99968,85958
848350,"Flywheels and pulleys, incl. pulley blocks",29,29,9,38,8,0,69,7,2,30,,11170,9040,9492,11180,7165,8094,8309,6037,6053,12084,,243679,282506,333927,309961,305378,328959,329097,299103,226615,263107
853521,"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV",0,0,0,0,0,0,0,9,0,30,,55535,39362,31403,37120,40427,42319,42477,38794,45025,46728,,18429,23320,24581,14739,20547,24535,23143,17394,12571,11188
50690,"Bones and horn-cores and their powder and waste, unworked, defatted, degelatinised or simply ...",1079,297,201,411,318,61,193,215,15,30,,7494,4546,3405,2611,4606,4229,3396,4051,3083,2156,,49816,47204,50253,47387,45433,44011,38147,41173,32468,26751
901820,"Ultraviolet or infra-red ray apparatus used in medical, surgical, dental or veterinary sciences",0,0,0,0,0,0,157,29,0,29,,457,808,386,434,284,311,194,651,165,186,,17780,13099,14552,6551,7513,10556,8447,9369,6904,13543
960321,"Tooth brushes, incl. dental-plate brushes",0,0,5,0,0,0,850,0,23,29,,8223,6801,7364,5506,4044,3196,6118,8762,10683,11373,,105372,99929,94894,103830,119605,122128,120362,125322,115629,120418
854233,Electronic integrated circuits as amplifiers,0,0,0,0,0,4,0,0,0,29,,1857,1802,938,807,1310,1280,660,1422,1887,2627,,262865,254991,266693,298244,239165,393754,340530,290580,304220,418395
970300,"Original sculptures and statuary, in any material",0,0,9,5,44,33,8,0,25,29,,18752,11839,18052,14099,12884,9902,12243,15223,9571,12500,,12253,34212,37941,51102,105934,46467,62835,61060,46827,66263
853641,Relays for a voltage <= 60 V,85,47,33,7,0,0,10,4,18,29,,3016,1817,2205,1326,1594,1389,1228,2305,3192,3191,,206622,191744,208998,193194,185711,192297,211738,182098,166204,205082
701090,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",84,83,108,113,60,47,49,32,11,28,,12090,16321,8609,5978,2718,5994,4184,2634,3989,7036,,33848,32921,39072,37854,34555,35310,37539,53997,59319,59963
852692,Radio remote control apparatus,28,48,49,9,0,11,0,5,0,28,,15502,8413,5792,4976,7785,9763,10040,7881,8356,8035,,120898,151482,148050,133514,161922,190411,204953,147447,98575,116811
120600,"Sunflower seeds, whether or not broken",86,138,46,34,17,18,31,2,0,28,,1593,969,629,1048,434,390,921,970,1612,1000,,5070,5717,5025,4011,4823,5319,5690,8320,9412,7994
200570,"Olives, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",77,28,86,29,21,37,29,44,35,28,,957,1015,763,799,1421,304,175,126,511,303,,13232,13995,14220,12698,12643,13561,12277,12412,11839,12024
482110,"Paper or paperboard labels of all kinds, printed",258,145,211,174,68,115,101,51,17,28,,16667,13830,10986,8797,8692,9507,11496,9335,7325,7135,,24060,25013,25224,20120,22006,26104,28953,25386,24041,31787
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",28,29,4,11,16,44,24,21,46,28,,17527,21460,25265,21463,25074,17937,14657,18658,12527,17854,,213825,180372,164104,156367,171116,159565,159628,159123,135455,154835
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",85,66,62,38,54,26,53,12,12,27,,106,92,0,11,1,90,254,19,362,23,,968,826,1049,851,1072,537,1593,819,758,316
120925,"Ryegrass """"Lolium multiflorum lam., Lolium perenne L."""" seed, for sowing""""",113,51,0,73,0,71,0,0,0,27,,3174,1511,814,733,304,853,348,711,498,3025,,5314,5134,4425,5587,4862,5854,6812,7141,5297,7442
920994,"Parts and accessories for musical instruments, the sound of which is produced, or must be amplified, ...",17,7,0,0,11,28,45,21,34,27,,374,482,257,151,177,367,327,328,498,674,,31265,26181,26549,27608,21300,21862,24998,26503,26947,29849
340490,"Artificial waxes and prepared waxes (excluding poly""""oxyethylene"""" [polyethylene glycol] waxes)""""",9,0,7,12,7,21,28,18,27,27,,2722,3585,3268,2873,5101,4750,5080,3527,2313,3101,,80850,74878,78664,73020,88134,102841,107993,88528,76892,101172
860800,"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ...",0,0,14,0,0,0,8,0,0,27,,4629,10651,21082,7566,9631,9633,13225,8997,7828,11280,,17080,24753,15498,10948,14175,6183,10755,17501,9682,12030
491110,"Trade advertising material, commercial catalogues and the like",69,53,102,79,21,57,25,16,13,27,,7214,6834,4896,5822,4718,5455,3879,3830,6326,4516,,119700,101249,87973,84863,74451,76433,85376,74754,67958,62278
910121,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,2,0,96,0,0,30,27,,6374,7379,10210,14252,11368,14875,18712,25158,31602,38044,,263768,243608,276858,358246,310444,289670,305634,351299,229828,274637
390730,"Epoxide resins, in primary forms",3,13,0,0,0,0,2,25,34,27,,2486,6173,7031,8890,10243,7086,5139,5865,2799,2879,,153466,153118,155308,138302,137891,155660,190847,169310,149234,213412
901490,"Parts and accessories for compasses and other navigational instruments and appliances, n.e.s.",393,173,83,71,66,0,7,54,11,26,,18906,13046,21031,17901,28766,21674,29550,39625,25820,26480,,160860,144187,180014,144876,137408,172491,170409,168921,119523,138486
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),326,86,34,34,97,50,33,45,23,26,,42906,30611,31093,20554,17272,21869,29919,22185,19852,47882,,785399,692622,781086,773460,718436,818836,895562,827608,715200,874847
854320,"Signal generators, electrical",0,25,125,28,28,9,20,11,22,26,,4822,6042,7087,4650,9319,5073,4040,1929,2753,4299,,89827,77245,78073,83359,72994,83804,85142,80040,76069,110940
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding those in ...,28,41,27,43,64,29,17,38,38,26,,42,23,8,31,4,81,50,66,0,0,,35,50,41,47,67,34,27,47,43,29
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",337,79,216,917,37,78,91,160,46,26,,416585,363886,286796,246780,265096,382068,320912,388161,351075,437939,,1511187,1459375,1578643,1515090,1676967,1774606,1729387,1853572,1422936,1781292
382450,Non-refractory mortars and concretes,19,18,6,21,33,27,27,29,32,26,,937,950,1299,830,383,443,482,433,343,810,,2090,2103,2567,2203,2234,1472,1265,2963,3177,6027
741220,"Copper alloy tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",0,0,21,48,0,0,0,0,0,26,,30199,47288,48162,49367,50721,63530,66577,14085,21343,51314,,151884,154720,161940,142832,135456,142500,164569,149154,120591,170894
110630,"Flour, meal and powder of produce of chapter 8 """"Edible fruit and nuts; peel of citrus fruits ...""",49,123,153,193,52,148,56,33,0,26,,375,852,1592,1809,807,604,1413,4777,4430,3072,,7440,10009,13303,15378,13265,11876,12256,11218,15132,13206
490290,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",99,60,18,34,20,4,22,0,0,25,,52017,44813,37467,30316,28450,17373,18581,16216,11255,14231,,74973,66065,53274,32758,32440,31336,26867,22626,17246,15779
960200,Worked vegetable or mineral carving material and articles of these materials n.e.s; moulded ...,0,0,0,0,0,0,0,20,0,25,,132,275,234,133,107,157,421,385,271,310,,4095,3971,3146,3569,2712,3264,3527,3517,2826,2431
870321,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",5,0,22,17,23,29,132,103,0,25,,2343,2556,5118,2466,3537,2282,1683,3158,3309,5286,,346467,297817,262782,150619,243096,285104,508373,352555,448942,467751
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,41,8,10,4,21,2,11,29,29,25,,42598,41205,33681,31003,26246,53357,56374,41572,35184,48586,,429798,511125,623913,659253,708650,609921,692818,730938,548615,629264
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",9,13,13,13,65,73,48,58,34,25,,8319,5452,4649,4141,4524,7825,9192,8585,6475,5757,,52358,43611,39391,28573,20750,22719,23118,22992,17946,21592
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",54,16,42,44,13,26,35,100,92,25,,6339,7350,9053,7037,9189,7502,11155,9331,8084,11561,,572609,600304,584931,504540,515811,505015,503575,516756,494599,583851
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...",15,14,8,23,16,8,2,0,3,25,,8311,6958,4399,2077,1653,1676,2816,2662,3292,3610,,29058,27851,28620,24781,24796,26095,29019,29155,30794,33254
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres ...",22,12,0,7,7,0,18,0,0,25,,16040,14233,15774,12315,17528,23190,23692,18347,4006,9458,,176945,163968,160756,143687,150972,152795,162947,167257,133343,131446
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",2558,1888,2202,2838,2885,2212,1321,399,242,25,,3360,4246,3008,5005,2842,2552,4156,5408,3784,5678,,329941,322267,343836,299749,314268,358511,422687,432601,393335,476864
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",8,0,0,0,2,2,2,4,4,25,,6479,6837,6907,7306,8706,13994,16654,23325,16010,15624,,219601,283663,428340,282614,281560,270605,290541,295713,202663,228307
711790,"Imitation jewellery (excluding jewellery, of base metal, whether or not clad with silver, gold ...",16,6,30,6,22,17,50,55,27,25,,14299,11952,4754,3867,5236,3868,3882,3275,3375,7903,,94430,94203,98455,80730,80563,74957,64419,54089,36417,41209
292090,"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ...""",6,29,6,0,0,0,0,3,14,25,,35,83,15,9,15,18,3,64,26,35,,61891,61681,62702,58336,64307,64139,68972,60402,51640,86785
392113,"Plates, sheets, film, foil and strip, of cellular polyurethanes, unworked or merely surface-worked ...",27,56,30,2,23,3,0,0,3,24,,2764,2891,2799,2114,2987,2382,2709,3541,6946,6874,,34880,36198,32253,35155,33499,34273,36112,36139,30653,32372
853224,"Fixed electrical capacitors, ceramic dielectric, multilayer (excluding power capacitors)",0,0,0,0,0,0,0,0,0,24,,468,480,304,83,191,49,82,158,616,263,,86712,112007,123224,124659,171797,177887,245619,266078,187405,258091
903084,"Instruments and apparatus for measuring or checking electrical quantities, with recording device ...",0,0,0,0,0,0,2,0,0,24,,271,379,834,853,350,374,215,376,473,852,,38091,40992,42102,42903,35060,30032,31708,31033,26345,30584
