Product code,Product label,India's imports from Saudi Arabia-Value in 2012,India's imports from Saudi Arabia-Value in 2013,India's imports from Saudi Arabia-Value in 2014,India's imports from Saudi Arabia-Value in 2015,India's imports from Saudi Arabia-Value in 2016,India's imports from Saudi Arabia-Value in 2017,India's imports from Saudi Arabia-Value in 2018,India's imports from Saudi Arabia-Value in 2019,India's imports from Saudi Arabia-Value in 2020,India's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
283210,Sodium sulphites,0,0,0,0,0,0,0,0,2,5,,0,80,399,55,13,29,68,15,113,1695,,4956,6370,5686,8090,7771,7102,9183,8260,7316,6815
901850,"Ophthalmic instruments and appliances, n.e.s.",0,0,0,0,0,0,0,31,0,5,,1525,3402,83,650,1288,895,1484,867,0,110,,141933,152580,163407,161003,154923,158529,173046,168336,88978,150673
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",126,9,0,47,47,228,140,40,101,5,,168413,138056,134730,167015,100019,93908,144105,133174,173820,101772,,440765,341361,349315,287885,277610,357107,384366,390369,254456,370641
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",273,19,19,20,67,21,15,5,4,5,,58,116,210,46,1,7,170,0,0,0,,131584,134534,135447,126554,128472,136730,164279,164833,116538,165902
252620,"Natural steatite and talc, crushed or powdered",0,0,0,0,0,0,0,0,0,5,,300,622,415,485,573,477,268,307,227,265,,2221,1770,2108,2552,3157,3136,4348,4792,4477,5235
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",13,41,15,0,0,0,0,0,12,4,,7519,7131,7839,13460,12694,10741,11223,8177,6985,9627,,34504,41646,42556,45113,54600,65007,79632,71437,57553,89794
620799,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...",0,0,0,0,0,0,0,1,0,4,,248,0,728,71,88,298,8,0,0,1,,1871,793,407,207,138,64,126,96,84,209
930320,"Sporting, hunting or target-shooting shotguns, with at least one smooth barrel (excluding muzzle-loading ...",0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,511,641,864,680,815,1062,819,1017,369,938
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",0,0,0,0,0,0,0,0,33,4,,78,66,82,200,231,116,75,0,0,4,,8341,10924,13536,9413,7805,9072,11913,12106,12034,21585
910211,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",0,0,0,0,0,0,0,0,0,4,,6499,2324,1560,1275,5998,1528,5678,0,0,0,,33531,20707,17211,17587,17597,38832,68353,69863,34998,64017
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",0,0,0,1,0,1,0,0,0,4,,637,1532,7480,2397,2176,3444,3693,222,438,643,,0,2819,4196,5770,6898,8909,13127,15704,13874,17410
820740,"Tools for tapping or threading, interchangeable",0,0,0,0,0,0,0,0,1,4,,0,0,0,0,3,11,85,0,0,1,,23968,17232,31074,18459,15834,17959,23179,21255,12490,21247
848299,"Parts of ball or roller bearings (excluding balls, needles and rollers), n.e.s.",112,0,0,122,0,0,0,0,1,4,,79,1573,2215,928,1347,612,169,3153,3536,4153,,156907,137182,141454,137770,137968,161251,169668,132864,116195,180618
283650,Calcium carbonate,78,132,69,79,10,0,0,0,13,4,,3591,3895,5959,2865,3031,2941,3284,3421,6885,4356,,56605,77322,82383,95977,98018,95933,120138,128227,79899,140915
960329,"Shaving brushes, hair brushes, nail brushes, eyelash brushes and other brushes for use on the ...",0,0,0,0,0,0,0,0,0,4,,117,61,113,239,173,207,275,68,4,0,,3094,3990,4395,4875,6067,7595,8688,8438,8553,10713
650610,"Safety headgear, whether or not lined or trimmed",4,0,0,0,0,0,0,0,7,4,,870,921,946,1816,1691,1370,2118,77,574,21,,2414,3092,3113,4367,4781,6529,7476,7378,7850,7520
330290,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ...",119,0,23,0,86,3,2,240,0,4,,438,1307,489,156,659,825,927,551,151,52,,59756,56981,63163,67304,78360,87208,105860,112284,102757,101431
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances ...",0,0,0,2,1,0,0,0,0,4,,857,49,507,211,659,459,791,7,0,24,,13589,12075,9849,8450,7266,11028,17976,25889,15637,19634
848020,"Mould bases (other than of graphite or other carbon, ceramic meterials or glass)",0,0,0,0,0,0,0,0,0,4,,0,267,0,0,114,53,0,0,0,0,,10857,14515,7606,6819,8855,7243,3407,4929,2731,5167
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",112,0,2,0,1,3,1,1,2,4,,1083,43792,1112,859,3699,4193,6484,5310,1366,16,,553160,433973,409239,464141,648385,478337,446411,589895,418893,543457
630419,"Bedspreads of all types of textile materials (excluding knitted or crocheted, bedlinen, quilts ...",39,0,0,0,0,0,0,0,0,4,,0,57,0,249,89,109,153,252,0,6,,33711,38953,77229,129402,94196,45110,66548,59617,31015,46319
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",0,0,0,0,0,0,18,0,107,4,,2896,4446,4662,5852,10031,18507,22658,3969,5329,538,,26968,17122,15240,11586,9695,11037,23304,34571,12707,17502
300220,Vaccines for human medicine,0,0,0,0,0,0,0,0,0,4,,4576,26361,10628,12178,13157,10778,6221,2841,2119,1470,,203195,222796,242024,303847,261404,245729,319544,378780,339485,443930
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",0,1569,166,0,0,0,0,0,0,3,,59524,5475,1343,1110,1926,3050,4499,1409,468,9,,618645,329710,205518,407111,307352,371428,256421,243502,268505,190231
820559,"Hand tools, incl. glaziers' diamonds, of base metal, n.e.s.",4,0,0,5,0,0,0,18,10,3,,1616,1209,1320,808,1428,1014,3138,108,3,9,,18905,15404,17306,16089,19329,19034,27133,23743,20147,28916
851521,Fully or partly automatic machines for resistance welding of metals,0,0,0,0,0,0,0,0,0,3,,421,194,0,17,14,274,377,0,0,0,,41178,50021,44294,45840,47150,25791,44020,83927,46917,75188
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",0,0,0,0,0,0,0,2,1,3,,40653,52708,31045,20748,12033,23875,36973,46495,32528,17992,,14904,11156,13598,13979,13832,17187,26187,24497,24236,30058
390939,"Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)",0,0,0,0,0,0,0,0,21,3,,0,0,0,0,0,0,0,0,0,407,,0,0,0,0,0,18925,19464,15909,17773,36286
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",0,0,0,0,0,0,0,0,0,3,,5013,4123,2593,193,0,7,0,0,25,9,,2690,2869,3064,2618,3853,3162,3689,3064,2785,4690
350790,"Enzymes and prepared enzymes, n.e.s. (excluding rennet and concentrates thereof)",88,0,0,0,0,0,0,0,0,3,,0,0,0,51,146,22,23,0,0,0,,66236,72291,83548,89236,99019,104175,131815,116303,122395,167513
940690,"Prefabricated buildings, whether or not complete or already assembled (excl. of wood, and modular ...",0,0,0,0,0,0,147,47,0,3,,0,0,0,0,0,0,0,0,0,5145,,0,0,0,0,0,14964,30166,26307,16277,25348
903300,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",90,0,4,0,0,0,1,83,147,3,,9672,2193,201,684,230,941,1672,0,0,140,,331209,275680,202459,195259,226699,220605,164838,124328,101887,137992
382000,Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ...,0,0,0,0,0,0,0,0,0,3,,274,639,1493,359,337,270,563,382,597,1251,,7993,7625,7151,7232,7583,7984,10496,7706,6529,8671
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0,50,89,544,186,,1002,2289,4792,9726,3919,3378,3409,1193,1299,2631
854470,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric ...",0,0,0,0,49,9,6,3,0,3,,4197,4310,1585,1389,8438,9428,10398,23679,20308,11582,,26016,32269,36620,50056,37524,55299,66250,54590,40782,37186
848130,"Check """"non-return"""" valves for pipes, boiler shells, tanks, vats or the like""""",10,0,0,0,0,0,0,5,0,3,,38,526,224,2050,2112,3080,4595,1344,711,124,,12806,19828,22064,21133,13340,15920,24850,30279,25716,30881
741999,"Articles of copper, n.e.s.",20,0,0,0,0,0,120,1,60,3,,827,0,473,81,2603,306,454,31,83,0,,52278,42416,39177,40873,37496,48068,66177,66404,46883,67206
845730,Multi-station transfer machines for working metal,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,75,0,0,0,0,,35687,47267,30301,28666,21495,21262,31058,23675,14835,20416
731829,"Non-threaded articles, of iron or steel",67,0,0,53,30,1,28,69,1,3,,799,373,473,625,616,1165,609,269,38,41,,200420,230952,193858,136499,127890,135559,145290,131897,72830,91120
620442,Women's or girls' dresses of cotton (excluding knitted or crocheted and petticoats),0,0,0,68,0,0,0,0,2,3,,34,0,139,42,166,599,1367,0,0,0,,3123,1962,2201,2571,2642,3581,5456,4524,3296,6182
721921,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,3,67,0,247,53,0,45,0,3,,0,0,225,48,66,3935,16,0,0,0,,38296,24885,33855,29560,26610,35749,39066,43749,40485,32502
850431,Transformers having a power handling capacity <= 1 kVA (excluding liquid dielectric transformers),40,0,0,1,0,0,0,0,0,3,,102,420,437,1898,2215,2045,1046,329,0,0,,52682,49491,42067,42306,50381,56065,75571,119394,103106,136391
731824,"Cotters and cotter pins, of iron or steel",0,0,0,0,0,0,0,2,6,3,,406,340,0,174,96,64,80,6,55,2,,2264,3284,3923,3669,3301,4489,6195,5957,6056,9758
903020,Oscilloscopes and oscillographs,0,0,0,0,0,0,0,0,0,3,,551,312,306,953,203,344,351,0,0,0,,21907,19676,15866,16005,15221,21430,16085,21463,22735,29189
701399,"Glassware of a kind used for toilet, office, indoor decoration or similar purposes (excluding ...",19,0,0,0,0,1,3,1,0,3,,33,65,92,509,981,376,30,34,8,12,,34190,20370,21949,25424,27370,32335,41019,44176,25819,35250
253010,"Vermiculite, perlite and chlorites, unexpanded",44,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,27,7,0,0,0,,4943,4250,4864,4436,5397,5461,6200,5657,5120,9451
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",253,5,0,3,8,0,0,0,0,3,,2112,2724,2523,2838,7826,12277,34111,24324,1544,2114,,48481,35444,40732,31971,36209,43428,47484,42716,26242,41802
400829,"Rods, tubes and profile shapes, of non-cellular rubber",0,0,0,0,0,0,0,0,5,2,,631,1483,564,688,688,7936,1098,1097,1731,1954,,12132,8573,9667,7774,5814,6884,8451,8909,5734,9866
851590,"Parts of machines and apparatus for soldering or welding or for hot spraying of metals, metal ...",14,0,0,0,0,0,2,0,3,2,,627,177,565,591,349,136,995,0,0,0,,48272,43845,50975,48706,57099,58135,67562,65705,52595,65929
846890,"Parts of machinery and apparatus for soldering, brazing, welding or surface tempering, non-electric, ...",0,0,7,0,0,0,0,0,0,2,,540,506,105,158,312,247,103,0,0,0,,17061,13893,10892,9418,8660,11760,14371,13320,7936,10664
842511,"Pulley tackle and hoists, powered by electric motor (other than skip hoists or hoists of a ...",26,0,0,0,0,0,0,0,0,2,,0,0,302,58,117,366,587,0,31,1,,7324,7389,4859,6087,8252,12146,18806,16912,14662,20225
901710,"Drafting tables and machines, whether or not automatic (excluding units for automatic data-processing ...",0,0,0,0,0,0,0,0,0,2,,200,0,0,50,190,26,91,0,0,0,,253,124,235,37,103,64,153,123,34,65
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary ...",85,15,2,0,0,0,0,0,0,2,,2066,2217,3421,3883,3066,2357,3134,5160,193,668,,185814,201367,209519,177466,180225,234638,280724,311030,204935,267801
843810,"Bakery machinery and machinery for the industrial preparation or manufacture of macaroni, spaghetti ...",0,0,2,0,0,0,0,18,0,2,,54,235,83,1631,1225,880,319,0,0,33,,29707,27204,21979,23485,22490,36179,43062,46377,44006,55697
621142,"Women's or girls' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",0,0,0,0,0,0,16,1,0,2,,41,27,203,251,127,69,1001,44,0,1,,125,379,730,561,875,1031,1287,814,1449,1797
732429,Baths of steel sheet,1,0,0,0,0,0,2,2,0,2,,6375,2921,727,657,863,1469,1317,66,123,166,,6412,6990,7007,8270,7877,9886,16449,14025,9947,17257
282619,Fluorides (excluding of aluminium and mercury),0,0,0,0,0,0,0,0,0,2,,0,0,0,51,24,12,0,0,0,0,,1545,1071,3208,4304,5513,8244,10162,8363,10678,12022
290312,"Dichloromethane """"methylene chloride""""""""",1300,0,0,0,0,0,0,0,0,2,,0,0,0,46,0,4,0,0,4000,2,,32853,30631,40273,54372,41640,32624,43291,49873,42321,60415
283525,"Calcium hydrogenorthophosphate """"dicalcium phosphate""""""""",0,0,0,0,0,0,0,0,0,2,,33,0,0,0,0,12,33,0,0,0,,4594,5207,5481,5064,5103,6784,11508,11710,12166,5149
851150,Generators of a kind used for internal combustion engines (excluding magneto dynamos and dual ...,0,0,0,0,0,0,0,0,0,2,,6083,3160,1900,878,2866,3422,9806,68,1191,9,,44638,57151,51708,46854,61843,82705,95071,83260,81591,122168
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not ...",3,0,14,0,0,26,44,157,32,2,,3859,777,2518,1552,5265,7730,11494,7338,11313,15199,,85070,79529,96445,101375,121788,158064,225917,225113,185137,228927
853224,"Fixed electrical capacitors, ceramic dielectric, multilayer (excluding power capacitors)",0,0,0,0,0,0,0,0,0,2,,0,0,0,1,0,1,16,0,0,0,,43189,23345,21544,16475,18362,21884,71011,81276,85340,126459
80420,Fresh or dried figs,1,0,0,0,0,0,0,0,0,2,,2958,1929,31,663,4986,8021,5994,6437,9603,3591,,13423,67702,67242,77789,59675,101231,81484,96147,135355,163802
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",3,0,0,0,0,0,0,0,0,2,,1839,1020,366,224,293,0,11,0,947,200,,12588,9308,11092,11797,15522,19941,20814,23848,22960,33617
130219,"Vegetable saps and extracts (excluding liquorice, hops and opium)",0,0,0,0,0,0,0,0,0,2,,1581,1625,2287,2145,3117,3148,3061,4006,4732,6114,,24519,22044,25975,25972,24876,29987,34012,38447,37481,43619
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated ...",83,0,0,0,0,0,0,0,0,2,,141,0,336,162,665,5794,9938,4715,1439,3054,,27658,26013,27952,23511,19830,26038,29776,20553,21970,17218
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",0,0,0,0,0,0,0,0,0,2,,376,199,1438,531,1099,108,477,0,0,0,,70098,79402,71680,79301,97861,111669,135960,166090,150869,218469
853529,"Automatic circuit breakers for a voltage >= 72,5 kV",0,0,0,0,0,0,0,0,0,2,,671,616,2745,1967,3574,5133,7236,2977,143,415,,23991,12072,10555,7028,5484,3698,1922,6401,6269,2538
851830,"Headphones and earphones, whether or not combined with microphone, and sets consisting of a ...",65,0,0,0,0,0,0,0,0,2,,318,198,573,315,268,259,848,22,0,0,,225777,183232,124626,130085,180340,231243,276878,317539,306113,343784
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",68,13,0,0,0,0,4,0,0,2,,7903,5172,5167,4190,9694,13125,5298,45,73,340,,214330,194150,199235,186889,196180,204538,210751,195959,74185,88833
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",48,0,2,0,0,0,27,34,0,2,,10578,14949,9378,1550,515,774,2608,8975,2210,1172,,125370,105587,103334,109917,115222,134860,189461,212621,168711,251801
852691,Radio navigational aid apparatus,0,0,0,0,0,0,0,0,0,2,,128,321,434,8409,1881,928,63,45,0,0,,19414,31353,36689,49265,64064,81520,114189,121599,260185,282253
620449,"Women's or girls' dresses of textile materials (excluding of wool, fine animal hair, cotton ...",0,0,0,0,0,0,0,0,0,2,,1774,230,244,362,414,306,131,29,0,32,,1309,1247,1611,2026,1126,811,4490,8758,2504,2166
843139,"Parts of machinery of heading 8428, n.e.s.",26,0,0,15,0,0,0,5,4,2,,16497,5571,5371,6641,6299,1375,984,0,0,172,,145945,159852,138550,145555,155284,176686,208853,208747,190012,247581
610441,"Women's or girls' dresses of wool or fine animal hair, knitted or crocheted (excluding petticoats)",0,0,0,0,0,0,0,0,0,1,,0,0,0,18,1,1,221,0,0,0,,120,113,54,53,61,47,39,105,42,119
620590,"Men's or boys' shirts of textile materials (excluding of cotton or man-made fibres, knitted ...",0,0,0,0,0,0,0,0,0,1,,1520,2403,4084,6158,1699,140,107,0,0,0,,2429,6572,5067,7727,6769,4983,8011,12575,5683,6324
848079,Moulds for rubber or plastics (other than injection or compression types),136,31,4,0,0,0,16,1,1,1,,675,475,0,701,1167,522,228,9,0,4,,173795,207916,196308,208129,214741,216179,246101,264349,219078,232545
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),49,0,0,0,0,0,0,0,0,1,,27,0,0,136,313,8,0,0,0,0,,195618,169116,215432,209434,210223,223503,277592,318568,300571,387148
291590,"Saturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; ...",207,0,99,0,0,0,0,0,335,1,,705,2650,1866,2272,19,1,37,0,0,161,,119635,131448,176063,195583,191528,192926,199680,219833,227124,293988
481910,"Cartons, boxes and cases, of corrugated paper or paperboard",44,0,0,0,57,35,0,1,0,1,,225756,213464,172597,116607,41451,33575,100917,67560,60030,85025,,18847,22581,24902,23419,25164,32422,37079,37834,28348,44801
841430,Compressors for refrigerating equipment,0,2,4,4,0,4,1,2,248,1,,367,1325,2085,1539,1620,1222,4252,3,0,4,,148573,133347,128329,116912,174089,217055,241994,295257,244185,295224
850120,"Universal AC-DC motors of an output > 37,5 W",6,0,0,0,0,0,0,0,0,1,,309,89,0,4759,283,959,112,55,615,613,,58044,73591,83820,91873,80847,74517,81979,74873,60993,84958
620349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials (excluding ...",0,0,0,0,0,0,0,0,0,1,,207,43,0,119,76,102,137,0,0,0,,1517,2968,6031,9054,3570,5807,11972,18145,22070,34363
730441,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",0,0,0,0,0,17,19,27,18,1,,0,0,154,13,15,295,463,38,43,25,,7436,7824,14654,15838,13170,12627,68981,67105,74869,106275
730451,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",177,0,0,0,0,0,0,0,9,1,,332,0,94,113,107,65,116,3,0,0,,25841,20515,17571,11001,8847,7715,11679,12288,13113,80498
820320,"Pliers, incl. cutting pliers, pincers and tweezers for non-medical use and similar hand tools, ...",0,0,0,0,1,0,0,1,0,1,,0,39,0,117,187,443,100,0,0,0,,4905,4677,5984,5463,5034,5771,9417,10714,7698,13328
820730,"Interchangeable tools for pressing, stamping or punching",15,0,0,0,0,0,0,0,1,1,,142,0,0,75,7,11,74,0,0,0,,62293,142564,157193,230014,156274,197897,177479,236064,208581,204161
842531,Winches and capstans powered by electric motor,0,0,0,0,0,0,0,0,68,1,,227,1039,31,1038,1978,1581,1031,0,0,0,,6119,11692,4523,3921,5135,7057,4308,5172,3304,4846
382200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",12,0,0,2,2,0,2,5,0,1,,1490,1066,1270,2101,437,1033,708,170,197,273,,270426,309640,310641,328710,354699,412469,460632,523497,828444,844654
620453,Women's or girls' skirts and divided skirts of synthetic fibres (excluding knitted or crocheted ...,0,0,0,0,0,0,0,2,0,1,,0,0,0,30,19,109,28,0,0,2,,708,1047,1467,1561,1530,1859,2074,2701,2000,2084
293590,Sulphonamides (excl. perfluorooctane sulphonamides),0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,34331,51949,48173,61560,74418
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",135,1,2,12,98,271,930,495,9,1,,1430,1559,1439,3533,8284,5698,6335,2114,976,2402,,88855,96405,103349,119175,142238,156743,436175,424663,356985,645457
