Product code,Product label,"Korea, Republic of's imports from China-Value in 2012","Korea, Republic of's imports from China-Value in 2013","Korea, Republic of's imports from China-Value in 2014","Korea, Republic of's imports from China-Value in 2015","Korea, Republic of's imports from China-Value in 2016","Korea, Republic of's imports from China-Value in 2017","Korea, Republic of's imports from China-Value in 2018","Korea, Republic of's imports from China-Value in 2019","Korea, Republic of's imports from China-Value in 2020","Korea, Republic of's imports from China-Value in 2021",China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
870892,"Silencers """"mufflers"""" and exhaust pipes, and parts thereof, for tractors, motor vehicles ...""",10929,13156,14192,8446,7296,6730,9694,8036,6767,6905,,414804,483075,587872,617758,626241,671903,784241,803051,819165,1068115,,52289,40066,45162,36781,41560,34646,27024,31799,27993,39351
821191,"Table knives having fixed blades of base metal, incl. handles (excluding butter knives and ...",6979,10836,9258,8802,6655,5317,6004,5022,4759,6892,,36131,45557,75396,123355,105202,102996,106872,108948,96816,157886,,18610,21347,23350,28124,26531,26650,26199,20440,18296,21687
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, ...",1312,1346,1812,2054,2592,2995,5796,3696,4310,6876,,868402,877704,881743,817845,628227,758622,743251,658835,692180,923060,,2398,2732,4613,4921,5565,5470,9163,5683,6494,11628
903084,"Instruments and apparatus for measuring or checking electrical quantities, with recording device ...",3728,3945,3926,2993,4763,3849,2786,2664,1434,6871,,72065,72695,73064,77191,63163,87651,105928,118529,118714,154303,,65045,66278,85265,48887,33888,45964,30492,48388,28563,30842
611692,"Gloves, mittens and mitts, of cotton, knitted or crocheted (excl. impregnated, coated, covered ...",28621,29803,27646,25411,31120,29667,29489,20180,8535,6867,,403039,424343,481141,494713,500891,592185,683237,585873,363635,344426,,30316,31779,29713,27133,34025,33926,34153,24992,14168,11873
940690,"Prefabricated buildings, whether or not complete or already assembled (excl. of wood, and modular ...",0,0,0,0,0,3692,3409,5654,15139,6863,,0,0,0,0,0,1438746,1514421,1610526,1663933,1821756,,0,0,0,0,0,20809,19905,17936,30629,17308
200310,"Mushrooms of the genus """"Agaricus"""", prepared or preserved otherwise than by vinegar or acetic ...""",10551,8105,8263,8132,7303,7910,8486,7247,6417,6862,,476231,416148,395722,343677,316029,290163,322602,330065,324057,333006,,10672,8196,8392,8313,7497,9380,9142,8591,7787,8086
760410,"Bars, rods and profiles, of non-alloy aluminium, n.e.s.",660,566,1081,2443,2888,3588,4149,3366,1918,6861,,2367,2249,7929,6753,8640,7215,18330,15795,5553,9421,,7651,5330,17300,13206,7078,4550,7012,5061,3312,8863
660200,"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ...",3739,3962,3572,2884,2581,3086,3355,3816,4324,6851,,99907,129645,116131,108178,95093,106550,107194,123437,120901,181048,,6416,7852,6425,5298,4876,5095,6298,6983,7485,10689
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",7568,7117,8878,8865,10719,9467,9222,9229,6239,6849,,681116,861313,918416,818116,656925,604081,540400,534537,706972,2139749,,24411,32309,39760,37759,48849,55018,69439,66480,57299,67864
400211,"Styrene-butadiene rubber latex """"SBR""""; carboxylated styrene-butadiene rubber latex """"XSBR""""""""",1017,537,552,725,3119,10672,10873,10213,9580,6846,,11772,10507,10688,15116,14312,17573,19935,24260,20761,24841,,23249,18401,10044,10214,17426,27160,31587,27246,21858,16327
71232,"Dried wood ears """"Auricularia spp."""", whole, cut, sliced, broken or in powder, but not further ...""",2573,2554,3619,3815,5136,4312,4745,5069,5034,6844,,146667,329975,558600,663422,628750,743060,934813,590701,287800,250121,,2633,2615,3685,3869,5202,4389,4840,5212,5226,7142
910690,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ...",1353,1587,2239,2515,2698,2916,4059,4610,4559,6836,,58121,58379,56417,63328,61728,65513,73390,81493,70926,104576,,2561,3630,3859,4771,5160,5194,6917,7201,7347,8946
870710,Bodies for motor cars and other motor vehicles principally designed for the transport of persons,56,144,58,300,19,92,301,1042,2188,6828,,29378,64356,40179,31174,32177,60407,60286,70771,198521,260725,,1251,854,4111,2249,2376,2324,1084,3879,2993,7835
740829,"Wire of copper alloys (other than copper-zinc alloys [brass], copper-nickel alloys [cupro-nickel] ...",2290,2266,2071,4015,4185,3541,4093,3550,4117,6815,,33192,29994,34702,33351,27833,27317,32574,34203,25452,44630,,10412,9425,7695,8854,9403,8950,10234,9105,10052,11490
283410,Nitrites,4065,3945,4327,3849,4227,6142,5873,5042,4005,6806,,25173,23738,25273,20534,19732,25606,29510,22690,14284,23888,,6006,5619,6134,5530,5880,7891,8542,7706,6004,9464
842539,"Winches and capstans, non-powered by electric motor",13344,8596,6069,40999,12726,15628,11680,10210,6436,6806,,132875,128407,131137,121844,116577,105574,120778,115276,109444,112974,,170640,178316,138582,112994,63789,39028,25911,22360,30557,29104
830629,"Statuettes and other ornaments, of base metal, not plated with precious metal (excluding works ...",1563,2067,2464,2623,3888,5194,6701,6090,5212,6782,,1282764,1322682,1683668,1571665,1419565,1212250,1350463,1405125,1098376,1457856,,9974,6648,6080,7257,8288,8076,10144,9145,7617,9974
721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",6848,5040,3398,4592,3378,3739,4298,5821,5015,6778,,21589,19619,17681,20817,14481,12701,13357,16075,27485,61053,,18869,17468,14692,13941,9678,10866,10976,12320,13890,26487
846694,"Parts and accessories for machine tools for working metal without removing material, n.e.s.",10957,12627,9018,9546,6925,5794,7143,6137,4925,6769,,131965,129272,127033,120300,116819,148871,203221,182294,193230,219335,,102813,100213,66841,70583,55908,68811,55189,67423,49872,50696
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",2512,2138,2259,1416,3247,5167,7888,7089,5472,6765,,184540,164789,182229,177588,168108,192950,279475,272076,243394,259324,,6283,6670,6840,6433,8228,8401,12482,10451,9278,10928
680520,"Natural or artificial abrasive powder or grain, on a base of paper or paperboard only, whether ...",1873,1596,1924,2093,2041,2478,2343,3414,4307,6760,,93144,114338,128973,138413,141945,151900,177094,185311,217602,276044,,7441,6692,7802,7513,6480,7154,6825,7790,8451,11498
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",9952,5317,6725,7905,6705,5131,4711,5898,5219,6753,,42017,42014,47794,66133,84564,41100,41752,40907,43717,44946,,69701,53891,54626,51785,50569,50233,47675,45490,42726,49661
410449,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the dry state """"crust"""", ...""",87,180,119,48,766,2787,850,925,924,6749,,335,870,1014,2357,1330,1210,1079,5716,7154,25309,,4914,5832,14540,20390,15088,8362,5200,3776,2006,8326
680221,"Marble, travertine and alabaster articles thereof, simply cut or sawn, with a flat or even ...",58717,43153,44097,39050,21403,17278,14022,14744,10826,6744,,57623,98203,146806,223940,149777,107304,59377,54677,42748,27822,,88431,72426,75340,64501,49435,38167,36326,37259,28996,35537
600538,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,4623,4999,4155,4026,6718,,0,0,0,0,0,30671,36258,31870,32398,30629,,0,0,0,0,0,4882,5264,4222,4188,6865
722990,"Wire of alloy steel other than stainless, in coils (excluding bars and rods and wire of silico-manganese ...",16489,29979,32167,23193,21473,26294,33265,24604,8947,6717,,161127,125393,134439,118989,126602,127098,164985,122333,119128,182222,,102603,83919,84230,78579,68584,79545,78589,77224,40629,42134
480442,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",5291,3873,2177,1379,5742,4492,3910,6838,10498,6695,,0,24,1467,3460,6194,14437,428,5,602,117,,9687,5872,4740,5850,11375,9551,12100,18131,22540,12958
220720,Denatured ethyl alcohol and other spirits of any strength,13,1648,2269,149,1785,3050,486,1175,44676,6676,,5473,1513,1753,284,912,1623,16499,26,17483,3587,,100903,82004,86615,102704,81495,109505,133632,138114,200116,191951
830810,"Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...",1546,1975,2387,2335,3036,4161,4203,5198,5095,6675,,612725,653105,731203,634818,526915,541103,556482,644730,541226,801678,,2734,3098,3925,4517,4292,5318,5688,7094,6400,7719
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",2717,2398,2594,2135,2463,3218,3379,3573,5095,6673,,218746,225490,232164,222693,218639,246239,259966,280537,465727,415039,,17479,19483,19928,17770,15726,18970,21629,20120,25735,27673
950670,"Ice skates and roller skates, incl. skating boots with skates or rollers attached",4773,5543,12602,10152,10544,18226,7400,5973,4734,6662,,437212,462063,491505,488927,423711,467566,332914,351222,404806,654945,,6089,7668,15098,12049,12208,20587,10025,8159,6546,8704
740940,"Plates, sheets and strip, of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc ...""",959,1029,357,1039,264,168,553,1656,1057,6647,,8579,8646,16623,17292,13047,16627,20567,18491,21782,32779,,24415,24219,4369,6776,2157,5199,7146,6085,10074,9906
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,1901,283,976,3884,6644,,0,0,0,0,0,113578,199691,522937,972782,1304614,,0,0,0,0,0,4250,166267,208339,561030,904715
381090,"Fluxes and other auxiliary preparations for soldering, brazing or welding; preparations of ...",2484,1425,1158,1877,4829,4845,5590,7015,5680,6638,,26456,24899,29999,26129,30850,32898,38445,40766,38088,42575,,46146,34621,37978,31582,34045,28109,26537,31286,29171,38524
540751,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",15600,19718,24049,28068,18060,13007,13249,12475,6662,6628,,480712,643643,580139,494691,480484,624781,591677,587013,513675,689931,,17827,20731,25018,30252,19213,14901,14844,14107,8137,9436
400811,"Plates, sheets and strip of cellular rubber",8747,7304,6828,7636,8477,9285,7720,8012,6545,6618,,62799,66000,70219,70113,72867,82456,90476,102868,134327,146656,,22862,20748,18983,19277,17917,18326,16294,14788,13624,13702
291260,Paraformaldehyde,136,445,693,1158,1781,2652,2930,5291,4106,6611,,9325,14539,16440,13034,10253,10703,11728,16067,16272,31181,,8849,10191,11675,10726,9159,10717,14357,14822,13490,23729
520524,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",12787,12797,8551,8191,11698,6204,10733,4476,2824,6601,,284239,538931,396027,192761,234476,253499,248331,272346,165911,152901,,49424,55163,38142,33361,34802,24798,33459,22210,18050,32445
291422,Cyclohexanone and methylcyclohexanones,8360,1810,2245,1192,2212,726,70,2530,3883,6597,,55939,42346,46676,22602,21445,17102,10252,35724,29102,62300,,38930,19365,59978,9383,16011,41269,11232,7702,8815,20760
820412,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, adjustable ...",5383,3866,4438,5234,3806,4637,4362,5287,4333,6552,,193315,180782,202684,222687,207383,234278,257456,259626,251039,287162,,17730,14974,19786,14903,12629,15146,14181,13709,12464,16422
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",835,1027,2265,3076,2653,3268,4365,6134,6663,6551,,164862,170984,234540,228241,230314,247580,304733,337868,337376,464801,,74053,76028,95735,89516,89953,118978,125749,126052,127750,117594
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,2379,2054,3091,3912,6546,,0,0,0,0,0,136967,162087,167029,157079,170547,,0,0,0,0,0,49063,61898,60174,56191,75085
481960,"Box files, letter trays, storage boxes and similar articles, of paperboard, of a kind used ...",6969,8498,8149,7711,8590,7044,5841,5540,4994,6507,,42181,56720,72610,109180,76085,95960,74577,64758,43584,49045,,7485,9211,8761,8477,9203,7620,6881,6592,5757,7363
420330,"Belts and bandoliers, of leather or composition leather",10095,11856,12126,10534,11276,11897,12925,10708,5565,6500,,479944,487183,498211,424876,345719,290315,293274,270147,216037,272087,,33875,38860,48530,50133,52277,53537,66027,72994,74141,83558
291533,N-Butyl acetate,2469,936,882,165,3942,4478,11398,2082,1619,6493,,38601,51057,53329,62360,59734,89810,105953,71405,57192,145243,,17643,19463,18997,14574,12923,17138,20270,18158,11720,23857
960720,Parts of slide fasteners,5892,7698,8409,7429,6501,6820,7171,6104,5074,6474,,187309,225097,247726,255104,241349,253082,292794,312446,266949,336868,,37224,45129,46724,38655,33476,34395,31146,25605,17960,24132
390770,"Poly""""lactic acid"""", in primary forms""""",51,8,66,39,825,768,2129,1141,2241,6473,,1704,2283,2675,2447,9003,9196,11664,9202,10319,21664,,7176,9743,7242,8427,9674,10830,14626,18032,23568,34951
283531,"Sodium triphosphate """"sodium tripolyphosphate"""", whether or not chemically defined""""",5129,5092,4741,4989,4802,4961,4750,4668,4302,6473,,265449,237176,217067,219628,210408,162742,199742,150557,145451,157377,,7047,7069,6092,5562,5518,5651,5601,5553,5226,7525
850730,Nickel-cadmium accumulators (excluding spent),9760,8689,7685,6187,6745,6937,8032,6185,5458,6442,,210913,165833,164118,149627,162453,102323,92984,82608,66190,72370,,15982,18514,18506,11239,14581,14073,14529,12841,14691,18878
854690,Electrical insulators (excluding those of glass or ceramics and insulating fittings),5302,979,2481,1794,2420,4729,7459,5740,4318,6435,,167780,174728,188914,208508,215137,230181,243810,219514,237724,225716,,48257,40167,34861,32343,30580,30643,27430,20959,21852,22774
30193,"Live carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...",4808,6568,6012,6093,5538,5384,6438,6823,6854,6419,,99571,118358,130831,144668,121255,97132,108970,101423,88326,83744,,4808,6568,6012,6093,5538,5384,6438,6823,6854,6419
10619,"Live mammals (excluding primates, whales, dolphins and porpoises, manatees and dugongs, seals, ...",2482,2387,2771,2349,5046,3163,3248,3190,6915,6418,,2227,2749,2923,2869,4741,3465,3514,3827,5758,10135,,10244,9225,9823,8910,13112,11101,12753,12619,17195,19473
121221,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human ...",6056,5292,4683,4820,8000,6781,6591,7292,7573,6400,,131934,70794,66844,53739,55560,40418,57053,51759,50503,44917,,22231,14833,22124,19609,15587,16938,27631,25701,23148,15026
851930,"Turntables """"record-decks""""""""",323,452,643,511,767,1144,1336,2262,3341,6400,,19604,25143,30075,50071,67243,54180,64038,78644,96870,139362,,879,1109,1539,1263,1929,2254,2643,3554,4868,8684
960310,"Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or ...",7728,7454,7567,6845,6442,6478,6374,6465,5761,6394,,34805,35387,34334,33700,32784,31159,29239,29116,31582,27866,,8239,8306,9118,8574,8341,8397,8331,8236,7764,8688
392094,"Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, ...",203,253,94,52,1110,2541,3230,6625,8360,6378,,104752,111097,118839,126185,105026,97007,90305,85441,87576,84702,,366,794,741,1087,1912,3783,5579,7239,8614,6477
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",5552,7845,4561,8479,8192,7918,3831,4819,4962,6367,,32049,32026,45110,47554,39576,41469,55702,35745,30820,46659,,29647,40655,52339,42921,45771,34332,15366,19627,24205,21531
401031,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",4288,5397,5121,4553,3428,2955,3402,4559,3912,6357,,70365,72377,80234,73940,72062,72860,80388,73587,73789,92242,,8202,10617,11194,9331,7649,7460,7876,9477,11484,14819
441919,"Tableware and kitchenware, of bamboo (excl. chopsticks, bread boards, chopping boards and similar ...",0,0,0,0,0,4561,4950,5135,5394,6348,,0,0,0,0,0,170981,192585,188510,205478,261833,,0,0,0,0,0,4709,5152,5242,5595,6562
950662,Inflatable balls,9641,7450,9670,7220,6880,6213,6987,7452,6260,6348,,665884,741107,753643,716355,640327,580327,585084,564449,475753,486544,,16239,15899,19010,15311,15347,15541,17074,18104,14585,14100
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",3086,3684,4822,5486,3307,2805,2960,3131,5420,6308,,126242,139563,174050,190381,280600,338765,379425,375169,429447,416500,,3447,4007,5237,6039,3722,3193,3447,3653,6078,7370
830590,"Office articles such as letter clips, letter corners, paper clips and indexing tags, of base ...",5512,6711,6491,5965,5385,5728,5783,5111,5306,6303,,192968,200780,242791,235721,192031,204921,210958,231356,188218,183628,,5795,7146,7011,6433,5830,5971,6106,5454,5648,6623
854710,"Insulating fittings for electrical purposes, of ceramics",1915,2055,2186,1858,2743,3427,4138,4819,6079,6301,,72705,73944,80177,239919,84136,115150,119942,107789,126185,170252,,8066,8339,7303,5789,7946,9634,10889,8921,11641,14390
851210,Electric lighting or visual signalling equipment of a kind used for bicycles (other than lamps ...,1549,2011,3013,2906,3443,2808,2966,2666,4816,6291,,119843,122474,150930,143715,158099,146227,150344,159838,289358,320740,,1820,2335,3480,3548,4005,3443,3429,3315,5573,7166
442191,"Articles of bamboo, n.e.s.",0,0,0,0,0,5574,6110,7057,6014,6290,,0,0,0,0,0,332389,398354,495087,525995,564355,,0,0,0,0,0,6157,6797,7592,6385,6906
481690,"Copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets ...",8132,9826,9381,6873,6059,3925,2859,3704,4790,6289,,38666,54321,62183,67110,77736,112516,113629,177795,196486,161496,,98586,94159,80657,85553,89022,90001,81999,88100,94325,100572
