Product code,Product label,Saudi Arabia's imports from China-Value in 2012,Saudi Arabia's imports from China-Value in 2013,Saudi Arabia's imports from China-Value in 2014,Saudi Arabia's imports from China-Value in 2015,Saudi Arabia's imports from China-Value in 2016,Saudi Arabia's imports from China-Value in 2017,Saudi Arabia's imports from China-Value in 2018,Saudi Arabia's imports from China-Value in 2019,Saudi Arabia's imports from China-Value in 2020,Saudi Arabia's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
820540,Hand-operated screwdrivers,1485,1433,1343,1790,1781,1429,1556,2256,2285,2038,,284005,264752,290900,339568,383608,356815,354202,339459,331288,387855,,4065,3909,3422,4990,4135,3712,3490,4351,4370,4218
610230,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",28,150,192,1149,2619,3422,1143,198,1167,2037,,443976,386639,474157,506565,488324,402272,491950,573662,422050,533353,,28,347,286,2487,5234,7220,4059,1133,2427,4058
690911,"Ceramic wares for laboratory, chemical or other technical uses, of porcelain or china (excluding ...",35,109,105,182,239,403,66,166,478,2036,,49547,50785,60678,66068,61228,66769,78259,79280,72084,94246,,126,338,682,548,560,1083,171,614,1022,2704
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",1381,1082,488,445,211,117,222,286,318,2030,,1682,2579,2207,3218,4664,3632,2608,1981,4682,4957,,5544,7524,6242,4934,5717,6478,2711,1648,4605,44435
846591,"Sawing machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...",1045,1537,1324,1679,1255,766,773,730,1276,2028,,429172,493140,598755,576381,604680,632689,697885,675441,693761,931042,,4622,6013,6838,5153,4287,2917,2570,2642,3063,4157
848280,"Roller bearings, incl. combined ball-roller bearings (excluding ball bearings, tapered roller ...",3197,2741,3121,1479,945,828,1143,2345,2362,2023,,132378,129059,135450,125744,139435,151760,177555,171172,156706,189042,,30029,35196,32844,29167,23930,27111,29617,24412,22500,23904
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",2954,2147,2383,2644,1946,1989,1861,1596,1108,2017,,103404,115133,133717,128010,118527,140069,168746,174307,240016,328421,,6668,5057,4882,6652,4113,3470,4553,5426,4097,4195
392043,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",1502,1122,1760,1333,1321,1544,1210,1536,1258,2016,,354508,397810,504241,484258,420680,415014,430095,457657,533546,728446,,10613,10403,12608,12265,15831,12094,14194,13653,11428,6163
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",854,8993,2627,12197,1560,1691,2350,141,3995,2014,,6677,2886,2788,1671,6224,2096,3603,4441,2867,702,,25351,23483,12688,16203,1967,4594,6449,20816,44144,72552
294130,Tetracyclines and their derivatives; salts thereof,1421,894,3336,2606,2759,1470,1685,2028,3779,2014,,365775,352835,391959,354088,319606,331094,375902,406288,429379,446717,,1675,1782,3613,3208,3072,1722,3330,3969,8669,5184
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",264,192,998,1431,2122,2594,2417,776,2328,2009,,36561,44943,47434,39210,45409,46196,57065,51082,66153,56764,,1890,1915,2745,3126,4487,5435,6309,4233,6629,6434
870324,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",511,967,108,974,5007,4455,2270,5293,10612,2009,,13488,11624,38344,135531,49798,10517,13474,53890,23982,16246,,6159843,7133006,7289675,7592075,5465671,3661032,2555471,289655,598300,393983
846390,"Machine tools for working metal, sintered metal carbides or cermets, without removing metal ...",1338,2077,2980,4721,1937,2640,422,1049,455,2007,,58200,58045,48721,52654,58155,63854,79245,99876,77746,82555,,24547,21427,27314,18067,28760,15235,24661,14830,4900,4272
610590,"Men's or boys' shirts of textile materials, knitted or crocheted (excluding of cotton or man-made ...",4341,1201,1158,2042,31004,25852,20190,34062,2708,2003,,13766,11387,6173,7790,24561,6026,16631,8056,6137,9203,,7746,2325,3921,4453,38032,32075,24679,41685,4135,2795
300650,First-aid boxes and kits,710,881,809,1296,625,606,1316,1377,1984,2001,,102582,111441,126551,139680,150734,149277,176801,175779,198058,195917,,4211,1870,2740,2645,7029,5617,2756,2252,4261,2554
570320,"Carpets and other floor coverings, of nylon or other polyamides, tufted """"needle punched"""", ...""",1201,2467,2916,2398,3472,5092,6073,2325,1161,1999,,146309,167161,202921,214104,203056,210283,226466,198860,150318,186895,,13953,16985,19757,20053,18268,18692,23831,19722,16261,20030
843049,"Boring or sinking machinery for boring earth or extracting minerals or ores, not self-propelled ...",9733,24536,80416,11975,1877,1526,3348,40679,26953,1992,,844722,744354,1009395,857734,543159,249764,526434,406645,194003,116690,,191699,416608,539901,363820,52881,19249,42960,600618,146894,640480
902690,"Parts and accessories for instruments and apparatus for measuring or checking the flow, level, ...",2258,2523,4808,443,547,869,1554,1287,13423,1987,,466382,454257,495093,459517,386308,391934,399714,382097,518789,499509,,25561,39703,39307,32948,57896,35127,58914,42940,61972,47497
730611,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of stainless ...",3589,1946,2195,1459,371,601,1034,166,4183,1986,,87427,40072,50327,87730,87709,74766,127451,122746,176126,160110,,15457,17517,17349,22063,4179,2786,3860,13416,36899,5685
902129,Dental fittings (excl. artificial teeth),81,0,104,0,66,32,928,903,1199,1980,,23645,21778,26300,24698,22629,26739,30142,44561,99395,166736,,3255,5104,7988,11823,6053,8583,14213,16915,10007,21934
853649,Relays for a voltage > 60 V but <= 1.000 V,10589,11767,10477,9485,9678,7514,7093,5864,3628,1979,,325567,366999,422613,472037,486679,524969,537670,541405,543887,702221,,173771,174277,174423,220521,201497,119101,74498,57971,45459,51462
640620,"Outer soles and heels, of rubber or plastics",332,247,855,837,817,196,143,214,487,1965,,867245,985727,893054,926496,913180,920943,911505,1084642,1022597,1298727,,707,544,1227,1189,2778,388,247,425,697,2382
293627,"Vitamin C and its derivatives, used primarily as vitamins",1460,1151,1645,1695,1393,2504,3447,1659,842,1958,,407650,376265,461359,434221,431084,879849,835394,565060,754567,834055,,2337,2237,2221,2458,1983,3073,4100,2213,1462,2193
750712,Tubes and pipes of nickel alloys,0,425,27,192,828,88,1112,500,2062,1955,,13528,32455,22582,28034,32079,42223,45812,65425,39369,39901,,165766,15811,16023,6577,5001,6574,11107,24151,41872,7497
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),1659,980,2959,1053,579,464,602,182,96,1944,,21020,22948,24206,25460,25431,14171,22974,25056,23012,22464,,44716,21606,19602,22170,7135,20491,15332,8645,3206,6378
350610,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, ...",690,1128,884,1095,983,1184,1248,2561,1505,1943,,364088,413692,474349,513133,532776,647378,621808,615481,624832,655891,,14940,17373,19288,17763,23423,41158,26366,29908,36020,30747
903032,Multimeters with recording device,661,695,140,528,531,952,514,1273,1401,1942,,56232,61415,36636,21338,15517,20535,18959,21684,19238,22417,,3268,4564,4934,3983,7457,4048,3250,5680,7186,6641
330590,"Preparations for use on the hair (excluding shampoos, preparations for permanent waving or ...",2208,2228,2632,2479,1273,2697,1001,2152,1673,1942,,114937,125743,128263,122381,112697,123190,137717,150072,154630,173033,,164165,148128,175363,215085,192677,168488,155093,170399,142611,164412
440210,"Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding used as ...",199,409,843,1079,966,1289,962,1336,2028,1941,,11904,19653,30793,31506,34914,39505,49759,84265,90336,54392,,231,799,1488,1546,2987,5102,6299,8020,17485,13905
853922,Filament lamps of a power <= 200 W and for a voltage > 100 V (excluding tungsten halogen filament ...,2992,1111,1661,1144,440,199,719,269,316,1940,,299621,316303,343150,422724,409347,292140,269038,299532,288048,282061,,7477,3722,3189,3498,2019,549,1513,499,433,2049
620711,Men's or boys' underpants and briefs of cotton (excluding knitted or crocheted),3623,1988,1376,3324,4924,1120,1158,827,1564,1939,,182719,172928,195989,193288,155931,135841,125913,107181,92139,88079,,7017,5843,4274,7239,16680,11547,4655,3501,4234,6311
851761,"Base stations of apparatus for the transmission or reception of voice, images or other data",7143,894,490,11705,289,173,12462,6056,1804,1937,,3762326,3373442,3575420,4313685,3335834,3055033,2332563,2396464,2139775,1981289,,61978,14530,1698,37699,11608,8956,23290,14920,8223,4068
570241,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",259,830,1592,2415,1920,2210,2048,3392,2269,1936,,85709,89451,98491,101970,91434,91232,94475,86298,53429,54625,,46440,81427,37400,28525,15999,16616,15409,15187,4685,3425
841320,Hand pumps for liquids (excluding those of subheading 8413.11 and 8413.19),135,135,27,507,675,541,1016,2060,3883,1921,,138671,181231,241846,255331,269620,291625,342369,370359,816101,508553,,2067,4235,4087,5571,4158,2035,3943,5457,9745,7451
400821,"Plates, sheets and strip, of non-cellular rubber",1214,1234,1103,1242,765,681,1134,1459,1215,1911,,180502,200395,186483,165518,146888,179205,186513,193923,211438,240865,,24302,25588,25197,21944,8670,5435,6827,7695,8801,8180
830890,"Clasps, frames with clasps without locks, buckles and buckle-clasps, of base metal, for clothing, ...",2603,2617,2907,2190,1725,1184,1459,3489,1715,1910,,86045,76542,100272,96533,105802,122732,138741,150911,129956,225880,,16518,9526,3434,4303,3267,2537,3243,4617,2166,3110
760421,"Hollow profiles of aluminium alloys, n.e.s.",419,779,687,724,1117,1015,914,1304,2586,1905,,1467823,997718,1589383,1992174,1624752,1184756,1440637,1542168,1460148,1673898,,57909,57539,49945,43676,32445,74995,29747,17874,6764,4527
910700,Time switches with clock or watch movement or with synchronous motor,178,381,98,107,0,208,80,266,780,1902,,83312,75259,75798,69796,69071,68140,75811,81444,87609,100070,,671,1057,991,1553,1187,2211,2283,3557,4033,8356
843810,"Bakery machinery and machinery for the industrial preparation or manufacture of macaroni, spaghetti ...",517,511,579,1470,1370,917,787,905,799,1901,,119190,133289,140783,126077,124807,125543,164057,180790,168665,224152,,44516,51595,51878,69129,62477,37378,23827,17630,14695,38066
901811,Electro-cardiographs,1378,401,349,893,301,394,2006,1593,1480,1900,,58864,50988,50035,50893,49772,50161,56909,56646,72221,76490,,7262,7839,8706,10924,7680,7569,11182,12380,11356,9632
390421,"Non-plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",47,0,352,605,1313,1519,780,1077,1288,1899,,14664,27448,32374,45505,57685,62881,79001,67083,84832,95365,,58637,62750,62195,67302,57166,43498,46212,50433,61831,57249
730721,Flanges of stainless steel (excluding cast products),3268,2259,4852,5050,4258,3127,2831,3456,1688,1897,,448703,363110,385146,312839,263502,281711,367113,370631,321400,327763,,44037,59048,55099,45531,42815,39335,46317,39567,30966,28762
282580,Antimony oxides,1598,459,741,503,1123,417,1029,1013,836,1895,,430144,296287,276222,208526,217668,256667,282526,237030,185787,363775,,5424,2293,2210,2088,2154,1990,2356,2521,2289,5335
681510,"Articles of graphite or other carbon, incl. carbon fibres, for non-electrical purposes",170,153,33,484,72,199,288,496,2584,1894,,35467,35080,47679,52317,51157,45496,55082,59928,47701,69709,,3252,2808,3467,3217,4823,6818,4922,6568,8027,7852
420330,"Belts and bandoliers, of leather or composition leather",3889,5252,5958,5215,2657,2275,1989,3791,1954,1889,,479944,487183,498211,424876,345719,290315,293274,270147,216037,272087,,8279,8344,10163,12241,7847,7061,7436,11361,6121,6942
210112,"Preparations with a basis of extracts, essences or concentrates of coffee or with a basis of ...",1175,1474,741,1479,1924,1838,2067,2466,1964,1882,,44385,46877,112987,208245,405955,230543,75302,41750,43195,34387,,73934,95273,97089,115082,103715,119758,138935,83267,61933,52461
910610,Time registers and time recorders,936,663,588,638,594,2079,1246,1606,2510,1881,,58247,42019,35304,31577,30734,28209,27261,27409,27128,34425,,2735,2461,3243,2902,2811,2985,2137,4198,3854,2776
540120,"Sewing thread of artificial filaments, whether or not put up for retail sale",2887,2776,3640,3350,3223,2364,1671,2278,1366,1878,,163820,143049,145242,129089,109228,97573,101707,93440,53466,58974,,2971,2776,3936,3979,3538,2843,1869,2542,1452,2200
620610,"Women's or girls' blouses, shirts and shirt-blouses of silk or silk waste (excluding knitted ...",235,216,130,390,7256,6669,3615,3379,1669,1872,,157058,196034,190372,125842,100145,231493,166281,94891,60910,57556,,391,337,412,1131,10567,9515,6922,5468,3266,2980
720990,"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled """"cold-reduced"""", ...""",10617,2726,6366,2693,938,1390,517,616,310,1860,,6762,4536,13908,8314,5015,7339,11187,12978,17828,18961,,29252,24384,18935,12112,3425,6867,5560,2923,1873,2141
701919,"Glass fibre cakes """"textile cakes"""" and chopped glass fibre strands of a length >50mm""""",17411,14790,8371,5700,2824,3718,4122,2966,2176,1859,,78651,74757,109268,90031,87439,105072,143188,104439,83466,101287,,32448,27956,27221,14667,6883,15785,23115,16148,6767,5947
846410,"Sawing machines for working stone, ceramics, concrete, asbestos-cement or like mineral materials ...",637,1114,1089,537,530,330,1038,1161,1810,1841,,123900,150508,138963,109598,114223,114106,119404,130422,136100,152038,,21740,10541,7945,8109,2754,1858,2304,2972,3382,4555
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...",1925,1957,2126,2284,1003,1155,1390,1184,1573,1840,,117559,128268,116215,139580,131678,139467,140888,184988,166289,186030,,8603,7006,11525,10326,3574,2974,2853,2082,2255,3328
853990,"Parts of electric filament or discharge lamps, sealed beam lamp units, ultraviolet or infra-red ...",1341,1914,2336,1455,1593,2400,3897,3530,3063,1835,,418223,480946,477764,345899,454036,567998,426346,337669,367250,305736,,5325,5662,6444,3707,3164,3414,5600,12068,8525,5490
850110,"Motors of an output <= 37,5 W",1909,829,1783,2066,1437,1461,1069,1854,1341,1834,,2657818,2756568,2840126,3064187,2919399,2979901,3084423,2966454,2774326,3264798,,11332,9118,10827,14162,10735,12725,13638,13175,12985,16697
392069,"Plates, sheets, film, foil and strip, of non-cellular polyesters, not reinforced, laminated, ...",606,551,1163,1242,942,957,1131,1737,2331,1825,,67349,67258,81526,84759,105415,135420,159502,165463,203481,259801,,12345,11788,11490,10912,9049,6439,8354,8129,6098,6812
320649,"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring ...",2266,1313,1477,2194,1238,1167,1018,1098,1539,1825,,162696,207663,241563,238166,219104,260850,297272,349312,490285,459829,,18142,20987,23824,17063,11013,10439,13353,14942,30495,29987
842611,Overhead travelling cranes on fixed support,1276,5279,2147,1963,2139,1076,418,505,1531,1822,,314159,229259,271912,224092,169503,202368,284719,250238,191573,174634,,13752,43379,54402,39148,22444,13388,4455,11172,15386,22615
731519,"Parts of articulated link chain, of iron or steel",162,137,67,142,102,111,28,99,1109,1819,,45408,53473,58953,53185,50567,63157,80315,86781,82456,115374,,435,1237,549,953,718,695,449,990,2512,3515
480258,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",2536,3185,3217,1651,2540,1696,1528,1377,454,1818,,9060,8335,13191,15912,16409,12935,15383,21695,24095,23569,,8364,8997,10254,8181,9759,12121,7291,8831,6292,9012
281290,Halides and halide oxides of non-metals (excluding chlorides and chloride oxides),0,0,1110,689,689,1230,2213,646,483,1814,,19987,18058,22429,30627,38520,55192,52012,52048,62732,70226,,5205,2396,5198,6574,1859,1695,4105,2009,1363,2798
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",244,168,119,551,484,2413,2089,1550,2085,1802,,174861,212414,278431,288146,270485,221779,231287,226743,187051,247779,,105046,116382,114730,136879,162520,118515,130059,98219,74264,139371
901780,"Instruments for measuring length, for use in the hand, n.e.s.",2799,2300,2965,2709,2253,2394,1639,2134,1781,1798,,437868,441983,505464,516188,487014,485533,510785,492218,479613,553367,,7236,6711,8074,8073,6651,5606,4697,4970,5169,5183
283660,Barium carbonate,593,425,515,1170,828,7617,1255,1012,901,1790,,66755,59747,58502,50482,45929,49700,61923,53812,49077,66459,,1837,1888,1143,2128,1315,8594,1255,1012,901,2026
620811,Women's or girls' slips and petticoats of man-made fibres (excluding knitted or crocheted and ...,424,58,44,0,349,618,92,287,5,1790,,10869,10947,16466,7942,4879,4584,4214,6108,3920,5361,,1118,58,86,330,939,735,149,377,12,1844
610712,"Men's or boys' underpants and briefs of man-made fibres, knitted or crocheted",599,2761,7113,4496,5496,5467,1035,578,849,1790,,362594,459810,626545,565472,555510,574225,596391,639153,667075,896618,,708,2908,7263,5214,6402,6343,1875,4311,2092,2780
841231,"Pneumatic power engines and motors, linear-acting, """"cylinders""""""""",153,146,178,532,955,2417,515,983,1552,1780,,179673,180709,200382,216959,224932,269742,309456,279297,260608,334037,,3314,4038,8110,10389,5864,7726,7438,9887,18497,15635
560900,"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ...",1201,2312,3086,3098,2689,1615,1975,2556,1811,1779,,147451,191237,183212,217545,197274,238062,288350,307545,304281,377546,,6893,10254,9973,11914,8510,6257,6074,7919,6143,4652
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",2099,1439,626,1281,851,723,876,1047,1302,1770,,333885,373541,413157,434033,530450,607222,588159,569655,641536,712081,,6977,6727,7090,10001,15073,10714,6695,11336,10631,8907
