Product code,Product label,Saudi Arabia's imports from Russian Federation-Value in 2012,Saudi Arabia's imports from Russian Federation-Value in 2013,Saudi Arabia's imports from Russian Federation-Value in 2014,Saudi Arabia's imports from Russian Federation-Value in 2015,Saudi Arabia's imports from Russian Federation-Value in 2016,Saudi Arabia's imports from Russian Federation-Value in 2017,Saudi Arabia's imports from Russian Federation-Value in 2018,Saudi Arabia's imports from Russian Federation-Value in 2019,Saudi Arabia's imports from Russian Federation-Value in 2020,Saudi Arabia's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
441911,"Bread boards, chopping boards and similar boards, of bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,76,95,204,355,646,,0,0,0,0,0,0,0,0,0,637
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",0,0,0,0,0,0,0,0,0,0,,6697,8590,13333,25976,8034,5574,6348,6119,4196,4740,,674,978,1033,2536,1198,599,387,582,895,2124
284321,Silver nitrate,0,0,0,0,0,0,0,0,0,0,,68,212,162,65,69,112,112,146,303,560,,4055,4021,3410,1402,2271,1490,1979,1470,1819,3171
420299,"Travelling-bags, shopping or tool bags, jewellery boxes, cutlery cases and similar, with outer ...",0,0,0,0,0,0,0,0,0,0,,977,755,868,876,557,764,892,858,816,1124,,13361,13889,15303,22322,20533,19744,25633,34988,4580,1195
430230,"Tanned or dressed whole furskins and pieces or cuttings thereof, assembled, without the addition ...",0,0,0,0,0,0,0,0,0,0,,166,4028,87,66,3,149,5,26,11,4,,0,0,0,2,1,111,625,325,301,430
440310,"Wood in the rough, treated with paint, stains, creosote or other preservatives (excluding rough-cut ...",0,0,0,0,0,0,12,0,0,0,,1963,638,197,486,1115,0,0,0,0,0,,122,10698,4081,7065,923,497,316,590,310,70
440312,"Wood in the rough, treated with paint, stains, creosote or other preservatives, non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,103,980,337,245,556,,0,0,0,0,0,0,0,0,0,2
440322,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is <15 cm, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,191,8952,10303,9945,8932,10676,,0,0,0,0,0,0,0,0,0,4
440721,"Mahogany """"Swietenia spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not ...""",0,0,0,0,0,1019,1692,1103,503,0,,0,0,0,0,0,17,2,3,0,0,,460,29,130,151,159,114605,133652,95265,85511,41724
392410,"Tableware and kitchenware, of plastics",0,0,0,0,0,0,0,0,0,0,,12494,16303,15620,12644,14743,17389,18922,20477,21556,27441,,116362,148448,170098,193509,160741,149894,152603,173350,151619,202243
400249,"Chloroprene """"chlorobutadiene rubber, CR"""", in primary forms or in plates, sheets or strip ...""",0,0,0,0,0,0,15,0,0,0,,201,162,131,117,102,189,178,238,177,275,,484,376,339,908,573,2556,1764,2347,1673,764
400259,"Acrylonitrile-butadiene rubber """"NBR"""", in primary forms or in plates, sheets or strip (excluding ...""",0,0,0,559,0,0,0,0,38,0,,86727,70855,44610,43841,38361,53945,69691,57833,43355,84489,,241,1039,1302,1823,1283,1743,1152,947,1013,1004
400270,"Ethylene-propylene diene rubber """"EPDM"""", non-conjugated, in primary forms or in plates, sheets ...""",0,182,0,49,0,0,0,0,0,0,,1603,2533,655,755,586,647,406,360,939,2077,,13142,8113,5518,10195,6198,4250,7957,5829,3226,7997
400829,"Rods, tubes and profile shapes, of non-cellular rubber",0,0,27,0,0,0,0,0,0,0,,2298,2691,2725,2626,1998,2861,2887,3066,2744,3584,,10467,14870,13058,13322,7927,8025,6051,3679,2898,5806
400911,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",0,0,0,0,0,0,0,0,0,0,,7417,6891,5421,4446,5298,14482,6999,6725,6879,7425,,20761,28930,25135,18818,13457,10338,18157,23530,13121,2760
410229,"Raw skins of sheep or lambs, without wool on, fresh or salted, dried, limed or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,378,0,47,11,97,111,27,6,15,0
410419,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the wet state """"incl. wet-blue"""", ...""",0,0,0,0,0,0,0,0,0,0,,2863,8721,7872,947,39,99,20,0,249,84,,0,35,0,7,1,7,0,3,3,0
410712,"Grain splits leather """"incl. parchment-dressed leather"""", of the whole hides and skins of ...""",0,0,0,0,0,0,0,0,0,0,,5108,4630,8086,10409,12746,11692,13191,5547,2662,2563,,0,0,0,58,5,40,215,27,0,144
410791,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the portions, strips ...""",0,0,0,0,0,0,0,0,0,0,,1063,553,732,392,206,404,396,545,181,442,,0,0,67,0,36,20,45,40,77,24
411200,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"""", of sheep ...""",0,0,0,0,0,0,0,0,0,0,,78,37,111,147,109,530,131,139,94,117,,74,27,0,95,0,0,62,8,8,2
411330,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,23,0,55,89,,0,29,116,57,0,40,0,0,8,0
411390,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,296,54,126,104,76,82,158,0,1,15,,0,30,0,41,53,41,85,57,72,0
420100,"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ...",0,0,0,0,0,0,0,0,0,0,,262,190,118,152,202,299,435,525,920,1363,,1305,478,483,1167,1132,813,1017,1864,2404,2800
610332,"Men's or boys' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",0,0,0,0,0,0,0,0,0,0,,57,148,258,154,184,289,259,224,201,164,,311,327,1227,956,1115,1086,1335,3171,3367,4178
610431,"Women's or girls' jackets and blazers of wool or fine animal hair, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,46,18,15,24,61,50,72,177,103,63,,33,0,0,285,1581,593,607,201,49,58
610839,"Women's or girls' nightdresses and pyjamas of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,1,25,87,70,124,260,363,50,44,84,,2020,6555,4975,6034,4018,5528,4304,3900,5695,6187
610891,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,0,0,0,0,0,0,0,0,,79,138,189,213,237,462,558,826,927,1205,,125,258,343,671,838,857,845,13974,5722,1907
611300,"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ...",0,0,0,0,0,0,0,0,0,0,,176,104,28,1135,153,217,641,781,1603,2222,,44,65,70,391,629,631,291,866,2787,2573
611599,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",0,0,0,0,0,0,0,0,0,0,,200,326,400,272,630,530,474,510,774,2145,,10072,11623,11068,11948,11375,8708,9017,12558,7163,7333
611692,"Gloves, mittens and mitts, of cotton, knitted or crocheted (excl. impregnated, coated, covered ...",0,0,0,0,0,0,0,0,0,0,,519,310,411,235,315,437,450,425,543,545,,6345,5995,6756,7278,5558,4514,4096,4725,4238,3127
611699,"Gloves, mittens and mitts, of textile materials, knitted or crocheted (excl. of wool, fine ...",0,0,0,0,0,0,0,0,0,0,,52,132,180,95,349,806,850,812,999,1366,,3143,2444,2956,4051,3712,1828,2148,3081,1048,752
620192,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of cotton (not knitted ...",0,0,0,0,0,0,0,0,0,0,,1026,1463,1859,1364,1521,1519,1618,1683,1252,1618,,0,0,0,1,0,0,0,0,0,0
480511,"Semi-chemical fluting paper, uncoated, in rolls of a width > 36 cm",0,102,0,0,0,0,0,0,0,0,,3300,5783,12686,25991,17108,23293,36396,22134,1907,2242,,51147,63400,57922,58491,44847,39691,52575,23737,6479,1298
480591,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,0,0,0,0,0,0,,114280,163302,173808,124281,60352,71466,84582,68171,90889,130763,,957,364,1142,2326,1269,2660,3510,4929,4402,22151
480630,"Tracing papers, in rolls of a width > 36 cm or in square or rectangular sheets with one side ...",0,0,0,0,0,0,0,0,0,0,,277,353,292,481,314,210,231,256,189,253,,427,145,190,506,392,412,425,300,164,332
480920,"Self-copy paper, whether or not printed, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,79,59,24,35,31,80,67,196,133,85,,4530,2883,3947,4430,5563,8942,10201,12120,14777,17620
481032,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,2,22,,2243,2038,354,1578,1111,2775,5662,979,5370,8456
481151,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",0,0,0,0,0,0,0,0,0,0,,76930,83644,174779,75848,74237,67489,66354,62890,75740,85788,,5618,8503,6208,10335,8787,7293,7708,8584,8795,9524
481200,"Filter blocks, slabs and plates, of paper pulp",0,0,0,0,0,0,0,0,0,0,,394,730,504,473,545,616,757,715,815,1103,,1614,422,501,381,295,468,313,795,1434,4803
481390,"Cigarette paper, whether or not cut to size (excluding in the form of booklets or tubes, and ...",0,0,0,0,0,0,0,0,0,0,,1490,1913,3735,3464,3647,4960,5164,6586,6735,9998,,1354,787,536,874,1500,1870,657,157,218,203
680210,"Tiles, cubes and other processed articles of natural stone, incl. slate, for mosaics and the ...",0,0,0,0,0,0,0,0,0,0,,2047,3139,2640,1480,1359,2240,1956,1908,2080,2096,,2404,2335,3711,3660,3186,2945,6609,4163,3508,1277
680223,"Granite and articles thereof, simply cut or sawn, with a flat or even surface (excluding with ...",0,0,0,0,0,0,0,0,0,0,,303,1011,1070,832,154,319,253,805,374,683,,2172,4671,5303,4794,4973,9802,11226,17645,50554,48738
680229,"Monumental or building stone and articles thereof, simply cut or sawn, with a flat or even ...",0,0,0,0,0,0,0,0,0,0,,12,66,345,144,280,348,343,416,624,1399,,15443,24817,40072,51653,55290,56929,41586,46689,42087,46397
681292,"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of ...",0,0,0,0,0,0,0,0,0,0,,2350,2461,1797,1156,1386,2010,2136,1399,1061,1065,,0,90,0,110,69,14,49,401,603,737
681299,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ...,0,0,0,0,0,0,0,0,0,0,,7733,7384,5114,3412,4686,5963,5482,5765,5621,7419,,694,975,644,703,489,751,521,311,128,219
681389,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",0,0,0,0,0,0,0,0,0,0,,1552,1452,877,402,833,1237,1121,1299,1255,1655,,5035,1634,1095,1126,1108,1183,1042,1442,3028,3908
681410,"Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support ...",0,0,0,0,0,0,0,0,0,0,,10670,10474,7550,5516,5304,7273,7678,7739,6511,8421,,5994,3440,4222,5225,3519,4307,3386,4978,3842,2604
690290,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ...",0,0,0,0,0,0,0,0,0,0,,1261,565,683,333,1875,4124,5623,9334,7808,11481,,86998,68260,67336,63601,46752,45718,70183,58488,56301,26665
690410,"Building bricks (excluding those of siliceous fossil meals or similar siliceous earths, and ...",0,0,0,0,0,0,0,0,0,0,,3697,3344,3659,6980,6764,7509,8867,12012,16615,29970,,1033,183,845,621,429,735,333,1690,2779,960
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",0,0,0,0,0,0,0,0,0,0,,32,68,137,18,28,37,84,63,12,136,,13629,17329,15422,24335,16471,3539,1930,2242,5610,2747
690740,Finishing ceramics (excl. refractory),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2265,72947,73486,73876,65250,67245,,0,0,0,0,0,0,0,0,0,1319
690912,"Ceramic articles having a hardness equivalent to >= 9 on the Mohs scale, for chemical or other ...",0,0,0,0,0,0,0,0,0,0,,34,86,75,96,33,207,178,516,454,748,,214,333,308,1736,1863,1226,2169,4340,3482,6176
691410,"Ceramic articles of porcelain or china, n.e.s.",0,0,0,0,0,0,0,0,0,0,,10,21,157,19,15,10,33,22,53,26,,3699,2252,2896,1512,2382,7433,1798,2085,1468,2125
620711,Men's or boys' underpants and briefs of cotton (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,122,64,272,91,96,85,142,133,107,183,,7017,5843,4274,7239,16680,11547,4655,3501,4234,6311
620721,"Men's or boys' nightshirts and pyjamas of cotton (excluding knitted or crocheted, vests, singlets ...",0,0,0,0,0,0,0,0,0,0,,2,4,11,13,9,17,8,51,80,83,,5331,5453,3404,5328,2848,4813,2708,3322,3426,2645
620799,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...",0,0,0,0,0,0,0,0,0,0,,32,93,77,39,37,44,59,63,125,164,,1951,2141,2136,2049,920,1054,804,1310,1592,1247
620819,"Women's or girls' slips and petticoats of textile materials (excluding man-made fibres, knitted ...",0,0,0,0,0,0,0,0,0,0,,1,6,42,62,58,88,172,444,960,1359,,190759,147668,144964,162390,9408,2853,3274,3130,839,1174
621120,Ski suits (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,12,42,65,21,211,16,101,63,141,56,,61,34,0,164,22,56,121,83,21,10
621139,"Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excluding of cotton ...",0,0,0,0,0,0,0,0,0,0,,253,343,818,1270,718,1036,2091,4040,4438,5342,,25154,24133,25104,57989,187357,17984,18891,22971,10462,3649
621149,"Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excluding of ...",0,0,0,0,0,0,0,0,0,0,,138,258,621,657,344,597,857,464,379,599,,4933,11778,18904,28887,11425,6912,6314,10814,4689,3025
621210,"Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or ...",0,0,0,0,0,0,0,0,0,0,,1591,1933,3746,3560,3522,4294,3997,5653,7475,9736,,17786,24188,20097,31932,29682,35336,38682,46946,39070,54216
621290,"Corsets, braces, garters, suspenders and similar articles and parts thereof, incl. parts of ...",0,0,0,0,0,0,0,0,0,0,,337,391,383,296,408,482,579,823,519,621,,2129,1663,3883,3381,2726,3228,1826,4633,3425,1622
621490,"Shawls, scarves, mufflers, mantillas, veils and similar articles of textile materials (excluding ...",0,0,0,0,0,0,0,0,0,0,,75,163,132,97,253,376,300,379,2498,158,,8381,7643,6665,5353,7595,6380,9053,9504,5059,91368
630590,"Sacks and bags, for the packing of goods, of textile materials (excluding man-made, cotton, ...",0,0,0,0,0,0,0,0,0,0,,43,27,346,88,134,122,174,228,157,74,,773,968,1344,1875,939,1795,1420,3015,1180,946
631010,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",0,0,0,0,0,0,0,0,0,0,,20,60,17,39,49,78,96,127,157,118,,719,1549,794,1556,1306,1716,1432,2687,2860,2185
640299,Footwear with outer soles and uppers of rubber or plastics (excluding covering the ankle or ...,0,0,0,0,0,0,0,0,4,0,,6247,9895,17920,20627,25244,22838,29644,31761,30683,33484,,74800,93882,112651,91881,115169,124455,154078,270958,167243,124707
850422,"Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 10.000 kVA",0,0,0,0,0,0,0,0,0,0,,6858,5933,6083,3626,2100,2654,17370,7296,10638,9323,,25242,21026,29792,31398,16124,12868,4860,4456,13415,9130
850519,"Permanent magnets and articles intended to become permanent magnets after magnetization, of ...",0,0,0,0,0,0,0,0,0,0,,641,399,816,510,585,1160,1137,1454,1958,3039,,1723,1117,1334,2403,2675,2653,1109,1101,248,1713
850640,Silver oxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,0,1,1,9,23,13,14,14,10,13,,458,702,341,1146,863,1063,897,770,1061,431
850680,"Primary cells and primary batteries, electric (excluding spent, and those of silver oxide, ...",0,0,0,0,0,0,0,0,0,0,,740,849,1352,581,497,552,973,878,1141,1545,,3315,5701,14009,21218,9962,5360,7485,4914,2948,4618
850690,"Parts of primary cells and primary batteries, n.e.s.",0,0,0,0,0,0,0,0,0,0,,4,7,12,4,0,29,15,219,28,87,,2163,2282,2390,1636,651,576,630,1515,457,226
850780,"Electric accumulators (excl. spent, and lead-acid, nickel-cadmium, nickel-metal hydride and ...",0,0,0,0,0,0,0,0,0,0,,812,3920,2220,1066,1005,991,3383,1081,4343,2926,,35343,44620,49168,34056,23861,25321,14805,18226,8797,10053
850790,"Plates, separators and other parts of electric accumulators, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1732,1340,152,6412,1327,518,182,505,817,2805,,23280,13981,14869,15435,14026,13517,14914,12488,11453,6528
851020,Hair clippers with self-contained electric motor,0,0,0,0,0,0,0,0,0,0,,809,1815,2999,2599,2646,3818,4802,5277,7247,8285,,12806,12030,12992,15358,12480,7664,9110,16519,32331,22005
851030,Hair-removing appliances with self-contained electric motor,0,0,0,0,0,0,0,0,0,0,,1284,2306,3125,1527,2204,2589,2335,2134,2272,2573,,21557,22878,33261,27549,25696,23526,25199,12469,13665,8949
851130,Distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal ...,0,0,0,0,0,0,0,0,0,0,,7835,7863,5776,5717,3640,4020,4823,5847,6329,7014,,3606,3535,2882,5042,5675,3471,2392,7189,5779,8246
851430,"Electric industrial or laboratory furnaces and ovens (excluding resistance heated, induction, ...",1500,0,0,0,0,0,0,0,0,0,,34603,14453,4139,3905,1010,1307,958,3917,1155,2439,,4081,8548,9706,6296,3304,2351,1978,15337,4191,4569
851490,"Parts of electric industrial or laboratory furnaces and ovens, incl. of those functioning by ...",0,0,0,0,0,0,0,0,0,0,,6220,5408,6057,3310,2334,1444,4293,4109,2903,5050,,4406,9136,5934,6353,2911,2829,5798,7493,4480,5806
851590,"Parts of machines and apparatus for soldering or welding or for hot spraying of metals, metal ...",0,0,0,0,0,0,0,0,0,0,,1177,6173,2174,2320,1550,2481,2421,2677,3953,4480,,25547,23143,41488,26269,13707,14878,13430,14215,10468,9434
848291,"Balls, needles and rollers for bearings (excluding steel balls of heading 7326)",0,0,0,0,0,0,0,0,0,0,,2397,1713,1375,1048,1456,1651,1857,1878,1635,1480,,295,866,1121,1818,1865,1324,1881,2268,3076,3438
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more ...,32,0,0,0,0,0,0,14,11,0,,4602,4863,4036,2543,2995,3496,3285,4496,3962,9911,,38091,47211,46021,50869,51563,37801,35202,48500,50081,43617
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,0,0,0,0,0,0,0,0,0,0,,403,893,513,2910,1590,2717,4132,775,283,472,,1949,824,587,1772,3220,1679,2345,3222,5750,6470
850110,"Motors of an output <= 37,5 W",0,0,0,0,0,0,0,0,0,0,,9319,10999,9622,6707,7261,11040,9538,9187,14362,16502,,11332,9118,10827,14162,10735,12725,13638,13175,12985,16697
841320,Hand pumps for liquids (excluding those of subheading 8413.11 and 8413.19),0,0,0,0,0,0,0,0,0,0,,1585,1899,1669,1066,1439,2012,1496,1158,2686,1892,,2067,4235,4087,5571,4158,2035,3943,5457,9745,7451
640420,Footwear with outer soles of leather or composition leather and uppers of textile materials ...,0,0,0,0,0,0,0,0,0,0,,3970,2972,4460,2699,1795,1932,2382,2600,1958,2632,,1962,4817,2905,4705,3999,8087,7918,7301,8446,11218
660191,Umbrellas having a telescopic shaft (excluding toy umbrellas),0,0,0,0,0,0,0,0,0,0,,31,77,294,356,537,354,642,1181,960,568,,270,982,733,601,1168,698,1241,1305,412,449
730511,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,358741,713129,499546,81032,251950,1120522,1170711,730720,531525,227671,,474919,53777,14922,38723,96506,197933,65428,51118,201040,51194
730621,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,0,0,0,0,0,0,0,0,0,,63,5,7,9,31,153,128,82,61,1,,2148,12703,2738,2445,3044,1939,2684,1505,15243,6786
730723,Butt welding tube or pipe fittings of stainless steel (excluding cast products),0,0,0,0,0,0,0,0,0,0,,3987,3760,6537,2029,2576,4863,5513,9405,5496,6412,,4478,10050,8086,13276,6011,13287,16025,12530,54941,45001
847432,Machines for mixing mineral substances with bitumen,0,0,0,0,0,0,0,0,0,0,,108,239,83,1082,98,65,318,124,2996,599,,18911,29470,33388,19917,2731,3543,5150,10991,10887,9839
847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ...",0,0,0,0,0,0,0,0,0,0,,25,0,0,0,0,122,1,4,0,33,,0,78,0,48,235,707,373,74,72,24
847971,"Passenger boarding bridges, of a kind used in airports",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,4,0,0,,98,8806,21805,2333,117,4941,3819,461,0,8515
841410,Vacuum pumps,0,0,0,0,0,0,0,0,0,0,,3958,6111,4841,4834,4015,6073,8432,8287,15191,7850,,106772,89366,61348,72177,39189,69445,42655,74439,86016,37682
841440,Air compressors mounted on a wheeled chassis for towing,0,0,0,0,0,0,0,0,0,0,,1764,7680,2719,2026,3658,3163,1759,1858,995,2008,,120029,95731,95797,105620,44920,35582,49564,48527,46903,50377
841920,"Medical, surgical or laboratory sterilizers",0,0,0,0,0,0,0,0,0,0,,4414,4758,5103,3017,2504,3110,2720,2456,2729,3722,,33675,37307,41955,25215,9928,10837,15891,11414,15629,15153
842010,Calendering or other rolling machines (other than for metals or glass),0,0,0,0,0,0,0,0,0,0,,796,769,741,668,566,633,22420,755,582,1213,,1107,737,1183,3993,2141,792,827,794,1272,2239
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",0,0,0,0,0,0,0,0,0,0,,6631,8171,4469,2425,2681,1843,5762,5353,3111,6178,,13762,13864,17440,6167,9635,6691,19878,12713,12944,18613
842330,Constant weight scales and scales for discharging a pre-determined weight of material into ...,0,0,0,0,0,0,0,0,0,0,,669,191,322,508,517,569,1671,1934,1164,1374,,1109,3147,1792,2133,3759,3356,2240,2097,2958,2724
