Product code,Product label,Germany's imports from China-Value in 2012,Germany's imports from China-Value in 2013,Germany's imports from China-Value in 2014,Germany's imports from China-Value in 2015,Germany's imports from China-Value in 2016,Germany's imports from China-Value in 2017,Germany's imports from China-Value in 2018,Germany's imports from China-Value in 2019,Germany's imports from China-Value in 2020,Germany's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
910812,"Watch movements, complete and assembled, electrically operated, with opto-electronic display ...",217,146,57,51,16,53,4,26,0,0,,8505,5290,6710,6642,5686,5893,4838,6237,2736,4944,,264,293,198,198,931,851,246,50,16,3
940600,"Prefabricated buildings, whether or not complete or already assembled",9302,9707,16400,15340,21657,0,0,0,0,0,,1627336,1673277,1654733,1474709,1439423,191,1,0,0,0,,488230,500974,574116,626713,804167,0,0,0,0,0
520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",110,0,0,0,0,0,0,1,5,0,,76722,64415,55432,79223,74187,178474,236141,145702,36834,29794,,20850,17568,16770,15066,13262,14037,10751,9842,9043,13439
520534,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,118972,126851,89342,55846,37245,36612,18860,13024,9489,8829,,572,108,233,22,101,104,129,37,55,28
520535,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,82,311,874,2645,219,285,1350,801,74,52,,0,33,81,0,0,0,0,0,0,0
480421,"Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding goods of heading ...",0,0,0,0,0,0,0,0,0,0,,13797,16976,14342,12628,5720,6930,9912,10300,10020,11372,,105088,194689,272707,230772,231170,253795,295872,264399,236068,290009
480512,"Straw fluting paper, in rolls of a width > 36 cm, weighing >= 130 g/m©÷",0,0,0,0,0,0,0,0,0,0,,37,9020,1230,2325,6758,8734,7174,7446,9362,4444,,18538,2071,53,32,24,26,30,41,28,67
470411,"Unbleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,38,0,,2288,1081,1594,1408,1369,1444,1141,1413,880,2119
470429,"Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,2,0,0,16,31,17,15,25,79,16,,4771,637,1371,68,20,601,3489,1184,2259,1765
470691,"Mechanical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",99,227,134,167,245,416,0,0,0,0,,80,278,45,33,48,101,68,107,113,574,,129,321,212,207,277,416,0,0,0,41
551634,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,924,336,116,80,82,20,40,170,189,102,,208,46,79,37,26,9,14,1,1,0
521143,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",97,110,62,27,9,23,65,74,2,0,,62876,70805,64785,79405,88943,104901,95383,100848,70450,97509,,1118,1211,1625,1160,872,723,1078,590,422,642
520622,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",11,0,0,0,0,0,0,0,0,0,,17196,15477,12306,19451,7708,9354,10576,15003,8909,14889,,898,1021,273,919,631,916,800,1324,567,1006
520623,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",1,0,0,0,1,0,0,0,0,0,,27648,44413,51753,64188,56080,50242,44504,29432,22146,34977,,798,549,493,938,1160,1296,1842,4263,1447,2255
521119,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",9,5,49,289,7,607,193,162,654,0,,29262,26614,18379,16979,42859,52062,15314,19377,16728,16535,,1140,833,1307,1366,861,1583,1873,1636,1181,560
570410,"Floor tiles, of felt, not tufted or flocked, with an area of <= 0,3 m©÷",13,1,9,5,0,8,10,11,6,0,,796,1083,2114,2206,1786,2119,4379,5023,2519,2346,,3175,3059,4712,4087,3610,4225,3407,5743,3568,4301
690710,"Unglazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",147,113,67,141,205,0,0,0,0,0,,7897,10956,467191,796316,183024,0,0,0,0,0,,659,2676,3759,4768,6650,0,0,0,0,0
790310,Zinc dust,1,0,0,1,0,1,0,0,0,0,,539,735,1548,458,176,205,106,323,153,166,,15285,15020,12260,9920,8052,15672,19390,12800,15250,18310
780191,"Unwrought lead, containing by weight antimony as the principal other element",3,0,0,0,0,7,3,0,0,0,,134,29,213,239,459,582,254,607,1999,3687,,48561,33248,42811,46977,62788,129576,108618,103123,79257,113796
811252,Thallium waste and scrap (excluding ashes and residues containing thallium),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",139,0,0,0,15,0,99,0,0,0,,0,0,0,0,0,0,1981,2873,306,351,,1463214,981216,752147,643315,674042,705317,711814,894641,1086254,753751
720430,"Waste and scrap of tinned iron or steel (excluding radioactive, and waste and scrap of batteries ...",1,5,6,0,1,0,0,0,0,0,,0,36,0,0,0,1039,35,0,0,0,,5301,6243,6937,4276,3049,7797,14101,1370,1319,3726
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",12,0,0,8,7,27,365,1,0,0,,2902,5132,5889,11835,2150,5089,5656,10878,24404,69147,,44978,72871,74463,69420,52901,51364,46254,37959,31780,49708
720241,"Ferro-chromium, containing by weight > 4% of carbon",0,49,0,0,36,3,1,164,30,0,,48552,171641,4152,2199,2694,30303,108579,29138,49920,93832,,463368,350356,281870,207894,172000,317787,346688,179408,129868,229225
730520,"Casing of a kind used in drilling for oil or gas, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,9355,11166,10476,5445,1435,1671,1960,2016,1110,1762,,13,535,18,12,3,0,123,10,14,59
840120,"Machinery and apparatus for isotopic separation and parts thereof, n.e.s. [Euratom]",0,0,0,0,0,0,0,2,1,0,,0,0,0,0,0,0,0,0,0,0,,48491,48624,36448,9130,5411,3353,4230,5667,3181,1998
840130,"Fuel elements """"cartridges"""", non-irradiated, in casing with handling fixtures, for nuclear ...""",0,0,0,0,0,0,0,0,0,0,,63213,30000,26100,105743,145817,59722,41334,39332,154514,218764,,133753,359114,167320,153083,7283,0,0,0,5050,60
845941,"Boring machines for metals, numerically controlled (excl. way-type unit head machines and boring-milling ...",0,0,0,0,0,0,0,22,9,0,,0,0,0,0,0,1716,1172,4406,1859,2563,,0,0,0,0,0,61,812,2437,292,877
846011,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",2762,4276,1284,1867,1183,0,0,0,0,0,,3590,5148,4997,5670,6998,0,0,0,0,0,,20267,14586,25493,24076,31568,0,0,0,0,0
847310,"Parts and accessories for typewriters or word-processing machines of heading 8469, n.e.s.",892,439,539,280,217,0,0,0,0,0,,2194,1794,2691,1874,5466,0,0,0,0,0,,2975,3069,2179,1331,983,0,0,0,0,0
370296,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,1,0,0,0,0,37,1,1,0,,182,114,135,96,68,72,102,149,162,121,,1980,1946,2182,1797,2001,1908,1887,1875,1910,2463
390760,"Poly""""ethylene terephthalate"""", in primary forms""""",1897,1167,1170,1541,1394,0,0,0,0,0,,1961419,2813148,2904297,2049661,1904620,0,0,0,0,0,,600985,654219,577349,465132,445615,0,0,0,0,0
391212,"Plasticised cellulose acetates, in primary forms",0,0,0,0,0,0,0,0,0,0,,1017,1374,1797,1601,1391,1076,1688,1839,1073,1839,,0,0,0,0,0,0,0,0,0,0
391220,"Cellulose nitrates, incl. collodions, in primary forms",1,11,1,0,5,5,7,0,3,0,,51987,67780,116181,75788,63614,54633,46758,50240,45550,57329,,4590,4403,8266,5743,8165,5490,4317,4922,6064,6535
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",7,0,4,0,1,1,0,0,24,0,,3365,1746,4528,3121,975,4883,5371,5034,16457,16634,,23211,28272,38285,17752,27251,48693,48673,42866,55864,62123
380700,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...,0,1,3,0,1,1,4,0,0,0,,3100,3525,2803,2671,12022,12194,10896,3263,7177,11119,,2621,2369,2647,2765,2356,2527,2336,1928,1122,1751
380852,"DDT """"ISO"""" """"clofenotane """"INN"""""""", in packings of a net weight content <= 300 g""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,553,404,145,80,21
382474,"Mixtures containing hydrochlorofluorocarbons """"HCFCs"""", whether or not containing perfluorocarbons ...""",0,0,0,0,0,0,10,0,0,0,,24417,14580,11526,9699,11178,10019,11554,15188,7951,3968,,171,117,106,76,186,430,286,78,65,23
382477,"Mixtures containing bromomethane """"methyl bromide"""" or bromochloromethane""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,18,18,1,0,0,7,0,0,0,0
382487,"Mixtures and preparations containing perfluorooctane sulphonic acid, its salts, perfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,1,,0,0,0,0,0,2450,1014,834,751,1049
410622,"Hides and skins of goats or kids, in the dry state """"crust"""", without wool on, whether or ...""",0,0,0,0,0,5,0,0,0,0,,308,377,36,1066,443,486,23,49,105,300,,2709,3386,3484,2799,2660,2289,1860,2105,1068,1150
410320,"Raw hides and skins of reptiles, fresh or salted, dried, limed, pickled or otherwise preserved ...",93,169,0,0,0,0,0,0,0,0,,139,165,701,1139,0,0,0,0,0,0,,21519,23454,22034,15671,22083,17883,21696,27697,20564,24753
440110,"Fuel wood, in logs, billets, twigs, faggots or similar forms",0,0,0,0,0,0,0,0,0,0,,53,43,377,673,284,0,0,0,0,0,,33032,55993,54802,40341,34493,0,0,0,0,0
430130,"Raw furskins of the following types of lamb: Astrakhan, Caracul, Persian, Broadtail and similar, ...",0,0,2,0,0,0,0,8,0,0,,0,54,0,0,0,0,0,0,0,0,,3363,1186,356,579,525,187,670,25,3,33
440610,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2903,5728,6385,6048,8130,0,0,0,0,0
440612,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5748,7775,5692,5432,6245
401161,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",4804,9174,8837,6935,6369,0,0,0,0,0,,251731,255334,231624,224452,197935,1005,0,0,0,0,,436369,463874,409744,308269,282628,0,0,0,0,0
391530,"Waste, parings and scrap, of polymers of vinyl chloride",6,8,3,14,4,6,2,7,0,0,,3702,1417,7987,7649,5863,13640,4849,5788,25850,36136,,28945,22176,16566,15957,14068,15631,16322,18372,11496,11656
300441,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,16,6,1,0,87
300442,"Medicaments containing pseudoephedrine """"INN"""" or its salts, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,22,85,34,171,,0,0,0,0,0,12553,13963,14823,14384,11532
293550,"Perfluorooctane sulphonamides (excl. N-Methylperfluorooctane sulphonamide, N-Ethylperfluorooctane ...",0,0,0,0,0,2,1,0,0,0,,0,0,0,0,0,0,2,10,0,0,,0,0,0,0,0,9,1,1,0,4
293944,Norephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,290,331,40,115,141,27,140,141,23,119
293969,"Alkaloids of rye ergot and their derivatives; salts thereof (excluding lysergic acid, ergotamine ...",2,1,7,3,0,3,1,1,0,0,,797,1235,162,0,24,30,369,365,41,506,,3678,5805,11239,8050,1441,4979,1905,1171,1673,3429
292212,Diethanolamine and its salts,1,1,0,0,34,0,4,0,0,0,,331,852,489,255,88,42,72,411,513,1254,,8599,7694,10776,9170,6364,5734,6213,5198,4246,5887
292214,"Dextropropoxyphene """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7,7,1,6,1,0,5,13,1,0
292340,Didecyldimethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,17,0,0,,0,0,0,0,0,0,1,0,0,0
292411,"Meprobamate """"INN""""""""",2,1,1,0,0,0,0,0,0,0,,2761,311,70,1277,907,2052,2518,2116,1836,2649,,77,67,58,42,81,32,19,3,71,8
293080,"Aldicarb (ISO), Captafol (ISO) and methamidophos (ISO)",0,0,0,0,0,1210,3,25,4,0,,0,0,0,0,0,2104,4547,5261,1399,4068,,0,0,0,0,0,2310,401,363,436,239
293134,Sodium 3-(trihydroxysilyl)propyl methylphosphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
291536,"Dinoseb acetate """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,266,187,273,280,218,138,16,9,0,0
291461,Anthraquinone,0,2,3,0,53,0,0,0,0,0,,44740,26698,26333,22933,19283,22350,39645,39526,17254,25451,,64,37,76,33,84,25,32,31,35,59
282919,Chlorates (excluding sodium),1,1,1,0,0,0,1,0,0,0,,30482,29678,26926,26023,18526,18466,45370,17703,16170,14427,,166,144,55,80,106,120,151,153,148,88
283190,Dithionites and sulfoxylates (excluding sodium),1,3,0,0,9,6,0,3,0,0,,1119,2024,2390,1911,2256,1537,1944,6727,8625,8224,,381,286,361,241,146,217,269,160,182,158
284450,"Spent """"irradiated"""" fuel elements """"cartridges"""" of nuclear reactors [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
284910,"Carbides of calcium, whether or not chemically defined",1,0,1,0,0,0,16,0,1,0,,95579,88232,104302,81034,85723,58703,74064,81315,63864,81132,,30549,28803,25062,17686,19440,18228,17125,15518,12179,13789
290123,"Butene """"butylene"""" and isomers thereof""""",0,0,1,0,0,0,0,0,0,0,,11706,12918,766,5,74,3558,57,2823,149,69,,81545,75656,84145,35223,37833,43633,38710,55362,42802,25718
290241,O-Xylene,0,0,0,0,0,0,0,18838,1944,0,,18,16,34,1957,1240,2,6010,23119,10,3800,,116941,131789,119900,81344,77595,91947,105689,116289,86921,112835
290244,Mixed xylene isomers,75,4,0,0,0,0,0,0,0,0,,49010,81428,7616,428,467,713,4914,720,304,281,,7065,16088,7342,4083,4195,6649,4710,3611,2190,4195
290260,Ethylbenzene,0,0,0,0,0,0,0,0,0,0,,81,212,359,200,322,395,1070,4739,446,1228,,13991,639,270,12147,88,124,116,167,96,10267
290315,"Ethylene dichloride """"ISO"""" """"1,2 dichloroethane""""""""",0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,58,3752,27400,,108845,146968,201203,161092,133943,217492,207749,219285,208500,146990
290381,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",55,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,66,4,22,1,4,6,13,10,1,4
290435,"Salts of perfluorooctane sulphonic acid (excl. ammonium, lithium and potassium perfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0
290491,"Trichloronitromethane """"chloropicrin""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4293,5395,2555,1501,1233,,0,0,0,0,0,521,327,0,0,0
20630,Fresh or chilled edible offal of swine,0,0,0,0,0,0,0,60,0,0,,,,,,,,,,,,,55979,50126,49511,32741,33608,46962,37225,40717,46472,31283
30531,"Fillets, dried, salted or in brine, but not smoked, of tilapia """"Oreochromis spp."""", catfish ...""",2,0,0,0,0,0,0,0,0,0,,304,877,33,0,5365,0,928,501,0,60,,112,122,81,89,151,125,93,100,94,101
30552,"Dried tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,7,,0,0,0,0,0,53,30,27,23,78
30488,"Frozen fillets of dogfish, other sharks, rays and skates """"Rajidae""""""""",0,0,0,0,0,22,0,0,0,0,,0,0,0,0,0,9445,8164,16918,9127,14166,,0,0,0,0,0,793,1244,868,141,45
30381,Frozen dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,19997,48901,19747,13557,8037,11380,13410,7736,3651,13850,,332,246,110,203,246,64,166,114,103,164
30382,"Frozen rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,364,244,162,1302,997,106,349,637,1596,501,,970,4,24,12,27,38,19,23,17,23
30445,"Fresh or chilled fillets of swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3010,2971,3805,2757,2799,2933,3203,3194,2455,2598
30448,"Fresh or chilled fillets of rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,3,1,4
30449,"Fresh or chilled fillets of fish, n.e.s.",2,8,5,11,1,0,9,12,4,0,,1129,3,0,0,0,0,0,0,0,35,,74980,79161,73488,67197,72799,69176,69413,68856,59417,76495
30452,"Fresh or chilled meat, whether or not minced, of salmonidae (excluding fillets)",0,0,0,0,0,0,0,0,0,0,,85,136,183,75,0,0,0,0,0,0,,821,454,558,303,541,754,874,807,409,233
30453,"Fresh or chilled meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, ...",0,0,0,0,0,0,0,0,0,0,,53,0,0,0,0,0,0,0,0,0,,311,142,95,67,57,17,84,19,6,20
20753,"Fatty livers of domestic geese, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,4,135,0,0,,1868,2002,2223,1386,1247,1290,1197,1104,673,703
20830,"Fresh, chilled or frozen meat and edible offal of primates",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
20860,"Fresh, chilled or frozen meat and edible offal of camels and other camelids [Camelidae]",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,26,41,42,62,29,49,31,35,27,13
21020,"Meat of bovine animals, salted, in brine, dried or smoked",0,0,0,0,0,0,0,4,0,0,,468,721,601,714,114,13,4,9,21,138,,51513,32325,24024,21057,17598,20580,20001,20471,19710,19631
30192,"Live eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,155816,181328,153646,117100,152413,135301,241395,206731,208668,164869,,14529,12222,8233,4475,7031,8183,7071,6729,5194,3665
30229,"Fresh or chilled flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,13,92,58,74,177,3969,,2980,1704,1547,1571,1658,1298,1361,1792,676,689
30233,Fresh or chilled skipjack or stripe-bellied bonito,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,144,157,280,333,301,310,262,308,279,198
30234,"Fresh or chilled bigeye tunas """"Thunnus obesus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6,7,54,45,76,52,1,2,2,411
30241,"Fresh or chilled herring """"Clupea harengus, clupea pallasii""""""""",0,0,0,0,0,0,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,,48179,44999,39637,37965,44086,32820,29749,27135,27506,23600
30255,"Fresh or chilled Alaska pollack """"Theragra chalcogramma""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1229,169,36,52,38,26,13,11,2,0
30332,"Frozen plaice """"Pleuronectes platessa""""""""",88,63,5,0,0,0,0,0,0,0,,32146,11716,9510,6411,5187,3671,2019,2605,98,1,,6472,6039,7425,5948,6531,8083,8166,7408,5067,4218
30353,"Frozen sardines """"Sardina pilchardus, Sardinops spp."""", sardinella """"Sardinella spp."""", brisling ...""",0,0,0,0,0,0,0,0,0,0,,211499,207460,168970,118057,108277,92756,84401,74442,65260,42960,,2162,2542,2704,1717,1481,2975,1878,1628,1785,1559
30356,"Frozen cobia """"Rachycentron canadum""""""""",0,3,0,0,0,0,0,0,0,0,,0,0,0,632,363,465,12,222,70,156,,9,9,6,4,28,2,0,0,0,0
10239,Live buffalo (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,21,0,0,0,0,0
10310,Pure-bred breeding swine,0,0,0,0,0,0,0,0,0,0,,495,592,386,853,614,282,306,0,0,0,,28882,30953,31221,19648,12107,19589,14585,13811,10679,12380
10512,"Live domestic turkeys, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3958,5341,6354,5835,7892,6804,5042,3796,3504,974
10599,"Live domestic ducks, geese, turkeys and guinea fowls, weighing > 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,19,,174265,189949,182354,134304,149628,142915,176575,163360,171685,163009
10612,"Live whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals ...",0,0,0,0,0,0,0,0,0,0,,661,14,0,0,0,140,0,0,0,0,,11,17,0,0,0,0,0,0,0,0
100199,"Wheat and meslin (excluding seed for sowing, and durum wheat)",0,0,0,1,0,0,0,44,0,0,,0,1008,311,885,3355,4114,3146,3625,0,1365,,941942,1080828,1017019,884200,828013,753005,745657,617767,786143,922524
100410,Oats seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2398,2903,1737,3277,3856,3419,4568,4205,5331,4547
80910,Fresh apricots,0,14,0,1,15,0,19,5,0,0,,886,741,732,1044,1110,1398,962,1036,0,0,,105370,134627,124207,109948,110828,110770,110991,102631,102691,113537
80940,Fresh plums and sloes,7,1,1,5,1,1,1,11,1,0,,11516,16261,28859,68697,59633,37299,40296,65340,94899,52312,,73731,69845,57023,55999,67361,77695,63872,55891,81193,78016
71010,"Potatoes, uncooked or cooked by steaming or by boiling in water, frozen",29,3,0,0,0,1,0,62,0,0,,10082,10425,9510,12528,12160,17382,16245,15770,17695,14465,,9400,13137,14549,15125,15960,17935,17845,21945,18163,17598
70700,"Cucumbers and gherkins, fresh or chilled",3,4,7,0,0,0,0,0,4,0,,26926,26387,32243,33933,35292,46576,55189,63321,47729,52264,,502021,562706,537304,515394,533996,561597,653379,602794,694088,741568
70890,"Fresh or chilled leguminous vegetables, shelled or unshelled (excluding peas """"Pisum sativum"""" ...""",2,1,1,16,3,4,1,0,4,0,,2907,1744,776,234,197,246,393,438,473,667,,2863,4474,4575,3233,4129,6170,7427,6483,7025,6249
40640,"Blue-veined cheese and other cheese containing veins produced by """"Penicillium roqueforti""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,94422,103998,108329,93400,90482,99311,99424,99161,104774,105790
30799,"Molluscs, even in shell, smoked, dried, salted or in brine (excl. oysters, scallops of the ...""",2840,4103,4064,3976,7892,2,1,0,0,0,,40355,61281,121006,160799,284372,23482,7412,6546,6539,6746,,11541,13885,16383,15497,25195,1998,2466,2653,2268,2387
50690,"Bones and horn-cores and their powder and waste, unworked, defatted, degelatinised or simply ...",0,0,0,28,6,11,7,0,0,0,,104,16,10,0,1,1,1,176,393,134,,23974,38789,36826,30054,31489,33952,27060,19809,20411,23402
60220,"Edible fruit or nut trees, shrubs and bushes, whether or not grafted",34,14,5,5,0,0,0,0,0,0,,877,823,1196,2344,969,866,1538,1440,2410,2198,,23140,32470,35971,29323,24330,30197,40906,37627,39629,42756
60240,"Roses, whether or not grafted",205,234,0,0,223,198,204,17,0,0,,1416,1134,465,401,325,179,260,299,2661,1531,,22208,25552,28410,23274,30634,27216,28553,24968,24236,25154
30612,"Frozen lobsters """"Homarus spp."""", even smoked, whether in shell or not, incl. lobsters in ...""",114,3,0,0,0,0,0,0,0,0,,6800,10028,4830,2468,879,441,662,403,138,197,,8582,9532,8446,6690,6582,7734,8221,8223,7992,8852
30615,"Frozen Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, incl. ...""",0,0,0,0,0,0,0,0,0,0,,815,1309,3868,5250,4702,5571,5293,2408,1691,363,,2724,913,1125,1003,1069,883,1109,1095,905,1196
30621,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", even ...""",0,0,0,0,0,0,0,0,0,0,,310,0,0,35,3296,0,0,0,0,0,,516,578,717,715,636,0,0,0,0,0
30632,"Lobsters """"Homarus spp."""", whether in shell or not, live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,742,735,338,0,3,,0,0,0,0,0,9768,12557,11113,5855,10206
30639,"Crustaceans, fit for human consumption, whether in shell or not, live, fresh or chilled (excl. ...",0,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,845,250,2057,1122,1037,,0,0,0,0,0,1188,1171,778,615,873
30691,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,5,0,0,0,0,,0,0,0,0,0,0,107,3,0,0
30741,"Live, fresh or chilled, not smoked, cuttle fish """"Sepia officinalis, Rossia macrosoma, Sepiola ...""",0,25,171,42,14,0,0,0,0,0,,753,1201,1695,4023,8044,0,0,0,0,0,,4297,5105,5594,6223,7104,0,0,0,0,0
120910,"Sugar beet seed, for sowing",0,0,0,0,0,0,0,0,0,0,,66,19,0,0,9,0,0,1,0,0,,68199,72582,65466,48506,59946,70890,76016,57013,106768,105926
120924,"Kentucky blue grass """"Poa pratensis L."""" seed for sowing""""",0,0,0,0,0,0,0,0,0,0,,14,414,14,0,15,21,0,0,0,0,,8099,10639,8497,9068,8501,10098,9642,13952,11803,12384
100830,Canary seed,0,0,0,0,0,0,0,0,0,0,,85,53,77,75,52,1,100,160,156,60,,1577,1269,1818,2026,740,1361,1353,720,878,1505
100840,"Fonio """"Digitaria spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8,7,2,0,0,0,0,0,2,0
150210,"Tallow of bovine animals, sheep or goats (excluding oil and oleostearin)",0,0,0,0,0,0,0,0,0,0,,357,50,285,272,569,863,837,1021,358,290,,8783,8869,12240,11407,16779,16676,13415,15023,12968,19080
151329,"Palm kernel and babassu oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,0,0,13,13,21,0,0,5,15,0,,210526,149933,181631,86689,207964,245910,131449,59617,76501,180168
151710,Margarine (excluding liquid),0,0,0,0,0,0,0,0,0,0,,2129,1849,1526,1420,1608,2036,2428,3001,2895,2863,,133244,113587,98845,67526,52421,63302,78977,70215,52953,73795
