Product code,Product label,China's imports from Australia-Value in 2012,China's imports from Australia-Value in 2013,China's imports from Australia-Value in 2014,China's imports from Australia-Value in 2015,China's imports from Australia-Value in 2016,China's imports from Australia-Value in 2017,China's imports from Australia-Value in 2018,China's imports from Australia-Value in 2019,China's imports from Australia-Value in 2020,China's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",0,0,0,0,0,0,0,0,0,0,,1136,846,94,33,188,92,53,411,66,67,,5,0,0,0,0,0,12,0,0,0
320500,Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ...,0,0,0,0,0,0,0,0,0,0,,5,0,6,2,4,2,22,5,50,92,,7936,7750,9053,7721,11532,14536,17534,19670,12187,12150
320641,Ultramarine and preparations based thereon of a kind used for colouring any material or produce ...,1,0,0,4,0,0,0,0,2,0,,236,259,24,0,0,4,3,3,9,20,,12647,15531,18767,15309,14437,16471,18262,12708,15587,17559
340420,"Poly""""oxyethylene"""" [polyethylene glycol] waxes""""",5,3,11,6,0,4,5,3,0,0,,1502,898,1441,1143,1436,1357,1340,1242,618,1172,,49115,39992,44141,44196,44490,47800,53560,64546,62795,66573
293293,Piperonal,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6,,0,0,7,0,117,1200,0,324,0,20
293349,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing in the structure a quinoline ...""",0,0,0,0,0,15,5,1,1,0,,46,55,11,23,185,53,30,42,5,20,,11790,12191,10314,28365,17604,32610,21367,22579,33003,44132
293352,"Malonylurea """"barbituric acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,2,1,0,3,0,0,0,0,0,5,,219,174,146,71,8,21,35,46,22,33
293500,Sulphonamides,0,0,0,2,0,0,0,0,0,0,,3168,5841,3174,8863,7105,0,0,0,0,0,,126427,128533,158212,201472,172201,0,0,0,0,0
293711,"Somatropin, its derivatives and structural analogues, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,7,82,67,0,3,4,3,11,44,7,,0,1,18,22,434,24,14,26,20,13
300320,"Medicaments containing antibiotics, not in measured doses or put up for retail sale (excluding ...",0,0,0,0,0,0,0,0,0,0,,18082,27901,15867,5621,5692,433,2112,2052,188,158,,38552,28214,30626,32213,40092,33485,34787,23814,5794,1873
300331,"Medicaments containing insulin, not in measured doses or put up for retail sale",0,0,0,0,0,0,0,0,0,0,,0,0,24,2,0,62,10,110,128,284,,0,0,0,1,0,0,0,0,0,0
291712,"Adipic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,47,29,0,0,625,750,1393,2229,2097,1179,,60645,44732,39948,35554,28773,30096,32276,19156,15800,23373
291732,Dioctyl orthophthalates,0,0,0,0,0,0,0,0,0,0,,91,6,1,3,3,3,11,4,3,7,,165348,178835,67400,197631,165775,171794,112054,76134,15370,65648
291734,"Esters of orthophthalic acid (excluding dioctyl, dinonyl or didecyl orthophthalates)",0,0,0,0,0,0,0,0,0,0,,251,6,5,3,10,62,15,21,17,25,,18051,15232,14904,8660,10513,9820,8925,6920,6976,10299
291819,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",0,5,0,0,0,0,0,1,0,0,,28,52,60,176,36,181,23,47,129,52,,22572,28405,24635,21216,18130,25007,32306,48220,28001,41666
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",2,8,0,0,0,0,0,0,0,0,,70,19,13,15,149,342,146,312,6,49,,40380,49516,54791,52733,69750,70544,61782,71604,76388,91003
292024,Triethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
292112,Diethylamine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,3,,0,0,0,0,0,2,8,4,0,44
292122,Hexamethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,31,42,1,0,3,0,0,0,0,58,,156559,144615,173915,193932,101229,117671,144931,154507,142977,121199
292145,"1-Naphthylamine """"alpha-naphthylamine"""", 2-naphthylamine """"beta-naphthylamine"""" and their ...""",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,19,0,77,0,0,,642,1700,2419,1935,1670,1405,2662,3410,3208,2550
292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",0,0,0,0,0,0,0,0,0,0,,2,1,4,10,8,2,2,1,6,4,,1882,1558,794,2111,2351,2587,2660,3888,3277,2699
292243,Anthranilic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,0,0,,80,150,61,20,66,256,259,823,85,359
382471,"Mixtures containing chlorofluorocarbons """"CFCs"""", whether or not containing hydrochlorofluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,177,149,128,39,9,16,11,16,8,32
382490,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",12292,11144,8068,9050,3555,0,0,0,0,0,,45260,38656,35346,34895,34736,0,0,0,0,0,,6091243,6425120,6616291,6006774,5840828,31,0,0,0,0
382530,Clinical waste,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,30,11,,0,0,0,0,0,0,0,0,0,0
382561,"Wastes from chemical or allied industries, mainly containing organic constituents (excluding ...",0,0,0,0,0,0,0,0,0,0,,47,49,12,0,0,3,3,3,15,14,,0,0,0,20,0,0,0,0,0,0
390220,"Polyisobutylene, in primary forms",0,0,0,0,0,0,0,0,0,0,,211,302,300,227,63,14,9,7,12,10,,58587,65159,70616,53527,64854,84874,81772,90238,106673,102188
390440,"Vinyl chloride copolymers, in primary forms (excluding vinyl chloride-vinyl acetate copolymers)",0,0,0,0,0,0,0,0,1,0,,142,128,173,198,156,251,139,148,110,8,,16889,18095,20972,17591,19915,17295,16914,13756,12962,12562
390519,"Poly""""vinyl acetate"""", in primary forms (excluding in aqueous dispersion)""""",0,1,0,0,0,0,0,0,0,0,,26,7,27,14,25,30,36,43,13,4,,7324,7754,4746,2951,2270,1989,2385,3349,2940,3805
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",0,7,0,0,20,0,0,23,0,0,,674,981,1058,473,1776,149,62,51,25,187,,10873,9542,8374,7288,9410,12442,20901,13625,19366,23029
370790,"Preparation of chemicals for photographic uses, incl. unmixed products put up in measured portions ...",0,0,1,0,0,0,2,0,0,0,,11508,12048,8626,6101,12512,10329,8692,6235,5684,4525,,810132,787708,681342,569330,532688,576016,545980,551652,1351629,1902587
380850,Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl ...,0,0,0,0,0,0,0,0,0,0,,15076,9606,8005,6619,7169,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,109,0,28,4,0,,0,0,0,0,0,0,0,34,106,1
380869,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,473,249,565,542,1393,,0,0,0,0,0,1704,2710,5155,7272,7921
340700,"Modelling pastes, incl. those put up for children's amusement; preparations known as dental ...""",2,2,3,0,0,1,1,18,6,0,,249,115,91,27,66,72,328,90,56,155,,21948,21818,28320,30996,30677,36430,42391,49044,38419,48695
370130,"Photographic plates and film in the flat, sensitised, unexposed, with any side > 255 mm",0,0,0,23,0,1,2,0,0,0,,1484,543,3633,4433,3194,3471,3179,3270,2310,1288,,159585,130870,99912,84174,84914,86399,102498,124924,130750,157469
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,4,4,7,0,0,0,0,0,5,19,,29655,23996,7884,6533,4350,4538,4013,3968,2885,3101
381231,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline """"TMQ""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,131,103,27,67,563,,0,0,0,0,0,1261,278,602,884,782
390939,"Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,621,135,76,195,325,,0,0,0,0,0,27251,27261,24014,21383,22039
400220,"Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,0,31,0,0,,118,50,174,67,115,0,95,0,0,6,,749038,550552,439953,372088,349406,587093,394939,362443,349131,333394
400239,"Halo-isobutene-isoprene rubber """"CIIR"""" or """"BIIR"""", in primary forms or in plates, sheets ...""",0,0,0,0,0,0,0,0,0,0,,209,433,125,0,0,3,0,0,0,0,,933530,868752,824438,575019,501002,517886,491874,425219,362949,278395
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,0,0,0,0,,0,0,133,14,107,0,0,0,50,0,,202096,123378,68214,61865,69875,88593,74889,62110,76474,74133
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",0,0,0,0,0,0,0,0,0,0,,24,208,7,39,45,20,0,3,64,50,,178432,210318,122599,723989,2454046,4826197,4247847,3704166,4779694,4438388
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip",20,0,0,0,0,0,0,0,0,0,,564,372,19,85,104,128,67,808,35,95,,27095,35066,35557,26305,41883,58372,71738,81431,68444,73844
400520,"Compounded rubber, unvulcanised, in the form of solutions or dispersions (excluding rubber ...",0,0,0,0,0,0,0,0,0,0,,53,34,44,12,0,2,0,8,21,9,,12379,9360,9141,8036,8730,9238,910,585,823,8237
400912,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",314,193,284,120,183,104,126,651,28,0,,2385,1138,807,1364,804,577,713,744,936,1227,,28496,39235,46979,43645,39159,46082,51030,49647,41406,34978
441294,"Laminated wood as blockboard, laminboard or battenboard (excluding of bamboo, plywood consisting ...",0,0,0,0,0,0,0,0,0,0,,153,93,80,29,91,21,47,291,66,53,,2757,3006,2920,4275,6837,9467,8270,6996,5935,9649
441300,"Metallised wood and other densified wood in blocks, plates, strips or profile shapes",1,0,0,6,0,0,0,0,0,0,,373,124,73,346,204,168,112,175,142,340,,3344,2481,2683,2366,4047,4342,4720,7288,7438,7146
440112,"Fuel wood, in logs, billets, twigs, faggots or similar forms, non-coniferous",0,0,0,0,0,0,6,0,0,0,,0,0,0,0,0,63283,14743,359,2521,9116,,0,0,0,0,0,99,99,67,339,1499
450390,"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ...",0,0,0,0,0,0,0,0,0,0,,16,27,12,11,37,31,16,29,230,175,,406,1794,2753,951,753,1224,1150,1362,804,1466
460121,"Mats, matting and screens of bamboo plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,22,29,9,1,3,0,0,3,0,8,,20,48,39,20,100,123,48,87,55,36
460199,"Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven ...",0,0,0,0,0,0,0,0,0,0,,0,10,77,121,130,142,238,163,25,52,,5161,4252,4269,4826,3127,4033,3859,2538,2000,3194
470100,"Mechanical wood pulp, not chemically treated",0,0,1,0,0,0,0,0,0,0,,0,10,0,0,2,261,151,149,335,240,,5799,1452,2725,2201,1924,4927,5073,4338,3393,8075
470500,Wood pulp obtained by a combination of mechanical and chemical pulping processes,139,0,0,0,0,0,0,442,0,0,,0,6,15,13,21,2,0,14,224,0,,759178,738020,818486,774789,698305,939935,970998,814573,851180,767690
480210,Handmade paper and paperboard of any size or shape,1,0,0,0,0,0,0,0,0,0,,259,42,498,839,741,719,527,152,21,48,,473,324,245,211,244,196,286,413,389,1565
482030,"Binders (other than book covers), folders and file covers, of paper or paperboard",0,0,1,0,2,1,5,1,0,0,,586,301,338,133,378,435,317,185,191,396,,1028,966,1094,820,1051,631,711,782,1241,1348
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",2,1,0,0,7,2,7,1,0,0,,104,193,77,38,73,55,146,70,237,138,,1316,950,846,650,784,569,630,659,566,525
482370,"Moulded or pressed articles of paper pulp, n.e.s.",8,0,4,0,0,0,0,24,0,0,,1988,1383,2169,584,511,956,172,171,159,428,,20185,13069,9647,9287,10150,15279,12018,12644,10592,9779
510220,"Coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used in the ...",0,0,0,0,0,0,0,8,0,0,,0,0,23,43,41,0,7,4,0,0,,5105,7140,5706,4693,3900,5177,15870,10287,9602,18875
480530,"Sulphite wrapping paper, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,6,0,85,58,43,30,30,29,2,17,,500,659,476,450,637,710,917,1079,787,657
481019,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",95,12,331,2,20,2,31,3,0,0,,4722,4213,3784,3166,411,583,591,452,301,658,,96882,81586,74287,69318,73262,88524,101130,83015,80201,92953
481029,"Paper and paperboard used for writing, printing or other graphic purposes, of which > 10% by ...",0,0,0,0,0,635,0,0,35,0,,106,123,176,149,67,53,514,37,291,320,,58182,64374,60652,53229,63089,73287,76764,52104,41681,68663
481031,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",0,0,0,7,16,7,0,0,0,0,,3,0,0,0,4,24,2,21,2,13,,31544,27648,29323,28781,38820,43358,41639,31921,28701,35881
520859,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, printed ...",0,0,0,0,0,0,0,3,0,0,,18,42,72,147,35,42,1,8,126,78,,13707,16282,13302,9693,9306,8227,7245,4831,3343,2769
520929,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, bleached ...",0,0,0,0,0,0,0,0,0,0,,140,1,0,0,10,2,8,2,8,2,,14858,33541,11931,11099,8905,6992,4675,5450,2791,1911
521039,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",12,11,10,3,0,0,0,0,0,0,,24,112,25,61,132,153,33,12,51,64,,25730,23191,21547,18199,16824,13056,12872,8319,5672,3893
521111,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1,8,0,0,1,7,0,0,7,12,,1726,3066,2661,3317,2778,3208,3447,2555,1733,2528
521211,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,19,2,0,0,14,0,0,12,28,26,,327,232,209,192,398,182,246,236,103,178
521221,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,3,9,0,1,0,0,0,0,0,0,,243,726,637,363,338,778,678,567,401,695
521222,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,5,0,0,0,14,0,,23,242,52,94,36,139,114,70,116,62
520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",86,0,0,0,0,0,0,0,0,0,,31,72,338,0,0,0,0,0,2,0,,66422,79469,65865,73634,58294,68024,83516,68304,58551,85761
520633,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,125,461,908,166,114,44,52,16,6,63
520635,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,31,16,3,10,21,52,13,3,26,41
520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,3387,1916,2303,1444,2387,5209,5063,3050,1636,1356
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2464,5786,6751,6066,5557,4790,4252,3490,2008,1783
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",0,0,0,0,3,0,0,0,0,0,,19,40,99,62,37,37,13,200,33,38,,44,77,80,49,73,86,118,119,74,208
520819,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, unbleached ...",0,0,53,0,0,0,0,0,0,0,,722,502,56,61,128,90,261,464,276,77,,10293,10899,9443,8429,7381,4795,6378,3879,3034,1442
411320,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,54,12,15,13,9,8,17,4,0,16,,38173,39416,40995,50180,29146,28112,20619,15933,12444,11109
430110,"Raw furskins of mink, whole, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,4,0,,397827,487943,635757,813236,725777,555817,378942,208205,130357,0
440391,"Oak """"Quercus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",23,6,11,0,0,5,1,6,0,0,,1113,483,717,722,957,265,634,259,139,78,,125228,154593,272550,260460,252964,398741,433753,302356,341897,496140
440393,"Beech """"Fagus spp."""" in the rough, of which any cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,135502,172194,126753,108120,162033
440395,"Birch """"Betula spp."""" in the rough, of which any cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,12,0,0,0,,,,,,,,,,,,,0,0,0,0,0,238804,286694,180530,175052,245891
440691,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,730,337,12,0,0,,0,0,0,0,0,540,6,0,0,0
440725,"Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or ...",166,426,602,766,123,66,101,8,36,0,,30,29,26,0,0,0,3,5,8,17,,3399,3376,5911,6961,4708,5506,3190,2384,1385,1678
440727,"Sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,34282,41287,45987,64407,51401,51003,50508,57506,64910,37169
440793,"Maple """"Acer spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",245,255,340,0,0,0,0,9,0,0,,267,1482,495,0,0,7,46,17,0,0,,35094,41240,45635,43789,33719,46885,47773,34464,32552,39667
440795,"Ash """"Fraxinus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,10,0,0,0,0,0,0,0,0,,191,118,22,6,31,107,56,8,8,0,,99616,129189,214547,271826,290725,272538,277526,219373,165785,146796
410510,"Skins of sheep or lambs, in the wet state """"incl. wet-blue"""", tanned, without wool on, whether ...""",11,5,0,0,1,0,0,0,0,0,,0,0,559,518,662,399,0,0,0,60,,42909,42165,19632,23235,11114,14222,21756,14399,9272,10792
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",0,0,0,0,5,674,1,0,0,0,,533,477,386,488,397,1889,647,266,576,495,,48427,133286,283505,278766,271740,224069,83989,104699,105770,106038
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",0,0,0,0,0,13,11,4,0,0,,337,494,1167,1763,1221,2515,1781,926,944,1197,,10816,11246,11751,14860,14057,15014,14242,14173,9848,8318
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",1,2,0,0,3,0,1,0,0,0,,17699,24422,30931,32305,42681,49932,35498,30367,16833,12299,,495541,568373,618795,523899,520370,587310,597100,578819,552279,621184
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",0,0,0,0,0,0,0,0,0,0,,796,1700,82,302,207,0,0,0,0,0,,209,437,873,722,469,0,0,0,0,0
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",438,238,72,397,172,0,0,0,0,0,,4954,6683,3865,5226,4370,0,0,0,0,0,,137002,200962,135224,57899,63193,0,0,0,0,0
401211,"Retreaded pneumatic tyres, of rubber, of a kind used on motor cars """"incl. station wagons ...""",0,0,0,0,0,0,0,0,0,0,,1265,961,880,806,570,526,2383,3006,1860,1864,,5,1,0,0,0,1,1,0,0,4
392094,"Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, ...",7,1,0,0,1,0,195,187,65,0,,121,8,3,11,2,27,1,108,11,22,,11007,10793,7550,6966,5521,6227,6670,6657,4836,5599
392220,"Lavatory seats and covers, of plastics",0,38,5,0,0,1,3,0,0,0,,580,298,275,244,805,418,364,175,307,163,,5822,5747,5038,3726,4991,6750,7421,7392,7150,6515
392059,"Plates, sheets, film, foil and strip, of non-cellular acrylic polymers, not reinforced, laminated, ...""",3,0,18,1,1,0,0,0,0,0,,235,473,413,378,53,629,320,264,276,1205,,60545,84669,123806,97426,87493,85911,90604,144466,96975,75688
902830,"Electricity supply or production meters, incl. calibrating meters therefor",5,9,0,7,1,12,8,1,0,0,,3852,8115,19255,13315,3339,5660,4455,3277,3116,4297,,14109,11608,10738,9672,9355,7752,8553,18746,39948,45264
940381,"Furniture of bamboo or rattan (excluding seats and medical, surgical, dental or veterinary ...",11,0,0,0,0,0,0,0,0,0,,40,17,102,106,110,0,0,0,0,0,,245,384,540,628,894,0,0,0,0,0
940383,"Furniture of rattan (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,24,8,25,83,66,,0,0,0,0,0,1078,973,526,567,565
950612,Ski bindings,0,46,0,6,31,0,0,159,0,0,,15,26,280,362,53,40,26,10,442,29,,593,818,1384,2123,2265,2790,2023,2476,2263,3764
950661,Tennis balls (excluding table tennis balls),1,0,6,0,1,0,0,0,0,0,,41,160,145,45,24,13,26,75,13,96,,1401,3586,3162,3790,3993,3989,4037,4452,3464,3870
950730,Fishing reels,0,0,0,0,0,0,0,0,0,0,,301,502,989,367,326,541,290,260,950,521,,6108,3757,8731,11866,14475,19028,24431,53227,76226,68327
960400,Hand sieves and hand riddles (excluding colanders),0,0,0,0,0,0,0,0,0,0,,75,203,35,35,28,101,142,28,44,23,,43,54,80,68,80,155,130,112,178,177
960500,"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)",0,0,0,0,1,12,2,8,0,0,,649,832,1099,478,492,240,467,391,378,530,,1396,1494,2713,3151,3888,5568,3072,2652,1010,491
960622,"Buttons of base metal, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",4,1,2,2,5,8,3,1,1,0,,95,65,12,27,26,24,15,26,5,15,,41045,38645,32280,26661,24769,27084,29063,27179,14516,12857
880260,"Spacecraft, incl. satellites, and suborbital and spacecraft launch vehicles",0,0,0,0,0,0,0,0,0,0,,41,120,11,27,413,1931,685,34,273,1680,,0,0,0,82,0,0,0,7961,7469,0
901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, ...",0,1,0,1,0,187,0,109,17,0,,3348,4611,5175,4611,2506,4680,5813,6283,9973,7632,,803,1302,2426,1480,1417,1611,1273,2913,799,306
901600,"Balances of a sensitivity of 50 mg or better, with or without weights",0,0,3,1,6,0,0,0,2,0,,715,278,199,405,311,656,151,112,187,472,,36103,38035,32576,37958,40722,44510,50805,46555,41152,48047
901841,"Dental drill engines, whether or not combined on a single base with other dental equipment",0,0,0,0,0,0,0,0,0,0,,76,223,289,52,59,183,81,327,58,225,,43325,93159,11692,12282,17144,67779,25016,22481,15147,21416
902213,Apparatus based on the use of X-rays for dental uses,0,0,0,0,0,0,0,0,0,0,,528,455,220,165,1197,594,171,674,652,193,,48330,56006,80244,75090,84231,87749,107046,126529,61792,9608
910599,"Clocks (excluding electrically operated, wrist-watches, pocket-watches and other watches of ...",36,0,0,0,4,0,0,0,0,0,,335,176,105,50,195,355,195,291,235,779,,5881,9572,5060,3888,3806,3412,3694,4270,2318,3568
910910,"Clock movements, complete and assembled, electrically operated (excluding watch movements)",0,0,0,0,0,0,0,0,0,0,,6,1,77,0,8,27,3,477,362,6,,3878,3184,4496,6677,7414,7106,3921,2382,1307,1433
