Product code,Product label,Germany's imports from Saudi Arabia-Value in 2012,Germany's imports from Saudi Arabia-Value in 2013,Germany's imports from Saudi Arabia-Value in 2014,Germany's imports from Saudi Arabia-Value in 2015,Germany's imports from Saudi Arabia-Value in 2016,Germany's imports from Saudi Arabia-Value in 2017,Germany's imports from Saudi Arabia-Value in 2018,Germany's imports from Saudi Arabia-Value in 2019,Germany's imports from Saudi Arabia-Value in 2020,Germany's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",2792,0,2353,5056,5,5,18,0,0,0,,185,2826,1716,530,1794,7930,19201,34460,41171,75042,,326973,474909,381867,287758,393056,425305,497664,482652,648305,661343
160530,"Lobster, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1164,889,1381,1418,1400,1401,1112,999,565,539
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,24,0,0,,197,0,0,1,11,0,0,0,0,0,,19566,24372,23477,21569,29600,31853,33933,34270,37677,38422
160555,"Octopus, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1822,1948,2609,3053,4049,5707,7141,6801,4620,10038
170240,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,0,0,,844,550,74,453,81,171,260,562,957,1633,,34663,37543,34379,23577,21013,24221,20729,19048,22007,26447
180200,"Cocoa shells, husks, skins and other cocoa waste",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2717,2891,971,877,994,450,1582,2096,2681,5404
180320,"Cocoa paste, wholly or partly defatted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,64742,34647,56266,68760,54773,36024,43064,37722,49045,51842
180500,"Cocoa powder, not containing added sugar or other sweetening matter",0,0,0,0,0,0,0,0,0,0,,798,187,102,195,178,361,176,187,1021,840,,227854,224478,170524,116426,148617,139809,124995,120783,111838,122610
180620,"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ...",0,0,0,0,0,0,0,0,3,0,,5085,7131,8781,6330,7660,17650,19790,28492,36791,36897,,392163,478988,529885,453582,506082,456617,458714,443164,475846,572713
190120,"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...",1,0,0,0,2,2,0,0,0,0,,4747,5388,4360,5089,4052,5016,3502,2090,4336,5122,,246165,276931,294640,254774,266698,298278,308366,288775,276618,293024
190430,"Bulgur wheat in the form of worked grains, obtained by cooking hard wheat grains",0,0,0,0,0,0,0,0,0,0,,918,664,915,730,19,62,8,4078,2803,2224,,10723,11719,15366,15252,19647,18556,19775,14426,24670,23445
200490,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ...",0,0,0,0,0,0,0,0,0,0,,5523,7291,9437,10144,4875,5335,3803,3299,3194,8479,,66328,71202,77901,64212,69833,85296,91963,92893,105558,104833
200551,"Shelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,0,0,0,0,0,1,0,,0,66,0,118,277,705,762,3044,3190,754,,34948,37822,46939,42875,42601,47553,51597,52217,66739,70538
200560,"Asparagus, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,47157,56310,58559,51394,46271,45288,44359,43745,47912,39974
200791,"Citrus fruit jams, jellies, marmalades, pur?es or pastes, obtained by cooking, whether or not ...",0,0,0,0,0,0,0,0,0,0,,48,122,0,7,8,86,98,16,183,115,,10414,11380,9977,8827,7464,8595,10150,9594,10883,11697
200893,"Cranberries """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""", prepared ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,22710,28205,30405,29639,33408,37374,43781,63092,62539,49006
200912,"Orange juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",1,0,0,0,0,0,2,0,0,0,,11785,1692,346,1346,1306,2506,1390,839,11288,11499,,117513,116134,159928,161919,191109,221337,261093,229815,204453,216679
200969,"Grape juice, incl. grape must, unfermented, Brix value > 30 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,2485,2522,1272,582,238,418,334,0,17,0,,40114,40969,25778,22133,18417,18662,24641,17999,22962,18055
210120,"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these ...",0,0,0,0,0,0,0,0,0,0,,199,127,253,76,540,492,76,60,34,25,,36343,48226,41293,31639,34327,33956,39986,32242,35761,39086
30633,"Crabs, whether in shell or not, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,121,,0,0,0,0,0,1529,1909,2449,3770,4142
30729,"Scallops and other molluscs of the family Pectinidae, smoked, dried, salted or in brine, even ...",0,0,0,0,0,0,0,0,0,0,,566,0,0,0,0,3,10,0,0,0,,15646,18965,19881,17905,22140,147,363,498,279,280
30739,"Mussels """"Mytilus spp., Perna spp."""", smoked, frozen, dried, salted or in brine, with or without ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,125,0,88,0,0,,6552,7504,9410,7720,6156,43,52,173,178,618
30743,"Cuttle fish and squid, frozen, with or without shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,58630,54429,56513,52474,45095
30782,"Live, fresh or chilled, even in shell, stromboid conchs """"Strombus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,51,15,11,12,13
30783,"Frozen, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,194,14,323,0,182
30792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,250,320,251,417,450
30812,"Frozen sea cucumbers """"Stichopus japonicus, Holothuroidea""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,14,0,0,0,9
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...",0,0,0,0,0,0,0,0,0,0,,127155,100496,106748,87123,52098,33436,1319,3034,10052,7599,,704854,788226,935308,741010,757679,1181538,1008726,855462,1011386,1152506
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,4363,4910,7241,8958,33491,26057,1671,3539,6388,6182,,357670,421757,427521,318085,307289,490167,462997,372099,370228,470545
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",1,0,0,0,0,0,0,0,0,0,,56322,50766,65126,40963,42487,50640,36122,15032,27542,23817,,127840,176307,196551,129757,120192,118023,99337,124989,153896,156737
40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.",0,0,0,0,0,0,0,0,0,0,,18414,14875,956,1132,117,553,523,2779,5600,22,,36239,45602,52261,35135,29308,44859,50368,43895,40130,57296
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excluding natural butter, ...",0,0,0,0,0,0,0,2,14,0,,7471,6738,4923,7731,1109,2403,2648,3729,6865,4466,,83904,94184,94229,66888,71915,141156,159726,118200,102900,112397
40630,"Processed cheese, not grated or powdered",0,0,0,0,0,0,0,0,0,0,,28233,35495,37472,14421,23118,112761,124539,133358,187802,157553,,130431,154017,149089,117700,100760,121289,129100,132126,137916,125355
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",0,0,198,0,0,0,0,0,0,0,,255741,238480,252173,276324,171433,66490,76808,87048,86019,79861,,3117391,3499782,3724654,2947158,3063871,3356414,3567948,3546069,3709011,4004255
40819,"Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,11251,4655,12860,19812,816,283,229,0,0,337,,39732,38117,37305,29469,36240,50732,59140,52224,51737,53319
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,45,0,0,0,0,0,,16042,17335,15252,15199,17130,22230,27750,26627,32043,35630
51110,Bovine semen,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13036,9398,9719,9022,9792,11247,11722,10625,12117,13058
20990,"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,523,671,202,64,728,345,555,867,781,811
21019,"Meat of swine, salted, in brine, dried or smoked (excluding hams, shoulders and cuts thereof, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,250558,280105,285459,230230,226011,233989,246779,225812,232454,226913
21091,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,40,0,0,43,0,,0,0,0,0,0,0,0,0,0,0
30191,"Live trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,12,0,0,,16930,24391,25817,19956,22353,23972,24239,25628,24770,32961
30219,"Fresh or chilled salmonidae (excluding trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,1002,846,3423,3831,3955,2463,1522,220,0,0,,3542,4864,4483,3692,3590,3947,3624,3959,3237,1014
30235,"Fresh or chilled Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,0,130,0,0,238,0,0,0,0,0,,166,215,91,459,667,464,520,488,136,69
30236,"Fresh or chilled Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,18,0,0,0,0,0,,14,4,0,0,0,0,0,7,0,0
30254,"Fresh or chilled hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1992,1667,2532,958,1425,2287,1819,2323,839,7656
30273,"Fresh or chilled carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,244,438,179,373,229,313,434,179,418,1022
30279,"Fresh or chilled, Nile perch """"Lates niloticus"""" and snakeheads """"Channa spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,36,0,0,7,127,0,0,0,0,,420,920,697,629,354,247,68,43,38,84
30281,Fresh or chilled dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,135,243,199,91,58,41,35,30,25,37
30333,"Frozen sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4890,3273,3638,2870,3863,3102,3411,3532,2896,2255
30354,"Frozen mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,65,1078,2735,1393,101,328,57,803,1266,512,,37461,25765,37794,16907,21309,21639,19937,23463,21569,11559
30355,"Frozen jack and horse mackerel """"Trachurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,37,0,74,90,60,0,34,0,254,0,,1192,1045,1097,5218,485,227,129,187,214,1359
30383,"Frozen toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3,1,7,66,64,41,43,56,24,0
30446,"Fresh or chilled fillets of toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,170,153,88,70,64,101,50,87,59,48
30447,Fresh or chilled fillets of dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2002,1487,260,24,17
30451,"Fresh or chilled meat, whether or not minced, of tilapia """"Oreochromis spp."""", catfish """"Pangasius ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,68,159,160,68,29,23,9,8,13,10
30454,"Fresh or chilled meat, whether or not minced, of swordfish """"Xiphias gladius"""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,130,175,471,235,340,231,474,748,579,269
30474,"Frozen fillets of hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,32711,33958,34722,26083,21373,24081,30075,35225,22767,25326
30489,"Frozen fish fillets, n.e.s.",0,0,0,0,0,0,0,0,0,0,,223,0,34,0,0,2,0,0,5,5,,161005,180331,190393,160802,154990,150627,150297,146809,126305,110589
30491,"Frozen meat, whether or not minced, of swordfish """"Xiphias gladius"""" (excluding fillets)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3442,756,66,21,18,5,0,0,105,236
30492,"Frozen meat, whether or not minced, of toothfish """"Dissostichus spp."""" (excluding fillets)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,49,193,1053,762,662,438,358,368,444,311
30554,"Dried herrings """"Clupea harengus, Clupea pallasii"""", anchovies """"Engraulis spp."""", sardines ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,273,128,113,92,169
30614,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming ...",0,0,0,0,0,0,0,0,0,0,,0,45,0,6,0,114,292,612,835,423,,10655,10395,8595,6939,7953,4983,6570,6804,3709,4296
220422,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,38385,46640,50269,42623,43942
220710,"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%",0,0,0,0,0,0,0,0,0,0,,0,127,0,3,1,9,28,0,0,21,,728243,812211,598433,507610,538764,684966,718477,846922,838375,850628
220820,Spirits obtained by distilling grape wine or grape marc,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,221020,219637,201037,136420,144694,128035,139268,130763,99175,120146
220840,Rum and other spirits obtained by distilling fermented sugar-cane products,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,302703,342468,340671,282458,312509,311267,256846,158682,139073,181251
230230,"Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,56243,72047,67427,54081,44819,58511,66421,71670,66227,82886
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,60018,51623,65934,78376,70979,74476,66857,61419,63943,77458
230910,"Dog or cat food, put up for retail sale",0,0,0,0,0,0,0,0,0,0,,233,573,94,43,51,90,83,0,0,0,,874602,1009176,1140934,1069147,1078529,1347890,1465347,1514738,1684578,1901600
250300,"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)",0,0,0,0,0,0,0,0,0,0,,27116,22901,23318,35898,16725,37260,64053,13694,20274,47261,,15425,14273,21738,16656,12538,11932,14882,15272,10992,13579
250490,Natural graphite (excluding in powder or in flakes),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2775,3621,5238,4680,6730,4812,989,481,288,501
250830,Fireclay (excluding kaolin and other kaolinic clays and expanded clay),0,0,0,0,0,0,0,0,0,0,,519,1333,813,870,1889,453,1452,1275,0,116,,4677,3552,3682,4141,4291,9579,14316,13288,12209,15523
250840,"Clays (excluding fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)",1,4,6,2,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,16361,16065,19261,21400,22287,21742,24196,18360,16838,19739
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",0,0,0,0,0,0,1,0,0,0,,887,1442,360,793,1388,8185,5907,1497,1482,1095,,3659,4910,5809,5126,4609,3686,4841,5952,3730,3820
251520,Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1763,2153,2988,1415,1435,1086,1701,1528,1335,1906
251810,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14235,15433,12718,10536,10300,11247,12828,11188,11136,14863
60230,"Rhododendrons and azaleas, grafted or not",0,0,0,0,0,0,0,0,0,0,,737,0,0,17,25,65,19,0,0,0,,7278,7523,5849,5057,4707,4681,6519,5519,5803,6562
70390,"Leeks and other alliaceous vegetables, fresh or chilled (excluding onions, shallots and garlic)",0,0,0,0,0,0,0,0,0,0,,0,0,0,123,257,71,28,0,0,12,,49527,60282,42081,38965,41582,46708,41030,51163,50726,76616
70970,"Fresh or chilled spinach, New Zealand spinach and orache spinach",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,7,14,0,0,0,0,,13382,16203,19998,23080,26150,29212,32157,34026,35914,49278
71220,"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared",0,0,0,0,0,0,0,0,0,0,,178,150,110,41,150,521,242,0,0,0,,53678,55360,66156,61121,57378,54995,50009,53077,58536,64715
71231,"Dried mushrooms of the genus """"Agaricus"""", whole, cut, sliced, broken or in powder, but not ...""",0,0,0,0,0,0,0,0,0,0,,61,31,0,0,0,22,0,0,0,0,,12832,13874,18171,11249,11676,11166,11505,10181,6267,8067
71232,"Dried wood ears """"Auricularia spp."""", whole, cut, sliced, broken or in powder, but not further ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2111,2323,2283,1806,1819,1811,1742,1803,1371,2118
71310,"Dried, shelled peas """"Pisum sativum"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,48,0,0,194,99,195,164,3,0,70,,29895,55683,53488,35051,27064,34479,60090,44645,49656,61777
71430,"Yams """"Dioscorea spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,339,606,746,246,360,307,521,476,691,705
71440,"Taro """"Colocasia spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,,77,98,190,162,135,178,203,190,290,302
71450,"Yautia """"Xanthosoma spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3,2,6,1,6,45,34,20,7,5
80119,"Fresh coconuts, whether or not shelled or peeled (excluding in the inner shell """"endocarp"""")""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,169,79,5,102,0,0,0,,7184,7812,10533,10411,9230,9009,12309,8926,11138,11085
80242,"Fresh or dried chestnuts """"Castanea spp."""", shelled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7002,6687,7578,6826,7290,8376,7112,6880,6062,6907
80270,"Fresh or dried kola nuts """"Cola spp."""", whether or not shelled or peeled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,233,196,198,365,43,142,201,118,122,323
80450,"Fresh or dried guavas, mangoes and mangosteens",8,0,0,0,0,0,0,0,1,0,,954,1103,966,1438,1300,1314,922,49,12,33,,111576,131087,161766,173674,176579,202296,227083,198000,222814,243373
80529,Fresh or dried wilkings and similar citrus hybrids,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,11885,12592,4473,4243,8376
80550,"Fresh or dried lemons """"Citrus limon, Citrus limonum"""" and limes """"Citrus aurantifolia, Citrus ...""",0,0,0,0,0,0,0,0,0,0,,769,3864,1432,2314,4572,7601,5264,367,300,189,,195903,252182,259438,255041,325787,314102,376281,324157,454448,387942
80711,Fresh watermelons,0,0,0,0,0,0,0,0,0,0,,10132,0,0,19,42,0,0,0,0,0,,164734,202702,196882,205014,215072,231141,339885,286855,339869,285142
271111,"Natural gas, liquefied",0,0,0,0,0,0,0,0,0,0,,1258797,1559959,1594569,1724026,1055468,1631644,0,0,0,0,,977,1363,7554,13655,16016,48709,73988,7635,11062,92059
271112,"Propane, liquefied",0,0,0,0,0,0,0,0,0,0,,3657373,3123183,2470855,2438776,1421602,1812647,0,0,0,0,,897413,902688,599221,335420,307567,456600,537390,411786,349756,661040
280450,Boron; tellurium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,26180,21089,20083,16563,8168,9549,104040,20546,18130,33791
280480,Arsenic,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,792,1360,2390,3126,4295,3764,2574,677,2383,3240
280530,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",0,0,0,0,0,0,0,12,0,0,,0,0,0,0,0,0,0,0,0,0,,17653,5072,4409,3922,2929,3215,4850,3438,2822,3292
280800,Nitric acid; sulphonitric acids,0,0,0,0,0,0,0,0,0,0,,11108,7790,7330,1969,5448,3944,4684,1567,568,147,,21617,20415,20075,20233,33224,25488,23063,25025,23126,48692
280910,Diphosphorus pentaoxide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4139,7651,8914,9914,9234,9706,9443,10151,7835,11028
281121,Carbon dioxide,0,0,0,0,0,0,0,0,0,0,,229,1119,1427,165,254,511,1033,1826,2033,2484,,14313,18814,15520,16189,13096,22741,24437,35877,34300,23382
281211,"Carbonyl dichloride """"phosgene""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,352,345,320,148,256
281390,Sulphides of non-metals (excluding carbon disulphide); commercial phosphorus trisulphide,0,0,0,0,0,0,0,0,0,0,,0,0,66,0,0,0,0,0,0,0,,1177,1278,1335,991,1047,1335,1566,920,1258,865
281410,Anhydrous ammonia,0,0,0,0,0,0,0,0,0,0,,133859,776517,2063961,1245091,524570,273376,1541988,1648032,1549873,1453624,,239562,282863,373844,340870,176542,185542,195417,193508,144414,215172
281530,Peroxides of sodium or potassium,0,0,0,0,0,0,0,0,0,0,,0,94,0,84,24,67,59,156,68,3,,676,607,1168,1490,1003,1675,1089,1884,917,979
282490,"Lead oxides (excluding monoxide """"litharge, massicot"""")""""",0,0,0,0,0,0,0,0,0,0,,474,128,211,102,0,0,0,0,0,0,,2225,1409,2119,4054,5271,9142,10977,15901,6373,3980
282619,Fluorides (excluding of aluminium and mercury),0,0,0,0,0,0,0,0,0,0,,0,0,0,51,24,12,0,0,0,0,,17632,14555,17129,14439,11739,15078,17763,14111,15260,15384
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",0,0,0,0,0,0,0,0,0,0,,256,116,0,0,0,472,0,0,0,0,,6542,4667,3908,9938,3876,4518,5203,4481,3852,5340
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),0,0,0,0,0,0,0,0,0,0,,38,0,0,32,131,0,0,0,9,0,,22629,22806,23302,18648,15034,17355,19356,16424,11274,10260
282810,"Calcium hypochlorites, incl. commercial calcium hypochlorite",0,0,0,0,0,0,0,0,0,0,,0,31,68,119,171,422,452,0,37,3,,3241,3293,2969,3601,4197,3641,5190,5165,3366,3016
283110,Dithionite and sulfoxylate of sodium,0,0,0,0,0,0,0,0,0,0,,0,49,0,115,324,79,230,466,317,254,,5506,6397,9141,6709,6874,8807,9075,7669,5714,5917
283220,Sulphites (excluding sodium),0,0,0,0,0,0,0,0,0,0,,218,0,0,0,25,16,26,0,8,0,,414,397,911,497,254,536,572,339,428,396
283319,Sodium sulphates (excluding disodium),0,0,0,0,0,0,0,0,0,0,,0,792,974,327,975,772,143,67,52,499,,2538,2502,2329,2074,1936,1742,2126,2727,2453,3343
283322,Sulphate of aluminium,3,0,0,0,0,0,0,0,0,0,,0,298,323,3,126,11,12,0,138,0,,5511,6696,6585,5653,3753,3401,3465,2737,2681,2615
