Product code,Product label,Singapore's imports from India-Value in 2012,Singapore's imports from India-Value in 2013,Singapore's imports from India-Value in 2014,Singapore's imports from India-Value in 2015,Singapore's imports from India-Value in 2016,Singapore's imports from India-Value in 2017,Singapore's imports from India-Value in 2018,Singapore's imports from India-Value in 2019,Singapore's imports from India-Value in 2020,Singapore's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
820750,"Tools for drilling, interchangeable (excluding rock-drilling or earth-boring tools and tools ...",238,456,618,860,328,1283,502,525,355,237,,20183,19776,20941,22672,28725,21147,21715,22763,25722,23796,,37785,38548,48773,42950,46852,39226,44622,38424,28938,33379
610342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of cotton, knitted or ...",847,738,473,384,453,389,318,404,238,235,,69716,74260,88412,134778,129382,122532,123672,141917,123438,187877,,17489,23220,31227,44179,47060,51865,44322,21807,13506,20282
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes",0,0,0,0,0,0,18,0,0,234,,0,0,0,0,0,11,123,642,274,744,,0,0,0,0,0,0,1482,1512,2758,2897
420500,Articles of leather or composition leather (excluding saddlery and harness bags; cases and ...,260,711,310,782,374,964,330,228,370,233,,54686,75508,77953,68832,66786,62113,67987,67898,44870,52878,,96755,119415,149257,202329,148714,119745,88619,51223,35697,38480
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",273,394,654,102,4089,30,130,332,128,233,,14581,10041,3694,5465,10663,30014,27930,42885,28112,46184,,321945,462750,288808,376899,498136,1178725,1199843,729002,1060810,1433940
902680,"Instruments or apparatus for measuring or checking variables of liquids or gases, n.e.s.",820,392,429,794,616,978,228,159,210,232,,12297,16453,19284,24680,26947,26419,15672,20068,15416,26205,,63863,57170,49639,58544,48466,42133,49172,61198,48909,56073
722840,"Bars and rods of alloy steel other than stainless, not further worked than forged (excluding ...",986,661,30,27,61,2,111,66,5,232,,1941,3602,5014,3172,1099,829,1968,1762,1345,1326,,29182,22647,32208,22733,7040,2128,3220,9684,14647,16350
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",0,0,42,0,10,25,20,73,163,232,,12810,18386,18969,22460,58832,88275,108990,118490,110160,152368,,13602,14688,16377,14280,12881,14363,17680,15485,12773,20947
442199,"Articles of wood, n.e.s.",0,0,0,0,0,0,168,189,110,231,,0,0,0,0,0,50110,96431,114168,124834,198738,,0,0,0,0,0,0,15707,10787,9381,15499
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",64,52,206,90,15,43,205,131,115,230,,43828,77496,75444,69349,69921,65806,70721,68144,71569,95176,,11055,10971,7753,4416,520,1431,3440,3570,2571,2663
151499,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""", ...""",106,142,129,161,169,132,102,167,221,230,,563,695,660,886,346,532,5627,6910,11548,12244,,18197,15967,12913,9244,7294,10628,11341,12255,11275,14529
293626,"Vitamin B12 and its derivatives, used primarily as vitamins",0,0,0,63,205,214,189,218,387,229,,1110,1055,1116,2969,2354,2807,5544,4181,3334,3405,,5673,4495,4141,3919,4958,5145,5213,2767,2467,2558
730419,"Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel (excluding products ...",554,69,878,400,675,264,2671,91,20756,229,,63143,69129,118209,54378,44627,40193,51805,44904,27026,65771,,231473,229767,185332,132745,128314,62764,141151,94591,145982,70835
190219,"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs",171,191,209,195,204,254,197,236,395,229,,8955,7803,9053,7002,8804,5767,6088,6337,10983,6768,,30275,31577,31355,30719,31524,33191,33453,33293,38719,38218
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excluding of bamboo paper ...",193,185,149,112,175,354,463,649,253,228,,3094,4876,4383,4807,5347,9230,12240,11465,12193,38893,,30239,30850,32699,32026,33346,33754,39519,39608,36969,46474
780110,"Unwrought lead, refined",161,280,11082,1069,0,60,0,0,11814,228,,60274,145202,126084,120868,101937,283992,344468,279446,236998,303480,,2695,7557,26441,1424,2328,1262,8276,5250,25569,1747
730690,"Tubes, pipes and hollow profiles """"e.g., open seam, riveted or similarly closed"""", of iron ...""",6395,308,334,176,216,56,161,158,96,227,,112989,103750,152851,108849,153486,131173,113309,74434,72156,95960,,155744,151046,136247,90612,46921,62398,50847,45171,27231,43529
190540,"Rusks, toasted bread and similar toasted products",9,43,244,281,80,160,111,86,355,225,,5119,7595,8639,11965,14796,15604,19701,19348,21913,19445,,1094,1492,1749,1693,1771,2078,2334,1857,2228,2672
290539,"Diols (excluding ethylene glycol """"ethanediol"""" and propylene glycol """"propane-1,2-diol"""")""""",56,4,25,189,112,205,175,169,161,225,,25768,34409,43572,32042,24735,23331,37851,29540,24491,34814,,19921,24079,24063,15353,8748,12453,11217,9898,10322,15824
441820,"Doors and their frames and thresholds, of wood",4,1,18,4,0,7,2,1,2,222,,4568,7654,5976,10048,6544,7091,10771,10226,10139,11263,,27359,45662,42019,33711,37413,29379,21483,17974,10563,14724
151620,"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",19,20,17,429,1650,163,999,2336,370,222,,63483,68796,83087,63167,56183,73122,76352,88657,75433,101218,,27397,26364,30489,26353,31784,30895,28216,25013,24481,54010
391723,"Rigid tubes, pipes and hoses, of polymers of vinyl chloride",19,1,10,181,367,228,43,124,86,222,,25082,33194,36513,33228,36581,36885,51117,49111,45548,68936,,25360,28536,33159,32912,29828,23655,24196,22049,16187,27790
940550,"Non-electrical lamps and lighting fittings, n.e.s.",241,230,195,113,198,143,159,91,119,219,,13369,18586,20099,17376,11864,11394,15359,16669,21439,36176,,10444,11318,13304,13277,10372,6757,7652,6258,4682,5696
850434,Transformers having a power handling capacity > 500 kVA (excluding liquid dielectric transformers),98,123,343,169,92,63,1724,0,13,218,,9393,17471,18309,15655,11128,14039,23395,16995,16876,25481,,45694,46402,37622,63323,27351,21999,19709,15381,15425,18385
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",63,125,77,103,76,105,121,211,155,217,,11518,13884,15516,16994,16456,17716,19868,22487,21066,24301,,16741,27241,34591,30835,26742,26036,25317,26613,21299,54332
851490,"Parts of electric industrial or laboratory furnaces and ovens, incl. of those functioning by ...",66,82,275,136,126,138,68,265,502,217,,25083,26846,22949,26374,16420,20298,27724,31869,29576,39364,,21753,34367,42596,30274,19266,28268,25954,18185,18249,20866
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),0,0,25,79,164,152,9,33,217,216,,15525,23467,24654,22608,24406,33644,50755,53143,45464,47827,,281,243,217,566,345,434,404,550,1628,1527
960810,Ball-point pens,406,191,241,298,536,363,457,264,207,216,,145572,151494,162888,166911,164503,141415,151169,149983,103746,120072,,30291,28139,26809,30041,36845,33722,33418,28033,18279,22330
340119,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",64,28,86,64,108,72,93,288,218,216,,9541,7250,9740,8786,10049,9887,7872,10176,10020,8709,,5794,4902,4529,5880,4281,6640,6135,10116,17347,18672
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",1045,265,142,374,262,135,73,30,7,215,,104119,172103,172729,134461,27697,69323,101384,125294,85934,91733,,4441,1235,841,607,717,371,361,260,106,319
291221,Benzaldehyde,229,0,0,0,199,26,222,174,61,215,,8612,9227,10099,14676,9322,9153,12899,13612,6860,9128,,516,346,207,305,454,374,552,399,243,546
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",938,497,1308,375,170,63,253,78,158,214,,114020,127212,71178,53237,49798,43900,40579,51643,45120,46893,,38348,33593,39544,42319,39165,44495,46107,52710,50279,67550
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",25,729,93,126,627,1004,505,150,486,214,,21433,24185,21696,29398,39842,53823,52906,48085,58288,66970,,5206,8822,25285,55342,25549,22727,30552,29425,34134,27722
252620,"Natural steatite and talc, crushed or powdered",200,355,405,395,372,285,307,229,159,214,,15494,25824,30458,30408,36044,39385,34802,32074,28763,33465,,11760,11795,11123,11185,10562,9908,8522,7768,5886,10144
902920,"Speed indicators and tachometers, stroboscopes",9,53,52,36,43,10,120,84,130,213,,10133,12680,10708,13784,11453,27175,32511,45781,50510,53694,,6503,7311,7727,4122,3403,3916,5011,8380,16527,30114
80119,"Fresh coconuts, whether or not shelled or peeled (excluding in the inner shell """"endocarp"""")""""",58,147,226,263,438,559,622,729,354,213,,38607,45581,58237,60074,69985,62645,61669,48129,44934,45663,,11963,11154,12556,12862,13889,13639,14780,15596,16900,26101
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",333,0,0,95,0,61,0,7,0,212,,78179,73919,63327,83447,64621,87305,97551,95779,60437,155708,,35314,36952,42926,45583,41178,41658,39314,36869,42835,38749
760720,"Aluminium foil, backed, of a thickness (excluding any backing) of <= 0,2 mm (excluding stamping ...",213,155,396,263,137,108,245,145,104,212,,14264,11157,13455,12411,15211,16219,23906,37917,38972,50686,,22973,22522,22177,19977,18257,22117,28832,22562,25121,29510
330749,"Preparations for perfuming or deodorising rooms, incl. odoriferous preparations used during ...",48,58,13,10,84,63,99,42,462,211,,7991,10329,14201,19042,19331,20336,22768,27877,29495,38162,,37328,24811,19525,20442,21395,21911,23102,26198,30511,26328
420211,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",583,113,362,87,348,93,232,1094,184,211,,38688,52368,50182,40993,48647,45902,64424,77001,52193,60887,,29029,25758,28682,21715,28118,27707,31226,24097,10221,12420
570241,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",417,860,104,55,95,98,101,54,42,211,,26679,26216,11844,14377,15211,18067,24351,28003,31534,43124,,1836,1350,1471,1078,2114,2240,1632,1934,1161,904
848240,Needle roller bearings,137,109,128,376,21,119,42,95,92,210,,8090,8683,6865,5733,4641,5722,6713,7320,5283,7725,,32045,31151,29514,20948,17468,16857,19368,22180,17479,23095
291540,"Mono- di- or trichloroacetic acids, their salts and esters",96,360,108,248,100,72,186,120,391,209,,18484,20884,16363,14197,9443,10332,10206,8307,8102,18643,,3852,2624,2359,2072,2153,2261,2548,1736,1868,2600
853180,Electric sound or visual signalling apparatus (excluding indicator panels with liquid crystal ...,92,61,125,168,122,48,56,234,470,209,,2026,2718,5825,6975,4868,13396,8583,11070,12356,9843,,30217,42409,39733,29991,27377,33193,47313,45840,40136,54442
630291,"Toilet linen and kitchen linen of cotton (excluding of terry fabrics, floorcloths, polishing ...",305,115,111,299,413,396,307,298,115,207,,43102,52725,69125,39266,34365,22626,35284,42023,31791,38974,,7492,6053,4889,4502,4543,5015,4073,3247,1785,1878
71290,"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not ...",447,300,230,182,195,217,128,90,124,207,,10458,16484,13621,15577,33101,40796,25104,26822,37212,48594,,6981,6868,6580,6566,7789,7558,8452,8022,7637,7998
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",919,751,90,84,518,163,559,0,0,206,,807877,1110665,993271,624272,656137,794023,483559,334846,230502,1290777,,44918,74550,82244,71446,66894,59819,49061,36023,30539,75644
701090,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",5,5,30,3,28,61,12,38,63,205,,158802,177125,180841,201071,186093,193484,240935,233774,212179,291889,,25776,28991,31158,24426,26316,25721,24290,25768,24079,30326
845229,"Sewing machines, industrial type (excluding automatic units)",0,0,0,22,19,0,7,8,26,205,,5874,4413,5482,5479,7004,9028,8442,9124,8381,12132,,165586,212211,269821,254188,271291,212581,268893,226241,99807,203215
848320,"Bearing housings, incorporating ball or roller bearings, for machinery",76,80,38,36,119,212,42,79,150,205,,2369,3626,3754,3372,5811,12261,6140,5899,4865,5761,,29432,26747,25402,26706,26573,26246,28106,33733,17068,20234
902480,Machines and appliances for testing the mechanical properties of materials (excluding metals),35,60,405,142,140,31,29,19,32,204,,13510,13670,12380,13275,10990,12695,13733,13860,10126,13599,,29681,25771,30897,21283,18226,12939,12687,13719,14320,14361
830629,"Statuettes and other ornaments, of base metal, not plated with precious metal (excluding works ...",248,593,2517,10293,10681,431,452,196,193,203,,1397,1492,2045,2286,2375,2464,5552,4456,3895,5353,,8981,7724,13037,22266,19817,7721,10671,9984,6522,8548
90412,"Pepper of the genus Piper, crushed or ground",287,265,176,102,67,53,102,77,183,203,,49485,54991,66141,95694,89842,65606,38883,38684,29297,45568,,4705,13004,8360,3638,3725,3293,3225,2822,3198,3749
400932,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",1,0,0,25,51,72,48,143,99,203,,3116,4385,6151,5038,9244,16703,16870,15784,17008,26865,,6592,6275,5690,1817,2049,3175,3081,2822,3486,5329
730230,"Switch blades, crossing frogs, point rods and other crossing pieces, for railway or tramway ...",24,183,289,9,401,360,0,0,61,202,,11396,18505,15797,14355,9511,15597,21830,27542,17998,23800,,461,553,2248,610,1557,1772,2976,1779,1186,701
841320,Hand pumps for liquids (excluding those of subheading 8413.11 and 8413.19),289,560,521,315,33,144,207,183,67,201,,10572,10603,10244,7451,8785,10838,10308,10805,12020,14443,,11142,8697,8408,7117,12262,10382,13109,10521,6950,9185
401694,"Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excluding hard rubber ...",312,136,44,16,28,9,51,66,14,201,,5198,5565,4592,5521,3503,4534,9753,10227,8327,6909,,11016,11975,10836,12054,6776,10873,6693,8581,10930,8747
690290,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ...",6,13,278,225,385,235,135,146,543,200,,22174,17658,12201,16025,14435,14482,18331,20123,20547,20868,,3776,3085,2228,2344,3284,2826,3396,3232,2858,1865
940599,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.",146,46,484,121,98,68,395,286,31,200,,23118,26061,25574,25610,19691,28691,29034,32901,23317,35048,,44262,47776,37504,39100,38837,31354,21278,21715,16426,17221
853521,"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV",9,0,0,26,792,171,285,54,0,198,,33444,40785,43965,35867,30440,31591,39425,30357,26918,29471,,7115,11859,6687,3367,7140,6000,2505,2663,5861,6710
680221,"Marble, travertine and alabaster articles thereof, simply cut or sawn, with a flat or even ...",152,269,191,363,249,353,224,762,117,197,,51432,64997,58878,61575,70194,81080,84800,101572,102189,117892,,19114,21459,25229,25465,17888,9529,10337,11471,6869,10127
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",10,32,44,90,109,51,54,244,164,196,,23881,31708,38252,42379,42363,51310,72951,74496,67429,96050,,43966,42817,46840,33900,17069,20761,23631,29237,22746,32352
681181,"Corrugated sheets of cellulose fibre-cement or the like, not containing asbestos",0,1,0,34,0,50,201,125,230,196,,13,37,41,79,170,320,182,1196,699,2179,,509,111,259,79,36,94,289,459,271,537
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",69,463,1138,494,1020,823,741,327,130,196,,13188,9972,9860,10431,10914,7410,12664,7780,8781,8232,,5238,2413,4385,2362,2180,2102,2366,3628,1550,5360
320414,Direct synthetic organic dyes; preparations based on direct synthetic organic dyes of a kind ...,3041,6117,4368,3707,665,1285,766,450,369,196,,70119,96285,114929,97170,91002,102246,114081,110270,110335,136194,,9255,9461,6264,5795,1942,3117,1954,1563,3230,8393
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres ...",118,296,52,76,56,109,120,100,187,195,,2680,3651,3501,3843,5027,6023,8960,14487,21845,62455,,22266,26087,24708,27038,27444,30165,33560,35538,31489,34388
280610,"Hydrogen chloride """"hydrochloric acid""""""""",83,11,9,36,172,81,118,226,74,194,,8885,8408,9455,9659,9575,10546,9504,12756,8185,11824,,10882,11149,10583,9670,9771,10174,7519,7297,7599,11163
320413,Basic synthetic organic dyes; preparations based on basic synthetic organic dyes of a kind ...,27,26,229,476,201,338,173,308,235,194,,25659,32804,37672,35105,38803,47440,62864,68232,67912,79288,,2447,2257,2478,3468,4143,2756,2432,1498,529,423
400911,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",33,8,290,143,118,80,215,140,133,193,,3570,3839,6931,4850,4447,8830,16651,14003,9491,16169,,12304,12117,13713,12907,8343,8664,7580,7915,7607,9953
611780,"Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. ...",1328,974,2288,397,691,712,540,124,173,192,,3041,4421,4494,5053,4970,4504,3062,3122,8567,5402,,94847,101228,113588,94391,91470,82639,73477,39077,24962,33379
721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excluding plated or coated with ...",0,1,0,0,0,1,2,0,0,191,,5786,5304,5438,4437,14056,2966,3301,2944,3398,6253,,4788,3881,7293,8295,3606,2295,2727,3863,2547,5641
711230,Ash containing precious metal or precious-metal compounds,0,0,0,0,0,0,0,0,0,191,,75984,7905,6118,2263,1755,10186,14418,12574,31503,10261,,505,511,376,593,1048,212,5,2781,2883,1614
