Product code,Product label,United States of America's imports from Australia-Value in 2012,United States of America's imports from Australia-Value in 2013,United States of America's imports from Australia-Value in 2014,United States of America's imports from Australia-Value in 2015,United States of America's imports from Australia-Value in 2016,United States of America's imports from Australia-Value in 2017,United States of America's imports from Australia-Value in 2018,United States of America's imports from Australia-Value in 2019,United States of America's imports from Australia-Value in 2020,United States of America's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
843210,"Ploughs for use in agriculture, horticulture or forestry",77,114,16,55,0,0,0,11,13,1729,,625,251,209,470,1040,414,1016,579,693,1057,,27849,20811,16787,9271,6978,12368,14477,7597,7471,12782
970300,"Original sculptures and statuary, in any material",3579,4569,3169,4930,3211,10947,2495,5516,1815,1728,,18752,11839,18052,14099,12884,9902,12243,15223,9571,12500,,828063,1132857,1198943,1249736,1261180,1230641,1862964,1605263,623113,965333
841790,"Parts of industrial or laboratory furnaces, non-electric, incl. incinerators, n.e.s.",248,91,469,56,155,407,1545,262,718,1723,,10587,6789,4438,4808,4348,7047,9914,6602,8002,6281,,166753,145086,185721,197836,194469,143429,161718,203844,162648,186515
852560,"Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus",2183,2927,2570,1359,2347,1272,2139,1636,1072,1716,,20470,16240,20728,30850,24459,11551,15856,12275,11517,10675,,1608263,1403192,1363514,1835588,2087590,2091629,1166630,801396,670565,679322
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",769,222,146,934,310,1007,1087,618,747,1699,,19949,6803,6690,10431,11052,15839,12152,10568,9137,9668,,590671,616574,741039,725445,836741,905443,1058818,1185655,856830,1241298
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,12315,3509,1016,1740,1689,,0,0,0,0,0,9566,10613,15098,18637,26789,,0,0,0,0,0,891560,830187,734345,841491,1059309
843031,Self-propelled coal or rock cutters and tunnelling machinery (excluding hydraulically operated ...,817,763,0,480,81,0,81,220,64,1682,,18497,6890,3980,765,3152,2211,2979,6339,5775,2787,,59169,70997,66177,36580,50288,75524,101287,118057,83152,120377
841950,"Heat-exchange units (excluding instantaneous heaters, storage water heaters, boilers and equipment ...",1806,2201,2523,2561,2686,2542,2096,850,1501,1659,,19770,20006,26471,24598,20900,21359,22382,15201,21378,36444,,772961,744698,893442,1169702,1234139,1340807,1347659,1441648,1128839,1232873
600340,"Knitted or crocheted fabrics of artificial fibres, of a width of <= 30 cm (excluding those ...""",0,0,0,0,0,0,0,473,1533,1655,,0,0,0,0,0,0,0,382,1408,1442,,1551,785,675,741,505,353,400,742,2005,2377
950450,Video game consoles and machines (excluding operated by any means of payment),52,290,251,393,419,1828,440,606,1485,1649,,33275,14437,44637,45724,42975,42544,55915,57296,52672,73737,,4977060,5035759,4689239,4827607,3706113,4709078,5537819,3981751,6327514,9924937
890399,"Outboard motorboats, for pleasure or sports, and rowing boats and canoes, of a length > 7,5 ...",454,486,952,837,376,485,1642,1548,1019,1645,,25604,11973,7676,8704,8697,7864,130202,13568,14733,14510,,272954,291836,316659,375780,448611,485255,552669,617139,600717,912970
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",1245,835,1799,898,1818,2140,1647,2621,1953,1637,,15758,17136,17297,20963,20256,21399,22904,26444,26035,36996,,11546318,11742799,12788811,14236048,14596371,14969707,14744931,15288252,14352993,19680481
870431,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",129,0,0,0,0,1569,72,387,248,1636,,12836,11235,9559,5067,7034,6974,2497,1921,5814,7157,,9492261,10507035,12731313,13574245,15955879,15887357,17719540,19724946,14867980,17067497
731441,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, plated or ...",50,49,93,258,184,294,310,234,4240,1631,,9873,8584,2366,1268,894,2228,449,180,263,578,,66805,61967,52008,53863,54130,56760,78013,92395,119014,182140
854020,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excluding ...,0,0,335,187,231,451,1007,1046,1210,1631,,467,263,1982,306,3692,152,512,526,185,109,,116579,99121,89248,74622,82137,90640,93191,100371,92009,96350
902150,Pacemakers for stimulating heart muscles (excluding parts and accessories),1290,1384,981,3357,2472,2176,2877,1287,1014,1623,,2302,2701,2156,3557,3086,2508,2320,2085,1125,4734,,720111,816474,1020999,715779,670690,865933,752638,751145,999353,1553602
940180,"Seats, n.e.s.",2094,1886,502,1044,2574,2096,1348,871,529,1620,,5208,7098,6021,3614,3051,2885,2053,2795,2692,3888,,734365,869940,966748,1056891,1157271,1300894,1223263,1133057,1155749,1523672
901320,Lasers (excluding laser diodes),310,314,392,430,801,1192,945,1409,1529,1608,,5361,4783,3929,3482,3831,4736,2414,18529,6437,4987,,434342,531632,601821,614766,658178,752302,781200,734980,739790,851120
820820,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for w ...",70,40,537,378,90,116,702,1157,3015,1606,,385,559,83,131,102,128,1415,1523,543,2243,,35001,37929,38511,40529,40619,46942,60752,52329,51262,65736
80212,"Fresh or dried almonds, shelled",5072,6202,29345,21272,10712,7677,5344,5873,5370,1602,,96838,224162,297070,406034,245901,206331,212259,297251,277849,275805,,29994,35062,78679,101254,70481,60968,91263,95651,42656,39656
30289,"Fresh or chilled fish, n.e.s.",733,19,517,1006,1504,1709,1817,2474,956,1581,,3413,1232,2583,4984,9894,3711,5646,4841,1989,3089,,236807,238098,249410,276451,307275,320009,325589,338606,262767,373627
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",3423,2446,3249,2282,3180,3740,3895,675,2205,1580,,39555,39113,42235,44064,41840,45068,51673,48108,40643,52880,,2464074,1645212,1985326,1991890,1580405,1583599,1583052,2024588,1866041,2334796
844832,"Parts and accessories of machines for preparing textile fibres, n.e.s. (other than card clothing)",0,109,0,0,3,30,1028,1478,1553,1577,,2187,342,434,197,32,53,357,491,239,885,,12757,14613,17721,16457,11809,11134,16039,17290,15748,12473
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",1341,1241,1071,867,717,917,679,787,767,1568,,4044,2709,1897,2138,2931,3962,4258,3984,2661,3685,,386020,384955,378365,396624,448906,477504,482191,493225,449683,683223
80929,Fresh cherries (excluding sour cherries),0,0,0,0,946,2288,1306,737,1015,1565,,17655,34057,43763,43807,44463,41219,59951,59954,58372,53696,,47578,46003,69698,69562,86786,76578,80629,67333,78283,111935
852329,Magnetic media for the recording of sound or of other phenomena (excluding cards incorporating ...,3297,2540,2912,2530,1929,2012,2064,1710,1725,1561,,18654,15014,13724,9196,16312,19232,12811,21543,16668,14737,,544794,437699,408429,372201,344478,352336,281170,254352,226308,254062
847981,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, ...",391,199,1313,1717,1413,2770,2776,796,448,1549,,6694,8007,8619,10745,6401,3381,4273,3228,2582,3072,,92635,82767,115413,201361,97534,100175,127062,140018,154694,180913
902920,"Speed indicators and tachometers, stroboscopes",903,425,496,535,694,441,270,52,296,1530,,3512,2256,1744,1274,3003,2122,2000,1597,1124,3468,,1157561,1245857,1402846,1545915,1543282,1446488,1434710,1438886,1218327,1238887
903033,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",839,579,1128,835,1280,900,1238,800,596,1527,,2911,7629,9695,4721,4698,2604,3268,4201,2473,3909,,312359,314557,321069,333270,338976,363397,367225,373191,337934,425304
70959,"Fresh or chilled edible mushrooms and truffles (excl. Agaricus, Boletus, Cantharellus, shiitake, ...",456,1210,1205,995,1158,1226,1233,1160,339,1521,,1881,3325,3340,2514,3567,3982,5213,4876,3030,5422,,22587,24952,27307,39254,39139,45087,49651,52841,42013,61608
392350,"Stoppers, lids, caps and other closures, of plastics",408,355,701,884,625,523,852,1019,1058,1508,,23780,28721,23507,20988,20112,21145,19614,20781,18052,27577,,833929,900330,927896,925358,944865,1003276,1131873,1109861,1163205,1468129
871680,Vehicles pushed or drawn by hand and other vehicles not mechanically propelled (excluding trailers ...,14431,12686,13751,2865,19348,18411,16807,9160,7381,1506,,2515,2826,4616,4423,5939,5887,6541,6794,9295,7836,,389731,442995,484481,536326,559631,621374,672970,656861,729998,940319
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,952,2356,896,1008,987,1099,434,720,1004,1504,,57698,57235,54235,43359,38190,12310,14536,20300,18413,17113,,903468,824149,872154,756917,669733,804275,953219,962551,747933,922013
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",8092,3776,2078,1916,2241,1027,860,819,728,1500,,43863,38907,42260,32272,28870,33957,31278,36474,31150,44218,,4661595,4461382,5002067,5249856,5022201,5077587,5691761,5760291,5048217,6094784
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,697,1418,635,749,756,534,671,834,1051,1498,,8965,12309,8933,13342,7543,7500,10743,19153,12612,7564,,1394505,1396365,1500952,1476046,1476946,1642653,1700778,1618075,1348075,1612958
481930,"Sacks and bags, of paper, paperboard, cellulose wadding or webs of cellulose fibres, having ...",9,0,4,0,0,1122,3217,2510,1789,1498,,567,431,728,702,471,698,869,767,14556,17765,,134643,152083,178033,194175,202662,199338,214479,197066,174980,211734
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically ...",923,15,42,133,144,410,502,137,148,1480,,1422,2117,2916,2553,3081,3092,1963,2861,2064,3568,,15022,18537,19992,18688,29179,34461,25455,16758,28552,26487
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",159,100,100,361,42,236,85,344,338,1475,,12411,2601,0,0,0,0,0,0,0,0,,1367057,1480163,1569053,1507958,1444665,1391456,1517677,1462254,1280663,2152547
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",20,0,0,35,33,14,0,0,1461,1467,,6951,6274,2865,2007,10459,97885,117152,94466,111524,109527,,1726817,1810367,1992293,2267814,2252533,2408819,2181569,1663316,1705784,1510696
902000,Breathing appliances and gas masks (excluding protective masks having neither mechanical parts ...,170,74,93,71,67,82,149,168,13700,1463,,13230,13619,9562,10556,24869,41223,63047,69904,87760,43057,,130680,126269,141941,158870,196850,210794,229725,250239,365769,224422
880320,"Under-carriages and parts thereof, for aircraft, n.e.s.",178,9545,12344,14182,16497,13739,4104,853,747,1460,,7743,13090,15141,13086,17734,24615,30043,17673,20616,21409,,1217946,1440768,1682427,1752845,1715584,1613558,1711835,1890459,1477437,1313729
871390,"Carriages for disabled persons, motorised or otherwise mechanically propelled (excluding specially ...",2986,2726,1113,2403,1617,1171,1685,1635,1813,1457,,4030,4331,3811,4780,4775,5275,5526,4884,5660,7105,,134063,103490,119263,130339,131308,149051,146635,158489,123972,137195
848140,Safety or relief valves,448,472,1234,712,798,884,913,781,1379,1438,,9978,18621,15355,15602,9886,11780,14604,11436,6196,8076,,450955,476755,572640,531746,372139,385088,435202,433525,338575,405241
903039,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",1548,1240,1102,919,592,701,535,287,908,1434,,5821,3301,2196,2449,1134,1275,1255,1281,1489,2710,,98263,120589,119028,118917,139515,163405,140126,144092,138687,158242
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,99,334,469,322,274,828,1228,1190,1428,,774,909,947,4965,1739,939,930,913,1886,1565,,38715,46833,53314,59306,69414,82135,107248,119804,196678,277635
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",1131,2383,2363,1993,762,1099,776,1242,968,1426,,31543,32532,32062,20345,22962,26959,33464,26902,23115,32175,,744805,719561,890379,831930,800328,920698,1030495,985379,1004313,1282514
870323,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",386,481,743,373,921,703,366,4379,866,1417,,1133876,1210678,1026908,1116783,1054214,524534,59182,112665,66480,86819,,75908710,83857896,85074186,98665410,107652445,103279664,105579949,104823246,81634751,76361847
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",2071,1031,1211,642,2076,1151,594,862,1465,1409,,25092,26573,26321,22194,14631,12851,20208,18479,13258,22239,,2645987,3125309,4000769,3662237,3806395,4218522,4929398,5564660,5389714,7138651
20890,"Fresh, chilled or frozen meat and edible offal of pigeons, game, reindeer and other animals ...""",1661,1342,903,857,2244,2684,888,836,208,1405,,18798,20543,20227,16534,11263,14853,15169,13003,6742,7704,,38482,40786,46472,45780,45082,54445,63435,53285,32677,48732
850110,"Motors of an output <= 37,5 W",3763,1339,467,417,742,1319,1099,1154,758,1401,,17647,14058,15479,19034,10263,11181,11760,11470,10830,15980,,1474065,1603999,1868554,1995956,2086704,2206116,2270832,2212016,1950397,2231329
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",4674,2953,3145,2130,273,154,87,135,360,1394,,80464,65489,58176,49099,46748,47859,50301,41570,37017,42797,,40618,50871,45066,48380,49458,57648,57293,60915,51556,54056
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",231,163,152,142,104,187,321,894,730,1373,,6394,6835,6230,8275,5074,6423,11266,10460,8422,11376,,618537,619782,629751,657303,669381,695354,810492,815766,852864,1101667
841319,"Pumps for liquids, fitted or designed to be fitted with a measuring device (excluding pumps ...",218,33,25,53,121,343,358,560,390,1370,,9274,11030,11426,6225,20743,4258,7070,6572,5353,10822,,96051,104558,100696,133714,176863,224083,273024,248050,219588,322758
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",2306,1196,1216,1277,902,1051,901,1367,871,1364,,7732,4447,3141,2822,3154,4441,4258,3471,3309,3872,,25515,28074,28910,29486,26105,28692,31668,28314,31056,35277
860799,"Parts of rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.",143,131,5,55,244,696,440,124,184,1363,,7243,27937,19050,5309,2067,2453,3082,4320,4254,1762,,326541,368459,383725,322625,231174,286481,341576,289761,215936,277690
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",2556,4354,1859,1570,2324,3846,3118,3130,2766,1360,,55092,44764,42707,45844,84779,150101,68175,75493,53820,49388,,1453248,1586927,1484101,1615994,1541669,1902176,1624769,1017687,820409,1047612
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",2175,3140,2415,2897,1003,939,918,1110,1212,1347,,16756,10198,20106,18958,25760,42583,56745,56959,52820,47763,,822878,814488,835874,858225,842719,938531,1090758,1132206,999299,1260783
870891,"Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",4416,4452,4644,4910,3961,4095,2776,1013,1946,1344,,18969,11313,11924,12370,17131,32130,22241,15295,18737,19382,,875888,851056,917217,891629,923130,951372,1015575,926388,820217,944254
620449,"Women's or girls' dresses of textile materials (excluding of wool, fine animal hair, cotton ...",413,469,943,1373,1507,956,843,1244,694,1335,,3720,3892,4080,5768,7345,12388,13573,10930,7025,12896,,329805,250523,239647,260207,263981,244499,277361,291301,218200,251786
190190,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...",1438,2656,1989,1285,943,846,1207,1062,1051,1333,,402831,460470,307190,246069,288024,329678,284461,350395,363141,299466,,289471,341549,348933,347051,400488,410101,463041,511673,556896,631082
846694,"Parts and accessories for machine tools for working metal without removing material, n.e.s.",635,703,815,787,491,816,667,823,907,1322,,2168,2573,1865,2706,4714,5388,8791,2678,1440,4455,,422405,477023,425127,449986,429871,482992,493097,423443,369578,493601
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",5486,467,1252,8521,16262,11001,5446,19567,2297,1314,,0,0,0,0,23491,100739,114418,167769,123709,99082,,1343031,1346466,2156672,1943140,1594175,2038715,1829184,1358289,1048913,2433531
330130,Resinoids,1970,1806,1363,1383,1890,1442,1819,1704,2161,1312,,232,239,70,226,97,138,247,198,316,157,,5600,5755,6408,7910,9972,9350,9877,10359,7688,6532
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",1001,1495,1469,1561,966,1233,670,712,1520,1304,,7408,8651,7446,7114,8715,11215,9958,11534,12987,7887,,1426601,1497573,1475387,1403841,1188439,1194872,1259376,1383679,1140701,1341272
392390,"Articles for the conveyance or packaging of goods, of plastics (excluding boxes, cases, crates ...",642,1214,756,640,354,262,304,967,800,1296,,43239,38870,31240,22491,23584,28923,46831,43893,37294,33504,,1256163,1336247,1361011,1484460,1495757,1571797,1731371,1674807,1521940,1851141
902680,"Instruments or apparatus for measuring or checking variables of liquids or gases, n.e.s.",1139,707,1678,2144,1245,653,786,552,502,1294,,12701,13525,17171,10688,9477,15226,9606,9042,7775,6574,,302345,310281,335316,342367,334933,348422,366604,341664,370935,407508
