"﻿Code	Product label	Exported value in 2012	Exported value in 2013	Exported value in 2014	Exported value in 2015	Exported value in 2016	Exported value in 2017	Exported value in 2018	Exported value in 2019	Exported value in 2020	Exported value in 2021"
"820330	""Metal-cutting shears and similar hand tools, of base metal""	279	528	361	549	201	325	328	186	153	180"
"620899	""Women's or girls' singlets and other vests, briefs, panties, négligés, bathrobes, dressing ...""	169	135	288	421	216	296	274	643	137	179"
"960621	""Buttons of plastics, not covered with textile material (excluding press-fasteners, snap-fasteners, ...""	130	65	67	54	36	60	29	30	24	179"
"282751	""Bromides of sodium or of potassium""	68	4	7	32	29	7	288	27	228	178"
"520852	""Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...""	97	38	96	275	32	40	183	111	126	178"
"230610	""Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""	14533	14151	11764	1137	1958	3558	1719	3	17	177"
"830520	""Staples in strips, of base metal""	137	107	393	146	99	28	71	75	86	177"
"030743	""Cuttle fish and squid, frozen, with or without shell""	0	0	0	0	0	355	493	219	104	177"
"732391	""Table, kitchen or other household articles, and parts thereof, of cast iron, not enamelled ...""	445	86	136	133	78	107	146	228	200	176"
"580230	""Tufted textile fabrics (excluding carpets and other floor coverings)""	10	0	42	49	17	3	19	686	335	176"
"851120	""Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition ...""	51	22	34	47	11	59	39	99	106	176"
"610423	""Women's or girls' ensembles of synthetic fibres, knitted or crocheted (excluding ski ensembles ...""	81	8	53	109	168	236	283	239	249	176"
"450390	""Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ...""	16	27	12	11	37	31	16	29	230	175"
"722012	""Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...""	762	202	366	183	149	190	119	187	175	175"
"030729	""Scallops and other molluscs of the family Pectinidae, smoked, dried, salted or in brine, even ...""	11405	14484	10245	10657	5455	1030	1975	355	179	175"
"853222	""Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)""	4866	2160	1758	345	641	678	810	3258	217	175"
"140190	""Reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, lime bark and other vegetable ...""	17	0	19	6	4	94	40	184	161	175"
"160415	""Prepared or preserved mackerel, whole or in pieces (excluding minced)""	183	119	69	772	3591	49	38	73	36	175"
"441112	""""Medium density fibreboard """"MDF"""" of wood, of a thickness <= 5 mm""""	7377	4293	4997	2131	2248	1145	268	1927	3225	175"
"460290	""Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting ...""	19	14	14	43	35	47	67	74	63	174"
"270300	""Peat, incl. peat litter, whether or not agglomerated""	411	1133	732	568	540	147	127	305	476	174"
"845521	""Hot or combination hot and cold metal-rolling mills (excluding tubes mills)""	13	30	2	178	177	8	60	91	139	174"
"190430	""Bulgur wheat in the form of worked grains, obtained by cooking hard wheat grains""	4	0	0	2	56	15	4	3	107	174"
"293890	""""Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other ...""	168	219	424	53	117	54	67	115	111	174"
"030541	""""Smoked Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...""	694	281	218	141	239	730	985	909	1071	174"
"291590	""Saturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; ...""	157	218	171	103	368	395	360	259	288	174"
"590210	""Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, whether or not dipped ...""	15	71	445	6	19	18	45	58	70	173"
"621440	""Shawls, scarves, mufflers, mantillas, veils and similar articles of artificial fibres (excluding ...""	53	140	141	14	19	26	18	46	75	173"
"611130	""Babies' garments and clothing accessories of synthetic fibres, knitted or crocheted (excluding ...""	29	24	51	55	63	34	47	89	79	173"
"722220	""Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished""	380	194	43	340	35	387	137	199	208	173"
"590500	""Textile wallcoverings""	71	404	321	1105	2326	2240	1326	38	93	172"
"630419	""Bedspreads of all types of textile materials (excluding knitted or crocheted, bedlinen, quilts ...""	114	88	116	32	49	22	65	211	93	172"
"854091	""Parts of cathode ray tubes, n.e.s.""	253	219	566	289	230	137	17	125	362	171"
"400129	""""Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""	1050	142	54	99	100	324	198	261	127	171"
"830150	""Clasps and frames with clasps, incorporating locks, of base metal""	5908	3501	3458	6730	1396	107	42	14	36	171"
"441912	""Chopsticks of bamboo""	0	0	0	0	0	22	32	44	28	171"
"711049	""Iridium, osmium and ruthenium, in semi-manufactured forms""	0	0	1	0	5	14	0	36	0	170"
"854079	""Microwave tubes, e.g. travelling wave tubes and carcinotrons (excluding magnetrons and grid-controlled ...""	0	53	138	204	239	41	135	78	96	169"
"482340	""Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, ...""	154	119	121	44	69	271	79	128	120	169"
"090812	""Nutmeg, crushed or ground""	211	208	114	132	154	168	125	124	132	169"
"680221	""Marble, travertine and alabaster articles thereof, simply cut or sawn, with a flat or even ...""	1268	513	725	869	452	351	78	501	190	168"
"282010	""Manganese dioxide""	67	59	77	88	57	41	62	119	52	168"
"722410	""Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...""	651	184	159	1071	285	145	26	15	19	168"
"281511	""""Sodium hydroxide """"caustic soda"""" solid""""	2167	2601	305	417	733	78	254	48	288	168"
"380610	""Rosin and resin acids""	329	584	296	129	51	449	97	67	129	168"
"844621	""Power looms for weaving fabrics of a width > 30 cm, shuttle type""	1102	61	3	0	7	12	38	68	1	167"
"620799	""Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...""	56	52	79	58	21	133	25	123	29	167"
"730411	""Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel""	4569	20704	919	267	694	510	2465	2054	572	167"
"030219	""""Fresh or chilled salmonidae (excluding trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...""	94	241	363	189	360	80	153	152	130	167"
"890520	""Floating or submersible drilling or production platforms""	315	412	168	2477	1449	316	1322	111	25	166"
"292320	""Lecithins and other phosphoaminolipids, whether or not chemically defined""	124	338	155	209	293	234	320	188	174	166"
"950810	""Travelling circuses and travelling menageries""	687	158	62	33	50	444	286	19	265	166"
"460212	""Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...""	56	76	88	52	21	38	38	58	14	165"
"292129	""Acyclic polyamines and their derivatives; salts thereof (excluding ethylenediamine and hexamethylenediamine, ...""	107	274	154	114	419	417	408	487	230	165"
"721914	""Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...""	74	16	3	225	253	536	158	235	122	165"
"283911	""Metasilicates of sodium, incl. commercial metasilicates""	104	6	6	15	13	26	17	27	15	164"
"392092	""Plates, sheets, film, foil and strip, of non-cellular polyamides, not reinforced, laminated, ...""	147	130	102	248	13	90	23	160	185	163"
"392220	""Lavatory seats and covers, of plastics""	580	298	275	244	805	418	364	175	307	163"
"591120	""Bolting cloth, whether or not made up""	12	4	0	143	7	4	36	20	8	163"
"441891	""Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...""	0	0	0	0	0	149	12	59	42	163"
"292219	""""Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""	200	154	46	546	145	472	100	161	126	162"
"291100	""Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...""	0	0	3	14	33	0	6	5	71	162"
"291219	""Acyclic aldehydes, without other oxygen function (excluding methanal [formaldehyde] and ethanal ...""	86	230	582	575	180	156	436	254	917	162"
"854060	""Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...""	171	59	87	35	130	22	215	73	75	161"
"960720	""Parts of slide fasteners""	110	160	98	614	210	350	289	34	123	161"
"382520	""Sewage sludge""	2	0	0	0	0	0	24	28	0	161"
"701590	""Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, ...""	123	214	102	147	52	29	44	351	146	161"
"500790	""Woven fabrics containing predominantly, but < 85% silk or silk waste by weight""	739	2153	693	1666	1157	714	791	949	137	161"
"720260	""Ferro-nickel""	3372	0	0	415	1742	2211	432	0	32	160"
"382430	""Non-agglomerated metal carbides mixed together or with metallic binders""	68	163	337	0	15	4	187	226	237	160"
"240399	""""Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""	96	0	197	66	11	67	22	10	521	160"
"844859	""Parts and accessories of machines of heading 8447, n.e.s.""	1716	633	360	540	406	1316	960	604	165	160"
"845530	""Rolls for metal-rolling mills""	2991	1760	1294	177	97	0	78	221	195	160"
"920110	""Upright pianos""	235	15	202	296	251	411	428	509	289	160"
"271210	""Petroleum jelly""	187	51	49	24	64	54	229	344	22	160"
"611212	""Track-suits of synthetic fibres, knitted or crocheted""	60	47	12	55	41	390	491	212	148	159"
"610339	""Men's or boys' jackets and blazers of textile materials (excluding of wool, fine animal hair, ...""	449	138	232	126	350	402	182	139	108	159"
"481013	""Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...""	100	192	280	208	211	411	291	164	373	159"
"701341	""""Glassware of lead crystal, of a kind used for table or kitchen purposes (excluding articles ...""	158	25	43	0	28	39	139	101	104	159"
"610811	""Women's or girls' slips and petticoats of man-made fibres, knitted or crocheted (excluding ...""	13	42	2	18	6	3	54	26	11	158"
"390710	""Polyacetals, in primary forms""	31	220	317	82	20	75	80	89	86	158"
"030192	""""Live eels """"Anguilla spp.""""""""	6109	3759	2793	2090	1010	888	822	522	302	158"
"811010	""Unwrought antimony; antimony powders""	0	6	0	2	0	0	0	0	2	158"
"030712	""Oysters, even in shell, frozen""	0	0	0	0	0	101	106	181	56	158"
"300320	""Medicaments containing antibiotics, not in measured doses or put up for retail sale (excluding ...""	18082	27901	15867	5621	5692	433	2112	2052	188	158"
"400819	""Rods and profile shapes, of cellular rubber""	222	292	286	768	2217	1279	926	543	214	157"
"330130	""Resinoids""	232	239	70	226	97	138	247	198	316	157"
"610453	""Women's or girls' skirts and divided skirts of synthetic fibres, knitted or crocheted (excluding ...""	62	72	306	94	41	106	113	132	138	157"
"732429	""Baths of steel sheet""	893	1430	209	287	490	268	346	134	107	157"
"680293	""Granite, in any form, polished, decorated or otherwise worked (excluding tiles, cubes and similar ...""	200	147	70	89	88	72	6	55	19	157"
"842099	""Parts for calendering or rolling machines, n.e.s. (other than for metals or glass and excluding ...""	807	575	876	302	396	401	789	358	643	156"
"630130	""Blankets and travelling rugs of cotton (excluding electric, table covers, bedspreads and articles ...""	826	479	537	293	362	407	1495	503	146	156"
"810790	""Articles of cadmium, n.e.s.""	1	0	1340	1748	851	1422	1830	1627	181	156"
"340700	""""Modelling pastes, incl. those put up for children's amusement; preparations known as dental ...""	249	115	91	27	66	72	328	90	56	155"
"741521	""""Washers, """"incl. spring washers and spring lock washers"""", of copper""""	42	63	40	34	21	31	76	99	58	155"
"380910	""Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...""	31	0	0	0	0	51	117	40	182	155"
"284321	""Silver nitrate""	276	89	36	59	77	123	133	55	115	155"
"830810	""Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...""	228	163	125	179	183	101	146	120	107	155"
"621490	""Shawls, scarves, mufflers, mantillas, veils and similar articles of textile materials (excluding ...""	161	154	248	319	288	229	317	234	158	154"
"730590	""Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled ...""	444	517	1027	159	180	179	203	436	112	154"
"090932	""Cumin seeds, crushed or ground""	67	67	98	88	182	172	206	111	134	154"
"520821	""Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², ...""	14	26	0	39	19	0	0	0	110	154"
"520919	""Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², unbleached ...""	41	20	112	10	7	0	121	29	24	154"
"790310	""Zinc dust""	5712	6799	865	254	345	284	282	348	77	154"
"293040	""Methionine""	230	352	241	415	90	44	61	190	147	154"
"030632	""""Lobsters """"Homarus spp."""", whether in shell or not, live, fresh or chilled""""	0	0	0	0	0	193	438	188	145	154"
"370296	""Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...""	30	260	53	2	2	5	10	582	313	153"
"610341	""Men's or boys' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...""	108	604	755	277	170	162	72	159	121	153"
"293329	""Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused imidazole ring, ...""	533	485	9	30	17	54	42	187	32	153"
"410441	""""Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""	127	132	50	35	191	10	69	35	96	152"
"293949	""""Alkaloids of ephedra and their derivatives; salts thereof (excl. ephedrine, pseudoephedrine ...""	0	0	0	0	0	0	0	0	0	152"
"620119	""Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...""	316	325	109	174	164	105	180	205	109	151"
"551513	""Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...""	1157	887	621	621	860	456	415	501	166	151"
"391290	""Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excluding cellulose acetates, ...""	8213	417	658	370	399	368	493	201	209	151"
"846520	""Machining centres for working wood, cork, bone, hard rubber, hard plastics or similar hard ...""	0	0	0	0	0	341	574	517	979	151"
"290514	""""Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""	13	10	3	1	1	25	3	82	241	151"
"440326	""Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...""	0	0	0	0	0	9129	6122	7821	6080	151"
"280490	""Selenium""	10616	4421	677	193	6	20	174	1	21	150"
"701120	""Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...""	3	1	3	0	8	3	0	2	95	150"
"847021	""Electronic calculating machines incorporating a printing device, with mains connection (excluding ...""	2924	6282	8756	6277	417	1900	1432	343	75	149"
"551429	""Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...""	349	96	41	102	58	3	6	37	40	149"
"730520	""Casing of a kind used in drilling for oil or gas, having circular cross-sections and an external ...""	4233	615	2664	274	339	985	0	135	286	148"
